	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034947_Ambrosiozyma_philentoma
2570	OG0002570	YML007W	augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.28&CDS=1-1425
2571	OG0002571	YML008C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.117-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.117&CDS=1-1143
2572	OG0002572	YML009C	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.72&CDS=1-228
2573	OG0002573	YML011C	augustus_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.88&CDS=1-555
2574	OG0002574	YML012W	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.71&CDS=1-654
2575	OG0002575	YML013W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-2.11&CDS=1-1668
2576	OG0002576	YML014W	augustus_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-3.53&CDS=1-831
2577	OG0002577	YML015C	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.15&CDS=1-1041
2578	OG0002578	YML016C	snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-3.88&CDS=1-1716
2579	OG0002579	YML018C	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.247-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.247&CDS=1-1062
2580	OG0002580	YML020W	augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-3.103&CDS=1-1791
2581	OG0002581	YML021C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-3.5&CDS=1-1014
2582	OG0002582	YML022W	maker-NODE_6_length_738973_cov_35.7179_ID_11-snap-gene-2.93-mRNA-1_1&gene=maker-NODE_6_length_738973_cov_35.7179_ID_11-snap-gene-2.93&CDS=1-576
2583	OG0002583	YML025C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-1.101&CDS=1-936
2584	OG0002584	YML030W	maker-NODE_3_length_851894_cov_38.1691_ID_5-snap-gene-5.37-mRNA-1_1&gene=maker-NODE_3_length_851894_cov_38.1691_ID_5-snap-gene-5.37&CDS=1-453
2585	OG0002585	YML031W	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.122-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.122&CDS=1-1821
2586	OG0002586	YML032C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-3.98&CDS=1-1533
2587	OG0002587	YML035C	snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-0.88&CDS=1-2433
2588	OG0002588	YML036W	snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.167-mRNA-1_1&gene=snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.167&CDS=1-564
2589	OG0002589	YML042W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.108&CDS=1-1701
2590	OG0002590	YML043C	augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.106&CDS=1-2001
2591	OG0002591	YML046W	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-1.152&CDS=1-1983
2592	OG0002592	YML049C	snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.101&CDS=1-3732
2593	OG0002593	YML050W	augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.167&CDS=1-906
2594	OG0002594	YML052W	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.235-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.235&CDS=1-930
2595	OG0002595	YML054C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-10.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-10.122&CDS=1-1728
2596	OG0002596	YML055W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.178-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.178&CDS=1-519
2597	OG0002597	YML056C	maker-NODE_12_length_547646_cov_37.6145_ID_23-snap-gene-4.72-mRNA-1_1&gene=maker-NODE_12_length_547646_cov_37.6145_ID_23-snap-gene-4.72&CDS=1-1566
2598	OG0002598	YML059C	snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.183&CDS=1-4566
2599	OG0002599	YML060W	augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.54&CDS=1-2043
2600	OG0002600	YML061C	augustus_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-4.110&CDS=1-2772
2601	OG0002601	YML064C	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.208-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.208&CDS=1-720
2602	OG0002602	YML065W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.172-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.172&CDS=1-2400
2603	OG0002603	YML068W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.105&CDS=1-1410
2604	OG0002604	YML069W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-3.64&CDS=1-1653
2605	OG0002605	YML071C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.75&CDS=1-1461
2606	OG0002606	YML072C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.74&CDS=1-4206
2607	OG0002607	YML073C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.50&CDS=1-525
2608	OG0002608	YML076C	snap_masked-NODE_53_length_60451_cov_39.4836_ID_105-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_53_length_60451_cov_39.4836_ID_105-processed-gene-0.69&CDS=1-2484
2609	OG0002609	YML077W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.51&CDS=1-612
2610	OG0002610	YML079W	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.112&CDS=1-720
2611	OG0002611	YML081C-A	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-5.103&CDS=1-180
2612	OG0002612	YML085C	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.91&CDS=1-1344
2613	OG0002613	YML086C	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.83&CDS=1-1647
2614	OG0002614	YML088W	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.13&CDS=1-2325
2615	OG0002615	YML092C	maker-NODE_18_length_380975_cov_38.0398_ID_35-snap-gene-2.90-mRNA-1_1&gene=maker-NODE_18_length_380975_cov_38.0398_ID_35-snap-gene-2.90&CDS=1-750
2616	OG0002616	YML093W	snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-1.34&CDS=1-2772
2617	OG0002617	YML094W	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.102&CDS=1-450
2618	OG0002618	YML095C	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.82&CDS=1-942
2619	OG0002619	YML096W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-5.111&CDS=1-1734
2620	OG0002620	YML097C	snap_masked-NODE_70_length_19029_cov_41.8268_ID_139-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_70_length_19029_cov_41.8268_ID_139-processed-gene-0.5&CDS=1-2175
2621	OG0002621	YML098W	snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.210-mRNA-1_1&gene=snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.210&CDS=1-375
2622	OG0002622	YML099C	snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.209&CDS=1-3108
2623	OG0002623	YML102W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.2&CDS=1-2001
2624	OG0002624	YML103C	maker-NODE_2_length_923280_cov_37.2315_ID_3-augustus-gene-4.54-mRNA-1_1&gene=maker-NODE_2_length_923280_cov_37.2315_ID_3-augustus-gene-4.54&CDS=1-4893
2625	OG0002625	YML104C	snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-2.58&CDS=1-3519
2626	OG0002626	YML105C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-3.96&CDS=1-831
2627	OG0002627	YML108W	snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.0&CDS=1-444
2628	OG0002628	YML110C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.103&CDS=1-885
2629	OG0002629	YML114C	maker-NODE_19_length_349328_cov_38.6167_ID_37-snap-gene-1.64-mRNA-1_1&gene=maker-NODE_19_length_349328_cov_38.6167_ID_37-snap-gene-1.64&CDS=1-1635
2630	OG0002630	YML115C	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.33&CDS=1-1467
2631	OG0002631	YML121W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.181-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.181&CDS=1-990
2632	OG0002632	YML125C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.56&CDS=1-915
2633	OG0002633	YML126C	snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.31&CDS=1-1344
2634	OG0002634	YML127W	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.81&CDS=1-1641
2635	OG0002635	YML129C	snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.14&CDS=1-210
2636	OG0002636	YML130C	genemark-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.49&CDS=1-1722
2637	OG0002637	YMR001C	snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.157&CDS=1-1950
2638	OG0002638	YMR002W	snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.175&CDS=1-465
2639	OG0002639	YMR004W	maker-NODE_3_length_851894_cov_38.1691_ID_5-snap-gene-0.71-mRNA-1_1&gene=maker-NODE_3_length_851894_cov_38.1691_ID_5-snap-gene-0.71&CDS=1-1782
2640	OG0002640	YMR005W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.83&CDS=1-1398
2641	OG0002641	YMR008C	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.168&CDS=1-1953
2642	OG0002642	YMR010W	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.130&CDS=1-1251
2643	OG0002643	YMR011W	snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.110&CDS=1-1638
2644	OG0002644	YMR012W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.115&CDS=1-3987
2645	OG0002645	YMR013C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-4.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-4.37&CDS=1-1692
2646	OG0002646	YMR014W	snap_masked-NODE_39_length_110300_cov_46.0718_ID_77-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_39_length_110300_cov_46.0718_ID_77-processed-gene-0.105&CDS=1-1419
2647	OG0002647	YMR015C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.12&CDS=1-1584
2648	OG0002648	YMR020W	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.216-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.216&CDS=1-1434
2649	OG0002649	YMR022W	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.215-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.215&CDS=1-501
2650	OG0002650	YMR023C	genemark-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.57&CDS=1-1536
2651	OG0002651	YMR024W	snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.37&CDS=1-1155
2652	OG0002652	YMR026C	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-6.82&CDS=1-1212
2653	OG0002653	YMR028W	augustus_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.71&CDS=1-1089
2654	OG0002654	YMR029C	snap_masked-NODE_62_length_42966_cov_33.8976_ID_123-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_62_length_42966_cov_33.8976_ID_123-processed-gene-0.63&CDS=1-1872
2655	OG0002655	YMR032W	snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.11&CDS=1-1986
2656	OG0002656	YMR034C	snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.156&CDS=1-1368
2657	OG0002657	YMR035W	augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.133&CDS=1-423
2658	OG0002658	YMR036C	augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.112&CDS=1-2535
2659	OG0002659	YMR038C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.6&CDS=1-717
2660	OG0002660	YMR039C	maker-NODE_31_length_171028_cov_37.7995_ID_61-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_31_length_171028_cov_37.7995_ID_61-snap-gene-0.70&CDS=1-321
2661	OG0002661	YMR041C	snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.17&CDS=1-999
2662	OG0002662	YMR042W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.22-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.22&CDS=1-609
2663	OG0002663	YMR044W	maker-NODE_8_length_701254_cov_36.8143_ID_15-snap-gene-1.49-mRNA-1_1&gene=maker-NODE_8_length_701254_cov_36.8143_ID_15-snap-gene-1.49&CDS=1-1194
2664	OG0002664	YMR048W	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.92&CDS=1-1038
2665	OG0002665	YMR049C	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-0.29&CDS=1-2508
2666	OG0002666	YMR055C	augustus_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.16&CDS=1-990
2667	OG0002667	YMR059W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.112&CDS=1-345
2668	OG0002668	YMR060C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.93&CDS=1-948
2669	OG0002669	YMR061W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.111&CDS=1-1926
2670	OG0002670	YMR062C	snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.31&CDS=1-1308
2671	OG0002671	YMR063W	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.163-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.163&CDS=1-579
2672	OG0002672	YMR066W	snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.207-mRNA-1_1&gene=snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.207&CDS=1-2703
2673	OG0002673	YMR067C	augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.97&CDS=1-1455
2674	OG0002674	YMR068W	augustus_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-1.77&CDS=1-1989
2675	OG0002675	YMR069W	maker-NODE_21_length_275461_cov_37.4346_ID_41-augustus-gene-1.235-mRNA-1_1&gene=maker-NODE_21_length_275461_cov_37.4346_ID_41-augustus-gene-1.235&CDS=1-945
2676	OG0002676	YMR071C	maker-NODE_14_length_402820_cov_37.3962_ID_27-snap-gene-1.38-mRNA-1_1&gene=maker-NODE_14_length_402820_cov_37.3962_ID_27-snap-gene-1.38&CDS=1-495
2677	OG0002677	YMR073C	augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-4.47&CDS=1-573
2678	OG0002678	YMR074C	maker-NODE_9_length_617110_cov_37.3077_ID_17-snap-gene-4.41-mRNA-1_1&gene=maker-NODE_9_length_617110_cov_37.3077_ID_17-snap-gene-4.41&CDS=1-387
2679	OG0002679	YMR075W	snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.9&CDS=1-1908
2680	OG0002680	YMR076C	snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.28&CDS=1-3684
2681	OG0002681	YMR077C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-3.98&CDS=1-663
2682	OG0002682	YMR078C	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.10&CDS=1-2418
2683	OG0002683	YMR079W	augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-2.68&CDS=1-1092
2684	OG0002684	YMR080C	snap_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-1.11&CDS=1-2937
2685	OG0002685	YMR083W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-4.55&CDS=1-1044
2686	OG0002686	YMR087W	snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-1.128&CDS=1-933
2687	OG0002687	YMR088C	snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-1.111&CDS=1-1809
2688	OG0002688	YMR089C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.105-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.105&CDS=1-2466
2689	OG0002689	YMR091C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.73&CDS=1-1290
2690	OG0002690	YMR092C	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-0.105&CDS=1-1776
