	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035297_Priceomyces_castillae
1778	OG0001778	YIL067C	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.50&CDS=1-3678
1779	OG0001779	YIL068C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.119&CDS=1-4809
1780	OG0001780	YIL070C	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.100&CDS=1-786
1781	OG0001781	YIL072W	snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.30&CDS=1-1767
1782	OG0001782	YIL075C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.90&CDS=1-2850
1783	OG0001783	YIL076W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.242-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.242&CDS=1-933
1784	OG0001784	YIL078W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.244-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.244&CDS=1-2169
1785	OG0001785	YIL083C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.121-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.121&CDS=1-1059
1786	OG0001786	YIL087C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.133-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.133&CDS=1-429
1787	OG0001787	YIL090W	snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.28&CDS=1-1434
1788	OG0001788	YIL091C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.154-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.154&CDS=1-2154
1789	OG0001789	YIL093C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.83&CDS=1-825
1790	OG0001790	YIL094C	maker-NODE_20_length_193470_cov_12.0149_ID_10779-snap-gene-0.282-mRNA-1_1&gene=maker-NODE_20_length_193470_cov_12.0149_ID_10779-snap-gene-0.282&CDS=1-3285
1791	OG0001791	YIL096C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.124-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.124&CDS=1-951
1792	OG0001792	YIL097W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.142-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.142&CDS=1-1494
1793	OG0001793	YIL098C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.68&CDS=1-435
1794	OG0001794	YIL099W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.199-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.199&CDS=1-1599
1795	OG0001795	YIL101C	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.48&CDS=1-1740
1796	OG0001796	YIL103W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.100&CDS=1-1269
1797	OG0001797	YIL104C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.129-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.129&CDS=1-1551
1798	OG0001798	YIL106W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.118&CDS=1-798
1799	OG0001799	YIL107C	genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.134&CDS=1-2520
1800	OG0001800	YIL108W	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.60&CDS=1-2172
1801	OG0001801	YIL110W	genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.108&CDS=1-1083
1802	OG0001802	YIL112W	genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.114&CDS=1-3540
1803	OG0001803	YIL116W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.104&CDS=1-1200
1804	OG0001804	YIL118W	genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.15&CDS=1-1572
1805	OG0001805	YIL124W	genemark-NODE_61_length_7785_cov_9.04114_ID_7517-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_61_length_7785_cov_9.04114_ID_7517-processed-gene-0.2&CDS=1-798
1806	OG0001806	YIL125W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.32&CDS=1-2991
1807	OG0001807	YIL127C	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.35&CDS=1-588
1808	OG0001808	YIL128W	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.58&CDS=1-3324
1809	OG0001809	YIL129C	augustus_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.76&CDS=1-9423
1810	OG0001810	YIL133C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.184-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.184&CDS=1-600
1811	OG0001811	YIL134W	genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.81&CDS=1-936
1812	OG0001812	YIL137C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.257-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.257&CDS=1-2799
1813	OG0001813	YIL140W	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.75&CDS=1-2628
1814	OG0001814	YIL142W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.5-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.5&CDS=1-1587
1815	OG0001815	YIL143C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.82&CDS=1-2535
1816	OG0001816	YIL144W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.66&CDS=1-1704
1817	OG0001817	YIL145C	snap_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.113&CDS=1-924
1818	OG0001818	YIL147C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.74&CDS=1-3645
1819	OG0001819	YIL150C	augustus_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.11&CDS=1-1728
1820	OG0001820	YIL153W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.54&CDS=1-1290
1821	OG0001821	YIL155C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.107&CDS=1-1953
1822	OG0001822	YIL157C	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.82&CDS=1-564
1823	OG0001823	YIL160C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.85-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.85&CDS=1-1239
1824	OG0001824	YIL164C	genemark-NODE_51_length_21887_cov_15.2958_ID_7155-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_51_length_21887_cov_15.2958_ID_7155-processed-gene-0.2&CDS=1-1032
1825	OG0001825	YIL166C	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.149&CDS=1-1638
1826	OG0001826	YIR001C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.86&CDS=1-648
1827	OG0001827	YIR002C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.218-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.218&CDS=1-3273
1828	OG0001828	YIR004W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-4.68&CDS=1-1530
1829	OG0001829	YIR005W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.9&CDS=1-678
1830	OG0001830	YIR006C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.210-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.210&CDS=1-4359
1831	OG0001831	YIR008C	augustus_masked-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.46&CDS=1-2727
1832	OG0001832	YIR009W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.111-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.111&CDS=1-378
1833	OG0001833	YIR011C	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.147&CDS=1-993
1834	OG0001834	YIR015W	genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.53&CDS=1-408
1835	OG0001835	YIR022W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.100&CDS=1-498
1836	OG0001836	YIR023W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.89&CDS=1-2775
1837	OG0001837	YIR027C	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.106&CDS=1-1890
1838	OG0001838	YIR029W	maker-NODE_3_length_584268_cov_10.4991_ID_7482-snap-gene-4.264-mRNA-1_1&gene=maker-NODE_3_length_584268_cov_10.4991_ID_7482-snap-gene-4.264&CDS=1-2019
1839	OG0001839	YIR032C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.123&CDS=1-639
1840	OG0001840	YIR034C	genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.28&CDS=1-1110
1841	OG0001841	YIR038C	maker-NODE_9_length_371814_cov_10.5524_ID_6037-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_9_length_371814_cov_10.5524_ID_6037-snap-gene-1.8&CDS=1-1410
1842	OG0001842	YJL001W	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.38&CDS=1-651
1843	OG0001843	YJL002C	augustus_masked-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.77&CDS=1-1446
1844	OG0001844	YJL003W	augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.133&CDS=1-882
1845	OG0001845	YJL005W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.85&CDS=1-8202
1846	OG0001846	YJL006C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.36&CDS=1-1125
1847	OG0001847	YJL008C	maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-2.87-mRNA-1_1&gene=maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-2.87&CDS=1-3159
1848	OG0001848	YJL010C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.34&CDS=1-2031
1849	OG0001849	YJL011C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.145-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.145&CDS=1-498
1850	OG0001850	YJL012C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.97&CDS=1-2154
1851	OG0001851	YJL014W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.100&CDS=1-1581
1852	OG0001852	YJL024C	augustus_masked-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.66&CDS=1-534
1853	OG0001853	YJL025W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.120&CDS=1-1506
1854	OG0001854	YJL026W	genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.181&CDS=1-1251
1855	OG0001855	YJL029C	augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.134&CDS=1-2946
1856	OG0001856	YJL030W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.7&CDS=1-660
1857	OG0001857	YJL031C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.35&CDS=1-1101
1858	OG0001858	YJL033W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.63-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.63&CDS=1-2256
1859	OG0001859	YJL035C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.84&CDS=1-864
1860	OG0001860	YJL039C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.99&CDS=1-5580
1861	OG0001861	YJL041W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.68-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.68&CDS=1-2430
1862	OG0001862	YJL044C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.60&CDS=1-1473
1863	OG0001863	YJL046W	genemark-NODE_49_length_29914_cov_9.38906_ID_6719-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_49_length_29914_cov_9.38906_ID_6719-processed-gene-0.15&CDS=1-1332
1864	OG0001864	YJL049W	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.67&CDS=1-1305
1865	OG0001865	YJL050W	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.26-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.26&CDS=1-3189
1866	OG0001866	YJL053W	maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-2.90-mRNA-1_1&gene=maker-NODE_13_length_330562_cov_9.24065_ID_5779-augustus-gene-2.90&CDS=1-2052
1867	OG0001867	YJL055W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.233-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.233&CDS=1-675
1868	OG0001868	YJL057C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.146&CDS=1-2244
1869	OG0001869	YJL059W	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.130&CDS=1-1245
1870	OG0001870	YJL060W	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.131&CDS=1-1308
1871	OG0001871	YJL062W	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.124&CDS=1-2634
1872	OG0001872	YJL062W-A	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.88&CDS=1-267
1873	OG0001873	YJL063C	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.105&CDS=1-759
1874	OG0001874	YJL066C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.192-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.192&CDS=1-1032
1875	OG0001875	YJL068C	augustus_masked-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.195&CDS=1-2436
1876	OG0001876	YJL069C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.87&CDS=1-1653
1877	OG0001877	YJL072C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.126&CDS=1-609
1878	OG0001878	YJL074C	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.62&CDS=1-3615
1879	OG0001879	YJL080C	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.89&CDS=1-3645
1880	OG0001880	YJL085W	genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.118&CDS=1-1803
1881	OG0001881	YJL087C	genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_29_length_108436_cov_9.38215_ID_7047-processed-gene-0.141&CDS=1-2391
1882	OG0001882	YJL088W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.87&CDS=1-1023
1883	OG0001883	YJL090C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.155&CDS=1-2013
1884	OG0001884	YJL091C	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.115&CDS=1-1431
1885	OG0001885	YJL092W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.49&CDS=1-2691
1886	OG0001886	YJL093C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.67-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.67&CDS=1-2028
1887	OG0001887	YJL094C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.57&CDS=1-2394
1888	OG0001888	YJL095W	augustus_masked-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.52&CDS=1-4275
1889	OG0001889	YJL096W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.87&CDS=1-498
1890	OG0001890	YJL097W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.138&CDS=1-651
1891	OG0001891	YJL100W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.66&CDS=1-2037
1892	OG0001892	YJL101C	augustus_masked-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.23&CDS=1-3756
1893	OG0001893	YJL102W	genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.116&CDS=1-2553
1894	OG0001894	YJL106W	augustus_masked-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.160&CDS=1-4968
1895	OG0001895	YJL108C	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.137&CDS=1-2886
1896	OG0001896	YJL109C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.80&CDS=1-5736
1897	OG0001897	YJL111W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-0.114&CDS=1-1635
1898	OG0001898	YJL115W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.147-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.147&CDS=1-726
1899	OG0001899	YJL117W	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.151&CDS=1-1035
