	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034875_Tetrapisispora_fleetii
1362	OG0001362	YEL005C	snap_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.88&CDS=1-1056
1363	OG0001363	YEL009C	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.5&CDS=1-804
1364	OG0001364	YEL011W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.71&CDS=1-2127
1365	OG0001365	YEL012W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.244-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.244&CDS=1-690
1366	OG0001366	YEL013W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.245-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.245&CDS=1-1704
1367	OG0001367	YEL015W	snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.157-mRNA-1_1&gene=snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.157&CDS=1-1014
1368	OG0001368	YEL017W	snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.111-mRNA-1_1&gene=snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.111&CDS=1-1041
1369	OG0001369	YEL018W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.247&CDS=1-936
1370	OG0001370	YEL019C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.204-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.204&CDS=1-882
1371	OG0001371	YEL020C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.53&CDS=1-1725
1372	OG0001372	YEL020W-A	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.248-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.248&CDS=1-261
1373	OG0001373	YEL021W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.249-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.249&CDS=1-795
1374	OG0001374	YEL023C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.58&CDS=1-1956
1375	OG0001375	YEL024W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.251-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.251&CDS=1-636
1376	OG0001376	YEL025C	snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.177-mRNA-1_1&gene=snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.177&CDS=1-3195
1377	OG0001377	YEL026W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.76&CDS=1-378
1378	OG0001378	YEL029C	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.189&CDS=1-978
1379	OG0001379	YEL031W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.222&CDS=1-3663
1380	OG0001380	YEL032W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.221&CDS=1-2814
1381	OG0001381	YEL036C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.264-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.264&CDS=1-1671
1382	OG0001382	YEL037C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.263-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.263&CDS=1-1194
1383	OG0001383	YEL038W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.3&CDS=1-705
1384	OG0001384	YEL040W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.2&CDS=1-1308
1385	OG0001385	YEL043W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.45&CDS=1-2655
1386	OG0001386	YEL044W	snap_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.9&CDS=1-420
1387	OG0001387	YEL046C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.67&CDS=1-1164
1388	OG0001388	YEL047C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.66&CDS=1-1410
1389	OG0001389	YEL048C	genemark-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-0.96&CDS=1-450
1390	OG0001390	YEL050C	genemark-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.32&CDS=1-1059
1391	OG0001391	YEL051W	augustus_masked-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.106&CDS=1-807
1392	OG0001392	YEL052W	augustus_masked-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.105&CDS=1-1563
1393	OG0001393	YEL053C	augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-1.43&CDS=1-2250
1394	OG0001394	YEL055C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-0.37&CDS=1-3075
1395	OG0001395	YEL056W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.40&CDS=1-1170
1396	OG0001396	YEL058W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.38&CDS=1-1635
1397	OG0001397	YEL060C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.79&CDS=1-1614
1398	OG0001398	YEL061C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.78&CDS=1-2835
1399	OG0001399	YEL065W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.82&CDS=1-1827
1400	OG0001400	YEL072W	augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.120&CDS=1-669
1401	OG0001401	YER002W	augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.40&CDS=1-687
1402	OG0001402	YER003C	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.2&CDS=1-1287
1403	OG0001403	YER004W	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.37&CDS=1-684
1404	OG0001404	YER005W	augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_20_length_184410_cov_49.037_ID_39-processed-gene-0.36&CDS=1-1932
1405	OG0001405	YER006W	genemark-NODE_142_length_1406_cov_94.5081_ID_283-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_142_length_1406_cov_94.5081_ID_283-processed-gene-0.1&CDS=1-1389
1406	OG0001406	YER007C-A	genemark-NODE_43_length_9938_cov_46.2704_ID_85-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_43_length_9938_cov_46.2704_ID_85-processed-gene-0.15&CDS=1-555
1407	OG0001407	YER007W	augustus_masked-NODE_43_length_9938_cov_46.2704_ID_85-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_43_length_9938_cov_46.2704_ID_85-processed-gene-0.11&CDS=1-1500
1408	OG0001408	YER008C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.87&CDS=1-4392
1409	OG0001409	YER009W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.103&CDS=1-369
1410	OG0001410	YER012W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.30&CDS=1-585
1411	OG0001411	YER014W	augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.9&CDS=1-1611
1412	OG0001412	YER015W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.27&CDS=1-2262
1413	OG0001413	YER016W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.26&CDS=1-1014
1414	OG0001414	YER019W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.24&CDS=1-1362
1415	OG0001415	YER020W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.105&CDS=1-1341
1416	OG0001416	YER021W	augustus_masked-NODE_32_length_58048_cov_52.7581_ID_63-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_32_length_58048_cov_52.7581_ID_63-processed-gene-0.0&CDS=1-1497
1417	OG0001417	YER022W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.107&CDS=1-2118
1418	OG0001418	YER023W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.108&CDS=1-855
1419	OG0001419	YER024W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.111&CDS=1-2808
1420	OG0001420	YER025W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-9.112&CDS=1-1566
1421	OG0001421	YER026C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.142&CDS=1-831
1422	OG0001422	YER027C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.145&CDS=1-1275
1423	OG0001423	YER029C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.88&CDS=1-534
1424	OG0001424	YER030W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.85&CDS=1-453
1425	OG0001425	YER032W	snap_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.41&CDS=1-3081
1426	OG0001426	YER033C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.110&CDS=1-2424
1427	OG0001427	YER034W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.124&CDS=1-573
1428	OG0001428	YER036C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.149&CDS=1-1830
1429	OG0001429	YER038C	snap_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.15&CDS=1-1392
1430	OG0001430	YER040W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.127&CDS=1-2451
1431	OG0001431	YER041W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.128&CDS=1-2205
1432	OG0001432	YER042W	augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.136&CDS=1-549
1433	OG0001433	YER043C	augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-2.100&CDS=1-1347
1434	OG0001434	YER044C	genemark-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.21&CDS=1-444
1435	OG0001435	YER046W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.76&CDS=1-435
1436	OG0001436	YER048C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.56&CDS=1-1164
1437	OG0001437	YER049W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.73&CDS=1-2184
1438	OG0001438	YER050C	snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.70&CDS=1-447
1439	OG0001439	YER051W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.72&CDS=1-1242
1440	OG0001440	YER052C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.54&CDS=1-1569
1441	OG0001441	YER053C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.53&CDS=1-927
1442	OG0001442	YER055C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.50&CDS=1-897
1443	OG0001443	YER058W	genemark-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.36&CDS=1-312
1444	OG0001444	YER061C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.111&CDS=1-1338
1445	OG0001445	YER063W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.96&CDS=1-714
1446	OG0001446	YER065C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.114&CDS=1-1692
1447	OG0001447	YER068W	augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.72&CDS=1-1875
1448	OG0001448	YER069W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.99&CDS=1-2619
1449	OG0001449	YER071C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.54&CDS=1-366
1450	OG0001450	YER072W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.51&CDS=1-381
1451	OG0001451	YER074W-A	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.68&CDS=1-252
1452	OG0001452	YER077C	snap_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.99&CDS=1-1953
1453	OG0001453	YER078C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.82&CDS=1-1503
1454	OG0001454	YER080W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.56&CDS=1-1881
1455	OG0001455	YER082C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.72&CDS=1-1653
1456	OG0001456	YER083C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.84&CDS=1-873
1457	OG0001457	YER086W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.15&CDS=1-1704
1458	OG0001458	YER087C-B	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.33&CDS=1-243
1459	OG0001459	YER087W	genemark-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.68&CDS=1-1746
1460	OG0001460	YER088C	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.21&CDS=1-1929
1461	OG0001461	YER090W	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.226&CDS=1-1536
1462	OG0001462	YER091C	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.183&CDS=1-2304
1463	OG0001463	YER092W	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.225&CDS=1-588
1464	OG0001464	YER093C	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.182&CDS=1-4257
1465	OG0001465	YER093C-A	maker-NODE_21_length_182794_cov_46.0854_ID_41-augustus-gene-0.155-mRNA-1_1&gene=maker-NODE_21_length_182794_cov_46.0854_ID_41-augustus-gene-0.155&CDS=1-423
1466	OG0001466	YER094C	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.180&CDS=1-615
1467	OG0001467	YER095W	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.224&CDS=1-1131
1468	OG0001468	YER099C	snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.32&CDS=1-975
1469	OG0001469	YER100W	augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.68&CDS=1-768
1470	OG0001470	YER106W	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.215&CDS=1-1173
1471	OG0001471	YER109C	snap_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.92&CDS=1-2442
1472	OG0001472	YER110C	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.174&CDS=1-3348
1473	OG0001473	YER112W	augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.66&CDS=1-624
1474	OG0001474	YER113C	augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.53&CDS=1-2025
1475	OG0001475	YER116C	augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.51&CDS=1-621
1476	OG0001476	YER119C	maker-NODE_8_length_485001_cov_46.7777_ID_15-augustus-gene-1.75-mRNA-1_1&gene=maker-NODE_8_length_485001_cov_46.7777_ID_15-augustus-gene-1.75&CDS=1-1440
1477	OG0001477	YER120W	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.211&CDS=1-708
1478	OG0001478	YER122C	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.170&CDS=1-1467
1479	OG0001479	YER123W	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.106&CDS=1-1518
1480	OG0001480	YER124C	snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-2.91&CDS=1-1758
