	OrthologID	Millerozyma_acaciae	Saccharomyces_cerevisiae
1088	OG0001088	-processed-gene-8.4-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.4&CDS=1-351	YLL018C-A
1089	OG0001089	-processed-gene-8.1-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.1&CDS=1-2175	YPR021C
1090	OG0001090	-augustus-gene-8.98-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-8.98&CDS=1-2361	YGL172W
1091	OG0001091	-processed-gene-8.6-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.6&CDS=1-2022	YGL178W
1092	OG0001092	-processed-gene-8.26-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.26&CDS=1-1035	YER127W
1093	OG0001093	-processed-gene-8.7-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.7&CDS=1-783	YER126C
1094	OG0001094	-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.77&CDS=1-1824	YGL044C
1095	OG0001095	-processed-gene-8.8-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.8&CDS=1-861	YGL043W
1096	OG0001096	-processed-gene-8.30-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.30&CDS=1-1485	YGR155W
1097	OG0001097	-processed-gene-8.31-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.31&CDS=1-2163	YFR029W
1098	OG0001098	-augustus-gene-8.100-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-8.100&CDS=1-4947	YGL091C
1099	OG0001099	-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.63&CDS=1-1404	YJL049W
1100	OG0001100	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.33&CDS=1-1680	YEL013W
1101	OG0001101	-processed-gene-8.14-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.14&CDS=1-1215	YFR024C-A
1102	OG0001102	-augustus-gene-8.103-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-8.103&CDS=1-1938	YOR202W
1103	OG0001103	-processed-gene-8.37-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.37&CDS=1-1080	YPL118W
1104	OG0001104	-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.85&CDS=1-1368	YAL010C
1105	OG0001105	-augustus-gene-8.102-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-8.102&CDS=1-6945	YNL242W
1106	OG0001106	-processed-gene-8.21-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.21&CDS=1-2631	YJL154C
1107	OG0001107	-processed-gene-8.41-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.41&CDS=1-720	YAR008W
1108	OG0001108	-processed-gene-8.140-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.140&CDS=1-213	YBL071W-A
1109	OG0001109	-processed-gene-8.24-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.24&CDS=1-921	YOL048C
1110	OG0001110	-processed-gene-8.44-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.44&CDS=1-1476	YOL049W
1111	OG0001111	-processed-gene-8.25-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.25&CDS=1-339	YDR382W
1112	OG0001112	-processed-gene-8.45-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.45&CDS=1-1266	YOL031C
1113	OG0001113	-processed-gene-8.46-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.46&CDS=1-1194	YAL012W
1114	OG0001114	-processed-gene-8.47-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.47&CDS=1-636	YOL032W
1115	OG0001115	-processed-gene-8.48-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-8.48&CDS=1-1110	YAL020C
1116	OG0001116	-augustus-gene-9.150-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-9.150&CDS=1-4035	YAL019W
1117	OG0001117	-processed-gene-9.3-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.3&CDS=1-1182	YPL146C
1118	OG0001118	-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.87&CDS=1-4059	YOR217W
1119	OG0001119	-processed-gene-9.44-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.44&CDS=1-1503	YJL091C
1120	OG0001120	-processed-gene-9.9-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.9&CDS=1-1314	YAL009W
1121	OG0001121	-processed-gene-9.10-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.10&CDS=1-651	YPR107C
1122	OG0001122	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.45&CDS=1-2577	YPR105C
1123	OG0001123	-processed-gene-9.47-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.47&CDS=1-1449	YOL041C
1124	OG0001124	-processed-gene-9.11-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.11&CDS=1-1689	YAL013W
1125	OG0001125	-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.92&CDS=1-1590	YLR330W
1126	OG0001126	-processed-gene-9.48-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.48&CDS=1-375	YGR020C
1127	OG0001127	-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.93&CDS=1-834	YGR021W
1128	OG0001128	-augustus-gene-9.156-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-9.156&CDS=1-1167	YPR011C
1129	OG0001129	-processed-gene-9.14-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.14&CDS=1-2433	YPL128C
1130	OG0001130	-processed-gene-9.15-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.15&CDS=1-1275	YOR212W
1131	OG0001131	-processed-gene-9.51-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.51&CDS=1-2493	YPL129W
1132	OG0001132	-processed-gene-9.52-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.52&CDS=1-639	YOR236W
1133	OG0001133	-processed-gene-9.53-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.53&CDS=1-1734	YGR017W
1134	OG0001134	-processed-gene-9.55-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.55&CDS=1-2811	YGL201C
1135	OG0001135	-processed-gene-9.57-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.57&CDS=1-1050	YER095W
1136	OG0001136	-processed-gene-9.58-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.58&CDS=1-759	YOR004W
1137	OG0001137	-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.102&CDS=1-762	YOR232W
1138	OG0001138	-processed-gene-9.23-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.23&CDS=1-1110	YIL094C
1139	OG0001139	-processed-gene-9.59-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.59&CDS=1-1365	YNL022C
1140	OG0001140	-processed-gene-9.60-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.60&CDS=1-2403	YNL021W
1141	OG0001141	-processed-gene-9.61-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.61&CDS=1-1236	YNL035C
1142	OG0001142	-augustus-gene-9.152-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-9.152&CDS=1-2670	YNL039W
1143	OG0001143	-processed-gene-9.28-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.28&CDS=1-4422	YDL240W
1144	OG0001144	-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.108&CDS=1-867	YGL221C
1145	OG0001145	-processed-gene-9.64-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.64&CDS=1-870	YEL019C
1146	OG0001146	-processed-gene-9.65-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.65&CDS=1-1365	YOR375C
1147	OG0001147	-processed-gene-9.66-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.66&CDS=1-1557	YJL054W
1148	OG0001148	-processed-gene-9.67-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.67&CDS=1-1266	YNR029C
1149	OG0001149	-processed-gene-9.30-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.30&CDS=1-1791	YNR030W
1150	OG0001150	-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.144&CDS=1-4254	YLL003W
1151	OG0001151	-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.145&CDS=1-489	YJL096W
1152	OG0001152	-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.146&CDS=1-1038	YNL191W
1153	OG0001153	-processed-gene-9.72-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.72&CDS=1-5970	YJL005W
1154	OG0001154	-processed-gene-9.35-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.35&CDS=1-1995	YLL007C
1155	OG0001155	-processed-gene-9.36-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.36&CDS=1-2313	YLL008W
1156	OG0001156	-processed-gene-9.37-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.37&CDS=1-573	YJL004C
1157	OG0001157	-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-9.118&CDS=1-1764	YIL072W
1158	OG0001158	-augustus-gene-0.1-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-0.1&CDS=1-1497	YKL071W
1159	OG0001159	-processed-gene-0.31-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.31&CDS=1-3393	YGR274C
1160	OG0001160	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.14&CDS=1-1872	YGR276C
1161	OG0001161	-processed-gene-0.33-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.33&CDS=1-1695	YNL164C
1162	OG0001162	-processed-gene-0.34-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.34&CDS=1-3117	YNL163C
1163	OG0001163	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.15&CDS=1-1572	YDL160C
1164	OG0001164	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.16&CDS=1-1599	YMR300C
1165	OG0001165	-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.17&CDS=1-1068	YGL225W
1166	OG0001166	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.18&CDS=1-2967	YGL238W
1167	OG0001167	-processed-gene-0.35-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-0.35&CDS=1-756	YGL237C
1168	OG0001168	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.86&CDS=1-2280	YJL101C
1169	OG0001169	-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.3&CDS=1-1176	YGL240W
1170	OG0001170	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.90&CDS=1-900	YFR047C
1171	OG0001171	-processed-gene-1.89-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.89&CDS=1-864	YFR027W
1172	OG0001172	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.110&CDS=1-2058	YGL236C
1173	OG0001173	-processed-gene-1.93-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.93&CDS=1-951	YLR003C
1174	OG0001174	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.94&CDS=1-3516	YHR079C
1175	OG0001175	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.112&CDS=1-618	YHR081W
1176	OG0001176	-processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.95&CDS=1-846	YDR412W
1177	OG0001177	-processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.96&CDS=1-1302	YDR414C
1178	OG0001178	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.97&CDS=1-1092	YMR024W
1179	OG0001179	-processed-gene-1.98-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.98&CDS=1-2385	YGL234W
1180	OG0001180	-processed-gene-1.113-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.113&CDS=1-387	YHR079C-A
1181	OG0001181	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.99&CDS=1-1272	YDR329C
1182	OG0001182	-processed-gene-1.100-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.100&CDS=1-492	YDR328C
1183	OG0001183	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.115&CDS=1-1482	YDR330W
1184	OG0001184	-processed-gene-1.103-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.103&CDS=1-1686	YHR084W
1185	OG0001185	-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.31&CDS=1-9498	YDR331W
1186	OG0001186	-processed-gene-1.121-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.121&CDS=1-939	YDL051W
1187	OG0001187	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.104&CDS=1-756	YBL036C
1188	OG0001188	-processed-gene-1.122-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.122&CDS=1-2745	YBR086C
1189	OG0001189	-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.20&CDS=1-1956	YKL018W
1190	OG0001190	-processed-gene-1.126-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.126&CDS=1-3084	YBL037W
1191	OG0001191	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.107&CDS=1-525	YKL016C
1192	OG0001192	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.108&CDS=1-3894	YOL075C
1193	OG0001193	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-1.109&CDS=1-468	YPL059W
1194	OG0001194	-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.61&CDS=1-5487	YKL014C
1195	OG0001195	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.62&CDS=1-2226	YKL017C
1196	OG0001196	-processed-gene-2.109-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.109&CDS=1-2970	YKL015W
1197	OG0001197	-processed-gene-2.111-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.111&CDS=1-990	YPR004C
1198	OG0001198	-processed-gene-2.9-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.9&CDS=1-1011	YHR083W
1199	OG0001199	-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.86&CDS=1-1545	YFR005C
1200	OG0001200	-augustus-gene-2.55-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-2.55&CDS=1-2739	YER136W
1201	OG0001201	-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.71&CDS=1-1860	YDL124W
1202	OG0001202	-processed-gene-2.31-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.31&CDS=1-1323	YER143W
1203	OG0001203	-processed-gene-2.32-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.32&CDS=1-279	YER146W
1204	OG0001204	-processed-gene-2.139-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.139&CDS=1-1983	YLR006C
1205	OG0001205	-processed-gene-2.140-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.140&CDS=1-1014	YDR068W
1206	OG0001206	-processed-gene-2.120-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.120&CDS=1-1641	YDR061W
1207	OG0001207	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.121&CDS=1-1668	YDR062W
1208	OG0001208	-processed-gene-2.122-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.122&CDS=1-615	YDR067C
1209	OG0001209	-processed-gene-2.142-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.142&CDS=1-1515	YBR056W
1210	OG0001210	-processed-gene-2.123-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.123&CDS=1-3582	YDR291W
1211	OG0001211	-processed-gene-2.144-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.144&CDS=1-1026	YJR008W
1212	OG0001212	-processed-gene-2.146-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.146&CDS=1-1110	YPR054W
1213	OG0001213	-processed-gene-2.124-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.124&CDS=1-900	YJR007W
1214	OG0001214	-processed-gene-2.125-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.125&CDS=1-2565	YOR165W
1215	OG0001215	-processed-gene-2.151-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.151&CDS=1-3150	YNL014W
1216	OG0001216	-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.102&CDS=1-3747	YCR047C
1217	OG0001217	-processed-gene-2.134-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.134&CDS=1-654	YCR051W
1218	OG0001218	-snap-gene-2.163-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-snap-gene-2.163&CDS=1-1092	YNR021W
1219	OG0001219	-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-2.104&CDS=1-729	YNR022C
1220	OG0001220	-processed-gene-3.54-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.54&CDS=1-1278	YHR040W
1221	OG0001221	-augustus-gene-3.159-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-3.159&CDS=1-1782	YBR046C
1222	OG0001222	-processed-gene-3.57-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.57&CDS=1-1425	YNR023W
1223	OG0001223	-processed-gene-3.58-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.58&CDS=1-3753	YIL147C
1224	OG0001224	-processed-gene-3.63-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.63&CDS=1-501	YKL056C
1225	OG0001225	-processed-gene-3.81-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.81&CDS=1-1314	YOL125W
1226	OG0001226	-processed-gene-3.64-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.64&CDS=1-1485	YMR014W
1227	OG0001227	-processed-gene-3.82-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.82&CDS=1-1518	YDR221W
1228	OG0001228	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.83&CDS=1-759	YKL055C
1229	OG0001229	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.84&CDS=1-501	YIR022W
1230	OG0001230	-processed-gene-3.66-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.66&CDS=1-1734	YKL088W
1231	OG0001231	-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.32&CDS=1-1002	YKL011C
1232	OG0001232	-processed-gene-3.86-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.86&CDS=1-1590	YDR120C
1233	OG0001233	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.13&CDS=1-243	YLR099W-A
1234	OG0001234	-processed-gene-3.68-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.68&CDS=1-504	YDR126W
1235	OG0001235	-processed-gene-3.69-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.69&CDS=1-2706	YIR023W
1236	OG0001236	-processed-gene-3.90-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.90&CDS=1-513	YKL013C
1237	OG0001237	-processed-gene-3.91-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.91&CDS=1-1986	YKL012W
1238	OG0001238	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.92&CDS=1-1788	YPL169C
1239	OG0001239	-processed-gene-3.93-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.93&CDS=1-435	YPL170W
1240	OG0001240	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.72&CDS=1-522	YOR253W
1241	OG0001241	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.94&CDS=1-2004	YOR254C
1242	OG0001242	-augustus-gene-3.162-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-3.162&CDS=1-2373	YMR120C
1243	OG0001243	-processed-gene-3.97-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.97&CDS=1-687	YER004W
1244	OG0001244	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.22&CDS=1-768	YPR124W
1245	OG0001245	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.98&CDS=1-3345	YPR055W
1246	OG0001246	-processed-gene-3.76-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.76&CDS=1-1605	YBR098W
1247	OG0001247	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.99&CDS=1-852	YBR101C
1248	OG0001248	-processed-gene-3.77-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.77&CDS=1-1248	YCR012W
1249	OG0001249	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.100&CDS=1-1965	YBR041W
1250	OG0001250	-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.78&CDS=1-1416	YER141W
1251	OG0001251	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.102&CDS=1-2142	YER140W
1252	OG0001252	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-3.104&CDS=1-1725	YFR028C
