	OrthologID	Ambrosiozyma_kashinagacola	Saccharomyces_cerevisiae
1638	OG0001638	-processed-gene-7.59-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.59&CDS=1-894	YDR289C
1639	OG0001639	-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.96&CDS=1-681	YGR167W
1640	OG0001640	-snap-gene-7.165-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-snap-gene-7.165&CDS=1-2826	YOL051W
1641	OG0001641	-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.98&CDS=1-2688	YBR114W
1642	OG0001642	-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.99&CDS=1-2529	YCL030C
1643	OG0001643	-processed-gene-7.16-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.16&CDS=1-930	YLR414C
1644	OG0001644	-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.101&CDS=1-501	YPR098C
1645	OG0001645	-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.102&CDS=1-423	YPR100W
1646	OG0001646	-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.142&CDS=1-1386	YCL029C
1647	OG0001647	-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.144&CDS=1-1473	YDL006W
1648	OG0001648	-processed-gene-7.243-mRNA-1_1&gene=genemark-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.243&CDS=1-1317	YDL007W
1649	OG0001649	-processed-gene-7.65-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.65&CDS=1-2136	YOR035C
1650	OG0001650	-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.104&CDS=1-1371	YMR034C
1651	OG0001651	-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.105&CDS=1-1344	YOL124C
1652	OG0001652	-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.106&CDS=1-573	YGR078C
1653	OG0001653	-processed-gene-7.149-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.149&CDS=1-870	YOL073C
1654	OG0001654	-processed-gene-7.150-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.150&CDS=1-2889	YGL201C
1655	OG0001655	-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.112&CDS=1-636	YKL144C
1656	OG0001656	-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.153&CDS=1-1356	YKL145W
1657	OG0001657	-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.154&CDS=1-1998	YDR496C
1658	OG0001658	-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.114&CDS=1-2061	YKL149C
1659	OG0001659	-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.156&CDS=1-1062	YJL031C
1660	OG0001660	-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.116&CDS=1-1692	YJL030W
1661	OG0001661	-processed-gene-7.158-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.158&CDS=1-978	YOR079C
1662	OG0001662	-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.120&CDS=1-867	YLR137W
1663	OG0001663	-processed-gene-7.159-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.159&CDS=1-390	YDR115W
1664	OG0001664	-snap-gene-7.166-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-snap-gene-7.166&CDS=1-7137	YFR019W
1665	OG0001665	-processed-gene-7.81-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.81&CDS=1-1797	YOL019W
1666	OG0001666	-processed-gene-7.42-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.42&CDS=1-960	YGL224C
1667	OG0001667	-processed-gene-7.162-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.162&CDS=1-1647	YNL308C
1668	OG0001668	-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.125&CDS=1-2133	YHL016C
1669	OG0001669	-processed-gene-7.163-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.163&CDS=1-1395	YJL213W
1670	OG0001670	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.98&CDS=1-324	YER074W-A
1671	OG0001671	-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.121&CDS=1-2742	YER075C
1672	OG0001672	-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.99&CDS=1-399	YNL328C
1673	OG0001673	-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.123&CDS=1-1143	YPL236C
1674	OG0001674	-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.100&CDS=1-1395	YPL235W
1675	OG0001675	-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.124&CDS=1-519	YPL234C
1676	OG0001676	-snap-gene-0.49-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-0.49&CDS=1-1458	YPL246C
1677	OG0001677	-snap-gene-0.53-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-0.53&CDS=1-3543	YLR347C
1678	OG0001678	-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.130&CDS=1-1629	YMR137C
1679	OG0001679	-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.104&CDS=1-570	YMR138W
1680	OG0001680	-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.134&CDS=1-855	YCR015C
1681	OG0001681	-processed-gene-0.42-mRNA-1_1&gene=genemark-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.42&CDS=1-1248	YCR012W
1682	OG0001682	-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.111&CDS=1-2577	YMR165C
1683	OG0001683	-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.112&CDS=1-843	YGR267C
1684	OG0001684	-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.138&CDS=1-1725	YMR290C
1685	OG0001685	-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.114&CDS=1-1290	YDL033C
1686	OG0001686	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.115&CDS=1-429	YLL050C
1687	OG0001687	-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.101&CDS=1-1161	YLR113W
1688	OG0001688	-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.100&CDS=1-1359	YLR231C
1689	OG0001689	-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.123&CDS=1-2187	YIL078W
1690	OG0001690	-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.125&CDS=1-1722	YGL172W
1691	OG0001691	-processed-gene-1.7-mRNA-1_1&gene=snap_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.7&CDS=1-4470	YGL173C
1692	OG0001692	-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.126&CDS=1-729	YGL174W
1693	OG0001693	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.104&CDS=1-447	YIL062C
1694	OG0001694	-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.105&CDS=1-2112	YLR114C
1695	OG0001695	-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.106&CDS=1-1452	YIL101C
1696	OG0001696	-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.107&CDS=1-1533	YBR287W
1697	OG0001697	-augustus-gene-1.48-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-augustus-gene-1.48&CDS=1-1641	YCR027C
1698	OG0001698	-snap-gene-1.144-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-1.144&CDS=1-1113	YHL028W
1699	OG0001699	-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.110&CDS=1-2109	YHL027W
1700	OG0001700	-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.128&CDS=1-2841	YFR002W
1701	OG0001701	-processed-gene-1.34-mRNA-1_1&gene=snap_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.34&CDS=1-1773	YOR205C
1702	OG0001702	-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.131&CDS=1-642	YKL119C
1703	OG0001703	-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.113&CDS=1-2559	YPL008W
1704	OG0001704	-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.114&CDS=1-1020	YDL100C
1705	OG0001705	-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.115&CDS=1-1458	YPL120W
1706	OG0001706	-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.134&CDS=1-2070	YOR206W
1707	OG0001707	-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.117&CDS=1-1077	YPL121C
1708	OG0001708	-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.135&CDS=1-3480	YOR207C
1709	OG0001709	-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.118&CDS=1-1794	YPL122C
1710	OG0001710	-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.136&CDS=1-2061	YOR254C
1711	OG0001711	-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.120&CDS=1-384	YEL044W
1712	OG0001712	-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.140&CDS=1-2379	YKL034W
1713	OG0001713	-processed-gene-1.76-mRNA-1_1&gene=genemark-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.76&CDS=1-660	YHR140W
1714	OG0001714	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.77&CDS=1-1515	YHR132C
1715	OG0001715	-processed-gene-2.4-mRNA-1_1&gene=snap_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.4&CDS=1-180	YFR032C-A
1716	OG0001716	-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.119&CDS=1-1308	YBL086C
1717	OG0001717	-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.152&CDS=1-2391	YDR176W
1718	OG0001718	-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.153&CDS=1-1023	YDR175C
1719	OG0001719	-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.154&CDS=1-651	YDR174W
1720	OG0001720	-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.127&CDS=1-4602	YJR092W
1721	OG0001721	-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.155&CDS=1-1146	YJR093C
1722	OG0001722	-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.156&CDS=1-1002	YKL085W
1723	OG0001723	-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.131&CDS=1-1971	YGL145W
1724	OG0001724	-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.132&CDS=1-2397	YDR440W
1725	OG0001725	-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.133&CDS=1-570	YML022W
1726	OG0001726	-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.157&CDS=1-2322	YOR001W
1727	OG0001727	-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.134&CDS=1-1185	YDR427W
1728	OG0001728	-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.135&CDS=1-2310	YMR100W
1729	OG0001729	-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.158&CDS=1-969	YKL120W
1730	OG0001730	-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.159&CDS=1-1920	YML020W
1731	OG0001731	-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.136&CDS=1-1047	YML021C
1732	OG0001732	-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.138&CDS=1-684	YLR025W
1733	OG0001733	-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.141&CDS=1-1233	YDR336W
1734	OG0001734	-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.162&CDS=1-360	YKL086W
1735	OG0001735	-augustus-gene-2.109-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-augustus-gene-2.109&CDS=1-2463	YLR045C
1736	OG0001736	-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.143&CDS=1-768	YGR207C
1737	OG0001737	-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.144&CDS=1-864	YGR205W
1738	OG0001738	-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.145&CDS=1-294	YJR022W
1739	OG0001739	-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.164&CDS=1-753	YJR024C
1740	OG0001740	-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.166&CDS=1-2070	YBL024W
1741	OG0001741	-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.167&CDS=1-660	YBL025W
1742	OG0001742	-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.146&CDS=1-519	YER137C
1743	OG0001743	-snap-gene-2.116-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-2.116&CDS=1-1722	YER141W
1744	OG0001744	-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.147&CDS=1-5055	YMR162C
1745	OG0001745	-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.148&CDS=1-612	YMR121C
1746	OG0001746	-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.149&CDS=1-1773	YMR120C
1747	OG0001747	-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.46&CDS=1-3015	YMR125W
1748	OG0001748	-snap-gene-3.131-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-3.131&CDS=1-783	YMR123W
1749	OG0001749	-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.48&CDS=1-1782	YGL119W
1750	OG0001750	-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.49&CDS=1-3216	YDL231C
1751	OG0001751	-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.50&CDS=1-2124	YPR021C
1752	OG0001752	-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.69&CDS=1-1899	YLR299W
1753	OG0001753	-augustus-gene-3.43-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-augustus-gene-3.43&CDS=1-588	YDL120W
1754	OG0001754	-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.52&CDS=1-1824	YER036C
1755	OG0001755	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.72&CDS=1-1131	YML060W
1756	OG0001756	-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.73&CDS=1-1062	YHR063C
1757	OG0001757	-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.53&CDS=1-507	YMR263W
1758	OG0001758	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.74&CDS=1-483	YMR264W
1759	OG0001759	-processed-gene-3.30-mRNA-1_1&gene=genemark-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.30&CDS=1-2052	YML102W
1760	OG0001760	-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.77&CDS=1-2328	YLR304C
1761	OG0001761	-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.78&CDS=1-975	YNL263C
1762	OG0001762	-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.57&CDS=1-6690	YNL262W
1763	OG0001763	-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.79&CDS=1-780	YOR145C
1764	OG0001764	-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.81&CDS=1-1827	YMR213W
1765	OG0001765	-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.61&CDS=1-2601	YMR212C
1766	OG0001766	-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.62&CDS=1-540	YOR252W
1767	OG0001767	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.63&CDS=1-222	YNL259C
1768	OG0001768	-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-3.64&CDS=1-987	YPR011C
1769	OG0001769	-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.122&CDS=1-933	YNL072W
1770	OG0001770	-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.123&CDS=1-912	YAL025C
1771	OG0001771	-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.148&CDS=1-2526	YJL154C
1772	OG0001772	-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.150&CDS=1-543	YER042W
1773	OG0001773	-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.124&CDS=1-615	YOR289W
1774	OG0001774	-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.151&CDS=1-954	YDL065C
1775	OG0001775	-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.125&CDS=1-483	YDL064W
1776	OG0001776	-snap-gene-4.173-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-4.173&CDS=1-2127	YDL063C
1777	OG0001777	-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.154&CDS=1-2265	YLR397C
1778	OG0001778	-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.155&CDS=1-1362	YKR063C
1779	OG0001779	-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.127&CDS=1-2295	YDL060W
1780	OG0001780	-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.128&CDS=1-1347	YLR387C
1781	OG0001781	-snap-gene-4.174-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-4.174&CDS=1-3162	YLR386W
1782	OG0001782	-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.158&CDS=1-813	YHR200W
1783	OG0001783	-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.159&CDS=1-4137	YJR137C
1784	OG0001784	-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.160&CDS=1-1560	YMR015C
1785	OG0001785	-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.162&CDS=1-354	YNL111C
1786	OG0001786	-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.131&CDS=1-849	YNL110C
1787	OG0001787	-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.132&CDS=1-660	YOR111W
1788	OG0001788	-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.133&CDS=1-1440	YNL071W
1789	OG0001789	-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.135&CDS=1-1521	YDR171W
1790	OG0001790	-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.163&CDS=1-882	YIL076W
1791	OG0001791	-snap-gene-4.171-mRNA-1_1&gene=maker-gi|1002316252|dbj|BCGA01000005.1|-snap-gene-4.171&CDS=1-1950	YGL215W
1792	OG0001792	-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.165&CDS=1-720	YMR038C
1793	OG0001793	-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.140&CDS=1-585	YMR035W
1794	OG0001794	-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.166&CDS=1-2712	YMR036C
1795	OG0001795	-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.167&CDS=1-1329	YOR051C
1796	OG0001796	-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.141&CDS=1-1629	YKR069W
1797	OG0001797	-processed-gene-4.26-mRNA-1_1&gene=genemark-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.26&CDS=1-168	YDR276C
1798	OG0001798	-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.143&CDS=1-852	YDR116C
1799	OG0001799	-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-5.1&CDS=1-1257	YHL004W
