	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035659_Saturnispora_dispora
1447	OG0001447	YGR171C	maker-NODE_23_length_174894_cov_13.9307_ID_45-augustus-gene-0.168-mRNA-1_1&gene=maker-NODE_23_length_174894_cov_13.9307_ID_45-augustus-gene-0.168&CDS=1-1857
1448	OG0001448	YGR172C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.7&CDS=1-774
1449	OG0001449	YGR173W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.57&CDS=1-1113
1450	OG0001450	YGR174C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.86&CDS=1-369
1451	OG0001451	YGR175C	augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.109&CDS=1-1485
1452	OG0001452	YGR178C	augustus_masked-NODE_72_length_15529_cov_13.7644_ID_143-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_72_length_15529_cov_13.7644_ID_143-processed-gene-0.13&CDS=1-2034
1453	OG0001453	YGR181W	snap_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.186-mRNA-1_1&gene=snap_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.186&CDS=1-288
1454	OG0001454	YGR183C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.4&CDS=1-201
1455	OG0001455	YGR184C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.3&CDS=1-6150
1456	OG0001456	YGR185C	maker-NODE_28_length_155222_cov_15.9409_ID_55-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_28_length_155222_cov_15.9409_ID_55-augustus-gene-0.4&CDS=1-3594
1457	OG0001457	YGR187C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.24&CDS=1-2943
1458	OG0001458	YGR193C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.45&CDS=1-1047
1459	OG0001459	YGR194C	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.99&CDS=1-1758
1460	OG0001460	YGR195W	augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.211&CDS=1-744
1461	OG0001461	YGR200C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.119&CDS=1-3042
1462	OG0001462	YGR202C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.109&CDS=1-1134
1463	OG0001463	YGR203W	genemark-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.15&CDS=1-411
1464	OG0001464	YGR205W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.76&CDS=1-849
1465	OG0001465	YGR207C	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.77&CDS=1-4164
1466	OG0001466	YGR210C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.39&CDS=1-1245
1467	OG0001467	YGR211W	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.57&CDS=1-1533
1468	OG0001468	YGR215W	augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.96&CDS=1-345
1469	OG0001469	YGR216C	augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.130&CDS=1-1953
1470	OG0001470	YGR217W	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.77&CDS=1-6303
1471	OG0001471	YGR218W	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.66&CDS=1-3225
1472	OG0001472	YGR220C	snap_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.37&CDS=1-1431
1473	OG0001473	YGR223C	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-0.43&CDS=1-1230
1474	OG0001474	YGR225W	augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.98&CDS=1-1581
1475	OG0001475	YGR227W	snap_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.172&CDS=1-1404
1476	OG0001476	YGR231C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.76&CDS=1-912
1477	OG0001477	YGR233C	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.190&CDS=1-3330
1478	OG0001478	YGR234W	snap_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.203-mRNA-1_1&gene=snap_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.203&CDS=1-1212
1479	OG0001479	YGR244C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.28&CDS=1-1230
1480	OG0001480	YGR245C	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.4&CDS=1-2310
1481	OG0001481	YGR246C	snap_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.90&CDS=1-1659
1482	OG0001482	YGR252W	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.152&CDS=1-1233
1483	OG0001483	YGR253C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.115&CDS=1-774
1484	OG0001484	YGR257C	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.75&CDS=1-1122
1485	OG0001485	YGR258C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.143&CDS=1-3495
1486	OG0001486	YGR261C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.106&CDS=1-2388
1487	OG0001487	YGR262C	augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.155&CDS=1-768
1488	OG0001488	YGR264C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.68&CDS=1-2181
1489	OG0001489	YGR266W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.22&CDS=1-1983
1490	OG0001490	YGR267C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.159&CDS=1-777
1491	OG0001491	YGR268C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.5&CDS=1-714
1492	OG0001492	YGR270W	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.63&CDS=1-3603
1493	OG0001493	YGR271C-A	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.147&CDS=1-711
1494	OG0001494	YGR274C	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.38&CDS=1-3189
1495	OG0001495	YGR276C	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.87&CDS=1-1926
1496	OG0001496	YGR277C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.8&CDS=1-867
1497	OG0001497	YGR278W	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.38&CDS=1-1986
1498	OG0001498	YGR280C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.154&CDS=1-798
1499	OG0001499	YGR282C	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.144&CDS=1-927
1500	OG0001500	YGR284C	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.146&CDS=1-954
1501	OG0001501	YGR285C	augustus_masked-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.80&CDS=1-1272
1502	OG0001502	YGR286C	augustus_masked-NODE_56_length_35988_cov_20.6789_ID_111-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_56_length_35988_cov_20.6789_ID_111-processed-gene-0.19&CDS=1-1167
1503	OG0001503	YHL002W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.6&CDS=1-1482
1504	OG0001504	YHL004W	augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.144&CDS=1-1212
1505	OG0001505	YHL008C	snap_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.238-mRNA-1_1&gene=snap_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.238&CDS=1-2007
1506	OG0001506	YHL010C	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.43&CDS=1-1680
1507	OG0001507	YHL011C	augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.19&CDS=1-960
1508	OG0001508	YHL013C	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.21&CDS=1-867
1509	OG0001509	YHL015W	augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.237&CDS=1-351
1510	OG0001510	YHL016C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.14&CDS=1-2133
1511	OG0001511	YHL018W	snap_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.222-mRNA-1_1&gene=snap_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.222&CDS=1-321
1512	OG0001512	YHL020C	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.76&CDS=1-1416
1513	OG0001513	YHL022C	snap_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.22&CDS=1-876
1514	OG0001514	YHL024W	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.132&CDS=1-1968
1515	OG0001515	YHL027W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.18&CDS=1-1095
1516	OG0001516	YHL029C	augustus_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.236&CDS=1-2322
1517	OG0001517	YHL030W	genemark-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_23_length_174894_cov_13.9307_ID_45-processed-gene-0.42&CDS=1-5502
1518	OG0001518	YHL031C	snap_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.20&CDS=1-675
1519	OG0001519	YHL036W	snap_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.246-mRNA-1_1&gene=snap_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.246&CDS=1-1683
1520	OG0001520	YHL039W	snap_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.271-mRNA-1_1&gene=snap_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.271&CDS=1-1755
1521	OG0001521	YHR001W-A	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-0.69&CDS=1-240
1522	OG0001522	YHR002W	genemark-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.75&CDS=1-1077
1523	OG0001523	YHR005C	maker-NODE_51_length_55298_cov_15.9336_ID_101-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_51_length_55298_cov_15.9336_ID_101-augustus-gene-0.0&CDS=1-1836
1524	OG0001524	YHR005C-A	maker-NODE_23_length_174894_cov_13.9307_ID_45-augustus-gene-0.169-mRNA-1_1&gene=maker-NODE_23_length_174894_cov_13.9307_ID_45-augustus-gene-0.169&CDS=1-1071
1525	OG0001525	YHR007C	snap_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.93&CDS=1-1563
1526	OG0001526	YHR008C	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.18&CDS=1-654
1527	OG0001527	YHR009C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.22&CDS=1-1500
1528	OG0001528	YHR011W	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.135&CDS=1-1428
1529	OG0001529	YHR012W	maker-NODE_10_length_245165_cov_16.6148_ID_19-snap-gene-1.148-mRNA-1_1&gene=maker-NODE_10_length_245165_cov_16.6148_ID_19-snap-gene-1.148&CDS=1-975
1530	OG0001530	YHR013C	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.101&CDS=1-651
1531	OG0001531	YHR018C	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.107&CDS=1-1395
1532	OG0001532	YHR019C	augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.276-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.276&CDS=1-1653
1533	OG0001533	YHR020W	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.129&CDS=1-3393
1534	OG0001534	YHR024C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.65&CDS=1-1395
1535	OG0001535	YHR025W	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.6&CDS=1-1080
1536	OG0001536	YHR027C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.25&CDS=1-4662
1537	OG0001537	YHR030C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.7&CDS=1-1464
1538	OG0001538	YHR037W	augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.174&CDS=1-1746
1539	OG0001539	YHR038W	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.69&CDS=1-708
1540	OG0001540	YHR039C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.53&CDS=1-1872
1541	OG0001541	YHR039C-A	maker-NODE_7_length_339440_cov_13.1671_ID_13-augustus-gene-2.146-mRNA-1_1&gene=maker-NODE_7_length_339440_cov_13.1671_ID_13-augustus-gene-2.146&CDS=1-1092
1542	OG0001542	YHR040W	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.34&CDS=1-1128
1543	OG0001543	YHR041C	augustus_masked-NODE_39_length_79204_cov_17.3997_ID_77-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_39_length_79204_cov_17.3997_ID_77-processed-gene-0.77&CDS=1-717
1544	OG0001544	YHR042W	augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.35&CDS=1-2055
1545	OG0001545	YHR045W	snap_masked-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.75&CDS=1-1557
1546	OG0001546	YHR051W	maker-NODE_52_length_50721_cov_15.1407_ID_103-augustus-gene-0.64-mRNA-1_1&gene=maker-NODE_52_length_50721_cov_15.1407_ID_103-augustus-gene-0.64&CDS=1-429
1547	OG0001547	YHR052W	augustus_masked-NODE_36_length_96088_cov_17.0303_ID_71-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_36_length_96088_cov_17.0303_ID_71-processed-gene-0.5&CDS=1-1020
1548	OG0001548	YHR058C	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.20&CDS=1-615
1549	OG0001549	YHR059W	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.57&CDS=1-447
1550	OG0001550	YHR062C	augustus_masked-NODE_55_length_39424_cov_15.2148_ID_109-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_55_length_39424_cov_15.2148_ID_109-processed-gene-0.29&CDS=1-891
1551	OG0001551	YHR063C	snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.48&CDS=1-1041
1552	OG0001552	YHR064C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-1.81&CDS=1-1590
1553	OG0001553	YHR065C	augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.111&CDS=1-1794
1554	OG0001554	YHR067W	augustus_masked-NODE_40_length_77596_cov_13.3017_ID_79-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_40_length_77596_cov_13.3017_ID_79-processed-gene-0.81&CDS=1-921
1555	OG0001555	YHR068W	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-0.47&CDS=1-1125
1556	OG0001556	YHR069C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.155&CDS=1-1086
1557	OG0001557	YHR070W	maker-NODE_31_length_120811_cov_13.3693_ID_61-augustus-gene-0.61-mRNA-1_1&gene=maker-NODE_31_length_120811_cov_13.3693_ID_61-augustus-gene-0.61&CDS=1-2439
1558	OG0001558	YHR071W	snap_masked-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.74&CDS=1-570
1559	OG0001559	YHR072W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.26&CDS=1-2154
1560	OG0001560	YHR073W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.252-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.252&CDS=1-3906
1561	OG0001561	YHR074W	snap_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.34&CDS=1-4026
1562	OG0001562	YHR075C	snap_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.25&CDS=1-1179
1563	OG0001563	YHR076W	maker-NODE_21_length_192997_cov_18.7535_ID_41-augustus-gene-0.107-mRNA-1_1&gene=maker-NODE_21_length_192997_cov_18.7535_ID_41-augustus-gene-0.107&CDS=1-1380
1564	OG0001564	YHR077C	snap_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.170-mRNA-1_1&gene=snap_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.170&CDS=1-3213
1565	OG0001565	YHR079C	augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.2&CDS=1-3315
