	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034660_Diddensiella_caesifluorescens
1918	OG0001918	YJL145W	snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-0.84&CDS=1-816
1919	OG0001919	YJL148W	snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-0.94&CDS=1-627
1920	OG0001920	YJL153C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.106&CDS=1-1605
1921	OG0001921	YJL154C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.52&CDS=1-2541
1922	OG0001922	YJL155C	augustus_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.7&CDS=1-1308
1923	OG0001923	YJL156C	snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.159&CDS=1-2424
1924	OG0001924	YJL157C	augustus_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.75&CDS=1-3156
1925	OG0001925	YJL166W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-10.172-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-10.172&CDS=1-285
1926	OG0001926	YJL167W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-8.110-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-8.110&CDS=1-1044
1927	OG0001927	YJL168C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-1.61&CDS=1-2448
1928	OG0001928	YJL171C	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-1.77&CDS=1-1128
1929	OG0001929	YJL178C	genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.52-mRNA-1_1&gene=genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.52&CDS=1-873
1930	OG0001930	YJL179W	genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.27-mRNA-1_1&gene=genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.27&CDS=1-351
1931	OG0001931	YJL180C	genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.51-mRNA-1_1&gene=genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.51&CDS=1-876
1932	OG0001932	YJL187C	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.185&CDS=1-2298
1933	OG0001933	YJL190C	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.129-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.129&CDS=1-390
1934	OG0001934	YJL194W	genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-9.94-mRNA-1_1&gene=genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-9.94&CDS=1-1644
1935	OG0001935	YJL197W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.117&CDS=1-3318
1936	OG0001936	YJL200C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-3.107&CDS=1-2349
1937	OG0001937	YJL201W	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.37&CDS=1-1614
1938	OG0001938	YJL203W	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.174&CDS=1-1371
1939	OG0001939	YJL204C	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.56&CDS=1-2628
1940	OG0001940	YJL207C	maker-NODE_5_length_663820_cov_38.3927_ID_9-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_5_length_663820_cov_38.3927_ID_9-snap-gene-2.3&CDS=1-6177
1941	OG0001941	YJL208C	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.29&CDS=1-960
1942	OG0001942	YJL209W	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.54&CDS=1-1956
1943	OG0001943	YJL210W	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.55&CDS=1-1065
1944	OG0001944	YJL212C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.76&CDS=1-2340
1945	OG0001945	YJR001W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-5.73&CDS=1-1671
1946	OG0001946	YJR002W	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.263-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.263&CDS=1-1779
1947	OG0001947	YJR006W	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.146&CDS=1-1410
1948	OG0001948	YJR007W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.40&CDS=1-936
1949	OG0001949	YJR008W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-7.101-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-7.101&CDS=1-936
1950	OG0001950	YJR010W	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-1.112&CDS=1-1716
1951	OG0001951	YJR012C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.118&CDS=1-387
1952	OG0001952	YJR013W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-3.119&CDS=1-1236
1953	OG0001953	YJR014W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.66&CDS=1-585
1954	OG0001954	YJR017C	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-12.99-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-12.99&CDS=1-564
1955	OG0001955	YJR024C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-3.164-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-3.164&CDS=1-735
1956	OG0001956	YJR025C	maker-NODE_17_length_234958_cov_39.2301_ID_33-snap-gene-1.86-mRNA-1_1&gene=maker-NODE_17_length_234958_cov_39.2301_ID_33-snap-gene-1.86&CDS=1-507
1957	OG0001957	YJR033C	maker-NODE_9_length_477053_cov_38.1667_ID_17-snap-gene-2.164-mRNA-1_1&gene=maker-NODE_9_length_477053_cov_38.1667_ID_17-snap-gene-2.164&CDS=1-3702
1958	OG0001958	YJR034W	maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.353-mRNA-1_1&gene=maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.353&CDS=1-294
1959	OG0001959	YJR035W	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.197-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.197&CDS=1-3216
1960	OG0001960	YJR036C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.140-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.140&CDS=1-2649
1961	OG0001961	YJR040W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.73&CDS=1-2253
1962	OG0001962	YJR041C	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-4.192-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-4.192&CDS=1-3414
1963	OG0001963	YJR042W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.103&CDS=1-2217
1964	OG0001964	YJR044C	maker-NODE_22_length_74237_cov_38.7338_ID_43-snap-gene-0.84-mRNA-1_1&gene=maker-NODE_22_length_74237_cov_38.7338_ID_43-snap-gene-0.84&CDS=1-390
1965	OG0001965	YJR045C	snap_masked-NODE_22_length_74237_cov_38.7338_ID_43-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_22_length_74237_cov_38.7338_ID_43-processed-gene-0.2&CDS=1-1971
1966	OG0001966	YJR047C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.147-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.147&CDS=1-477
1967	OG0001967	YJR048W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.93&CDS=1-324
1968	OG0001968	YJR050W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.61&CDS=1-690
1969	OG0001969	YJR052W	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.75&CDS=1-1623
1970	OG0001970	YJR053W	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-2.124&CDS=1-2253
1971	OG0001971	YJR056C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-8.104-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-8.104&CDS=1-555
1972	OG0001972	YJR057W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-8.87&CDS=1-633
1973	OG0001973	YJR058C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.53-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.53&CDS=1-432
1974	OG0001974	YJR060W	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.66&CDS=1-936
1975	OG0001975	YJR062C	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.89&CDS=1-903
1976	OG0001976	YJR063W	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-2.120-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-2.120&CDS=1-372
1977	OG0001977	YJR064W	genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.189-mRNA-1_1&gene=genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.189&CDS=1-1650
1978	OG0001978	YJR065C	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-2.125-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-2.125&CDS=1-1272
1979	OG0001979	YJR068W	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-4.191-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-4.191&CDS=1-1152
1980	OG0001980	YJR069C	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.139-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.139&CDS=1-558
1981	OG0001981	YJR070C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.109&CDS=1-951
1982	OG0001982	YJR072C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.106&CDS=1-1140
1983	OG0001983	YJR073C	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-6.13-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-6.13&CDS=1-612
1984	OG0001984	YJR074W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-0.136&CDS=1-606
1985	OG0001985	YJR075W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-0.132&CDS=1-1164
1986	OG0001986	YJR076C	snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-0.79&CDS=1-1236
1987	OG0001987	YJR078W	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-4.149-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-4.149&CDS=1-1479
1988	OG0001988	YJR082C	maker-NODE_22_length_74237_cov_38.7338_ID_43-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_22_length_74237_cov_38.7338_ID_43-snap-gene-0.85&CDS=1-321
1989	OG0001989	YJR085C	maker-NODE_6_length_641012_cov_38.5042_ID_11-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_6_length_641012_cov_38.5042_ID_11-augustus-gene-0.50&CDS=1-306
1990	OG0001990	YJR086W	maker-NODE_6_length_641012_cov_38.5042_ID_11-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_6_length_641012_cov_38.5042_ID_11-augustus-gene-0.49&CDS=1-432
1991	OG0001991	YJR088C	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.290-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.290&CDS=1-855
1992	OG0001992	YJR089W	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.245-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.245&CDS=1-1689
1993	OG0001993	YJR090C	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.247-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.247&CDS=1-1878
1994	OG0001994	YJR093C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.98&CDS=1-828
1995	OG0001995	YJR095W	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.181&CDS=1-942
1996	OG0001996	YJR096W	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-4.227-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-4.227&CDS=1-846
1997	OG0001997	YJR097W	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.137-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.137&CDS=1-444
1998	OG0001998	YJR098C	genemark-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.282-mRNA-1_1&gene=genemark-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.282&CDS=1-1920
1999	OG0001999	YJR099W	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-0.136&CDS=1-720
2000	OG0002000	YJR100C	maker-NODE_5_length_663820_cov_38.3927_ID_9-augustus-gene-4.186-mRNA-1_1&gene=maker-NODE_5_length_663820_cov_38.3927_ID_9-augustus-gene-4.186&CDS=1-864
2001	OG0002001	YJR104C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.25-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.25&CDS=1-468
2002	OG0002002	YJR105W	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.187-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.187&CDS=1-1047
2003	OG0002003	YJR107W	augustus_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.81&CDS=1-897
2004	OG0002004	YJR109C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.147-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.147&CDS=1-3456
2005	OG0002005	YJR110W	genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.178-mRNA-1_1&gene=genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.178&CDS=1-2043
2006	OG0002006	YJR111C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.65&CDS=1-657
2007	OG0002007	YJR112W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.126-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.126&CDS=1-588
2008	OG0002008	YJR113C	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.81&CDS=1-903
2009	OG0002009	YJR116W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.20-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.20&CDS=1-858
2010	OG0002010	YJR117W	maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-2.172-mRNA-1_1&gene=maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-2.172&CDS=1-1317
2011	OG0002011	YJR118C	maker-NODE_14_length_259907_cov_40.013_ID_27-snap-gene-1.9-mRNA-1_1&gene=maker-NODE_14_length_259907_cov_40.013_ID_27-snap-gene-1.9&CDS=1-471
2012	OG0002012	YJR121W	maker-NODE_17_length_234958_cov_39.2301_ID_33-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_17_length_234958_cov_39.2301_ID_33-snap-gene-0.6&CDS=1-1524
2013	OG0002013	YJR122W	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.19&CDS=1-1071
2014	OG0002014	YJR123W	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-3.166-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-3.166&CDS=1-651
2015	OG0002015	YJR124C	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-3.169-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-3.169&CDS=1-1311
2016	OG0002016	YJR125C	maker-NODE_10_length_307200_cov_39.2786_ID_19-snap-gene-2.1-mRNA-1_1&gene=maker-NODE_10_length_307200_cov_39.2786_ID_19-snap-gene-2.1&CDS=1-1359
2017	OG0002017	YJR129C	genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.95&CDS=1-771
2018	OG0002018	YJR131W	genemark-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.7&CDS=1-1773
2019	OG0002019	YJR132W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-7.7-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-7.7&CDS=1-3096
2020	OG0002020	YJR133W	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-7.107-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-7.107&CDS=1-609
2021	OG0002021	YJR135W-A	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-7.99-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-7.99&CDS=1-258
2022	OG0002022	YJR137C	maker-NODE_9_length_477053_cov_38.1667_ID_17-snap-gene-3.108-mRNA-1_1&gene=maker-NODE_9_length_477053_cov_38.1667_ID_17-snap-gene-3.108&CDS=1-4395
2023	OG0002023	YJR138W	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.113-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.113&CDS=1-4410
2024	OG0002024	YJR139C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.57-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.57&CDS=1-1083
2025	OG0002025	YJR140C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-11.3-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-11.3&CDS=1-6465
2026	OG0002026	YJR141W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.72-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.72&CDS=1-1080
2027	OG0002027	YJR142W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.121-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.121&CDS=1-954
2028	OG0002028	YJR143C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.93-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.93&CDS=1-2244
2029	OG0002029	YJR144W	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.188-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.188&CDS=1-885
2030	OG0002030	YJR148W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.110-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.110&CDS=1-1194
2031	OG0002031	YJR149W	genemark-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-2.155-mRNA-1_1&gene=genemark-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-2.155&CDS=1-981
2032	OG0002032	YKL001C	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.114-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.114&CDS=1-603
2033	OG0002033	YKL002W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.90&CDS=1-663
2034	OG0002034	YKL003C	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.157&CDS=1-318
2035	OG0002035	YKL004W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-2.110&CDS=1-1509
2036	OG0002036	YKL005C	maker-NODE_2_length_1415131_cov_38.5823_ID_3-augustus-gene-2.140-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-augustus-gene-2.140&CDS=1-2151
2037	OG0002037	YKL006C-A	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-2.124-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-2.124&CDS=1-285
2038	OG0002038	YKL007W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-2.117-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-2.117&CDS=1-783
