	OrthologID	Clavispora_lusitaniae	Saccharomyces_cerevisiae
1798	OG0001798	genemark-NW_003101576.1-processed-gene-1.63-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.63&CDS=1-600	YDR032C
1799	OG0001799	genemark-NW_003101576.1-processed-gene-1.82-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.82&CDS=1-681	YBR035C
1800	OG0001800	genemark-NW_003101576.1-processed-gene-1.84-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.84&CDS=1-585	YCR003W
1801	OG0001801	genemark-NW_003101576.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.64&CDS=1-1089	YCR002C
1802	OG0001802	genemark-NW_003101576.1-processed-gene-1.66-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.66&CDS=1-318	YBL001C
1803	OG0001803	genemark-NW_003101576.1-processed-gene-1.86-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.86&CDS=1-1071	YIL006W
1804	OG0001804	genemark-NW_003101576.1-processed-gene-1.67-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.67&CDS=1-975	YER053C
1805	OG0001805	genemark-NW_003101576.1-processed-gene-1.87-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.87&CDS=1-654	YIL044C
1806	OG0001806	genemark-NW_003101576.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.69&CDS=1-1008	YHL009C
1807	OG0001807	genemark-NW_003101576.1-processed-gene-1.70-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.70&CDS=1-1725	YOR027W
1808	OG0001808	genemark-NW_003101576.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.71&CDS=1-2286	YDL040C
1809	OG0001809	snap_masked-NW_003101576.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-1.22&CDS=1-1488	YNL294C
1810	OG0001810	genemark-NW_003101576.1-processed-gene-1.91-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.91&CDS=1-1731	YOL066C
1811	OG0001811	genemark-NW_003101576.1-processed-gene-1.92-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.92&CDS=1-1500	YDL030W
1812	OG0001812	genemark-NW_003101576.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.74&CDS=1-1287	YOL065C
1813	OG0001813	genemark-NW_003101576.1-processed-gene-1.93-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.93&CDS=1-1572	YBR236C
1814	OG0001814	genemark-NW_003101576.1-processed-gene-1.94-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.94&CDS=1-771	YHR049W
1815	OG0001815	genemark-NW_003101576.1-processed-gene-1.95-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.95&CDS=1-1410	YMR283C
1816	OG0001816	genemark-NW_003101576.1-processed-gene-1.97-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.97&CDS=1-531	YAL033W
1817	OG0001817	genemark-NW_003101576.1-processed-gene-1.98-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.98&CDS=1-2991	YGR047C
1818	OG0001818	genemark-NW_003101576.1-processed-gene-1.76-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.76&CDS=1-4284	YOR336W
1819	OG0001819	augustus_masked-NW_003101576.1-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-1.146&CDS=1-1500	YPL196W
1820	OG0001820	genemark-NW_003101576.1-processed-gene-2.106-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.106&CDS=1-318	YGL080W
1821	OG0001821	genemark-NW_003101576.1-processed-gene-2.108-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.108&CDS=1-1752	YMR013C
1822	OG0001822	genemark-NW_003101576.1-processed-gene-2.130-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.130&CDS=1-3129	YPL195W
1823	OG0001823	genemark-NW_003101576.1-processed-gene-2.131-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.131&CDS=1-2157	YIL108W
1824	OG0001824	maker-NW_003101576.1-augustus-gene-2.54-mRNA-1_1&gene=maker-NW_003101576.1-augustus-gene-2.54&CDS=1-7368	YJL074C
1825	OG0001825	genemark-NW_003101576.1-processed-gene-2.133-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.133&CDS=1-1371	YDR023W
1826	OG0001826	genemark-NW_003101576.1-processed-gene-2.113-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.113&CDS=1-1401	YDR030C
1827	OG0001827	snap_masked-NW_003101576.1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-2.14&CDS=1-981	YER142C
1828	OG0001828	genemark-NW_003101576.1-processed-gene-2.117-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.117&CDS=1-1179	YDR083W
1829	OG0001829	genemark-NW_003101576.1-processed-gene-2.120-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.120&CDS=1-2232	YPR023C
1830	OG0001830	genemark-NW_003101576.1-processed-gene-2.121-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.121&CDS=1-549	YDL217C
1831	OG0001831	genemark-NW_003101576.1-processed-gene-2.122-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.122&CDS=1-984	YNL141W
1832	OG0001832	genemark-NW_003101576.1-processed-gene-2.144-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.144&CDS=1-393	YBL078C
1833	OG0001833	snap_masked-NW_003101576.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-2.25&CDS=1-1500	YBL080C
1834	OG0001834	genemark-NW_003101576.1-processed-gene-2.145-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.145&CDS=1-1224	YKL178C
1835	OG0001835	maker-NW_003101576.1-augustus-gene-2.56-mRNA-1_1&gene=maker-NW_003101576.1-augustus-gene-2.56&CDS=1-4497	YER110C
1836	OG0001836	genemark-NW_003101576.1-processed-gene-2.125-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.125&CDS=1-717	YDR020C
1837	OG0001837	genemark-NW_003101576.1-processed-gene-2.126-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.126&CDS=1-1209	YDR415C
1838	OG0001838	genemark-NW_003101576.1-processed-gene-2.149-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.149&CDS=1-405	YCR028C-A
1839	OG0001839	genemark-NW_003101576.1-processed-gene-2.128-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.128&CDS=1-657	YPR037C
1840	OG0001840	genemark-NW_003101576.1-processed-gene-2.151-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-2.151&CDS=1-669	YHL031C
1841	OG0001841	genemark-NW_003101576.1-processed-gene-3.54-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.54&CDS=1-891	YPL131W
1842	OG0001842	genemark-NW_003101576.1-processed-gene-3.55-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.55&CDS=1-516	YJR025C
1843	OG0001843	genemark-NW_003101576.1-processed-gene-3.52-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.52&CDS=1-855	YOR223W
1844	OG0001844	genemark-NW_003101576.1-processed-gene-3.56-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.56&CDS=1-861	YPL134C
1845	OG0001845	genemark-NW_003101576.1-processed-gene-3.58-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.58&CDS=1-2178	YOR206W
1846	OG0001846	genemark-NW_003101576.1-processed-gene-3.82-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.82&CDS=1-3477	YOR207C
1847	OG0001847	genemark-NW_003101576.1-processed-gene-3.83-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.83&CDS=1-1533	YPL122C
1848	OG0001848	genemark-NW_003101576.1-processed-gene-3.84-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.84&CDS=1-1329	YHR168W
1849	OG0001849	genemark-NW_003101576.1-processed-gene-3.62-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.62&CDS=1-1275	YHR169W
1850	OG0001850	maker-NW_003101576.1-snap-gene-3.103-mRNA-1_1&gene=maker-NW_003101576.1-snap-gene-3.103&CDS=1-1587	YGR246C
1851	OG0001851	genemark-NW_003101576.1-processed-gene-3.64-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.64&CDS=1-1995	YGR245C
1852	OG0001852	genemark-NW_003101576.1-processed-gene-3.86-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.86&CDS=1-825	YDR174W
1853	OG0001853	genemark-NW_003101576.1-processed-gene-3.65-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.65&CDS=1-978	YOR221C
1854	OG0001854	genemark-NW_003101576.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.67&CDS=1-558	YOR286W
1855	OG0001855	genemark-NW_003101576.1-processed-gene-3.87-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.87&CDS=1-834	YOR287C
1856	OG0001856	genemark-NW_003101576.1-processed-gene-3.68-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.68&CDS=1-1275	YGR244C
1857	OG0001857	genemark-NW_003101576.1-processed-gene-3.69-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.69&CDS=1-756	YGR253C
1858	OG0001858	snap_masked-NW_003101576.1-processed-gene-3.150-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-3.150&CDS=1-2523	YHR172W
1859	OG0001859	genemark-NW_003101576.1-processed-gene-3.89-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.89&CDS=1-1884	YHR171W
1860	OG0001860	genemark-NW_003101576.1-processed-gene-3.90-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.90&CDS=1-1518	YHR170W
1861	OG0001861	genemark-NW_003101576.1-processed-gene-3.70-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.70&CDS=1-1491	YGR252W
1862	OG0001862	genemark-NW_003101576.1-processed-gene-3.72-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.72&CDS=1-726	YGR247W
1863	OG0001863	genemark-NW_003101576.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.73&CDS=1-606	YJL030W
1864	OG0001864	augustus_masked-NW_003101576.1-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-3.41&CDS=1-1200	YJL006C
1865	OG0001865	genemark-NW_003101576.1-processed-gene-3.92-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.92&CDS=1-846	YNL055C
1866	OG0001866	augustus_masked-NW_003101576.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-3.25&CDS=1-825	YMR087W
1867	OG0001867	genemark-NW_003101576.1-processed-gene-3.93-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.93&CDS=1-2454	YMR049C
1868	OG0001868	snap_masked-NW_003101576.1-processed-gene-3.139-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-3.139&CDS=1-666	YIR005W
1869	OG0001869	genemark-NW_003101576.1-processed-gene-3.96-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.96&CDS=1-3006	YFL025C
1870	OG0001870	genemark-NW_003101576.1-processed-gene-3.98-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-3.98&CDS=1-1305	YFR032C
1871	OG0001871	snap_masked-NW_003101576.1-processed-gene-3.161-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-3.161&CDS=1-180	YFR032C-A
1872	OG0001872	snap_masked-NW_003101576.1-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-4.103&CDS=1-267	YJR135W-A
1873	OG0001873	genemark-NW_003101576.1-processed-gene-4.11-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.11&CDS=1-1083	YDL055C
1874	OG0001874	genemark-NW_003101576.1-processed-gene-4.12-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.12&CDS=1-1389	YDL054C
1875	OG0001875	genemark-NW_003101576.1-processed-gene-4.13-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.13&CDS=1-1017	YLR377C
1876	OG0001876	genemark-NW_003101576.1-processed-gene-4.16-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.16&CDS=1-1008	YJL117W
1877	OG0001877	genemark-NW_003101576.1-processed-gene-4.34-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.34&CDS=1-336	YBR120C
1878	OG0001878	genemark-NW_003101576.1-processed-gene-4.17-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.17&CDS=1-681	YKR043C
1879	OG0001879	genemark-NW_003101576.1-processed-gene-4.18-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.18&CDS=1-1068	YDR400W
1880	OG0001880	genemark-NW_003101576.1-processed-gene-4.39-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.39&CDS=1-1572	YBR286W
1881	OG0001881	augustus_masked-NW_003101576.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-4.86&CDS=1-2958	YGL048C
1882	OG0001882	genemark-NW_003101576.1-processed-gene-4.43-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.43&CDS=1-1647	YDL233W
1883	OG0001883	genemark-NW_003101576.1-processed-gene-4.20-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.20&CDS=1-819	YNL212W
1884	OG0001884	maker-NW_003101576.1-snap-gene-4.6-mRNA-1_1&gene=maker-NW_003101576.1-snap-gene-4.6&CDS=1-1146	YNL103W
1885	OG0001885	genemark-NW_003101576.1-processed-gene-4.22-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.22&CDS=1-3528	YGL062W
1886	OG0001886	genemark-NW_003101576.1-processed-gene-4.23-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.23&CDS=1-438	YGL127C
1887	OG0001887	genemark-NW_003101576.1-processed-gene-4.24-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.24&CDS=1-879	YGL126W
1888	OG0001888	genemark-NW_003101576.1-processed-gene-4.25-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.25&CDS=1-2529	YIL140W
1889	OG0001889	genemark-NW_003101576.1-processed-gene-4.26-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.26&CDS=1-1086	YBR221C
1890	OG0001890	genemark-NW_003101576.1-processed-gene-4.27-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.27&CDS=1-1629	YBR220C
1891	OG0001891	snap_masked-NW_003101576.1-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-4.127&CDS=1-219	YNR032C-A
1892	OG0001892	genemark-NW_003101576.1-processed-gene-4.52-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.52&CDS=1-1368	YOL140W
1893	OG0001893	genemark-NW_003101576.1-processed-gene-4.53-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.53&CDS=1-1923	YNR039C
1894	OG0001894	maker-NW_003101576.1-snap-gene-5.57-mRNA-1_1&gene=maker-NW_003101576.1-snap-gene-5.57&CDS=1-3882	YMR109W
1895	OG0001895	genemark-NW_003101576.1-processed-gene-5.63-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.63&CDS=1-1551	YCR072C
1896	OG0001896	genemark-NW_003101576.1-processed-gene-5.84-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.84&CDS=1-2433	YCR077C
1897	OG0001897	snap_masked-NW_003101576.1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-5.28&CDS=1-2307	YNR033W
1898	OG0001898	snap_masked-NW_003101576.1-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-5.29&CDS=1-6027	YDL058W
1899	OG0001899	genemark-NW_003101576.1-processed-gene-5.66-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.66&CDS=1-588	YDL059C
1900	OG0001900	genemark-NW_003101576.1-processed-gene-5.86-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.86&CDS=1-3999	YLR384C
1901	OG0001901	genemark-NW_003101576.1-processed-gene-5.88-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.88&CDS=1-1599	YKL125W
1902	OG0001902	genemark-NW_003101576.1-processed-gene-5.70-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.70&CDS=1-1431	YHR084W
1903	OG0001903	snap_masked-NW_003101576.1-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-5.33&CDS=1-3960	YBL034C
1904	OG0001904	maker-NW_003101576.1-augustus-gene-5.5-mRNA-1_1&gene=maker-NW_003101576.1-augustus-gene-5.5&CDS=1-2343	YDR331W
1905	OG0001905	genemark-NW_003101576.1-processed-gene-5.90-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.90&CDS=1-1950	YBL035C
1906	OG0001906	genemark-NW_003101576.1-processed-gene-5.91-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.91&CDS=1-909	YDL051W
1907	OG0001907	genemark-NW_003101576.1-processed-gene-5.71-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.71&CDS=1-744	YBL036C
1908	OG0001908	augustus_masked-NW_003101576.1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-5.127&CDS=1-5385	YBR086C
1909	OG0001909	genemark-NW_003101576.1-processed-gene-5.72-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.72&CDS=1-1029	YKL018W
1910	OG0001910	genemark-NW_003101576.1-processed-gene-5.95-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.95&CDS=1-2970	YBL037W
1911	OG0001911	genemark-NW_003101576.1-processed-gene-5.74-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.74&CDS=1-525	YKL016C
1912	OG0001912	genemark-NW_003101576.1-processed-gene-5.96-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.96&CDS=1-1869	YMR258C
1913	OG0001913	snap_masked-NW_003101576.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-5.43&CDS=1-177	YMR256C
1914	OG0001914	genemark-NW_003101576.1-processed-gene-5.97-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.97&CDS=1-1005	YOL054W
1915	OG0001915	genemark-NW_003101576.1-processed-gene-5.75-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.75&CDS=1-1080	YIL063C
1916	OG0001916	genemark-NW_003101576.1-processed-gene-5.98-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.98&CDS=1-729	YIL064W
1917	OG0001917	genemark-NW_003101576.1-processed-gene-5.77-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.77&CDS=1-1314	YBR195C
1918	OG0001918	snap_masked-NW_003101576.1-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-5.46&CDS=1-693	YPL078C
1919	OG0001919	genemark-NW_003101576.1-processed-gene-5.78-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.78&CDS=1-843	YKR060W
1920	OG0001920	snap_masked-NW_003101576.1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-5.22&CDS=1-1830	YKL174C
1921	OG0001921	genemark-NW_003101576.1-processed-gene-5.80-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.80&CDS=1-456	YJL143W
1922	OG0001922	augustus_masked-NW_003101576.1-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-5.119&CDS=1-2340	YJL141C
1923	OG0001923	genemark-NW_003101576.1-processed-gene-5.102-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-5.102&CDS=1-2196	YJL176C
1924	OG0001924	snap_masked-NW_003101576.1-processed-gene-6.97-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-6.97&CDS=1-282	YJL166W
1925	OG0001925	maker-NW_003101576.1-augustus-gene-6.148-mRNA-1_1&gene=maker-NW_003101576.1-augustus-gene-6.148&CDS=1-3627	YJL167W
1926	OG0001926	genemark-NW_003101576.1-processed-gene-6.57-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.57&CDS=1-1665	YGL028C
1927	OG0001927	genemark-NW_003101576.1-processed-gene-6.71-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.71&CDS=1-1266	YBR029C
1928	OG0001928	genemark-NW_003101576.1-processed-gene-6.58-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.58&CDS=1-1125	YNL244C
1929	OG0001929	augustus_masked-NW_003101576.1-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-6.27&CDS=1-1332	YBR133C
1930	OG0001930	augustus_masked-NW_003101576.1-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-6.14&CDS=1-7350	YBR136W
1931	OG0001931	genemark-NW_003101576.1-processed-gene-6.73-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.73&CDS=1-2307	YPR091C
1932	OG0001932	maker-NW_003101576.1-augustus-gene-6.149-mRNA-1_1&gene=maker-NW_003101576.1-augustus-gene-6.149&CDS=1-1254	YFL046W
1933	OG0001933	genemark-NW_003101576.1-processed-gene-6.62-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.62&CDS=1-1974	YLR077W
1934	OG0001934	genemark-NW_003101576.1-processed-gene-6.81-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.81&CDS=1-753	YFL045C
1935	OG0001935	genemark-NW_003101576.1-processed-gene-6.82-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.82&CDS=1-660	YLR075W
1936	OG0001936	genemark-NW_003101576.1-processed-gene-6.63-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.63&CDS=1-492	YLR074C
1937	OG0001937	genemark-NW_003101576.1-processed-gene-6.64-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.64&CDS=1-1950	YDR299W
1938	OG0001938	genemark-NW_003101576.1-processed-gene-6.83-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.83&CDS=1-363	YNL081C
1939	OG0001939	genemark-NW_003101576.1-processed-gene-6.84-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.84&CDS=1-861	YNL080C
1940	OG0001940	genemark-NW_003101576.1-processed-gene-6.65-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.65&CDS=1-237	YDR378C
1941	OG0001941	genemark-NW_003101576.1-processed-gene-6.66-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.66&CDS=1-300	YDR377W
1942	OG0001942	genemark-NW_003101576.1-processed-gene-6.90-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-6.90&CDS=1-3561	YPL217C
1943	OG0001943	augustus_masked-NW_003101576.1-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-6.24&CDS=1-3600	YOR349W
1944	OG0001944	genemark-NW_003101576.1-processed-gene-7.95-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.95&CDS=1-2016	YMR108W
1945	OG0001945	genemark-NW_003101576.1-processed-gene-7.97-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.97&CDS=1-1038	YDR282C
1946	OG0001946	augustus_masked-NW_003101576.1-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-7.57&CDS=1-2058	YKL104C
1947	OG0001947	snap_masked-NW_003101576.1-processed-gene-7.26-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-7.26&CDS=1-267	YIL156W-B
1948	OG0001948	genemark-NW_003101576.1-processed-gene-7.100-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.100&CDS=1-1245	YER020W
1949	OG0001949	maker-NW_003101576.1-augustus-gene-7.46-mRNA-1_1&gene=maker-NW_003101576.1-augustus-gene-7.46&CDS=1-1995	YML017W
1950	OG0001950	genemark-NW_003101576.1-processed-gene-7.119-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.119&CDS=1-1140	YHR068W
1951	OG0001951	genemark-NW_003101576.1-processed-gene-7.121-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.121&CDS=1-1317	YML007W
1952	OG0001952	snap_masked-NW_003101576.1-processed-gene-7.33-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-7.33&CDS=1-2325	YEL053C
1953	OG0001953	genemark-NW_003101576.1-processed-gene-7.101-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.101&CDS=1-3474	YDR325W
1954	OG0001954	genemark-NW_003101576.1-processed-gene-7.102-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.102&CDS=1-1125	YML008C
1955	OG0001955	genemark-NW_003101576.1-processed-gene-7.123-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.123&CDS=1-2106	YDR324C
1956	OG0001956	genemark-NW_003101576.1-processed-gene-7.126-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.126&CDS=1-1191	YCL032W
1957	OG0001957	snap_masked-NW_003101576.1-processed-gene-7.12-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-7.12&CDS=1-2148	YLR361C
1958	OG0001958	maker-NW_003101576.1-snap-gene-7.50-mRNA-1_1&gene=maker-NW_003101576.1-snap-gene-7.50&CDS=1-2016	YKL171W
1959	OG0001959	genemark-NW_003101576.1-processed-gene-7.127-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.127&CDS=1-1092	YMR152W
1960	OG0001960	genemark-NW_003101576.1-processed-gene-7.108-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.108&CDS=1-444	YFL017C
1961	OG0001961	genemark-NW_003101576.1-processed-gene-7.128-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.128&CDS=1-267	YFL017W-A
1962	OG0001962	genemark-NW_003101576.1-processed-gene-7.129-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.129&CDS=1-2130	YFL013C
1963	OG0001963	genemark-NW_003101576.1-processed-gene-7.110-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.110&CDS=1-1815	YJL163C
1964	OG0001964	snap_masked-NW_003101576.1-processed-gene-7.19-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-7.19&CDS=1-1827	YGR216C
1965	OG0001965	genemark-NW_003101576.1-processed-gene-7.113-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.113&CDS=1-912	YMR099C
1966	OG0001966	genemark-NW_003101576.1-processed-gene-7.114-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.114&CDS=1-1374	YKL004W
