	OrthologID	Nadsonia_fulvescens_var_elongata	Saccharomyces_cerevisiae
1190	OG0001190	snap_masked-scaffold_10-processed-gene-3.119-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-3.119&CDS=1-3180	YKL205W
1191	OG0001191	snap_masked-scaffold_10-processed-gene-3.120-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-3.120&CDS=1-1419	YOR244W
1192	OG0001192	maker-scaffold_10-snap-gene-3.7-mRNA-1_1&gene=maker-scaffold_10-snap-gene-3.7&CDS=1-1392	YPL151C
1193	OG0001193	maker-scaffold_10-snap-gene-3.3-mRNA-1_1&gene=maker-scaffold_10-snap-gene-3.3&CDS=1-852	YLR145W
1194	OG0001194	snap_masked-scaffold_10-processed-gene-4.111-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.111&CDS=1-2466	YPL153C
1195	OG0001195	snap_masked-scaffold_10-processed-gene-4.109-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.109&CDS=1-906	YOR074C
1196	OG0001196	snap_masked-scaffold_10-processed-gene-4.115-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.115&CDS=1-1860	YJL025W
1197	OG0001197	snap_masked-scaffold_10-processed-gene-4.118-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.118&CDS=1-2862	YMR212C
1198	OG0001198	genemark-scaffold_10-processed-gene-4.75-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.75&CDS=1-1224	YDR282C
1199	OG0001199	snap_masked-scaffold_10-processed-gene-4.139-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.139&CDS=1-7143	YKL203C
1200	OG0001200	maker-scaffold_10-snap-gene-4.60-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.60&CDS=1-2007	YOL013C
1201	OG0001201	maker-scaffold_10-snap-gene-4.59-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.59&CDS=1-2592	YBR043C
1202	OG0001202	snap_masked-scaffold_10-processed-gene-4.125-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.125&CDS=1-999	YMR236W
1203	OG0001203	snap_masked-scaffold_10-processed-gene-4.126-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.126&CDS=1-1287	YLR203C
1204	OG0001204	maker-scaffold_10-snap-gene-4.56-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.56&CDS=1-780	YFR050C
1205	OG0001205	snap_masked-scaffold_10-processed-gene-4.146-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.146&CDS=1-2661	YPR112C
1206	OG0001206	maker-scaffold_10-snap-gene-4.62-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.62&CDS=1-1146	YGR007W
1207	OG0001207	snap_masked-scaffold_10-processed-gene-4.129-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.129&CDS=1-366	YER072W
1208	OG0001208	snap_masked-scaffold_10-processed-gene-4.130-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.130&CDS=1-1869	YGR103W
1209	OG0001209	snap_masked-scaffold_10-processed-gene-4.149-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.149&CDS=1-783	YGR104C
1210	OG0001210	snap_masked-scaffold_10-processed-gene-4.131-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.131&CDS=1-1521	YNL280C
1211	OG0001211	maker-scaffold_10-snap-gene-4.63-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.63&CDS=1-234	YGR105W
1212	OG0001212	snap_masked-scaffold_10-processed-gene-4.134-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.134&CDS=1-2370	YHL029C
1213	OG0001213	snap_masked-scaffold_10-processed-gene-4.135-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.135&CDS=1-5871	YHL030W
1214	OG0001214	snap_masked-scaffold_10-processed-gene-4.137-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.137&CDS=1-750	YNL178W
1215	OG0001215	maker-scaffold_10-snap-gene-4.58-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.58&CDS=1-330	YBL049W
1216	OG0001216	snap_masked-scaffold_10-processed-gene-5.10-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.10&CDS=1-1455	YLL036C
1217	OG0001217	maker-scaffold_10-snap-gene-5.77-mRNA-1_1&gene=maker-scaffold_10-snap-gene-5.77&CDS=1-1248	YCR012W
1218	OG0001218	snap_masked-scaffold_10-processed-gene-5.26-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.26&CDS=1-3063	YJL168C
1219	OG0001219	snap_masked-scaffold_10-processed-gene-5.27-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.27&CDS=1-1023	YGR017W
1220	OG0001220	maker-scaffold_10-snap-gene-5.80-mRNA-1_1&gene=maker-scaffold_10-snap-gene-5.80&CDS=1-1749	YKR069W
1221	OG0001221	snap_masked-scaffold_10-processed-gene-5.15-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.15&CDS=1-1302	YOR051C
1222	OG0001222	augustus_masked-scaffold_10-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-5.51&CDS=1-2148	YBL011W
1223	OG0001223	snap_masked-scaffold_10-processed-gene-5.33-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.33&CDS=1-579	YKR068C
1224	OG0001224	snap_masked-scaffold_10-processed-gene-5.18-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.18&CDS=1-1677	YDR062W
1225	OG0001225	snap_masked-scaffold_10-processed-gene-5.35-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.35&CDS=1-321	YDR377W
1226	OG0001226	snap_masked-scaffold_10-processed-gene-5.37-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.37&CDS=1-888	YPL132W
1227	OG0001227	maker-scaffold_10-snap-gene-5.81-mRNA-1_1&gene=maker-scaffold_10-snap-gene-5.81&CDS=1-447	YHR051W
1228	OG0001228	maker-scaffold_10-snap-gene-6.50-mRNA-1_1&gene=maker-scaffold_10-snap-gene-6.50&CDS=1-11583	YHR099W
1229	OG0001229	snap_masked-scaffold_10-processed-gene-6.151-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.151&CDS=1-624	YHR100C
1230	OG0001230	snap_masked-scaffold_10-processed-gene-6.122-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.122&CDS=1-2085	YDR266C
1231	OG0001231	maker-scaffold_10-augustus-gene-6.113-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-6.113&CDS=1-2190	YDR419W
1232	OG0001232	snap_masked-scaffold_10-processed-gene-6.130-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.130&CDS=1-2013	YOR308C
1233	OG0001233	snap_masked-scaffold_10-processed-gene-6.131-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.131&CDS=1-1659	YOR307C
1234	OG0001234	snap_masked-scaffold_10-processed-gene-6.156-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.156&CDS=1-6792	YCR033W
1235	OG0001235	snap_masked-scaffold_10-processed-gene-6.132-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.132&CDS=1-984	YCR034W
1236	OG0001236	snap_masked-scaffold_10-processed-gene-6.134-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.134&CDS=1-1353	YNL040W
1237	OG0001237	snap_masked-scaffold_10-processed-gene-6.164-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.164&CDS=1-3126	YNL163C
1238	OG0001238	maker-scaffold_10-snap-gene-6.53-mRNA-1_1&gene=maker-scaffold_10-snap-gene-6.53&CDS=1-450	YNL162W-A
1239	OG0001239	snap_masked-scaffold_10-processed-gene-6.165-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.165&CDS=1-978	YHR142W
1240	OG0001240	snap_masked-scaffold_10-processed-gene-6.137-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.137&CDS=1-7398	YCR032W
1241	OG0001241	maker-scaffold_10-snap-gene-6.59-mRNA-1_1&gene=maker-scaffold_10-snap-gene-6.59&CDS=1-1074	YMR241W
1242	OG0001242	snap_masked-scaffold_10-processed-gene-6.138-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.138&CDS=1-1050	YCR035C
1243	OG0001243	snap_masked-scaffold_10-processed-gene-6.169-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.169&CDS=1-663	YBR096W
1244	OG0001244	snap_masked-scaffold_10-processed-gene-6.172-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.172&CDS=1-1704	YIL099W
1245	OG0001245	snap_masked-scaffold_10-processed-gene-6.142-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.142&CDS=1-573	YBL090W
1246	OG0001246	snap_masked-scaffold_10-processed-gene-6.174-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.174&CDS=1-393	YIL098C
1247	OG0001247	maker-scaffold_10-snap-gene-6.54-mRNA-1_1&gene=maker-scaffold_10-snap-gene-6.54&CDS=1-1098	YNL037C
1248	OG0001248	snap_masked-scaffold_10-processed-gene-6.144-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.144&CDS=1-1821	YIL097W
1249	OG0001249	maker-scaffold_10-snap-gene-6.60-mRNA-1_1&gene=maker-scaffold_10-snap-gene-6.60&CDS=1-1173	YIL096C
1250	OG0001250	augustus_masked-scaffold_10-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-6.85&CDS=1-1032	YDR044W
1251	OG0001251	snap_masked-scaffold_10-processed-gene-6.178-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.178&CDS=1-2655	YNL039W
1252	OG0001252	snap_masked-scaffold_11-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.94&CDS=1-2649	YDR150W
1253	OG0001253	snap_masked-scaffold_11-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.120&CDS=1-1041	YLR420W
1254	OG0001254	snap_masked-scaffold_11-processed-gene-0.121-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.121&CDS=1-2034	YIL046W
1255	OG0001255	snap_masked-scaffold_11-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.122&CDS=1-2124	YOR205C
1256	OG0001256	augustus_masked-scaffold_11-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-0.58&CDS=1-2838	YLR207W
1257	OG0001257	snap_masked-scaffold_11-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.99&CDS=1-915	YLR208W
1258	OG0001258	snap_masked-scaffold_11-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.102&CDS=1-2175	YOR206W
1259	OG0001259	snap_masked-scaffold_11-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.123&CDS=1-2436	YOR168W
1260	OG0001260	maker-scaffold_11-snap-gene-0.52-mRNA-1_1&gene=maker-scaffold_11-snap-gene-0.52&CDS=1-891	YER055C
1261	OG0001261	snap_masked-scaffold_11-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.105&CDS=1-324	YER058W
1262	OG0001262	maker-scaffold_11-snap-gene-0.50-mRNA-1_1&gene=maker-scaffold_11-snap-gene-0.50&CDS=1-483	YPR062W
1263	OG0001263	snap_masked-scaffold_11-processed-gene-0.133-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.133&CDS=1-1497	YBR029C
1264	OG0001264	snap_masked-scaffold_11-processed-gene-0.134-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.134&CDS=1-774	YGL123W
1265	OG0001265	snap_masked-scaffold_11-processed-gene-0.135-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.135&CDS=1-1158	YCL055W
1266	OG0001266	snap_masked-scaffold_11-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.117&CDS=1-2715	YBR017C
1267	OG0001267	snap_masked-scaffold_11-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.118&CDS=1-285	YJL166W
1268	OG0001268	snap_masked-scaffold_11-processed-gene-0.137-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.137&CDS=1-1758	YKL189W
1269	OG0001269	maker-scaffold_11-snap-gene-1.2-mRNA-1_1&gene=maker-scaffold_11-snap-gene-1.2&CDS=1-840	YPR103W
1270	OG0001270	snap_masked-scaffold_11-processed-gene-1.94-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.94&CDS=1-4377	YGR281W
1271	OG0001271	maker-scaffold_11-snap-gene-1.0-mRNA-1_1&gene=maker-scaffold_11-snap-gene-1.0&CDS=1-7821	YBL004W
1272	OG0001272	snap_masked-scaffold_11-processed-gene-1.87-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.87&CDS=1-2031	YMR013C
1273	OG0001273	maker-scaffold_11-snap-gene-1.3-mRNA-1_1&gene=maker-scaffold_11-snap-gene-1.3&CDS=1-3690	YJL101C
1274	OG0001274	snap_masked-scaffold_11-processed-gene-1.98-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.98&CDS=1-963	YDL051W
1275	OG0001275	snap_masked-scaffold_11-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.101&CDS=1-1101	YJR107W
1276	OG0001276	snap_masked-scaffold_11-processed-gene-1.105-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.105&CDS=1-3531	YFR031C
1277	OG0001277	maker-scaffold_11-snap-gene-1.4-mRNA-1_1&gene=maker-scaffold_11-snap-gene-1.4&CDS=1-381	YFR033C
1278	OG0001278	snap_masked-scaffold_11-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.90&CDS=1-2109	YGL026C
1279	OG0001279	snap_masked-scaffold_11-processed-gene-2.7-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.7&CDS=1-10212	YLL040C
1280	OG0001280	augustus_masked-scaffold_11-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.95&CDS=1-2547	YCR028C
1281	OG0001281	snap_masked-scaffold_11-processed-gene-2.33-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.33&CDS=1-4518	YBR235W
1282	OG0001282	snap_masked-scaffold_11-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.34&CDS=1-2037	YEL011W
1283	OG0001283	snap_masked-scaffold_11-processed-gene-2.12-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.12&CDS=1-2847	YER169W
1284	OG0001284	snap_masked-scaffold_11-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.37&CDS=1-4878	YDR464W
1285	OG0001285	augustus_masked-scaffold_11-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.101&CDS=1-564	YKL069W
1286	OG0001286	augustus_masked-scaffold_11-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.122&CDS=1-426	YIL004C
1287	OG0001287	snap_masked-scaffold_11-processed-gene-2.15-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.15&CDS=1-699	YOL147C
1288	OG0001288	snap_masked-scaffold_11-processed-gene-2.39-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.39&CDS=1-1404	YOR166C
1289	OG0001289	snap_masked-scaffold_11-processed-gene-2.22-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.22&CDS=1-1077	YPL121C
1290	OG0001290	snap_masked-scaffold_11-processed-gene-2.44-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.44&CDS=1-3477	YOR207C
1291	OG0001291	snap_masked-scaffold_11-processed-gene-2.23-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.23&CDS=1-891	YLR209C
1292	OG0001292	snap_masked-scaffold_11-processed-gene-2.24-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.24&CDS=1-1527	YPL122C
1293	OG0001293	snap_masked-scaffold_11-processed-gene-2.45-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.45&CDS=1-3621	YLR032W
1294	OG0001294	maker-scaffold_11-snap-gene-2.137-mRNA-1_1&gene=maker-scaffold_11-snap-gene-2.137&CDS=1-1977	YOL148C
1295	OG0001295	maker-scaffold_11-snap-gene-2.136-mRNA-1_1&gene=maker-scaffold_11-snap-gene-2.136&CDS=1-753	YLR022C
1296	OG0001296	augustus_masked-scaffold_11-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.113&CDS=1-909	YOR251C
1297	OG0001297	maker-scaffold_11-augustus-gene-2.146-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-2.146&CDS=1-486	YOL114C
1298	OG0001298	augustus_masked-scaffold_2-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.62&CDS=1-1752	YEL065W
1299	OG0001299	augustus_masked-scaffold_2-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.64&CDS=1-993	YOL154W
1300	OG0001300	snap_masked-scaffold_2-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.89&CDS=1-1941	YHL020C
1301	OG0001301	snap_masked-scaffold_2-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.111&CDS=1-996	YMR010W
1302	OG0001302	snap_masked-scaffold_2-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.91&CDS=1-2529	YCL030C
1303	OG0001303	snap_masked-scaffold_2-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.92&CDS=1-990	YML004C
1304	OG0001304	snap_masked-scaffold_2-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.116&CDS=1-444	YCL033C
1305	OG0001305	genemark-scaffold_2-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.8&CDS=1-585	YDR512C
1306	OG0001306	augustus_masked-scaffold_2-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.75&CDS=1-3951	YBR081C
1307	OG0001307	snap_masked-scaffold_2-processed-gene-0.121-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.121&CDS=1-654	YMR202W
1308	OG0001308	snap_masked-scaffold_2-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.122&CDS=1-2883	YMR036C
1309	OG0001309	snap_masked-scaffold_2-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.124&CDS=1-2754	YNL127W
1310	OG0001310	snap_masked-scaffold_2-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.97&CDS=1-588	YHR121W
1311	OG0001311	snap_masked-scaffold_2-processed-gene-0.125-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.125&CDS=1-471	YNL131W
1312	OG0001312	snap_masked-scaffold_2-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.92&CDS=1-2226	YJL012C
1313	OG0001313	snap_masked-scaffold_2-processed-gene-1.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.95&CDS=1-1902	YHR188C
1314	OG0001314	maker-scaffold_2-snap-gene-1.7-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.7&CDS=1-3513	YMR288W
1315	OG0001315	genemark-scaffold_2-processed-gene-1.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.57&CDS=1-2562	YGR261C
1316	OG0001316	snap_masked-scaffold_2-processed-gene-1.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.97&CDS=1-423	YGR203W
1317	OG0001317	snap_masked-scaffold_2-processed-gene-1.100-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.100&CDS=1-1230	YNL175C
1318	OG0001318	maker-scaffold_2-snap-gene-1.9-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.9&CDS=1-4560	YEL043W
1319	OG0001319	snap_masked-scaffold_2-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.101&CDS=1-1128	YEL046C
1320	OG0001320	snap_masked-scaffold_2-processed-gene-1.112-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.112&CDS=1-429	YPR082C
1321	OG0001321	snap_masked-scaffold_2-processed-gene-1.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.113&CDS=1-552	YBR122C
1322	OG0001322	snap_masked-scaffold_2-processed-gene-1.114-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.114&CDS=1-1869	YBR123C
1323	OG0001323	snap_masked-scaffold_2-processed-gene-1.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.102&CDS=1-1407	YBR126C
1324	OG0001324	snap_masked-scaffold_2-processed-gene-1.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.115&CDS=1-1569	YER090W
1325	OG0001325	snap_masked-scaffold_2-processed-gene-1.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.103&CDS=1-1299	YBL058W
1326	OG0001326	snap_masked-scaffold_2-processed-gene-1.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.118&CDS=1-1005	YBL055C
1327	OG0001327	snap_masked-scaffold_2-processed-gene-1.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.120&CDS=1-789	YNL234W
1328	OG0001328	snap_masked-scaffold_2-processed-gene-1.122-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.122&CDS=1-1416	YGL190C
1329	OG0001329	snap_masked-scaffold_2-processed-gene-1.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.105&CDS=1-1416	YDL150W
1330	OG0001330	augustus_masked-scaffold_2-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.28&CDS=1-2973	YDL149W
1331	OG0001331	snap_masked-scaffold_2-processed-gene-1.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.124&CDS=1-2517	YDL148C
1332	OG0001332	snap_masked-scaffold_2-processed-gene-1.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.126&CDS=1-501	YER050C
1333	OG0001333	snap_masked-scaffold_2-processed-gene-1.107-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.107&CDS=1-1503	YER051W
1334	OG0001334	snap_masked-scaffold_2-processed-gene-1.127-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.127&CDS=1-3708	YDL145C
1335	OG0001335	maker-scaffold_2-snap-gene-1.13-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.13&CDS=1-1191	YIL042C
1336	OG0001336	maker-scaffold_2-snap-gene-1.12-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.12&CDS=1-1467	YDL146W
1337	OG0001337	snap_masked-scaffold_2-processed-gene-1.131-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.131&CDS=1-1335	YDL147W
1338	OG0001338	snap_masked-scaffold_2-processed-gene-2.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.2&CDS=1-1410	YBL098W
1339	OG0001339	snap_masked-scaffold_2-processed-gene-2.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.1&CDS=1-972	YPR023C
1340	OG0001340	augustus_masked-scaffold_2-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.58&CDS=1-2991	YLR318W
1341	OG0001341	snap_masked-scaffold_2-processed-gene-2.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.7&CDS=1-330	YBL001C
1342	OG0001342	maker-scaffold_2-snap-gene-2.107-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.107&CDS=1-882	YHR062C
1343	OG0001343	snap_masked-scaffold_2-processed-gene-2.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.13&CDS=1-3063	YLR319C
1344	OG0001344	snap_masked-scaffold_2-processed-gene-2.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.36&CDS=1-828	YGR262C
1345	OG0001345	maker-scaffold_2-snap-gene-2.108-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.108&CDS=1-510	YJR025C
1346	OG0001346	snap_masked-scaffold_2-processed-gene-2.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.39&CDS=1-2028	YJL201W
1347	OG0001347	snap_masked-scaffold_2-processed-gene-2.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.21&CDS=1-2919	YJL204C
1348	OG0001348	maker-scaffold_2-snap-gene-2.110-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.110&CDS=1-1143	YPR056W
1349	OG0001349	genemark-scaffold_2-processed-gene-2.142-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.142&CDS=1-1629	YBR028C
1350	OG0001350	snap_masked-scaffold_2-processed-gene-2.46-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.46&CDS=1-948	YLR239C
1351	OG0001351	maker-scaffold_2-snap-gene-2.106-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.106&CDS=1-1422	YDR198C
1352	OG0001352	snap_masked-scaffold_2-processed-gene-2.48-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.48&CDS=1-2229	YGR264C
1353	OG0001353	snap_masked-scaffold_2-processed-gene-3.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.95&CDS=1-441	YOR224C
1354	OG0001354	maker-scaffold_2-augustus-gene-3.2-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.2&CDS=1-588	YHR026W
1355	OG0001355	snap_masked-scaffold_2-processed-gene-3.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.97&CDS=1-756	YBL064C
1356	OG0001356	snap_masked-scaffold_2-processed-gene-3.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.102&CDS=1-522	YDL166C
1357	OG0001357	snap_masked-scaffold_2-processed-gene-3.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.103&CDS=1-1137	YDL165W
1358	OG0001358	maker-scaffold_2-snap-gene-3.47-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.47&CDS=1-423	YBR254C
1359	OG0001359	augustus_masked-scaffold_2-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.13&CDS=1-2520	YBR255W
1360	OG0001360	augustus_masked-scaffold_2-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.30&CDS=1-1557	YPL260W
1361	OG0001361	snap_masked-scaffold_2-processed-gene-3.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.126&CDS=1-1176	YNL001W
1362	OG0001362	snap_masked-scaffold_2-processed-gene-3.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.108&CDS=1-2931	YBL066C
