	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035707_Candida_heveicola
1384	OG0001384	YGL143C	snap_masked-flattened_line_20-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.118&CDS=1-1191
1385	OG0001385	YGL148W	augustus_masked-flattened_line_22-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.97&CDS=1-1128
1386	OG0001386	YGL150C	augustus_masked-flattened_line_24-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.119&CDS=1-3819
1387	OG0001387	YGL153W	augustus_masked-flattened_line_24-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.122&CDS=1-1209
1388	OG0001388	YGL156W	maker-flattened_line_2-augustus-gene-3.131-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.131&CDS=1-3564
1389	OG0001389	YGL159W	augustus_masked-flattened_line_26-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.50&CDS=1-1014
1390	OG0001390	YGL160W	augustus_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.64&CDS=1-1497
1391	OG0001391	YGL161C	augustus_masked-flattened_line_6-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.36&CDS=1-852
1392	OG0001392	YGL163C	snap_masked-flattened_line_14-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.1&CDS=1-2961
1393	OG0001393	YGL164C	snap_masked-flattened_line_14-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.14&CDS=1-1263
1394	OG0001394	YGL167C	augustus_masked-flattened_line_12-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.37&CDS=1-2748
1395	OG0001395	YGL169W	augustus_masked-flattened_line_12-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.88&CDS=1-1113
1396	OG0001396	YGL171W	augustus_masked-flattened_line_30-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.71&CDS=1-1611
1397	OG0001397	YGL172W	augustus_masked-flattened_line_28-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.9&CDS=1-1563
1398	OG0001398	YGL173C	snap_masked-flattened_line_28-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.191&CDS=1-4341
1399	OG0001399	YGL175C	snap_masked-flattened_line_28-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.154&CDS=1-735
1400	OG0001400	YGL178W	augustus_masked-flattened_line_28-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.7&CDS=1-1995
1401	OG0001401	YGL179C	snap_masked-flattened_line_0-processed-gene-4.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.103&CDS=1-3429
1402	OG0001402	YGL180W	augustus_masked-flattened_line_0-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.40&CDS=1-2535
1403	OG0001403	YGL181W	augustus_masked-flattened_line_22-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.104&CDS=1-1257
1404	OG0001404	YGL184C	augustus_masked-flattened_line_8-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.20&CDS=1-1212
1405	OG0001405	YGL186C	augustus_masked-flattened_line_4-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.20&CDS=1-1584
1406	OG0001406	YGL187C	snap_masked-flattened_line_14-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.123&CDS=1-465
1407	OG0001407	YGL190C	augustus_masked-flattened_line_14-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.69&CDS=1-1533
1408	OG0001408	YGL191W	augustus_masked-flattened_line_14-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.82&CDS=1-402
1409	OG0001409	YGL192W	augustus_masked-flattened_line_14-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.79&CDS=1-4974
1410	OG0001410	YGL194C	augustus_masked-flattened_line_16-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.57&CDS=1-1359
1411	OG0001411	YGL195W	augustus_masked-flattened_line_46-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.94&CDS=1-8112
1412	OG0001412	YGL196W	augustus_masked-flattened_line_4-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-8.26&CDS=1-1245
1413	OG0001413	YGL198W	augustus_masked-flattened_line_46-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.91&CDS=1-858
1414	OG0001414	YGL200C	augustus_masked-flattened_line_22-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.84&CDS=1-594
1415	OG0001415	YGL201C	augustus_masked-flattened_line_2-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.67&CDS=1-2775
1416	OG0001416	YGL202W	maker-flattened_line_8-augustus-gene-5.98-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-5.98&CDS=1-2841
1417	OG0001417	YGL203C	augustus_masked-flattened_line_0-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.48&CDS=1-1983
1418	OG0001418	YGL206C	augustus_masked-flattened_line_0-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.13&CDS=1-4998
1419	OG0001419	YGL207W	augustus_masked-flattened_line_2-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.18&CDS=1-3093
1420	OG0001420	YGL211W	augustus_masked-flattened_line_0-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.39&CDS=1-1107
1421	OG0001421	YGL212W	augustus_masked-flattened_line_2-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.113&CDS=1-975
1422	OG0001422	YGL213C	augustus_masked-flattened_line_36-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.120&CDS=1-1161
1423	OG0001423	YGL215W	augustus_masked-flattened_line_2-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.41&CDS=1-1071
1424	OG0001424	YGL216W	genemark-flattened_line_8-processed-gene-8.206-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.206&CDS=1-2424
1425	OG0001425	YGL221C	augustus_masked-flattened_line_12-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.78&CDS=1-834
1426	OG0001426	YGL225W	augustus_masked-flattened_line_8-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.32&CDS=1-1014
1427	OG0001427	YGL227W	augustus_masked-flattened_line_6-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.32&CDS=1-2445
1428	OG0001428	YGL231C	snap_masked-flattened_line_20-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.119&CDS=1-501
1429	OG0001429	YGL232W	augustus_masked-flattened_line_20-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.58&CDS=1-909
1430	OG0001430	YGL233W	augustus_masked-flattened_line_20-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.83&CDS=1-2604
1431	OG0001431	YGL234W	augustus_masked-flattened_line_8-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.8&CDS=1-2373
1432	OG0001432	YGL236C	augustus_masked-flattened_line_8-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.29&CDS=1-2046
1433	OG0001433	YGL237C	augustus_masked-flattened_line_8-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.14&CDS=1-720
1434	OG0001434	YGL238W	augustus_masked-flattened_line_8-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.31&CDS=1-2961
1435	OG0001435	YGL240W	augustus_masked-flattened_line_8-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.11&CDS=1-939
1436	OG0001436	YGL241W	augustus_masked-flattened_line_12-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.89&CDS=1-3111
1437	OG0001437	YGL242C	augustus_masked-flattened_line_12-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.9&CDS=1-513
1438	OG0001438	YGL243W	augustus_masked-flattened_line_12-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.25&CDS=1-1110
1439	OG0001439	YGL244W	augustus_masked-flattened_line_0-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.44&CDS=1-1644
1440	OG0001440	YGL245W	augustus_masked-flattened_line_2-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.66&CDS=1-2130
1441	OG0001441	YGL246C	augustus_masked-flattened_line_10-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-6.106&CDS=1-1182
1442	OG0001442	YGL247W	snap_masked-flattened_line_10-processed-gene-5.6-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.6&CDS=1-765
1443	OG0001443	YGL248W	augustus_masked-flattened_line_10-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.66&CDS=1-1044
1444	OG0001444	YGR001C	augustus_masked-flattened_line_12-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.34&CDS=1-741
1445	OG0001445	YGR002C	augustus_masked-flattened_line_12-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.3&CDS=1-1635
1446	OG0001446	YGR003W	augustus_masked-flattened_line_26-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.60&CDS=1-2631
1447	OG0001447	YGR005C	augustus_masked-flattened_line_14-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.70&CDS=1-1185
1448	OG0001448	YGR007W	maker-flattened_line_16-augustus-gene-1.87-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.87&CDS=1-1140
1449	OG0001449	YGR009C	augustus_masked-flattened_line_28-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.35&CDS=1-1335
1450	OG0001450	YGR012W	augustus_masked-flattened_line_44-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.80&CDS=1-999
1451	OG0001451	YGR014W	augustus_masked-flattened_line_14-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.74&CDS=1-3288
1452	OG0001452	YGR017W	augustus_masked-flattened_line_12-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.95&CDS=1-903
1453	OG0001453	YGR019W	augustus_masked-flattened_line_12-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.100&CDS=1-1410
1454	OG0001454	YGR020C	augustus_masked-flattened_line_12-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.103&CDS=1-372
1455	OG0001455	YGR021W	snap_masked-flattened_line_12-processed-gene-4.37-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.37&CDS=1-813
1456	OG0001456	YGR024C	snap_masked-flattened_line_14-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.99&CDS=1-795
1457	OG0001457	YGR028W	augustus_masked-flattened_line_44-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.64&CDS=1-1050
1458	OG0001458	YGR029W	maker-flattened_line_20-augustus-gene-1.81-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.81&CDS=1-1248
1459	OG0001459	YGR031W	augustus_masked-flattened_line_4-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.120&CDS=1-963
1460	OG0001460	YGR032W	augustus_masked-flattened_line_12-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.42&CDS=1-5664
1461	OG0001461	YGR033C	augustus_masked-flattened_line_12-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.21&CDS=1-753
1462	OG0001462	YGR036C	augustus_masked-flattened_line_12-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.19&CDS=1-681
1463	OG0001463	YGR037C	augustus_masked-flattened_line_0-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.45&CDS=1-258
1464	OG0001464	YGR042W	augustus_masked-flattened_line_2-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.56&CDS=1-720
1465	OG0001465	YGR047C	snap_masked-flattened_line_26-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.74&CDS=1-2958
1466	OG0001466	YGR048W	augustus_masked-flattened_line_0-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.10&CDS=1-1008
1467	OG0001467	YGR052W	augustus_masked-flattened_line_0-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.52&CDS=1-1383
1468	OG0001468	YGR053C	augustus_masked-flattened_line_0-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.69&CDS=1-870
1469	OG0001469	YGR054W	augustus_masked-flattened_line_12-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.43&CDS=1-1827
1470	OG0001470	YGR055W	augustus_masked-flattened_line_8-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-7.112&CDS=1-1632
1471	OG0001471	YGR057C	augustus_masked-flattened_line_10-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.60&CDS=1-657
1472	OG0001472	YGR060W	augustus_masked-flattened_line_20-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.112&CDS=1-909
1473	OG0001473	YGR061C	augustus_masked-flattened_line_24-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.117&CDS=1-4041
1474	OG0001474	YGR062C	augustus_masked-flattened_line_6-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.18&CDS=1-1002
1475	OG0001475	YGR063C	augustus_masked-flattened_line_6-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.31&CDS=1-336
1476	OG0001476	YGR074W	augustus_masked-flattened_line_2-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.114&CDS=1-345
1477	OG0001477	YGR076C	augustus_masked-flattened_line_2-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.133&CDS=1-474
1478	OG0001478	YGR080W	augustus_masked-flattened_line_14-processed-gene-5.201-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.201&CDS=1-1038
1479	OG0001479	YGR081C	augustus_masked-flattened_line_14-processed-gene-5.202-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.202&CDS=1-522
1480	OG0001480	YGR082W	augustus_masked-flattened_line_14-processed-gene-5.254-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.254&CDS=1-525
1481	OG0001481	YGR083C	augustus_masked-flattened_line_26-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.15&CDS=1-1551
1482	OG0001482	YGR086C	augustus_masked-flattened_line_14-processed-gene-5.199-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.199&CDS=1-933
1483	OG0001483	YGR090W	augustus_masked-flattened_line_40-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.37&CDS=1-3519
1484	OG0001484	YGR091W	augustus_masked-flattened_line_58-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.9&CDS=1-1530
1485	OG0001485	YGR093W	augustus_masked-flattened_line_4-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.58&CDS=1-1407
1486	OG0001486	YGR094W	augustus_masked-flattened_line_58-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.10&CDS=1-3150
1487	OG0001487	YGR095C	augustus_masked-flattened_line_58-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.14&CDS=1-714
1488	OG0001488	YGR096W	augustus_masked-flattened_line_0-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.11&CDS=1-906
1489	OG0001489	YGR098C	augustus_masked-flattened_line_42-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.102&CDS=1-4518
1490	OG0001490	YGR099W	augustus_masked-flattened_line_10-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.73&CDS=1-2523
1491	OG0001491	YGR100W	augustus_masked-flattened_line_40-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.54&CDS=1-2784
1492	OG0001492	YGR101W	augustus_masked-flattened_line_36-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.68&CDS=1-909
1493	OG0001493	YGR103W	augustus_masked-flattened_line_0-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.63&CDS=1-1764
1494	OG0001494	YGR105W	snap_masked-flattened_line_0-processed-gene-11.139-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.139&CDS=1-240
1495	OG0001495	YGR111W	augustus_masked-flattened_line_44-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.75&CDS=1-1221
1496	OG0001496	YGR112W	genemark-flattened_line_4-processed-gene-9.99-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.99&CDS=1-1080
1497	OG0001497	YGR116W	augustus_masked-flattened_line_8-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-7.115&CDS=1-4311
1498	OG0001498	YGR117C	augustus_masked-flattened_line_32-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.49&CDS=1-1242
1499	OG0001499	YGR119C	augustus_masked-flattened_line_42-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.79&CDS=1-1740
1500	OG0001500	YGR123C	augustus_masked-flattened_line_4-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.138&CDS=1-1806
1501	OG0001501	YGR124W	augustus_masked-flattened_line_10-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.62&CDS=1-1719
1502	OG0001502	YGR125W	augustus_masked-flattened_line_10-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.0&CDS=1-2946
1503	OG0001503	YGR127W	snap_masked-flattened_line_0-processed-gene-12.194-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.194&CDS=1-813
1504	OG0001504	YGR128C	snap_masked-flattened_line_10-processed-gene-6.14-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-6.14&CDS=1-2196
1505	OG0001505	YGR132C	augustus_masked-flattened_line_10-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.14&CDS=1-840
1506	OG0001506	YGR135W	augustus_masked-flattened_line_10-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.16&CDS=1-747
1507	OG0001507	YGR144W	augustus_masked-flattened_line_0-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.21&CDS=1-978
1508	OG0001508	YGR145W	augustus_masked-flattened_line_24-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.26&CDS=1-2658
1509	OG0001509	YGR149W	augustus_masked-flattened_line_0-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.3&CDS=1-1395
1510	OG0001510	YGR150C	augustus_masked-flattened_line_36-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.98&CDS=1-2262
1511	OG0001511	YGR152C	genemark-flattened_line_2-processed-gene-9.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.116&CDS=1-720
1512	OG0001512	YGR155W	augustus_masked-flattened_line_28-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.54&CDS=1-1482
1513	OG0001513	YGR157W	augustus_masked-flattened_line_6-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.20&CDS=1-2553
1514	OG0001514	YGR159C	augustus_masked-flattened_line_2-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.104&CDS=1-1314
1515	OG0001515	YGR163W	augustus_masked-flattened_line_20-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.113&CDS=1-975
1516	OG0001516	YGR165W	genemark-flattened_line_40-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.28&CDS=1-852
1517	OG0001517	YGR166W	augustus_masked-flattened_line_32-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.56&CDS=1-1803
1518	OG0001518	YGR167W	augustus_masked-flattened_line_2-processed-gene-11.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.95&CDS=1-651
1519	OG0001519	YGR170W	augustus_masked-flattened_line_6-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.29&CDS=1-3372
1520	OG0001520	YGR171C	augustus_masked-flattened_line_6-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.16&CDS=1-1581
1521	OG0001521	YGR172C	augustus_masked-flattened_line_6-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.15&CDS=1-762
1522	OG0001522	YGR173W	augustus_masked-flattened_line_6-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.1&CDS=1-1101
1523	OG0001523	YGR174C	augustus_masked-flattened_line_20-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.55&CDS=1-432
1524	OG0001524	YGR184C	snap_masked-flattened_line_2-processed-gene-2.57-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.57&CDS=1-924
1525	OG0001525	YGR185C	maker-flattened_line_2-augustus-gene-2.96-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.96&CDS=1-1305
1526	OG0001526	YGR186W	augustus_masked-flattened_line_2-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.6&CDS=1-1713
1527	OG0001527	YGR187C	augustus_masked-flattened_line_2-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.3&CDS=1-1089
1528	OG0001528	YGR189C	augustus_masked-flattened_line_6-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.1&CDS=1-1308
1529	OG0001529	YGR193C	augustus_masked-flattened_line_0-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.81&CDS=1-1311
1530	OG0001530	YGR194C	maker-flattened_line_0-snap-gene-8.46-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.46&CDS=1-2049
1531	OG0001531	YGR195W	genemark-flattened_line_2-processed-gene-3.95-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.95&CDS=1-1590
1532	OG0001532	YGR198W	augustus_masked-flattened_line_6-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.37&CDS=1-2751
1533	OG0001533	YGR200C	augustus_masked-flattened_line_2-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.94&CDS=1-2403
1534	OG0001534	YGR202C	augustus_masked-flattened_line_6-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.34&CDS=1-1278
1535	OG0001535	YGR203W	augustus_masked-flattened_line_6-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.0&CDS=1-408
1536	OG0001536	YGR205W	augustus_masked-flattened_line_10-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.16&CDS=1-840
1537	OG0001537	YGR207C	augustus_masked-flattened_line_10-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.15&CDS=1-765
1538	OG0001538	YGR208W	augustus_masked-flattened_line_0-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.35&CDS=1-921
1539	OG0001539	YGR210C	augustus_masked-flattened_line_16-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.76&CDS=1-1233
1540	OG0001540	YGR211W	augustus_masked-flattened_line_0-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.61&CDS=1-1413
1541	OG0001541	YGR215W	augustus_masked-flattened_line_0-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.62&CDS=1-306
1542	OG0001542	YGR216C	augustus_masked-flattened_line_18-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.155&CDS=1-1785
1543	OG0001543	YGR217W	augustus_masked-flattened_line_0-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.77&CDS=1-6552
1544	OG0001544	YGR218W	augustus_masked-flattened_line_12-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.107&CDS=1-3240
1545	OG0001545	YGR220C	augustus_masked-flattened_line_12-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.109&CDS=1-849
1546	OG0001546	YGR227W	snap_masked-flattened_line_20-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.18&CDS=1-1341
1547	OG0001547	YGR229C	augustus_masked-flattened_line_20-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.115&CDS=1-1251
