	OrthologID	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
1938	OG0001938	-processed-gene-5.24-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.24&CDS=1-4713	YAL002W
1939	OG0001939	-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.65&CDS=1-2607	YPR089W
1940	OG0001940	-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.1&CDS=1-528	YOR052C
1941	OG0001941	-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.3&CDS=1-1266	YKR070W
1942	OG0001942	-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.4&CDS=1-1587	YDR171W
1943	OG0001943	-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.19&CDS=1-2268	YDR172W
1944	OG0001944	-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.20&CDS=1-1002	YIL145C
1945	OG0001945	-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.21&CDS=1-960	YKR080W
1946	OG0001946	-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.8&CDS=1-2043	YML042W
1947	OG0001947	-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.25&CDS=1-2400	YLR055C
1948	OG0001948	-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.9&CDS=1-999	YFL028C
1949	OG0001949	-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.26&CDS=1-1158	YLR056W
1950	OG0001950	-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.28&CDS=1-774	YJL218W
1951	OG0001951	-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.11&CDS=1-1800	YNR055C
1952	OG0001952	-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.13&CDS=1-375	YOR122C
1953	OG0001953	-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.16&CDS=1-1122	YOR130C
1954	OG0001954	-augustus-gene-6.78-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-6.78&CDS=1-705	YDR381W
1955	OG0001955	-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.18&CDS=1-1140	YGL185C
1956	OG0001956	-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.36&CDS=1-2037	YOR320C
1957	OG0001957	-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.0&CDS=1-1167	YGL184C
1958	OG0001958	-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.16&CDS=1-1065	YCR036W
1959	OG0001959	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.77&CDS=1-3723	YML049C
1960	OG0001960	-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.3&CDS=1-3591	YDR325W
1961	OG0001961	-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.5&CDS=1-1107	YKR038C
1962	OG0001962	-augustus-gene-7.55-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-7.55&CDS=1-1611	YNR053C
1963	OG0001963	-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.12&CDS=1-1872	YNR052C
1964	OG0001964	-snap-gene-7.89-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-7.89&CDS=1-1233	YNR051C
1965	OG0001965	-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.20&CDS=1-726	YDR177W
1966	OG0001966	-snap-gene-7.90-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-7.90&CDS=1-7227	YCR093W
1967	OG0001967	-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.51&CDS=1-1134	YDR142C
1968	OG0001968	-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.61&CDS=1-5097	YDR104C
1969	OG0001969	-processed-gene-8.38-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.38&CDS=1-678	YER170W
1970	OG0001970	-processed-gene-8.16-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.16&CDS=1-1188	YDR367W
1971	OG0001971	-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.54&CDS=1-1719	YOR119C
1972	OG0001972	-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.64&CDS=1-1956	YOR118W
1973	OG0001973	-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.55&CDS=1-2082	YDR365C
1974	OG0001974	-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.56&CDS=1-642	YHR110W
1975	OG0001975	-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.57&CDS=1-1374	YHR111W
1976	OG0001976	-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.58&CDS=1-2250	YDR145W
1977	OG0001977	-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.70&CDS=1-537	YML055W
1978	OG0001978	-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.60&CDS=1-2310	YLR427W
1979	OG0001979	-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.71&CDS=1-1941	YLR429W
1980	OG0001980	-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.21&CDS=1-6324	YLR430W
1981	OG0001981	-processed-gene-9.44-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.44&CDS=1-525	YKL190W
1982	OG0001982	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.45&CDS=1-1998	YKL191W
1983	OG0001983	-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.22&CDS=1-1095	YLR420W
1984	OG0001984	-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.34&CDS=1-387	YLR421C
1985	OG0001985	-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.27&CDS=1-6015	YLR422W
1986	OG0001986	-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.29&CDS=1-1203	YKL193C
1987	OG0001987	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.12&CDS=1-1506	YGR044C
1988	OG0001988	-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.32&CDS=1-4365	YLR419W
1989	OG0001989	-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.35&CDS=1-1899	YLR127C
1990	OG0001990	-snap-gene-9.38-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-9.38&CDS=1-771	YLR128W
1991	OG0001991	-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.33&CDS=1-2907	YLR129W
1992	OG0001992	-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.36&CDS=1-1152	YLR130C
1993	OG0001993	-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.49&CDS=1-3921	YER162C
1994	OG0001994	-snap-gene-10.22-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-10.22&CDS=1-201	YDR086C
1995	OG0001995	-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.52&CDS=1-981	YDR087C
1996	OG0001996	-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.50&CDS=1-1578	YDR088C
1997	OG0001997	-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.53&CDS=1-3213	YDR089W
1998	OG0001998	-processed-gene-10.11-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.11&CDS=1-1464	YLR085C
1999	OG0001999	-augustus-gene-10.48-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-10.48&CDS=1-1302	YDL084W
2000	OG0002000	-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.54&CDS=1-1701	YML069W
2001	OG0002001	-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.62&CDS=1-1845	YGL125W
2002	OG0002002	-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.56&CDS=1-1413	YNL175C
2003	OG0002003	-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.63&CDS=1-915	YKR026C
2004	OG0002004	-augustus-gene-10.47-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-10.47&CDS=1-3138	YJL102W
2005	OG0002005	-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.64&CDS=1-5355	YLR247C
2006	OG0002006	-snap-gene-10.24-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-10.24&CDS=1-861	YLR250W
2007	OG0002007	-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.59&CDS=1-3144	YNL014W
2008	OG0002008	-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.66&CDS=1-1872	YNL011C
2009	OG0002009	-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.35&CDS=1-1437	YBR126C
2010	OG0002010	-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.38&CDS=1-597	YGR081C
2011	OG0002011	-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.37&CDS=1-480	YGR082W
2012	OG0002012	-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.39&CDS=1-3501	YPR097W
2013	OG0002013	-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.40&CDS=1-2412	YBR058C
2014	OG0002014	-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.53&CDS=1-1485	YBR057C
2015	OG0002015	-snap-gene-11.99-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-11.99&CDS=1-7251	YFR019W
2016	OG0002016	-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.54&CDS=1-1974	YOL019W
2017	OG0002017	-processed-gene-11.56-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.56&CDS=1-2091	YFR021W
2018	OG0002018	-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.57&CDS=1-1209	YMR201C
2019	OG0002019	-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.42&CDS=1-1482	YJL002C
2020	OG0002020	-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.44&CDS=1-651	YJL001W
2021	OG0002021	-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.45&CDS=1-1521	YLL002W
2022	OG0002022	-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.46&CDS=1-2397	YLL001W
2023	OG0002023	-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.59&CDS=1-1632	YGR093W
2024	OG0002024	-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.60&CDS=1-1581	YGR091W
2025	OG0002025	-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.48&CDS=1-3165	YGR094W
2026	OG0002026	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.61&CDS=1-669	YGR095C
2027	OG0002027	-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.49&CDS=1-1662	YKL221W
2028	OG0002028	-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.62&CDS=1-636	YDR399W
2029	OG0002029	-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.51&CDS=1-3009	YOR141C
2030	OG0002030	-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.65&CDS=1-957	YOR142W
2031	OG0002031	-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.8&CDS=1-1005	YFL044C
2032	OG0002032	-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.9&CDS=1-1335	YDR449C
2033	OG0002033	-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.20&CDS=1-1338	YDR448W
2034	OG0002034	-processed-gene-12.76-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.76&CDS=1-1575	YDR446W
2035	OG0002035	-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.23&CDS=1-540	YJR017C
2036	OG0002036	-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.11&CDS=1-1143	YDR279W
2037	OG0002037	-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.12&CDS=1-1047	YDR280W
2038	OG0002038	-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.25&CDS=1-1566	YHR007C
2039	OG0002039	-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.26&CDS=1-471	YKL167C
2040	OG0002040	-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.27&CDS=1-396	YKL170W
2041	OG0002041	-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.14&CDS=1-807	YJL174W
2042	OG0002042	-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.3&CDS=1-207	YJL127C-B
2043	OG0002043	-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.1&CDS=1-384	YCR071C
2044	OG0002044	-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.2&CDS=1-6021	YKR031C
2045	OG0002045	-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.6&CDS=1-303	YER048W-A
2046	OG0002046	-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.15&CDS=1-753	YOL154W
2047	OG0002047	-processed-gene-13.64-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.64&CDS=1-432	YGL041W-A
2048	OG0002048	-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.11&CDS=1-777	YLR150W
2049	OG0002049	-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.13&CDS=1-1311	YOR344C
2050	OG0002050	-processed-gene-13.66-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.66&CDS=1-1446	YNL254C
2051	OG0002051	-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.18&CDS=1-2538	YNL256W
2052	OG0002052	-processed-gene-14.74-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.74&CDS=1-1389	YGR255C
2053	OG0002053	-processed-gene-14.75-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.75&CDS=1-1140	YDL168W
2054	OG0002054	-snap-gene-14.37-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-14.37&CDS=1-2820	YDL167C
2055	OG0002055	-processed-gene-14.92-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.92&CDS=1-1383	YLR195C
2056	OG0002056	-processed-gene-14.79-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.79&CDS=1-1776	YLR196W
2057	OG0002057	-processed-gene-14.80-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.80&CDS=1-6447	YDL171C
2058	OG0002058	-processed-gene-14.82-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.82&CDS=1-2220	YHR004C
2059	OG0002059	-processed-gene-14.94-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.94&CDS=1-1182	YKL080W
2060	OG0002060	-processed-gene-14.95-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.95&CDS=1-1668	YMR067C
2061	OG0002061	-processed-gene-14.13-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.13&CDS=1-2457	YLR352W
2062	OG0002062	-processed-gene-14.98-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.98&CDS=1-4887	YHR186C
2063	OG0002063	-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.85&CDS=1-1116	YJL006C
2064	OG0002064	-processed-gene-14.99-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.99&CDS=1-1200	YJL031C
2065	OG0002065	-snap-gene-14.39-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-14.39&CDS=1-663	YJL030W
2066	OG0002066	-processed-gene-14.87-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.87&CDS=1-717	YKL142W
2067	OG0002067	-processed-gene-14.100-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.100&CDS=1-1110	YKL151C
2068	OG0002068	-processed-gene-14.88-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.88&CDS=1-900	YKL150W
2069	OG0002069	-processed-gene-14.89-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.89&CDS=1-1386	YGR257C
2070	OG0002070	-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.102&CDS=1-1053	YBR141C
2071	OG0002071	-processed-gene-14.90-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.90&CDS=1-2547	YBR142W
2072	OG0002072	-processed-gene-14.103-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.103&CDS=1-1299	YBR143C
2073	OG0002073	-processed-gene-14.91-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.91&CDS=1-1605	YGR083C
2074	OG0002074	-snap-gene-14.41-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-14.41&CDS=1-2817	YOR014W
2075	OG0002075	-processed-gene-15.57-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.57&CDS=1-2307	YDL164C
2076	OG0002076	-processed-gene-15.49-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.49&CDS=1-2565	YJL132W
2077	OG0002077	-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.36&CDS=1-1851	YKR051W
2078	OG0002078	-processed-gene-15.38-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.38&CDS=1-993	YLR308W
2079	OG0002079	-processed-gene-15.50-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.50&CDS=1-726	YJL055W
2080	OG0002080	-processed-gene-15.39-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.39&CDS=1-1203	YIL096C
2081	OG0002081	-processed-gene-15.52-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.52&CDS=1-2739	YIL097W
2082	OG0002082	-processed-gene-15.40-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.40&CDS=1-2691	YDR074W
2083	OG0002083	-processed-gene-15.42-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.42&CDS=1-1269	YJR125C
2084	OG0002084	-processed-gene-15.18-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.18&CDS=1-528	YML077W
2085	OG0002085	-processed-gene-15.55-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.55&CDS=1-1032	YLR447C
2086	OG0002086	-snap-gene-15.2-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-15.2&CDS=1-1611	YML071C
2087	OG0002087	-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.48&CDS=1-1233	YLR449W
2088	OG0002088	-snap-gene-16.51-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-16.51&CDS=1-3717	YML076C
2089	OG0002089	-processed-gene-16.14-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.14&CDS=1-966	YDL057W
2090	OG0002090	-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.40&CDS=1-2733	YKL047W
2091	OG0002091	-processed-gene-16.31-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.31&CDS=1-2196	YBL029W
2092	OG0002092	-processed-gene-16.6-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.6&CDS=1-231	YDR276C
2093	OG0002093	-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.41&CDS=1-1512	YOR051C
2094	OG0002094	-processed-gene-16.42-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.42&CDS=1-1683	YKR069W
2095	OG0002095	-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.33&CDS=1-1404	YLR314C
2096	OG0002096	-processed-gene-16.34-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.34&CDS=1-918	YBR151W
2097	OG0002097	-processed-gene-17.73-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-17.73&CDS=1-621	YOL008W
2098	OG0002098	-processed-gene-17.71-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-17.71&CDS=1-3645	YPL217C
