	OrthologID	Saccharomyces_cerevisiae	Sclerotinia_sclerotiorum
1040	OG0001040	YEL044W	XP_001585975.1
1041	OG0001041	YEL046C	XP_001597244.1
1042	OG0001042	YEL050C	XP_001592512.1
1043	OG0001043	YEL051W	XP_001590840.1
1044	OG0001044	YEL052W	XP_001590879.1
1045	OG0001045	YEL053C	XP_001597401.1
1046	OG0001046	YEL055C	XP_001597684.1
1047	OG0001047	YEL056W	XP_001591052.1
1048	OG0001048	YEL058W	XP_001597388.1
1049	OG0001049	YEL060C	XP_001595193.1
1050	OG0001050	YEL062W	XP_001592936.1
1051	OG0001051	YEL063C	XP_001586752.1
1052	OG0001052	YEL064C	XP_001595802.1
1053	OG0001053	YER002W	XP_001598700.1
1054	OG0001054	YER003C	XP_001598973.1
1055	OG0001055	YER004W	XP_001589766.1
1056	OG0001056	YER005W	XP_001590729.1
1057	OG0001057	YER006W	XP_001597370.1
1058	OG0001058	YER007C-A	XP_001592343.1
1059	OG0001059	YER007W	XP_001597003.1
1060	OG0001060	YER008C	XP_001598264.1
1061	OG0001061	YER009W	XP_001592408.1
1062	OG0001062	YER010C	XP_001598055.1
1063	OG0001063	YER012W	XP_001592709.1
1064	OG0001064	YER013W	XP_001585297.1
1065	OG0001065	YER014W	XP_001589402.1
1066	OG0001066	YER015W	XP_001595646.1
1067	OG0001067	YER016W	XP_001591718.1
1068	OG0001068	YER019C-A	XP_001592980.1
1069	OG0001069	YER019W	XP_001585750.1
1070	OG0001070	YER020W	XP_001590973.1
1071	OG0001071	YER021W	XP_001588021.1
1072	OG0001072	YER022W	XP_001587611.1
1073	OG0001073	YER025W	XP_001586265.1
1074	OG0001074	YER029C	XP_001586297.1
1075	OG0001075	YER031C	XP_001597901.1
1076	OG0001076	YER036C	XP_001592060.1
1077	OG0001077	YER042W	XP_001592914.1
1078	OG0001078	YER043C	XP_001596998.1
1079	OG0001079	YER044C	XP_001585151.1
1080	OG0001080	YER046W	XP_001588176.1
1081	OG0001081	YER048W-A	XP_001594507.1
1082	OG0001082	YER049W	XP_001597651.1
1083	OG0001083	YER050C	XP_001593583.1
1084	OG0001084	YER052C	XP_001598485.1
1085	OG0001085	YER053C	XP_001588988.1
1086	OG0001086	YER055C	XP_001594241.1
1087	OG0001087	YER058W	XP_001598797.1
1088	OG0001088	YER061C	XP_001590028.1
1089	OG0001089	YER065C	XP_001593548.1
1090	OG0001090	YER068W	XP_001596015.1
1091	OG0001091	YER069W	XP_001593679.1
1092	OG0001092	YER070W	XP_001588490.1
1093	OG0001093	YER072W	XP_001595611.1
1094	OG0001094	YER074W-A	XP_001589376.1
1095	OG0001095	YER075C	XP_001591236.1
1096	OG0001096	YER078C	XP_001596060.1
1097	OG0001097	YER081W	XP_001598108.1
1098	OG0001098	YER082C	XP_001593671.1
1099	OG0001099	YER086W	XP_001586016.1
1100	OG0001100	YER087W	XP_001584615.1
1101	OG0001101	YER090W	XP_001598901.1
1102	OG0001102	YER091C	XP_001588472.1
1103	OG0001103	YER093C	XP_001598021.1
1104	OG0001104	YER094C	XP_001586346.1
1105	OG0001105	YER095W	XP_001592541.1
1106	OG0001106	YER099C	XP_001588307.1
1107	OG0001107	YER100W	XP_001594560.1
1108	OG0001108	YER107C	XP_001588106.1
1109	OG0001109	YER110C	XP_001596135.1
1110	OG0001110	YER112W	XP_001585723.1
1111	OG0001111	YER118C	XP_001587432.1
1112	OG0001112	YER122C	XP_001584579.1
1113	OG0001113	YER125W	XP_001595619.1
1114	OG0001114	YER126C	XP_001597211.1
1115	OG0001115	YER127W	XP_001584762.1
1116	OG0001116	YER130C	XP_001594602.1
1117	OG0001117	YER133W	XP_001586566.1
1118	OG0001118	YER134C	XP_001585002.1
1119	OG0001119	YER136W	XP_001589137.1
1120	OG0001120	YER140W	XP_001595950.1
1121	OG0001121	YER141W	XP_001595910.1
1122	OG0001122	YER142C	XP_001588128.1
1123	OG0001123	YER143W	XP_001597156.1
1124	OG0001124	YER145C	XP_001597434.1
1125	OG0001125	YER146W	XP_001592770.1
1126	OG0001126	YER148W	XP_001592455.1
1127	OG0001127	YER151C	XP_001593428.1
1128	OG0001128	YER152C	XP_001585302.1
1129	OG0001129	YER154W	XP_001592205.1
1130	OG0001130	YER156C	XP_001588110.1
1131	OG0001131	YER162C	XP_001589818.1
1132	OG0001132	YER163C	XP_001596665.1
1133	OG0001133	YER164W	XP_001592377.1
1134	OG0001134	YER165W	XP_001598277.1
1135	OG0001135	YER168C	XP_001590547.1
1136	OG0001136	YER169W	XP_001597786.1
1137	OG0001137	YER170W	XP_001593102.1
1138	OG0001138	YER171W	XP_001589884.1
1139	OG0001139	YER172C	XP_001594627.1
1140	OG0001140	YER173W	XP_001597566.1
1141	OG0001141	YER175C	XP_001585084.1
1142	OG0001142	YER177W	XP_001586343.1
1143	OG0001143	YER178W	XP_001588993.1
1144	OG0001144	YER179W	XP_001598905.1
1145	OG0001145	YER183C	XP_001589326.1
1146	OG0001146	YFL001W	XP_001587196.1
1147	OG0001147	YFL002C	XP_001587191.1
1148	OG0001148	YFL005W	XP_001585967.1
1149	OG0001149	YFL007W	XP_001598069.1
1150	OG0001150	YFL008W	XP_001591684.1
1151	OG0001151	YFL010C	XP_001590990.1
1152	OG0001152	YFL013C	XP_001593152.1
1153	OG0001153	YFL016C	XP_001589105.1
1154	OG0001154	YFL017W-A	XP_001587119.1
1155	OG0001155	YFL018C	XP_001587768.1
1156	OG0001156	YFL022C	XP_001594633.1
1157	OG0001157	YFL024C	XP_001598127.1
1158	OG0001158	YFL025C	XP_001590960.1
1159	OG0001159	YFL026W	XP_001588763.1
1160	OG0001160	YFL028C	XP_001589989.1
1161	OG0001161	YFL030W	XP_001588622.1
1162	OG0001162	YFL031W	XP_001587665.1
1163	OG0001163	YFL033C	XP_001591458.1
1164	OG0001164	YFL034W	XP_001586281.1
1165	OG0001165	YFL036W	XP_001590882.1
1166	OG0001166	YFL037W	XP_001594844.1
1167	OG0001167	YFL038C	XP_001597789.1
1168	OG0001168	YFL039C	XP_001589969.1
1169	OG0001169	YFL044C	XP_001586986.1
1170	OG0001170	YFL045C	XP_001594710.1
1171	OG0001171	YFL046W	XP_001586266.1
1172	OG0001172	YFL047W	XP_001596865.1
1173	OG0001173	YFL054C	XP_001593891.1
1174	OG0001174	YFL055W	XP_001596858.1
1175	OG0001175	YFR001W	XP_001598350.1
1176	OG0001176	YFR002W	XP_001597443.1
1177	OG0001177	YFR004W	XP_001592900.1
1178	OG0001178	YFR005C	XP_001592711.1
1179	OG0001179	YFR006W	XP_001590156.1
1180	OG0001180	YFR007W	XP_001595627.1
1181	OG0001181	YFR009W	XP_001594843.1
1182	OG0001182	YFR010W	XP_001593749.1
1183	OG0001183	YFR015C	XP_001591193.1
1184	OG0001184	YFR016C	XP_001591148.1
1185	OG0001185	YFR018C	XP_001594745.1
1186	OG0001186	YFR019W	XP_001596312.1
1187	OG0001187	YFR021W	XP_001589864.1
1188	OG0001188	YFR025C	XP_001590871.1
1189	OG0001189	YFR027W	XP_001587846.1
1190	OG0001190	YFR028C	XP_001586094.1
1191	OG0001191	YFR030W	XP_001589769.1
1192	OG0001192	YFR031C	XP_001589120.1
1193	OG0001193	YFR032C-A	XP_001591553.1
1194	OG0001194	YFR033C	XP_001598052.1
1195	OG0001195	YFR037C	XP_001590979.1
1196	OG0001196	YFR038W	XP_001597123.1
1197	OG0001197	YFR041C	XP_001594347.1
1198	OG0001198	YFR044C	XP_001588083.1
1199	OG0001199	YFR047C	XP_001594112.1
1200	OG0001200	YFR048W	XP_001592736.1
1201	OG0001201	YFR050C	XP_001594260.1
1202	OG0001202	YFR051C	XP_001591679.1
1203	OG0001203	YFR052W	XP_001591288.1
1204	OG0001204	YGL001C	XP_001591457.1
1205	OG0001205	YGL003C	XP_001591739.1
1206	OG0001206	YGL006W	XP_001592427.1
1207	OG0001207	YGL008C	XP_001595647.1
1208	OG0001208	YGL009C	XP_001589154.1
1209	OG0001209	YGL010W	XP_001591143.1
1210	OG0001210	YGL011C	XP_001593800.1
1211	OG0001211	YGL012W	XP_001593427.1
1212	OG0001212	YGL014W	XP_001595662.1
1213	OG0001213	YGL016W	XP_001598223.1
1214	OG0001214	YGL017W	XP_001588948.1
1215	OG0001215	YGL018C	XP_001597237.1
1216	OG0001216	YGL019W	XP_001592667.1
1217	OG0001217	YGL022W	XP_001597658.1
1218	OG0001218	YGL023C	XP_001591986.1
1219	OG0001219	YGL026C	XP_001590374.1
1220	OG0001220	YGL027C	XP_001589980.1
1221	OG0001221	YGL030W	XP_001594073.1
1222	OG0001222	YGL033W	XP_001591291.1
1223	OG0001223	YGL037C	XP_001593095.1
1224	OG0001224	YGL040C	XP_001590437.1
1225	OG0001225	YGL043W	XP_001587217.1
1226	OG0001226	YGL044C	XP_001589274.1
1227	OG0001227	YGL045W	XP_001594595.1
1228	OG0001228	YGL047W	XP_001588350.1
1229	OG0001229	YGL048C	XP_001597447.1
1230	OG0001230	YGL050W	XP_001584926.1
1231	OG0001231	YGL054C	XP_001586029.1
1232	OG0001232	YGL058W	XP_001596699.1
1233	OG0001233	YGL059W	XP_001591089.1
1234	OG0001234	YGL064C	XP_001589052.1
1235	OG0001235	YGL065C	XP_001596253.1
1236	OG0001236	YGL066W	XP_001585436.1
1237	OG0001237	YGL067W	XP_001591083.1
1238	OG0001238	YGL068W	XP_001589044.1
1239	OG0001239	YGL070C	XP_001590173.1
1240	OG0001240	YGL073W	XP_001597859.1
1241	OG0001241	YGL077C	XP_001584635.1
1242	OG0001242	YGL078C	XP_001588080.1
1243	OG0001243	YGL080W	XP_001586296.1
1244	OG0001244	YGL083W	XP_001592643.1
1245	OG0001245	YGL085W	XP_001596756.1
1246	OG0001246	YGL086W	XP_001590971.1
1247	OG0001247	YGL087C	XP_001594925.1
1248	OG0001248	YGL091C	XP_001590807.1
1249	OG0001249	YGL092W	XP_001598255.1
1250	OG0001250	YGL094C	XP_001596053.1
1251	OG0001251	YGL095C	XP_001598339.1
1252	OG0001252	YGL097W	XP_001597719.1
1253	OG0001253	YGL099W	XP_001590058.1
1254	OG0001254	YGL100W	XP_001591104.1
1255	OG0001255	YGL103W	XP_001587898.1
1256	OG0001256	YGL105W	XP_001590890.1
1257	OG0001257	YGL106W	XP_001585085.1
1258	OG0001258	YGL112C	XP_001588979.1
1259	OG0001259	YGL114W	XP_001585633.1
1260	OG0001260	YGL115W	XP_001595147.1
1261	OG0001261	YGL116W	XP_001592806.1
1262	OG0001262	YGL119W	XP_001585694.1
1263	OG0001263	YGL120C	XP_001589848.1
1264	OG0001264	YGL123W	XP_001585908.1
1265	OG0001265	YGL124C	XP_001596747.1
1266	OG0001266	YGL125W	XP_001589131.1
1267	OG0001267	YGL127C	XP_001593970.1
1268	OG0001268	YGL130W	XP_001585459.1
1269	OG0001269	YGL131C	XP_001584831.1
1270	OG0001270	YGL136C	XP_001588138.1
1271	OG0001271	YGL137W	XP_001585163.1
1272	OG0001272	YGL140C	XP_001597763.1
1273	OG0001273	YGL141W	XP_001598279.1
1274	OG0001274	YGL142C	XP_001587986.1
1275	OG0001275	YGL143C	XP_001593903.1
1276	OG0001276	YGL148W	XP_001595797.1
1277	OG0001277	YGL150C	XP_001592061.1
1278	OG0001278	YGL151W	XP_001598590.1
1279	OG0001279	YGL153W	XP_001584666.1
1280	OG0001280	YGL155W	XP_001594475.1
1281	OG0001281	YGL156W	XP_001594341.1
1282	OG0001282	YGL159W	XP_001598061.1
1283	OG0001283	YGL161C	XP_001597676.1
1284	OG0001284	YGL163C	XP_001586865.1
1285	OG0001285	YGL164C	XP_001596057.1
1286	OG0001286	YGL166W	XP_001589832.1
1287	OG0001287	YGL167C	XP_001589252.1
1288	OG0001288	YGL169W	XP_001597089.1
1289	OG0001289	YGL171W	XP_001587310.1
1290	OG0001290	YGL173C	XP_001591051.1
1291	OG0001291	YGL174W	XP_001594405.1
1292	OG0001292	YGL180W	XP_001587989.1
1293	OG0001293	YGL183C	XP_001594592.1
1294	OG0001294	YGL184C	XP_001589290.1
1295	OG0001295	YGL186C	XP_001592423.1
1296	OG0001296	YGL187C	XP_001595114.1
1297	OG0001297	YGL190C	XP_001591245.1
1298	OG0001298	YGL194C	XP_001594431.1
1299	OG0001299	YGL195W	XP_001595642.1
1300	OG0001300	YGL196W	XP_001593207.1
1301	OG0001301	YGL198W	XP_001585789.1
1302	OG0001302	YGL200C	XP_001592488.1
1303	OG0001303	YGL201C	XP_001585285.1
1304	OG0001304	YGL202W	XP_001589396.1
1305	OG0001305	YGL203C	XP_001588107.1
1306	OG0001306	YGL205W	XP_001588691.1
1307	OG0001307	YGL206C	XP_001586262.1
1308	OG0001308	YGL207W	XP_001593426.1
1309	OG0001309	YGL211W	XP_001598058.1
1310	OG0001310	YGL213C	XP_001588381.1
1311	OG0001311	YGL215W	XP_001596929.1
1312	OG0001312	YGL216W	XP_001587063.1
1313	OG0001313	YGL220W	XP_001586821.1
1314	OG0001314	YGL221C	XP_001586822.1
1315	OG0001315	YGL224C	XP_001597715.1
1316	OG0001316	YGL225W	XP_001598344.1
1317	OG0001317	YGL231C	XP_001590723.1
1318	OG0001318	YGL232W	XP_001587746.1
1319	OG0001319	YGL233W	XP_001598096.1
1320	OG0001320	YGL234W	XP_001598220.1
1321	OG0001321	YGL236C	XP_001597933.1
1322	OG0001322	YGL237C	XP_001597531.1
1323	OG0001323	YGL238W	XP_001598480.1
1324	OG0001324	YGL240W	XP_001588512.1
1325	OG0001325	YGL241W	XP_001585218.1
1326	OG0001326	YGL243W	XP_001593997.1
1327	OG0001327	YGL244W	XP_001593539.1
1328	OG0001328	YGL245W	XP_001595710.1
1329	OG0001329	YGL246C	XP_001590064.1
1330	OG0001330	YGL247W	XP_001595189.1
1331	OG0001331	YGL248W	XP_001591965.1
1332	OG0001332	YGL251C	XP_001587645.1
1333	OG0001333	YGL252C	XP_001589242.1
1334	OG0001334	YGL253W	XP_001597079.1
1335	OG0001335	YGL255W	XP_001594152.1
1336	OG0001336	YGL256W	XP_001585607.1
1337	OG0001337	YGR001C	XP_001587812.1
1338	OG0001338	YGR002C	XP_001595731.1
1339	OG0001339	YGR003W	XP_001585745.1
1340	OG0001340	YGR005C	XP_001597222.1
1341	OG0001341	YGR006W	XP_001591870.1
1342	OG0001342	YGR007W	XP_001588102.1
1343	OG0001343	YGR012W	XP_001593267.1
1344	OG0001344	YGR014W	XP_001590523.1
1345	OG0001345	YGR019W	XP_001591637.1
1346	OG0001346	YGR020C	XP_001590988.1
1347	OG0001347	YGR021W	XP_001590192.1
1348	OG0001348	YGR024C	XP_001593243.1
1349	OG0001349	YGR028W	XP_001589289.1
1350	OG0001350	YGR029W	XP_001587894.1
1351	OG0001351	YGR031W	XP_001598111.1
1352	OG0001352	YGR036C	XP_001590297.1
1353	OG0001353	YGR037C	XP_001585785.1
1354	OG0001354	YGR042W	XP_001595374.1
1355	OG0001355	YGR046W	XP_001590970.1
1356	OG0001356	YGR047C	XP_001591539.1
1357	OG0001357	YGR048W	XP_001597909.1
1358	OG0001358	YGR053C	XP_001597790.1
1359	OG0001359	YGR054W	XP_001586889.1
1360	OG0001360	YGR055W	XP_001587991.1
1361	OG0001361	YGR058W	XP_001596666.1
1362	OG0001362	YGR060W	XP_001585991.1
1363	OG0001363	YGR061C	XP_001597620.1
1364	OG0001364	YGR062C	XP_001588491.1
1365	OG0001365	YGR063C	XP_001598477.1
1366	OG0001366	YGR074W	XP_001584807.1
1367	OG0001367	YGR076C	XP_001594597.1
1368	OG0001368	YGR078C	XP_001586790.1
1369	OG0001369	YGR080W	XP_001590032.1
1370	OG0001370	YGR082W	XP_001590747.1
1371	OG0001371	YGR083C	XP_001595499.1
1372	OG0001372	YGR086C	XP_001589505.1
1373	OG0001373	YGR089W	XP_001586596.1
1374	OG0001374	YGR090W	XP_001587759.1
1375	OG0001375	YGR091W	XP_001592555.1
1376	OG0001376	YGR093W	XP_001585741.1
1377	OG0001377	YGR094W	XP_001594420.1
1378	OG0001378	YGR095C	XP_001596619.1
1379	OG0001379	YGR096W	XP_001591130.1
1380	OG0001380	YGR098C	XP_001591896.1
1381	OG0001381	YGR099W	XP_001596739.1
1382	OG0001382	YGR100W	XP_001595433.1
1383	OG0001383	YGR101W	XP_001592583.1
1384	OG0001384	YGR103W	XP_001594549.1
1385	OG0001385	YGR105W	XP_001586304.1
1386	OG0001386	YGR110W	XP_001589085.1
1387	OG0001387	YGR112W	XP_001586084.1
1388	OG0001388	YGR113W	XP_001587805.1
1389	OG0001389	YGR116W	XP_001588343.1
1390	OG0001390	YGR119C	XP_001595385.1
1391	OG0001391	YGR123C	XP_001585696.1
1392	OG0001392	YGR124W	XP_001588202.1
1393	OG0001393	YGR125W	XP_001596966.1
1394	OG0001394	YGR127W	XP_001594781.1
1395	OG0001395	YGR132C	XP_001588973.1
1396	OG0001396	YGR135W	XP_001587697.1
1397	OG0001397	YGR144W	XP_001589094.1
1398	OG0001398	YGR145W	XP_001596019.1
1399	OG0001399	YGR147C	XP_001588621.1
1400	OG0001400	YGR149W	XP_001591685.1
1401	OG0001401	YGR152C	XP_001595205.1
1402	OG0001402	YGR155W	XP_001590152.1
1403	OG0001403	YGR159C	XP_001585064.1
1404	OG0001404	YGR163W	XP_001586630.1
1405	OG0001405	YGR165W	XP_001587347.1
1406	OG0001406	YGR167W	XP_001585370.1
1407	OG0001407	YGR170W	XP_001588927.1
1408	OG0001408	YGR171C	XP_001587157.1
1409	OG0001409	YGR172C	XP_001594813.1
1410	OG0001410	YGR173W	XP_001590062.1
1411	OG0001411	YGR175C	XP_001585992.1
1412	OG0001412	YGR178C	XP_001588612.1
1413	OG0001413	YGR181W	XP_001585335.1
1414	OG0001414	YGR183C	XP_001585774.1
1415	OG0001415	YGR184C	XP_001585775.1
1416	OG0001416	YGR185C	XP_001597100.1
1417	OG0001417	YGR186W	XP_001594404.1
1418	OG0001418	YGR187C	XP_001594398.1
1419	OG0001419	YGR188C	XP_001585759.1
1420	OG0001420	YGR189C	XP_001589404.1
1421	OG0001421	YGR193C	XP_001586589.1
1422	OG0001422	YGR194C	XP_001591893.1
1423	OG0001423	YGR195W	XP_001587013.1
1424	OG0001424	YGR200C	XP_001589988.1
1425	OG0001425	YGR202C	XP_001590426.1
1426	OG0001426	YGR203W	XP_001585159.1
1427	OG0001427	YGR205W	XP_001589312.1
1428	OG0001428	YGR207C	XP_001594410.1
1429	OG0001429	YGR208W	XP_001594514.1
1430	OG0001430	YGR210C	XP_001588786.1
1431	OG0001431	YGR211W	XP_001595992.1
1432	OG0001432	YGR215W	XP_001597568.1
1433	OG0001433	YGR216C	XP_001586855.1
1434	OG0001434	YGR217W	XP_001596976.1
1435	OG0001435	YGR218W	XP_001588624.1
1436	OG0001436	YGR220C	XP_001588665.1
1437	OG0001437	YGR223C	XP_001595225.1
1438	OG0001438	YGR227W	XP_001585111.1
1439	OG0001439	YGR229C	XP_001589974.1
1440	OG0001440	YGR231C	XP_001589275.1
1441	OG0001441	YGR232W	XP_001592675.1
1442	OG0001442	YGR233C	XP_001588668.1
1443	OG0001443	YGR234W	XP_001588433.1
1444	OG0001444	YGR235C	XP_001597101.1
1445	OG0001445	YGR244C	XP_001591231.1
1446	OG0001446	YGR245C	XP_001598756.1
1447	OG0001447	YGR246C	XP_001597387.1
1448	OG0001448	YGR252W	XP_001592879.1
1449	OG0001449	YGR253C	XP_001589129.1
1450	OG0001450	YGR254W	XP_001594265.1
1451	OG0001451	YGR255C	XP_001589384.1
1452	OG0001452	YGR257C	XP_001593348.1
1453	OG0001453	YGR258C	XP_001589507.1
1454	OG0001454	YGR260W	XP_001595338.1
1455	OG0001455	YGR261C	XP_001590775.1
1456	OG0001456	YGR262C	XP_001588703.1
1457	OG0001457	YGR264C	XP_001588178.1
1458	OG0001458	YGR266W	XP_001592581.1
1459	OG0001459	YGR267C	XP_001588977.1
1460	OG0001460	YGR270W	XP_001586652.1
1461	OG0001461	YGR271C-A	XP_001591883.1
1462	OG0001462	YGR271W	XP_001585979.1
1463	OG0001463	YGR274C	XP_001593206.1
1464	OG0001464	YGR276C	XP_001591257.1
1465	OG0001465	YGR277C	XP_001594763.1
1466	OG0001466	YGR278W	XP_001586674.1
1467	OG0001467	YGR280C	XP_001594357.1
1468	OG0001468	YGR282C	XP_001595517.1
1469	OG0001469	YGR284C	XP_001592437.1
1470	OG0001470	YGR285C	XP_001595382.1
1471	OG0001471	YGR286C	XP_001590701.1
1472	OG0001472	YHL002W	XP_001585619.1
1473	OG0001473	YHL004W	XP_001586911.1
1474	OG0001474	YHL007C	XP_001596232.1
1475	OG0001475	YHL008C	XP_001595565.1
1476	OG0001476	YHL010C	XP_001598086.1
1477	OG0001477	YHL013C	XP_001595755.1
1478	OG0001478	YHL015W	XP_001586996.1
1479	OG0001479	YHL016C	XP_001593294.1
1480	OG0001480	YHL020C	XP_001595692.1
1481	OG0001481	YHL021C	XP_001591131.1
1482	OG0001482	YHL023C	XP_001592391.1
1483	OG0001483	YHL024W	XP_001594190.1
1484	OG0001484	YHL027W	XP_001591909.1
1485	OG0001485	YHL028W	XP_001596367.1
1486	OG0001486	YHL030W	XP_001586342.1
1487	OG0001487	YHL031C	XP_001592449.1
1488	OG0001488	YHL036W	XP_001588473.1
1489	OG0001489	YHR002W	XP_001585307.1
1490	OG0001490	YHR004C	XP_001588094.1
1491	OG0001491	YHR005C	XP_001587313.1
1492	OG0001492	YHR005C-A	XP_001593390.1
1493	OG0001493	YHR007C	XP_001594997.1
1494	OG0001494	YHR008C	XP_001593324.1
1495	OG0001495	YHR009C	XP_001598653.1
1496	OG0001496	YHR011W	XP_001588006.1
1497	OG0001497	YHR012W	XP_001598910.1
1498	OG0001498	YHR013C	XP_001588155.1
1499	OG0001499	YHR016C	XP_001596226.1
1500	OG0001500	YHR018C	XP_001595872.1
1501	OG0001501	YHR019C	XP_001585475.1
1502	OG0001502	YHR020W	XP_001590907.1
1503	OG0001503	YHR023W	XP_001598401.1
1504	OG0001504	YHR024C	XP_001598433.1
1505	OG0001505	YHR025W	XP_001598219.1
1506	OG0001506	YHR026W	XP_001590765.1
1507	OG0001507	YHR027C	XP_001590866.1
1508	OG0001508	YHR028C	XP_001591119.1
1509	OG0001509	YHR029C	XP_001587943.1
1510	OG0001510	YHR030C	XP_001594017.1
1511	OG0001511	YHR037W	XP_001596907.1
1512	OG0001512	YHR039C	XP_001593869.1
1513	OG0001513	YHR040W	XP_001589763.1
1514	OG0001514	YHR042W	XP_001590862.1
1515	OG0001515	YHR051W	XP_001597202.1
1516	OG0001516	YHR058C	XP_001590078.1
1517	OG0001517	YHR062C	XP_001587212.1
1518	OG0001518	YHR064C	XP_001589559.1
1519	OG0001519	YHR065C	XP_001592326.1
1520	OG0001520	YHR067W	XP_001598522.1
1521	OG0001521	YHR068W	XP_001597869.1
1522	OG0001522	YHR069C	XP_001588357.1
1523	OG0001523	YHR070W	XP_001597520.1
1524	OG0001524	YHR071W	XP_001593830.1
1525	OG0001525	YHR072W	XP_001597334.1
1526	OG0001526	YHR072W-A	XP_001591246.1
1527	OG0001527	YHR073W	XP_001588341.1
1528	OG0001528	YHR074W	XP_001585950.1
1529	OG0001529	YHR075C	XP_001594623.1
1530	OG0001530	YHR076W	XP_001597223.1
1531	OG0001531	YHR077C	XP_001597691.1
1532	OG0001532	YHR079C	XP_001595015.1
1533	OG0001533	YHR082C	XP_001597932.1
1534	OG0001534	YHR084W	XP_001591690.1
1535	OG0001535	YHR085W	XP_001593608.1
1536	OG0001536	YHR087W	XP_001594882.1
1537	OG0001537	YHR088W	XP_001598550.1
1538	OG0001538	YHR089C	XP_001587734.1
1539	OG0001539	YHR098C	XP_001587908.1
1540	OG0001540	YHR099W	XP_001597533.1
1541	OG0001541	YHR100C	XP_001587639.1
1542	OG0001542	YHR104W	XP_001592989.1
1543	OG0001543	YHR107C	XP_001591088.1
1544	OG0001544	YHR111W	XP_001586182.1
1545	OG0001545	YHR112C	XP_001594418.1
1546	OG0001546	YHR113W	XP_001591866.1
1547	OG0001547	YHR114W	XP_001588745.1
1548	OG0001548	YHR116W	XP_001594478.1
1549	OG0001549	YHR119W	XP_001596847.1
1550	OG0001550	YHR120W	XP_001584829.1
1551	OG0001551	YHR122W	XP_001587125.1
1552	OG0001552	YHR128W	XP_001598104.1
1553	OG0001553	YHR132C	XP_001590163.1
1554	OG0001554	YHR134W	XP_001592971.1
1555	OG0001555	YHR142W	XP_001595064.1
1556	OG0001556	YHR143W-A	XP_001592485.1
1557	OG0001557	YHR144C	XP_001593591.1
1558	OG0001558	YHR147C	XP_001595975.1
1559	OG0001559	YHR148W	XP_001593584.1
1560	OG0001560	YHR151C	XP_001597136.1
1561	OG0001561	YHR154W	XP_001584653.1
1562	OG0001562	YHR164C	XP_001592641.1
1563	OG0001563	YHR165C	XP_001595120.1
1564	OG0001564	YHR166C	XP_001591032.1
1565	OG0001565	YHR168W	XP_001596792.1
1566	OG0001566	YHR169W	XP_001597972.1
1567	OG0001567	YHR170W	XP_001595569.1
1568	OG0001568	YHR171W	XP_001593590.1
1569	OG0001569	YHR172W	XP_001589130.1
1570	OG0001570	YHR175W	XP_001594642.1
1571	OG0001571	YHR176W	XP_001591202.1
1572	OG0001572	YHR181W	XP_001594355.1
1573	OG0001573	YHR183W	XP_001589237.1
1574	OG0001574	YHR186C	XP_001589712.1
1575	OG0001575	YHR187W	XP_001589967.1
1576	OG0001576	YHR188C	XP_001587709.1
1577	OG0001577	YHR189W	XP_001591597.1
1578	OG0001578	YHR190W	XP_001596307.1
1579	OG0001579	YHR193C	XP_001593856.1
1580	OG0001580	YHR194W	XP_001594484.1
1581	OG0001581	YHR200W	XP_001591450.1
1582	OG0001582	YHR201C	XP_001590846.1
1583	OG0001583	YHR202W	XP_001587340.1
1584	OG0001584	YHR204W	XP_001592720.1
1585	OG0001585	YHR205W	XP_001596932.1
1586	OG0001586	YHR206W	XP_001586783.1
1587	OG0001587	YHR207C	XP_001591255.1
1588	OG0001588	YIL001W	XP_001593730.1
1589	OG0001589	YIL003W	XP_001597535.1
1590	OG0001590	YIL004C	XP_001591225.1
1591	OG0001591	YIL007C	XP_001594717.1
1592	OG0001592	YIL008W	XP_001589987.1
1593	OG0001593	YIL010W	XP_001595630.1
1594	OG0001594	YIL020C	XP_001586471.1
1595	OG0001595	YIL021W	XP_001593918.1
1596	OG0001596	YIL022W	XP_001592247.1
1597	OG0001597	YIL023C	XP_001585194.1
1598	OG0001598	YIL026C	XP_001587473.1
1599	OG0001599	YIL030C	XP_001592095.1
1600	OG0001600	YIL031W	XP_001597200.1
1601	OG0001601	YIL033C	XP_001588090.1
1602	OG0001602	YIL034C	XP_001589367.1
1603	OG0001603	YIL038C	XP_001593559.1
1604	OG0001604	YIL039W	XP_001593400.1
1605	OG0001605	YIL041W	XP_001585130.1
1606	OG0001606	YIL042C	XP_001590476.1
1607	OG0001607	YIL043C	XP_001589062.1
1608	OG0001608	YIL044C	XP_001596223.1
1609	OG0001609	YIL046W	XP_001592112.1
1610	OG0001610	YIL047C	XP_001597336.1
1611	OG0001611	YIL048W	XP_001590243.1
1612	OG0001612	YIL061C	XP_001587443.1
1613	OG0001613	YIL064W	XP_001591672.1
1614	OG0001614	YIL065C	XP_001597707.1
1615	OG0001615	YIL067C	XP_001597470.1
1616	OG0001616	YIL068C	XP_001584724.1
1617	OG0001617	YIL070C	XP_001586810.1
1618	OG0001618	YIL075C	XP_001594728.1
1619	OG0001619	YIL076W	XP_001588917.1
1620	OG0001620	YIL078W	XP_001587735.1
1621	OG0001621	YIL083C	XP_001589672.1
1622	OG0001622	YIL090W	XP_001588111.1
1623	OG0001623	YIL091C	XP_001588368.1
