	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_lignosus
1416	OG0001416	YFL033C	-processed-gene-5.1-mRNA-1_1&gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-5.1&CDS=1-5097
1417	OG0001417	YFL034C-B	-processed-gene-12.85-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-12.85&CDS=1-912
1418	OG0001418	YFL034W	-processed-gene-20.71-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-20.71&CDS=1-3048
1419	OG0001419	YFL036W	-processed-gene-12.92-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-12.92&CDS=1-5439
1420	OG0001420	YFL037W	-processed-gene-12.26-mRNA-1_1&gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-12.26&CDS=1-1311
1421	OG0001421	YFL038C	-processed-gene-19.44-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.44&CDS=1-624
1422	OG0001422	YFL040W	-snap-gene-8.30-mRNA-1_1&gene=maker-gi|1002316366|dbj|BCGS01000007.1|-snap-gene-8.30&CDS=1-2283
1423	OG0001423	YFL045C	-processed-gene-18.3-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-18.3&CDS=1-756
1424	OG0001424	YFL046W	-processed-gene-18.4-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-18.4&CDS=1-633
1425	OG0001425	YFL047W	-processed-gene-7.62-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-7.62&CDS=1-2703
1426	OG0001426	YFL053W	-processed-gene-6.1-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-6.1&CDS=1-1791
1427	OG0001427	YFL055W	-processed-gene-24.83-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-24.83&CDS=1-1548
1428	OG0001428	YFR001W	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-6.68&CDS=1-615
1429	OG0001429	YFR002W	-processed-gene-2.39-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.39&CDS=1-3683
1430	OG0001430	YFR004W	-processed-gene-16.34-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-16.34&CDS=1-936
1431	OG0001431	YFR005C	-processed-gene-16.35-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-16.35&CDS=1-1533
1432	OG0001432	YFR006W	-processed-gene-15.99-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-15.99&CDS=1-1422
1433	OG0001433	YFR007W	-processed-gene-4.51-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-4.51&CDS=1-705
1434	OG0001434	YFR009W	-processed-gene-27.92-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-27.92&CDS=1-2256
1435	OG0001435	YFR010W	-processed-gene-27.6-mRNA-1_1&gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-27.6&CDS=1-1455
1436	OG0001436	YFR011C	-processed-gene-27.79-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-27.79&CDS=1-447
1437	OG0001437	YFR015C	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-6.11&CDS=1-2100
1438	OG0001438	YFR016C	-snap-gene-6.1-mRNA-1_1&gene=maker-gi|1002316372|dbj|BCGS01000001.1|-snap-gene-6.1&CDS=1-2223
1439	OG0001439	YFR019W	-processed-gene-12.20-mRNA-1_1&gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.20&CDS=1-7476
1440	OG0001440	YFR021W	-processed-gene-27.76-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-27.76&CDS=1-1758
1441	OG0001441	YFR025C	-processed-gene-11.2-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-11.2&CDS=1-993
1442	OG0001442	YFR027W	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.49&CDS=1-921
1443	OG0001443	YFR028C	-processed-gene-7.70-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-7.70&CDS=1-1710
1444	OG0001444	YFR029W	-processed-gene-19.5-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.5&CDS=1-2295
1445	OG0001445	YFR030W	-processed-gene-14.66-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-14.66&CDS=1-3378
1446	OG0001446	YFR031C	-processed-gene-13.3-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-13.3&CDS=1-3513
1447	OG0001447	YFR032C	-processed-gene-24.15-mRNA-1_1&gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-24.15&CDS=1-996
1448	OG0001448	YFR032C-A	-processed-gene-24.14-mRNA-1_1&gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-24.14&CDS=1-189
1449	OG0001449	YFR033C	-processed-gene-11.55-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-11.55&CDS=1-387
1450	OG0001450	YFR034C	-processed-gene-8.23-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-8.23&CDS=1-1887
1451	OG0001451	YFR037C	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-4.10&CDS=1-1692
1452	OG0001452	YFR038W	-processed-gene-2.9-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-2.9&CDS=1-2514
1453	OG0001453	YFR041C	-processed-gene-16.20-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-16.20&CDS=1-945
1454	OG0001454	YFR043C	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-8.107&CDS=1-927
1455	OG0001455	YFR044C	-processed-gene-6.108-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.108&CDS=1-1443
1456	OG0001456	YFR047C	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.64&CDS=1-900
1457	OG0001457	YFR048W	-snap-gene-4.104-mRNA-1_1&gene=maker-gi|1002316372|dbj|BCGS01000001.1|-snap-gene-4.104&CDS=1-3321
1458	OG0001458	YFR050C	-processed-gene-16.121-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-16.121&CDS=1-840
1459	OG0001459	YFR051C	-processed-gene-16.100-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-16.100&CDS=1-1665
1460	OG0001460	YFR052W	-processed-gene-14.42-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-14.42&CDS=1-825
1461	OG0001461	YGL001C	-processed-gene-7.100-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-7.100&CDS=1-1047
1462	OG0001462	YGL003C	-processed-gene-1.31-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-1.31&CDS=1-1815
1463	OG0001463	YGL006W	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-0.10&CDS=1-3672
1464	OG0001464	YGL008C	-processed-gene-1.58-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-1.58&CDS=1-2685
1465	OG0001465	YGL009C	-processed-gene-6.19-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.19&CDS=1-2310
1466	OG0001466	YGL010W	-processed-gene-22.0-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-22.0&CDS=1-573
1467	OG0001467	YGL011C	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-1.74&CDS=1-741
1468	OG0001468	YGL012W	-snap-gene-1.26-mRNA-1_1&gene=maker-gi|1002316366|dbj|BCGS01000007.1|-snap-gene-1.26&CDS=1-5877
1469	OG0001469	YGL016W	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-1.32&CDS=1-3165
1470	OG0001470	YGL017W	-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.70&CDS=1-1458
1471	OG0001471	YGL018C	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.5&CDS=1-726
1472	OG0001472	YGL019W	-processed-gene-2.0-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.0&CDS=1-930
1473	OG0001473	YGL020C	-processed-gene-1.34-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-1.34&CDS=1-672
1474	OG0001474	YGL022W	-processed-gene-21.58-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-21.58&CDS=1-2229
1475	OG0001475	YGL023C	-processed-gene-21.57-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-21.57&CDS=1-2661
1476	OG0001476	YGL026C	-processed-gene-7.80-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-7.80&CDS=1-2100
1477	OG0001477	YGL027C	-processed-gene-7.93-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-7.93&CDS=1-2499
1478	OG0001478	YGL028C	-processed-gene-10.2-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-10.2&CDS=1-1494
1479	OG0001479	YGL030W	-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-8.18&CDS=1-318
1480	OG0001480	YGL037C	-processed-gene-10.12-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-10.12&CDS=1-705
1481	OG0001481	YGL038C	-processed-gene-0.15-mRNA-1_1&gene=snap_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-0.15&CDS=1-1152
1482	OG0001482	YGL040C	-processed-gene-18.46-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-18.46&CDS=1-1023
1483	OG0001483	YGL043W	-processed-gene-19.30-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.30&CDS=1-891
1484	OG0001484	YGL044C	-processed-gene-19.8-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.8&CDS=1-696
1485	OG0001485	YGL045W	-processed-gene-16.125-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-16.125&CDS=1-2685
1486	OG0001486	YGL047W	-processed-gene-11.47-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-11.47&CDS=1-654
1487	OG0001487	YGL048C	-processed-gene-15.83-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-15.83&CDS=1-1206
1488	OG0001488	YGL050W	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-1.51&CDS=1-876
1489	OG0001489	YGL054C	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-2.50&CDS=1-411
1490	OG0001490	YGL055W	-processed-gene-14.68-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-14.68&CDS=1-1452
1491	OG0001491	YGL058W	-processed-gene-11.12-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-11.12&CDS=1-498
1492	OG0001492	YGL059W	-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.49&CDS=1-1494
1493	OG0001493	YGL062W	-processed-gene-7.14-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-7.14&CDS=1-3537
1494	OG0001494	YGL064C	-processed-gene-10.62-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.62&CDS=1-1830
1495	OG0001495	YGL065C	-processed-gene-10.48-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.48&CDS=1-1395
1496	OG0001496	YGL066W	-processed-gene-10.66-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.66&CDS=1-1509
1497	OG0001497	YGL067W	-processed-gene-10.61-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.61&CDS=1-1353
1498	OG0001498	YGL068W	-processed-gene-9.74-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.74&CDS=1-516
1499	OG0001499	YGL070C	-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.38&CDS=1-336
1500	OG0001500	YGL073W	-processed-gene-6.5-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-6.5&CDS=1-1971
1501	OG0001501	YGL078C	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-5.56&CDS=1-1659
1502	OG0001502	YGL079W	-processed-gene-4.107-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-4.107&CDS=1-759
1503	OG0001503	YGL080W	-processed-gene-4.110-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-4.110&CDS=1-372
1504	OG0001504	YGL083W	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-3.72&CDS=1-2622
1505	OG0001505	YGL084C	-processed-gene-12.190-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.190&CDS=1-1746
1506	OG0001506	YGL085W	-processed-gene-12.184-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.184&CDS=1-705
1507	OG0001507	YGL086W	-processed-gene-12.188-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.188&CDS=1-2061
1508	OG0001508	YGL087C	-processed-gene-12.152-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.152&CDS=1-411
1509	OG0001509	YGL091C	-processed-gene-9.27-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-9.27&CDS=1-987
1510	OG0001510	YGL092W	-processed-gene-9.28-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-9.28&CDS=1-4167
1511	OG0001511	YGL093W	-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.35&CDS=1-3177
1512	OG0001512	YGL094C	-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-5.91&CDS=1-3642
1513	OG0001513	YGL095C	-processed-gene-20.18-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-20.18&CDS=1-1845
1514	OG0001514	YGL097W	-processed-gene-14.22-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-14.22&CDS=1-1494
1515	OG0001515	YGL099W	-processed-gene-10.51-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.51&CDS=1-1971
1516	OG0001516	YGL100W	-processed-gene-7.20-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-7.20&CDS=1-1077
1517	OG0001517	YGL103W	-processed-gene-1.60-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-1.60&CDS=1-447
1518	OG0001518	YGL106W	-augustus-gene-1.1-mRNA-1_1&gene=maker-gi|1002316368|dbj|BCGS01000005.1|-augustus-gene-1.1&CDS=1-429
1519	OG0001519	YGL110C	-processed-gene-7.26-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-7.26&CDS=1-1998
1520	OG0001520	YGL111W	-processed-gene-7.7-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-7.7&CDS=1-1311
1521	OG0001521	YGL112C	-processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-1.92&CDS=1-1491
1522	OG0001522	YGL113W	-processed-gene-1.41-mRNA-1_1&gene=snap_masked-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-1.41&CDS=1-2775
1523	OG0001523	YGL114W	-processed-gene-19.48-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.48&CDS=1-2220
1524	OG0001524	YGL115W	-processed-gene-19.49-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.49&CDS=1-1014
1525	OG0001525	YGL116W	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-6.79&CDS=1-1959
1526	OG0001526	YGL119W	-processed-gene-25.16-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.16&CDS=1-1725
1527	OG0001527	YGL120C	-processed-gene-0.2-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-0.2&CDS=1-2313
1528	OG0001528	YGL122C	-processed-gene-26.61-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-26.61&CDS=1-1521
1529	OG0001529	YGL123W	-processed-gene-26.63-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-26.63&CDS=1-759
1530	OG0001530	YGL124C	-processed-gene-18.106-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-18.106&CDS=1-2190
1531	OG0001531	YGL125W	-processed-gene-4.90-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-4.90&CDS=1-1839
1532	OG0001532	YGL126W	-snap-gene-7.71-mRNA-1_1&gene=maker-gi|1002316371|dbj|BCGS01000002.1|-snap-gene-7.71&CDS=1-3672
1533	OG0001533	YGL129C	-processed-gene-10.43-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.43&CDS=1-1458
1534	OG0001534	YGL130W	-processed-gene-2.74-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-2.74&CDS=1-1353
1535	OG0001535	YGL131C	-processed-gene-2.88-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-2.88&CDS=1-4941
1536	OG0001536	YGL136C	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.36&CDS=1-519
1537	OG0001537	YGL137W	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-10.72&CDS=1-2787
1538	OG0001538	YGL138C	-processed-gene-4.117-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-4.117&CDS=1-1233
1539	OG0001539	YGL141W	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-1.19&CDS=1-3051
1540	OG0001540	YGL143C	-processed-gene-9.45-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-9.45&CDS=1-2532
1541	OG0001541	YGL144C	-processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-5.12&CDS=1-2385
1542	OG0001542	YGL148W	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-9.45&CDS=1-1131
1543	OG0001543	YGL150C	-processed-gene-16.5-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-16.5&CDS=1-4053
1544	OG0001544	YGL151W	-processed-gene-16.13-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-16.13&CDS=1-3057
1545	OG0001545	YGL153W	-processed-gene-16.11-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-16.11&CDS=1-1329
1546	OG0001546	YGL154C	-processed-gene-16.8-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-16.8&CDS=1-951
1547	OG0001547	YGL155W	-processed-gene-16.9-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-16.9&CDS=1-1188
1548	OG0001548	YGL156W	-processed-gene-10.10-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.10&CDS=1-3369
1549	OG0001549	YGL159W	-processed-gene-5.38-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-5.38&CDS=1-1062
1550	OG0001550	YGL160W	-processed-gene-19.3-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-19.3&CDS=1-1614
1551	OG0001551	YGL161C	-processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-8.5&CDS=1-894
1552	OG0001552	YGL163C	-processed-gene-12.140-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.140&CDS=1-2532
1553	OG0001553	YGL164C	-processed-gene-12.141-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.141&CDS=1-1287
1554	OG0001554	YGL166W	-processed-gene-12.176-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.176&CDS=1-2007
1555	OG0001555	YGL167C	-processed-gene-30.178-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.178&CDS=1-2769
1556	OG0001556	YGL169W	-processed-gene-30.179-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.179&CDS=1-1152
1557	OG0001557	YGL171W	-processed-gene-9.73-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-9.73&CDS=1-1683
1558	OG0001558	YGL172W	-processed-gene-11.2-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.2&CDS=1-1338
1559	OG0001559	YGL173C	-processed-gene-11.16-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.16&CDS=1-4398
1560	OG0001560	YGL174W	-processed-gene-11.13-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.13&CDS=1-765
1561	OG0001561	YGL178W	-processed-gene-11.1-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.1&CDS=1-2559
1562	OG0001562	YGL180W	-processed-gene-7.82-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-7.82&CDS=1-2562
1563	OG0001563	YGL181W	-processed-gene-8.10-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-8.10&CDS=1-1416
1564	OG0001564	YGL184C	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-1.13&CDS=1-1212
1565	OG0001565	YGL187C	-processed-gene-22.71-mRNA-1_1&gene=augustus_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-22.71&CDS=1-471
1566	OG0001566	YGL190C	-processed-gene-22.6-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-22.6&CDS=1-1527
1567	OG0001567	YGL191W	-processed-gene-22.26-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-22.26&CDS=1-414
1568	OG0001568	YGL192W	-processed-gene-22.1-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-22.1&CDS=1-1701
1569	OG0001569	YGL194C	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-1.62&CDS=1-1356
1570	OG0001570	YGL195W	-processed-gene-20.45-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-20.45&CDS=1-8190
1571	OG0001571	YGL198W	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-3.7&CDS=1-963
1572	OG0001572	YGL200C	-processed-gene-9.46-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-9.46&CDS=1-600
1573	OG0001573	YGL201C	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-3.94&CDS=1-2829
1574	OG0001574	YGL202W	-processed-gene-1.89-mRNA-1_1&gene=snap_masked-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-1.89&CDS=1-1476
1575	OG0001575	YGL203C	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-3.23&CDS=1-2142
1576	OG0001576	YGL206C	-processed-gene-9.10-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-9.10&CDS=1-5001
1577	OG0001577	YGL207W	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-2.65&CDS=1-3087
1578	OG0001578	YGL211W	-processed-gene-14.50-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-14.50&CDS=1-1134
1579	OG0001579	YGL212W	-processed-gene-15.41-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-15.41&CDS=1-1026
1580	OG0001580	YGL213C	-processed-gene-20.0-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-20.0&CDS=1-1152
1581	OG0001581	YGL215W	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-5.35&CDS=1-1260
