	OrthologID	Ogataea_polymorpha	Saccharomyces_cerevisiae
1377	OG0001377	genemark-scaffold_3-processed-gene-5.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.30&CDS=1-519	YOL114C
1378	OG0001378	genemark-scaffold_3-processed-gene-5.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.12&CDS=1-1578	YIL142W
1379	OG0001379	snap_masked-scaffold_3-processed-gene-5.98-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.98&CDS=1-4737	YFR030W
1380	OG0001380	genemark-scaffold_3-processed-gene-5.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.34&CDS=1-678	YHL031C
1381	OG0001381	genemark-scaffold_3-processed-gene-5.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.35&CDS=1-1053	YLL041C
1382	OG0001382	genemark-scaffold_3-processed-gene-5.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.37&CDS=1-3306	YDL102W
1383	OG0001383	genemark-scaffold_3-processed-gene-5.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.13&CDS=1-2946	YGL141W
1384	OG0001384	genemark-scaffold_3-processed-gene-5.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.14&CDS=1-1431	YJR095W
1385	OG0001385	genemark-scaffold_3-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.39&CDS=1-315	YDL130W
1386	OG0001386	genemark-scaffold_3-processed-gene-5.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.40&CDS=1-753	YIL070C
1387	OG0001387	genemark-scaffold_3-processed-gene-5.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.42&CDS=1-1053	YGL153W
1388	OG0001388	genemark-scaffold_3-processed-gene-5.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.16&CDS=1-3840	YGL150C
1389	OG0001389	augustus_masked-scaffold_3-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.144&CDS=1-984	YMR161W
1390	OG0001390	augustus_masked-scaffold_3-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.164&CDS=1-2106	YIR030C
1391	OG0001391	genemark-scaffold_3-processed-gene-5.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.21&CDS=1-1092	YER154W
1392	OG0001392	genemark-scaffold_3-processed-gene-5.46-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.46&CDS=1-1572	YER007W
1393	OG0001393	genemark-scaffold_3-processed-gene-5.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.22&CDS=1-516	YIR005W
1394	OG0001394	genemark-scaffold_3-processed-gene-5.47-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.47&CDS=1-1257	YDR229W
1395	OG0001395	genemark-scaffold_3-processed-gene-5.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.23&CDS=1-723	YDL202W
1396	OG0001396	genemark-scaffold_3-processed-gene-5.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.24&CDS=1-810	YDL201W
1397	OG0001397	snap_masked-scaffold_3-processed-gene-5.120-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.120&CDS=1-2028	YLR362W
1398	OG0001398	snap_masked-scaffold_3-processed-gene-5.93-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.93&CDS=1-2922	YMR231W
1399	OG0001399	genemark-scaffold_3-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.54&CDS=1-3240	YDL240W
1400	OG0001400	snap_masked-scaffold_3-processed-gene-5.123-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.123&CDS=1-1398	YGL194C
1401	OG0001401	augustus_masked-scaffold_3-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.154&CDS=1-1689	YGL011C
1402	OG0001402	maker-scaffold_3-snap-gene-5.69-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.69&CDS=1-3543	YGL012W
1403	OG0001403	augustus_masked-scaffold_3-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.19&CDS=1-2136	YMR244W
1404	OG0001404	snap_masked-scaffold_3-processed-gene-6.137-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.137&CDS=1-1116	YOR099W
1405	OG0001405	genemark-scaffold_3-processed-gene-6.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.72&CDS=1-765	YOR313C
1406	OG0001406	genemark-scaffold_3-processed-gene-6.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.107&CDS=1-789	YLR363C
1407	OG0001407	genemark-scaffold_3-processed-gene-6.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.108&CDS=1-1065	YMR228W
1408	OG0001408	genemark-scaffold_3-processed-gene-6.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.78&CDS=1-1281	YMR227C
1409	OG0001409	maker-scaffold_3-augustus-gene-6.2-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.2&CDS=1-4599	YOR291W
1410	OG0001410	snap_masked-scaffold_3-processed-gene-6.148-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.148&CDS=1-1149	YDR191W
1411	OG0001411	augustus_masked-scaffold_3-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.49&CDS=1-3792	YLR243W
1412	OG0001412	genemark-scaffold_3-processed-gene-6.113-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.113&CDS=1-2109	YKL155C
1413	OG0001413	genemark-scaffold_3-processed-gene-6.114-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.114&CDS=1-684	YJL115W
1414	OG0001414	augustus_masked-scaffold_3-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.52&CDS=1-1368	YIL104C
1415	OG0001415	genemark-scaffold_3-processed-gene-6.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.85&CDS=1-1242	YIL103W
1416	OG0001416	maker-scaffold_3-augustus-gene-6.7-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.7&CDS=1-3045	YNL041C
1417	OG0001417	genemark-scaffold_3-processed-gene-6.118-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.118&CDS=1-756	YIR035C
1418	OG0001418	augustus_masked-scaffold_3-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.32&CDS=1-4827	YHR005C
1419	OG0001419	genemark-scaffold_3-processed-gene-6.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.90&CDS=1-1119	YCL034W
1420	OG0001420	genemark-scaffold_3-processed-gene-6.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.120&CDS=1-1911	YJR113C
1421	OG0001421	genemark-scaffold_3-processed-gene-6.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.121&CDS=1-444	YPR168W
1422	OG0001422	genemark-scaffold_3-processed-gene-6.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.92&CDS=1-750	YPR167C
1423	OG0001423	maker-scaffold_3-augustus-gene-6.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.4&CDS=1-1959	YPR165W
1424	OG0001424	snap_masked-scaffold_3-processed-gene-6.185-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.185&CDS=1-3081	YIL128W
1425	OG0001425	genemark-scaffold_3-processed-gene-6.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.95&CDS=1-912	YML004C
1426	OG0001426	augustus_masked-scaffold_3-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.59&CDS=1-459	YCL033C
1427	OG0001427	augustus_masked-scaffold_3-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.37&CDS=1-3183	YPL008W
1428	OG0001428	genemark-scaffold_3-processed-gene-6.98-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.98&CDS=1-1026	YDL100C
1429	OG0001429	augustus_masked-scaffold_3-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.60&CDS=1-7500	YOR207C
1430	OG0001430	snap_masked-scaffold_3-processed-gene-6.165-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.165&CDS=1-1632	YPL122C
1431	OG0001431	genemark-scaffold_3-processed-gene-6.128-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.128&CDS=1-2010	YOR254C
1432	OG0001432	genemark-scaffold_3-processed-gene-6.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.102&CDS=1-822	YFR050C
1433	OG0001433	genemark-scaffold_3-processed-gene-6.130-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.130&CDS=1-516	YOL008W
1434	OG0001434	genemark-scaffold_3-processed-gene-6.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.103&CDS=1-1539	YOR175C
1435	OG0001435	snap_masked-scaffold_3-processed-gene-6.194-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.194&CDS=1-729	YOR174W
1436	OG0001436	snap_masked-scaffold_3-processed-gene-6.168-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.168&CDS=1-1653	YMR004W
1437	OG0001437	genemark-scaffold_3-processed-gene-6.131-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.131&CDS=1-1095	YOL010W
1438	OG0001438	genemark-scaffold_3-processed-gene-6.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.105&CDS=1-936	YMR005W
1439	OG0001439	genemark-scaffold_3-processed-gene-6.132-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.132&CDS=1-771	YKL095W
1440	OG0001440	genemark-scaffold_3-processed-gene-6.106-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.106&CDS=1-3444	YLR272C
1441	OG0001441	genemark-scaffold_3-processed-gene-6.133-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.133&CDS=1-1143	YOR176W
1442	OG0001442	genemark-scaffold_3-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.105&CDS=1-984	YOL009C
1443	OG0001443	genemark-scaffold_3-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.107&CDS=1-915	YKR080W
1444	OG0001444	genemark-scaffold_3-processed-gene-7.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.108&CDS=1-948	YIL145C
1445	OG0001445	genemark-scaffold_3-processed-gene-7.113-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.113&CDS=1-1539	YDR120C
1446	OG0001446	snap_masked-scaffold_3-processed-gene-7.80-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.80&CDS=1-249	YLR099W-A
1447	OG0001447	augustus_masked-scaffold_3-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.29&CDS=1-3123	YFR034C
1448	OG0001448	augustus_masked-scaffold_3-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.31&CDS=1-2073	YLR268W
1449	OG0001449	genemark-scaffold_3-processed-gene-7.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.117&CDS=1-666	YDR140W
1450	OG0001450	snap_masked-scaffold_3-processed-gene-7.85-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.85&CDS=1-5397	YDR141C
1451	OG0001451	genemark-scaffold_3-processed-gene-7.142-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.142&CDS=1-669	YLR118C
1452	OG0001452	genemark-scaffold_3-processed-gene-7.143-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.143&CDS=1-3666	YBL047C
1453	OG0001453	maker-scaffold_3-snap-gene-7.164-mRNA-1_1&gene=maker-scaffold_3-snap-gene-7.164&CDS=1-4326	YNL161W
1454	OG0001454	genemark-scaffold_3-processed-gene-7.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.120&CDS=1-2205	YPR003C
1455	OG0001455	genemark-scaffold_3-processed-gene-7.147-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.147&CDS=1-681	YNL246W
1456	OG0001456	snap_masked-scaffold_3-processed-gene-7.91-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.91&CDS=1-1164	YNL119W
1457	OG0001457	genemark-scaffold_3-processed-gene-7.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.122&CDS=1-327	YHR116W
1458	OG0001458	maker-scaffold_3-augustus-gene-7.48-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.48&CDS=1-6036	YER164W
1459	OG0001459	genemark-scaffold_3-processed-gene-7.150-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.150&CDS=1-2376	YKL015W
1460	OG0001460	genemark-scaffold_3-processed-gene-7.151-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.151&CDS=1-1200	YGR185C
1461	OG0001461	genemark-scaffold_3-processed-gene-7.126-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.126&CDS=1-1800	YPL020C
1462	OG0001462	genemark-scaffold_3-processed-gene-7.155-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.155&CDS=1-984	YPL015C
1463	OG0001463	snap_masked-scaffold_3-processed-gene-7.73-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.73&CDS=1-2808	YPL009C
1464	OG0001464	genemark-scaffold_3-processed-gene-7.156-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.156&CDS=1-570	YPL010W
1465	OG0001465	genemark-scaffold_3-processed-gene-7.157-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.157&CDS=1-849	YCR060W
1466	OG0001466	snap_masked-scaffold_3-processed-gene-7.75-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.75&CDS=1-912	YCR059C
1467	OG0001467	genemark-scaffold_3-processed-gene-7.130-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.130&CDS=1-2715	YCR057C
1468	OG0001468	genemark-scaffold_3-processed-gene-7.131-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.131&CDS=1-1701	YCR054C
1469	OG0001469	genemark-scaffold_3-processed-gene-7.132-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.132&CDS=1-666	YGR271C-A
1470	OG0001470	genemark-scaffold_3-processed-gene-7.159-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.159&CDS=1-1704	YLR133W
1471	OG0001471	genemark-scaffold_3-processed-gene-7.133-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.133&CDS=1-2781	YLL032C
1472	OG0001472	snap_masked-scaffold_3-processed-gene-8.40-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.40&CDS=1-5220	YLL031C
1473	OG0001473	augustus_masked-scaffold_3-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.85&CDS=1-6528	YCR008W
1474	OG0001474	genemark-scaffold_3-processed-gene-8.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.25&CDS=1-1125	YCL008C
1475	OG0001475	augustus_masked-scaffold_3-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.86&CDS=1-4173	YLR175W
1476	OG0001476	genemark-scaffold_3-processed-gene-8.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.14&CDS=1-906	YNL006W
1477	OG0001477	genemark-scaffold_3-processed-gene-8.29-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.29&CDS=1-7938	YGL195W
1478	OG0001478	augustus_masked-scaffold_3-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.104&CDS=1-7146	YCR011C
1479	OG0001479	genemark-scaffold_3-processed-gene-8.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.22&CDS=1-765	YER174C
1480	OG0001480	snap_masked-scaffold_3-processed-gene-8.71-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.71&CDS=1-5712	YDR097C
1481	OG0001481	genemark-scaffold_3-processed-gene-8.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.36&CDS=1-5430	YJL039C
1482	OG0001482	snap_masked-scaffold_3-processed-gene-8.57-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.57&CDS=1-621	YHR075C
1483	OG0001483	augustus_masked-scaffold_3-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.107&CDS=1-1623	YHR074W
1484	OG0001484	snap_masked-scaffold_3-processed-gene-8.75-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.75&CDS=1-2619	YER114C
1485	OG0001485	maker-scaffold_3-snap-gene-8.3-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.3&CDS=1-3252	YCR063W
1486	OG0001486	snap_masked-scaffold_3-processed-gene-8.59-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.59&CDS=1-726	YNL148C
1487	OG0001487	maker-scaffold_3-snap-gene-8.4-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.4&CDS=1-1119	YNL152W
1488	OG0001488	snap_masked-scaffold_3-processed-gene-8.79-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.79&CDS=1-1143	YKL189W
1489	OG0001489	augustus_masked-scaffold_3-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.13&CDS=1-861	YLR348C
1490	OG0001490	genemark-scaffold_3-processed-gene-9.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.33&CDS=1-699	YOL077C
1491	OG0001491	snap_masked-scaffold_3-processed-gene-9.65-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.65&CDS=1-189	YOL077W-A
1492	OG0001492	snap_masked-scaffold_3-processed-gene-9.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.51&CDS=1-2079	YOL078W
1493	OG0001493	genemark-scaffold_3-processed-gene-9.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.42&CDS=1-5634	YPL231W
1494	OG0001494	maker-scaffold_3-snap-gene-9.6-mRNA-1_1&gene=maker-scaffold_3-snap-gene-9.6&CDS=1-327	YNL244C
1495	OG0001495	genemark-scaffold_3-processed-gene-9.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.36&CDS=1-957	YGR012W
1496	OG0001496	snap_masked-scaffold_3-processed-gene-9.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.68&CDS=1-1197	YFL002C
1497	OG0001497	augustus_masked-scaffold_3-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.25&CDS=1-1065	YMR140W
1498	OG0001498	augustus_masked-scaffold_3-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.19&CDS=1-2805	YBR154C
1499	OG0001499	genemark-scaffold_3-processed-gene-9.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.40&CDS=1-309	YGL108C
1500	OG0001500	maker-scaffold_3-snap-gene-9.10-mRNA-1_1&gene=maker-scaffold_3-snap-gene-9.10&CDS=1-3264	YAL021C
1501	OG0001501	augustus_masked-scaffold_3-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.21&CDS=1-735	YOL080C
1502	OG0001502	snap_masked-scaffold_3-processed-gene-9.77-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.77&CDS=1-675	YOL102C
1503	OG0001503	genemark-scaffold_3-processed-gene-10.1-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.1&CDS=1-1887	YKL029C
1504	OG0001504	maker-scaffold_3-augustus-gene-10.130-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.130&CDS=1-6081	YDR170C
1505	OG0001505	snap_masked-scaffold_3-processed-gene-10.142-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.142&CDS=1-1968	YOL086W-A
1506	OG0001506	genemark-scaffold_3-processed-gene-10.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.6&CDS=1-873	YBR146W
1507	OG0001507	genemark-scaffold_3-processed-gene-10.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.7&CDS=1-1296	YER048C
1508	OG0001508	genemark-scaffold_3-processed-gene-10.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.8&CDS=1-2145	YER047C
1509	OG0001509	augustus_masked-scaffold_3-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.72&CDS=1-6159	YGR116W
1510	OG0001510	genemark-scaffold_3-processed-gene-10.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.13&CDS=1-636	YPL107W
1511	OG0001511	maker-scaffold_3-snap-gene-10.128-mRNA-1_1&gene=maker-scaffold_3-snap-gene-10.128&CDS=1-1719	YMR215W
1512	OG0001512	genemark-scaffold_3-processed-gene-10.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.48&CDS=1-729	YPL065W
1513	OG0001513	genemark-scaffold_3-processed-gene-10.49-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.49&CDS=1-1116	YPR186C
1514	OG0001514	genemark-scaffold_3-processed-gene-10.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.15&CDS=1-453	YPR187W
1515	OG0001515	snap_masked-scaffold_3-processed-gene-10.187-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.187&CDS=1-474	YPR188C
1516	OG0001516	genemark-scaffold_3-processed-gene-10.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.16&CDS=1-4242	YPR189W
1517	OG0001517	genemark-scaffold_3-processed-gene-10.51-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.51&CDS=1-2103	YPR185W
1518	OG0001518	genemark-scaffold_3-processed-gene-10.52-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.52&CDS=1-1899	YPR190C
1519	OG0001519	genemark-scaffold_3-processed-gene-10.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.17&CDS=1-1083	YPR191W
1520	OG0001520	snap_masked-scaffold_3-processed-gene-10.155-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.155&CDS=1-261	YPR182W
1521	OG0001521	genemark-scaffold_3-processed-gene-10.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.53&CDS=1-1032	YAL020C
1522	OG0001522	genemark-scaffold_3-processed-gene-10.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.20&CDS=1-3030	YAL019W
1523	OG0001523	augustus_masked-scaffold_3-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.109&CDS=1-1185	YAL010C
1524	OG0001524	augustus_masked-scaffold_3-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.82&CDS=1-2175	YAL009W
1525	OG0001525	genemark-scaffold_3-processed-gene-10.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.23&CDS=1-702	YPR107C
1526	OG0001526	genemark-scaffold_3-processed-gene-10.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.55&CDS=1-2715	YPR105C
1527	OG0001527	genemark-scaffold_3-processed-gene-10.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.57&CDS=1-975	YGL091C
1528	OG0001528	genemark-scaffold_3-processed-gene-10.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.58&CDS=1-936	YBL033C
1529	OG0001529	snap_masked-scaffold_3-processed-gene-10.195-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.195&CDS=1-1011	YBR246W
1530	OG0001530	genemark-scaffold_3-processed-gene-10.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.31&CDS=1-423	YGL106W
1531	OG0001531	genemark-scaffold_3-processed-gene-10.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.32&CDS=1-1053	YGL105W
1532	OG0001532	genemark-scaffold_3-processed-gene-10.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.33&CDS=1-1140	YNL001W
1533	OG0001533	genemark-scaffold_3-processed-gene-10.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.34&CDS=1-1413	YBR241C
1534	OG0001534	genemark-scaffold_3-processed-gene-10.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.35&CDS=1-441	YGL103W
1535	OG0001535	snap_masked-scaffold_3-processed-gene-10.197-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.197&CDS=1-1356	YBR243C
1536	OG0001536	genemark-scaffold_3-processed-gene-10.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.37&CDS=1-1698	YGL110C
1537	OG0001537	genemark-scaffold_3-processed-gene-10.63-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.63&CDS=1-1122	YGL111W
1538	OG0001538	genemark-scaffold_3-processed-gene-10.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.38&CDS=1-615	YJR112W
1539	OG0001539	augustus_masked-scaffold_3-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.119&CDS=1-945	YGL100W
1540	OG0001540	genemark-scaffold_3-processed-gene-10.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.66&CDS=1-1590	YEL060C
1541	OG0001541	maker-scaffold_3-augustus-gene-10.133-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.133&CDS=1-2034	YBR291C
1542	OG0001542	augustus_masked-scaffold_3-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.136&CDS=1-930	YBR290W
1543	OG0001543	genemark-scaffold_3-processed-gene-11.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.3&CDS=1-1908	YBR289W
1544	OG0001544	genemark-scaffold_3-processed-gene-11.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.4&CDS=1-1275	YMR062C
1545	OG0001545	genemark-scaffold_3-processed-gene-11.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.0&CDS=1-1812	YMR075W
1546	OG0001546	genemark-scaffold_3-processed-gene-11.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.5&CDS=1-3615	YMR076C
1547	OG0001547	snap_masked-scaffold_3-processed-gene-11.73-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.73&CDS=1-2016	YOR322C
1548	OG0001548	maker-scaffold_3-snap-gene-11.64-mRNA-1_1&gene=maker-scaffold_3-snap-gene-11.64&CDS=1-183	YBR162W-A
1549	OG0001549	genemark-scaffold_3-processed-gene-11.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.7&CDS=1-834	YIL043C
1550	OG0001550	snap_masked-scaffold_3-processed-gene-11.81-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.81&CDS=1-3843	YLR086W
1551	OG0001551	augustus_masked-scaffold_3-processed-gene-11.166-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.166&CDS=1-2289	YBR003W
1552	OG0001552	genemark-scaffold_3-processed-gene-11.11-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.11&CDS=1-816	YBR002C
