	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035302_Candida_fragi
1187	OG0001187	YDR487C	snap_masked-flattened_line_4-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.20&CDS=1-606
1188	OG0001188	YDR489W	augustus_masked-flattened_line_46-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.164&CDS=1-717
1189	OG0001189	YDR493W	snap_masked-flattened_line_62-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.165&CDS=1-345
1190	OG0001190	YDR495C	augustus_masked-flattened_line_46-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.160&CDS=1-3003
1191	OG0001191	YDR496C	snap_masked-flattened_line_4-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.104&CDS=1-2016
1192	OG0001192	YDR498C	snap_masked-flattened_line_4-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.14&CDS=1-1044
1193	OG0001193	YDR499W	snap_masked-flattened_line_94-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.6&CDS=1-2163
1194	OG0001194	YDR502C	snap_masked-flattened_line_94-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.25&CDS=1-1149
1195	OG0001195	YDR510W	snap_masked-flattened_line_94-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.8&CDS=1-276
1196	OG0001196	YDR511W	snap_masked-flattened_line_58-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.101&CDS=1-366
1197	OG0001197	YDR512C	snap_masked-flattened_line_4-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.103&CDS=1-438
1198	OG0001198	YDR525W-A	snap_masked-flattened_line_8-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.91&CDS=1-243
1199	OG0001199	YDR527W	snap_masked-flattened_line_8-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.111&CDS=1-1362
1200	OG0001200	YDR529C	maker-flattened_line_124-snap-gene-0.14-mRNA-1_1&gene=maker-flattened_line_124-snap-gene-0.14&CDS=1-378
1201	OG0001201	YDR531W	snap_masked-flattened_line_6-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.12&CDS=1-1401
1202	OG0001202	YDR536W	snap_masked-flattened_line_4-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.113&CDS=1-1641
1203	OG0001203	YEL002C	snap_masked-flattened_line_14-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.88&CDS=1-1299
1204	OG0001204	YEL003W	snap_masked-flattened_line_14-processed-gene-2.89-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.89&CDS=1-375
1205	OG0001205	YEL004W	genemark-flattened_line_94-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.53&CDS=1-1047
1206	OG0001206	YEL007W	snap_masked-flattened_line_26-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.36&CDS=1-1758
1207	OG0001207	YEL009C	snap_masked-flattened_line_18-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.113&CDS=1-837
1208	OG0001208	YEL011W	snap_masked-flattened_line_14-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.153&CDS=1-2097
1209	OG0001209	YEL012W	snap_masked-flattened_line_10-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.44&CDS=1-567
1210	OG0001210	YEL013W	snap_masked-flattened_line_16-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.31&CDS=1-1689
1211	OG0001211	YEL015W	snap_masked-flattened_line_16-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.8&CDS=1-1542
1212	OG0001212	YEL019C	snap_masked-flattened_line_16-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.66&CDS=1-822
1213	OG0001213	YEL020C	snap_masked-flattened_line_16-processed-gene-2.30-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.30&CDS=1-1701
1214	OG0001214	YEL020W-A	snap_masked-flattened_line_86-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.109&CDS=1-264
1215	OG0001215	YEL024W	snap_masked-flattened_line_2-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.59&CDS=1-639
1216	OG0001216	YEL026W	augustus_masked-flattened_line_2-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.5&CDS=1-378
1217	OG0001217	YEL027W	augustus_masked-flattened_line_2-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.1&CDS=1-480
1218	OG0001218	YEL031W	snap_masked-flattened_line_2-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.95&CDS=1-3636
1219	OG0001219	YEL032W	snap_masked-flattened_line_34-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.30&CDS=1-2562
1220	OG0001220	YEL036C	snap_masked-flattened_line_18-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.72&CDS=1-1326
1221	OG0001221	YEL037C	snap_masked-flattened_line_6-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.15&CDS=1-1149
1222	OG0001222	YEL038W	snap_masked-flattened_line_6-processed-gene-2.36-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.36&CDS=1-705
1223	OG0001223	YEL040W	snap_masked-flattened_line_30-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.102&CDS=1-1362
1224	OG0001224	YEL042W	snap_masked-flattened_line_86-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.117&CDS=1-1755
1225	OG0001225	YEL044W	snap_masked-flattened_line_18-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.53&CDS=1-393
1226	OG0001226	YEL050C	snap_masked-flattened_line_20-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.83&CDS=1-1119
1227	OG0001227	YEL051W	snap_masked-flattened_line_38-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.74&CDS=1-852
1228	OG0001228	YEL052W	snap_masked-flattened_line_38-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.76&CDS=1-1434
1229	OG0001229	YEL053C	snap_masked-flattened_line_92-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.59&CDS=1-2286
1230	OG0001230	YEL055C	augustus_masked-flattened_line_10-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.155&CDS=1-3135
1231	OG0001231	YEL058W	snap_masked-flattened_line_24-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.132&CDS=1-1599
1232	OG0001232	YEL060C	snap_masked-flattened_line_32-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.61&CDS=1-1596
1233	OG0001233	YEL061C	snap_masked-flattened_line_48-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.104&CDS=1-2445
1234	OG0001234	YEL062W	snap_masked-flattened_line_20-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.108&CDS=1-1809
1235	OG0001235	YEL063C	snap_masked-flattened_line_12-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.6&CDS=1-1686
1236	OG0001236	YEL064C	snap_masked-flattened_line_88-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.63&CDS=1-1470
1237	OG0001237	YEL072W	snap_masked-flattened_line_54-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.123&CDS=1-762
1238	OG0001238	YER002W	augustus_masked-flattened_line_26-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.105&CDS=1-630
1239	OG0001239	YER003C	snap_masked-flattened_line_26-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.30&CDS=1-1293
1240	OG0001240	YER004W	snap_masked-flattened_line_4-processed-gene-3.131-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.131&CDS=1-657
1241	OG0001241	YER005W	snap_masked-flattened_line_100-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.18&CDS=1-1992
1242	OG0001242	YER006W	snap_masked-flattened_line_100-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.20&CDS=1-1560
1243	OG0001243	YER007C-A	augustus_masked-flattened_line_100-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.97&CDS=1-537
1244	OG0001244	YER007W	snap_masked-flattened_line_100-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.21&CDS=1-1482
1245	OG0001245	YER008C	snap_masked-flattened_line_100-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.17&CDS=1-3906
1246	OG0001246	YER009W	snap_masked-flattened_line_26-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.0&CDS=1-372
1247	OG0001247	YER010C	snap_masked-flattened_line_26-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.10&CDS=1-714
1248	OG0001248	YER014W	snap_masked-flattened_line_90-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.4&CDS=1-1548
1249	OG0001249	YER016W	snap_masked-flattened_line_30-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.76&CDS=1-849
1250	OG0001250	YER019C-A	augustus_masked-flattened_line_4-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.64&CDS=1-273
1251	OG0001251	YER019W	snap_masked-flattened_line_60-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.27&CDS=1-1323
1252	OG0001252	YER020W	snap_masked-flattened_line_92-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.40&CDS=1-1437
1253	OG0001253	YER021W	snap_masked-flattened_line_10-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.96&CDS=1-1407
1254	OG0001254	YER022W	maker-flattened_line_10-snap-gene-2.206-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.206&CDS=1-1743
1255	OG0001255	YER023W	snap_masked-flattened_line_0-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.46&CDS=1-831
1256	OG0001256	YER025W	snap_masked-flattened_line_138-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.6&CDS=1-1596
1257	OG0001257	YER026C	snap_masked-flattened_line_14-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.118&CDS=1-810
1258	OG0001258	YER027C	snap_masked-flattened_line_12-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.90&CDS=1-1089
1259	OG0001259	YER029C	snap_masked-flattened_line_14-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.56&CDS=1-396
1260	OG0001260	YER030W	augustus_masked-flattened_line_14-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.116&CDS=1-492
1261	OG0001261	YER036C	snap_masked-flattened_line_10-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.48&CDS=1-1827
1262	OG0001262	YER041W	snap_masked-flattened_line_36-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.13&CDS=1-2079
1263	OG0001263	YER042W	maker-flattened_line_10-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.2&CDS=1-2832
1264	OG0001264	YER043C	snap_masked-flattened_line_28-processed-gene-1.199-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.199&CDS=1-1350
1265	OG0001265	YER044C	snap_masked-flattened_line_24-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.101&CDS=1-432
1266	OG0001266	YER046W	snap_masked-flattened_line_46-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.20&CDS=1-774
1267	OG0001267	YER047C	snap_masked-flattened_line_48-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.122&CDS=1-2304
1268	OG0001268	YER048C	snap_masked-flattened_line_48-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.119&CDS=1-1308
1269	OG0001269	YER048W-A	snap_masked-flattened_line_48-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.118&CDS=1-267
1270	OG0001270	YER050C	genemark-flattened_line_92-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.85&CDS=1-717
1271	OG0001271	YER051W	snap_masked-flattened_line_92-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.49&CDS=1-1575
1272	OG0001272	YER052C	snap_masked-flattened_line_2-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.13&CDS=1-1587
1273	OG0001273	YER053C	augustus_masked-flattened_line_26-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.86&CDS=1-906
1274	OG0001274	YER055C	snap_masked-flattened_line_30-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.108&CDS=1-903
1275	OG0001275	YER058W	snap_masked-flattened_line_30-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.109&CDS=1-261
1276	OG0001276	YER061C	snap_masked-flattened_line_18-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.121&CDS=1-1320
1277	OG0001277	YER063W	snap_masked-flattened_line_6-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.123&CDS=1-615
1278	OG0001278	YER065C	snap_masked-flattened_line_6-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.103&CDS=1-1656
1279	OG0001279	YER068W	snap_masked-flattened_line_8-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.74&CDS=1-1824
1280	OG0001280	YER069W	snap_masked-flattened_line_0-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.51&CDS=1-2619
1281	OG0001281	YER071C	snap_masked-flattened_line_4-processed-gene-4.38-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.38&CDS=1-315
1282	OG0001282	YER072W	snap_masked-flattened_line_4-processed-gene-4.0-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.0&CDS=1-345
1283	OG0001283	YER074W-A	snap_masked-flattened_line_4-processed-gene-4.13-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.13&CDS=1-237
1284	OG0001284	YER078C	snap_masked-flattened_line_18-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.140&CDS=1-1617
1285	OG0001285	YER080W	snap_masked-flattened_line_30-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.85&CDS=1-1899
1286	OG0001286	YER081W	snap_masked-flattened_line_90-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.25&CDS=1-1401
1287	OG0001287	YER082C	snap_masked-flattened_line_52-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.105&CDS=1-1530
1288	OG0001288	YER083C	snap_masked-flattened_line_52-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.144&CDS=1-960
1289	OG0001289	YER086W	snap_masked-flattened_line_22-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.121&CDS=1-1701
1290	OG0001290	YER087W	augustus_masked-flattened_line_4-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.43&CDS=1-1521
1291	OG0001291	YER090W	snap_masked-flattened_line_4-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.28&CDS=1-4338
1292	OG0001292	YER091C	snap_masked-flattened_line_4-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.11&CDS=1-2304
1293	OG0001293	YER093C	augustus_masked-flattened_line_148-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.14&CDS=1-3930
1294	OG0001294	YER093C-A	snap_masked-flattened_line_2-processed-gene-3.21-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.21&CDS=1-459
1295	OG0001295	YER094C	snap_masked-flattened_line_86-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.121&CDS=1-618
1296	OG0001296	YER095W	snap_masked-flattened_line_16-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.18&CDS=1-1041
1297	OG0001297	YER100W	snap_masked-flattened_line_2-processed-gene-4.115-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.115&CDS=1-726
1298	OG0001298	YER107C	augustus_masked-flattened_line_26-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.144&CDS=1-1095
1299	OG0001299	YER109C	augustus_masked-flattened_line_26-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.142&CDS=1-2241
1300	OG0001300	YER110C	snap_masked-flattened_line_62-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.148&CDS=1-3315
1301	OG0001301	YER112W	augustus_masked-flattened_line_10-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.131&CDS=1-501
1302	OG0001302	YER113C	snap_masked-flattened_line_8-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.58&CDS=1-1962
1303	OG0001303	YER116C	snap_masked-flattened_line_14-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.134&CDS=1-384
1304	OG0001304	YER118C	snap_masked-flattened_line_0-processed-gene-5.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.88&CDS=1-909
1305	OG0001305	YER120W	maker-flattened_line_0-snap-gene-5.226-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.226&CDS=1-723
1306	OG0001306	YER122C	snap_masked-flattened_line_0-processed-gene-5.117-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.117&CDS=1-1440
1307	OG0001307	YER125W	snap_masked-flattened_line_40-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.78&CDS=1-2334
1308	OG0001308	YER126C	snap_masked-flattened_line_128-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.15&CDS=1-783
1309	OG0001309	YER127W	augustus_masked-flattened_line_32-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.78&CDS=1-918
1310	OG0001310	YER130C	snap_masked-flattened_line_52-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.119&CDS=1-1974
1311	OG0001311	YER134C	augustus_masked-flattened_line_76-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.58&CDS=1-522
1312	OG0001312	YER136W	snap_masked-flattened_line_36-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.47&CDS=1-1353
1313	OG0001313	YER137C	snap_masked-flattened_line_12-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.65&CDS=1-537
1314	OG0001314	YER140W	augustus_masked-flattened_line_4-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.93&CDS=1-1557
1315	OG0001315	YER141W	augustus_masked-flattened_line_4-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.70&CDS=1-1344
1316	OG0001316	YER142C	augustus_masked-flattened_line_40-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.131&CDS=1-1011
1317	OG0001317	YER143W	snap_masked-flattened_line_36-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.23&CDS=1-1299
1318	OG0001318	YER146W	snap_masked-flattened_line_58-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.94&CDS=1-279
1319	OG0001319	YER148W	snap_masked-flattened_line_4-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.27&CDS=1-765
1320	OG0001320	YER150W	augustus_masked-flattened_line_4-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.57&CDS=1-327
1321	OG0001321	YER151C	augustus_masked-flattened_line_4-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.39&CDS=1-2547
1322	OG0001322	YER152C	snap_masked-flattened_line_152-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.13&CDS=1-1308
1323	OG0001323	YER154W	augustus_masked-flattened_line_22-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.86&CDS=1-1065
1324	OG0001324	YER155C	snap_masked-flattened_line_22-processed-gene-2.152-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.152&CDS=1-5802
1325	OG0001325	YER156C	snap_masked-flattened_line_6-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.109&CDS=1-987
1326	OG0001326	YER157W	snap_masked-flattened_line_6-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.82&CDS=1-2382
1327	OG0001327	YER159C	snap_masked-flattened_line_56-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.166&CDS=1-315
1328	OG0001328	YER162C	snap_masked-flattened_line_0-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.77&CDS=1-2952
1329	OG0001329	YER163C	snap_masked-flattened_line_0-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.42&CDS=1-756
1330	OG0001330	YER164W	snap_masked-flattened_line_32-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.104&CDS=1-4179
1331	OG0001331	YER165W	snap_masked-flattened_line_32-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.135&CDS=1-1932
1332	OG0001332	YER168C	snap_masked-flattened_line_8-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.94&CDS=1-1641
1333	OG0001333	YER169W	snap_masked-flattened_line_12-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.79&CDS=1-2619
1334	OG0001334	YER171W	maker-flattened_line_44-snap-gene-0.99-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.99&CDS=1-2979
1335	OG0001335	YER172C	snap_masked-flattened_line_26-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.5&CDS=1-6372
1336	OG0001336	YER173W	snap_masked-flattened_line_8-processed-gene-3.73-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.73&CDS=1-1677
1337	OG0001337	YER175C	snap_masked-flattened_line_2-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.2&CDS=1-864
1338	OG0001338	YER176W	snap_masked-flattened_line_60-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.33&CDS=1-3318
1339	OG0001339	YER178W	snap_masked-flattened_line_26-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.25&CDS=1-1185
1340	OG0001340	YER182W	augustus_masked-flattened_line_44-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.174&CDS=1-801
1341	OG0001341	YER183C	snap_masked-flattened_line_44-processed-gene-0.246-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.246&CDS=1-603
1342	OG0001342	YFL001W	augustus_masked-flattened_line_38-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.84&CDS=1-1335
1343	OG0001343	YFL002C	augustus_masked-flattened_line_38-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.97&CDS=1-1866
1344	OG0001344	YFL005W	snap_masked-flattened_line_82-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.76&CDS=1-615
1345	OG0001345	YFL007W	snap_masked-flattened_line_10-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.49&CDS=1-6432
1346	OG0001346	YFL008W	augustus_masked-flattened_line_8-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.51&CDS=1-5133
1347	OG0001347	YFL013C	snap_masked-flattened_line_10-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.21&CDS=1-2565
1348	OG0001348	YFL016C	snap_masked-flattened_line_26-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.13&CDS=1-1467
1349	OG0001349	YFL017C	snap_masked-flattened_line_10-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.77&CDS=1-396
1350	OG0001350	YFL017W-A	maker-flattened_line_10-snap-gene-2.198-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.198&CDS=1-240
1351	OG0001351	YFL018C	snap_masked-flattened_line_74-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.130&CDS=1-1479
1352	OG0001352	YFL022C	snap_masked-flattened_line_74-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.129&CDS=1-1482
1353	OG0001353	YFL024C	snap_masked-flattened_line_34-processed-gene-1.22-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.22&CDS=1-2586
