	OrthologID	Saccharomyces_cerevisiae	yHAB134_Kazachstania_turicensis
1585	OG0001585	YFR045W	augustus_masked-scf7180000049557-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-scf7180000049557-processed-gene-1.98&CDS=1-1044
1586	OG0001586	YFR046C	augustus_masked-scf7180000049557-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scf7180000049557-processed-gene-1.122&CDS=1-1311
1587	OG0001587	YFR047C	augustus_masked-scf7180000049557-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scf7180000049557-processed-gene-1.123&CDS=1-879
1588	OG0001588	YFR048W	genemark-scf7180000049494-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000049494-processed-gene-0.12&CDS=1-2085
1589	OG0001589	YFR049W	augustus_masked-scf7180000049494-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000049494-processed-gene-0.23&CDS=1-384
1590	OG0001590	YFR050C	augustus_masked-scf7180000049472-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.22&CDS=1-795
1591	OG0001591	YFR051C	augustus_masked-scf7180000049494-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049494-processed-gene-0.17&CDS=1-1626
1592	OG0001592	YFR052W	snap_masked-scf7180000049494-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000049494-processed-gene-0.36&CDS=1-849
1593	OG0001593	YGL001C	maker-scf7180000049588-augustus-gene-1.4-mRNA-1_1&gene=maker-scf7180000049588-augustus-gene-1.4&CDS=1-972
1594	OG0001594	YGL003C	augustus_masked-scf7180000049527-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000049527-processed-gene-0.44&CDS=1-1809
1595	OG0001595	YGL004C	augustus_masked-scf7180000049588-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.5&CDS=1-1236
1596	OG0001596	YGL005C	snap_masked-scf7180000049588-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-2.84&CDS=1-852
1597	OG0001597	YGL006W	augustus_masked-scf7180000049588-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.26&CDS=1-3474
1598	OG0001598	YGL009C	augustus_masked-scf7180000049538-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-0.79&CDS=1-2343
1599	OG0001599	YGL011C	augustus_masked-scf7180000049588-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.29&CDS=1-783
1600	OG0001600	YGL016W	maker-scf7180000049588-augustus-gene-1.2-mRNA-1_1&gene=maker-scf7180000049588-augustus-gene-1.2&CDS=1-4848
1601	OG0001601	YGL018C	augustus_masked-scf7180000049588-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.39&CDS=1-594
1602	OG0001602	YGL019W	genemark-scf7180000049588-processed-gene-1.63-mRNA-1_1&gene=genemark-scf7180000049588-processed-gene-1.63&CDS=1-837
1603	OG0001603	YGL020C	augustus_masked-scf7180000049588-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.38&CDS=1-690
1604	OG0001604	YGL022W	augustus_masked-scf7180000049588-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.22&CDS=1-2232
1605	OG0001605	YGL023C	augustus_masked-scf7180000049588-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.37&CDS=1-2145
1606	OG0001606	YGL025C	snap_masked-scf7180000049538-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000049538-processed-gene-0.15&CDS=1-1179
1607	OG0001607	YGL026C	snap_masked-scf7180000049538-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000049538-processed-gene-0.16&CDS=1-2130
1608	OG0001608	YGL027C	snap_masked-scf7180000049588-processed-gene-2.94-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-2.94&CDS=1-2517
1609	OG0001609	YGL028C	augustus_masked-scf7180000049588-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.17&CDS=1-1512
1610	OG0001610	YGL029W	augustus_masked-scf7180000049538-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-0.93&CDS=1-366
1611	OG0001611	YGL030W	augustus_masked-scf7180000049588-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.19&CDS=1-315
1612	OG0001612	YGL032C	augustus_masked-scf7180000049588-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.32&CDS=1-267
1613	OG0001613	YGL033W	snap_masked-scf7180000049588-processed-gene-2.97-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-2.97&CDS=1-549
1614	OG0001614	YGL035C	augustus_masked-scf7180000049553-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.36&CDS=1-1440
1615	OG0001615	YGL036W	snap_masked-scf7180000049553-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000049553-processed-gene-0.81&CDS=1-2334
1616	OG0001616	YGL037C	augustus_masked-scf7180000049553-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.38&CDS=1-726
1617	OG0001617	YGL038C	augustus_masked-scf7180000049553-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.39&CDS=1-1416
1618	OG0001618	YGL040C	augustus_masked-scf7180000049553-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.40&CDS=1-1020
1619	OG0001619	YGL043W	augustus_masked-scf7180000049490-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000049490-processed-gene-0.75&CDS=1-963
1620	OG0001620	YGL044C	augustus_masked-scf7180000049490-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000049490-processed-gene-0.56&CDS=1-831
1621	OG0001621	YGL045W	augustus_masked-scf7180000049490-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000049490-processed-gene-0.77&CDS=1-1920
1622	OG0001622	YGL047W	augustus_masked-scf7180000049535-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049535-processed-gene-0.13&CDS=1-597
1623	OG0001623	YGL048C	augustus_masked-scf7180000049535-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049535-processed-gene-0.4&CDS=1-1221
1624	OG0001624	YGL050W	augustus_masked-scf7180000049535-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049535-processed-gene-0.14&CDS=1-813
1625	OG0001625	YGL054C	augustus_masked-scf7180000049522-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.50&CDS=1-417
1626	OG0001626	YGL055W	augustus_masked-scf7180000049522-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.72&CDS=1-1482
1627	OG0001627	YGL058W	augustus_masked-scf7180000049522-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.73&CDS=1-519
1628	OG0001628	YGL059W	snap_masked-scf7180000049522-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000049522-processed-gene-0.34&CDS=1-1473
1629	OG0001629	YGL061C	augustus_masked-scf7180000049522-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.53&CDS=1-570
1630	OG0001630	YGL064C	augustus_masked-scf7180000049564-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.7&CDS=1-1734
1631	OG0001631	YGL065C	augustus_masked-scf7180000049564-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.8&CDS=1-1530
1632	OG0001632	YGL066W	augustus_masked-scf7180000049564-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.33&CDS=1-2004
1633	OG0001633	YGL067W	augustus_masked-scf7180000049564-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.34&CDS=1-1152
1634	OG0001634	YGL068W	augustus_masked-scf7180000049564-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.36&CDS=1-549
1635	OG0001635	YGL070C	augustus_masked-scf7180000049564-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.10&CDS=1-366
1636	OG0001636	YGL073W	augustus_masked-scf7180000049564-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.38&CDS=1-1968
1637	OG0001637	YGL075C	snap_masked-scf7180000049564-processed-gene-0.143-mRNA-1_1&gene=snap_masked-scf7180000049564-processed-gene-0.143&CDS=1-837
1638	OG0001638	YGL077C	augustus_masked-scf7180000049590-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-2.64&CDS=1-1689
1639	OG0001639	YGL078C	augustus_masked-scf7180000049564-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.12&CDS=1-1590
1640	OG0001640	YGL079W	augustus_masked-scf7180000049564-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.39&CDS=1-678
1641	OG0001641	YGL080W	augustus_masked-scf7180000049564-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.40&CDS=1-354
1642	OG0001642	YGL083W	augustus_masked-scf7180000049564-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.41&CDS=1-8343
1643	OG0001643	YGL084C	snap_masked-scf7180000049588-processed-gene-1.107-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-1.107&CDS=1-1866
1644	OG0001644	YGL087C	augustus_masked-scf7180000049564-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.13&CDS=1-414
1645	OG0001645	YGL090W	snap_masked-scf7180000049564-processed-gene-0.179-mRNA-1_1&gene=snap_masked-scf7180000049564-processed-gene-0.179&CDS=1-1260
1646	OG0001646	YGL091C	augustus_masked-scf7180000049564-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.15&CDS=1-996
1647	OG0001647	YGL092W	augustus_masked-scf7180000049564-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.43&CDS=1-3891
1648	OG0001648	YGL093W	augustus_masked-scf7180000049564-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.44&CDS=1-2619
1649	OG0001649	YGL094C	augustus_masked-scf7180000049564-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.16&CDS=1-3339
1650	OG0001650	YGL095C	snap_masked-scf7180000049588-processed-gene-1.110-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-1.110&CDS=1-1812
1651	OG0001651	YGL096W	augustus_masked-scf7180000049564-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.46&CDS=1-834
1652	OG0001652	YGL097W	augustus_masked-scf7180000049564-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.47&CDS=1-2181
1653	OG0001653	YGL099W	augustus_masked-scf7180000049588-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.32&CDS=1-1929
1654	OG0001654	YGL100W	maker-scf7180000049564-augustus-gene-0.60-mRNA-1_1&gene=maker-scf7180000049564-augustus-gene-0.60&CDS=1-831
1655	OG0001655	YGL103W	maker-scf7180000049588-augustus-gene-1.3-mRNA-1_1&gene=maker-scf7180000049588-augustus-gene-1.3&CDS=1-459
1656	OG0001656	YGL105W	augustus_masked-scf7180000049588-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.9&CDS=1-1131
1657	OG0001657	YGL106W	maker-scf7180000049564-augustus-gene-0.61-mRNA-1_1&gene=maker-scf7180000049564-augustus-gene-0.61&CDS=1-504
1658	OG0001658	YGL108C	augustus_masked-scf7180000049564-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.20&CDS=1-345
1659	OG0001659	YGL110C	augustus_masked-scf7180000049564-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.21&CDS=1-1887
1660	OG0001660	YGL111W	augustus_masked-scf7180000049588-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.31&CDS=1-1359
1661	OG0001661	YGL112C	augustus_masked-scf7180000049514-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.104&CDS=1-1644
1662	OG0001662	YGL113W	snap_masked-scf7180000049514-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000049514-processed-gene-0.39&CDS=1-2058
1663	OG0001663	YGL114W	genemark-scf7180000049514-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000049514-processed-gene-0.85&CDS=1-2241
1664	OG0001664	YGL115W	snap_masked-scf7180000049514-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000049514-processed-gene-0.41&CDS=1-1965
1665	OG0001665	YGL119W	snap_masked-scf7180000049514-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000049514-processed-gene-0.42&CDS=1-1407
1666	OG0001666	YGL120C	augustus_masked-scf7180000049514-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.105&CDS=1-2313
1667	OG0001667	YGL121C	snap_masked-scf7180000049522-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000049522-processed-gene-0.39&CDS=1-462
1668	OG0001668	YGL122C	augustus_masked-scf7180000049522-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.77&CDS=1-1635
1669	OG0001669	YGL123W	augustus_masked-scf7180000049522-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.55&CDS=1-762
1670	OG0001670	YGL124C	augustus_masked-scf7180000049522-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.76&CDS=1-1920
1671	OG0001671	YGL125W	snap_masked-scf7180000049522-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000049522-processed-gene-0.12&CDS=1-1800
1672	OG0001672	YGL126W	snap_masked-scf7180000049522-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000049522-processed-gene-0.11&CDS=1-756
1673	OG0001673	YGL127C	augustus_masked-scf7180000049522-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.75&CDS=1-366
1674	OG0001674	YGL129C	augustus_masked-scf7180000049564-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.31&CDS=1-1320
1675	OG0001675	YGL130W	augustus_masked-scf7180000049564-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.6&CDS=1-1353
1676	OG0001676	YGL133W	augustus_masked-scf7180000049564-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.5&CDS=1-3534
1677	OG0001677	YGL136C	genemark-scf7180000049564-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000049564-processed-gene-0.94&CDS=1-933
1678	OG0001678	YGL137W	augustus_masked-scf7180000049564-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.3&CDS=1-2616
1679	OG0001679	YGL140C	augustus_masked-scf7180000049497-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.43&CDS=1-3825
1680	OG0001680	YGL141W	augustus_masked-scf7180000049572-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.97&CDS=1-2814
1681	OG0001681	YGL145W	augustus_masked-scf7180000049572-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.99&CDS=1-2001
1682	OG0001682	YGL146C	snap_masked-scf7180000049572-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000049572-processed-gene-0.118&CDS=1-783
1683	OG0001683	YGL148W	augustus_masked-scf7180000049572-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.100&CDS=1-1128
1684	OG0001684	YGL150C	maker-scf7180000049572-augustus-gene-0.56-mRNA-1_1&gene=maker-scf7180000049572-augustus-gene-0.56&CDS=1-4317
1685	OG0001685	YGL151W	augustus_masked-scf7180000049572-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.101&CDS=1-3303
1686	OG0001686	YGL153W	augustus_masked-scf7180000049572-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.102&CDS=1-1119
1687	OG0001687	YGL154C	snap_masked-scf7180000049572-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000049572-processed-gene-0.122&CDS=1-807
1688	OG0001688	YGL155W	augustus_masked-scf7180000049572-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.103&CDS=1-1107
1689	OG0001689	YGL156W	augustus_masked-scf7180000049572-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.104&CDS=1-3249
1690	OG0001690	YGL160W	augustus_masked-scf7180000049572-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.105&CDS=1-1545
1691	OG0001691	YGL167C	augustus_masked-scf7180000049581-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-2.76&CDS=1-2823
1692	OG0001692	YGL169W	augustus_masked-scf7180000048627-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000048627-processed-gene-0.4&CDS=1-1224
1693	OG0001693	YGL171W	snap_masked-scf7180000049581-processed-gene-3.91-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-3.91&CDS=1-1734
1694	OG0001694	YGL172W	augustus_masked-scf7180000049585-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.51&CDS=1-1401
1695	OG0001695	YGL174W	augustus_masked-scf7180000049585-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.52&CDS=1-771
1696	OG0001696	YGL175C	augustus_masked-scf7180000049585-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.38&CDS=1-1302
1697	OG0001697	YGL178W	augustus_masked-scf7180000049585-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.53&CDS=1-2616
1698	OG0001698	YGL180W	augustus_masked-scf7180000049585-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.55&CDS=1-1911
1699	OG0001699	YGL181W	augustus_masked-scf7180000049585-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.56&CDS=1-1287
1700	OG0001700	YGL185C	snap_masked-scf7180000049585-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scf7180000049585-processed-gene-0.73&CDS=1-1161
1701	OG0001701	YGL186C	augustus_masked-scf7180000049585-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.43&CDS=1-1785
1702	OG0001702	YGL187C	augustus_masked-scf7180000049585-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-0.44&CDS=1-477
1703	OG0001703	YGL190C	augustus_masked-scf7180000049585-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-1.4&CDS=1-1602
1704	OG0001704	YGL192W	maker-scf7180000049585-snap-gene-1.84-mRNA-1_1&gene=maker-scf7180000049585-snap-gene-1.84&CDS=1-2097
1705	OG0001705	YGL194C	augustus_masked-scf7180000049585-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-1.5&CDS=1-1347
1706	OG0001706	YGL195W	maker-scf7180000049585-augustus-gene-1.2-mRNA-1_1&gene=maker-scf7180000049585-augustus-gene-1.2&CDS=1-9336
1707	OG0001707	YGL198W	augustus_masked-scf7180000049585-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-1.25&CDS=1-807
1708	OG0001708	YGL200C	augustus_masked-scf7180000049585-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-1.9&CDS=1-603
1709	OG0001709	YGL201C	augustus_masked-scf7180000049581-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.102&CDS=1-3075
1710	OG0001710	YGL202W	snap_masked-scf7180000049581-processed-gene-4.66-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.66&CDS=1-1407
1711	OG0001711	YGL203C	augustus_masked-scf7180000049581-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.103&CDS=1-2160
1712	OG0001712	YGL205W	augustus_masked-scf7180000049468-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049468-processed-gene-0.8&CDS=1-2169
1713	OG0001713	YGL206C	augustus_masked-scf7180000049468-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049468-processed-gene-0.6&CDS=1-4962
1714	OG0001714	YGL207W	augustus_masked-scf7180000049468-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049468-processed-gene-0.9&CDS=1-3099
1715	OG0001715	YGL209W	augustus_masked-scf7180000049529-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049529-processed-gene-0.4&CDS=1-900
1716	OG0001716	YGL210W	augustus_masked-scf7180000049512-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049512-processed-gene-0.11&CDS=1-663
1717	OG0001717	YGL211W	augustus_masked-scf7180000049512-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049512-processed-gene-0.12&CDS=1-1107
1718	OG0001718	YGL212W	snap_masked-scf7180000049512-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000049512-processed-gene-0.3&CDS=1-1095
1719	OG0001719	YGL213C	augustus_masked-scf7180000049512-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049512-processed-gene-0.10&CDS=1-1203
1720	OG0001720	YGL215W	augustus_masked-scf7180000049512-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049512-processed-gene-0.14&CDS=1-1308
1721	OG0001721	YGL216W	maker-scf7180000049556-snap-gene-0.46-mRNA-1_1&gene=maker-scf7180000049556-snap-gene-0.46&CDS=1-1647
1722	OG0001722	YGL219C	augustus_masked-scf7180000049556-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.20&CDS=1-1359
1723	OG0001723	YGL221C	augustus_masked-scf7180000049556-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.19&CDS=1-873
1724	OG0001724	YGL223C	augustus_masked-scf7180000049556-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.17&CDS=1-1350
1725	OG0001725	YGL224C	augustus_masked-scf7180000049556-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.16&CDS=1-855
1726	OG0001726	YGL225W	snap_masked-scf7180000049556-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000049556-processed-gene-0.60&CDS=1-1002
1727	OG0001727	YGL226C-A	snap_masked-scf7180000049556-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000049556-processed-gene-0.69&CDS=1-258
1728	OG0001728	YGL227W	augustus_masked-scf7180000049556-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.6&CDS=1-2784
1729	OG0001729	YGL231C	snap_masked-scf7180000049472-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000049472-processed-gene-0.67&CDS=1-549
1730	OG0001730	YGL232W	augustus_masked-scf7180000049472-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.14&CDS=1-930
1731	OG0001731	YGL233W	augustus_masked-scf7180000049472-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.15&CDS=1-2688
1732	OG0001732	YGL234W	maker-scf7180000049472-snap-gene-0.63-mRNA-1_1&gene=maker-scf7180000049472-snap-gene-0.63&CDS=1-2358
1733	OG0001733	YGL236C	snap_masked-scf7180000049472-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000049472-processed-gene-0.68&CDS=1-2001
1734	OG0001734	YGL237C	augustus_masked-scf7180000049472-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.7&CDS=1-921
1735	OG0001735	YGL238W	snap_masked-scf7180000049472-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000049472-processed-gene-0.81&CDS=1-2877
1736	OG0001736	YGL240W	snap_masked-scf7180000049472-processed-gene-0.82-mRNA-1_1&gene=snap_masked-scf7180000049472-processed-gene-0.82&CDS=1-642
1737	OG0001737	YGL241W	augustus_masked-scf7180000049557-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-scf7180000049557-processed-gene-1.124&CDS=1-3069
1738	OG0001738	YGL242C	augustus_masked-scf7180000049494-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049494-processed-gene-0.26&CDS=1-567
1739	OG0001739	YGL243W	augustus_masked-scf7180000049472-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.18&CDS=1-1158
1740	OG0001740	YGL244W	augustus_masked-scf7180000049472-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.19&CDS=1-1674
1741	OG0001741	YGL245W	augustus_masked-scf7180000049472-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.20&CDS=1-2118
1742	OG0001742	YGL246C	augustus_masked-scf7180000049472-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.8&CDS=1-999
1743	OG0001743	YGL247W	snap_masked-scf7180000049494-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000049494-processed-gene-0.30&CDS=1-240
1744	OG0001744	YGL248W	augustus_masked-scf7180000049472-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.21&CDS=1-1098
1745	OG0001745	YGL249W	snap_masked-scf7180000049472-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scf7180000049472-processed-gene-0.88&CDS=1-1755
1746	OG0001746	YGL250W	augustus_masked-scf7180000049472-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.24&CDS=1-774
1747	OG0001747	YGL251C	augustus_masked-scf7180000049472-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.9&CDS=1-3531
1748	OG0001748	YGL252C	augustus_masked-scf7180000049472-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.10&CDS=1-1758
