	OrthologID	Saccharomyces_cerevisiae	Spathaspora_hagerdaliae
1847	OG0001847	YHR148W	genemark-LQHL01001519.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001519.1-processed-gene-0.13&CDS=1-549
1848	OG0001848	YHR150W	genemark-LQHL01001806.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001806.1-processed-gene-0.26&CDS=1-1611
1849	OG0001849	YHR154W	genemark-LQHL01001842.1-processed-gene-0.86-mRNA-1_1&gene=genemark-LQHL01001842.1-processed-gene-0.86&CDS=1-2535
1850	OG0001850	YHR164C	snap_masked-LQHL01001761.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQHL01001761.1-processed-gene-0.7&CDS=1-4761
1851	OG0001851	YHR165C	augustus_masked-LQHL01001635.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQHL01001635.1-processed-gene-0.13&CDS=1-7314
1852	OG0001852	YHR166C	genemark-LQHL01001672.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001672.1-processed-gene-0.5&CDS=1-2034
1853	OG0001853	YHR168W	genemark-LQHL01001811.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQHL01001811.1-processed-gene-0.51&CDS=1-1659
1854	OG0001854	YHR169W	genemark-LQHL01001811.1-processed-gene-0.63-mRNA-1_1&gene=genemark-LQHL01001811.1-processed-gene-0.63&CDS=1-1311
1855	OG0001855	YHR170W	genemark-LQHL01001754.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001754.1-processed-gene-0.13&CDS=1-1551
1856	OG0001856	YHR171W	genemark-LQHL01001754.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001754.1-processed-gene-0.12&CDS=1-1935
1857	OG0001857	YHR172W	augustus_masked-LQHL01001754.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LQHL01001754.1-processed-gene-0.30&CDS=1-2529
1858	OG0001858	YHR175W	snap_masked-LQHL01001705.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LQHL01001705.1-processed-gene-0.36&CDS=1-441
1859	OG0001859	YHR176W	genemark-LQHL01001821.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001821.1-processed-gene-0.14&CDS=1-1482
1860	OG0001860	YHR178W	maker-LQHL01001787.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LQHL01001787.1-augustus-gene-0.33&CDS=1-1956
1861	OG0001861	YHR181W	genemark-LQHL01001728.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001728.1-processed-gene-0.14&CDS=1-648
1862	OG0001862	YHR183W	genemark-LQHL01001386.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001386.1-processed-gene-0.5&CDS=1-1545
1863	OG0001863	YHR186C	genemark-LQHL01001556.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001556.1-processed-gene-0.14&CDS=1-4317
1864	OG0001864	YHR187W	maker-LQHL01001610.1-augustus-gene-0.15-mRNA-1_1&gene=maker-LQHL01001610.1-augustus-gene-0.15&CDS=1-834
1865	OG0001865	YHR188C	genemark-LQHL01001610.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001610.1-processed-gene-0.10&CDS=1-1980
1866	OG0001866	YHR189W	maker-LQHL01001623.1-augustus-gene-0.14-mRNA-1_1&gene=maker-LQHL01001623.1-augustus-gene-0.14&CDS=1-1758
1867	OG0001867	YHR190W	genemark-LQHL01001468.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001468.1-processed-gene-0.11&CDS=1-1332
1868	OG0001868	YHR191C	genemark-LQHL01001745.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LQHL01001745.1-processed-gene-0.53&CDS=1-474
1869	OG0001869	YHR193C	genemark-LQHL01001651.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001651.1-processed-gene-0.1&CDS=1-519
1870	OG0001870	YHR194W	snap_masked-LQHL01001804.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQHL01001804.1-processed-gene-0.1&CDS=1-1530
1871	OG0001871	YHR196W	snap_masked-LQHL01001779.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LQHL01001779.1-processed-gene-0.16&CDS=1-1596
1872	OG0001872	YHR197W	genemark-LQHL01001653.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001653.1-processed-gene-0.3&CDS=1-2163
1873	OG0001873	YHR200W	augustus_masked-LQHL01001509.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQHL01001509.1-processed-gene-0.12&CDS=1-2589
1874	OG0001874	YHR204W	augustus_masked-LQHL01001584.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQHL01001584.1-processed-gene-0.19&CDS=1-2496
1875	OG0001875	YHR205W	genemark-LQHL01001807.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQHL01001807.1-processed-gene-0.31&CDS=1-2415
1876	OG0001876	YHR206W	maker-LQHL01001701.1-snap-gene-0.12-mRNA-1_1&gene=maker-LQHL01001701.1-snap-gene-0.12&CDS=1-2031
1877	OG0001877	YHR207C	maker-LQHL01001466.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQHL01001466.1-snap-gene-0.0&CDS=1-2463
1878	OG0001878	YIL001W	genemark-LQHL01001801.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001801.1-processed-gene-0.14&CDS=1-1830
1879	OG0001879	YIL002C	genemark-LQHL01001620.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001620.1-processed-gene-0.9&CDS=1-3036
1880	OG0001880	YIL003W	genemark-LQHL01001457.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001457.1-processed-gene-0.16&CDS=1-888
1881	OG0001881	YIL005W	genemark-LQHL01001641.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001641.1-processed-gene-0.8&CDS=1-2232
1882	OG0001882	YIL007C	genemark-LQHL01001844.1-processed-gene-0.77-mRNA-1_1&gene=genemark-LQHL01001844.1-processed-gene-0.77&CDS=1-705
1883	OG0001883	YIL008W	genemark-LQHL01001844.1-processed-gene-0.95-mRNA-1_1&gene=genemark-LQHL01001844.1-processed-gene-0.95&CDS=1-303
1884	OG0001884	YIL019W	snap_masked-LQHL01001727.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LQHL01001727.1-processed-gene-0.6&CDS=1-882
1885	OG0001885	YIL020C	genemark-LQHL01001727.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQHL01001727.1-processed-gene-0.35&CDS=1-813
1886	OG0001886	YIL021W	genemark-LQHL01001727.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQHL01001727.1-processed-gene-0.31&CDS=1-939
1887	OG0001887	YIL022W	genemark-LQHL01001631.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQHL01001631.1-processed-gene-0.28&CDS=1-1299
1888	OG0001888	YIL024C	genemark-LQHL01001575.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001575.1-processed-gene-0.26&CDS=1-1047
1889	OG0001889	YIL026C	genemark-LQHL01001872.1-processed-gene-0.139-mRNA-1_1&gene=genemark-LQHL01001872.1-processed-gene-0.139&CDS=1-3294
1890	OG0001890	YIL030C	maker-LQHL01001841.1-snap-gene-0.4-mRNA-1_1&gene=maker-LQHL01001841.1-snap-gene-0.4&CDS=1-3504
1891	OG0001891	YIL031W	genemark-LQHL01001726.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001726.1-processed-gene-0.1&CDS=1-3894
1892	OG0001892	YIL033C	augustus_masked-LQHL01001729.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQHL01001729.1-processed-gene-0.4&CDS=1-1809
1893	OG0001893	YIL034C	genemark-LQHL01001621.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001621.1-processed-gene-0.12&CDS=1-861
1894	OG0001894	YIL035C	genemark-LQHL01001868.1-processed-gene-0.88-mRNA-1_1&gene=genemark-LQHL01001868.1-processed-gene-0.88&CDS=1-1014
1895	OG0001895	YIL039W	genemark-LQHL01001650.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001650.1-processed-gene-0.19&CDS=1-1446
1896	OG0001896	YIL041W	genemark-LQHL01001835.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQHL01001835.1-processed-gene-0.54&CDS=1-981
1897	OG0001897	YIL043C	genemark-LQHL01001835.1-processed-gene-0.77-mRNA-1_1&gene=genemark-LQHL01001835.1-processed-gene-0.77&CDS=1-897
1898	OG0001898	YIL044C	genemark-LQHL01001641.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001641.1-processed-gene-0.10&CDS=1-1170
1899	OG0001899	YIL046W	genemark-LQHL01001787.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001787.1-processed-gene-0.13&CDS=1-2106
1900	OG0001900	YIL047C	genemark-LQHL01001773.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQHL01001773.1-processed-gene-0.23&CDS=1-2961
1901	OG0001901	YIL048W	augustus_masked-LQHL01001773.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQHL01001773.1-processed-gene-0.29&CDS=1-3654
1902	OG0001902	YIL049W	maker-LQHL01001597.1-snap-gene-0.29-mRNA-1_1&gene=maker-LQHL01001597.1-snap-gene-0.29&CDS=1-2130
1903	OG0001903	YIL061C	genemark-LQHL01001480.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001480.1-processed-gene-0.15&CDS=1-963
1904	OG0001904	YIL062C	augustus_masked-LQHL01001812.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQHL01001812.1-processed-gene-0.19&CDS=1-795
1905	OG0001905	YIL063C	genemark-LQHL01001480.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001480.1-processed-gene-0.14&CDS=1-1155
1906	OG0001906	YIL064W	maker-LQHL01001480.1-augustus-gene-0.17-mRNA-1_1&gene=maker-LQHL01001480.1-augustus-gene-0.17&CDS=1-741
1907	OG0001907	YIL067C	genemark-LQHL01001334.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001334.1-processed-gene-0.0&CDS=1-2088
1908	OG0001908	YIL068C	genemark-LQHL01001848.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQHL01001848.1-processed-gene-0.74&CDS=1-2514
1909	OG0001909	YIL072W	maker-LQHL01001787.1-augustus-gene-0.31-mRNA-1_1&gene=maker-LQHL01001787.1-augustus-gene-0.31&CDS=1-1608
1910	OG0001910	YIL073C	genemark-LQHL01001731.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001731.1-processed-gene-0.6&CDS=1-1701
1911	OG0001911	YIL075C	genemark-LQHL01001794.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001794.1-processed-gene-0.15&CDS=1-2847
1912	OG0001912	YIL078W	augustus_masked-LQHL01001714.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LQHL01001714.1-processed-gene-0.27&CDS=1-2487
1913	OG0001913	YIL083C	genemark-LQHL01001670.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQHL01001670.1-processed-gene-0.34&CDS=1-1029
1914	OG0001914	YIL087C	genemark-LQHL01001654.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001654.1-processed-gene-0.9&CDS=1-441
1915	OG0001915	YIL090W	genemark-LQHL01001654.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001654.1-processed-gene-0.11&CDS=1-1437
1916	OG0001916	YIL091C	genemark-LQHL01001654.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001654.1-processed-gene-0.10&CDS=1-2196
1917	OG0001917	YIL093C	genemark-LQHL01001713.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQHL01001713.1-processed-gene-0.29&CDS=1-864
1918	OG0001918	YIL094C	genemark-LQHL01001451.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001451.1-processed-gene-0.15&CDS=1-1128
1919	OG0001919	YIL098C	genemark-LQHL01001505.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001505.1-processed-gene-0.5&CDS=1-543
1920	OG0001920	YIL099W	genemark-LQHL01001780.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQHL01001780.1-processed-gene-0.34&CDS=1-1650
1921	OG0001921	YIL101C	genemark-LQHL01001860.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.43&CDS=1-1911
1922	OG0001922	YIL103W	snap_masked-LQHL01001860.1-processed-gene-0.134-mRNA-1_1&gene=snap_masked-LQHL01001860.1-processed-gene-0.134&CDS=1-1287
1923	OG0001923	YIL104C	genemark-LQHL01001860.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.41&CDS=1-1512
1924	OG0001924	YIL106W	genemark-LQHL01001419.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001419.1-processed-gene-0.10&CDS=1-807
1925	OG0001925	YIL107C	augustus_masked-LQHL01001201.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQHL01001201.1-processed-gene-0.2&CDS=1-3138
1926	OG0001926	YIL109C	genemark-LQHL01001832.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LQHL01001832.1-processed-gene-0.55&CDS=1-2787
1927	OG0001927	YIL110W	augustus_masked-LQHL01001758.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQHL01001758.1-processed-gene-0.29&CDS=1-1563
1928	OG0001928	YIL115C	snap_masked-LQHL01001779.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQHL01001779.1-processed-gene-0.7&CDS=1-3057
1929	OG0001929	YIL116W	augustus_masked-LQHL01001594.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQHL01001594.1-processed-gene-0.26&CDS=1-4929
1930	OG0001930	YIL118W	snap_masked-LQHL01001706.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LQHL01001706.1-processed-gene-0.19&CDS=1-666
1931	OG0001931	YIL126W	genemark-LQHL01001769.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQHL01001769.1-processed-gene-0.33&CDS=1-3876
1932	OG0001932	YIL128W	genemark-LQHL01001861.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LQHL01001861.1-processed-gene-0.71&CDS=1-3138
1933	OG0001933	YIL129C	genemark-LQHL01001848.1-processed-gene-0.101-mRNA-1_1&gene=genemark-LQHL01001848.1-processed-gene-0.101&CDS=1-8865
1934	OG0001934	YIL130W	genemark-LQHL01001847.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001847.1-processed-gene-0.46&CDS=1-2829
1935	OG0001935	YIL134W	genemark-LQHL01001862.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001862.1-processed-gene-0.17&CDS=1-900
1936	OG0001936	YIL137C	genemark-LQHL01001393.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001393.1-processed-gene-0.1&CDS=1-2385
1937	OG0001937	YIL140W	genemark-LQHL01001809.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQHL01001809.1-processed-gene-0.25&CDS=1-2439
1938	OG0001938	YIL142W	genemark-LQHL01001746.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQHL01001746.1-processed-gene-0.48&CDS=1-1578
1939	OG0001939	YIL143C	genemark-LQHL01001853.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001853.1-processed-gene-0.17&CDS=1-2493
1940	OG0001940	YIL144W	snap_masked-LQHL01001853.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-LQHL01001853.1-processed-gene-0.64&CDS=1-1893
1941	OG0001941	YIL145C	genemark-LQHL01001853.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQHL01001853.1-processed-gene-0.33&CDS=1-921
1942	OG0001942	YIL147C	genemark-LQHL01001775.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001775.1-processed-gene-0.13&CDS=1-3723
1943	OG0001943	YIL153W	genemark-LQHL01001778.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001778.1-processed-gene-0.14&CDS=1-1203
1944	OG0001944	YIL155C	maker-LQHL01001747.1-augustus-gene-0.32-mRNA-1_1&gene=maker-LQHL01001747.1-augustus-gene-0.32&CDS=1-4005
1945	OG0001945	YIL156W-B	augustus_masked-LQHL01001873.1-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-LQHL01001873.1-processed-gene-0.143&CDS=1-231
1946	OG0001946	YIL157C	genemark-LQHL01001700.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQHL01001700.1-processed-gene-0.38&CDS=1-600
1947	OG0001947	YIR002C	augustus_masked-LQHL01001792.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQHL01001792.1-processed-gene-0.29&CDS=1-1965
1948	OG0001948	YIR004W	genemark-LQHL01001800.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQHL01001800.1-processed-gene-0.44&CDS=1-1548
1949	OG0001949	YIR005W	genemark-LQHL01001846.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQHL01001846.1-processed-gene-0.75&CDS=1-852
1950	OG0001950	YIR008C	genemark-LQHL01001865.1-processed-gene-0.117-mRNA-1_1&gene=genemark-LQHL01001865.1-processed-gene-0.117&CDS=1-1392
1951	OG0001951	YIR009W	genemark-LQHL01001794.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001794.1-processed-gene-0.17&CDS=1-411
1952	OG0001952	YIR011C	genemark-LQHL01001692.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001692.1-processed-gene-0.10&CDS=1-1050
1953	OG0001953	YIR012W	genemark-LQHL01001865.1-processed-gene-0.116-mRNA-1_1&gene=genemark-LQHL01001865.1-processed-gene-0.116&CDS=1-1272
1954	OG0001954	YIR015W	snap_masked-LQHL01001866.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LQHL01001866.1-processed-gene-0.44&CDS=1-414
1955	OG0001955	YIR022W	genemark-LQHL01001775.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001775.1-processed-gene-0.2&CDS=1-507
1956	OG0001956	YIR023W	genemark-LQHL01001739.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQHL01001739.1-processed-gene-0.25&CDS=1-3204
1957	OG0001957	YIR026C	genemark-LQHL01001817.1-processed-gene-0.92-mRNA-1_1&gene=genemark-LQHL01001817.1-processed-gene-0.92&CDS=1-987
1958	OG0001958	YIR034C	genemark-LQHL01001560.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001560.1-processed-gene-0.10&CDS=1-1107
1959	OG0001959	YIR037W	genemark-LQHL01001843.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQHL01001843.1-processed-gene-0.54&CDS=1-483
1960	OG0001960	YIR038C	snap_masked-LQHL01001766.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQHL01001766.1-processed-gene-0.3&CDS=1-2208
1961	OG0001961	YJL001W	genemark-LQHL01001711.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQHL01001711.1-processed-gene-0.22&CDS=1-651
1962	OG0001962	YJL002C	genemark-LQHL01001711.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQHL01001711.1-processed-gene-0.23&CDS=1-1485
1963	OG0001963	YJL003W	augustus_masked-LQHL01001868.1-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-LQHL01001868.1-processed-gene-0.166&CDS=1-789
1964	OG0001964	YJL004C	genemark-LQHL01001799.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQHL01001799.1-processed-gene-0.25&CDS=1-609
1965	OG0001965	YJL005W	genemark-LQHL01001820.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001820.1-processed-gene-0.0&CDS=1-8598
1966	OG0001966	YJL006C	genemark-LQHL01001796.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQHL01001796.1-processed-gene-0.49&CDS=1-1158
1967	OG0001967	YJL008C	genemark-LQHL01001777.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001777.1-processed-gene-0.14&CDS=1-1647
1968	OG0001968	YJL010C	genemark-LQHL01001796.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001796.1-processed-gene-0.46&CDS=1-2112
1969	OG0001969	YJL011C	genemark-LQHL01001856.1-processed-gene-0.123-mRNA-1_1&gene=genemark-LQHL01001856.1-processed-gene-0.123&CDS=1-513
1970	OG0001970	YJL012C	genemark-LQHL01001317.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001317.1-processed-gene-0.1&CDS=1-2169
1971	OG0001971	YJL014W	genemark-LQHL01001226.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001226.1-processed-gene-0.3&CDS=1-1578
1972	OG0001972	YJL020C	genemark-LQHL01001600.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001600.1-processed-gene-0.7&CDS=1-3057
1973	OG0001973	YJL024C	maker-LQHL01001339.1-snap-gene-0.8-mRNA-1_1&gene=maker-LQHL01001339.1-snap-gene-0.8&CDS=1-639
1974	OG0001974	YJL025W	genemark-LQHL01001698.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQHL01001698.1-processed-gene-0.28&CDS=1-1443
1975	OG0001975	YJL026W	genemark-LQHL01001554.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001554.1-processed-gene-0.4&CDS=1-1263
1976	OG0001976	YJL029C	maker-LQHL01001777.1-augustus-gene-0.18-mRNA-1_1&gene=maker-LQHL01001777.1-augustus-gene-0.18&CDS=1-3093
1977	OG0001977	YJL030W	genemark-LQHL01001796.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQHL01001796.1-processed-gene-0.36&CDS=1-621
1978	OG0001978	YJL031C	genemark-LQHL01001796.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQHL01001796.1-processed-gene-0.48&CDS=1-1116
1979	OG0001979	YJL033W	genemark-LQHL01001733.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQHL01001733.1-processed-gene-0.38&CDS=1-2280
1980	OG0001980	YJL034W	snap_masked-LQHL01001729.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LQHL01001729.1-processed-gene-0.25&CDS=1-2070
1981	OG0001981	YJL036W	genemark-LQHL01001757.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001757.1-processed-gene-0.11&CDS=1-1815
1982	OG0001982	YJL039C	genemark-LQHL01001778.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001778.1-processed-gene-0.19&CDS=1-5826
1983	OG0001983	YJL041W	genemark-LQHL01001721.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001721.1-processed-gene-0.30&CDS=1-2478
1984	OG0001984	YJL042W	genemark-LQHL01001849.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001849.1-processed-gene-0.8&CDS=1-4182
1985	OG0001985	YJL046W	genemark-LQHL01001477.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001477.1-processed-gene-0.13&CDS=1-1407
1986	OG0001986	YJL049W	genemark-LQHL01001781.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQHL01001781.1-processed-gene-0.35&CDS=1-1503
1987	OG0001987	YJL050W	maker-LQHL01001693.1-augustus-gene-0.13-mRNA-1_1&gene=maker-LQHL01001693.1-augustus-gene-0.13&CDS=1-5826
1988	OG0001988	YJL053W	augustus_masked-LQHL01001791.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LQHL01001791.1-processed-gene-0.54&CDS=1-2208
1989	OG0001989	YJL054W	maker-LQHL01001658.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQHL01001658.1-augustus-gene-0.1&CDS=1-2463
1990	OG0001990	YJL055W	genemark-LQHL01001780.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001780.1-processed-gene-0.30&CDS=1-735
1991	OG0001991	YJL060W	augustus_masked-LQHL01001601.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQHL01001601.1-processed-gene-0.24&CDS=1-825
1992	OG0001992	YJL062W	genemark-LQHL01001645.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQHL01001645.1-processed-gene-0.29&CDS=1-2673
1993	OG0001993	YJL062W-A	snap_masked-LQHL01001474.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LQHL01001474.1-processed-gene-0.11&CDS=1-267
1994	OG0001994	YJL063C	genemark-LQHL01001819.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQHL01001819.1-processed-gene-0.73&CDS=1-759
1995	OG0001995	YJL068C	genemark-LQHL01001762.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001762.1-processed-gene-0.13&CDS=1-855
1996	OG0001996	YJL069C	augustus_masked-LQHL01001474.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQHL01001474.1-processed-gene-0.1&CDS=1-1734
1997	OG0001997	YJL071W	genemark-LQHL01001645.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001645.1-processed-gene-0.26&CDS=1-1719
1998	OG0001998	YJL074C	augustus_masked-LQHL01001719.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQHL01001719.1-processed-gene-0.18&CDS=1-3609
1999	OG0001999	YJL080C	genemark-LQHL01001521.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001521.1-processed-gene-0.12&CDS=1-3618
2000	OG0002000	YJL085W	genemark-LQHL01001864.1-processed-gene-0.112-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.112&CDS=1-1869
2001	OG0002001	YJL087C	genemark-LQHL01001864.1-processed-gene-0.93-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.93&CDS=1-2418
2002	OG0002002	YJL088W	augustus_masked-LQHL01001477.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQHL01001477.1-processed-gene-0.3&CDS=1-1008
2003	OG0002003	YJL091C	genemark-LQHL01001860.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.37&CDS=1-1443
2004	OG0002004	YJL092W	genemark-LQHL01001863.1-processed-gene-0.80-mRNA-1_1&gene=genemark-LQHL01001863.1-processed-gene-0.80&CDS=1-2649
2005	OG0002005	YJL095W	genemark-LQHL01001820.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001820.1-processed-gene-0.12&CDS=1-5655
2006	OG0002006	YJL096W	genemark-LQHL01001820.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001820.1-processed-gene-0.2&CDS=1-483
2007	OG0002007	YJL097W	genemark-LQHL01001820.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001820.1-processed-gene-0.9&CDS=1-645
2008	OG0002008	YJL100W	augustus_masked-LQHL01001855.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-LQHL01001855.1-processed-gene-0.103&CDS=1-1881
2009	OG0002009	YJL101C	genemark-LQHL01001570.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001570.1-processed-gene-0.9&CDS=1-2307
2010	OG0002010	YJL102W	augustus_masked-LQHL01001689.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQHL01001689.1-processed-gene-0.21&CDS=1-2541
