	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034646_Wickerhamiella_cacticola
1087	OG0001087	YEL020C	genemark-flattened_line_44-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.63&CDS=1-1629
1088	OG0001088	YEL020W-A	augustus_masked-flattened_line_178-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.11&CDS=1-264
1089	OG0001089	YEL021W	genemark-flattened_line_178-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_178-processed-gene-0.4&CDS=1-780
1090	OG0001090	YEL024W	augustus_masked-flattened_line_54-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.180&CDS=1-648
1091	OG0001091	YEL026W	genemark-flattened_line_7-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.24&CDS=1-372
1092	OG0001092	YEL027W	genemark-flattened_line_7-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.51&CDS=1-483
1093	OG0001093	YEL029C	genemark-flattened_line_220-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.12&CDS=1-894
1094	OG0001094	YEL031W	genemark-flattened_line_38-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.25&CDS=1-3612
1095	OG0001095	YEL036C	genemark-flattened_line_7-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.82&CDS=1-1170
1096	OG0001096	YEL038W	genemark-flattened_line_36-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.7&CDS=1-669
1097	OG0001097	YEL040W	genemark-flattened_line_46-processed-gene-0.237-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.237&CDS=1-1455
1098	OG0001098	YEL044W	genemark-flattened_line_22-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.45&CDS=1-315
1099	OG0001099	YEL046C	genemark-flattened_line_100-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.14&CDS=1-1020
1100	OG0001100	YEL050C	genemark-flattened_line_84-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.84&CDS=1-1116
1101	OG0001101	YEL051W	genemark-flattened_line_10-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.85&CDS=1-930
1102	OG0001102	YEL052W	genemark-flattened_line_66-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.7&CDS=1-1263
1103	OG0001103	YEL053C	augustus_masked-flattened_line_7-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.180&CDS=1-1950
1104	OG0001104	YEL055C	genemark-flattened_line_76-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.28&CDS=1-2742
1105	OG0001105	YEL056W	genemark-flattened_line_80-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.6&CDS=1-1155
1106	OG0001106	YEL058W	genemark-flattened_line_60-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.111&CDS=1-1473
1107	OG0001107	YEL060C	genemark-flattened_line_44-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.73&CDS=1-1656
1108	OG0001108	YEL062W	genemark-flattened_line_32-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.33&CDS=1-1329
1109	OG0001109	YEL064C	augustus_masked-flattened_line_46-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.48&CDS=1-1401
1110	OG0001110	YER002W	genemark-flattened_line_10-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.93&CDS=1-603
1111	OG0001111	YER003C	genemark-flattened_line_10-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.76&CDS=1-1260
1112	OG0001112	YER004W	genemark-flattened_line_2-processed-gene-3.157-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.157&CDS=1-666
1113	OG0001113	YER005W	genemark-flattened_line_32-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.44&CDS=1-1776
1114	OG0001114	YER006W	genemark-flattened_line_34-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.85&CDS=1-1458
1115	OG0001115	YER007C-A	genemark-flattened_line_18-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.134&CDS=1-540
1116	OG0001116	YER007W	snap_masked-flattened_line_0-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.64&CDS=1-1335
1117	OG0001117	YER008C	augustus_masked-flattened_line_22-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.8&CDS=1-3627
1118	OG0001118	YER009W	genemark-flattened_line_38-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.35&CDS=1-375
1119	OG0001119	YER010C	genemark-flattened_line_20-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.40&CDS=1-660
1120	OG0001120	YER012W	genemark-flattened_line_16-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.11&CDS=1-594
1121	OG0001121	YER013W	genemark-flattened_line_2-processed-gene-4.285-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.285&CDS=1-2850
1122	OG0001122	YER014W	genemark-flattened_line_14-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.29&CDS=1-1941
1123	OG0001123	YER016W	genemark-flattened_line_12-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.116&CDS=1-855
1124	OG0001124	YER019W	genemark-flattened_line_0-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.69&CDS=1-1218
1125	OG0001125	YER022W	snap_masked-flattened_line_2-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.43&CDS=1-1404
1126	OG0001126	YER023W	genemark-flattened_line_2-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.128&CDS=1-825
1127	OG0001127	YER025W	genemark-flattened_line_42-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.64&CDS=1-1533
1128	OG0001128	YER026C	maker-flattened_line_50-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.3&CDS=1-3834
1129	OG0001129	YER036C	genemark-flattened_line_12-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.10&CDS=1-1776
1130	OG0001130	YER042W	augustus_masked-flattened_line_0-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.144&CDS=1-558
1131	OG0001131	YER043C	genemark-flattened_line_40-processed-gene-0.234-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.234&CDS=1-1347
1132	OG0001132	YER044C	genemark-flattened_line_4-processed-gene-3.148-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.148&CDS=1-378
1133	OG0001133	YER049W	genemark-flattened_line_110-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.3&CDS=1-1611
1134	OG0001134	YER050C	genemark-flattened_line_26-processed-gene-1.171-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.171&CDS=1-492
1135	OG0001135	YER051W	genemark-flattened_line_30-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.98&CDS=1-1314
1136	OG0001136	YER052C	genemark-flattened_line_42-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.2&CDS=1-1494
1137	OG0001137	YER053C	genemark-flattened_line_118-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.25&CDS=1-1050
1138	OG0001138	YER055C	genemark-flattened_line_20-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.88&CDS=1-891
1139	OG0001139	YER061C	genemark-flattened_line_4-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.150&CDS=1-1212
1140	OG0001140	YER065C	genemark-flattened_line_28-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.104&CDS=1-1632
1141	OG0001141	YER068W	augustus_masked-flattened_line_4-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.139&CDS=1-1731
1142	OG0001142	YER069W	genemark-flattened_line_26-processed-gene-1.179-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.179&CDS=1-2550
1143	OG0001143	YER070W	genemark-flattened_line_2-processed-gene-4.241-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.241&CDS=1-2577
1144	OG0001144	YER072W	genemark-flattened_line_92-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.113&CDS=1-363
1145	OG0001145	YER074W-A	maker-flattened_line_4-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.94&CDS=1-201
1146	OG0001146	YER077C	genemark-flattened_line_20-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.127&CDS=1-801
1147	OG0001147	YER078C	maker-flattened_line_14-augustus-gene-1.140-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.140&CDS=1-1839
1148	OG0001148	YER082C	genemark-flattened_line_32-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.9&CDS=1-1515
1149	OG0001149	YER086W	genemark-flattened_line_46-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.195&CDS=1-1539
1150	OG0001150	YER087W	genemark-flattened_line_50-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.105&CDS=1-1017
1151	OG0001151	YER090W	genemark-flattened_line_0-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.90&CDS=1-1503
1152	OG0001152	YER091C	genemark-flattened_line_18-processed-gene-1.319-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.319&CDS=1-2277
1153	OG0001153	YER093C	genemark-flattened_line_10-processed-gene-2.166-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.166&CDS=1-3462
1154	OG0001154	YER094C	genemark-flattened_line_34-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.20&CDS=1-615
1155	OG0001155	YER095W	genemark-flattened_line_44-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.72&CDS=1-966
1156	OG0001156	YER100W	genemark-flattened_line_0-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.7&CDS=1-618
1157	OG0001157	YER107C	genemark-flattened_line_58-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.83&CDS=1-1062
1158	OG0001158	YER110C	snap_masked-flattened_line_110-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.49&CDS=1-3345
1159	OG0001159	YER118C	genemark-flattened_line_12-processed-gene-2.42-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.42&CDS=1-894
1160	OG0001160	YER122C	genemark-flattened_line_12-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.146&CDS=1-1326
1161	OG0001161	YER125W	genemark-flattened_line_16-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.9&CDS=1-2418
1162	OG0001162	YER126C	genemark-flattened_line_7-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.12&CDS=1-780
1163	OG0001163	YER127W	genemark-flattened_line_7-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.8&CDS=1-825
1164	OG0001164	YER133W	genemark-flattened_line_2-processed-gene-3.124-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.124&CDS=1-972
1165	OG0001165	YER134C	genemark-flattened_line_4-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.74&CDS=1-507
1166	OG0001166	YER136W	genemark-flattened_line_46-processed-gene-0.239-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.239&CDS=1-1317
1167	OG0001167	YER140W	genemark-flattened_line_122-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.13&CDS=1-1206
1168	OG0001168	YER141W	augustus_masked-flattened_line_122-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.41&CDS=1-1593
1169	OG0001169	YER142C	genemark-flattened_line_54-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.52&CDS=1-807
1170	OG0001170	YER143W	genemark-flattened_line_24-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.23&CDS=1-1350
1171	OG0001171	YER145C	genemark-flattened_line_72-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.28&CDS=1-1194
1172	OG0001172	YER146W	augustus_masked-flattened_line_28-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.6&CDS=1-225
1173	OG0001173	YER148W	genemark-flattened_line_36-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.35&CDS=1-717
1174	OG0001174	YER151C	genemark-flattened_line_124-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.30&CDS=1-1197
1175	OG0001175	YER152C	genemark-flattened_line_84-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.109&CDS=1-1662
1176	OG0001176	YER154W	genemark-flattened_line_36-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.10&CDS=1-1149
1177	OG0001177	YER155C	snap_masked-flattened_line_194-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.10&CDS=1-4626
1178	OG0001178	YER156C	genemark-flattened_line_90-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.61&CDS=1-960
1179	OG0001179	YER157W	snap_masked-flattened_line_30-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.48&CDS=1-2019
1180	OG0001180	YER159C	genemark-flattened_line_4-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.149&CDS=1-354
1181	OG0001181	YER162C	genemark-flattened_line_0-processed-gene-5.28-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.28&CDS=1-2154
1182	OG0001182	YER163C	genemark-flattened_line_0-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.15&CDS=1-627
1183	OG0001183	YER164W	genemark-flattened_line_72-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.33&CDS=1-4059
1184	OG0001184	YER165W	genemark-flattened_line_134-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.48&CDS=1-1758
1185	OG0001185	YER166W	genemark-flattened_line_28-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.106&CDS=1-4524
1186	OG0001186	YER168C	genemark-flattened_line_0-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.58&CDS=1-1389
1187	OG0001187	YER169W	augustus_masked-flattened_line_0-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.103&CDS=1-1842
1188	OG0001188	YER170W	genemark-flattened_line_72-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.2&CDS=1-699
1189	OG0001189	YER171W	genemark-flattened_line_72-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.3&CDS=1-2259
1190	OG0001190	YER172C	snap_masked-flattened_line_12-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.53&CDS=1-5553
1191	OG0001191	YER178W	genemark-flattened_line_80-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.31&CDS=1-1161
1192	OG0001192	YER183C	genemark-flattened_line_20-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.6&CDS=1-621
1193	OG0001193	YFL001W	genemark-flattened_line_50-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.131&CDS=1-1227
1194	OG0001194	YFL002C	genemark-flattened_line_50-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.91&CDS=1-1725
1195	OG0001195	YFL005W	genemark-flattened_line_2-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.12&CDS=1-594
1196	OG0001196	YFL007W	snap_masked-flattened_line_24-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.90&CDS=1-5283
1197	OG0001197	YFL008W	genemark-flattened_line_92-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.101&CDS=1-3447
1198	OG0001198	YFL010C	genemark-flattened_line_4-processed-gene-3.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.116&CDS=1-582
1199	OG0001199	YFL013C	augustus_masked-flattened_line_12-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.31&CDS=1-1260
1200	OG0001200	YFL017C	genemark-flattened_line_0-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.68&CDS=1-501
1201	OG0001201	YFL017W-A	snap_masked-flattened_line_12-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.62&CDS=1-210
1202	OG0001202	YFL018C	augustus_masked-flattened_line_12-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.101&CDS=1-2238
1203	OG0001203	YFL022C	genemark-flattened_line_18-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.122&CDS=1-1455
1204	OG0001204	YFL024C	genemark-flattened_line_22-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.191&CDS=1-2109
1205	OG0001205	YFL025C	genemark-flattened_line_108-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.45&CDS=1-2448
1206	OG0001206	YFL027C	genemark-flattened_line_52-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.105&CDS=1-747
1207	OG0001207	YFL028C	genemark-flattened_line_72-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.32&CDS=1-840
1208	OG0001208	YFL030W	genemark-flattened_line_4-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.111&CDS=1-1149
1209	OG0001209	YFL031W	genemark-flattened_line_4-processed-gene-4.46-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.46&CDS=1-711
1210	OG0001210	YFL034C-B	genemark-flattened_line_28-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.46&CDS=1-753
1211	OG0001211	YFL036W	maker-flattened_line_44-augustus-gene-0.96-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.96&CDS=1-4632
1212	OG0001212	YFL038C	genemark-flattened_line_7-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.49&CDS=1-597
1213	OG0001213	YFL039C	genemark-flattened_line_4-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.108&CDS=1-1122
1214	OG0001214	YFL045C	genemark-flattened_line_42-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.55&CDS=1-750
1215	OG0001215	YFL046W	augustus_masked-flattened_line_42-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.152&CDS=1-648
1216	OG0001216	YFL047W	genemark-flattened_line_0-processed-gene-4.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.47&CDS=1-2373
1217	OG0001217	YFL053W	genemark-flattened_line_26-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.81&CDS=1-1677
1218	OG0001218	YFL055W	genemark-flattened_line_18-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.148&CDS=1-1578
1219	OG0001219	YFR001W	genemark-flattened_line_4-processed-gene-3.161-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.161&CDS=1-594
1220	OG0001220	YFR002W	augustus_masked-flattened_line_30-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.51&CDS=1-2415
1221	OG0001221	YFR004W	genemark-flattened_line_14-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.26&CDS=1-915
1222	OG0001222	YFR006W	genemark-flattened_line_12-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.107&CDS=1-1359
1223	OG0001223	YFR007W	augustus_masked-flattened_line_100-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.82&CDS=1-627
1224	OG0001224	YFR009W	genemark-flattened_line_4-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.128&CDS=1-2265
1225	OG0001225	YFR010W	genemark-flattened_line_32-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.68&CDS=1-1437
1226	OG0001226	YFR015C	genemark-flattened_line_48-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.155&CDS=1-2061
1227	OG0001227	YFR016C	snap_masked-flattened_line_52-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.8&CDS=1-2598
1228	OG0001228	YFR019W	maker-flattened_line_200-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_200-augustus-gene-0.15&CDS=1-7257
1229	OG0001229	YFR021W	genemark-flattened_line_90-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.51&CDS=1-1086
1230	OG0001230	YFR025C	genemark-flattened_line_16-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.74&CDS=1-894
1231	OG0001231	YFR028C	augustus_masked-flattened_line_72-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.102&CDS=1-1404
1232	OG0001232	YFR029W	augustus_masked-flattened_line_24-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.152&CDS=1-1485
1233	OG0001233	YFR030W	maker-flattened_line_26-augustus-gene-1.148-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.148&CDS=1-4452
1234	OG0001234	YFR031C	genemark-flattened_line_132-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.6&CDS=1-3576
1235	OG0001235	YFR032C-A	snap_masked-flattened_line_102-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.39&CDS=1-189
1236	OG0001236	YFR033C	genemark-flattened_line_102-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.7&CDS=1-423
1237	OG0001237	YFR034C	genemark-flattened_line_70-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.58&CDS=1-1005
1238	OG0001238	YFR037C	genemark-flattened_line_4-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.121&CDS=1-1554
1239	OG0001239	YFR038W	genemark-flattened_line_4-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.141&CDS=1-1812
1240	OG0001240	YFR041C	genemark-flattened_line_26-processed-gene-1.222-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.222&CDS=1-660
1241	OG0001241	YFR044C	genemark-flattened_line_54-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.24&CDS=1-1413
1242	OG0001242	YFR045W	genemark-flattened_line_40-processed-gene-0.273-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.273&CDS=1-975
1243	OG0001243	YFR047C	genemark-flattened_line_34-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.2&CDS=1-891
1244	OG0001244	YFR048W	genemark-flattened_line_48-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.98&CDS=1-1461
1245	OG0001245	YFR050C	genemark-flattened_line_4-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.66&CDS=1-786
1246	OG0001246	YFR051C	genemark-flattened_line_4-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.90&CDS=1-1527
1247	OG0001247	YFR052W	genemark-flattened_line_40-processed-gene-0.318-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.318&CDS=1-768
1248	OG0001248	YGL001C	genemark-flattened_line_2-processed-gene-4.206-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.206&CDS=1-1044
1249	OG0001249	YGL003C	genemark-flattened_line_24-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.55&CDS=1-1326
1250	OG0001250	YGL006W	augustus_masked-flattened_line_70-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.17&CDS=1-3243
1251	OG0001251	YGL009C	genemark-flattened_line_0-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.5&CDS=1-2274
1252	OG0001252	YGL010W	genemark-flattened_line_0-processed-gene-5.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.14&CDS=1-588
1253	OG0001253	YGL011C	genemark-flattened_line_7-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.100&CDS=1-729
1254	OG0001254	YGL012W	genemark-flattened_line_7-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.13&CDS=1-1479
1255	OG0001255	YGL018C	genemark-flattened_line_24-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.40&CDS=1-504
1256	OG0001256	YGL019W	genemark-flattened_line_24-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.74&CDS=1-747
1257	OG0001257	YGL022W	genemark-flattened_line_146-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.0&CDS=1-2130
1258	OG0001258	YGL026C	genemark-flattened_line_58-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.72&CDS=1-2076
1259	OG0001259	YGL027C	genemark-flattened_line_102-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.5&CDS=1-2103
1260	OG0001260	YGL028C	genemark-flattened_line_20-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.95&CDS=1-1398
