	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
1584	OG0001584	YHR178W	augustus_masked-flattened_line_0-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.39&CDS=1-2307
1585	OG0001585	YHR181W	augustus_masked-flattened_line_0-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.14&CDS=1-711
1586	OG0001586	YHR186C	augustus_masked-flattened_line_50-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.80&CDS=1-4962
1587	OG0001587	YHR187W	augustus_masked-flattened_line_50-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.56&CDS=1-981
1588	OG0001588	YHR188C	augustus_masked-flattened_line_50-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.81&CDS=1-1935
1589	OG0001589	YHR189W	snap_masked-flattened_line_0-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.28&CDS=1-900
1590	OG0001590	YHR190W	maker-flattened_line_2-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.94&CDS=1-2844
1591	OG0001591	YHR191C	augustus_masked-flattened_line_10-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.69&CDS=1-465
1592	OG0001592	YHR192W	augustus_masked-flattened_line_10-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.51&CDS=1-768
1593	OG0001593	YHR194W	augustus_masked-flattened_line_94-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.38&CDS=1-1590
1594	OG0001594	YHR196W	augustus_masked-flattened_line_94-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.55&CDS=1-2100
1595	OG0001595	YHR197W	augustus_masked-flattened_line_10-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.168&CDS=1-2265
1596	OG0001596	YHR200W	augustus_masked-flattened_line_10-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.137&CDS=1-696
1597	OG0001597	YHR201C	augustus_masked-flattened_line_10-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.76&CDS=1-1236
1598	OG0001598	YHR202W	augustus_masked-flattened_line_10-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.73&CDS=1-1752
1599	OG0001599	YHR204W	augustus_masked-flattened_line_10-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.56&CDS=1-2418
1600	OG0001600	YHR208W	augustus_masked-flattened_line_10-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.70&CDS=1-1194
1601	OG0001601	YIL002C	augustus_masked-flattened_line_130-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.68&CDS=1-3189
1602	OG0001602	YIL003W	augustus_masked-flattened_line_130-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.56&CDS=1-840
1603	OG0001603	YIL004C	augustus_masked-flattened_line_130-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.65&CDS=1-432
1604	OG0001604	YIL005W	genemark-flattened_line_130-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.23&CDS=1-2346
1605	OG0001605	YIL008W	augustus_masked-flattened_line_48-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.79&CDS=1-315
1606	OG0001606	YIL010W	augustus_masked-flattened_line_32-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.174&CDS=1-573
1607	OG0001607	YIL016W	augustus_masked-flattened_line_32-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.170&CDS=1-543
1608	OG0001608	YIL019W	augustus_masked-flattened_line_32-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.165&CDS=1-1023
1609	OG0001609	YIL020C	augustus_masked-flattened_line_32-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.193&CDS=1-825
1610	OG0001610	YIL021W	augustus_masked-flattened_line_32-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.164&CDS=1-1080
1611	OG0001611	YIL022W	augustus_masked-flattened_line_32-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.163&CDS=1-1392
1612	OG0001612	YIL026C	augustus_masked-flattened_line_32-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.211&CDS=1-2868
1613	OG0001613	YIL027C	augustus_masked-flattened_line_116-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.53&CDS=1-399
1614	OG0001614	YIL030C	augustus_masked-flattened_line_116-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.52&CDS=1-3849
1615	OG0001615	YIL031W	snap_masked-flattened_line_116-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.7&CDS=1-3621
1616	OG0001616	YIL033C	augustus_masked-flattened_line_38-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.81&CDS=1-1287
1617	OG0001617	YIL039W	snap_masked-flattened_line_60-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.18&CDS=1-1554
1618	OG0001618	YIL042C	augustus_masked-flattened_line_24-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.202&CDS=1-2328
1619	OG0001619	YIL043C	augustus_masked-flattened_line_24-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.203&CDS=1-942
1620	OG0001620	YIL044C	augustus_masked-flattened_line_24-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.205&CDS=1-840
1621	OG0001621	YIL046W	augustus_masked-flattened_line_40-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.56&CDS=1-2250
1622	OG0001622	YIL047C	augustus_masked-flattened_line_60-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.66&CDS=1-2907
1623	OG0001623	YIL048W	maker-flattened_line_60-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.38&CDS=1-3957
1624	OG0001624	YIL051C	augustus_masked-flattened_line_60-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.44&CDS=1-414
1625	OG0001625	YIL062C	augustus_masked-flattened_line_40-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.92&CDS=1-480
1626	OG0001626	YIL063C	augustus_masked-flattened_line_40-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.91&CDS=1-894
1627	OG0001627	YIL064W	augustus_masked-flattened_line_40-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.66&CDS=1-789
1628	OG0001628	YIL065C	augustus_masked-flattened_line_40-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.90&CDS=1-480
1629	OG0001629	YIL067C	augustus_masked-flattened_line_40-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.65&CDS=1-2223
1630	OG0001630	YIL074C	augustus_masked-flattened_line_118-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.41&CDS=1-1398
1631	OG0001631	YIL075C	augustus_masked-flattened_line_118-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.42&CDS=1-2916
1632	OG0001632	YIL078W	augustus_masked-flattened_line_38-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.114&CDS=1-2223
1633	OG0001633	YIL083C	augustus_masked-flattened_line_6-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.131&CDS=1-996
1634	OG0001634	YIL084C	augustus_masked-flattened_line_6-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.130&CDS=1-1266
1635	OG0001635	YIL087C	augustus_masked-flattened_line_6-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.127&CDS=1-489
1636	OG0001636	YIL088C	augustus_masked-flattened_line_6-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.126&CDS=1-1296
1637	OG0001637	YIL090W	augustus_masked-flattened_line_6-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.121&CDS=1-2313
1638	OG0001638	YIL091C	augustus_masked-flattened_line_6-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.85&CDS=1-2439
1639	OG0001639	YIL093C	augustus_masked-flattened_line_6-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.86&CDS=1-801
1640	OG0001640	YIL094C	augustus_masked-flattened_line_6-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.87&CDS=1-1101
1641	OG0001641	YIL096C	augustus_masked-flattened_line_6-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.90&CDS=1-984
1642	OG0001642	YIL098C	augustus_masked-flattened_line_6-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.92&CDS=1-495
1643	OG0001643	YIL103W	genemark-flattened_line_6-processed-gene-1.196-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.196&CDS=1-1341
1644	OG0001644	YIL104C	augustus_masked-flattened_line_6-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.82&CDS=1-2025
1645	OG0001645	YIL106W	augustus_masked-flattened_line_6-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.63&CDS=1-807
1646	OG0001646	YIL108W	augustus_masked-flattened_line_6-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.62&CDS=1-2751
1647	OG0001647	YIL110W	augustus_masked-flattened_line_146-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.39&CDS=1-1056
1648	OG0001648	YIL112W	augustus_masked-flattened_line_146-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.37&CDS=1-4068
1649	OG0001649	YIL116W	augustus_masked-flattened_line_146-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.35&CDS=1-1155
1650	OG0001650	YIL118W	augustus_masked-flattened_line_146-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.34&CDS=1-720
1651	OG0001651	YIL124W	augustus_masked-flattened_line_34-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.29&CDS=1-975
1652	OG0001652	YIL125W	augustus_masked-flattened_line_34-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.28&CDS=1-3075
1653	OG0001653	YIL127C	augustus_masked-flattened_line_34-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.58&CDS=1-735
1654	OG0001654	YIL128W	augustus_masked-flattened_line_34-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.25&CDS=1-3108
1655	OG0001655	YIL129C	maker-flattened_line_34-snap-gene-0.67-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.67&CDS=1-8961
1656	OG0001656	YIL130W	snap_masked-flattened_line_34-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.126&CDS=1-3423
1657	OG0001657	YIL133C	augustus_masked-flattened_line_34-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.54&CDS=1-597
1658	OG0001658	YIL134W	augustus_masked-flattened_line_34-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.24&CDS=1-897
1659	OG0001659	YIL137C	augustus_masked-flattened_line_34-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.52&CDS=1-2649
1660	OG0001660	YIL139C	augustus_masked-flattened_line_34-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.48&CDS=1-873
1661	OG0001661	YIL140W	genemark-flattened_line_34-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.178&CDS=1-2214
1662	OG0001662	YIL142W	augustus_masked-flattened_line_34-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.47&CDS=1-1593
1663	OG0001663	YIL143C	snap_masked-flattened_line_48-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.48&CDS=1-2892
1664	OG0001664	YIL147C	snap_masked-flattened_line_46-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.86&CDS=1-4092
1665	OG0001665	YIL153W	genemark-flattened_line_46-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.133&CDS=1-1227
1666	OG0001666	YIL154C	augustus_masked-flattened_line_46-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.43&CDS=1-1401
1667	OG0001667	YIL156W-B	augustus_masked-flattened_line_46-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.42&CDS=1-255
1668	OG0001668	YIL157C	augustus_masked-flattened_line_46-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.18&CDS=1-573
1669	OG0001669	YIL164C	augustus_masked-flattened_line_14-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.49&CDS=1-975
1670	OG0001670	YIR001C	augustus_masked-flattened_line_130-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.70&CDS=1-345
1671	OG0001671	YIR002C	augustus_masked-flattened_line_210-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_210-processed-gene-0.10&CDS=1-2826
1672	OG0001672	YIR004W	maker-flattened_line_130-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_130-snap-gene-0.49&CDS=1-1515
1673	OG0001673	YIR005W	augustus_masked-flattened_line_130-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.74&CDS=1-519
1674	OG0001674	YIR006C	augustus_masked-flattened_line_130-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.59&CDS=1-3921
1675	OG0001675	YIR008C	snap_masked-flattened_line_210-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_210-processed-gene-0.12&CDS=1-1266
1676	OG0001676	YIR012W	augustus_masked-flattened_line_32-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.195&CDS=1-1320
1677	OG0001677	YIR022W	augustus_masked-flattened_line_132-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.22&CDS=1-537
1678	OG0001678	YIR023W	augustus_masked-flattened_line_132-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.24&CDS=1-2940
1679	OG0001679	YIR026C	augustus_masked-flattened_line_132-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.39&CDS=1-1086
1680	OG0001680	YIR027C	augustus_masked-flattened_line_76-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.73&CDS=1-1527
1681	OG0001681	YIR029W	augustus_masked-flattened_line_10-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.158&CDS=1-2355
1682	OG0001682	YIR032C	augustus_masked-flattened_line_22-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.17&CDS=1-549
1683	OG0001683	YIR034C	augustus_masked-flattened_line_132-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.40&CDS=1-1122
1684	OG0001684	YJL001W	augustus_masked-flattened_line_8-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.98&CDS=1-651
1685	OG0001685	YJL002C	augustus_masked-flattened_line_8-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.72&CDS=1-1386
1686	OG0001686	YJL003W	augustus_masked-flattened_line_8-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.97&CDS=1-372
1687	OG0001687	YJL004C	augustus_masked-flattened_line_94-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.40&CDS=1-570
1688	OG0001688	YJL005W	augustus_masked-flattened_line_94-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.58&CDS=1-5772
1689	OG0001689	YJL008C	augustus_masked-flattened_line_82-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.73&CDS=1-1722
1690	OG0001690	YJL010C	augustus_masked-flattened_line_134-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.37&CDS=1-2085
1691	OG0001691	YJL011C	augustus_masked-flattened_line_80-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.71&CDS=1-435
1692	OG0001692	YJL012C	snap_masked-flattened_line_80-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.14&CDS=1-2151
1693	OG0001693	YJL014W	augustus_masked-flattened_line_80-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.70&CDS=1-1587
1694	OG0001694	YJL024C	augustus_masked-flattened_line_10-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.143&CDS=1-552
1695	OG0001695	YJL025W	augustus_masked-flattened_line_10-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.141&CDS=1-1791
1696	OG0001696	YJL026W	augustus_masked-flattened_line_20-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.139&CDS=1-1245
1697	OG0001697	YJL029C	augustus_masked-flattened_line_82-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.83&CDS=1-3468
1698	OG0001698	YJL033W	augustus_masked-flattened_line_82-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.84&CDS=1-2352
1699	OG0001699	YJL035C	snap_masked-flattened_line_8-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.20&CDS=1-798
1700	OG0001700	YJL036W	augustus_masked-flattened_line_8-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.108&CDS=1-1323
1701	OG0001701	YJL039C	augustus_masked-flattened_line_82-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.77&CDS=1-5547
1702	OG0001702	YJL041W	augustus_masked-flattened_line_82-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.64&CDS=1-2337
1703	OG0001703	YJL046W	genemark-flattened_line_52-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.43&CDS=1-1443
1704	OG0001704	YJL050W	augustus_masked-flattened_line_14-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.59&CDS=1-3195
1705	OG0001705	YJL053W	genemark-flattened_line_16-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.102&CDS=1-909
1706	OG0001706	YJL054W	genemark-flattened_line_16-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.103&CDS=1-1317
1707	OG0001707	YJL056C	augustus_masked-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.17&CDS=1-1656
1708	OG0001708	YJL059W	augustus_masked-flattened_line_16-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.36&CDS=1-1149
1709	OG0001709	YJL060W	augustus_masked-flattened_line_16-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.14&CDS=1-1329
1710	OG0001710	YJL062W	snap_masked-flattened_line_16-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.48&CDS=1-2322
1711	OG0001711	YJL062W-A	augustus_masked-flattened_line_16-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.9&CDS=1-294
1712	OG0001712	YJL068C	augustus_masked-flattened_line_190-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.11&CDS=1-888
1713	OG0001713	YJL069C	augustus_masked-flattened_line_16-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.62&CDS=1-1944
1714	OG0001714	YJL071W	snap_masked-flattened_line_16-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.67&CDS=1-1782
1715	OG0001715	YJL072C	augustus_masked-flattened_line_108-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.40&CDS=1-948
1716	OG0001716	YJL073W	augustus_masked-flattened_line_16-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.37&CDS=1-1755
1717	OG0001717	YJL074C	augustus_masked-flattened_line_108-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.28&CDS=1-3654
1718	OG0001718	YJL080C	augustus_masked-flattened_line_162-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.21&CDS=1-3918
1719	OG0001719	YJL081C	augustus_masked-flattened_line_24-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.229&CDS=1-1578
1720	OG0001720	YJL085W	augustus_masked-flattened_line_24-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.220&CDS=1-1992
1721	OG0001721	YJL087C	augustus_masked-flattened_line_104-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.8&CDS=1-2382
1722	OG0001722	YJL088W	augustus_masked-flattened_line_40-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.54&CDS=1-969
1723	OG0001723	YJL090C	augustus_masked-flattened_line_16-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.60&CDS=1-2541
1724	OG0001724	YJL091C	augustus_masked-flattened_line_24-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.218&CDS=1-1344
1725	OG0001725	YJL092W	augustus_masked-flattened_line_24-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.176&CDS=1-3246
1726	OG0001726	YJL093C	augustus_masked-flattened_line_40-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.57&CDS=1-2241
1727	OG0001727	YJL095W	augustus_masked-flattened_line_40-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.78&CDS=1-4860
1728	OG0001728	YJL096W	augustus_masked-flattened_line_40-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.79&CDS=1-594
1729	OG0001729	YJL097W	augustus_masked-flattened_line_40-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.80&CDS=1-666
1730	OG0001730	YJL100W	augustus_masked-flattened_line_142-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.49&CDS=1-2376
1731	OG0001731	YJL101C	augustus_masked-flattened_line_142-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.42&CDS=1-2106
1732	OG0001732	YJL102W	augustus_masked-flattened_line_142-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.50&CDS=1-2637
1733	OG0001733	YJL104W	augustus_masked-flattened_line_108-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.36&CDS=1-429
1734	OG0001734	YJL106W	augustus_masked-flattened_line_202-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.2&CDS=1-1935
1735	OG0001735	YJL108C	augustus_masked-flattened_line_16-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.22&CDS=1-2403
1736	OG0001736	YJL109C	augustus_masked-flattened_line_202-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.3&CDS=1-5472
1737	OG0001737	YJL111W	snap_masked-flattened_line_170-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.6&CDS=1-1662
1738	OG0001738	YJL115W	snap_masked-flattened_line_48-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.32&CDS=1-591
1739	OG0001739	YJL117W	augustus_masked-flattened_line_48-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.88&CDS=1-1008
1740	OG0001740	YJL121C	augustus_masked-flattened_line_18-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.75&CDS=1-690
1741	OG0001741	YJL122W	augustus_masked-flattened_line_18-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.55&CDS=1-528
1742	OG0001742	YJL123C	augustus_masked-flattened_line_18-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.74&CDS=1-1194
1743	OG0001743	YJL124C	augustus_masked-flattened_line_18-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.79&CDS=1-555
1744	OG0001744	YJL126W	augustus_masked-flattened_line_14-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.61&CDS=1-840
1745	OG0001745	YJL127C	augustus_masked-flattened_line_18-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.57&CDS=1-2925
1746	OG0001746	YJL128C	augustus_masked-flattened_line_26-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.174&CDS=1-2676
1747	OG0001747	YJL140W	augustus_masked-flattened_line_26-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.216&CDS=1-966
