	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035286_Candida_azyma
1676	OG0001676	YGR057C	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.248-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.248&CDS=1-678
1677	OG0001677	YGR058W	genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.156&CDS=1-981
1678	OG0001678	YGR060W	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.115&CDS=1-927
1679	OG0001679	YGR061C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.109&CDS=1-4041
1680	OG0001680	YGR062C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.108&CDS=1-1026
1681	OG0001681	YGR063C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.107&CDS=1-309
1682	OG0001682	YGR072W	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-0.3&CDS=1-1143
1683	OG0001683	YGR074W	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.51&CDS=1-339
1684	OG0001684	YGR076C	genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.120&CDS=1-516
1685	OG0001685	YGR077C	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-4.16-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-4.16&CDS=1-1923
1686	OG0001686	YGR078C	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-4.15-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-4.15&CDS=1-570
1687	OG0001687	YGR080W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.27-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.27&CDS=1-963
1688	OG0001688	YGR081C	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.32&CDS=1-582
1689	OG0001689	YGR082W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.60&CDS=1-546
1690	OG0001690	YGR083C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.21&CDS=1-1506
1691	OG0001691	YGR084C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.20&CDS=1-975
1692	OG0001692	YGR089W	genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.105&CDS=1-2229
1693	OG0001693	YGR090W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.104&CDS=1-3540
1694	OG0001694	YGR091W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.155-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.155&CDS=1-1407
1695	OG0001695	YGR093W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.139-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.139&CDS=1-1485
1696	OG0001696	YGR094W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.140-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.140&CDS=1-3180
1697	OG0001697	YGR095C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.156-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.156&CDS=1-669
1698	OG0001698	YGR096W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.141-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-12.141&CDS=1-900
1699	OG0001699	YGR098C	maker-NODE_4_length_795099_cov_12.4169_ID_3890-augustus-gene-3.49-mRNA-1_1&gene=maker-NODE_4_length_795099_cov_12.4169_ID_3890-augustus-gene-3.49&CDS=1-5799
1700	OG0001700	YGR099W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.132-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.132&CDS=1-1416
1701	OG0001701	YGR100W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.134&CDS=1-2802
1702	OG0001702	YGR101W	genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.8&CDS=1-1032
1703	OG0001703	YGR102C	genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.37&CDS=1-525
1704	OG0001704	YGR103W	genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.9&CDS=1-1800
1705	OG0001705	YGR104C	genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.38&CDS=1-657
1706	OG0001706	YGR105W	genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.39&CDS=1-240
1707	OG0001707	YGR106C	snap_masked-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.132&CDS=1-192
1708	OG0001708	YGR111W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.3-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.3&CDS=1-1113
1709	OG0001709	YGR112W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.140-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.140&CDS=1-1104
1710	OG0001710	YGR116W	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.261-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.261&CDS=1-4263
1711	OG0001711	YGR117C	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.11&CDS=1-1344
1712	OG0001712	YGR119C	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.8&CDS=1-1554
1713	OG0001713	YGR123C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.259-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.259&CDS=1-1458
1714	OG0001714	YGR124W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.73-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.73&CDS=1-1689
1715	OG0001715	YGR125W	genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.140&CDS=1-2829
1716	OG0001716	YGR127W	augustus_masked-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.81&CDS=1-924
1717	OG0001717	YGR128C	genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.88&CDS=1-1710
1718	OG0001718	YGR132C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.139&CDS=1-840
1719	OG0001719	YGR134W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.159&CDS=1-2574
1720	OG0001720	YGR135W	snap_masked-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.174&CDS=1-765
1721	OG0001721	YGR145W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.122&CDS=1-2097
1722	OG0001722	YGR147C	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.6&CDS=1-696
1723	OG0001723	YGR149W	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.25&CDS=1-1350
1724	OG0001724	YGR150C	snap_masked-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.55&CDS=1-2193
1725	OG0001725	YGR152C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.143-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.143&CDS=1-786
1726	OG0001726	YGR155W	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.173-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.173&CDS=1-1458
1727	OG0001727	YGR157W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.47&CDS=1-2577
1728	OG0001728	YGR158C	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.8&CDS=1-714
1729	OG0001729	YGR159C	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.6&CDS=1-1317
1730	OG0001730	YGR163W	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.244-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.244&CDS=1-981
1731	OG0001731	YGR165W	augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.68&CDS=1-1014
1732	OG0001732	YGR167W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.159-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.159&CDS=1-597
1733	OG0001733	YGR170W	snap_masked-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.180-mRNA-1_1&gene=snap_masked-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.180&CDS=1-2649
1734	OG0001734	YGR171C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.31&CDS=1-1599
1735	OG0001735	YGR172C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.30&CDS=1-759
1736	OG0001736	YGR173W	genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-0.29&CDS=1-1104
1737	OG0001737	YGR175C	maker-NODE_2_length_1179413_cov_13.4957_ID_2097-augustus-gene-1.149-mRNA-1_1&gene=maker-NODE_2_length_1179413_cov_13.4957_ID_2097-augustus-gene-1.149&CDS=1-1764
1738	OG0001738	YGR178C	augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.77&CDS=1-2598
1739	OG0001739	YGR181W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.11-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.11&CDS=1-294
1740	OG0001740	YGR183C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.50-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.50&CDS=1-204
1741	OG0001741	YGR185C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.7-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.7&CDS=1-1206
1742	OG0001742	YGR186W	augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.149&CDS=1-2310
1743	OG0001743	YGR187C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.6-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.6&CDS=1-1158
1744	OG0001744	YGR188C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.32-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.32&CDS=1-2481
1745	OG0001745	YGR189C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.10-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.10&CDS=1-1344
1746	OG0001746	YGR193C	snap_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.137&CDS=1-1128
1747	OG0001747	YGR194C	maker-NODE_16_length_250663_cov_14.7568_ID_3101-augustus-gene-1.175-mRNA-1_1&gene=maker-NODE_16_length_250663_cov_14.7568_ID_3101-augustus-gene-1.175&CDS=1-2049
1748	OG0001748	YGR195W	genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.182-mRNA-1_1&gene=genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.182&CDS=1-735
1749	OG0001749	YGR198W	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.125&CDS=1-2415
1750	OG0001750	YGR200C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.161-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.161&CDS=1-2379
1751	OG0001751	YGR202C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.115&CDS=1-1272
1752	OG0001752	YGR203W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.116&CDS=1-420
1753	OG0001753	YGR205W	augustus_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.139&CDS=1-858
1754	OG0001754	YGR207C	genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.219-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.219&CDS=1-765
1755	OG0001755	YGR208W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.19-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.19&CDS=1-951
1756	OG0001756	YGR210C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.114&CDS=1-1242
1757	OG0001757	YGR211W	augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.113&CDS=1-1509
1758	OG0001758	YGR212W	augustus_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.28&CDS=1-1248
1759	OG0001759	YGR215W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.1-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.1&CDS=1-321
1760	OG0001760	YGR216C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.5-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.5&CDS=1-1872
1761	OG0001761	YGR217W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.2-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.2&CDS=1-6102
1762	OG0001762	YGR218W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.112&CDS=1-3243
1763	OG0001763	YGR220C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.132&CDS=1-810
1764	OG0001764	YGR223C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.6-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.6&CDS=1-1137
1765	OG0001765	YGR225W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.3-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.3&CDS=1-1533
1766	OG0001766	YGR227W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.165-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.165&CDS=1-1515
1767	OG0001767	YGR229C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.138-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.138&CDS=1-1482
1768	OG0001768	YGR230W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.164-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.164&CDS=1-243
1769	OG0001769	YGR231C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.137-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.137&CDS=1-924
1770	OG0001770	YGR232W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.163-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.163&CDS=1-759
1771	OG0001771	YGR233C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.131&CDS=1-3306
1772	OG0001772	YGR234W	genemark-NODE_35_length_41993_cov_13.5011_ID_3719-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_35_length_41993_cov_13.5011_ID_3719-processed-gene-0.65&CDS=1-1257
1773	OG0001773	YGR235C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-1.135&CDS=1-735
1774	OG0001774	YGR244C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.24-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.24&CDS=1-1299
1775	OG0001775	YGR245C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-8.3-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-8.3&CDS=1-2232
1776	OG0001776	YGR246C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.15-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.15&CDS=1-1770
1777	OG0001777	YGR247W	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.306-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.306&CDS=1-633
1778	OG0001778	YGR251W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.44-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.44&CDS=1-564
1779	OG0001779	YGR253C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.14-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.14&CDS=1-762
1780	OG0001780	YGR254W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.114-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.114&CDS=1-1308
1781	OG0001781	YGR255C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.4&CDS=1-1410
1782	OG0001782	YGR257C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-1.116&CDS=1-1110
1783	OG0001783	YGR258C	maker-NODE_20_length_223395_cov_12.4833_ID_3047-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_20_length_223395_cov_12.4833_ID_3047-snap-gene-0.1&CDS=1-2652
1784	OG0001784	YGR260W	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.72-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.72&CDS=1-1527
1785	OG0001785	YGR261C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.14-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.14&CDS=1-2328
1786	OG0001786	YGR262C	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-0.114&CDS=1-798
1787	OG0001787	YGR263C	snap_masked-NODE_39_length_30793_cov_14.1953_ID_3937-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_39_length_30793_cov_14.1953_ID_3937-processed-gene-0.39&CDS=1-1113
1788	OG0001788	YGR264C	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-0.113&CDS=1-2199
1789	OG0001789	YGR266W	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.24&CDS=1-2058
1790	OG0001790	YGR267C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.54&CDS=1-873
1791	OG0001791	YGR270W	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.33&CDS=1-3774
1792	OG0001792	YGR271C-A	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.27&CDS=1-729
1793	OG0001793	YGR274C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.141&CDS=1-2766
1794	OG0001794	YGR276C	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.212-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.212&CDS=1-1839
1795	OG0001795	YGR277C	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.22-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.22&CDS=1-903
1796	OG0001796	YGR278W	augustus_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.162-mRNA-1_1&gene=augustus_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.162&CDS=1-2226
