	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035670_Phaffomyces_opuntiae
1860	OG0001860	YIL002C	snap_masked-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.153&CDS=1-2571
1861	OG0001861	YIL003W	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.151&CDS=1-861
1862	OG0001862	YIL004C	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.209-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.209&CDS=1-1989
1863	OG0001863	YIL005W	genemark-NODE_14_length_185717_cov_58.2368_ID_8258-processed-gene-0.254-mRNA-1_1&gene=genemark-NODE_14_length_185717_cov_58.2368_ID_8258-processed-gene-0.254&CDS=1-2028
1864	OG0001864	YIL006W	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.39&CDS=1-1134
1865	OG0001865	YIL007C	augustus_masked-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.57&CDS=1-624
1866	OG0001866	YIL008W	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.119&CDS=1-300
1867	OG0001867	YIL009C-A	genemark-NODE_82_length_57442_cov_53.3001_ID_28493-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_82_length_57442_cov_53.3001_ID_28493-processed-gene-0.75&CDS=1-579
1868	OG0001868	YIL010W	genemark-NODE_9_length_207591_cov_58.935_ID_5467-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_9_length_207591_cov_58.935_ID_5467-processed-gene-1.21&CDS=1-573
1869	OG0001869	YIL016W	maker-NODE_20_length_149195_cov_60.8435_ID_27068-snap-gene-0.212-mRNA-1_1&gene=maker-NODE_20_length_149195_cov_60.8435_ID_27068-snap-gene-0.212&CDS=1-327
1870	OG0001870	YIL017C	snap_masked-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.141&CDS=1-2436
1871	OG0001871	YIL019W	genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.107&CDS=1-987
1872	OG0001872	YIL020C	genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.80&CDS=1-801
1873	OG0001873	YIL021W	genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.108&CDS=1-921
1874	OG0001874	YIL022W	genemark-NODE_79_length_62419_cov_55.6951_ID_9465-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_79_length_62419_cov_55.6951_ID_9465-processed-gene-0.0&CDS=1-5715
1875	OG0001875	YIL023C	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.187-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.187&CDS=1-1212
1876	OG0001876	YIL026C	genemark-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.262-mRNA-1_1&gene=genemark-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.262&CDS=1-3111
1877	OG0001877	YIL033C	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.185&CDS=1-1353
1878	OG0001878	YIL039W	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-0.1&CDS=1-1392
1879	OG0001879	YIL043C	genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.102&CDS=1-825
1880	OG0001880	YIL044C	genemark-NODE_142_length_14900_cov_65.6634_ID_14695-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_142_length_14900_cov_65.6634_ID_14695-processed-gene-0.17&CDS=1-978
1881	OG0001881	YIL046W	genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.46&CDS=1-1608
1882	OG0001882	YIL047C	genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.59&CDS=1-2556
1883	OG0001883	YIL048W	genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.73&CDS=1-3351
1884	OG0001884	YIL049W	genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.58&CDS=1-888
1885	OG0001885	YIL062C	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.37-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.37&CDS=1-450
1886	OG0001886	YIL063C	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.4-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.4&CDS=1-1176
1887	OG0001887	YIL064W	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.1-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.1&CDS=1-687
1888	OG0001888	YIL065C	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.7-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.7&CDS=1-459
1889	OG0001889	YIL067C	genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.104&CDS=1-1992
1890	OG0001890	YIL068C	genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.103&CDS=1-2352
1891	OG0001891	YIL070C	genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.73&CDS=1-801
1892	OG0001892	YIL072W	augustus_masked-NODE_148_length_13294_cov_56.5558_ID_6040-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_148_length_13294_cov_56.5558_ID_6040-processed-gene-0.8&CDS=1-1863
1893	OG0001893	YIL075C	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.123&CDS=1-2841
1894	OG0001894	YIL076W	augustus_masked-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.67&CDS=1-882
1895	OG0001895	YIL083C	genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.111&CDS=1-1023
1896	OG0001896	YIL087C	genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.73&CDS=1-495
1897	OG0001897	YIL090W	genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.29&CDS=1-1149
1898	OG0001898	YIL091C	genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.1&CDS=1-2199
1899	OG0001899	YIL093C	genemark-NODE_40_length_107394_cov_55.6423_ID_8562-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_40_length_107394_cov_55.6423_ID_8562-processed-gene-0.132&CDS=1-750
1900	OG0001900	YIL097W	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.44&CDS=1-1272
1901	OG0001901	YIL098C	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.12&CDS=1-438
1902	OG0001902	YIL099W	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-0.6&CDS=1-1650
1903	OG0001903	YIL101C	snap_masked-NODE_151_length_11865_cov_55.2559_ID_15749-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_151_length_11865_cov_55.2559_ID_15749-processed-gene-0.7&CDS=1-1191
1904	OG0001904	YIL103W	genemark-NODE_175_length_7135_cov_55.411_ID_16415-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_175_length_7135_cov_55.411_ID_16415-processed-gene-0.10&CDS=1-1269
1905	OG0001905	YIL104C	genemark-NODE_175_length_7135_cov_55.411_ID_16415-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_175_length_7135_cov_55.411_ID_16415-processed-gene-0.9&CDS=1-1503
1906	OG0001906	YIL107C	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.50&CDS=1-2607
1907	OG0001907	YIL108W	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.18&CDS=1-2184
1908	OG0001908	YIL109C	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.49&CDS=1-2775
1909	OG0001909	YIL110W	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.20&CDS=1-1104
1910	OG0001910	YIL112W	maker-NODE_32_length_124040_cov_58.3016_ID_10967-snap-gene-0.148-mRNA-1_1&gene=maker-NODE_32_length_124040_cov_58.3016_ID_10967-snap-gene-0.148&CDS=1-3387
1911	OG0001911	YIL113W	genemark-NODE_19_length_152415_cov_54.5177_ID_5621-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_19_length_152415_cov_54.5177_ID_5621-processed-gene-0.181&CDS=1-1164
1912	OG0001912	YIL115C	augustus_masked-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.43&CDS=1-4164
1913	OG0001913	YIL116W	genemark-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.4&CDS=1-1173
1914	OG0001914	YIL118W	genemark-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.10&CDS=1-624
1915	OG0001915	YIL124W	genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.3&CDS=1-885
1916	OG0001916	YIL125W	genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_43_length_98771_cov_59.8087_ID_9203-processed-gene-0.2&CDS=1-2985
1917	OG0001917	YIL127C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.85&CDS=1-591
1918	OG0001918	YIL128W	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.110&CDS=1-3048
1919	OG0001919	YIL129C	genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.21&CDS=1-7074
1920	OG0001920	YIL133C	snap_masked-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.24&CDS=1-600
1921	OG0001921	YIL134W	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.113&CDS=1-1050
1922	OG0001922	YIL137C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.80&CDS=1-2757
1923	OG0001923	YIL140W	genemark-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_103_length_36863_cov_53.9094_ID_13685-processed-gene-0.5&CDS=1-2565
1924	OG0001924	YIL142W	maker-NODE_21_length_143716_cov_56.0961_ID_5982-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_21_length_143716_cov_56.0961_ID_5982-snap-gene-0.8&CDS=1-1581
1925	OG0001925	YIL143C	genemark-NODE_83_length_57431_cov_54.0485_ID_11233-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_83_length_57431_cov_54.0485_ID_11233-processed-gene-0.43&CDS=1-2484
1926	OG0001926	YIL144W	augustus_masked-NODE_83_length_57431_cov_54.0485_ID_11233-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_83_length_57431_cov_54.0485_ID_11233-processed-gene-0.79&CDS=1-1806
1927	OG0001927	YIL145C	snap_masked-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.101&CDS=1-909
1928	OG0001928	YIL147C	augustus_masked-NODE_19_length_152415_cov_54.5177_ID_5621-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_19_length_152415_cov_54.5177_ID_5621-processed-gene-0.72&CDS=1-3087
1929	OG0001929	YIL150C	augustus_masked-NODE_19_length_152415_cov_54.5177_ID_5621-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_19_length_152415_cov_54.5177_ID_5621-processed-gene-0.74&CDS=1-2007
1930	OG0001930	YIL153W	genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.84&CDS=1-1512
1931	OG0001931	YIL154C	genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.42&CDS=1-1428
1932	OG0001932	YIL155C	genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.43&CDS=1-1845
1933	OG0001933	YIL156W	augustus_masked-NODE_44_length_96743_cov_61.9992_ID_6736-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_44_length_96743_cov_61.9992_ID_6736-processed-gene-0.77&CDS=1-2967
1934	OG0001934	YIL156W-B	genemark-NODE_133_length_18895_cov_55.7093_ID_13972-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_133_length_18895_cov_55.7093_ID_13972-processed-gene-0.14&CDS=1-216
1935	OG0001935	YIL157C	genemark-NODE_133_length_18895_cov_55.7093_ID_13972-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_133_length_18895_cov_55.7093_ID_13972-processed-gene-0.16&CDS=1-576
1936	OG0001936	YIL160C	genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_11_length_197763_cov_54.7867_ID_23752-processed-gene-0.44&CDS=1-1266
1937	OG0001937	YIL164C	genemark-NODE_119_length_27191_cov_56.3818_ID_14950-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_119_length_27191_cov_56.3818_ID_14950-processed-gene-0.35&CDS=1-912
1938	OG0001938	YIR002C	snap_masked-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-1.41&CDS=1-3870
1939	OG0001939	YIR003W	snap_masked-NODE_28_length_130849_cov_55.1415_ID_9649-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_28_length_130849_cov_55.1415_ID_9649-processed-gene-0.144&CDS=1-2313
1940	OG0001940	YIR005W	genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.19&CDS=1-648
1941	OG0001941	YIR007W	genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.93&CDS=1-2274
1942	OG0001942	YIR008C	genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.134&CDS=1-1398
1943	OG0001943	YIR009W	snap_masked-NODE_36_length_112025_cov_56.9043_ID_14889-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_36_length_112025_cov_56.9043_ID_14889-processed-gene-0.18&CDS=1-276
1944	OG0001944	YIR011C	genemark-NODE_14_length_185717_cov_58.2368_ID_8258-processed-gene-0.237-mRNA-1_1&gene=genemark-NODE_14_length_185717_cov_58.2368_ID_8258-processed-gene-0.237&CDS=1-978
1945	OG0001945	YIR012W	genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.133&CDS=1-1332
1946	OG0001946	YIR022W	augustus_masked-NODE_109_length_34640_cov_55.5222_ID_11315-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_109_length_34640_cov_55.5222_ID_11315-processed-gene-0.9&CDS=1-450
1947	OG0001947	YIR023W	genemark-NODE_47_length_90178_cov_55.0292_ID_6963-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_47_length_90178_cov_55.0292_ID_6963-processed-gene-0.76&CDS=1-2112
1948	OG0001948	YIR024C	snap_masked-NODE_47_length_90178_cov_55.0292_ID_6963-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_47_length_90178_cov_55.0292_ID_6963-processed-gene-0.13&CDS=1-537
1949	OG0001949	YIR026C	snap_masked-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.16&CDS=1-984
1950	OG0001950	YIR027C	genemark-NODE_21_length_143716_cov_56.0961_ID_5982-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_21_length_143716_cov_56.0961_ID_5982-processed-gene-0.112&CDS=1-1605
1951	OG0001951	YIR029W	genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.150&CDS=1-1032
1952	OG0001952	YIR030C	snap_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.38&CDS=1-690
1953	OG0001953	YIR032C	genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.53&CDS=1-1386
1954	OG0001954	YIR034C	genemark-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.1&CDS=1-1122
1955	OG0001955	YIR038C	genemark-NODE_40_length_107394_cov_55.6423_ID_8562-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_40_length_107394_cov_55.6423_ID_8562-processed-gene-0.130&CDS=1-747
1956	OG0001956	YIR042C	genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.12&CDS=1-696
1957	OG0001957	YJL001W	augustus_masked-NODE_110_length_32733_cov_56.3113_ID_11820-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_110_length_32733_cov_56.3113_ID_11820-processed-gene-0.29&CDS=1-648
1958	OG0001958	YJL002C	genemark-NODE_131_length_20006_cov_53.9176_ID_13795-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_131_length_20006_cov_53.9176_ID_13795-processed-gene-0.20&CDS=1-1407
1959	OG0001959	YJL003W	genemark-NODE_131_length_20006_cov_53.9176_ID_13795-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_131_length_20006_cov_53.9176_ID_13795-processed-gene-0.24&CDS=1-354
1960	OG0001960	YJL004C	genemark-NODE_110_length_32733_cov_56.3113_ID_11820-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_110_length_32733_cov_56.3113_ID_11820-processed-gene-0.37&CDS=1-612
1961	OG0001961	YJL008C	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.50&CDS=1-1659
1962	OG0001962	YJL010C	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.49&CDS=1-1986
1963	OG0001963	YJL011C	genemark-NODE_149_length_13132_cov_54.2559_ID_15267-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_149_length_13132_cov_54.2559_ID_15267-processed-gene-0.16&CDS=1-444
1964	OG0001964	YJL012C	genemark-NODE_149_length_13132_cov_54.2559_ID_15267-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_149_length_13132_cov_54.2559_ID_15267-processed-gene-0.20&CDS=1-2118
1965	OG0001965	YJL014W	genemark-NODE_149_length_13132_cov_54.2559_ID_15267-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_149_length_13132_cov_54.2559_ID_15267-processed-gene-0.21&CDS=1-1587
1966	OG0001966	YJL019W	snap_masked-NODE_107_length_35291_cov_54.1421_ID_11281-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_107_length_35291_cov_54.1421_ID_11281-processed-gene-0.33&CDS=1-1254
1967	OG0001967	YJL020C	genemark-NODE_81_length_58693_cov_55.9514_ID_11193-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_81_length_58693_cov_55.9514_ID_11193-processed-gene-0.3&CDS=1-3291
1968	OG0001968	YJL024C	maker-NODE_16_length_167872_cov_55.7905_ID_6804-snap-gene-0.160-mRNA-1_1&gene=maker-NODE_16_length_167872_cov_55.7905_ID_6804-snap-gene-0.160&CDS=1-546
1969	OG0001969	YJL025W	augustus_masked-NODE_40_length_107394_cov_55.6423_ID_8562-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_40_length_107394_cov_55.6423_ID_8562-processed-gene-0.66&CDS=1-1476
1970	OG0001970	YJL026W	genemark-NODE_76_length_64711_cov_55.5515_ID_9141-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_76_length_64711_cov_55.5515_ID_9141-processed-gene-0.60&CDS=1-1245
1971	OG0001971	YJL030W	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.23&CDS=1-501
1972	OG0001972	YJL031C	augustus_masked-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.122&CDS=1-993
1973	OG0001973	YJL033W	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.21&CDS=1-2286
1974	OG0001974	YJL035C	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.24&CDS=1-546
1975	OG0001975	YJL036W	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.54&CDS=1-1407
1976	OG0001976	YJL039C	genemark-NODE_50_length_87935_cov_55.1515_ID_7157-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_50_length_87935_cov_55.1515_ID_7157-processed-gene-0.58&CDS=1-4974
1977	OG0001977	YJL041W	genemark-NODE_50_length_87935_cov_55.1515_ID_7157-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_50_length_87935_cov_55.1515_ID_7157-processed-gene-0.73&CDS=1-1884
1978	OG0001978	YJL042W	genemark-NODE_138_length_16878_cov_54.5453_ID_14399-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_138_length_16878_cov_54.5453_ID_14399-processed-gene-0.2&CDS=1-3852
1979	OG0001979	YJL044C	genemark-NODE_138_length_16878_cov_54.5453_ID_14399-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_138_length_16878_cov_54.5453_ID_14399-processed-gene-0.3&CDS=1-1101
1980	OG0001980	YJL046W	snap_masked-NODE_116_length_28929_cov_55.6801_ID_12531-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_116_length_28929_cov_55.6801_ID_12531-processed-gene-0.10&CDS=1-1428
1981	OG0001981	YJL049W	genemark-NODE_35_length_113091_cov_56.8685_ID_9837-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_35_length_113091_cov_56.8685_ID_9837-processed-gene-0.83&CDS=1-1284
