	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035687_Cyberlindnera_suaveolens
1959	OG0001959	YIL046W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.61&CDS=1-1764
1960	OG0001960	YIL047C	maker-NODE_7_length_296361_cov_15.7858_ID_5257-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_7_length_296361_cov_15.7858_ID_5257-snap-gene-0.100&CDS=1-2511
1961	OG0001961	YIL048W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.78&CDS=1-3306
1962	OG0001962	YIL049W	augustus_masked-NODE_148_length_5684_cov_16.1321_ID_13447-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_148_length_5684_cov_16.1321_ID_13447-processed-gene-0.10&CDS=1-879
1963	OG0001963	YIL061C	maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.68-mRNA-1_1&gene=maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.68&CDS=1-1089
1964	OG0001964	YIL062C	maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.66-mRNA-1_1&gene=maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.66&CDS=1-453
1965	OG0001965	YIL063C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.90&CDS=1-1137
1966	OG0001966	YIL064W	genemark-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.55&CDS=1-561
1967	OG0001967	YIL065C	snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.136&CDS=1-507
1968	OG0001968	YIL067C	augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.24&CDS=1-1824
1969	OG0001969	YIL068C	augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.22&CDS=1-2334
1970	OG0001970	YIL070C	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.60&CDS=1-747
1971	OG0001971	YIL071C	snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.41&CDS=1-1332
1972	OG0001972	YIL072W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.110&CDS=1-1857
1973	OG0001973	YIL073C	maker-NODE_3_length_405505_cov_16.6761_ID_5022-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_3_length_405505_cov_16.6761_ID_5022-snap-gene-0.92&CDS=1-2712
1974	OG0001974	YIL075C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.116&CDS=1-2826
1975	OG0001975	YIL076W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.129&CDS=1-867
1976	OG0001976	YIL077C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.94&CDS=1-882
1977	OG0001977	YIL078W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.130&CDS=1-2184
1978	OG0001978	YIL083C	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.20&CDS=1-1017
1979	OG0001979	YIL087C	genemark-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.97&CDS=1-453
1980	OG0001980	YIL090W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.90&CDS=1-1248
1981	OG0001981	YIL091C	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.93&CDS=1-2157
1982	OG0001982	YIL093C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.105&CDS=1-696
1983	OG0001983	YIL096C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.36&CDS=1-936
1984	OG0001984	YIL098C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.37&CDS=1-432
1985	OG0001985	YIL099W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.72&CDS=1-1686
1986	OG0001986	YIL101C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.14&CDS=1-1152
1987	OG0001987	YIL103W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.18&CDS=1-1248
1988	OG0001988	YIL104C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.39&CDS=1-1431
1989	OG0001989	YIL106W	genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.165&CDS=1-2082
1990	OG0001990	YIL107C	augustus_masked-NODE_52_length_76053_cov_16.2395_ID_9931-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_52_length_76053_cov_16.2395_ID_9931-processed-gene-0.87&CDS=1-2112
1991	OG0001991	YIL109C	augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.196&CDS=1-2769
1992	OG0001992	YIL110W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.22&CDS=1-1053
1993	OG0001993	YIL113W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.271-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.271&CDS=1-744
1994	OG0001994	YIL115C	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.153&CDS=1-4479
1995	OG0001995	YIL116W	maker-NODE_22_length_176656_cov_15.8943_ID_5903-augustus-gene-0.184-mRNA-1_1&gene=maker-NODE_22_length_176656_cov_15.8943_ID_5903-augustus-gene-0.184&CDS=1-1167
1996	OG0001996	YIL118W	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.110&CDS=1-621
1997	OG0001997	YIL124W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.98&CDS=1-879
1998	OG0001998	YIL125W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.94&CDS=1-2985
1999	OG0001999	YIL127C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.23&CDS=1-552
2000	OG0002000	YIL128W	genemark-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.94&CDS=1-3009
2001	OG0002001	YIL129C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.97&CDS=1-7203
2002	OG0002002	YIL131C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.101&CDS=1-2178
2003	OG0002003	YIL134W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.136&CDS=1-846
2004	OG0002004	YIL135C	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.123&CDS=1-1107
2005	OG0002005	YIL137C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.22&CDS=1-2730
2006	OG0002006	YIL140W	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.113&CDS=1-2448
2007	OG0002007	YIL142W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.139&CDS=1-1575
2008	OG0002008	YIL143C	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.12&CDS=1-2466
2009	OG0002009	YIL144W	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.37&CDS=1-1968
2010	OG0002010	YIL145C	augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.93&CDS=1-891
2011	OG0002011	YIL147C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.135&CDS=1-3231
2012	OG0002012	YIL150C	maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-4.68-mRNA-1_1&gene=maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-4.68&CDS=1-1836
2013	OG0002013	YIL153W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.92&CDS=1-1275
2014	OG0002014	YIL154C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.71&CDS=1-1257
2015	OG0002015	YIL155C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.72&CDS=1-1842
2016	OG0002016	YIL156W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.105&CDS=1-2811
2017	OG0002017	YIL156W-B	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.59&CDS=1-219
2018	OG0002018	YIL157C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.61&CDS=1-561
2019	OG0002019	YIL160C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.73&CDS=1-1242
2020	OG0002020	YIL164C	augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.125&CDS=1-918
2021	OG0002021	YIL166C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.51&CDS=1-1671
2022	OG0002022	YIR002C	augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.197&CDS=1-3774
2023	OG0002023	YIR003W	snap_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.144&CDS=1-1977
2024	OG0002024	YIR004W	augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.167&CDS=1-1305
2025	OG0002025	YIR005W	augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.196&CDS=1-681
2026	OG0002026	YIR007W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.128&CDS=1-2259
2027	OG0002027	YIR008C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.109&CDS=1-1401
2028	OG0002028	YIR011C	genemark-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.181&CDS=1-945
2029	OG0002029	YIR012W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.110&CDS=1-1251
2030	OG0002030	YIR022W	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.50&CDS=1-501
2031	OG0002031	YIR023W	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.62&CDS=1-2478
2032	OG0002032	YIR024C	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.84&CDS=1-549
2033	OG0002033	YIR026C	snap_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.59&CDS=1-972
2034	OG0002034	YIR027C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.35&CDS=1-1719
2035	OG0002035	YIR029W	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.51&CDS=1-1023
2036	OG0002036	YIR030C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.149&CDS=1-690
2037	OG0002037	YIR032C	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.58&CDS=1-1038
2038	OG0002038	YIR034C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-1.91&CDS=1-1125
2039	OG0002039	YIR035C	maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-1.109-mRNA-1_1&gene=maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-1.109&CDS=1-756
2040	OG0002040	YIR037W	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.116&CDS=1-483
2041	OG0002041	YIR038C	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.127&CDS=1-735
2042	OG0002042	YJL001W	maker-NODE_20_length_190154_cov_15.6774_ID_5534-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_20_length_190154_cov_15.6774_ID_5534-snap-gene-0.5&CDS=1-636
2043	OG0002043	YJL002C	augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.184&CDS=1-1371
2044	OG0002044	YJL003W	augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.142&CDS=1-354
2045	OG0002045	YJL005W	maker-NODE_27_length_127853_cov_16.2189_ID_7326-augustus-gene-0.62-mRNA-1_1&gene=maker-NODE_27_length_127853_cov_16.2189_ID_7326-augustus-gene-0.62&CDS=1-4725
2046	OG0002046	YJL006C	augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.22&CDS=1-978
2047	OG0002047	YJL008C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.124&CDS=1-1650
2048	OG0002048	YJL010C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.125&CDS=1-1938
2049	OG0002049	YJL011C	augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.19&CDS=1-426
2050	OG0002050	YJL012C	augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.9&CDS=1-2124
2051	OG0002051	YJL014W	augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.8&CDS=1-1584
2052	OG0002052	YJL019W	augustus_masked-NODE_72_length_53785_cov_18.9429_ID_9584-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_72_length_53785_cov_18.9429_ID_9584-processed-gene-0.83&CDS=1-1560
2053	OG0002053	YJL023C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.157&CDS=1-729
2054	OG0002054	YJL024C	maker-NODE_21_length_188852_cov_16.1861_ID_6861-augustus-gene-0.97-mRNA-1_1&gene=maker-NODE_21_length_188852_cov_16.1861_ID_6861-augustus-gene-0.97&CDS=1-540
2055	OG0002055	YJL025W	genemark-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.67&CDS=1-1458
2056	OG0002056	YJL026W	augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.71&CDS=1-1209
2057	OG0002057	YJL029C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.165&CDS=1-2376
2058	OG0002058	YJL030W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.158&CDS=1-636
2059	OG0002059	YJL031C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.113&CDS=1-963
2060	OG0002060	YJL033W	augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.47&CDS=1-2307
2061	OG0002061	YJL034W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.106&CDS=1-2010
2062	OG0002062	YJL035C	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.129&CDS=1-750
2063	OG0002063	YJL036W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.105&CDS=1-1353
2064	OG0002064	YJL039C	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.96&CDS=1-4959
2065	OG0002065	YJL041W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.119&CDS=1-1647
2066	OG0002066	YJL042W	augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.131&CDS=1-3510
2067	OG0002067	YJL044C	augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.108&CDS=1-1074
2068	OG0002068	YJL046W	augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_37_length_103410_cov_15.6937_ID_6128-processed-gene-0.75&CDS=1-1095
2069	OG0002069	YJL049W	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.79&CDS=1-1263
2070	OG0002070	YJL050W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.68&CDS=1-3204
2071	OG0002071	YJL053W	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.153&CDS=1-867
2072	OG0002072	YJL054W	augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.44&CDS=1-1485
2073	OG0002073	YJL055W	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.137&CDS=1-672
2074	OG0002074	YJL056C	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.174&CDS=1-1860
2075	OG0002075	YJL057C	genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.61&CDS=1-1614
