	OrthologID	Saccharomyces_cerevisiae	Saitoella_complicata
907	OG0000907	YDL213C	XP_019021687.1
908	OG0000908	YDL215C	XP_019022977.1
909	OG0000909	YDL217C	XP_019024782.1
910	OG0000910	YDL219W	XP_019021422.1
911	OG0000911	YDL226C	XP_019026097.1
912	OG0000912	YDL234C	XP_019022955.1
913	OG0000913	YDL235C	XP_019027515.1
914	OG0000914	YDL236W	XP_019022527.1
915	OG0000915	YDL237W	XP_019020846.1
916	OG0000916	YDL238C	XP_019027418.1
917	OG0000917	YDL240W	XP_019023479.1
918	OG0000918	YDR001C	XP_019021420.1
919	OG0000919	YDR002W	XP_019025501.1
920	OG0000920	YDR005C	XP_019023828.1
921	OG0000921	YDR006C	XP_019024046.1
922	OG0000922	YDR013W	XP_019022109.1
923	OG0000923	YDR016C	XP_019023649.1
924	OG0000924	YDR017C	XP_019023145.1
925	OG0000925	YDR019C	XP_019023835.1
926	OG0000926	YDR023W	XP_019026754.1
927	OG0000927	YDR027C	XP_019025272.1
928	OG0000928	YDR028C	XP_019023387.1
929	OG0000929	YDR032C	XP_019022155.1
930	OG0000930	YDR036C	XP_019026205.1
931	OG0000931	YDR037W	XP_019023736.1
932	OG0000932	YDR041W	XP_019026779.1
933	OG0000933	YDR043C	XP_019024050.1
934	OG0000934	YDR044W	XP_019026708.1
935	OG0000935	YDR045C	XP_019021762.1
936	OG0000936	YDR049W	XP_019026116.1
937	OG0000937	YDR050C	XP_019026197.1
938	OG0000938	YDR052C	XP_019023681.1
939	OG0000939	YDR054C	XP_019023604.1
940	OG0000940	YDR058C	XP_019024507.1
941	OG0000941	YDR059C	XP_019020745.1
942	OG0000942	YDR060W	XP_019021563.1
943	OG0000943	YDR061W	XP_019027230.1
944	OG0000944	YDR062W	XP_019026180.1
945	OG0000945	YDR063W	XP_019023319.1
946	OG0000946	YDR064W	XP_019023435.1
947	OG0000947	YDR067C	XP_019024729.1
948	OG0000948	YDR079C-A	XP_019024097.1
949	OG0000949	YDR080W	XP_019024717.1
950	OG0000950	YDR083W	XP_019022853.1
951	OG0000951	YDR086C	XP_019021706.1
952	OG0000952	YDR087C	XP_019027106.1
953	OG0000953	YDR088C	XP_019021179.1
954	OG0000954	YDR092W	XP_019027391.1
955	OG0000955	YDR100W	XP_019023204.1
956	OG0000956	YDR104C	XP_019025571.1
957	OG0000957	YDR105C	XP_019025563.1
958	OG0000958	YDR108W	XP_019025109.1
959	OG0000959	YDR109C	XP_019026851.1
960	OG0000960	YDR111C	XP_019027127.1
961	OG0000961	YDR115W	XP_019022839.1
962	OG0000962	YDR116C	XP_019025245.1
963	OG0000963	YDR120C	XP_019027424.1
964	OG0000964	YDR121W	XP_019027202.1
965	OG0000965	YDR124W	XP_019025609.1
966	OG0000966	YDR126W	XP_019023713.1
967	OG0000967	YDR127W	XP_019023083.1
968	OG0000968	YDR129C	XP_019024360.1
969	OG0000969	YDR135C	XP_019025608.1
970	OG0000970	YDR137W	XP_019021825.1
971	OG0000971	YDR139C	XP_019024434.1
972	OG0000972	YDR140W	XP_019022025.1
973	OG0000973	YDR141C	XP_019021138.1
974	OG0000974	YDR145W	XP_019020725.1
975	OG0000975	YDR148C	XP_019022571.1
976	OG0000976	YDR150W	XP_019024404.1
977	OG0000977	YDR152W	XP_019021462.1
978	OG0000978	YDR155C	XP_019021407.1
979	OG0000979	YDR158W	XP_019022146.1
980	OG0000980	YDR159W	XP_019023579.1
981	OG0000981	YDR161W	XP_019021458.1
982	OG0000982	YDR162C	XP_019021382.1
983	OG0000983	YDR164C	XP_019025028.1
984	OG0000984	YDR165W	XP_019023528.1
985	OG0000985	YDR166C	XP_019024440.1
986	OG0000986	YDR167W	XP_019023135.1
987	OG0000987	YDR168W	XP_019024808.1
988	OG0000988	YDR172W	XP_019024915.1
989	OG0000989	YDR173C	XP_019026350.1
990	OG0000990	YDR175C	XP_019021166.1
991	OG0000991	YDR176W	XP_019026975.1
992	OG0000992	YDR177W	XP_019022751.1
993	OG0000993	YDR180W	XP_019024920.1
994	OG0000994	YDR182W	XP_019023038.1
995	OG0000995	YDR183W	XP_019023025.1
996	OG0000996	YDR188W	XP_019027495.1
997	OG0000997	YDR189W	XP_019026006.1
998	OG0000998	YDR190C	XP_019025468.1
999	OG0000999	YDR196C	XP_019021241.1
1000	OG0001000	YDR198C	XP_019021658.1
1001	OG0001001	YDR204W	XP_019026596.1
1002	OG0001002	YDR205W	XP_019023094.1
1003	OG0001003	YDR208W	XP_019020724.1
1004	OG0001004	YDR211W	XP_019022555.1
1005	OG0001005	YDR212W	XP_019023270.1
1006	OG0001006	YDR214W	XP_019024485.1
1007	OG0001007	YDR217C	XP_019025190.1
1008	OG0001008	YDR221W	XP_019024889.1
1009	OG0001009	YDR225W	XP_019022569.1
1010	OG0001010	YDR226W	XP_019025776.1
1011	OG0001011	YDR228C	XP_019024398.1
1012	OG0001012	YDR232W	XP_019025681.1
1013	OG0001013	YDR234W	XP_019022996.1
1014	OG0001014	YDR236C	XP_019022835.1
1015	OG0001015	YDR237W	XP_019023596.1
1016	OG0001016	YDR238C	XP_019027152.1
1017	OG0001017	YDR244W	XP_019026579.1
1018	OG0001018	YDR245W	XP_019026523.1
1019	OG0001019	YDR246W	XP_019023759.1
1020	OG0001020	YDR248C	XP_019027133.1
1021	OG0001021	YDR254W	XP_019024024.1
1022	OG0001022	YDR255C	XP_019026938.1
1023	OG0001023	YDR256C	XP_019026305.1
1024	OG0001024	YDR257C	XP_019026782.1
1025	OG0001025	YDR265W	XP_019026378.1
1026	OG0001026	YDR266C	XP_019026376.1
1027	OG0001027	YDR268W	XP_019026700.1
1028	OG0001028	YDR270W	XP_019026934.1
1029	OG0001029	YDR276C	XP_019023920.1
1030	OG0001030	YDR280W	XP_019023320.1
1031	OG0001031	YDR283C	XP_019023598.1
1032	OG0001032	YDR284C	XP_019022497.1
1033	OG0001033	YDR286C	XP_019024386.1
1034	OG0001034	YDR289C	XP_019024805.1
1035	OG0001035	YDR291W	XP_019022620.1
1036	OG0001036	YDR292C	XP_019027378.1
1037	OG0001037	YDR293C	XP_019020799.1
1038	OG0001038	YDR294C	XP_019021797.1
1039	OG0001039	YDR297W	XP_019026185.1
1040	OG0001040	YDR298C	XP_019021744.1
1041	OG0001041	YDR299W	XP_019024961.1
1042	OG0001042	YDR300C	XP_019024163.1
1043	OG0001043	YDR301W	XP_019022218.1
1044	OG0001044	YDR305C	XP_019022763.1
1045	OG0001045	YDR306C	XP_019021623.1
1046	OG0001046	YDR308C	XP_019025582.1
1047	OG0001047	YDR311W	XP_019024523.1
1048	OG0001048	YDR313C	XP_019021335.1
1049	OG0001049	YDR316W	XP_019023682.1
1050	OG0001050	YDR320C	XP_019025192.1
1051	OG0001051	YDR320C-A	XP_019026777.1
1052	OG0001052	YDR322C-A	XP_019023369.1
1053	OG0001053	YDR322W	XP_019026207.1
1054	OG0001054	YDR323C	XP_019026815.1
1055	OG0001055	YDR324C	XP_019022271.1
1056	OG0001056	YDR325W	XP_019025285.1
1057	OG0001057	YDR328C	XP_019023554.1
1058	OG0001058	YDR330W	XP_019022796.1
1059	OG0001059	YDR331W	XP_019024243.1
1060	OG0001060	YDR332W	XP_019025581.1
1061	OG0001061	YDR333C	XP_019023989.1
1062	OG0001062	YDR335W	XP_019020755.1
1063	OG0001063	YDR336W	XP_019021783.1
1064	OG0001064	YDR337W	XP_019025919.1
1065	OG0001065	YDR339C	XP_019021050.1
1066	OG0001066	YDR341C	XP_019024754.1
1067	OG0001067	YDR346C	XP_019024911.1
1068	OG0001068	YDR353W	XP_019023416.1
1069	OG0001069	YDR354W	XP_019025169.1
1070	OG0001070	YDR359C	XP_019026396.1
1071	OG0001071	YDR361C	XP_019023290.1
1072	OG0001072	YDR363W-A	XP_019027158.1
1073	OG0001073	YDR364C	XP_019025742.1
1074	OG0001074	YDR365C	XP_019025078.1
1075	OG0001075	YDR367W	XP_019027183.1
1076	OG0001076	YDR371W	XP_019023516.1
1077	OG0001077	YDR372C	XP_019022481.1
1078	OG0001078	YDR373W	XP_019023109.1
1079	OG0001079	YDR374C	XP_019024588.1
1080	OG0001080	YDR376W	XP_019022500.1
1081	OG0001081	YDR377W	XP_019025093.1
1082	OG0001082	YDR379C-A	XP_019022888.1
1083	OG0001083	YDR382W	XP_019023503.1
1084	OG0001084	YDR386W	XP_019027302.1
1085	OG0001085	YDR388W	XP_019023820.1
1086	OG0001086	YDR390C	XP_019023279.1
1087	OG0001087	YDR392W	XP_019025821.1
1088	OG0001088	YDR393W	XP_019023235.1
1089	OG0001089	YDR394W	XP_019027616.1
1090	OG0001090	YDR397C	XP_019023635.1
1091	OG0001091	YDR398W	XP_019021772.1
1092	OG0001092	YDR400W	XP_019027640.1
1093	OG0001093	YDR404C	XP_019023368.1
1094	OG0001094	YDR405W	XP_019025025.1
1095	OG0001095	YDR407C	XP_019023004.1
1096	OG0001096	YDR410C	XP_019024792.1
1097	OG0001097	YDR411C	XP_019026785.1
1098	OG0001098	YDR414C	XP_019026377.1
1099	OG0001099	YDR415C	XP_019022733.1
1100	OG0001100	YDR419W	XP_019023866.1
1101	OG0001101	YDR424C	XP_019027003.1
1102	OG0001102	YDR427W	XP_019027493.1
1103	OG0001103	YDR428C	XP_019025913.1
1104	OG0001104	YDR429C	XP_019027634.1
1105	OG0001105	YDR430C	XP_019022859.1
1106	OG0001106	YDR434W	XP_019023302.1
1107	OG0001107	YDR435C	XP_019022489.1
1108	OG0001108	YDR448W	XP_019027136.1
1109	OG0001109	YDR449C	XP_019027703.1
1110	OG0001110	YDR452W	XP_019026870.1
1111	OG0001111	YDR454C	XP_019024068.1
1112	OG0001112	YDR456W	XP_019025592.1
1113	OG0001113	YDR460W	XP_019021203.1
1114	OG0001114	YDR462W	XP_019025153.1
1115	OG0001115	YDR465C	XP_019024433.1
1116	OG0001116	YDR469W	XP_019021766.1
1117	OG0001117	YDR470C	XP_019025146.1
1118	OG0001118	YDR472W	XP_019027606.1
1119	OG0001119	YDR473C	XP_019025922.1
1120	OG0001120	YDR479C	XP_019023940.1
1121	OG0001121	YDR482C	XP_019025725.1
1122	OG0001122	YDR484W	XP_019025576.1
1123	OG0001123	YDR486C	XP_019024602.1
1124	OG0001124	YDR487C	XP_019022626.1
1125	OG0001125	YDR489W	XP_019021192.1
1126	OG0001126	YDR490C	XP_019025832.1
1127	OG0001127	YDR493W	XP_019022134.1
1128	OG0001128	YDR495C	XP_019023570.1
1129	OG0001129	YDR496C	XP_019021512.1
1130	OG0001130	YDR498C	XP_019022108.1
1131	OG0001131	YDR502C	XP_019027134.1
1132	OG0001132	YDR510W	XP_019021559.1
1133	OG0001133	YDR511W	XP_019026353.1
1134	OG0001134	YDR519W	XP_019022324.1
1135	OG0001135	YDR525W-A	XP_019023317.1
1136	OG0001136	YDR527W	XP_019025030.1
1137	OG0001137	YDR529C	XP_019024008.1
1138	OG0001138	YDR531W	XP_019021692.1
1139	OG0001139	YEL002C	XP_019023908.1
1140	OG0001140	YEL003W	XP_019026510.1
1141	OG0001141	YEL004W	XP_019023491.1
1142	OG0001142	YEL011W	XP_019021279.1
1143	OG0001143	YEL012W	XP_019025019.1
1144	OG0001144	YEL013W	XP_019026209.1
1145	OG0001145	YEL015W	XP_019026210.1
1146	OG0001146	YEL021W	XP_019024154.1
1147	OG0001147	YEL023C	XP_019023536.1
1148	OG0001148	YEL024W	XP_019023238.1
1149	OG0001149	YEL026W	XP_019023889.1
1150	OG0001150	YEL027W	XP_019023896.1
1151	OG0001151	YEL031W	XP_019027506.1
1152	OG0001152	YEL032W	XP_019026742.1
1153	OG0001153	YEL036C	XP_019025121.1
1154	OG0001154	YEL037C	XP_019023542.1
1155	OG0001155	YEL038W	XP_019023540.1
1156	OG0001156	YEL040W	XP_019021366.1
1157	OG0001157	YEL042W	XP_019025447.1
1158	OG0001158	YEL043W	XP_019026940.1
1159	OG0001159	YEL046C	XP_019025597.1
1160	OG0001160	YEL050C	XP_019025617.1
1161	OG0001161	YEL051W	XP_019025029.1
1162	OG0001162	YEL052W	XP_019022614.1
1163	OG0001163	YEL053C	XP_019024300.1
1164	OG0001164	YEL055C	XP_019021107.1
1165	OG0001165	YEL056W	XP_019025206.1
1166	OG0001166	YEL060C	XP_019023916.1
1167	OG0001167	YEL062W	XP_019025823.1
1168	OG0001168	YEL064C	XP_019024026.1
1169	OG0001169	YER002W	XP_019022849.1
1170	OG0001170	YER003C	XP_019023801.1
1171	OG0001171	YER005W	XP_019023276.1
1172	OG0001172	YER006W	XP_019027142.1
1173	OG0001173	YER007C-A	XP_019024081.1
1174	OG0001174	YER007W	XP_019024153.1
1175	OG0001175	YER008C	XP_019024452.1
1176	OG0001176	YER009W	XP_019021066.1
1177	OG0001177	YER010C	XP_019024455.1
1178	OG0001178	YER012W	XP_019026347.1
1179	OG0001179	YER014W	XP_019021099.1
1180	OG0001180	YER016W	XP_019022057.1
1181	OG0001181	YER019W	XP_019021104.1
1182	OG0001182	YER021W	XP_019022582.1
1183	OG0001183	YER022W	XP_019023629.1
1184	OG0001184	YER023W	XP_019024763.1
1185	OG0001185	YER025W	XP_019026463.1
1186	OG0001186	YER026C	XP_019027569.1
1187	OG0001187	YER029C	XP_019026464.1
1188	OG0001188	YER036C	XP_019025003.1
1189	OG0001189	YER042W	XP_019022580.1
1190	OG0001190	YER043C	XP_019021449.1
1191	OG0001191	YER044C	XP_019022067.1
1192	OG0001192	YER046W	XP_019025771.1
1193	OG0001193	YER049W	XP_019021287.1
1194	OG0001194	YER050C	XP_019021242.1
1195	OG0001195	YER051W	XP_019021538.1
1196	OG0001196	YER052C	XP_019025959.1
1197	OG0001197	YER053C	XP_019026614.1
1198	OG0001198	YER055C	XP_019025997.1
1199	OG0001199	YER058W	XP_019021832.1
1200	OG0001200	YER061C	XP_019021624.1
1201	OG0001201	YER065C	XP_019021446.1
1202	OG0001202	YER068W	XP_019027061.1
1203	OG0001203	YER069W	XP_019027400.1
1204	OG0001204	YER070W	XP_019023991.1
1205	OG0001205	YER072W	XP_019025334.1
1206	OG0001206	YER074W-A	XP_019026642.1
1207	OG0001207	YER078C	XP_019025012.1
1208	OG0001208	YER082C	XP_019027668.1
1209	OG0001209	YER086W	XP_019027685.1
1210	OG0001210	YER087W	XP_019021565.1
1211	OG0001211	YER090W	XP_019021806.1
1212	OG0001212	YER091C	XP_019024061.1
1213	OG0001213	YER093C	XP_019025053.1
1214	OG0001214	YER094C	XP_019022777.1
1215	OG0001215	YER100W	XP_019024877.1
1216	OG0001216	YER107C	XP_019024038.1
1217	OG0001217	YER109C	XP_019024619.1
1218	OG0001218	YER110C	XP_019027058.1
1219	OG0001219	YER116C	XP_019024835.1
1220	OG0001220	YER118C	XP_019020882.1
1221	OG0001221	YER122C	XP_019022661.1
1222	OG0001222	YER126C	XP_019023381.1
1223	OG0001223	YER127W	XP_019023107.1
1224	OG0001224	YER133W	XP_019022499.1
1225	OG0001225	YER134C	XP_019023383.1
1226	OG0001226	YER136W	XP_019022654.1
1227	OG0001227	YER140W	XP_019023717.1
1228	OG0001228	YER141W	XP_019023732.1
1229	OG0001229	YER142C	XP_019027524.1
1230	OG0001230	YER145C	XP_019026486.1
1231	OG0001231	YER146W	XP_019026458.1
1232	OG0001232	YER148W	XP_019020973.1
1233	OG0001233	YER151C	XP_019024287.1
1234	OG0001234	YER152C	XP_019021406.1
1235	OG0001235	YER156C	XP_019024035.1
1236	OG0001236	YER157W	XP_019027504.1
1237	OG0001237	YER159C	XP_019021222.1
1238	OG0001238	YER163C	XP_019023037.1
1239	OG0001239	YER164W	XP_019027171.1
1240	OG0001240	YER165W	XP_019024503.1
1241	OG0001241	YER166W	XP_019027342.1
1242	OG0001242	YER168C	XP_019025108.1
1243	OG0001243	YER169W	XP_019024244.1
1244	OG0001244	YER170W	XP_019026343.1
1245	OG0001245	YER171W	XP_019025847.1
1246	OG0001246	YER173W	XP_019023444.1
1247	OG0001247	YER177W	XP_019024563.1
1248	OG0001248	YER178W	XP_019024784.1
1249	OG0001249	YER183C	XP_019022743.1
1250	OG0001250	YFL001W	XP_019025811.1
1251	OG0001251	YFL002C	XP_019025941.1
1252	OG0001252	YFL003C	XP_019026368.1
1253	OG0001253	YFL005W	XP_019026830.1
1254	OG0001254	YFL007W	XP_019024538.1
1255	OG0001255	YFL008W	XP_019022432.1
1256	OG0001256	YFL013C	XP_019026397.1
1257	OG0001257	YFL014W	XP_019027332.1
1258	OG0001258	YFL016C	XP_019022689.1
1259	OG0001259	YFL017C	XP_019022721.1
1260	OG0001260	YFL017W-A	XP_019022184.1
1261	OG0001261	YFL018C	XP_019027501.1
1262	OG0001262	YFL022C	XP_019025788.1
1263	OG0001263	YFL023W	XP_019022319.1
1264	OG0001264	YFL024C	XP_019026806.1
1265	OG0001265	YFL025C	XP_019025580.1
1266	OG0001266	YFL026W	XP_019023873.1
1267	OG0001267	YFL028C	XP_019023053.1
1268	OG0001268	YFL030W	XP_019025348.1
1269	OG0001269	YFL034C-B	XP_019021786.1
1270	OG0001270	YFL034W	XP_019026856.1
1271	OG0001271	YFL036W	XP_019027182.1
1272	OG0001272	YFL038C	XP_019024336.1
1273	OG0001273	YFL039C	XP_019025966.1
1274	OG0001274	YFL044C	XP_019027599.1
1275	OG0001275	YFL045C	XP_019027496.1
1276	OG0001276	YFL046W	XP_019023021.1
1277	OG0001277	YFL047W	XP_019022907.1
1278	OG0001278	YFL054C	XP_019021159.1
1279	OG0001279	YFR001W	XP_019022959.1
1280	OG0001280	YFR002W	XP_019026853.1
1281	OG0001281	YFR004W	XP_019021425.1
1282	OG0001282	YFR005C	XP_019023734.1
1283	OG0001283	YFR006W	XP_019027454.1
1284	OG0001284	YFR007W	XP_019023994.1
1285	OG0001285	YFR009W	XP_019021926.1
1286	OG0001286	YFR010W	XP_019027348.1
1287	OG0001287	YFR014C	XP_019026599.1
1288	OG0001288	YFR015C	XP_019021536.1
1289	OG0001289	YFR016C	XP_019022089.1
1290	OG0001290	YFR018C	XP_019022372.1
1291	OG0001291	YFR019W	XP_019022312.1
1292	OG0001292	YFR022W	XP_019025011.1
1293	OG0001293	YFR024C-A	XP_019025072.1
1294	OG0001294	YFR025C	XP_019022625.1
1295	OG0001295	YFR027W	XP_019020751.1
1296	OG0001296	YFR028C	XP_019023816.1
1297	OG0001297	YFR030W	XP_019025015.1
1298	OG0001298	YFR031C	XP_019022691.1
1299	OG0001299	YFR032C-A	XP_019022442.1
1300	OG0001300	YFR033C	XP_019024505.1
1301	OG0001301	YFR037C	XP_019026689.1
1302	OG0001302	YFR041C	XP_019026416.1
1303	OG0001303	YFR044C	XP_019025793.1
1304	OG0001304	YFR047C	XP_019021841.1
1305	OG0001305	YFR048W	XP_019026995.1
1306	OG0001306	YFR050C	XP_019025750.1
1307	OG0001307	YFR051C	XP_019025615.1
1308	OG0001308	YFR052W	XP_019022575.1
1309	OG0001309	YGL001C	XP_019023355.1
1310	OG0001310	YGL006W	XP_019027198.1
1311	OG0001311	YGL008C	XP_019024355.1
1312	OG0001312	YGL009C	XP_019024879.1
1313	OG0001313	YGL010W	XP_019026155.1
1314	OG0001314	YGL011C	XP_019021174.1
1315	OG0001315	YGL012W	XP_019024286.1
1316	OG0001316	YGL016W	XP_019024958.1
1317	OG0001317	YGL017W	XP_019021811.1
1318	OG0001318	YGL018C	XP_019026425.1
1319	OG0001319	YGL019W	XP_019020855.1
1320	OG0001320	YGL022W	XP_019023338.1
1321	OG0001321	YGL023C	XP_019026246.1
1322	OG0001322	YGL026C	XP_019027439.1
1323	OG0001323	YGL027C	XP_019023016.1
1324	OG0001324	YGL028C	XP_019021637.1
1325	OG0001325	YGL030W	XP_019021094.1
1326	OG0001326	YGL033W	XP_019020760.1
1327	OG0001327	YGL035C	XP_019022659.1
1328	OG0001328	YGL043W	XP_019022177.1
1329	OG0001329	YGL044C	XP_019027695.1
1330	OG0001330	YGL045W	XP_019022791.1
1331	OG0001331	YGL047W	XP_019024169.1
1332	OG0001332	YGL048C	XP_019026861.1
1333	OG0001333	YGL054C	XP_019023318.1
1334	OG0001334	YGL055W	XP_019022652.1
1335	OG0001335	YGL058W	XP_019023105.1
1336	OG0001336	YGL064C	XP_019024724.1
1337	OG0001337	YGL065C	XP_019025685.1
1338	OG0001338	YGL066W	XP_019024735.1
1339	OG0001339	YGL067W	XP_019023731.1
1340	OG0001340	YGL068W	XP_019024764.1
1341	OG0001341	YGL070C	XP_019024765.1
1342	OG0001342	YGL073W	XP_019024196.1
1343	OG0001343	YGL078C	XP_019021255.1
1344	OG0001344	YGL080W	XP_019021234.1
1345	OG0001345	YGL083W	XP_019027149.1
1346	OG0001346	YGL084C	XP_019021141.1
1347	OG0001347	YGL085W	XP_019027648.1
1348	OG0001348	YGL086W	XP_019025924.1
1349	OG0001349	YGL087C	XP_019021475.1
1350	OG0001350	YGL091C	XP_019027669.1
1351	OG0001351	YGL092W	XP_019024470.1
1352	OG0001352	YGL094C	XP_019024926.1
1353	OG0001353	YGL095C	XP_019026693.1
1354	OG0001354	YGL096W	XP_019024845.1
1355	OG0001355	YGL099W	XP_019025659.1
1356	OG0001356	YGL100W	XP_019022735.1
1357	OG0001357	YGL103W	XP_019020726.1
1358	OG0001358	YGL105W	XP_019025124.1
1359	OG0001359	YGL106W	XP_019022631.1
1360	OG0001360	YGL110C	XP_019020770.1
1361	OG0001361	YGL111W	XP_019022593.1
1362	OG0001362	YGL112C	XP_019025207.1
1363	OG0001363	YGL114W	XP_019021134.1
1364	OG0001364	YGL115W	XP_019026236.1
1365	OG0001365	YGL119W	XP_019024065.1
1366	OG0001366	YGL122C	XP_019021093.1
1367	OG0001367	YGL123W	XP_019022264.1
1368	OG0001368	YGL124C	XP_019021137.1
1369	OG0001369	YGL126W	XP_019021971.1
1370	OG0001370	YGL129C	XP_019022641.1
1371	OG0001371	YGL130W	XP_019027719.1
1372	OG0001372	YGL136C	XP_019021260.1
1373	OG0001373	YGL137W	XP_019022630.1
1374	OG0001374	YGL140C	XP_019026434.1
1375	OG0001375	YGL142C	XP_019026030.1
1376	OG0001376	YGL143C	XP_019026035.1
1377	OG0001377	YGL148W	XP_019024056.1
1378	OG0001378	YGL153W	XP_019020955.1
1379	OG0001379	YGL155W	XP_019026346.1
1380	OG0001380	YGL156W	XP_019023527.1
1381	OG0001381	YGL164C	XP_019025100.1
1382	OG0001382	YGL167C	XP_019021221.1
1383	OG0001383	YGL169W	XP_019027707.1
1384	OG0001384	YGL171W	XP_019026567.1
1385	OG0001385	YGL172W	XP_019027217.1
1386	OG0001386	YGL174W	XP_019026819.1
1387	OG0001387	YGL180W	XP_019022813.1
1388	OG0001388	YGL183C	XP_019022790.1
1389	OG0001389	YGL187C	XP_019021348.1
1390	OG0001390	YGL190C	XP_019023398.1
1391	OG0001391	YGL191W	XP_019021713.1
1392	OG0001392	YGL192W	XP_019021083.1
1393	OG0001393	YGL195W	XP_019024376.1
1394	OG0001394	YGL200C	XP_019021378.1
1395	OG0001395	YGL201C	XP_019025032.1
1396	OG0001396	YGL203C	XP_019024039.1
1397	OG0001397	YGL206C	XP_019026433.1
1398	OG0001398	YGL207W	XP_019024284.1
1399	OG0001399	YGL211W	XP_019024493.1
1400	OG0001400	YGL212W	XP_019021986.1
1401	OG0001401	YGL213C	XP_019025931.1
1402	OG0001402	YGL219C	XP_019024982.1
1403	OG0001403	YGL220W	XP_019022545.1
1404	OG0001404	YGL224C	XP_019026681.1
1405	OG0001405	YGL225W	XP_019023030.1
1406	OG0001406	YGL227W	XP_019027022.1
1407	OG0001407	YGL231C	XP_019025077.1
1408	OG0001408	YGL232W	XP_019027523.1
1409	OG0001409	YGL233W	XP_019026799.1
1410	OG0001410	YGL234W	XP_019025552.1
1411	OG0001411	YGL236C	XP_019023026.1
1412	OG0001412	YGL237C	XP_019026580.1
1413	OG0001413	YGL238W	XP_019023070.1
1414	OG0001414	YGL240W	XP_019025606.1
1415	OG0001415	YGL241W	XP_019023223.1
1416	OG0001416	YGL242C	XP_019021934.1
1417	OG0001417	YGL243W	XP_019021993.1
1418	OG0001418	YGL244W	XP_019025718.1
1419	OG0001419	YGL245W	XP_019025222.1
1420	OG0001420	YGL246C	XP_019026699.1
1421	OG0001421	YGL248W	XP_019025620.1
1422	OG0001422	YGL251C	XP_019024496.1
1423	OG0001423	YGL256W	XP_019023714.1
1424	OG0001424	YGR001C	XP_019027607.1
1425	OG0001425	YGR002C	XP_019025370.1
1426	OG0001426	YGR005C	XP_019022495.1
1427	OG0001427	YGR006W	XP_019025970.1
1428	OG0001428	YGR009C	XP_019023457.1
1429	OG0001429	YGR012W	XP_019022166.1
1430	OG0001430	YGR017W	XP_019025023.1
1431	OG0001431	YGR019W	XP_019025666.1
1432	OG0001432	YGR020C	XP_019022756.1
1433	OG0001433	YGR021W	XP_019027330.1
1434	OG0001434	YGR024C	XP_019022461.1
1435	OG0001435	YGR028W	XP_019022598.1
1436	OG0001436	YGR029W	XP_019022142.1
1437	OG0001437	YGR031W	XP_019025538.1
1438	OG0001438	YGR036C	XP_019020995.1
1439	OG0001439	YGR037C	XP_019022021.1
1440	OG0001440	YGR046W	XP_019025866.1
1441	OG0001441	YGR047C	XP_019022501.1
1442	OG0001442	YGR048W	XP_019024204.1
1443	OG0001443	YGR053C	XP_019024325.1
1444	OG0001444	YGR054W	XP_019027595.1
1445	OG0001445	YGR055W	XP_019027028.1
1446	OG0001446	YGR057C	XP_019027559.1
1447	OG0001447	YGR058W	XP_019023431.1
1448	OG0001448	YGR060W	XP_019026832.1
1449	OG0001449	YGR061C	XP_019025279.1
1450	OG0001450	YGR063C	XP_019026543.1
1451	OG0001451	YGR066C	XP_019027107.1
1452	OG0001452	YGR074W	XP_019020758.1
1453	OG0001453	YGR078C	XP_019027462.1
1454	OG0001454	YGR080W	XP_019024728.1
1455	OG0001455	YGR082W	XP_019023183.1
1456	OG0001456	YGR083C	XP_019026274.1
1457	OG0001457	YGR085C	XP_019026468.1
1458	OG0001458	YGR086C	XP_019022238.1
1459	OG0001459	YGR090W	XP_019022563.1
1460	OG0001460	YGR091W	XP_019026730.1
1461	OG0001461	YGR093W	XP_019021133.1
1462	OG0001462	YGR094W	XP_019022141.1
1463	OG0001463	YGR095C	XP_019026427.1
1464	OG0001464	YGR096W	XP_019023500.1
1465	OG0001465	YGR098C	XP_019022410.1
1466	OG0001466	YGR099W	XP_019026215.1
1467	OG0001467	YGR100W	XP_019023922.1
1468	OG0001468	YGR101W	XP_019027094.1
1469	OG0001469	YGR103W	XP_019022244.1
1470	OG0001470	YGR105W	XP_019022162.1
1471	OG0001471	YGR110W	XP_019026568.1
1472	OG0001472	YGR112W	XP_019021691.1
1473	OG0001473	YGR113W	XP_019027190.1
1474	OG0001474	YGR116W	XP_019025757.1
1475	OG0001475	YGR119C	XP_019024305.1
1476	OG0001476	YGR123C	XP_019023605.1
1477	OG0001477	YGR124W	XP_019024072.1
1478	OG0001478	YGR125W	XP_019027139.1
1479	OG0001479	YGR127W	XP_019023663.1
1480	OG0001480	YGR132C	XP_019023748.1
1481	OG0001481	YGR135W	XP_019024912.1
1482	OG0001482	YGR144W	XP_019025414.1
1483	OG0001483	YGR145W	XP_019027046.1
1484	OG0001484	YGR147C	XP_019021646.1
1485	OG0001485	YGR149W	XP_019022471.1
1486	OG0001486	YGR150C	XP_019027585.1
1487	OG0001487	YGR155W	XP_019024686.1
1488	OG0001488	YGR157W	XP_019025130.1
1489	OG0001489	YGR163W	XP_019025875.1
1490	OG0001490	YGR167W	XP_019024806.1
1491	OG0001491	YGR171C	XP_019024565.1
1492	OG0001492	YGR172C	XP_019022947.1
1493	OG0001493	YGR173W	XP_019023600.1
1494	OG0001494	YGR174C	XP_019024007.1
