	OrthologID	Metschnikowia_proteae	Saccharomyces_cerevisiae
1590	OG0001590	snap_masked-proT_s188-processed-gene-1.144-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.144&CDS=1-471	YJL122W
1591	OG0001591	snap_masked-proT_s188-processed-gene-1.145-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.145&CDS=1-630	YOL032W
1592	OG0001592	snap_masked-proT_s188-processed-gene-1.146-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.146&CDS=1-1071	YAL020C
1593	OG0001593	snap_masked-proT_s188-processed-gene-1.126-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.126&CDS=1-3090	YAL019W
1594	OG0001594	snap_masked-proT_s188-processed-gene-1.129-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.129&CDS=1-1158	YPL146C
1595	OG0001595	snap_masked-proT_s188-processed-gene-1.150-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.150&CDS=1-2808	YOR217W
1596	OG0001596	snap_masked-proT_s188-processed-gene-1.151-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.151&CDS=1-2577	YOR216C
1597	OG0001597	snap_masked-proT_s188-processed-gene-1.154-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.154&CDS=1-1431	YJL091C
1598	OG0001598	snap_masked-proT_s188-processed-gene-1.130-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.130&CDS=1-1002	YAL009W
1599	OG0001599	genemark-proT_s188-processed-gene-1.22-mRNA-1_1&gene=genemark-proT_s188-processed-gene-1.22&CDS=1-624	YPR107C
1600	OG0001600	snap_masked-proT_s188-processed-gene-1.155-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.155&CDS=1-2580	YPR105C
1601	OG0001601	genemark-proT_s188-processed-gene-1.47-mRNA-1_1&gene=genemark-proT_s188-processed-gene-1.47&CDS=1-1464	YNL239W
1602	OG0001602	snap_masked-proT_s188-processed-gene-1.156-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.156&CDS=1-1323	YOL041C
1603	OG0001603	snap_masked-proT_s188-processed-gene-1.133-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.133&CDS=1-1791	YAL013W
1604	OG0001604	snap_masked-proT_s188-processed-gene-1.134-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.134&CDS=1-1554	YLR330W
1605	OG0001605	snap_masked-proT_s188-processed-gene-1.157-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.157&CDS=1-372	YGR020C
1606	OG0001606	snap_masked-proT_s188-processed-gene-1.135-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.135&CDS=1-822	YGR021W
1607	OG0001607	genemark-proT_s188-processed-gene-1.50-mRNA-1_1&gene=genemark-proT_s188-processed-gene-1.50&CDS=1-1218	YPR011C
1608	OG0001608	snap_masked-proT_s188-processed-gene-1.160-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.160&CDS=1-1410	YGR019W
1609	OG0001609	snap_masked-proT_s188-processed-gene-1.136-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-1.136&CDS=1-2193	YPL128C
1610	OG0001610	genemark-proT_s188-processed-gene-1.28-mRNA-1_1&gene=genemark-proT_s188-processed-gene-1.28&CDS=1-1182	YOR212W
1611	OG0001611	snap_masked-proT_s188-processed-gene-2.54-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.54&CDS=1-720	YPL129W
1612	OG0001612	snap_masked-proT_s188-processed-gene-2.55-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.55&CDS=1-513	YOR215C
1613	OG0001613	snap_masked-proT_s188-processed-gene-2.56-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.56&CDS=1-615	YOR236W
1614	OG0001614	genemark-proT_s188-processed-gene-2.105-mRNA-1_1&gene=genemark-proT_s188-processed-gene-2.105&CDS=1-876	YPL127C
1615	OG0001615	snap_masked-proT_s188-processed-gene-2.53-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.53&CDS=1-258	YER058W
1616	OG0001616	maker-proT_s188-augustus-gene-2.49-mRNA-1_1&gene=maker-proT_s188-augustus-gene-2.49&CDS=1-2151	YER016W
1617	OG0001617	genemark-proT_s188-processed-gene-2.129-mRNA-1_1&gene=genemark-proT_s188-processed-gene-2.129&CDS=1-810	YER050C
1618	OG0001618	snap_masked-proT_s188-processed-gene-2.83-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.83&CDS=1-2127	YPL043W
1619	OG0001619	snap_masked-proT_s188-processed-gene-2.62-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.62&CDS=1-1380	YDR254W
1620	OG0001620	snap_masked-proT_s188-processed-gene-2.84-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.84&CDS=1-2799	YPL045W
1621	OG0001621	snap_masked-proT_s188-processed-gene-2.63-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.63&CDS=1-282	YPL046C
1622	OG0001622	snap_masked-proT_s188-processed-gene-2.64-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.64&CDS=1-1719	YDR255C
1623	OG0001623	snap_masked-proT_s188-processed-gene-2.65-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.65&CDS=1-1656	YPL030W
1624	OG0001624	snap_masked-proT_s188-processed-gene-2.66-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.66&CDS=1-1251	YPL031C
1625	OG0001625	snap_masked-proT_s188-processed-gene-2.86-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.86&CDS=1-1653	YER065C
1626	OG0001626	snap_masked-proT_s188-processed-gene-2.67-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.67&CDS=1-915	YMR010W
1627	OG0001627	snap_masked-proT_s188-processed-gene-2.87-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.87&CDS=1-1329	YDL020C
1628	OG0001628	snap_masked-proT_s188-processed-gene-2.68-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.68&CDS=1-645	YPL067C
1629	OG0001629	snap_masked-proT_s188-processed-gene-2.93-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.93&CDS=1-1929	YLL024C
1630	OG0001630	snap_masked-proT_s188-processed-gene-2.94-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.94&CDS=1-801	YLL023C
1631	OG0001631	maker-proT_s188-augustus-gene-2.51-mRNA-1_1&gene=maker-proT_s188-augustus-gene-2.51&CDS=1-1854	YLR314C
1632	OG0001632	genemark-proT_s188-processed-gene-2.118-mRNA-1_1&gene=genemark-proT_s188-processed-gene-2.118&CDS=1-792	YLR421C
1633	OG0001633	snap_masked-proT_s188-processed-gene-2.71-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.71&CDS=1-3279	YGL179C
1634	OG0001634	snap_masked-proT_s188-processed-gene-2.97-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.97&CDS=1-2490	YGL180W
1635	OG0001635	snap_masked-proT_s188-processed-gene-2.72-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.72&CDS=1-9330	YLL040C
1636	OG0001636	augustus_masked-proT_s188-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-proT_s188-processed-gene-2.41&CDS=1-1047	YBL013W
1637	OG0001637	snap_masked-proT_s188-processed-gene-2.76-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.76&CDS=1-2103	YGL026C
1638	OG0001638	snap_masked-proT_s188-processed-gene-2.77-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.77&CDS=1-3087	YDL095W
1639	OG0001639	snap_masked-proT_s188-processed-gene-2.78-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-2.78&CDS=1-3498	YIL030C
1640	OG0001640	genemark-proT_s188-processed-gene-2.146-mRNA-1_1&gene=genemark-proT_s188-processed-gene-2.146&CDS=1-1050	YGL047W
1641	OG0001641	augustus_masked-proT_s188-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-proT_s188-processed-gene-3.0&CDS=1-10452	YML080W
1642	OG0001642	maker-proT_s188-augustus-gene-3.134-mRNA-1_1&gene=maker-proT_s188-augustus-gene-3.134&CDS=1-1383	YNR054C
1643	OG0001643	genemark-proT_s188-processed-gene-3.140-mRNA-1_1&gene=genemark-proT_s188-processed-gene-3.140&CDS=1-3297	YLL034C
1644	OG0001644	snap_masked-proT_s188-processed-gene-3.106-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.106&CDS=1-900	YLR351C
1645	OG0001645	snap_masked-proT_s188-processed-gene-3.76-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.76&CDS=1-1845	YPL222W
1646	OG0001646	snap_masked-proT_s188-processed-gene-3.109-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.109&CDS=1-870	YER118C
1647	OG0001647	snap_masked-proT_s188-processed-gene-3.112-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.112&CDS=1-1239	YBL091C
1648	OG0001648	snap_masked-proT_s188-processed-gene-3.78-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.78&CDS=1-1800	YNL048W
1649	OG0001649	snap_masked-proT_s188-processed-gene-3.79-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.79&CDS=1-2703	YGL137W
1650	OG0001650	snap_masked-proT_s188-processed-gene-3.115-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.115&CDS=1-1455	YKR072C
1651	OG0001651	maker-proT_s188-snap-gene-3.62-mRNA-1_1&gene=maker-proT_s188-snap-gene-3.62&CDS=1-1227	YPL048W
1652	OG0001652	snap_masked-proT_s188-processed-gene-3.84-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.84&CDS=1-1107	YPL050C
1653	OG0001653	snap_masked-proT_s188-processed-gene-3.85-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.85&CDS=1-1908	YPL093W
1654	OG0001654	snap_masked-proT_s188-processed-gene-3.87-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.87&CDS=1-312	YGL080W
1655	OG0001655	snap_masked-proT_s188-processed-gene-3.88-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.88&CDS=1-690	YIR030C
1656	OG0001656	snap_masked-proT_s188-processed-gene-3.89-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.89&CDS=1-879	YPL196W
1657	OG0001657	snap_masked-proT_s188-processed-gene-3.117-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.117&CDS=1-1818	YGL125W
1658	OG0001658	snap_masked-proT_s188-processed-gene-3.118-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.118&CDS=1-4281	YOR336W
1659	OG0001659	snap_masked-proT_s188-processed-gene-3.90-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.90&CDS=1-2910	YGR047C
1660	OG0001660	snap_masked-proT_s188-processed-gene-3.91-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.91&CDS=1-519	YAL033W
1661	OG0001661	snap_masked-proT_s188-processed-gene-3.93-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.93&CDS=1-1410	YMR283C
1662	OG0001662	maker-proT_s188-augustus-gene-3.133-mRNA-1_1&gene=maker-proT_s188-augustus-gene-3.133&CDS=1-2388	YBR236C
1663	OG0001663	augustus_masked-proT_s188-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-proT_s188-processed-gene-3.51&CDS=1-1272	YOL065C
1664	OG0001664	snap_masked-proT_s188-processed-gene-3.96-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.96&CDS=1-1515	YDL030W
1665	OG0001665	snap_masked-proT_s188-processed-gene-3.97-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.97&CDS=1-1731	YOL066C
1666	OG0001666	augustus_masked-proT_s188-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-proT_s188-processed-gene-3.52&CDS=1-1551	YNL294C
1667	OG0001667	snap_masked-proT_s188-processed-gene-3.122-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.122&CDS=1-2277	YDL040C
1668	OG0001668	snap_masked-proT_s188-processed-gene-3.124-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.124&CDS=1-1719	YOR027W
1669	OG0001669	snap_masked-proT_s188-processed-gene-3.125-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.125&CDS=1-1011	YHL009C
1670	OG0001670	snap_masked-proT_s188-processed-gene-3.100-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.100&CDS=1-1164	YIL044C
1671	OG0001671	snap_masked-proT_s188-processed-gene-3.127-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.127&CDS=1-915	YER053C
1672	OG0001672	snap_masked-proT_s188-processed-gene-3.128-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.128&CDS=1-318	YBL001C
1673	OG0001673	snap_masked-proT_s188-processed-gene-3.129-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.129&CDS=1-1098	YCR002C
1674	OG0001674	snap_masked-proT_s188-processed-gene-3.102-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.102&CDS=1-588	YCR003W
1675	OG0001675	augustus_masked-proT_s188-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-proT_s188-processed-gene-3.35&CDS=1-675	YBR035C
1676	OG0001676	snap_masked-proT_s188-processed-gene-3.130-mRNA-1_1&gene=snap_masked-proT_s188-processed-gene-3.130&CDS=1-600	YDR032C
1677	OG0001677	snap_masked-proT_s19-processed-gene-0.28-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.28&CDS=1-1533	YDR539W
1678	OG0001678	snap_masked-proT_s19-processed-gene-0.4-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.4&CDS=1-777	YDR538W
1679	OG0001679	snap_masked-proT_s19-processed-gene-0.5-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.5&CDS=1-2394	YJR126C
1680	OG0001680	snap_masked-proT_s19-processed-gene-0.31-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.31&CDS=1-2433	YGR099W
1681	OG0001681	maker-proT_s19-augustus-gene-0.49-mRNA-1_1&gene=maker-proT_s19-augustus-gene-0.49&CDS=1-4980	YKL114C
1682	OG0001682	maker-proT_s19-snap-gene-0.141-mRNA-1_1&gene=maker-proT_s19-snap-gene-0.141&CDS=1-1122	YKL113C
1683	OG0001683	augustus_masked-proT_s19-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-0.125&CDS=1-750	YOL038W
1684	OG0001684	snap_masked-proT_s19-processed-gene-0.11-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.11&CDS=1-387	YIR015W
1685	OG0001685	snap_masked-proT_s19-processed-gene-0.33-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.33&CDS=1-432	YOL026C
1686	OG0001686	snap_masked-proT_s19-processed-gene-0.34-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.34&CDS=1-1449	YGL253W
1687	OG0001687	augustus_masked-proT_s19-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-0.107&CDS=1-3111	YBR198C
1688	OG0001688	snap_masked-proT_s19-processed-gene-0.15-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.15&CDS=1-705	YGR057C
1689	OG0001689	snap_masked-proT_s19-processed-gene-0.37-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.37&CDS=1-522	YMR035W
1690	OG0001690	snap_masked-proT_s19-processed-gene-0.38-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.38&CDS=1-813	YNL155W
1691	OG0001691	snap_masked-proT_s19-processed-gene-0.17-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.17&CDS=1-945	YHR062C
1692	OG0001692	genemark-proT_s19-processed-gene-0.89-mRNA-1_1&gene=genemark-proT_s19-processed-gene-0.89&CDS=1-978	YNL230C
1693	OG0001693	snap_masked-proT_s19-processed-gene-0.19-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.19&CDS=1-996	YER142C
1694	OG0001694	snap_masked-proT_s19-processed-gene-0.21-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.21&CDS=1-1212	YDR083W
1695	OG0001695	snap_masked-proT_s19-processed-gene-0.23-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.23&CDS=1-2328	YER125W
1696	OG0001696	snap_masked-proT_s19-processed-gene-0.25-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.25&CDS=1-972	YPR023C
1697	OG0001697	augustus_masked-proT_s19-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-0.119&CDS=1-549	YDL217C
1698	OG0001698	snap_masked-proT_s19-processed-gene-1.103-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.103&CDS=1-1065	YNL141W
1699	OG0001699	snap_masked-proT_s19-processed-gene-1.107-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.107&CDS=1-387	YBL078C
1700	OG0001700	snap_masked-proT_s19-processed-gene-1.105-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.105&CDS=1-1500	YBL080C
1701	OG0001701	snap_masked-proT_s19-processed-gene-1.108-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.108&CDS=1-1083	YKL178C
1702	OG0001702	snap_masked-proT_s19-processed-gene-1.109-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.109&CDS=1-3318	YER110C
1703	OG0001703	snap_masked-proT_s19-processed-gene-1.110-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.110&CDS=1-1191	YDR021W
1704	OG0001704	snap_masked-proT_s19-processed-gene-1.106-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.106&CDS=1-702	YDR020C
1705	OG0001705	snap_masked-proT_s19-processed-gene-1.111-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.111&CDS=1-1200	YDR415C
1706	OG0001706	snap_masked-proT_s19-processed-gene-1.136-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.136&CDS=1-405	YCR028C-A
1707	OG0001707	augustus_masked-proT_s19-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-1.62&CDS=1-744	YPR037C
1708	OG0001708	genemark-proT_s19-processed-gene-1.34-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.34&CDS=1-891	YHL031C
1709	OG0001709	snap_masked-proT_s19-processed-gene-1.141-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.141&CDS=1-894	YPL131W
1710	OG0001710	snap_masked-proT_s19-processed-gene-1.116-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.116&CDS=1-2268	YAL023C
1711	OG0001711	genemark-proT_s19-processed-gene-1.13-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.13&CDS=1-606	YPR067W
1712	OG0001712	snap_masked-proT_s19-processed-gene-1.142-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.142&CDS=1-1878	YAL016W
1713	OG0001713	genemark-proT_s19-processed-gene-1.40-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.40&CDS=1-2109	YMR284W
1714	OG0001714	snap_masked-proT_s19-processed-gene-1.120-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.120&CDS=1-438	YJR058C
1715	OG0001715	genemark-proT_s19-processed-gene-1.41-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.41&CDS=1-621	YJR057W
1716	OG0001716	snap_masked-proT_s19-processed-gene-1.123-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.123&CDS=1-351	YNL322C
1717	OG0001717	snap_masked-proT_s19-processed-gene-1.124-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.124&CDS=1-627	YOL139C
1718	OG0001718	snap_masked-proT_s19-processed-gene-1.147-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.147&CDS=1-909	YNL320W
1719	OG0001719	snap_masked-proT_s19-processed-gene-1.125-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.125&CDS=1-3480	YOL138C
1720	OG0001720	snap_masked-proT_s19-processed-gene-1.148-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.148&CDS=1-696	YDR489W
1721	OG0001721	snap_masked-proT_s19-processed-gene-1.128-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.128&CDS=1-471	YDL004W
1722	OG0001722	snap_masked-proT_s19-processed-gene-1.129-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.129&CDS=1-471	YGR076C
1723	OG0001723	snap_masked-proT_s19-processed-gene-1.150-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.150&CDS=1-342	YGR074W
1724	OG0001724	snap_masked-proT_s19-processed-gene-1.131-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.131&CDS=1-3000	YNL321W
1725	OG0001725	maker-proT_s19-snap-gene-1.50-mRNA-1_1&gene=maker-proT_s19-snap-gene-1.50&CDS=1-5196	YDL140C
1726	OG0001726	snap_masked-proT_s19-processed-gene-1.133-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.133&CDS=1-762	YNL282W
1727	OG0001727	snap_masked-proT_s19-processed-gene-1.134-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.134&CDS=1-972	YOL094C
1728	OG0001728	snap_masked-proT_s19-processed-gene-1.153-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.153&CDS=1-1914	YDR484W
1729	OG0001729	snap_masked-proT_s19-processed-gene-2.3-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.3&CDS=1-2286	YOL095C
1730	OG0001730	genemark-proT_s19-processed-gene-2.52-mRNA-1_1&gene=genemark-proT_s19-processed-gene-2.52&CDS=1-1392	YDR289C
1731	OG0001731	genemark-proT_s19-processed-gene-2.49-mRNA-1_1&gene=genemark-proT_s19-processed-gene-2.49&CDS=1-993	YCR086W
1732	OG0001732	maker-proT_s19-snap-gene-2.135-mRNA-1_1&gene=maker-proT_s19-snap-gene-2.135&CDS=1-957	YJL003W
1733	OG0001733	maker-proT_s19-augustus-gene-2.0-mRNA-1_1&gene=maker-proT_s19-augustus-gene-2.0&CDS=1-3024	YNR043W
1734	OG0001734	maker-proT_s19-augustus-gene-2.1-mRNA-1_1&gene=maker-proT_s19-augustus-gene-2.1&CDS=1-867	YDL142C
1735	OG0001735	augustus_masked-proT_s19-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-2.98&CDS=1-2784	YJL008C
1736	OG0001736	snap_masked-proT_s19-processed-gene-2.32-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.32&CDS=1-747	YDR007W
1737	OG0001737	snap_masked-proT_s19-processed-gene-2.33-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.33&CDS=1-2370	YJL029C
1738	OG0001738	snap_masked-proT_s19-processed-gene-2.34-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.34&CDS=1-2145	YGL045W
1739	OG0001739	snap_masked-proT_s19-processed-gene-2.35-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.35&CDS=1-1221	YGR159C
1740	OG0001740	genemark-proT_s19-processed-gene-2.58-mRNA-1_1&gene=genemark-proT_s19-processed-gene-2.58&CDS=1-1773	YNL104C
1741	OG0001741	snap_masked-proT_s19-processed-gene-2.36-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.36&CDS=1-1092	YDR058C
1742	OG0001742	snap_masked-proT_s19-processed-gene-2.37-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.37&CDS=1-1419	YGR255C
1743	OG0001743	snap_masked-proT_s19-processed-gene-2.15-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.15&CDS=1-768	YNL246W
1744	OG0001744	snap_masked-proT_s19-processed-gene-2.16-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.16&CDS=1-663	YMR090W
1745	OG0001745	maker-proT_s19-snap-gene-2.136-mRNA-1_1&gene=maker-proT_s19-snap-gene-2.136&CDS=1-1380	YNL248C
1746	OG0001746	snap_masked-proT_s19-processed-gene-2.17-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.17&CDS=1-489	YJR097W
1747	OG0001747	snap_masked-proT_s19-processed-gene-2.39-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.39&CDS=1-1986	YJR098C
1748	OG0001748	snap_masked-proT_s19-processed-gene-2.19-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.19&CDS=1-1317	YMR091C
1749	OG0001749	snap_masked-proT_s19-processed-gene-2.41-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.41&CDS=1-1371	YKL140W
1750	OG0001750	snap_masked-proT_s19-processed-gene-2.42-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.42&CDS=1-2679	YPR194C
1751	OG0001751	snap_masked-proT_s19-processed-gene-2.22-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.22&CDS=1-981	YJL208C
1752	OG0001752	snap_masked-proT_s19-processed-gene-2.23-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.23&CDS=1-6183	YKL182W
1753	OG0001753	snap_masked-proT_s19-processed-gene-2.43-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.43&CDS=1-3354	YLR410W
1754	OG0001754	snap_masked-proT_s19-processed-gene-2.44-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.44&CDS=1-1212	YKL181W
1755	OG0001755	snap_masked-proT_s19-processed-gene-2.26-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.26&CDS=1-846	YLR412W
1756	OG0001756	snap_masked-proT_s19-processed-gene-2.46-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.46&CDS=1-1332	YHR206W
1757	OG0001757	snap_masked-proT_s19-processed-gene-2.47-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.47&CDS=1-2736	YBR229C
1758	OG0001758	snap_masked-proT_s19-processed-gene-2.27-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.27&CDS=1-2034	YDL074C
1759	OG0001759	snap_masked-proT_s19-processed-gene-2.28-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.28&CDS=1-1851	YLR399C
1760	OG0001760	snap_masked-proT_s19-processed-gene-2.29-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.29&CDS=1-996	YLR405W
1761	OG0001761	snap_masked-proT_s19-processed-gene-3.30-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.30&CDS=1-4089	YLR086W
1762	OG0001762	genemark-proT_s19-processed-gene-3.57-mRNA-1_1&gene=genemark-proT_s19-processed-gene-3.57&CDS=1-303	YDR115W
1763	OG0001763	genemark-proT_s19-processed-gene-3.61-mRNA-1_1&gene=genemark-proT_s19-processed-gene-3.61&CDS=1-8832	YLR087C
1764	OG0001764	augustus_masked-proT_s19-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-3.5&CDS=1-426	YLL050C
1765	OG0001765	maker-proT_s19-snap-gene-3.26-mRNA-1_1&gene=maker-proT_s19-snap-gene-3.26&CDS=1-1908	YIR029W
1766	OG0001766	snap_masked-proT_s19-processed-gene-3.39-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.39&CDS=1-933	YNL025C
