	OrthologID	Saccharomyces_cerevisiae	yHAB153_Kazachstania_rosinii
1748	OG0001748	YGR046W	snap_masked-scf7180000099643-processed-gene-2.126-mRNA-1_1&gene=snap_masked-scf7180000099643-processed-gene-2.126&CDS=1-1161
1749	OG0001749	YGR047C	snap_masked-scf7180000099692-processed-gene-1.143-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.143&CDS=1-3162
1750	OG0001750	YGR048W	snap_masked-scf7180000099692-processed-gene-1.106-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.106&CDS=1-1077
1751	OG0001751	YGR049W	snap_masked-scf7180000099711-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.30&CDS=1-585
1752	OG0001752	YGR052W	snap_masked-scf7180000099711-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.31&CDS=1-1041
1753	OG0001753	YGR053C	augustus_masked-scf7180000099711-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000099711-processed-gene-0.18&CDS=1-810
1754	OG0001754	YGR054W	snap_masked-scf7180000099586-processed-gene-0.198-mRNA-1_1&gene=snap_masked-scf7180000099586-processed-gene-0.198&CDS=1-1944
1755	OG0001755	YGR055W	snap_masked-scf7180000099711-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.32&CDS=1-1791
1756	OG0001756	YGR057C	genemark-scf7180000099711-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000099711-processed-gene-0.82&CDS=1-759
1757	OG0001757	YGR058W	snap_masked-scf7180000099711-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.34&CDS=1-1101
1758	OG0001758	YGR059W	snap_masked-scf7180000099711-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.35&CDS=1-1632
1759	OG0001759	YGR061C	snap_masked-scf7180000099711-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.49&CDS=1-4089
1760	OG0001760	YGR065C	augustus_masked-scf7180000099711-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000099711-processed-gene-0.21&CDS=1-2997
1761	OG0001761	YGR067C	snap_masked-scf7180000099711-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.53&CDS=1-3744
1762	OG0001762	YGR068C	snap_masked-scf7180000099711-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-0.54&CDS=1-1935
1763	OG0001763	YGR072W	snap_masked-scf7180000099615-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.34&CDS=1-2937
1764	OG0001764	YGR074W	snap_masked-scf7180000099567-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000099567-processed-gene-0.7&CDS=1-450
1765	OG0001765	YGR075C	snap_masked-scf7180000099615-processed-gene-2.10-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.10&CDS=1-681
1766	OG0001766	YGR076C	snap_masked-scf7180000099567-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000099567-processed-gene-0.1&CDS=1-462
1767	OG0001767	YGR077C	snap_masked-scf7180000099615-processed-gene-2.9-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.9&CDS=1-1746
1768	OG0001768	YGR078C	snap_masked-scf7180000099567-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000099567-processed-gene-0.0&CDS=1-600
1769	OG0001769	YGR079W	snap_masked-scf7180000099594-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.38&CDS=1-1101
1770	OG0001770	YGR080W	snap_masked-scf7180000099594-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.39&CDS=1-993
1771	OG0001771	YGR081C	snap_masked-scf7180000099594-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.56&CDS=1-600
1772	OG0001772	YGR082W	snap_masked-scf7180000099594-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.40&CDS=1-549
1773	OG0001773	YGR083C	snap_masked-scf7180000099594-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.57&CDS=1-1929
1774	OG0001774	YGR084C	snap_masked-scf7180000099594-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.58&CDS=1-999
1775	OG0001775	YGR086C	snap_masked-scf7180000099594-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.59&CDS=1-1002
1776	OG0001776	YGR089W	snap_masked-scf7180000099594-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.43&CDS=1-2766
1777	OG0001777	YGR090W	snap_masked-scf7180000099573-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.54&CDS=1-3666
1778	OG0001778	YGR091W	snap_masked-scf7180000099573-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.53&CDS=1-1530
1779	OG0001779	YGR095C	snap_masked-scf7180000099573-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.43&CDS=1-645
1780	OG0001780	YGR096W	snap_masked-scf7180000099573-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.50&CDS=1-981
1781	OG0001781	YGR098C	augustus_masked-scf7180000099573-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000099573-processed-gene-0.25&CDS=1-5412
1782	OG0001782	YGR099W	snap_masked-scf7180000099573-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.48&CDS=1-2067
1783	OG0001783	YGR100W	snap_masked-scf7180000099573-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.47&CDS=1-2877
1784	OG0001784	YGR101W	augustus_masked-scf7180000099573-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000099573-processed-gene-0.29&CDS=1-1026
1785	OG0001785	YGR102C	snap_masked-scf7180000099573-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.41&CDS=1-531
1786	OG0001786	YGR103W	snap_masked-scf7180000099573-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.45&CDS=1-1776
1787	OG0001787	YGR104C	snap_masked-scf7180000099573-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.40&CDS=1-861
1788	OG0001788	YGR105W	snap_masked-scf7180000099573-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.44&CDS=1-231
1789	OG0001789	YGR106C	snap_masked-scf7180000099573-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000099573-processed-gene-0.39&CDS=1-801
1790	OG0001790	YGR110W	genemark-scf7180000099687-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000099687-processed-gene-0.9&CDS=1-1275
1791	OG0001791	YGR112W	augustus_masked-scf7180000099687-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000099687-processed-gene-0.94&CDS=1-2247
1792	OG0001792	YGR113W	snap_masked-scf7180000099687-processed-gene-0.171-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.171&CDS=1-1062
1793	OG0001793	YGR116W	snap_masked-scf7180000099641-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000099641-processed-gene-0.62&CDS=1-4365
1794	OG0001794	YGR117C	genemark-scf7180000099687-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000099687-processed-gene-0.47&CDS=1-1416
1795	OG0001795	YGR119C	snap_masked-scf7180000099683-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000099683-processed-gene-0.111&CDS=1-1608
1796	OG0001796	YGR120C	snap_masked-scf7180000099687-processed-gene-0.207-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.207&CDS=1-756
1797	OG0001797	YGR122W	snap_masked-scf7180000099687-processed-gene-0.174-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.174&CDS=1-1248
1798	OG0001798	YGR123C	snap_masked-scf7180000099651-processed-gene-0.128-mRNA-1_1&gene=snap_masked-scf7180000099651-processed-gene-0.128&CDS=1-1539
1799	OG0001799	YGR125W	genemark-scf7180000099687-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000099687-processed-gene-0.16&CDS=1-3147
1800	OG0001800	YGR126W	snap_masked-scf7180000099687-processed-gene-0.176-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.176&CDS=1-702
1801	OG0001801	YGR127W	snap_masked-scf7180000099687-processed-gene-0.177-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.177&CDS=1-987
1802	OG0001802	YGR128C	snap_masked-scf7180000099687-processed-gene-0.208-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.208&CDS=1-1851
1803	OG0001803	YGR130C	snap_masked-scf7180000099687-processed-gene-0.209-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.209&CDS=1-2580
1804	OG0001804	YGR132C	snap_masked-scf7180000099687-processed-gene-0.210-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.210&CDS=1-873
1805	OG0001805	YGR133W	snap_masked-scf7180000099687-processed-gene-0.179-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.179&CDS=1-477
1806	OG0001806	YGR134W	snap_masked-scf7180000099687-processed-gene-0.180-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.180&CDS=1-3822
1807	OG0001807	YGR135W	snap_masked-scf7180000099687-processed-gene-0.181-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.181&CDS=1-780
1808	OG0001808	YGR140W	snap_masked-scf7180000099687-processed-gene-0.183-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.183&CDS=1-2907
1809	OG0001809	YGR141W	genemark-scf7180000099687-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000099687-processed-gene-0.26&CDS=1-1410
1810	OG0001810	YGR144W	snap_masked-scf7180000099712-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000099712-processed-gene-0.81&CDS=1-981
1811	OG0001811	YGR145W	snap_masked-scf7180000099639-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000099639-processed-gene-0.40&CDS=1-2034
1812	OG0001812	YGR146C	augustus_masked-scf7180000099639-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000099639-processed-gene-0.18&CDS=1-714
1813	OG0001813	YGR149W	snap_masked-scf7180000099716-processed-gene-1.159-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.159&CDS=1-1329
1814	OG0001814	YGR150C	snap_masked-scf7180000099716-processed-gene-1.136-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.136&CDS=1-2544
1815	OG0001815	YGR152C	snap_masked-scf7180000099602-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000099602-processed-gene-0.24&CDS=1-978
1816	OG0001816	YGR155W	snap_masked-scf7180000099716-processed-gene-1.125-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.125&CDS=1-1509
1817	OG0001817	YGR156W	snap_masked-scf7180000099716-processed-gene-1.126-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.126&CDS=1-1158
1818	OG0001818	YGR157W	genemark-scf7180000099716-processed-gene-1.14-mRNA-1_1&gene=genemark-scf7180000099716-processed-gene-1.14&CDS=1-2520
1819	OG0001819	YGR158C	snap_masked-scf7180000099722-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-0.45&CDS=1-708
1820	OG0001820	YGR159C	snap_masked-scf7180000099722-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-0.47&CDS=1-1236
1821	OG0001821	YGR161C	augustus_masked-scf7180000099716-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scf7180000099716-processed-gene-1.67&CDS=1-699
1822	OG0001822	YGR163W	snap_masked-scf7180000099716-processed-gene-1.118-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.118&CDS=1-1023
1823	OG0001823	YGR165W	augustus_masked-scf7180000099580-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-scf7180000099580-processed-gene-0.137&CDS=1-2847
1824	OG0001824	YGR167W	snap_masked-scf7180000099580-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.92&CDS=1-636
1825	OG0001825	YGR169C	genemark-scf7180000099580-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000099580-processed-gene-0.15&CDS=1-1518
1826	OG0001826	YGR170W	snap_masked-scf7180000099580-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.91&CDS=1-3561
1827	OG0001827	YGR171C	snap_masked-scf7180000099580-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.64&CDS=1-1686
1828	OG0001828	YGR172C	snap_masked-scf7180000099580-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.63&CDS=1-975
1829	OG0001829	YGR173W	snap_masked-scf7180000099580-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.90&CDS=1-1107
1830	OG0001830	YGR174C	snap_masked-scf7180000099699-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.68&CDS=1-438
1831	OG0001831	YGR175C	snap_masked-scf7180000099699-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.67&CDS=1-1473
1832	OG0001832	YGR177C	snap_masked-scf7180000099699-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.66&CDS=1-1569
1833	OG0001833	YGR178C	snap_masked-scf7180000099699-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.65&CDS=1-2406
1834	OG0001834	YGR179C	augustus_masked-scf7180000099699-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scf7180000099699-processed-gene-0.112&CDS=1-1053
1835	OG0001835	YGR180C	snap_masked-scf7180000099699-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.63&CDS=1-1050
1836	OG0001836	YGR181W	snap_masked-scf7180000099699-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.88&CDS=1-351
1837	OG0001837	YGR183C	augustus_masked-scf7180000099699-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scf7180000099699-processed-gene-0.110&CDS=1-204
1838	OG0001838	YGR184C	augustus_masked-scf7180000099699-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000099699-processed-gene-0.109&CDS=1-5934
1839	OG0001839	YGR185C	snap_masked-scf7180000099602-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000099602-processed-gene-0.21&CDS=1-1194
1840	OG0001840	YGR186W	maker-scf7180000099699-snap-gene-0.56-mRNA-1_1&gene=maker-scf7180000099699-snap-gene-0.56&CDS=1-2295
1841	OG0001841	YGR187C	snap_masked-scf7180000099699-processed-gene-0.61-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.61&CDS=1-1158
1842	OG0001842	YGR188C	snap_masked-scf7180000099580-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.95&CDS=1-2568
1843	OG0001843	YGR189C	snap_masked-scf7180000099601-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000099601-processed-gene-0.12&CDS=1-1497
1844	OG0001844	YGR191W	snap_masked-scf7180000099670-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000099670-processed-gene-0.31&CDS=1-1833
1845	OG0001845	YGR194C	augustus_masked-scf7180000099671-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-scf7180000099671-processed-gene-1.79&CDS=1-2988
1846	OG0001846	YGR195W	snap_masked-scf7180000099670-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000099670-processed-gene-0.28&CDS=1-744
1847	OG0001847	YGR196C	maker-scf7180000099671-snap-gene-1.172-mRNA-1_1&gene=maker-scf7180000099671-snap-gene-1.172&CDS=1-2403
1848	OG0001848	YGR198W	snap_masked-scf7180000099671-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.53&CDS=1-2436
1849	OG0001849	YGR199W	genemark-scf7180000099671-processed-gene-1.167-mRNA-1_1&gene=genemark-scf7180000099671-processed-gene-1.167&CDS=1-2454
1850	OG0001850	YGR200C	snap_masked-scf7180000099671-processed-gene-1.19-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.19&CDS=1-2400
1851	OG0001851	YGR202C	augustus_masked-scf7180000099670-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000099670-processed-gene-0.44&CDS=1-1851
1852	OG0001852	YGR205W	maker-scf7180000099671-augustus-gene-1.110-mRNA-1_1&gene=maker-scf7180000099671-augustus-gene-1.110&CDS=1-1056
1853	OG0001853	YGR207C	snap_masked-scf7180000099671-processed-gene-1.17-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.17&CDS=1-783
1854	OG0001854	YGR208W	augustus_masked-scf7180000099671-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scf7180000099671-processed-gene-1.101&CDS=1-912
1855	OG0001855	YGR210C	snap_masked-scf7180000099671-processed-gene-1.15-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.15&CDS=1-1239
1856	OG0001856	YGR211W	snap_masked-scf7180000099671-processed-gene-1.46-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.46&CDS=1-1452
1857	OG0001857	YGR212W	genemark-scf7180000099671-processed-gene-1.160-mRNA-1_1&gene=genemark-scf7180000099671-processed-gene-1.160&CDS=1-1476
1858	OG0001858	YGR213C	genemark-scf7180000099671-processed-gene-1.128-mRNA-1_1&gene=genemark-scf7180000099671-processed-gene-1.128&CDS=1-987
1859	OG0001859	YGR215W	snap_masked-scf7180000099708-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.1&CDS=1-327
1860	OG0001860	YGR216C	genemark-scf7180000099708-processed-gene-0.152-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.152&CDS=1-1836
1861	OG0001861	YGR217W	augustus_masked-scf7180000099708-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000099708-processed-gene-0.66&CDS=1-6126
1862	OG0001862	YGR218W	genemark-scf7180000099708-processed-gene-0.132-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.132&CDS=1-3252
1863	OG0001863	YGR220C	snap_masked-scf7180000099708-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.25&CDS=1-813
1864	OG0001864	YGR222W	snap_masked-scf7180000099708-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.4&CDS=1-813
1865	OG0001865	YGR223C	genemark-scf7180000099708-processed-gene-0.155-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.155&CDS=1-1371
1866	OG0001866	YGR225W	maker-scf7180000099708-snap-gene-0.191-mRNA-1_1&gene=maker-scf7180000099708-snap-gene-0.191&CDS=1-1728
1867	OG0001867	YGR227W	genemark-scf7180000099708-processed-gene-0.135-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.135&CDS=1-1575
1868	OG0001868	YGR229C	snap_masked-scf7180000099708-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.29&CDS=1-1563
1869	OG0001869	YGR230W	snap_masked-scf7180000099671-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.40&CDS=1-501
1870	OG0001870	YGR231C	snap_masked-scf7180000099708-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.30&CDS=1-936
1871	OG0001871	YGR232W	snap_masked-scf7180000099708-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.6&CDS=1-693
1872	OG0001872	YGR233C	genemark-scf7180000099708-processed-gene-0.158-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.158&CDS=1-3654
1873	OG0001873	YGR234W	snap_masked-scf7180000099708-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.8&CDS=1-1194
1874	OG0001874	YGR236C	genemark-scf7180000099708-processed-gene-0.159-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.159&CDS=1-819
1875	OG0001875	YGR237C	snap_masked-scf7180000099708-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.33&CDS=1-2445
1876	OG0001876	YGR240C	snap_masked-scf7180000099708-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.36&CDS=1-3009
1877	OG0001877	YGR244C	snap_masked-scf7180000099708-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.38&CDS=1-1263
1878	OG0001878	YGR245C	snap_masked-scf7180000099708-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.39&CDS=1-2313
1879	OG0001879	YGR246C	snap_masked-scf7180000099671-processed-gene-1.7-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.7&CDS=1-1980
1880	OG0001880	YGR247W	snap_masked-scf7180000099708-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.10&CDS=1-669
1881	OG0001881	YGR249W	snap_masked-scf7180000099708-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.11&CDS=1-1287
1882	OG0001882	YGR250C	snap_masked-scf7180000099708-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.40&CDS=1-2112
1883	OG0001883	YGR253C	snap_masked-scf7180000099708-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.12&CDS=1-777
1884	OG0001884	YGR255C	maker-scf7180000099687-augustus-gene-0.90-mRNA-1_1&gene=maker-scf7180000099687-augustus-gene-0.90&CDS=1-1887
1885	OG0001885	YGR257C	snap_masked-scf7180000099708-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.46&CDS=1-1122
1886	OG0001886	YGR258C	genemark-scf7180000099708-processed-gene-0.173-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.173&CDS=1-3027
1887	OG0001887	YGR260W	snap_masked-scf7180000099708-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.14&CDS=1-1593
1888	OG0001888	YGR261C	snap_masked-scf7180000099708-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.48&CDS=1-2442
1889	OG0001889	YGR262C	snap_masked-scf7180000099708-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.49&CDS=1-813
1890	OG0001890	YGR263C	snap_masked-scf7180000099708-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.50&CDS=1-1122
1891	OG0001891	YGR264C	snap_masked-scf7180000099689-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000099689-processed-gene-0.15&CDS=1-2247
1892	OG0001892	YGR266W	snap_masked-scf7180000099708-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.15&CDS=1-2097
1893	OG0001893	YGR267C	augustus_masked-scf7180000099708-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000099708-processed-gene-0.111&CDS=1-1200
1894	OG0001894	YGR271C-A	snap_masked-scf7180000099708-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.53&CDS=1-723
1895	OG0001895	YGR271W	genemark-scf7180000099708-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.146&CDS=1-10185
1896	OG0001896	YGR274C	genemark-scf7180000099598-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000099598-processed-gene-0.88&CDS=1-3516
1897	OG0001897	YGR275W	snap_masked-scf7180000099708-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.18&CDS=1-837
1898	OG0001898	YGR276C	snap_masked-scf7180000099708-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.56&CDS=1-2088
1899	OG0001899	YGR277C	snap_masked-scf7180000099708-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.57&CDS=1-921
1900	OG0001900	YGR278W	snap_masked-scf7180000099708-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.20&CDS=1-1731
1901	OG0001901	YGR280C	snap_masked-scf7180000099708-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.59&CDS=1-795
1902	OG0001902	YGR281W	snap_masked-scf7180000099708-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.22&CDS=1-4410
1903	OG0001903	YGR284C	genemark-scf7180000099708-processed-gene-0.186-mRNA-1_1&gene=genemark-scf7180000099708-processed-gene-0.186&CDS=1-924
1904	OG0001904	YGR285C	snap_masked-scf7180000099598-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000099598-processed-gene-0.28&CDS=1-1299
1905	OG0001905	YHL002W	snap_masked-scf7180000099613-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000099613-processed-gene-0.33&CDS=1-1440
1906	OG0001906	YHL004W	snap_masked-scf7180000099672-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000099672-processed-gene-0.47&CDS=1-1212
1907	OG0001907	YHL006C	augustus_masked-scf7180000099672-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000099672-processed-gene-0.25&CDS=1-519
1908	OG0001908	YHL008C	snap_masked-scf7180000099649-processed-gene-3.173-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.173&CDS=1-2319
1909	OG0001909	YHL009C	snap_masked-scf7180000099649-processed-gene-3.206-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.206&CDS=1-882
1910	OG0001910	YHL010C	snap_masked-scf7180000099649-processed-gene-3.205-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.205&CDS=1-1815
1911	OG0001911	YHL013C	snap_masked-scf7180000099649-processed-gene-3.203-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.203&CDS=1-894
1912	OG0001912	YHL014C	snap_masked-scf7180000099649-processed-gene-3.202-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.202&CDS=1-1200
1913	OG0001913	YHL015W	snap_masked-scf7180000099649-processed-gene-3.170-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.170&CDS=1-357
1914	OG0001914	YHL016C	snap_masked-scf7180000099649-processed-gene-3.201-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.201&CDS=1-2208
