	OrthologID	Saccharomyces_cerevisiae	Schizosaccharomyces_pomb
833	OG0000833	YDR155C	SPBC28F2.03_pep
834	OG0000834	YDR158W	SPCC1827.06c_pep
835	OG0000835	YDR161W	SPBC16D10.01c_pep
836	OG0000836	YDR162C	SPCC24B10.13_pep
837	OG0000837	YDR164C	SPCC584.05_pep
838	OG0000838	YDR165W	SPCC18.13_pep
839	OG0000839	YDR167W	SPBC21H7.02_pep
840	OG0000840	YDR168W	SPBC9B6.10_pep
841	OG0000841	YDR169C	SPBC1652.01_pep
842	OG0000842	YDR170C	SPAC30.01c_pep
843	OG0000843	YDR172W	SPCC584.04_pep
844	OG0000844	YDR173C	SPAC607.04_pep
845	OG0000845	YDR175C	SPAC2F7.15_pep
846	OG0000846	YDR176W	SPBC28F2.10c_pep
847	OG0000847	YDR177W	SPBC2D10.20_pep
848	OG0000848	YDR180W	SPAC31A2.05c_pep
849	OG0000849	YDR182W	SPAC630.12_pep
850	OG0000850	YDR183W	SPAC2F3.12c_pep
851	OG0000851	YDR188W	SPBC646.11_pep
852	OG0000852	YDR189W	SPCC74.01_pep
853	OG0000853	YDR190C	SPAPB8E5.09_pep
854	OG0000854	YDR191W	SPAC1783.04c_pep
855	OG0000855	YDR196C	SPCC14G10.01_pep
856	OG0000856	YDR198C	SPCC1223.04c_pep
857	OG0000857	YDR204W	SPAC1687.12c_pep
858	OG0000858	YDR205W	SPAC17D4.03c_pep
859	OG0000859	YDR208W	SPAC19G12.14_pep
860	OG0000860	YDR211W	SPAC8C9.15c_pep
861	OG0000861	YDR212W	SPBC12D12.03_pep
862	OG0000862	YDR214W	SPBC1711.08_pep
863	OG0000863	YDR221W	SPCC825.02_pep
864	OG0000864	YDR226W	SPAC4G9.03_pep
865	OG0000865	YDR228C	SPAC4G9.04c_pep
866	OG0000866	YDR232W	SPAC2F3.09_pep
867	OG0000867	YDR234W	SPAC343.16_pep
868	OG0000868	YDR236C	SPCC18.16c_pep
869	OG0000869	YDR237W	SPBC2F12.02c_pep
870	OG0000870	YDR238C	SPBC146.14c_pep
871	OG0000871	YDR242W	SPBPB8B6.03_pep
872	OG0000872	YDR243C	SPCC63.11_pep
873	OG0000873	YDR244W	SPBC725.07_pep
874	OG0000874	YDR245W	SPAC637.06_pep
875	OG0000875	YDR246W	SPBC3B9.12_pep
876	OG0000876	YDR248C	SPAC4G9.12_pep
877	OG0000877	YDR254W	SPBP22H7.09c_pep
878	OG0000878	YDR255C	SPBC29A3.03c_pep
879	OG0000879	YDR256C	SPCC757.07c_pep
880	OG0000880	YDR257C	SPAC688.14_pep
881	OG0000881	YDR258C	SPBC4F6.17c_pep
882	OG0000882	YDR265W	SPBC17A3.10_pep
883	OG0000883	YDR266C	SPCC1223.01_pep
884	OG0000884	YDR268W	SPAC3G9.13c_pep
885	OG0000885	YDR270W	SPBC29A3.01_pep
886	OG0000886	YDR276C	SPBC713.11c_pep
887	OG0000887	YDR280W	SPCC757.08_pep
888	OG0000888	YDR283C	SPBC36B7.09_pep
889	OG0000889	YDR284C	SPBC409.18_pep
890	OG0000890	YDR289C	SPBC337.03_pep
891	OG0000891	YDR291W	SPAC23A1.19c_pep
892	OG0000892	YDR292C	SPBC3B9.03_pep
893	OG0000893	YDR293C	SPCC16C4.09_pep
894	OG0000894	YDR297W	SPBC887.15c_pep
895	OG0000895	YDR298C	SPCC1840.06_pep
896	OG0000896	YDR299W	SPAC664.08c_pep
897	OG0000897	YDR300C	SPAC17H9.13c_pep
898	OG0000898	YDR301W	SPBC1709.08_pep
899	OG0000899	YDR305C	SPCC4G3.02_pep
900	OG0000900	YDR306C	SPAC6F6.02c_pep
901	OG0000901	YDR308C	SPBC1604.10_pep
902	OG0000902	YDR311W	SPAC16E8.11c_pep
903	OG0000903	YDR313C	SPBC36B7.05c_pep
904	OG0000904	YDR316W	SPBC3B9.04_pep
905	OG0000905	YDR320C	SPAC17A5.12_pep
906	OG0000906	YDR320C-A	SPBC3B9.22c_pep
907	OG0000907	YDR322W	SPBC2F12.10_pep
908	OG0000908	YDR323C	SPAC17G6.08_pep
909	OG0000909	YDR324C	SPBC19F5.02c_pep
910	OG0000910	YDR325W	SPCC188.03_pep
911	OG0000911	YDR328C	SPBC409.05_pep
912	OG0000912	YDR330W	SPAC2C4.15c_pep
913	OG0000913	YDR331W	SPCC11E10.02c_pep
914	OG0000914	YDR332W	SPBC11C11.11c_pep
915	OG0000915	YDR333C	SPAC1142.01_pep
916	OG0000916	YDR334W	SPAC11E3.01c_pep
917	OG0000917	YDR335W	SPAC328.01c_pep
918	OG0000918	YDR337W	SPBC11B10.04c_pep
919	OG0000919	YDR339C	SPBC32H8.04c_pep
920	OG0000920	YDR341C	SPBC25B2.09c_pep
921	OG0000921	YDR346C	SPCC584.11c_pep
922	OG0000922	YDR353W	SPBC3F6.03_pep
923	OG0000923	YDR354W	SPBC16G5.08_pep
924	OG0000924	YDR359C	SPCC1795.08c_pep
925	OG0000925	YDR361C	SPCC613.08_pep
926	OG0000926	YDR363W-A	SPAC3G6.02_pep
927	OG0000927	YDR364C	SPBC6B1.10_pep
928	OG0000928	YDR365C	SPBC1734.01c_pep
929	OG0000929	YDR367W	SPAC26H5.13c_pep
930	OG0000930	YDR372C	SPAC5D6.13_pep
931	OG0000931	YDR373W	SPAC18B11.04_pep
932	OG0000932	YDR375C	SPAC644.07_pep
933	OG0000933	YDR376W	SPBC3B8.01c_pep
934	OG0000934	YDR377W	SPBC1604.11_pep
935	OG0000935	YDR379C-A	SPAC664.12c_pep
936	OG0000936	YDR381W	SPBC1D7.04_pep
937	OG0000937	YDR386W	SPCC4G3.05c_pep
938	OG0000938	YDR388W	SPBC21D10.12_pep
939	OG0000939	YDR390C	SPBC16H5.03c_pep
940	OG0000940	YDR392W	SPCC61.02_pep
941	OG0000941	YDR393W	SPAC823.13c_pep
942	OG0000942	YDR394W	SPCC576.10c_pep
943	OG0000943	YDR397C	SPBC30D10.02_pep
944	OG0000944	YDR398W	SPAC20H4.01_pep
945	OG0000945	YDR404C	SPACUNK4.06c_pep
946	OG0000946	YDR405W	SPAC31A2.08_pep
947	OG0000947	YDR407C	SPAC6G10.05c_pep
948	OG0000948	YDR408C	SPCC569.08c_pep
949	OG0000949	YDR410C	SPAC10F6.12c_pep
950	OG0000950	YDR412W	SPAC29A4.09_pep
951	OG0000951	YDR416W	SPBC211.02c_pep
952	OG0000952	YDR419W	SPBC16A3.11_pep
953	OG0000953	YDR424C	SPAC926.07c_pep
954	OG0000954	YDR425W	SPBC14F5.11c_pep
955	OG0000955	YDR427W	SPAC607.05_pep
956	OG0000956	YDR429C	SPBC18H10.03_pep
957	OG0000957	YDR430C	SPBC119.17_pep
958	OG0000958	YDR432W	SPAC16.02c_pep
959	OG0000959	YDR434W	SPAC1F12.09_pep
960	OG0000960	YDR435C	SPBP8B7.08c_pep
961	OG0000961	YDR448W	SPCC24B10.08c_pep
962	OG0000962	YDR449C	SPBC244.02c_pep
963	OG0000963	YDR452W	SPBC713.07c_pep
964	OG0000964	YDR454C	SPBC1198.05_pep
965	OG0000965	YDR456W	SPAC15A10.06_pep
966	OG0000966	YDR457W	SPAC19D5.04_pep
967	OG0000967	YDR459C	SPBC691.01_pep
968	OG0000968	YDR460W	SPBC776.18c_pep
969	OG0000969	YDR462W	SPAC4F8.05c_pep
970	OG0000970	YDR465C	SPAC26A3.17c_pep
971	OG0000971	YDR468C	SPBC36B7.07_pep
972	OG0000972	YDR469W	SPCC18.11c_pep
973	OG0000973	YDR470C	SPAC1B2.02c_pep
974	OG0000974	YDR472W	SPBC1718.05_pep
975	OG0000975	YDR473C	SPAC29E6.02_pep
976	OG0000976	YDR477W	SPCC74.03c_pep
977	OG0000977	YDR479C	SPCC737.05_pep
978	OG0000978	YDR481C	SPBC14F5.13c_pep
979	OG0000979	YDR484W	SPBC336.11_pep
980	OG0000980	YDR486C	SPCC162.06c_pep
981	OG0000981	YDR487C	SPBC23E6.06c_pep
982	OG0000982	YDR489W	SPBP4H10.21c_pep
983	OG0000983	YDR490C	SPCC576.15c_pep
984	OG0000984	YDR493W	SPBC30D10.21_pep
985	OG0000985	YDR496C	SPCP1E11.11_pep
986	OG0000986	YDR502C	SPBC14F5.05c_pep
987	OG0000987	YDR510W	SPBC365.06_pep
988	OG0000988	YDR511W	SPBP23A10.03c_pep
989	OG0000989	YDR517W	SPAC1D4.02c_pep
990	OG0000990	YDR523C	SPAC2C4.14c_pep
991	OG0000991	YDR527W	SPBC947.13_pep
992	OG0000992	YDR529C	SPCC737.02c_pep
993	OG0000993	YDR531W	SPBC4B4.01c_pep
994	OG0000994	YEL002C	SPCC338.15_pep
995	OG0000995	YEL003W	SPAC227.10_pep
996	OG0000996	YEL004W	SPBC1734.09_pep
997	OG0000997	YEL012W	SPBC211.07c_pep
998	OG0000998	YEL013W	SPBC354.14c_pep
999	OG0000999	YEL019C	SPAC16A10.06c_pep
1000	OG0001000	YEL020C	SPBC725.04_pep
1001	OG0001001	YEL020W-A	SPCC24B10.05_pep
1002	OG0001002	YEL021W	SPCC330.05c_pep
1003	OG0001003	YEL024W	SPBC16H5.06_pep
1004	OG0001004	YEL026W	SPAC607.03c_pep
1005	OG0001005	YEL027W	SPAC1B3.14_pep
1006	OG0001006	YEL031W	SPACUNK4.07c_pep
1007	OG0001007	YEL032W	SPCC1682.02c_pep
1008	OG0001008	YEL036C	SPBC1734.04_pep
1009	OG0001009	YEL037C	SPBC2D10.12_pep
1010	OG0001010	YEL038W	SPAC644.08_pep
1011	OG0001011	YEL042W	SPAC824.08_pep
1012	OG0001012	YEL044W	SPAC222.04c_pep
1013	OG0001013	YEL046C	SPAC23H3.09c_pep
1014	OG0001014	YEL050C	SPCC16C4.15_pep
1015	OG0001015	YEL051W	SPCC965.03_pep
1016	OG0001016	YEL052W	SPBC115.02c_pep
1017	OG0001017	YEL055C	SPBC14C8.14c_pep
1018	OG0001018	YEL058W	SPAC13C5.05c_pep
1019	OG0001019	YEL062W	SPAC23H3.03c_pep
1020	OG0001020	YER003C	SPBC2G2.16_pep
1021	OG0001021	YER005W	SPCC11E10.05c_pep
1022	OG0001022	YER006W	SPBC26H8.08c_pep
1023	OG0001023	YER007C-A	SPBC31F10.12_pep
1024	OG0001024	YER007W	SPAC22H10.10_pep
1025	OG0001025	YER009W	SPAC15F9.03c_pep
1026	OG0001026	YER012W	SPAC31A2.04c_pep
1027	OG0001027	YER013W	SPAC10F6.02c_pep
1028	OG0001028	YER014W	SPAC1F5.07c_pep
1029	OG0001029	YER016W	SPAC18G6.15_pep
1030	OG0001030	YER019W	SPBC32F12.01c_pep
1031	OG0001031	YER020W	SPAC23H3.13c_pep
1032	OG0001032	YER021W	SPBC119.01_pep
1033	OG0001033	YER022W	SPBC31F10.04c_pep
1034	OG0001034	YER023W	SPAPYUG7.05_pep
1035	OG0001035	YER025W	SPBC17G9.09_pep
1036	OG0001036	YER026C	SPCC1442.12_pep
1037	OG0001037	YER029C	SPAC26A3.08_pep
1038	OG0001038	YER036C	SPBC16H5.08c_pep
1039	OG0001039	YER042W	SPAC29E6.05c_pep
1040	OG0001040	YER043C	SPBC8D2.18c_pep
1041	OG0001041	YER044C	SPBC337.09_pep
1042	OG0001042	YER046W	SPAC1296.04_pep
1043	OG0001043	YER048W-A	SPBC13G1.06c_pep
1044	OG0001044	YER049W	SPBC6B1.08c_pep
1045	OG0001045	YER050C	SPCC18B5.04_pep
1046	OG0001046	YER051W	SPCC622.16c_pep
1047	OG0001047	YER052C	SPBC19F5.04_pep
1048	OG0001048	YER053C	SPBC1703.13c_pep
1049	OG0001049	YER055C	SPAC25G10.05c_pep
1050	OG0001050	YER061C	SPBC887.13c_pep
1051	OG0001051	YER065C	SPBC1683.11c_pep
1052	OG0001052	YER068W	SPAC16C9.04c_pep
1053	OG0001053	YER069W	SPAC4G9.09c_pep
1054	OG0001054	YER070W	SPAC1F7.05_pep
1055	OG0001055	YER072W	SPBC21B10.04c_pep
1056	OG0001056	YER073W	SPAC9E9.09c_pep
1057	OG0001057	YER074W-A	SPAC19A8.09_pep
1058	OG0001058	YER078C	SPAC12B10.05_pep
1059	OG0001059	YER082C	SPAC959.03c_pep
1060	OG0001060	YER086W	SPBC1677.03c_pep
1061	OG0001061	YER087W	SPBC24C6.03_pep
1062	OG0001062	YER090W	SPCC1442.09_pep
1063	OG0001063	YER091C	SPAC9.09_pep
1064	OG0001064	YER093C	SPBC12C2.02c_pep
1065	OG0001065	YER094C	SPCC63.12c_pep
1066	OG0001066	YER095W	SPAC644.14c_pep
1067	OG0001067	YER100W	SPAC10F6.05c_pep
1068	OG0001068	YER107C	SPBC16A3.05c_pep
1069	OG0001069	YER110C	SPBC14F5.03c_pep
1070	OG0001070	YER112W	SPBC30D10.06_pep
1071	OG0001071	YER122C	SPAC22E12.17c_pep
1072	OG0001072	YER125W	SPAC11G7.02_pep
1073	OG0001073	YER126C	SPCP1E11.08_pep
1074	OG0001074	YER127W	SPAC18B11.06_pep
1075	OG0001075	YER133W	SPBC776.02c_pep
1076	OG0001076	YER134C	SPBP8B7.31_pep
1077	OG0001077	YER136W	SPAC22H10.12c_pep
1078	OG0001078	YER140W	SPBC13G1.05_pep
1079	OG0001079	YER141W	SPAC22E12.10c_pep
1080	OG0001080	YER143W	SPAC56F8.08_pep
1081	OG0001081	YER145C	SPAC1F7.07c_pep
1082	OG0001082	YER146W	SPBC20F10.09_pep
1083	OG0001083	YER148W	SPAC29E6.08_pep
1084	OG0001084	YER151C	SPBP8B7.21_pep
1085	OG0001085	YER156C	SPAC694.04c_pep
1086	OG0001086	YER157W	SPBC1539.05_pep
1087	OG0001087	YER159C	SPAC17G8.03c_pep
1088	OG0001088	YER162C	SPAC12B10.12c_pep
1089	OG0001089	YER163C	SPBC31F10.03_pep
1090	OG0001090	YER164W	SPAC3G6.01_pep
1091	OG0001091	YER165W	SPAC57A7.04c_pep
1092	OG0001092	YER166W	SPAC24B11.12c_pep
1093	OG0001093	YER168C	SPCC645.10_pep
1094	OG0001094	YER171W	SPAC1D4.12_pep
1095	OG0001095	YER172C	SPAC9.03c_pep
1096	OG0001096	YER173W	SPAC14C4.13_pep
1097	OG0001097	YER177W	SPAC8E11.02c_pep
1098	OG0001098	YER178W	SPAC26F1.03_pep
1099	OG0001099	YER179W	SPAC8E11.03c_pep
1100	OG0001100	YER182W	SPAC3A12.08_pep
1101	OG0001101	YFL001W	SPAC25B8.05_pep
1102	OG0001102	YFL002C	SPBC24C6.02_pep
1103	OG0001103	YFL005W	SPAC9E9.07c_pep
1104	OG0001104	YFL008W	SPBC29A10.04_pep
1105	OG0001105	YFL016C	SPCC4G3.14_pep
1106	OG0001106	YFL017C	SPAC16E8.03_pep
1107	OG0001107	YFL017W-A	SPBC4B4.05_pep
1108	OG0001108	YFL018C	SPAC1002.09c_pep
1109	OG0001109	YFL022C	SPAC3G9.06_pep
1110	OG0001110	YFL024C	SPCC830.05c_pep
1111	OG0001111	YFL025C	SPAC824.02_pep
1112	OG0001112	YFL026W	SPAC11H11.04_pep
1113	OG0001113	YFL027C	SPBC651.03c_pep
1114	OG0001114	YFL028C	SPAC20G4.01_pep
1115	OG0001115	YFL034C-B	SPCC970.04c_pep
1116	OG0001116	YFL034W	SPAC6F6.13c_pep
1117	OG0001117	YFL036W	SPAC26H5.12_pep
1118	OG0001118	YFL037W	SPBC26H8.07c_pep
1119	OG0001119	YFL038C	SPBC1703.10_pep
1120	OG0001120	YFL039C	SPBC32H8.12c_pep
1121	OG0001121	YFL044C	SPAC24C9.14_pep
1122	OG0001122	YFL045C	SPAC1556.07_pep
1123	OG0001123	YFL046W	SPAC2C4.09_pep
1124	OG0001124	YFL047W	SPAC13A11.01c_pep
1125	OG0001125	YFL053W	SPAC977.16c_pep
1126	OG0001126	YFL054C	SPAC977.17_pep
1127	OG0001127	YFL055W	SPCC965.11c_pep
1128	OG0001128	YFR002W	SPCC1620.11_pep
1129	OG0001129	YFR004W	SPAC31G5.13_pep
1130	OG0001130	YFR005C	SPBC577.07_pep
1131	OG0001131	YFR007W	SPAC227.14_pep
1132	OG0001132	YFR009W	SPBC29A3.09c_pep
1133	OG0001133	YFR010W	SPAC6G9.08_pep
1134	OG0001134	YFR019W	SPBC3E7.01_pep
1135	OG0001135	YFR021W	SPAC589.07c_pep
1136	OG0001136	YFR025C	SPCC1672.01_pep
1137	OG0001137	YFR028C	SPAC1782.09c_pep
1138	OG0001138	YFR030W	SPCC584.01c_pep
1139	OG0001139	YFR031C	SPBP4H10.06c_pep
1140	OG0001140	YFR032C-A	SPBC776.01_pep
1141	OG0001141	YFR033C	SPBC16C6.08c_pep
1142	OG0001142	YFR037C	SPAC23H3.10_pep
1143	OG0001143	YFR041C	SPAC2E1P5.03_pep
1144	OG0001144	YFR044C	SPBC1198.08_pep
1145	OG0001145	YFR048W	SPAC12G12.15_pep
1146	OG0001146	YFR050C	SPBC577.10_pep
1147	OG0001147	YFR051C	SPCC285.08_pep
1148	OG0001148	YFR052W	SPBC16G5.01_pep
1149	OG0001149	YGL001C	SPBC3F6.02c_pep
1150	OG0001150	YGL006W	SPAPB2B4.04c_pep
1151	OG0001151	YGL008C	SPAC1071.10c_pep
1152	OG0001152	YGL009C	SPAC9E9.03_pep
1153	OG0001153	YGL010W	SPAC16E8.02_pep
1154	OG0001154	YGL011C	SPBC646.16_pep
1155	OG0001155	YGL012W	SPAC20G4.07c_pep
1156	OG0001156	YGL017W	SPAC3C7.07c_pep
1157	OG0001157	YGL018C	SPAC144.08_pep
1158	OG0001158	YGL022W	SPBC1271.02_pep
1159	OG0001159	YGL023C	SPBC9B6.03_pep
1160	OG0001160	YGL026C	SPAC19A8.15_pep
1161	OG0001161	YGL027C	SPAC6G10.09_pep
1162	OG0001162	YGL033W	SPAC222.15_pep
1163	OG0001163	YGL035C	SPBC1D7.02c_pep
1164	OG0001164	YGL037C	SPBC365.20c_pep
1165	OG0001165	YGL040C	SPAC1805.06c_pep
1166	OG0001166	YGL043W	SPAC20H4.03c_pep
1167	OG0001167	YGL047W	SPAC56E4.02c_pep
1168	OG0001168	YGL048C	SPBC23G7.12c_pep
1169	OG0001169	YGL050W	SPAC25B8.15c_pep
1170	OG0001170	YGL055W	SPCC1281.06c_pep
1171	OG0001171	YGL058W	SPAC18B11.07c_pep
1172	OG0001172	YGL062W	SPBC17G9.11c_pep
1173	OG0001173	YGL065C	SPBC11B10.01_pep
1174	OG0001174	YGL066W	SPCC126.04c_pep
1175	OG0001175	YGL067W	SPBC1778.03c_pep
1176	OG0001176	YGL068W	SPCC4B3.09c_pep
1177	OG0001177	YGL070C	SPAPYUG7.04c_pep
1178	OG0001178	YGL073W	SPAC2E12.02_pep
1179	OG0001179	YGL078C	SPBC17D1.06_pep
1180	OG0001180	YGL080W	SPCC1235.11_pep
1181	OG0001181	YGL083W	SPBP23A10.10_pep
1182	OG0001182	YGL085W	SPBC19F8.04c_pep
1183	OG0001183	YGL086W	SPBC3D6.04c_pep
1184	OG0001184	YGL087C	SPCC338.05c_pep
1185	OG0001185	YGL091C	SPAC637.08_pep
1186	OG0001186	YGL092W	SPAC1486.05_pep
1187	OG0001187	YGL093W	SPCC1020.02_pep
1188	OG0001188	YGL094C	SPAC22G7.04_pep
1189	OG0001189	YGL095C	SPAC2G11.03c_pep
1190	OG0001190	YGL097W	SPBC557.03c_pep
1191	OG0001191	YGL099W	SPAC3F10.16c_pep
1192	OG0001192	YGL100W	SPAC15F9.02_pep
1193	OG0001193	YGL105W	SPAC30C2.04_pep
1194	OG0001194	YGL106W	SPAP8A3.08_pep
1195	OG0001195	YGL110C	SPCC1906.02c_pep
1196	OG0001196	YGL111W	SPBC83.15_pep
1197	OG0001197	YGL112C	SPCC16C4.18c_pep
1198	OG0001198	YGL115W	SPAC1556.08c_pep
1199	OG0001199	YGL116W	SPAC821.08c_pep
1200	OG0001200	YGL119W	SPBC2D10.18_pep
1201	OG0001201	YGL120C	SPBC16H5.10c_pep
1202	OG0001202	YGL123W	SPCC576.08c_pep
1203	OG0001203	YGL124C	SPAC1D4.03c_pep
1204	OG0001204	YGL125W	SPAC56F8.10_pep
1205	OG0001205	YGL126W	SPBC543.08_pep
1206	OG0001206	YGL127C	SPCP31B10.03c_pep
1207	OG0001207	YGL129C	SPBC29A3.15c_pep
1208	OG0001208	YGL130W	SPBC2F12.08c_pep
1209	OG0001209	YGL131C	SPAC3H1.12c_pep
1210	OG0001210	YGL136C	SPBC2G2.15c_pep
1211	OG0001211	YGL137W	SPBC16C6.13c_pep
1212	OG0001212	YGL140C	SPAC26F1.08c_pep
1213	OG0001213	YGL141W	SPAC167.07c_pep
1214	OG0001214	YGL142C	SPCC16A11.06c_pep
1215	OG0001215	YGL143C	SPAC2F7.17_pep
1216	OG0001216	YGL148W	SPCC1223.14_pep
1217	OG0001217	YGL150C	SPAC29B12.01_pep
1218	OG0001218	YGL153W	SPBC13G1.03c_pep
1219	OG0001219	YGL155W	SPAC2E1P5.04c_pep
1220	OG0001220	YGL156W	SPAC513.05_pep
1221	OG0001221	YGL163C	SPAC15A10.03c_pep
1222	OG0001222	YGL164C	SPAC31A2.10_pep
1223	OG0001223	YGL166W	SPCC584.02_pep
1224	OG0001224	YGL167C	SPBC31E1.02c_pep
1225	OG0001225	YGL169W	SPCC895.03c_pep
1226	OG0001226	YGL171W	SPAC22F3.08c_pep
1227	OG0001227	YGL172W	SPAC22G7.09c_pep
1228	OG0001228	YGL173C	SPAC17A5.14_pep
1229	OG0001229	YGL174W	SPCC1620.10_pep
1230	OG0001230	YGL179C	SPCC297.03_pep
1231	OG0001231	YGL180W	SPCC63.08c_pep
1232	OG0001232	YGL183C	SPAC13A11.03_pep
1233	OG0001233	YGL184C	SPCC11E10.01_pep
1234	OG0001234	YGL187C	SPAC1296.02_pep
1235	OG0001235	YGL190C	SPAC227.07c_pep
1236	OG0001236	YGL191W	SPCC1739.09c_pep
1237	OG0001237	YGL194C	SPAC3G9.07c_pep
1238	OG0001238	YGL195W	SPAC18G6.05c_pep
1239	OG0001239	YGL196W	SPAC1039.06_pep
1240	OG0001240	YGL200C	SPCC24B10.17_pep
1241	OG0001241	YGL201C	SPBC211.04c_pep
1242	OG0001242	YGL203C	SPBC16G5.09_pep
1243	OG0001243	YGL206C	SPAC26A3.05_pep
1244	OG0001244	YGL207W	SPBP8B7.19_pep
1245	OG0001245	YGL211W	SPBC2G5.03_pep
1246	OG0001246	YGL215W	SPBC1D7.03_pep
1247	OG0001247	YGL220W	SPAC8C9.11_pep
1248	OG0001248	YGL221C	SPCC126.12_pep
1249	OG0001249	YGL224C	SPAC24B11.05_pep
1250	OG0001250	YGL225W	SPAC144.18_pep
1251	OG0001251	YGL227W	SPCC1259.12c_pep
1252	OG0001252	YGL231C	SPCC1281.03c_pep
1253	OG0001253	YGL232W	SPBC25H2.10c_pep
1254	OG0001254	YGL234W	SPBC405.01_pep
1255	OG0001255	YGL236C	SPBC30B4.06c_pep
1256	OG0001256	YGL237C	SPBC725.11c_pep
1257	OG0001257	YGL238W	SPBC30B4.05_pep
1258	OG0001258	YGL240W	SPBC1A4.01_pep
1259	OG0001259	YGL241W	SPAC22H10.03c_pep
1260	OG0001260	YGL242C	SPAC105.02c_pep
1261	OG0001261	YGL243W	SPBC16A3.06_pep
1262	OG0001262	YGL244W	SPBC651.09c_pep
1263	OG0001263	YGL245W	SPAC17A5.15c_pep
1264	OG0001264	YGL246C	SPAC19D5.06c_pep
1265	OG0001265	YGL248W	SPCC285.09c_pep
1266	OG0001266	YGL250W	SPCC1442.04c_pep
1267	OG0001267	YGL255W	SPBC16D10.06_pep
1268	OG0001268	YGL256W	SPAC5H10.06c_pep
1269	OG0001269	YGR002C	SPAC9G1.13c_pep
1270	OG0001270	YGR003W	SPAC24H6.03_pep
1271	OG0001271	YGR005C	SPBC1198.13c_pep
1272	OG0001272	YGR006W	SPCC126.14_pep
1273	OG0001273	YGR007W	SPAC15E1.05c_pep
1274	OG0001274	YGR009C	SPBC26H8.02c_pep
1275	OG0001275	YGR012W	SPAC3A12.17c_pep
1276	OG0001276	YGR019W	SPAC19D5.07_pep
1277	OG0001277	YGR020C	SPBC3B9.18c_pep
1278	OG0001278	YGR021W	SPBC8D2.12c_pep
1279	OG0001279	YGR024C	SPCC63.07_pep
1280	OG0001280	YGR028W	SPCC24B10.10c_pep
1281	OG0001281	YGR029W	SPAC3G6.08_pep
1282	OG0001282	YGR031W	SPAC22H12.03_pep
1283	OG0001283	YGR032W	SPCC1840.02c_pep
1284	OG0001284	YGR036C	SPBC530.12c_pep
1285	OG0001285	YGR037C	SPBC1539.06_pep
1286	OG0001286	YGR040W	SPAC31G5.09c_pep
1287	OG0001287	YGR046W	SPBC1A4.06c_pep
1288	OG0001288	YGR047C	SPCC16C4.14c_pep
1289	OG0001289	YGR048W	SPBC16A3.09c_pep
1290	OG0001290	YGR054W	SPBC4B4.04_pep
1291	OG0001291	YGR060W	SPAC630.08c_pep
1292	OG0001292	YGR061C	SPAC6F12.10c_pep
1293	OG0001293	YGR063C	SPBC21C3.16c_pep
1294	OG0001294	YGR074W	SPAC27D7.07c_pep
1295	OG0001295	YGR076C	SPAC1952.14c_pep
1296	OG0001296	YGR078C	SPAC3H8.07c_pep
1297	OG0001297	YGR080W	SPCC126.06_pep
1298	OG0001298	YGR082W	SPAC6F12.07_pep
1299	OG0001299	YGR083C	SPAC21E11.06_pep
1300	OG0001300	YGR090W	SPBC776.08c_pep
1301	OG0001301	YGR091W	SPBC119.13c_pep
1302	OG0001302	YGR093W	SPAC1F3.09_pep
1303	OG0001303	YGR094W	SPBC1709.02c_pep
1304	OG0001304	YGR095C	SPBC115.01c_pep
1305	OG0001305	YGR096W	SPBC1604.04_pep
1306	OG0001306	YGR098C	SPCC5E4.04_pep
1307	OG0001307	YGR099W	SPAC458.03_pep
1308	OG0001308	YGR100W	SPBC215.01_pep
1309	OG0001309	YGR101W	SPBC13E7.11_pep
1310	OG0001310	YGR103W	SPBC19F5.05c_pep
1311	OG0001311	YGR105W	SPCC1235.16_pep
1312	OG0001312	YGR110W	SPAC6G10.03c_pep
1313	OG0001313	YGR112W	SPBC1215.01_pep
1314	OG0001314	YGR116W	SPAC1F7.01c_pep
1315	OG0001315	YGR119C	SPBC19G7.15_pep
1316	OG0001316	YGR123C	SPBC3F6.01c_pep
1317	OG0001317	YGR124W	SPBC119.10_pep
1318	OG0001318	YGR125W	SPAC24H6.11c_pep
1319	OG0001319	YGR132C	SPAC1782.06c_pep
1320	OG0001320	YGR135W	SPAC13C5.01c_pep
1321	OG0001321	YGR144W	SPBC26H8.01_pep
1322	OG0001322	YGR145W	SPCC330.09_pep
1323	OG0001323	YGR147C	SPBC106.07c_pep
1324	OG0001324	YGR149W	SPBC776.05_pep
1325	OG0001325	YGR150C	SPBC19G7.07c_pep
1326	OG0001326	YGR157W	SPBC26H8.03_pep
1327	OG0001327	YGR159C	SPAC140.02_pep
1328	OG0001328	YGR163W	SPCC777.05_pep
1329	OG0001329	YGR167W	SPBC9B6.08_pep
1330	OG0001330	YGR170W	SPAC31G5.15_pep
1331	OG0001331	YGR171C	SPAC27E2.06c_pep
1332	OG0001332	YGR172C	SPCC61.04c_pep
1333	OG0001333	YGR173W	SPBC354.01_pep
1334	OG0001334	YGR174C	SPBC27B12.14_pep
1335	OG0001335	YGR175C	SPBC713.12_pep
1336	OG0001336	YGR178C	SPBC21B10.03c_pep
1337	OG0001337	YGR181W	SPAC17C9.09c_pep
1338	OG0001338	YGR185C	SPCC1672.05c_pep
1339	OG0001339	YGR186W	SPCC1620.09c_pep
1340	OG0001340	YGR187C	SPAC26F1.12c_pep
1341	OG0001341	YGR188C	SPCC1322.12c_pep
