	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
1196	OG0001196	YDR172W	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.247&CDS=1-2166
1197	OG0001197	YDR173C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.210&CDS=1-1104
1198	OG0001198	YDR174W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.161&CDS=1-930
1199	OG0001199	YDR175C	augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.41&CDS=1-900
1200	OG0001200	YDR176W	augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.40&CDS=1-2226
1201	OG0001201	YDR177W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.52&CDS=1-639
1202	OG0001202	YDR180W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.35&CDS=1-4494
1203	OG0001203	YDR181C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.15&CDS=1-984
1204	OG0001204	YDR182W	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.69&CDS=1-1317
1205	OG0001205	YDR183W	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.68&CDS=1-642
1206	OG0001206	YDR189W	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.183&CDS=1-1956
1207	OG0001207	YDR190C	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.153&CDS=1-1401
1208	OG0001208	YDR191W	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.166&CDS=1-1446
1209	OG0001209	YDR194C	augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.176&CDS=1-1926
1210	OG0001210	YDR196C	augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.181&CDS=1-723
1211	OG0001211	YDR197W	snap_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.44&CDS=1-1167
1212	OG0001212	YDR198C	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.83&CDS=1-1386
1213	OG0001213	YDR201W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.57&CDS=1-456
1214	OG0001214	YDR202C	genemark-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.175-mRNA-1_1&gene=genemark-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.175&CDS=1-1059
1215	OG0001215	YDR204W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.56&CDS=1-831
1216	OG0001216	YDR205W	genemark-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.23&CDS=1-2238
1217	OG0001217	YDR208W	genemark-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-0.47&CDS=1-2136
1218	OG0001218	YDR211W	augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.34&CDS=1-2058
1219	OG0001219	YDR212W	maker-NODE_47_length_96693_cov_40.1335_ID_13188-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_47_length_96693_cov_40.1335_ID_13188-augustus-gene-0.141&CDS=1-1671
1220	OG0001220	YDR213W	maker-NODE_47_length_96693_cov_40.1335_ID_13188-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_47_length_96693_cov_40.1335_ID_13188-snap-gene-0.47&CDS=1-1668
1221	OG0001221	YDR214W	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.125&CDS=1-1038
1222	OG0001222	YDR216W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.88&CDS=1-3402
1223	OG0001223	YDR217C	snap_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.8-mRNA-1_1&gene=snap_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.8&CDS=1-4203
1224	OG0001224	YDR221W	augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.25&CDS=1-1758
1225	OG0001225	YDR226W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.98&CDS=1-747
1226	OG0001226	YDR228C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.97&CDS=1-1890
1227	OG0001227	YDR229W	genemark-NODE_103_length_31402_cov_44.9745_ID_16787-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_103_length_31402_cov_44.9745_ID_16787-processed-gene-0.6&CDS=1-1707
1228	OG0001228	YDR231C	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.188&CDS=1-729
1229	OG0001229	YDR232W	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.177&CDS=1-1635
1230	OG0001230	YDR234W	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.216&CDS=1-2064
1231	OG0001231	YDR235W	augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.63&CDS=1-1650
1232	OG0001232	YDR236C	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.210&CDS=1-558
1233	OG0001233	YDR237W	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.215&CDS=1-903
1234	OG0001234	YDR238C	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.174&CDS=1-2814
1235	OG0001235	YDR243C	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.14&CDS=1-1644
1236	OG0001236	YDR244W	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.45&CDS=1-1824
1237	OG0001237	YDR245W	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.139&CDS=1-1032
1238	OG0001238	YDR246W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-0.10&CDS=1-525
1239	OG0001239	YDR248C	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-0.13&CDS=1-534
1240	OG0001240	YDR253C	maker-NODE_8_length_324243_cov_41.9626_ID_10196-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_8_length_324243_cov_41.9626_ID_10196-snap-gene-0.1&CDS=1-627
1241	OG0001241	YDR254W	augustus_masked-NODE_147_length_4477_cov_77.1423_ID_37682-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_147_length_4477_cov_77.1423_ID_37682-processed-gene-0.1&CDS=1-1395
1242	OG0001242	YDR255C	augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.32&CDS=1-1149
1243	OG0001243	YDR256C	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.235&CDS=1-1554
1244	OG0001244	YDR257C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-0.120&CDS=1-1593
1245	OG0001245	YDR258C	maker-NODE_9_length_307025_cov_42.2536_ID_9480-snap-gene-1.141-mRNA-1_1&gene=maker-NODE_9_length_307025_cov_42.2536_ID_9480-snap-gene-1.141&CDS=1-3864
1246	OG0001246	YDR262W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.172&CDS=1-705
1247	OG0001247	YDR264C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-0.30&CDS=1-2049
1248	OG0001248	YDR265W	maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.92&CDS=1-1053
1249	OG0001249	YDR266C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.98&CDS=1-1953
1250	OG0001250	YDR267C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.113&CDS=1-984
1251	OG0001251	YDR268W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.109&CDS=1-1209
1252	OG0001252	YDR270W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.79&CDS=1-3405
1253	OG0001253	YDR280W	snap_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.157&CDS=1-2520
1254	OG0001254	YDR282C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.97&CDS=1-1002
1255	OG0001255	YDR283C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.190&CDS=1-5007
1256	OG0001256	YDR284C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.191&CDS=1-909
1257	OG0001257	YDR285W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.155&CDS=1-2097
1258	OG0001258	YDR286C	genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.117-mRNA-1_1&gene=genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.117&CDS=1-387
1259	OG0001259	YDR287W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.122&CDS=1-852
1260	OG0001260	YDR288W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.123&CDS=1-903
1261	OG0001261	YDR289C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.62&CDS=1-1056
1262	OG0001262	YDR291W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.171&CDS=1-3297
1263	OG0001263	YDR293C	augustus_masked-NODE_29_length_156251_cov_85.5209_ID_12929-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_29_length_156251_cov_85.5209_ID_12929-processed-gene-0.40&CDS=1-4131
1264	OG0001264	YDR294C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.15&CDS=1-1689
1265	OG0001265	YDR295C	genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.62&CDS=1-1917
1266	OG0001266	YDR296W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.38&CDS=1-1095
1267	OG0001267	YDR297W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.21&CDS=1-975
1268	OG0001268	YDR298C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.20&CDS=1-579
1269	OG0001269	YDR299W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.152&CDS=1-1500
1270	OG0001270	YDR300C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.107&CDS=1-1392
1271	OG0001271	YDR301W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.96&CDS=1-3822
1272	OG0001272	YDR302W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.134&CDS=1-687
1273	OG0001273	YDR305C	augustus_masked-NODE_99_length_35196_cov_46.0927_ID_16395-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_99_length_35196_cov_46.0927_ID_16395-processed-gene-0.30&CDS=1-534
1274	OG0001274	YDR306C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.112&CDS=1-1398
1275	OG0001275	YDR308C	genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.92&CDS=1-423
1276	OG0001276	YDR311W	augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.2&CDS=1-1767
1277	OG0001277	YDR313C	augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.17&CDS=1-918
1278	OG0001278	YDR315C	snap_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.92&CDS=1-894
1279	OG0001279	YDR316W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.7&CDS=1-1404
1280	OG0001280	YDR318W	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.36&CDS=1-1140
1281	OG0001281	YDR320C	augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.15&CDS=1-2529
1282	OG0001282	YDR320C-A	maker-NODE_61_length_71616_cov_39.8751_ID_12901-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_61_length_71616_cov_39.8751_ID_12901-augustus-gene-0.30&CDS=1-216
1283	OG0001283	YDR321W	augustus_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.96&CDS=1-1209
1284	OG0001284	YDR322C-A	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.123&CDS=1-288
1285	OG0001285	YDR322W	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.146&CDS=1-1302
1286	OG0001286	YDR323C	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.113&CDS=1-1986
1287	OG0001287	YDR324C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.11&CDS=1-2364
1288	OG0001288	YDR325W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.10&CDS=1-2895
1289	OG0001289	YDR328C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.98&CDS=1-477
1290	OG0001290	YDR329C	snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.2&CDS=1-1173
1291	OG0001291	YDR330W	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.177&CDS=1-1632
1292	OG0001292	YDR331W	genemark-NODE_42_length_109513_cov_43.1219_ID_16330-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_42_length_109513_cov_43.1219_ID_16330-processed-gene-0.90&CDS=1-1164
1293	OG0001293	YDR332W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.159&CDS=1-2145
1294	OG0001294	YDR333C	augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.121&CDS=1-1947
1295	OG0001295	YDR334W	augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.125&CDS=1-4536
1296	OG0001296	YDR335W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.127&CDS=1-3603
1297	OG0001297	YDR336W	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.9&CDS=1-1206
1298	OG0001298	YDR337W	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.11&CDS=1-942
1299	OG0001299	YDR339C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.19&CDS=1-567
1300	OG0001300	YDR341C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.42&CDS=1-1818
1301	OG0001301	YDR346C	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.50&CDS=1-1215
1302	OG0001302	YDR347W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.96&CDS=1-1002
1303	OG0001303	YDR349C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.117&CDS=1-1758
1304	OG0001304	YDR352W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-0.16&CDS=1-543
1305	OG0001305	YDR353W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.118&CDS=1-957
1306	OG0001306	YDR354W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.101&CDS=1-1107
1307	OG0001307	YDR357C	augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.45&CDS=1-456
1308	OG0001308	YDR359C	augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.46&CDS=1-3768
1309	OG0001309	YDR361C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.112&CDS=1-753
1310	OG0001310	YDR362C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.49&CDS=1-1914
1311	OG0001311	YDR363W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.47&CDS=1-1881
1312	OG0001312	YDR363W-A	maker-NODE_3_length_446620_cov_44.3711_ID_10314-augustus-gene-3.145-mRNA-1_1&gene=maker-NODE_3_length_446620_cov_44.3711_ID_10314-augustus-gene-3.145&CDS=1-213
