	OrthologID	Metschnikowia_hamakuensis	Saccharomyces_cerevisiae
1331	OG0001331	snap_masked-ham-_s264-processed-gene-0.161-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.161&CDS=1-1833	YMR258C
1332	OG0001332	snap_masked-ham-_s264-processed-gene-0.162-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.162&CDS=1-177	YMR256C
1333	OG0001333	snap_masked-ham-_s264-processed-gene-0.163-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.163&CDS=1-1038	YOL054W
1334	OG0001334	snap_masked-ham-_s264-processed-gene-0.137-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.137&CDS=1-1395	YIL063C
1335	OG0001335	snap_masked-ham-_s264-processed-gene-0.164-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.164&CDS=1-738	YIL064W
1336	OG0001336	genemark-ham-_s264-processed-gene-0.26-mRNA-1_1&gene=genemark-ham-_s264-processed-gene-0.26&CDS=1-1305	YBR195C
1337	OG0001337	snap_masked-ham-_s264-processed-gene-0.165-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.165&CDS=1-693	YPL078C
1338	OG0001338	augustus_masked-ham-_s264-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-ham-_s264-processed-gene-0.79&CDS=1-828	YKR060W
1339	OG0001339	genemark-ham-_s264-processed-gene-0.28-mRNA-1_1&gene=genemark-ham-_s264-processed-gene-0.28&CDS=1-1935	YKL174C
1340	OG0001340	snap_masked-ham-_s264-processed-gene-0.141-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.141&CDS=1-456	YJL143W
1341	OG0001341	snap_masked-ham-_s264-processed-gene-0.142-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.142&CDS=1-1989	YJL141C
1342	OG0001342	snap_masked-ham-_s264-processed-gene-0.143-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.143&CDS=1-576	YJL140W
1343	OG0001343	snap_masked-ham-_s264-processed-gene-0.144-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.144&CDS=1-2928	YBL037W
1344	OG0001344	snap_masked-ham-_s264-processed-gene-0.169-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.169&CDS=1-1062	YKL018W
1345	OG0001345	genemark-ham-_s265-processed-gene-0.55-mRNA-1_1&gene=genemark-ham-_s265-processed-gene-0.55&CDS=1-663	YLR078C
1346	OG0001346	genemark-ham-_s265-processed-gene-0.56-mRNA-1_1&gene=genemark-ham-_s265-processed-gene-0.56&CDS=1-600	YFL046W
1347	OG0001347	augustus_masked-ham-_s265-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-ham-_s265-processed-gene-0.84&CDS=1-1905	YLR077W
1348	OG0001348	maker-ham-_s265-augustus-gene-0.1-mRNA-1_1&gene=maker-ham-_s265-augustus-gene-0.1&CDS=1-1485	YLR075W
1349	OG0001349	snap_masked-ham-_s265-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.4&CDS=1-465	YLR074C
1350	OG0001350	snap_masked-ham-_s265-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.5&CDS=1-1473	YDR299W
1351	OG0001351	maker-ham-_s265-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s265-snap-gene-0.0&CDS=1-1377	YNL081C
1352	OG0001352	snap_masked-ham-_s265-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.6&CDS=1-231	YDR378C
1353	OG0001353	snap_masked-ham-_s265-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.7&CDS=1-300	YDR377W
1354	OG0001354	genemark-ham-_s265-processed-gene-0.72-mRNA-1_1&gene=genemark-ham-_s265-processed-gene-0.72&CDS=1-3549	YPL217C
1355	OG0001355	snap_masked-ham-_s265-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.38&CDS=1-252	YMR286W
1356	OG0001356	snap_masked-ham-_s265-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.40&CDS=1-2337	YJL153C
1357	OG0001357	snap_masked-ham-_s267-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.36&CDS=1-1398	YGL012W
1358	OG0001358	snap_masked-ham-_s267-processed-gene-0.48-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.48&CDS=1-741	YGL011C
1359	OG0001359	snap_masked-ham-_s267-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.37&CDS=1-1323	YGL194C
1360	OG0001360	snap_masked-ham-_s267-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.39&CDS=1-1839	YMR036C
1361	OG0001361	snap_masked-ham-_s267-processed-gene-0.51-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.51&CDS=1-2712	YKR009C
1362	OG0001362	snap_masked-ham-_s267-processed-gene-0.52-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.52&CDS=1-2226	YDL164C
1363	OG0001363	snap_masked-ham-_s267-processed-gene-0.41-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.41&CDS=1-1440	YMR033W
1364	OG0001364	snap_masked-ham-_s267-processed-gene-0.44-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.44&CDS=1-453	YBL059W
1365	OG0001365	snap_masked-ham-_s268-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s268-processed-gene-0.9&CDS=1-1713	YGR124W
1366	OG0001366	snap_masked-ham-_s269-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s269-processed-gene-0.12&CDS=1-636	YDL212W
1367	OG0001367	snap_masked-ham-_s27-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s27-processed-gene-0.16&CDS=1-978	YBL033C
1368	OG0001368	snap_masked-ham-_s272-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s272-processed-gene-0.14&CDS=1-1623	YBL020W
1369	OG0001369	snap_masked-ham-_s272-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s272-processed-gene-0.2&CDS=1-750	YBL021C
1370	OG0001370	snap_masked-ham-_s272-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s272-processed-gene-0.3&CDS=1-2091	YBL024W
1371	OG0001371	genemark-ham-_s272-processed-gene-0.26-mRNA-1_1&gene=genemark-ham-_s272-processed-gene-0.26&CDS=1-3288	YBL022C
1372	OG0001372	snap_masked-ham-_s272-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s272-processed-gene-0.6&CDS=1-2595	YBL023C
1373	OG0001373	augustus_masked-ham-_s272-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-ham-_s272-processed-gene-0.57&CDS=1-1788	YJR072C
1374	OG0001374	snap_masked-ham-_s276-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.54&CDS=1-1143	YOL018C
1375	OG0001375	snap_masked-ham-_s276-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.76&CDS=1-6699	YFR019W
1376	OG0001376	snap_masked-ham-_s276-processed-gene-0.55-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.55&CDS=1-1002	YDR372C
1377	OG0001377	snap_masked-ham-_s276-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.77&CDS=1-1017	YDR371W
1378	OG0001378	genemark-ham-_s276-processed-gene-0.28-mRNA-1_1&gene=genemark-ham-_s276-processed-gene-0.28&CDS=1-927	YMR130W
1379	OG0001379	genemark-ham-_s276-processed-gene-0.4-mRNA-1_1&gene=genemark-ham-_s276-processed-gene-0.4&CDS=1-444	YHL018W
1380	OG0001380	snap_masked-ham-_s276-processed-gene-0.83-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.83&CDS=1-3915	YMR128W
1381	OG0001381	snap_masked-ham-_s276-processed-gene-0.84-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.84&CDS=1-693	YDR121W
1382	OG0001382	snap_masked-ham-_s276-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.60&CDS=1-1014	YMR127C
1383	OG0001383	snap_masked-ham-_s276-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.61&CDS=1-3750	YLR032W
1384	OG0001384	maker-ham-_s276-snap-gene-0.47-mRNA-1_1&gene=maker-ham-_s276-snap-gene-0.47&CDS=1-1569	YLR033W
1385	OG0001385	snap_masked-ham-_s276-processed-gene-0.64-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.64&CDS=1-1689	YBR296C
1386	OG0001386	snap_masked-ham-_s276-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.65&CDS=1-867	YIL034C
1387	OG0001387	snap_masked-ham-_s276-processed-gene-0.88-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.88&CDS=1-639	YGR167W
1388	OG0001388	snap_masked-ham-_s276-processed-gene-0.89-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.89&CDS=1-2361	YGR200C
1389	OG0001389	maker-ham-_s276-snap-gene-0.48-mRNA-1_1&gene=maker-ham-_s276-snap-gene-0.48&CDS=1-693	YHR041C
1390	OG0001390	snap_masked-ham-_s276-processed-gene-0.67-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.67&CDS=1-2274	YJL033W
1391	OG0001391	snap_masked-ham-_s276-processed-gene-0.68-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.68&CDS=1-1659	YDL153C
1392	OG0001392	snap_masked-ham-_s276-processed-gene-0.91-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.91&CDS=1-1596	YDL143W
1393	OG0001393	snap_masked-ham-_s276-processed-gene-0.69-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.69&CDS=1-993	YLR215C
1394	OG0001394	snap_masked-ham-_s276-processed-gene-0.70-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.70&CDS=1-978	YBR053C
1395	OG0001395	snap_masked-ham-_s276-processed-gene-0.92-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.92&CDS=1-483	YJR055W
1396	OG0001396	snap_masked-ham-_s276-processed-gene-0.73-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.73&CDS=1-993	YGL215W
1397	OG0001397	snap_masked-ham-_s276-processed-gene-0.94-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.94&CDS=1-522	YER030W
1398	OG0001398	snap_masked-ham-_s276-processed-gene-0.74-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.74&CDS=1-411	YER029C
1399	OG0001399	snap_masked-ham-_s276-processed-gene-0.96-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.96&CDS=1-3090	YGL207W
1400	OG0001400	augustus_masked-ham-_s279-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_s279-processed-gene-0.0&CDS=1-2415	YLR382C
1401	OG0001401	snap_masked-ham-_s279-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.77&CDS=1-564	YBR189W
1402	OG0001402	snap_masked-ham-_s279-processed-gene-0.102-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.102&CDS=1-594	YPR165W
1403	OG0001403	snap_masked-ham-_s279-processed-gene-0.103-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.103&CDS=1-948	YOL093W
1404	OG0001404	snap_masked-ham-_s279-processed-gene-0.80-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.80&CDS=1-1380	YPL083C
1405	OG0001405	snap_masked-ham-_s279-processed-gene-0.81-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.81&CDS=1-1428	YOL072W
1406	OG0001406	snap_masked-ham-_s279-processed-gene-0.110-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.110&CDS=1-2181	YLR047C
1407	OG0001407	snap_masked-ham-_s279-processed-gene-0.111-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.111&CDS=1-516	YMR071C
1408	OG0001408	snap_masked-ham-_s279-processed-gene-0.83-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.83&CDS=1-1233	YGR210C
1409	OG0001409	snap_masked-ham-_s279-processed-gene-0.84-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.84&CDS=1-1065	YJL145W
1410	OG0001410	maker-ham-_s279-augustus-gene-0.115-mRNA-1_1&gene=maker-ham-_s279-augustus-gene-0.115&CDS=1-4389	YKL165C
1411	OG0001411	snap_masked-ham-_s279-processed-gene-0.89-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.89&CDS=1-1833	YKL212W
1412	OG0001412	snap_masked-ham-_s279-processed-gene-0.92-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.92&CDS=1-909	YJR077C
1413	OG0001413	snap_masked-ham-_s279-processed-gene-0.94-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.94&CDS=1-705	YJL148W
1414	OG0001414	snap_masked-ham-_s279-processed-gene-0.96-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.96&CDS=1-846	YER010C
1415	OG0001415	snap_masked-ham-_s279-processed-gene-0.98-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.98&CDS=1-1140	YPL203W
1416	OG0001416	snap_masked-ham-_s279-processed-gene-1.10-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.10&CDS=1-375	YER009W
1417	OG0001417	snap_masked-ham-_s279-processed-gene-1.11-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.11&CDS=1-834	YKR062W
1418	OG0001418	snap_masked-ham-_s279-processed-gene-1.31-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.31&CDS=1-1707	YBR203W
1419	OG0001419	genemark-ham-_s279-processed-gene-1.83-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.83&CDS=1-2052	YML096W
1420	OG0001420	snap_masked-ham-_s279-processed-gene-1.35-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.35&CDS=1-2304	YOR080W
1421	OG0001421	augustus_masked-ham-_s279-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-ham-_s279-processed-gene-1.109&CDS=1-3129	YKR079C
1422	OG0001422	snap_masked-ham-_s279-processed-gene-1.15-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.15&CDS=1-615	YDR298C
1423	OG0001423	genemark-ham-_s279-processed-gene-1.65-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.65&CDS=1-1437	YIL039W
1424	OG0001424	genemark-ham-_s279-processed-gene-1.88-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.88&CDS=1-615	YIL010W
1425	OG0001425	snap_masked-ham-_s279-processed-gene-1.19-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.19&CDS=1-810	YOR278W
1426	OG0001426	snap_masked-ham-_s279-processed-gene-1.40-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.40&CDS=1-399	YOL012C
1427	OG0001427	genemark-ham-_s279-processed-gene-1.92-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.92&CDS=1-1986	YEL062W
1428	OG0001428	snap_masked-ham-_s279-processed-gene-1.23-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.23&CDS=1-1701	YLR259C
1429	OG0001429	snap_masked-ham-_s279-processed-gene-1.24-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.24&CDS=1-3114	YML043C
1430	OG0001430	snap_masked-ham-_s279-processed-gene-1.42-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.42&CDS=1-1566	YOL013C
1431	OG0001431	snap_masked-ham-_s279-processed-gene-1.44-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.44&CDS=1-351	YMR074C
1432	OG0001432	maker-ham-_s279-augustus-gene-1.3-mRNA-1_1&gene=maker-ham-_s279-augustus-gene-1.3&CDS=1-642	YLR262C
1433	OG0001433	genemark-ham-_s279-processed-gene-1.78-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.78&CDS=1-387	YBR269C
1434	OG0001434	snap_masked-ham-_s279-processed-gene-1.30-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.30&CDS=1-1269	YBR271W
1435	OG0001435	genemark-ham-_s279-processed-gene-1.98-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.98&CDS=1-1431	YJL060W
1436	OG0001436	snap_masked-ham-_s279-processed-gene-2.94-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.94&CDS=1-774	YJR113C
1437	OG0001437	snap_masked-ham-_s279-processed-gene-2.96-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.96&CDS=1-1323	YBL045C
1438	OG0001438	snap_masked-ham-_s279-processed-gene-2.98-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.98&CDS=1-1227	YHR005C
1439	OG0001439	snap_masked-ham-_s279-processed-gene-2.97-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.97&CDS=1-1461	YHR045W
1440	OG0001440	snap_masked-ham-_s279-processed-gene-2.100-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.100&CDS=1-291	YDR016C
1441	OG0001441	snap_masked-ham-_s279-processed-gene-2.102-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.102&CDS=1-996	YKL095W
1442	OG0001442	snap_masked-ham-_s279-processed-gene-2.121-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.121&CDS=1-2367	YGR178C
1443	OG0001443	snap_masked-ham-_s279-processed-gene-2.123-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.123&CDS=1-342	YER072W
1444	OG0001444	genemark-ham-_s279-processed-gene-2.75-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-2.75&CDS=1-4134	YOR291W
1445	OG0001445	augustus_masked-ham-_s279-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-ham-_s279-processed-gene-2.10&CDS=1-2205	YKL033W-A
1446	OG0001446	snap_masked-ham-_s279-processed-gene-2.109-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.109&CDS=1-5001	YMR229C
1447	OG0001447	snap_masked-ham-_s279-processed-gene-2.126-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.126&CDS=1-3300	YML104C
1448	OG0001448	snap_masked-ham-_s279-processed-gene-2.127-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.127&CDS=1-672	YMR269W
1449	OG0001449	snap_masked-ham-_s279-processed-gene-2.110-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.110&CDS=1-2643	YMR268C
1450	OG0001450	snap_masked-ham-_s279-processed-gene-2.111-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.111&CDS=1-3258	YPL160W
1451	OG0001451	snap_masked-ham-_s279-processed-gene-2.113-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.113&CDS=1-789	YML105C
1452	OG0001452	snap_masked-ham-_s279-processed-gene-2.131-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.131&CDS=1-1131	YMR272C
1453	OG0001453	genemark-ham-_s279-processed-gene-2.83-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-2.83&CDS=1-807	YMR274C
1454	OG0001454	snap_masked-ham-_s279-processed-gene-2.114-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.114&CDS=1-2034	YDR234W
1455	OG0001455	snap_masked-ham-_s279-processed-gene-2.115-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.115&CDS=1-771	YCR015C
1456	OG0001456	snap_masked-ham-_s279-processed-gene-2.116-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.116&CDS=1-1680	YOR205C
1457	OG0001457	snap_masked-ham-_s279-processed-gene-2.118-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.118&CDS=1-1740	YOR046C
1458	OG0001458	snap_masked-ham-_s279-processed-gene-2.140-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.140&CDS=1-1029	YDR347W
1459	OG0001459	snap_masked-ham-_s279-processed-gene-3.103-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.103&CDS=1-183	YOR045W
1460	OG0001460	snap_masked-ham-_s279-processed-gene-3.84-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.84&CDS=1-1239	YMR235C
1461	OG0001461	snap_masked-ham-_s279-processed-gene-3.85-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.85&CDS=1-4389	YLR425W
1462	OG0001462	snap_masked-ham-_s279-processed-gene-3.87-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.87&CDS=1-522	YKL190W
1463	OG0001463	genemark-ham-_s279-processed-gene-3.27-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-3.27&CDS=1-5721	YLR430W
1464	OG0001464	snap_masked-ham-_s279-processed-gene-3.111-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.111&CDS=1-1044	YML067C
1465	OG0001465	snap_masked-ham-_s279-processed-gene-3.112-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.112&CDS=1-1719	YHR150W
1466	OG0001466	snap_masked-ham-_s279-processed-gene-3.90-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.90&CDS=1-669	YHR189W
1467	OG0001467	snap_masked-ham-_s279-processed-gene-3.94-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.94&CDS=1-1569	YNR012W
1468	OG0001468	snap_masked-ham-_s279-processed-gene-3.95-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.95&CDS=1-1521	YDR111C
1469	OG0001469	snap_masked-ham-_s279-processed-gene-3.117-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.117&CDS=1-1794	YLR088W
1470	OG0001470	snap_masked-ham-_s279-processed-gene-3.120-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.120&CDS=1-1743	YDR117C
1471	OG0001471	snap_masked-ham-_s279-processed-gene-3.121-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.121&CDS=1-3213	YER176W
1472	OG0001472	snap_masked-ham-_s279-processed-gene-4.7-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.7&CDS=1-1527	YBR127C
1473	OG0001473	snap_masked-ham-_s279-processed-gene-4.9-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.9&CDS=1-1119	YPR084W
1474	OG0001474	snap_masked-ham-_s279-processed-gene-4.4-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.4&CDS=1-1515	YPR083W
1475	OG0001475	snap_masked-ham-_s279-processed-gene-4.11-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.11&CDS=1-1416	YBR126C
1476	OG0001476	snap_masked-ham-_s279-processed-gene-4.34-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.34&CDS=1-1101	YHR156C
1477	OG0001477	snap_masked-ham-_s279-processed-gene-4.13-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.13&CDS=1-429	YNL260C
1478	OG0001478	snap_masked-ham-_s279-processed-gene-4.37-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.37&CDS=1-1443	YOR155C
1479	OG0001479	genemark-ham-_s279-processed-gene-4.176-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-4.176&CDS=1-999	YLR017W
1480	OG0001480	snap_masked-ham-_s279-processed-gene-4.41-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.41&CDS=1-1656	YOR245C
1481	OG0001481	snap_masked-ham-_s279-processed-gene-4.15-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.15&CDS=1-2343	YLL004W
1482	OG0001482	snap_masked-ham-_s279-processed-gene-4.43-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.43&CDS=1-285	YJR022W
1483	OG0001483	snap_masked-ham-_s279-processed-gene-4.45-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.45&CDS=1-1527	YOR310C
1484	OG0001484	snap_masked-ham-_s279-processed-gene-4.18-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.18&CDS=1-4302	YHR164C
1485	OG0001485	snap_masked-ham-_s279-processed-gene-4.46-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.46&CDS=1-2343	YLR207W
1486	OG0001486	snap_masked-ham-_s279-processed-gene-4.49-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.49&CDS=1-969	YPR176C
1487	OG0001487	snap_masked-ham-_s279-processed-gene-4.52-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.52&CDS=1-1977	YPR175W
1488	OG0001488	snap_masked-ham-_s279-processed-gene-4.21-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.21&CDS=1-498	YIR022W
1489	OG0001489	genemark-ham-_s279-processed-gene-4.158-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-4.158&CDS=1-732	YKL055C
1490	OG0001490	genemark-ham-_s279-processed-gene-4.159-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-4.159&CDS=1-1491	YDR221W
1491	OG0001491	snap_masked-ham-_s279-processed-gene-4.59-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.59&CDS=1-1401	YMR014W
1492	OG0001492	snap_masked-ham-_s279-processed-gene-4.23-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.23&CDS=1-1392	YOL125W
1493	OG0001493	snap_masked-ham-_s279-processed-gene-4.60-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.60&CDS=1-504	YKL056C
1494	OG0001494	snap_masked-ham-_s279-processed-gene-4.61-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.61&CDS=1-2535	YHR028C
1495	OG0001495	snap_masked-ham-_s279-processed-gene-4.62-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.62&CDS=1-3492	YIL147C
1496	OG0001496	augustus_masked-ham-_s279-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-ham-_s279-processed-gene-4.98&CDS=1-1557	YDR349C
1497	OG0001497	snap_masked-ham-_s279-processed-gene-4.63-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.63&CDS=1-1098	YML038C
1498	OG0001498	snap_masked-ham-_s279-processed-gene-4.25-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.25&CDS=1-2232	YDR164C
1499	OG0001499	augustus_masked-ham-_s279-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-ham-_s279-processed-gene-4.131&CDS=1-3441	YDR165W
1500	OG0001500	augustus_masked-ham-_s279-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-ham-_s279-processed-gene-4.133&CDS=1-1872	YLR141W
1501	OG0001501	snap_masked-ham-_s279-processed-gene-4.69-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.69&CDS=1-513	YDR162C
1502	OG0001502	genemark-ham-_s279-processed-gene-4.167-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-4.167&CDS=1-699	YDR152W
