	OrthologID	Neurospora_crassa	Saccharomyces_cerevisiae
918	OG0000918	XP_956120.3	YEL053C
919	OG0000919	XP_956122.2	YPR191W
920	OG0000920	XP_956124.1	YDL198C
921	OG0000921	XP_956135.1	YGL174W
922	OG0000922	XP_956136.2	YGR186W
923	OG0000923	XP_956143.2	YKL210W
924	OG0000924	XP_956146.2	YGR014W
925	OG0000925	XP_956151.3	YBR079C
926	OG0000926	XP_956152.2	YJR086W
927	OG0000927	XP_956154.2	YER133W
928	OG0000928	XP_956156.1	YPR031W
929	OG0000929	XP_956161.2	YGR193C
930	OG0000930	XP_956165.3	YJL197W
931	OG0000931	XP_956166.2	YLR389C
932	OG0000932	XP_956172.1	YIL064W
933	OG0000933	XP_956174.2	YNL178W
934	OG0000934	XP_956178.1	YFR051C
935	OG0000935	XP_956186.1	YML069W
936	OG0000936	XP_956189.2	YGL236C
937	OG0000937	XP_956201.2	YNL083W
938	OG0000938	XP_956205.1	YNL003C
939	OG0000939	XP_956206.3	YOL087C
940	OG0000940	XP_956217.1	YPR056W
941	OG0000941	XP_956242.3	YDL077C
942	OG0000942	XP_956243.3	YNR013C
943	OG0000943	XP_956248.1	YBL078C
944	OG0000944	XP_956249.2	YDR044W
945	OG0000945	XP_956250.1	YOR261C
946	OG0000946	XP_956253.3	YDR226W
947	OG0000947	XP_956256.1	YNR041C
948	OG0000948	XP_956265.1	YOR048C
949	OG0000949	XP_956266.1	YDL058W
950	OG0000950	XP_956267.2	YFL010C
951	OG0000951	XP_956270.2	YAL023C
952	OG0000952	XP_956272.3	YKL167C
953	OG0000953	XP_956274.3	YLR303W
954	OG0000954	XP_956276.2	YER015W
955	OG0000955	XP_956279.2	YPL132W
956	OG0000956	XP_956297.1	YDL015C
957	OG0000957	XP_956298.1	YJL050W
958	OG0000958	XP_956300.2	YHR040W
959	OG0000959	XP_956301.2	YPR129W
960	OG0000960	XP_956302.1	YDR333C
961	OG0000961	XP_956303.1	YNL259C
962	OG0000962	XP_956315.1	YOR020C
963	OG0000963	XP_956316.1	YNL183C
964	OG0000964	XP_956317.1	YNL185C
965	OG0000965	XP_956318.1	YDR346C
966	OG0000966	XP_956320.3	YCR036W
967	OG0000967	XP_956325.1	YKR026C
968	OG0000968	XP_956329.1	YPL217C
969	OG0000969	XP_956337.3	YMR301C
970	OG0000970	XP_956349.1	YDR074W
971	OG0000971	XP_956355.1	YDR006C
972	OG0000972	XP_956368.1	YLR277C
973	OG0000973	XP_956370.1	YPR065W
974	OG0000974	XP_956374.1	YNL233W
975	OG0000975	XP_956375.3	YML080W
976	OG0000976	XP_956376.3	YGR278W
977	OG0000977	XP_956385.1	YLR008C
978	OG0000978	XP_956387.3	YMR106C
979	OG0000979	XP_956388.2	YPR098C
980	OG0000980	XP_956391.3	YLR234W
981	OG0000981	XP_956393.3	YDR169C
982	OG0000982	XP_956396.2	YJL068C
983	OG0000983	XP_956400.1	YGL234W
984	OG0000984	XP_956401.1	YKL110C
985	OG0000985	XP_956411.2	YGL180W
986	OG0000986	XP_956416.1	YGL142C
987	OG0000987	XP_956441.1	YNL051W
988	OG0000988	XP_956442.2	YNL032W
989	OG0000989	XP_956444.1	YMR161W
990	OG0000990	XP_956450.1	YIL068C
991	OG0000991	XP_956452.1	YIL093C
992	OG0000992	XP_956456.2	YJL060W
993	OG0000993	XP_956461.3	YPL133C
994	OG0000994	XP_956465.2	YOL054W
995	OG0000995	XP_956468.3	YPR024W
996	OG0000996	XP_956469.1	YKL041W
997	OG0000997	XP_956470.2	YKL117W
998	OG0000998	XP_956471.1	YDR381W
999	OG0000999	XP_956473.1	YOR091W
1000	OG0001000	XP_956475.1	YNR047W
1001	OG0001001	XP_956477.1	YBR233W-A
1002	OG0001002	XP_956478.1	YBR251W
1003	OG0001003	XP_956481.2	YGL017W
1004	OG0001004	XP_956482.1	YOR163W
1005	OG0001005	XP_956484.1	YDL111C
1006	OG0001006	XP_956487.1	YLL034C
1007	OG0001007	XP_956494.1	YIR029W
1008	OG0001008	XP_956495.1	YPR089W
1009	OG0001009	XP_956500.3	YLR259C
1010	OG0001010	XP_956506.2	YLL011W
1011	OG0001011	XP_956507.1	YDL097C
1012	OG0001012	XP_956512.2	YJL124C
1013	OG0001013	XP_956516.3	YIL106W
1014	OG0001014	XP_956517.1	YDR298C
1015	OG0001015	XP_956522.2	YAR035W
1016	OG0001016	XP_956523.3	YGL120C
1017	OG0001017	XP_956525.1	YPR182W
1018	OG0001018	XP_956536.3	YER171W
1019	OG0001019	XP_956548.2	YBR245C
1020	OG0001020	XP_956549.1	YMR146C
1021	OG0001021	XP_956553.1	YGR202C
1022	OG0001022	XP_956556.1	YER072W
1023	OG0001023	XP_956558.2	YOR023C
1024	OG0001024	XP_956564.1	YGR286C
1025	OG0001025	XP_956565.3	YJR064W
1026	OG0001026	XP_956567.1	YJL034W
1027	OG0001027	XP_956570.1	YMR114C
1028	OG0001028	XP_956571.3	YOR116C
1029	OG0001029	XP_956574.1	YPR011C
1030	OG0001030	XP_956577.2	YDR129C
1031	OG0001031	XP_956580.1	YOR085W
1032	OG0001032	XP_956583.1	YEL020W-A
1033	OG0001033	XP_956587.2	YLR429W
1034	OG0001034	XP_956590.1	YGR098C
1035	OG0001035	XP_956595.2	YPL178W
1036	OG0001036	XP_956598.1	YBL084C
1037	OG0001037	XP_956601.1	YIL043C
1038	OG0001038	XP_956605.1	YPR168W
1039	OG0001039	XP_956615.2	YLR005W
1040	OG0001040	XP_956627.2	YJL014W
1041	OG0001041	XP_956652.1	YGL006W
1042	OG0001042	XP_956659.1	YBR201W
1043	OG0001043	XP_956660.1	YMR009W
1044	OG0001044	XP_956664.1	YIL019W
1045	OG0001045	XP_956668.3	YIL130W
1046	OG0001046	XP_956671.2	YGR006W
1047	OG0001047	XP_956676.2	YOR067C
1048	OG0001048	XP_956680.3	YKL047W
1049	OG0001049	XP_956681.1	YDL052C
1050	OG0001050	XP_956682.1	YOR254C
1051	OG0001051	XP_956685.1	YBR289W
1052	OG0001052	XP_956687.2	YMR075W
1053	OG0001053	XP_956688.3	YMR076C
1054	OG0001054	XP_956691.1	YEL015W
1055	OG0001055	XP_956692.2	YML061C
1056	OG0001056	XP_956694.3	YLR138W
1057	OG0001057	XP_956695.1	YNL131W
1058	OG0001058	XP_956698.1	YDL006W
1059	OG0001059	XP_956699.1	YKL002W
1060	OG0001060	XP_956700.1	YBR179C
1061	OG0001061	XP_956704.2	YOR212W
1062	OG0001062	XP_956708.3	YPL129W
1063	OG0001063	XP_956709.3	YDR421W
1064	OG0001064	XP_956711.1	YCR053W
1065	OG0001065	XP_956712.1	YBR276C
1066	OG0001066	XP_956722.1	YDL047W
1067	OG0001067	XP_956726.1	YBL037W
1068	OG0001068	XP_956727.2	YFR021W
1069	OG0001069	XP_956741.1	YHR132C
1070	OG0001070	XP_956745.1	YGR083C
1071	OG0001071	XP_956747.2	YEL013W
1072	OG0001072	XP_956750.2	YDR322W
1073	OG0001073	XP_956756.1	YER017C
1074	OG0001074	XP_956757.3	YNL275W
1075	OG0001075	XP_956758.3	YEL064C
1076	OG0001076	XP_956761.2	YPR165W
1077	OG0001077	XP_956762.2	YPL173W
1078	OG0001078	XP_956766.1	YDR062W
1079	OG0001079	XP_956772.2	YDR456W
1080	OG0001080	XP_956774.1	YCL032W
1081	OG0001081	XP_956780.2	YDL215C
1082	OG0001082	XP_956782.2	YLR231C
1083	OG0001083	XP_956783.3	YBL092W
1084	OG0001084	XP_956785.3	YOL033W
1085	OG0001085	XP_956788.1	YAL020C
1086	OG0001086	XP_956791.1	YDR168W
1087	OG0001087	XP_956795.1	YLR022C
1088	OG0001088	XP_956796.1	YMR297W
1089	OG0001089	XP_956816.3	YDR254W
1090	OG0001090	XP_956817.3	YBL055C
1091	OG0001091	XP_956818.1	YER070W
1092	OG0001092	XP_956825.1	YDR017C
1093	OG0001093	XP_956827.1	YFL002C
1094	OG0001094	XP_956828.2	YOR311C
1095	OG0001095	XP_956834.1	YBR080C
1096	OG0001096	XP_956841.1	YDR337W
1097	OG0001097	XP_956842.1	YLR447C
1098	OG0001098	XP_956843.1	YOR310C
1099	OG0001099	XP_956848.2	YNL153C
1100	OG0001100	XP_956852.1	YDR016C
1101	OG0001101	XP_956856.1	YKL149C
1102	OG0001102	XP_956862.1	YER073W
1103	OG0001103	XP_956863.2	YPL128C
1104	OG0001104	XP_956872.1	YCL009C
1105	OG0001105	XP_956873.3	YJL088W
1106	OG0001106	XP_956880.2	YBL050W
1107	OG0001107	XP_956881.1	YPL012W
1108	OG0001108	XP_956886.1	YGL008C
1109	OG0001109	XP_956898.1	YNR001C
1110	OG0001110	XP_956901.3	YNL251C
1111	OG0001111	XP_956902.3	YDR228C
1112	OG0001112	XP_956908.1	YFR002W
1113	OG0001113	XP_956911.1	YML014W
1114	OG0001114	XP_956915.1	YHR065C
1115	OG0001115	XP_956918.1	YJR072C
1116	OG0001116	XP_956919.1	YHR143W-A
1117	OG0001117	XP_956923.3	YJR140C
1118	OG0001118	XP_956930.1	YIR022W
1119	OG0001119	XP_956934.1	YGR246C
1120	OG0001120	XP_956946.3	YLR045C
1121	OG0001121	XP_956947.1	YJL106W
1122	OG0001122	XP_956950.3	YBL057C
1123	OG0001123	XP_956951.1	YER082C
1124	OG0001124	XP_956952.1	YDL060W
1125	OG0001125	XP_956955.1	YNL213C
1126	OG0001126	XP_956961.1	YPR047W
1127	OG0001127	XP_956963.2	YLR348C
1128	OG0001128	XP_956964.1	YIL021W
1129	OG0001129	XP_956965.1	YOR232W
1130	OG0001130	XP_956966.2	YIL099W
1131	OG0001131	XP_956973.3	YOL077C
1132	OG0001132	XP_956974.3	YNL021W
1133	OG0001133	XP_956994.1	YNL294C
1134	OG0001134	XP_957008.3	YMR012W
1135	OG0001135	XP_957014.1	YMR059W
1136	OG0001136	XP_957016.2	YKL175W
1137	OG0001137	XP_957017.1	YJL208C
1138	OG0001138	XP_957028.3	YDR448W
1139	OG0001139	XP_957029.1	YBR018C
1140	OG0001140	XP_957030.2	YER044C
1141	OG0001141	XP_957031.1	YBR159W
1142	OG0001142	XP_957048.1	YDR415C
1143	OG0001143	XP_957050.1	YEL052W
1144	OG0001144	XP_957054.1	YDR365C
1145	OG0001145	XP_957069.2	YLR286C
1146	OG0001146	XP_957081.1	YFL022C
1147	OG0001147	XP_957106.3	YOR151C
1148	OG0001148	XP_957115.2	YER090W
1149	OG0001149	XP_957121.1	YDL164C
1150	OG0001150	XP_957122.1	YER178W
1151	OG0001151	XP_957124.1	YGR270W
1152	OG0001152	XP_957125.1	YNL248C
1153	OG0001153	XP_957128.2	YIL126W
1154	OG0001154	XP_957131.1	YBR231C
1155	OG0001155	XP_957133.1	YHR005C
1156	OG0001156	XP_957135.1	YCL057C-A
1157	OG0001157	XP_957137.1	YLR215C
1158	OG0001158	XP_957138.1	YDR482C
1159	OG0001159	XP_957148.1	YLL031C
1160	OG0001160	XP_957152.1	YER091C
1161	OG0001161	XP_957161.3	YOL001W
1162	OG0001162	XP_957164.2	YIL004C
1163	OG0001163	XP_957170.1	YPL110C
1164	OG0001164	XP_957174.1	YKL188C
1165	OG0001165	XP_957176.3	YLR299W
1166	OG0001166	XP_957179.2	YJR065C
1167	OG0001167	XP_957181.3	YPL222W
1168	OG0001168	XP_957182.1	YDL124W
1169	OG0001169	XP_957184.2	YGR215W
1170	OG0001170	XP_957190.3	YOR090C
1171	OG0001171	XP_957191.3	YMR196W
1172	OG0001172	XP_957194.2	YDR004W
1173	OG0001173	XP_957195.1	YOR207C
1174	OG0001174	XP_957199.1	YMR121C
1175	OG0001175	XP_957202.1	YKL040C
1176	OG0001176	XP_957203.1	YJR055W
1177	OG0001177	XP_957206.1	YNL038W
1178	OG0001178	XP_957212.1	YDL236W
1179	OG0001179	XP_957214.2	YHL027W
1180	OG0001180	XP_957216.1	YGR271C-A
1181	OG0001181	XP_957219.1	YOL145C
1182	OG0001182	XP_957225.1	YCL052C
1183	OG0001183	XP_957228.1	YLL026W
1184	OG0001184	XP_957229.2	YPL211W
1185	OG0001185	XP_957231.3	YNR020C
1186	OG0001186	XP_957232.2	YPL209C
1187	OG0001187	XP_957236.2	YLL029W
1188	OG0001188	XP_957238.2	YDR041W
1189	OG0001189	XP_957239.1	YLR051C
1190	OG0001190	XP_957241.2	YGL233W
1191	OG0001191	XP_957243.2	YOR154W
1192	OG0001192	XP_957246.2	YHR113W
1193	OG0001193	XP_957252.3	YPR041W
1194	OG0001194	XP_957255.1	YDR196C
1195	OG0001195	XP_957258.2	YMR259C
1196	OG0001196	XP_957271.2	YDL004W
1197	OG0001197	XP_957273.3	YIL049W
1198	OG0001198	XP_957275.3	YAL036C
1199	OG0001199	XP_957281.3	YLR203C
1200	OG0001200	XP_957283.2	YOR126C
1201	OG0001201	XP_957290.3	YHR088W
1202	OG0001202	XP_957291.2	YBR121C
1203	OG0001203	XP_957292.1	YNL298W
1204	OG0001204	XP_957296.1	YBR143C
1205	OG0001205	XP_957300.2	YJR105W
1206	OG0001206	XP_957303.1	YCR063W
1207	OG0001207	XP_957305.1	YNL113W
1208	OG0001208	XP_957309.1	YHR169W
1209	OG0001209	XP_957315.1	YJR122W
1210	OG0001210	XP_957319.1	YOR243C
1211	OG0001211	XP_957323.2	YOR369C
1212	OG0001212	XP_957327.3	YCR068W
1213	OG0001213	XP_957329.1	YIL143C
1214	OG0001214	XP_957332.1	YDL178W
1215	OG0001215	XP_957337.1	YBR279W
1216	OG0001216	XP_957338.1	YCL001W
1217	OG0001217	XP_957340.1	YKR050W
1218	OG0001218	XP_957348.1	YHR019C
1219	OG0001219	XP_957350.1	YPL184C
1220	OG0001220	XP_957354.2	YAL034W-A
1221	OG0001221	XP_957355.1	YKL056C
1222	OG0001222	XP_957356.3	YDR297W
1223	OG0001223	XP_957359.3	YLR106C
1224	OG0001224	XP_957360.1	YGL068W
1225	OG0001225	XP_957362.2	YER023W
1226	OG0001226	XP_957363.1	YPL001W
1227	OG0001227	XP_957378.2	YFR044C
1228	OG0001228	XP_957381.1	YBR248C
1229	OG0001229	XP_957390.1	YER003C
1230	OG0001230	XP_957391.1	YOR340C
1231	OG0001231	XP_957395.1	YIR030C
1232	OG0001232	XP_957396.1	YDL029W
1233	OG0001233	XP_957399.1	YCL010C
1234	OG0001234	XP_957406.3	YJR129C
1235	OG0001235	XP_957413.1	YBL033C
1236	OG0001236	XP_957455.1	YLR103C
1237	OG0001237	XP_957456.1	YDR373W
1238	OG0001238	XP_957457.1	YOR317W
1239	OG0001239	XP_957458.2	YLR137W
1240	OG0001240	XP_957462.1	YGL009C
1241	OG0001241	XP_957464.1	YGR020C
1242	OG0001242	XP_957465.1	YDL046W
1243	OG0001243	XP_957477.1	YFL053W
1244	OG0001244	XP_957481.1	YDR238C
1245	OG0001245	XP_957483.3	YBR105C
1246	OG0001246	XP_957484.1	YOL124C
1247	OG0001247	XP_957486.1	YCR051W
1248	OG0001248	XP_957487.1	YJL087C
1249	OG0001249	XP_957488.1	YDR354W
1250	OG0001250	XP_957491.2	YOR117W
1251	OG0001251	XP_957503.3	YFL029C
1252	OG0001252	XP_957504.2	YCR030C
1253	OG0001253	XP_957505.3	YGL086W
1254	OG0001254	XP_957506.1	YGR046W
1255	OG0001255	XP_957507.1	YBR286W
1256	OG0001256	XP_957512.1	YFL055W
1257	OG0001257	XP_957516.1	YJL033W
1258	OG0001258	XP_957519.1	YBR019C
1259	OG0001259	XP_957520.2	YBR046C
1260	OG0001260	XP_957527.1	YHR016C
1261	OG0001261	XP_957528.1	YKL006C-A
1262	OG0001262	XP_957529.1	YIL044C
1263	OG0001263	XP_957530.2	YCL033C
1264	OG0001264	XP_957531.3	YML127W
1265	OG0001265	XP_957537.2	YJR102C
1266	OG0001266	XP_957538.3	YIL144W
1267	OG0001267	XP_957540.1	YGL153W
1268	OG0001268	XP_957544.2	YDR423C
1269	OG0001269	XP_957546.1	YLR435W
1270	OG0001270	XP_957547.1	YER004W
1271	OG0001271	XP_957548.2	YKR062W
1272	OG0001272	XP_957549.3	YNL111C
1273	OG0001273	XP_957550.2	YKL007W
1274	OG0001274	XP_957561.1	YML126C
1275	OG0001275	XP_957564.1	YOR084W
1276	OG0001276	XP_957565.3	YDR175C
1277	OG0001277	XP_957574.1	YJR139C
1278	OG0001278	XP_957575.1	YDL201W
1279	OG0001279	XP_957576.3	YML104C
1280	OG0001280	XP_957583.1	YMR092C
1281	OG0001281	XP_957586.3	YER125W
1282	OG0001282	XP_957589.2	YDR089W
1283	OG0001283	XP_957591.3	YJR002W
1284	OG0001284	XP_957594.3	YKR031C
1285	OG0001285	XP_957595.1	YGL244W
1286	OG0001286	XP_957596.1	YOR125C
1287	OG0001287	XP_957600.1	YGR145W
1288	OG0001288	XP_957602.1	YLR017W
1289	OG0001289	XP_957603.1	YCR054C
1290	OG0001290	XP_957605.1	YAL048C
1291	OG0001291	XP_957607.1	YEL019C
1292	OG0001292	XP_957609.1	YDR236C
1293	OG0001293	XP_957610.1	YBR236C
1294	OG0001294	XP_957611.1	YPR108W
1295	OG0001295	XP_957612.2	YDR111C
1296	OG0001296	XP_957617.2	YGR002C
1297	OG0001297	XP_957622.2	YKR082W
1298	OG0001298	XP_957624.3	YHR069C
1299	OG0001299	XP_957630.3	YNR006W
1300	OG0001300	XP_957635.1	YDR037W
1301	OG0001301	XP_957650.2	YBL008W
1302	OG0001302	XP_957655.1	YBR061C
1303	OG0001303	XP_957656.1	YBR142W
1304	OG0001304	XP_957662.2	YKR092C
1305	OG0001305	XP_957665.1	YEL009C
1306	OG0001306	XP_957666.1	YFR009W
1307	OG0001307	XP_957669.2	YFL037W
1308	OG0001308	XP_957678.2	YLR208W
1309	OG0001309	XP_957680.2	YJL093C
1310	OG0001310	XP_957683.3	YHR147C
1311	OG0001311	XP_957684.2	YOL064C
1312	OG0001312	XP_957688.3	YER068W
1313	OG0001313	XP_957692.1	YFR030W
1314	OG0001314	XP_957693.2	YGL256W
1315	OG0001315	XP_957696.1	YLR150W
1316	OG0001316	XP_957698.1	YOR271C
1317	OG0001317	XP_957701.3	YLL019C
1318	OG0001318	XP_957703.2	YKR079C
1319	OG0001319	XP_957708.3	YGL248W
1320	OG0001320	XP_957713.1	YGL212W
1321	OG0001321	XP_957714.3	YER016W
1322	OG0001322	XP_957731.1	YMR318C
1323	OG0001323	XP_957732.2	YBL039C
1324	OG0001324	XP_957735.1	YAL046C
1325	OG0001325	XP_957740.1	YJL168C
1326	OG0001326	XP_957744.2	YJL039C
1327	OG0001327	XP_957745.3	YBL088C
1328	OG0001328	XP_957747.2	YOR330C
1329	OG0001329	XP_957748.1	YOR367W
1330	OG0001330	XP_957764.2	YGL067W
1331	OG0001331	XP_957772.1	YDL153C
1332	OG0001332	XP_957773.3	YBR265W
1333	OG0001333	XP_957774.1	YPL199C
1334	OG0001334	XP_957779.1	YNL022C
1335	OG0001335	XP_957781.1	YGR047C
1336	OG0001336	XP_957786.1	YFR032C-A
1337	OG0001337	XP_957787.1	YPR128C
1338	OG0001338	XP_957795.2	YOL078W
1339	OG0001339	XP_957805.1	YDR280W
1340	OG0001340	XP_957807.1	YJL109C
1341	OG0001341	XP_957808.1	YLR002C
1342	OG0001342	XP_957811.1	YHR084W
1343	OG0001343	XP_957816.1	YKL033W
1344	OG0001344	XP_957819.2	YPR094W
1345	OG0001345	XP_957823.1	YAL026C
1346	OG0001346	XP_957827.2	YAL022C
1347	OG0001347	XP_957828.3	YGL219C
1348	OG0001348	XP_957830.1	YNL107W
1349	OG0001349	XP_957831.1	YLR290C
1350	OG0001350	XP_957863.3	YGR262C
1351	OG0001351	XP_957869.1	YCR088W
1352	OG0001352	XP_957876.3	YPL072W
1353	OG0001353	XP_957879.3	YJL074C
1354	OG0001354	XP_957881.1	YDL145C
1355	OG0001355	XP_957882.1	YFR052W
1356	OG0001356	XP_957887.3	YNL256W
1357	OG0001357	XP_957892.2	YER078C
1358	OG0001358	XP_957893.3	YDR052C
1359	OG0001359	XP_957904.1	YMR027W
1360	OG0001360	XP_957907.1	YGL011C
1361	OG0001361	XP_957916.2	YPR049C
1362	OG0001362	XP_957920.2	YHR009C
1363	OG0001363	XP_957939.2	YGR234W
1364	OG0001364	XP_957941.1	YOR074C
1365	OG0001365	XP_957953.2	YEL012W
1366	OG0001366	XP_957955.2	YBR176W
1367	OG0001367	XP_957956.3	YBR217W
1368	OG0001368	XP_957961.3	YKL114C
1369	OG0001369	XP_957973.3	YOR216C
1370	OG0001370	XP_957975.3	YHR072W-A
1371	OG0001371	XP_957976.3	YOR056C
1372	OG0001372	XP_957979.1	YMR296C
1373	OG0001373	XP_957980.1	YLR342W
1374	OG0001374	XP_957993.1	YFR050C
1375	OG0001375	XP_957994.3	YKL104C
1376	OG0001376	XP_958006.1	YIL096C
1377	OG0001377	XP_958008.3	YDR124W
1378	OG0001378	XP_958012.2	YDR362C
1379	OG0001379	XP_958013.2	YOL002C
1380	OG0001380	XP_958018.1	YPL226W
1381	OG0001381	XP_958022.2	YER042W
1382	OG0001382	XP_958025.1	YDR527W
1383	OG0001383	XP_958032.1	YGR189C
1384	OG0001384	XP_958036.1	YIL075C
1385	OG0001385	XP_958039.1	YPR073C
1386	OG0001386	XP_958040.2	YHR030C
1387	OG0001387	XP_958041.1	YMR093W
1388	OG0001388	XP_958047.1	YLR200W
1389	OG0001389	XP_958048.1	YPR173C
1390	OG0001390	XP_958049.2	YLR197W
1391	OG0001391	XP_958053.1	YER002W
1392	OG0001392	XP_958075.3	YCR024C
1393	OG0001393	XP_958077.1	YHR098C
1394	OG0001394	XP_958084.1	YDR470C
1395	OG0001395	XP_958085.1	YPL252C
1396	OG0001396	XP_958086.1	YPR143W
1397	OG0001397	XP_958122.2	YLR289W
1398	OG0001398	XP_958133.1	YGL018C
1399	OG0001399	XP_958142.2	YJL001W
1400	OG0001400	XP_958143.1	YPR037C
1401	OG0001401	XP_958146.1	YDR135C
1402	OG0001402	XP_958182.3	YHR120W
1403	OG0001403	XP_958184.1	YDR165W
1404	OG0001404	XP_958190.1	YNL237W
1405	OG0001405	XP_958192.1	YBR042C
1406	OG0001406	XP_958193.1	YPL188W
1407	OG0001407	XP_958194.1	YDL120W
1408	OG0001408	XP_958196.1	YNR038W
1409	OG0001409	XP_958197.1	YPL175W
1410	OG0001410	XP_958218.3	YBR109C
1411	OG0001411	XP_958270.2	YPR140W
1412	OG0001412	XP_958273.1	YGL066W
1413	OG0001413	XP_958274.1	YPL031C
1414	OG0001414	XP_958280.1	YJR016C
1415	OG0001415	XP_958281.1	YPR139C
1416	OG0001416	XP_958282.2	YPR141C
1417	OG0001417	XP_958285.1	YMR039C
1418	OG0001418	XP_958288.3	YPR175W
1419	OG0001419	XP_958294.1	YNL279W
1420	OG0001420	XP_958302.1	YDR334W
1421	OG0001421	XP_958308.1	YHL016C
1422	OG0001422	XP_958315.3	YAL019W
1423	OG0001423	XP_958316.1	YGR105W
1424	OG0001424	XP_958320.3	YNL241C
1425	OG0001425	XP_958321.3	YLR071C
1426	OG0001426	XP_958354.1	YBL015W
1427	OG0001427	XP_958364.1	YIL030C
1428	OG0001428	XP_958376.2	YBR096W
1429	OG0001429	XP_958407.1	YEL031W
1430	OG0001430	XP_958408.1	YKL085W
1431	OG0001431	XP_958413.2	YGL131C
1432	OG0001432	XP_958415.1	YNL064C
1433	OG0001433	XP_958418.3	YKR088C
1434	OG0001434	XP_958429.1	YOR144C
1435	OG0001435	XP_958432.3	YJL090C
1436	OG0001436	XP_958443.1	YLR272C
1437	OG0001437	XP_958448.1	YDL156W
1438	OG0001438	XP_958477.3	YDL148C
1439	OG0001439	XP_958483.1	YPL236C
1440	OG0001440	XP_958484.1	YCL029C
1441	OG0001441	XP_958487.1	YDL212W
1442	OG0001442	XP_958488.1	YGL156W
1443	OG0001443	XP_958502.1	YJL218W
1444	OG0001444	XP_958505.2	YMR281W
1445	OG0001445	XP_958507.2	YLR438C-A
1446	OG0001446	XP_958509.1	YOR322C
1447	OG0001447	XP_958511.2	YLR032W
1448	OG0001448	XP_958516.1	YMR131C
1449	OG0001449	XP_958524.1	YLL002W
1450	OG0001450	XP_958525.1	YLR312W-A
1451	OG0001451	XP_958526.1	YDR257C
1452	OG0001452	XP_958530.1	YIL166C
1453	OG0001453	XP_958548.3	YGR185C
1454	OG0001454	XP_958550.1	YGL112C
1455	OG0001455	XP_958552.1	YMR268C
1456	OG0001456	XP_958567.2	YLR086W
1457	OG0001457	XP_958573.1	YMR197C
1458	OG0001458	XP_958574.1	YBR004C
1459	OG0001459	XP_958587.1	YMR061W
1460	OG0001460	XP_958588.1	YJL115W
1461	OG0001461	XP_958589.1	YGR090W
1462	OG0001462	XP_958590.1	YPR189W
1463	OG0001463	XP_958594.1	YPL225W
1464	OG0001464	XP_958595.2	YKL209C
1465	OG0001465	XP_958603.1	YDL001W
1466	OG0001466	XP_958605.1	YNL252C
1467	OG0001467	XP_958610.1	YJL157C
1468	OG0001468	XP_958612.1	YJL008C
1469	OG0001469	XP_958617.3	YER087W
1470	OG0001470	XP_958619.2	YDR060W
1471	OG0001471	XP_958620.2	YBL095W
1472	OG0001472	XP_958621.1	YKL001C
1473	OG0001473	XP_958622.2	YKL080W
1474	OG0001474	XP_958632.1	YBR095C
1475	OG0001475	XP_958635.3	YOL096C
1476	OG0001476	XP_958636.1	YDR487C
1477	OG0001477	XP_958638.1	YBL011W
1478	OG0001478	XP_958639.1	YBR151W
1479	OG0001479	XP_958647.1	YFL017W-A
1480	OG0001480	XP_958665.3	YDR477W
1481	OG0001481	XP_958678.1	YMR307W
1482	OG0001482	XP_958689.1	YER036C
1483	OG0001483	XP_958694.1	YJR057W
1484	OG0001484	XP_958695.3	YGR267C
1485	OG0001485	XP_958696.1	YML015C
1486	OG0001486	XP_958709.1	YBR029C
1487	OG0001487	XP_958724.1	YNL313C
1488	OG0001488	XP_958756.1	YFL047W
1489	OG0001489	XP_958758.1	YNL081C
1490	OG0001490	XP_958761.1	YCR059C
1491	OG0001491	XP_958762.1	YMR010W
1492	OG0001492	XP_958764.1	YPL023C
1493	OG0001493	XP_958766.2	YFR005C
1494	OG0001494	XP_958771.1	YNL273W
1495	OG0001495	XP_958786.1	YGR135W
1496	OG0001496	XP_958788.1	YOL135C
1497	OG0001497	XP_958799.1	YLR100W
1498	OG0001498	XP_958803.1	YLL039C
1499	OG0001499	XP_958807.2	YDL090C
1500	OG0001500	XP_958811.1	YDL055C
1501	OG0001501	XP_958813.3	YHL032C
1502	OG0001502	XP_958817.1	YPL088W
1503	OG0001503	XP_958826.3	YLR060W
1504	OG0001504	XP_958831.1	YDR116C
1505	OG0001505	XP_958832.1	YGL245W
1506	OG0001506	XP_958833.1	YOR161C
1507	OG0001507	XP_958834.2	YOR274W
1508	OG0001508	XP_958835.1	YLR378C
1509	OG0001509	XP_958836.1	YDR234W
1510	OG0001510	XP_958840.2	YDR005C
1511	OG0001511	XP_958844.2	YIL140W
1512	OG0001512	XP_958847.1	YER046W
1513	OG0001513	XP_958853.1	YHR073W
1514	OG0001514	XP_958854.1	YGR116W
1515	OG0001515	XP_958856.2	YOR131C
1516	OG0001516	XP_958858.1	YIL147C
1517	OG0001517	XP_958860.2	YOR259C
1518	OG0001518	XP_958871.1	YFL033C
1519	OG0001519	XP_958874.3	YMR137C
1520	OG0001520	XP_958876.1	YDR176W
1521	OG0001521	XP_958877.1	YGR096W
1522	OG0001522	XP_958879.1	YJR101W
1523	OG0001523	XP_958891.1	YBR039W
1524	OG0001524	XP_958893.2	YLR396C
1525	OG0001525	XP_958902.2	YAL013W
1526	OG0001526	XP_958903.1	YOL041C
1527	OG0001527	XP_958911.2	YER007W
1528	OG0001528	XP_958914.1	YDR488C
