	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034610_Saturnispora_hagleri
1117	OG0001117	YEL064C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.118&CDS=1-1497
1118	OG0001118	YEL072W	snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.116&CDS=1-726
1119	OG0001119	YER002W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.129&CDS=1-681
1120	OG0001120	YER003C	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.102&CDS=1-1260
1121	OG0001121	YER004W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-0.116&CDS=1-687
1122	OG0001122	YER006W	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.9&CDS=1-1545
1123	OG0001123	YER007C-A	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.118&CDS=1-540
1124	OG0001124	YER007W	maker-NODE_46_length_47770_cov_22.1879_ID_91-augustus-gene-0.22-mRNA-1_1&gene=maker-NODE_46_length_47770_cov_22.1879_ID_91-augustus-gene-0.22&CDS=1-1569
1125	OG0001125	YER008C	augustus_masked-NODE_45_length_49366_cov_24.9547_ID_89-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_45_length_49366_cov_24.9547_ID_89-processed-gene-0.28&CDS=1-717
1126	OG0001126	YER010C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-3.36&CDS=1-708
1127	OG0001127	YER012W	augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.8&CDS=1-582
1128	OG0001128	YER014W	snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.16&CDS=1-1734
1129	OG0001129	YER016W	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.111&CDS=1-981
1130	OG0001130	YER019W	genemark-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.16&CDS=1-1353
1131	OG0001131	YER020W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.71&CDS=1-1236
1132	OG0001132	YER021W	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.267-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.267&CDS=1-1419
1133	OG0001133	YER022W	snap_masked-NODE_39_length_59137_cov_20.6451_ID_77-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_39_length_59137_cov_20.6451_ID_77-processed-gene-0.55&CDS=1-1836
1134	OG0001134	YER023W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-7.1&CDS=1-828
1135	OG0001135	YER025W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.80&CDS=1-1569
1136	OG0001136	YER026C	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.21&CDS=1-798
1137	OG0001137	YER029C	genemark-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-7.147-mRNA-1_1&gene=genemark-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-7.147&CDS=1-387
1138	OG0001138	YER030W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-6.113&CDS=1-396
1139	OG0001139	YER036C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.139&CDS=1-1818
1140	OG0001140	YER041W	snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.93&CDS=1-2607
1141	OG0001141	YER043C	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.50&CDS=1-1341
1142	OG0001142	YER044C	augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.260-mRNA-1_1&gene=augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.260&CDS=1-399
1143	OG0001143	YER046W	snap_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.93&CDS=1-972
1144	OG0001144	YER048C	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.188&CDS=1-1440
1145	OG0001145	YER048W-A	snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.135&CDS=1-240
1146	OG0001146	YER049W	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.38&CDS=1-2658
1147	OG0001147	YER050C	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.101&CDS=1-447
1148	OG0001148	YER051W	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.131&CDS=1-1407
1149	OG0001149	YER052C	augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.41&CDS=1-1620
1150	OG0001150	YER053C	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.233&CDS=1-858
1151	OG0001151	YER055C	augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.50&CDS=1-921
1152	OG0001152	YER058W	maker-NODE_50_length_26736_cov_22.9128_ID_99-augustus-gene-0.39-mRNA-1_1&gene=maker-NODE_50_length_26736_cov_22.9128_ID_99-augustus-gene-0.39&CDS=1-264
1153	OG0001153	YER061C	genemark-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.151&CDS=1-1344
1154	OG0001154	YER065C	augustus_masked-NODE_52_length_20492_cov_20.0178_ID_103-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_52_length_20492_cov_20.0178_ID_103-processed-gene-0.7&CDS=1-1635
1155	OG0001155	YER068W	augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.26&CDS=1-1932
1156	OG0001156	YER069W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.185&CDS=1-2406
1157	OG0001157	YER070W	augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.271-mRNA-1_1&gene=augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.271&CDS=1-2628
1158	OG0001158	YER072W	maker-NODE_10_length_292512_cov_19.4515_ID_19-augustus-gene-1.106-mRNA-1_1&gene=maker-NODE_10_length_292512_cov_19.4515_ID_19-augustus-gene-1.106&CDS=1-366
1159	OG0001159	YER077C	augustus_masked-NODE_37_length_64597_cov_20.3779_ID_73-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_37_length_64597_cov_20.3779_ID_73-processed-gene-0.23&CDS=1-1212
1160	OG0001160	YER078C	snap_masked-NODE_37_length_64597_cov_20.3779_ID_73-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_37_length_64597_cov_20.3779_ID_73-processed-gene-0.95&CDS=1-1452
1161	OG0001161	YER080W	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-0.136&CDS=1-1863
1162	OG0001162	YER082C	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.232&CDS=1-1566
1163	OG0001163	YER083C	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.274-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.274&CDS=1-954
1164	OG0001164	YER086W	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.233&CDS=1-1644
1165	OG0001165	YER087W	augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.272-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.272&CDS=1-1644
1166	OG0001166	YER090W	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.115&CDS=1-1485
1167	OG0001167	YER091C	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.91&CDS=1-2295
1168	OG0001168	YER093C	snap_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.206-mRNA-1_1&gene=snap_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.206&CDS=1-3099
1169	OG0001169	YER094C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.6&CDS=1-615
1170	OG0001170	YER095W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.74&CDS=1-1074
1171	OG0001171	YER100W	augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.279-mRNA-1_1&gene=augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.279&CDS=1-774
1172	OG0001172	YER109C	maker-NODE_9_length_322914_cov_20.301_ID_17-snap-gene-2.234-mRNA-1_1&gene=maker-NODE_9_length_322914_cov_20.301_ID_17-snap-gene-2.234&CDS=1-2475
1173	OG0001173	YER110C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.68&CDS=1-3246
1174	OG0001174	YER112W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.8&CDS=1-468
1175	OG0001175	YER113C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.120&CDS=1-1887
1176	OG0001176	YER118C	augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.110&CDS=1-744
1177	OG0001177	YER122C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.68&CDS=1-1392
1178	OG0001178	YER124C	snap_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.181&CDS=1-1413
1179	OG0001179	YER125W	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.20&CDS=1-2370
1180	OG0001180	YER126C	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.30&CDS=1-783
1181	OG0001181	YER127W	genemark-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.108&CDS=1-1104
1182	OG0001182	YER134C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.113&CDS=1-495
1183	OG0001183	YER136W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.36&CDS=1-1350
1184	OG0001184	YER139C	genemark-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.30&CDS=1-504
1185	OG0001185	YER140W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.74&CDS=1-1707
1186	OG0001186	YER141W	maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-6.48-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-6.48&CDS=1-1632
1187	OG0001187	YER143W	augustus_masked-NODE_60_length_11290_cov_32.3277_ID_119-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_60_length_11290_cov_32.3277_ID_119-processed-gene-0.2&CDS=1-738
1188	OG0001188	YER146W	snap_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.84&CDS=1-189
1189	OG0001189	YER147C-A	snap_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.139&CDS=1-291
1190	OG0001190	YER148W	augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.23&CDS=1-792
1191	OG0001191	YER150W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.130&CDS=1-342
1192	OG0001192	YER151C	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.224&CDS=1-2091
1193	OG0001193	YER152C	augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-0.40&CDS=1-1335
1194	OG0001194	YER154W	augustus_masked-NODE_46_length_47770_cov_22.1879_ID_91-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_46_length_47770_cov_22.1879_ID_91-processed-gene-0.11&CDS=1-1242
1195	OG0001195	YER155C	snap_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.25&CDS=1-5721
1196	OG0001196	YER156C	augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.59&CDS=1-1005
1197	OG0001197	YER157W	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.243&CDS=1-2454
1198	OG0001198	YER162C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.79&CDS=1-2793
1199	OG0001199	YER163C	snap_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.24&CDS=1-1596
1200	OG0001200	YER164W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.18&CDS=1-4098
1201	OG0001201	YER165W	augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.36&CDS=1-1842
1202	OG0001202	YER166W	augustus_masked-NODE_35_length_85358_cov_20.3898_ID_69-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_35_length_85358_cov_20.3898_ID_69-processed-gene-0.23&CDS=1-4908
1203	OG0001203	YER168C	genemark-NODE_30_length_96722_cov_21.6521_ID_59-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_30_length_96722_cov_21.6521_ID_59-processed-gene-0.20&CDS=1-1581
1204	OG0001204	YER170W	genemark-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.29&CDS=1-669
1205	OG0001205	YER171W	maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-2.89-mRNA-1_1&gene=maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-2.89&CDS=1-8646
1206	OG0001206	YER173W	augustus_masked-NODE_29_length_102874_cov_20.6168_ID_57-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_29_length_102874_cov_20.6168_ID_57-processed-gene-0.20&CDS=1-2028
1207	OG0001207	YER174C	augustus_masked-NODE_29_length_102874_cov_20.6168_ID_57-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_29_length_102874_cov_20.6168_ID_57-processed-gene-0.45&CDS=1-723
1208	OG0001208	YER176W	genemark-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.17&CDS=1-2802
1209	OG0001209	YER177W	augustus_masked-NODE_20_length_155648_cov_22.3327_ID_39-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_20_length_155648_cov_22.3327_ID_39-processed-gene-0.200&CDS=1-780
1210	OG0001210	YER178W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-2.15&CDS=1-1221
1211	OG0001211	YER179W	maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-7.67-mRNA-1_1&gene=maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-7.67&CDS=1-978
1212	OG0001212	YER183C	augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.44&CDS=1-654
1213	OG0001213	YER187W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.168&CDS=1-936
1214	OG0001214	YFL001W	augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.5&CDS=1-1272
1215	OG0001215	YFL002C	augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.39&CDS=1-1836
1216	OG0001216	YFL005W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.46&CDS=1-612
1217	OG0001217	YFL007W	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.33&CDS=1-6534
1218	OG0001218	YFL008W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.91&CDS=1-3678
1219	OG0001219	YFL013C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.89&CDS=1-2571
1220	OG0001220	YFL014W	snap_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.93&CDS=1-195
1221	OG0001221	YFL016C	augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.11&CDS=1-1380
1222	OG0001222	YFL017C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.84&CDS=1-441
1223	OG0001223	YFL018C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.93&CDS=1-2394
1224	OG0001224	YFL022C	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.121&CDS=1-1485
1225	OG0001225	YFL023W	snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.126&CDS=1-2736
1226	OG0001226	YFL024C	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.22&CDS=1-2436
1227	OG0001227	YFL025C	snap_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.23&CDS=1-3300
1228	OG0001228	YFL026W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.155&CDS=1-1224
1229	OG0001229	YFL027C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.15&CDS=1-1092
1230	OG0001230	YFL028C	maker-NODE_12_length_222609_cov_20.3469_ID_23-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_12_length_222609_cov_20.3469_ID_23-augustus-gene-1.0&CDS=1-4245
1231	OG0001231	YFL030W	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.5&CDS=1-1149
1232	OG0001232	YFL033C	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.188&CDS=1-5310
1233	OG0001233	YFL034C-B	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.21&CDS=1-960
1234	OG0001234	YFL034W	maker-NODE_6_length_399628_cov_19.9528_ID_11-snap-gene-2.104-mRNA-1_1&gene=maker-NODE_6_length_399628_cov_19.9528_ID_11-snap-gene-2.104&CDS=1-3819
1235	OG0001235	YFL037W	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.46&CDS=1-3300
1236	OG0001236	YFL038C	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-1.103&CDS=1-612
