	OrthologID	Kazachstania_africana	Saccharomyces_cerevisiae
1960	OG0001960	genemark-scaffold_2-processed-gene-12.62-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.62&CDS=1-639	YDR177W
1961	OG0001961	genemark-scaffold_2-processed-gene-12.85-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.85&CDS=1-486	YDR179C
1962	OG0001962	augustus_masked-scaffold_2-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.17&CDS=1-1311	YDR179W-A
1963	OG0001963	snap_masked-scaffold_2-processed-gene-12.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.111&CDS=1-4464	YDR180W
1964	OG0001964	augustus_masked-scaffold_2-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.40&CDS=1-1083	YDR181C
1965	OG0001965	genemark-scaffold_2-processed-gene-12.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.65&CDS=1-1446	YDR182W
1966	OG0001966	genemark-scaffold_2-processed-gene-12.66-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.66&CDS=1-615	YDR183W
1967	OG0001967	augustus_masked-scaffold_2-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.41&CDS=1-915	YDR184C
1968	OG0001968	augustus_masked-scaffold_2-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.42&CDS=1-1851	YDR186C
1969	OG0001969	genemark-scaffold_2-processed-gene-12.67-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.67&CDS=1-993	YDR191W
1970	OG0001970	genemark-scaffold_2-processed-gene-12.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.90&CDS=1-1869	YDR194C
1971	OG0001971	augustus_masked-scaffold_2-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.22&CDS=1-1668	YDR195W
1972	OG0001972	genemark-scaffold_2-processed-gene-12.91-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.91&CDS=1-714	YDR196C
1973	OG0001973	augustus_masked-scaffold_2-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.23&CDS=1-1089	YDR197W
1974	OG0001974	maker-scaffold_2-augustus-gene-12.0-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.0&CDS=1-2964	YDR198C
1975	OG0001975	genemark-scaffold_2-processed-gene-12.70-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.70&CDS=1-471	YDR201W
1976	OG0001976	genemark-scaffold_2-processed-gene-12.71-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.71&CDS=1-3006	YDR204W
1977	OG0001977	augustus_masked-scaffold_2-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.26&CDS=1-2643	YDR206W
1978	OG0001978	genemark-scaffold_2-processed-gene-13.102-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.102&CDS=1-1359	YDR207C
1979	OG0001979	genemark-scaffold_2-processed-gene-13.99-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.99&CDS=1-1923	YDR208W
1980	OG0001980	genemark-scaffold_2-processed-gene-13.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.104&CDS=1-2181	YDR211W
1981	OG0001981	genemark-scaffold_2-processed-gene-13.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.105&CDS=1-573	YLR229C
1982	OG0001982	genemark-scaffold_2-processed-gene-13.106-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.106&CDS=1-1677	YDR212W
1983	OG0001983	genemark-scaffold_2-processed-gene-13.109-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.109&CDS=1-1881	YDR216W
1984	OG0001984	snap_masked-scaffold_2-processed-gene-13.62-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.62&CDS=1-1134	YOR136W
1985	OG0001985	genemark-scaffold_2-processed-gene-13.145-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.145&CDS=1-1584	YOR132W
1986	OG0001986	genemark-scaffold_2-processed-gene-13.147-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.147&CDS=1-1779	YPL265W
1987	OG0001987	genemark-scaffold_2-processed-gene-13.148-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.148&CDS=1-954	YPL266W
1988	OG0001988	genemark-scaffold_2-processed-gene-13.149-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.149&CDS=1-2769	YPL268W
1989	OG0001989	genemark-scaffold_2-processed-gene-13.151-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.151&CDS=1-2469	YPL270W
1990	OG0001990	genemark-scaffold_2-processed-gene-13.111-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.111&CDS=1-1908	YPL263C
1991	OG0001991	genemark-scaffold_2-processed-gene-13.152-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.152&CDS=1-1524	YPL272C
1992	OG0001992	genemark-scaffold_2-processed-gene-13.112-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.112&CDS=1-1407	YPL262W
1993	OG0001993	augustus_masked-scaffold_2-processed-gene-13.229-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.229&CDS=1-888	YPR139C
1994	OG0001994	genemark-scaffold_2-processed-gene-13.115-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.115&CDS=1-1077	YPR140W
1995	OG0001995	genemark-scaffold_2-processed-gene-13.156-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.156&CDS=1-2118	YPR141C
1996	OG0001996	genemark-scaffold_2-processed-gene-13.116-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.116&CDS=1-678	YPR143W
1997	OG0001997	genemark-scaffold_2-processed-gene-13.117-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.117&CDS=1-1533	YGR123C
1998	OG0001998	augustus_masked-scaffold_2-processed-gene-13.231-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.231&CDS=1-2547, snap_masked-scaffold_2-processed-gene-13.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.30&CDS=1-513	
1999	OG0001999	genemark-scaffold_2-processed-gene-13.158-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.158&CDS=1-1644	YPR144C
2000	OG0002000	genemark-scaffold_2-processed-gene-13.119-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.119&CDS=1-1329	YPL181W
2001	OG0002001	genemark-scaffold_2-processed-gene-13.159-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.159&CDS=1-1716	YGL095C
2002	OG0002002	genemark-scaffold_2-processed-gene-13.120-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.120&CDS=1-1650	YPL180W
2003	OG0002003	genemark-scaffold_2-processed-gene-13.121-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.121&CDS=1-2994	YPL183C
2004	OG0002004	genemark-scaffold_2-processed-gene-13.122-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.122&CDS=1-1599	YPL184C
2005	OG0002005	genemark-scaffold_2-processed-gene-13.125-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.125&CDS=1-1197	YJR125C
2006	OG0002006	augustus_masked-scaffold_2-processed-gene-13.236-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.236&CDS=1-969	YPL186C
2007	OG0002007	genemark-scaffold_2-processed-gene-13.163-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.163&CDS=1-1254	YML080W
2008	OG0002008	snap_masked-scaffold_2-processed-gene-13.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.40&CDS=1-192	YML081C-A
2009	OG0002009	genemark-scaffold_2-processed-gene-13.166-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.166&CDS=1-384	YHR191C
2010	OG0002010	snap_masked-scaffold_2-processed-gene-13.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.41&CDS=1-726	YHR192W
2011	OG0002011	genemark-scaffold_2-processed-gene-13.167-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.167&CDS=1-522	YHR193C
2012	OG0002012	genemark-scaffold_2-processed-gene-13.129-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.129&CDS=1-1638	YHR194W
2013	OG0002013	genemark-scaffold_2-processed-gene-13.131-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.131&CDS=1-2376	YHR197W
2014	OG0002014	genemark-scaffold_2-processed-gene-13.168-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.168&CDS=1-966	YHR198C
2015	OG0002015	genemark-scaffold_2-processed-gene-13.132-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.132&CDS=1-780	YHR200W
2016	OG0002016	genemark-scaffold_2-processed-gene-13.169-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.169&CDS=1-1089	YJR139C
2017	OG0002017	augustus_masked-scaffold_2-processed-gene-13.244-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.244&CDS=1-1134	YHR201C
2018	OG0002018	genemark-scaffold_2-processed-gene-13.133-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.133&CDS=1-816	YJR144W
2019	OG0002019	genemark-scaffold_2-processed-gene-13.134-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.134&CDS=1-1965	YHR202W
2020	OG0002020	genemark-scaffold_2-processed-gene-13.136-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.136&CDS=1-2385	YHR204W
2021	OG0002021	genemark-scaffold_2-processed-gene-13.137-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.137&CDS=1-2325	YHR205W
2022	OG0002022	genemark-scaffold_2-processed-gene-13.138-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.138&CDS=1-1635	YHR206W
2023	OG0002023	genemark-scaffold_2-processed-gene-13.172-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.172&CDS=1-1452	YHR207C
2024	OG0002024	genemark-scaffold_2-processed-gene-13.139-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.139&CDS=1-684	YER182W
2025	OG0002025	genemark-scaffold_2-processed-gene-13.173-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.173&CDS=1-654	YER183C
2026	OG0002026	genemark-scaffold_3-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.23&CDS=1-2913	YDR060W
2027	OG0002027	maker-scaffold_3-augustus-gene-0.61-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.61&CDS=1-6249	YBR080C
2028	OG0002028	genemark-scaffold_3-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.8&CDS=1-3015	YBR079C
2029	OG0002029	genemark-scaffold_3-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.9&CDS=1-477	YBR077C
2030	OG0002030	snap_masked-scaffold_3-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.92&CDS=1-1248	YBR076W
2031	OG0002031	genemark-scaffold_3-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.27&CDS=1-2859	YBR074W
2032	OG0002032	genemark-scaffold_3-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.28&CDS=1-2646	YBR073W
2033	OG0002033	genemark-scaffold_3-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.104&CDS=1-2337	YBR058C
2034	OG0002034	snap_masked-scaffold_3-processed-gene-1.9-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.9&CDS=1-255	YBR058C-A
2035	OG0002035	augustus_masked-scaffold_3-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.61&CDS=1-2838	YBR061C
2036	OG0002036	maker-scaffold_3-snap-gene-1.154-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.154&CDS=1-471	YBR062C
2037	OG0002037	augustus_masked-scaffold_3-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.64&CDS=1-1626	YBR065C
2038	OG0002038	genemark-scaffold_3-processed-gene-1.133-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.133&CDS=1-786	YBR057C
2039	OG0002039	genemark-scaffold_3-processed-gene-1.113-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.113&CDS=1-1044	YBR053C
2040	OG0002040	genemark-scaffold_3-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.114&CDS=1-594	YDR032C
2041	OG0002041	augustus_masked-scaffold_3-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.86&CDS=1-504	YBR047W
2042	OG0002042	genemark-scaffold_3-processed-gene-1.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.117&CDS=1-1002	YBR046C
2043	OG0002043	augustus_masked-scaffold_3-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.72&CDS=1-3306	YBR044C
2044	OG0002044	genemark-scaffold_3-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.120&CDS=1-1233	YBR042C
2045	OG0002045	genemark-scaffold_3-processed-gene-1.135-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.135&CDS=1-2019	YBR041W
2046	OG0002046	genemark-scaffold_3-processed-gene-1.136-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.136&CDS=1-933	YBR040W
2047	OG0002047	genemark-scaffold_3-processed-gene-1.137-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.137&CDS=1-927	YBR039W
2048	OG0002048	genemark-scaffold_3-processed-gene-1.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.121&CDS=1-684	YBR035C
2049	OG0002049	genemark-scaffold_3-processed-gene-1.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.122&CDS=1-1044	YBR034C
2050	OG0002050	genemark-scaffold_3-processed-gene-1.138-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.138&CDS=1-666	YDR007W
2051	OG0002051	genemark-scaffold_3-processed-gene-1.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.124&CDS=1-2301	YBR007C
2052	OG0002052	genemark-scaffold_3-processed-gene-1.140-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.140&CDS=1-1491	YBR006W
2053	OG0002053	genemark-scaffold_3-processed-gene-1.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.125&CDS=1-1305	YBR004C
2054	OG0002054	genemark-scaffold_3-processed-gene-1.142-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.142&CDS=1-597	YDR002W
2055	OG0002055	genemark-scaffold_3-processed-gene-1.126-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.126&CDS=1-2310	YDR001C
2056	OG0002056	genemark-scaffold_3-processed-gene-1.128-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.128&CDS=1-474	YDL004W
2057	OG0002057	genemark-scaffold_3-processed-gene-1.144-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.144&CDS=1-1098	YBR018C
2058	OG0002058	genemark-scaffold_3-processed-gene-1.132-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.132&CDS=1-363	YBR016W
2059	OG0002059	genemark-scaffold_3-processed-gene-1.149-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.149&CDS=1-2760	YBR017C
2060	OG0002060	genemark-scaffold_3-processed-gene-1.150-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.150&CDS=1-1998	YAR014C
2061	OG0002061	maker-scaffold_3-snap-gene-1.156-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.156&CDS=1-2184	YAR018C
2062	OG0002062	genemark-scaffold_3-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.3&CDS=1-921	YOL056W
2063	OG0002063	genemark-scaffold_3-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.4&CDS=1-2103	YOL057W
2064	OG0002064	genemark-scaffold_3-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.20&CDS=1-1260	YOL058W
2065	OG0002065	genemark-scaffold_3-processed-gene-2.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.22&CDS=1-1296	YOL061W
2066	OG0002066	genemark-scaffold_3-processed-gene-2.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.5&CDS=1-1284	YOL062C
2067	OG0002067	augustus_masked-scaffold_3-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.44&CDS=1-2691	YOL063C
2068	OG0002068	genemark-scaffold_3-processed-gene-2.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.23&CDS=1-2661	YDL029W
2069	OG0002069	genemark-scaffold_3-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.24&CDS=1-2919	YDL031W
2070	OG0002070	genemark-scaffold_3-processed-gene-2.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.7&CDS=1-1071	YOL064C
2071	OG0002071	augustus_masked-scaffold_3-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.46&CDS=1-1113	YOL065C
2072	OG0002072	genemark-scaffold_3-processed-gene-2.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.25&CDS=1-1344	YOL069W
2073	OG0002073	snap_masked-scaffold_3-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.90&CDS=1-1416	YOL070C
2074	OG0002074	genemark-scaffold_3-processed-gene-2.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.26&CDS=1-435	YOL071W
2075	OG0002075	genemark-scaffold_3-processed-gene-2.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.27&CDS=1-1392	YOL072W
2076	OG0002076	augustus_masked-scaffold_3-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.51&CDS=1-1188	YGR072W
2077	OG0002077	genemark-scaffold_3-processed-gene-2.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.28&CDS=1-696	YGR075C
2078	OG0002078	snap_masked-scaffold_3-processed-gene-2.110-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.110&CDS=1-1731	YGR077C
2079	OG0002079	genemark-scaffold_3-processed-gene-2.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.13&CDS=1-873	YOL073C
2080	OG0002080	genemark-scaffold_3-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.14&CDS=1-3819	YOL075C
2081	OG0002081	genemark-scaffold_3-processed-gene-2.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.15&CDS=1-870	YOL077C
2082	OG0002082	snap_masked-scaffold_3-processed-gene-2.111-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.111&CDS=1-204	YOL077W-A
2083	OG0002083	genemark-scaffold_3-processed-gene-2.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.30&CDS=1-3462	YOL078W
2084	OG0002084	genemark-scaffold_3-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.16&CDS=1-834	YOL080C
2085	OG0002085	snap_masked-scaffold_3-processed-gene-2.115-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.115&CDS=1-2952	YOL084W
2086	OG0002086	augustus_masked-scaffold_3-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.71&CDS=1-255	YOL086W-A
2087	OG0002087	genemark-scaffold_3-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.17&CDS=1-3036	YOL087C
2088	OG0002088	augustus_masked-scaffold_3-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.57&CDS=1-798	YOL088C
2089	OG0002089	genemark-scaffold_3-processed-gene-2.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.34&CDS=1-2880	YOL090W
2090	OG0002090	snap_masked-scaffold_3-processed-gene-2.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.118&CDS=1-2112	YOL091W
2091	OG0002091	augustus_masked-scaffold_3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.73&CDS=1-960	YOL092W
2092	OG0002092	genemark-scaffold_3-processed-gene-2.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.37&CDS=1-933	YOL093W
2093	OG0002093	snap_masked-scaffold_3-processed-gene-3.0-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.0&CDS=1-3093	YOL094C
2094	OG0002094	augustus_masked-scaffold_3-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.115&CDS=1-2253	YOL097C
2095	OG0002095	genemark-scaffold_3-processed-gene-3.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.69&CDS=1-654	YDR487C
2096	OG0002096	genemark-scaffold_3-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.67&CDS=1-3105	YOL098C
2097	OG0002097	genemark-scaffold_3-processed-gene-3.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.70&CDS=1-3285	YOL100W
2098	OG0002098	genemark-scaffold_3-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.71&CDS=1-663	YOL102C
2099	OG0002099	genemark-scaffold_3-processed-gene-3.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.90&CDS=1-1731	YDR497C
2100	OG0002100	genemark-scaffold_3-processed-gene-3.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.93&CDS=1-993	YOL107W
2101	OG0002101	genemark-scaffold_3-processed-gene-3.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.74&CDS=1-483	YOL108C
2102	OG0002102	genemark-scaffold_3-processed-gene-3.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.95&CDS=1-801	YNL289W
2103	OG0002103	genemark-scaffold_3-processed-gene-3.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.96&CDS=1-834	YOL110W
2104	OG0002104	genemark-scaffold_3-processed-gene-3.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.75&CDS=1-648	YOL111C
2105	OG0002105	snap_masked-scaffold_3-processed-gene-3.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.11&CDS=1-525	YOL114C
2106	OG0002106	snap_masked-scaffold_3-processed-gene-3.36-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.36&CDS=1-1062	YOL116W
2107	OG0002107	snap_masked-scaffold_3-processed-gene-3.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.37&CDS=1-1626	YOL117W
2108	OG0002108	genemark-scaffold_3-processed-gene-3.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.77&CDS=1-1509	YOL119C
2109	OG0002109	genemark-scaffold_3-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.79&CDS=1-1617	YOL122C
2110	OG0002110	genemark-scaffold_3-processed-gene-3.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.101&CDS=1-1632	YOL123W
2111	OG0002111	genemark-scaffold_3-processed-gene-3.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.80&CDS=1-1326	YOL124C
2112	OG0002112	genemark-scaffold_3-processed-gene-3.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.102&CDS=1-1275	YOL125W
2113	OG0002113	snap_masked-scaffold_3-processed-gene-3.16-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.16&CDS=1-1098	YOL126C
2114	OG0002114	genemark-scaffold_3-processed-gene-3.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.82&CDS=1-1128	YNL307C
2115	OG0002115	maker-scaffold_3-augustus-gene-3.57-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.57&CDS=1-2409	YOL132W
2116	OG0002116	genemark-scaffold_3-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.83&CDS=1-2703	YNL313C
2117	OG0002117	genemark-scaffold_3-processed-gene-3.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.107&CDS=1-354	YOL133W
2118	OG0002118	snap_masked-scaffold_3-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.19&CDS=1-270	YDR322C-A
2119	OG0002119	genemark-scaffold_3-processed-gene-3.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.108&CDS=1-1110	YDR322W
2120	OG0002120	snap_masked-scaffold_3-processed-gene-3.48-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.48&CDS=1-1158	YDR321W
2121	OG0002121	snap_masked-scaffold_3-processed-gene-3.21-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.21&CDS=1-216	YDR320C-A
2122	OG0002122	genemark-scaffold_3-processed-gene-3.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.85&CDS=1-1938	YDR320C
2123	OG0002123	genemark-scaffold_3-processed-gene-3.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.110&CDS=1-1176	YDR318W
2124	OG0002124	augustus_masked-scaffold_3-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.157&CDS=1-1035	YDR317W
2125	OG0002125	genemark-scaffold_3-processed-gene-3.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.87&CDS=1-3060	YGR125W
2126	OG0002126	maker-scaffold_3-snap-gene-3.60-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.60&CDS=1-609	YGR126W
2127	OG0002127	genemark-scaffold_3-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.89&CDS=1-939	YGR127W
2128	OG0002128	snap_masked-scaffold_3-processed-gene-3.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.51&CDS=1-1827	YGR128C
2129	OG0002129	snap_masked-scaffold_3-processed-gene-4.10-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.10&CDS=1-1689	YGR130C
2130	OG0002130	genemark-scaffold_3-processed-gene-4.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.103&CDS=1-537	YPR149W
2131	OG0002131	genemark-scaffold_3-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.107&CDS=1-849	YGR132C
2132	OG0002132	genemark-scaffold_3-processed-gene-4.104-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.104&CDS=1-453	YGR133W
2133	OG0002133	genemark-scaffold_3-processed-gene-4.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.105&CDS=1-3198	YGR134W
2134	OG0002134	genemark-scaffold_3-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.109&CDS=1-774	YGR135W
2135	OG0002135	snap_masked-scaffold_3-processed-gene-4.14-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.14&CDS=1-2658	YGR140W
