	OrthologID	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
1214	OG0001214	snap_masked-mau_s156-processed-gene-1.21-mRNA-1_1&gene=snap_masked-mau_s156-processed-gene-1.21&CDS=1-201	YGR183C
1215	OG0001215	maker-mau_s156-snap-gene-1.191-mRNA-1_1&gene=maker-mau_s156-snap-gene-1.191&CDS=1-4797	YDR301W
1216	OG0001216	augustus_masked-mau_s156-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.147&CDS=1-600	YBL040C
1217	OG0001217	augustus_masked-mau_s156-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.178&CDS=1-723	YBL041W
1218	OG0001218	augustus_masked-mau_s156-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.179&CDS=1-294	YGR181W
1219	OG0001219	maker-mau_s156-snap-gene-1.190-mRNA-1_1&gene=maker-mau_s156-snap-gene-1.190&CDS=1-2259	YPL109C
1220	OG0001220	augustus_masked-mau_s156-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.150&CDS=1-717	YAL049C
1221	OG0001221	augustus_masked-mau_s156-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.152&CDS=1-1095	YGR187C
1222	OG0001222	augustus_masked-mau_s156-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.180&CDS=1-1713	YGR186W
1223	OG0001223	augustus_masked-mau_s156-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.154&CDS=1-1230	YJR013W
1224	OG0001224	augustus_masked-mau_s156-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.155&CDS=1-732	YGR195W
1225	OG0001225	maker-mau_s156-augustus-gene-1.2-mRNA-1_1&gene=maker-mau_s156-augustus-gene-1.2&CDS=1-1755	YKL087C
1226	OG0001226	augustus_masked-mau_s156-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.184&CDS=1-1317	YMR220W
1227	OG0001227	augustus_masked-mau_s156-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.157&CDS=1-1347	YBR166C
1228	OG0001228	augustus_masked-mau_s156-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.185&CDS=1-555	YBR164C
1229	OG0001229	augustus_masked-mau_s156-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.158&CDS=1-639	YMR311C
1230	OG0001230	augustus_masked-mau_s156-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.186&CDS=1-1272	YGR285C
1231	OG0001231	genemark-mau_s156-processed-gene-1.98-mRNA-1_1&gene=genemark-mau_s156-processed-gene-1.98&CDS=1-1782	YBR158W
1232	OG0001232	augustus_masked-mau_s156-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-mau_s156-processed-gene-1.188&CDS=1-2268	YOL076W
1233	OG0001233	augustus_masked-mau_s157-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s157-processed-gene-0.14&CDS=1-1392	YPL235W
1234	OG0001234	augustus_masked-mau_s157-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mau_s157-processed-gene-0.19&CDS=1-480	YPL234C
1235	OG0001235	augustus_masked-mau_s157-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s157-processed-gene-0.17&CDS=1-618	YJR050W
1236	OG0001236	genemark-mau_s158-processed-gene-0.2-mRNA-1_1&gene=genemark-mau_s158-processed-gene-0.2&CDS=1-1896	YMR092C
1237	OG0001237	augustus_masked-mau_s158-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.36&CDS=1-2091	YEL011W
1238	OG0001238	augustus_masked-mau_s158-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.37&CDS=1-1932	YMR106C
1239	OG0001239	augustus_masked-mau_s158-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.55&CDS=1-1101	YMR097C
1240	OG0001240	augustus_masked-mau_s158-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.38&CDS=1-864	YKL110C
1241	OG0001241	augustus_masked-mau_s158-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.56&CDS=1-738	YKL099C
1242	OG0001242	augustus_masked-mau_s158-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.39&CDS=1-1806	YMR098C
1243	OG0001243	augustus_masked-mau_s158-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.40&CDS=1-1416	YKL108W
1244	OG0001244	augustus_masked-mau_s158-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.57&CDS=1-1509	YKR023W
1245	OG0001245	genemark-mau_s158-processed-gene-0.9-mRNA-1_1&gene=genemark-mau_s158-processed-gene-0.9&CDS=1-1440	YJL106W
1246	OG0001246	genemark-mau_s158-processed-gene-0.10-mRNA-1_1&gene=genemark-mau_s158-processed-gene-0.10&CDS=1-909	YGR127W
1247	OG0001247	augustus_masked-mau_s158-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.43&CDS=1-996	YPR147C
1248	OG0001248	maker-mau_s158-augustus-gene-0.69-mRNA-1_1&gene=maker-mau_s158-augustus-gene-0.69&CDS=1-2460	YBR034C
1249	OG0001249	augustus_masked-mau_s158-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.46&CDS=1-381	YCL033C
1250	OG0001250	augustus_masked-mau_s158-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.58&CDS=1-945	YDL015C
1251	OG0001251	augustus_masked-mau_s158-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.47&CDS=1-450	YOR298C-A
1252	OG0001252	genemark-mau_s158-processed-gene-0.28-mRNA-1_1&gene=genemark-mau_s158-processed-gene-0.28&CDS=1-6000	YJL109C
1253	OG0001253	augustus_masked-mau_s158-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.49&CDS=1-210	YBL071W-A
1254	OG0001254	augustus_masked-mau_s158-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.51&CDS=1-690	YAR008W
1255	OG0001255	augustus_masked-mau_s158-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-0.64&CDS=1-2778	YJL154C
1256	OG0001256	augustus_masked-mau_s158-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.49&CDS=1-5532	YNL242W
1257	OG0001257	augustus_masked-mau_s158-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.50&CDS=1-1260	YKR063C
1258	OG0001258	augustus_masked-mau_s158-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.47&CDS=1-1410	YAL010C
1259	OG0001259	augustus_masked-mau_s158-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.48&CDS=1-1089	YPL118W
1260	OG0001260	augustus_masked-mau_s158-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.52&CDS=1-2499	YAL011W
1261	OG0001261	maker-mau_s158-augustus-gene-1.92-mRNA-1_1&gene=maker-mau_s158-augustus-gene-1.92&CDS=1-1950	YOR202W
1262	OG0001262	augustus_masked-mau_s158-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.74&CDS=1-1254	YHR016C
1263	OG0001263	augustus_masked-mau_s158-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.55&CDS=1-1671	YEL013W
1264	OG0001264	augustus_masked-mau_s158-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.75&CDS=1-1347	YJL049W
1265	OG0001265	augustus_masked-mau_s158-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.76&CDS=1-975	YGL091C
1266	OG0001266	augustus_masked-mau_s158-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.77&CDS=1-4218	YGL092W
1267	OG0001267	augustus_masked-mau_s158-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.57&CDS=1-2112	YFR029W
1268	OG0001268	augustus_masked-mau_s158-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.58&CDS=1-1479	YGR155W
1269	OG0001269	augustus_masked-mau_s158-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.80&CDS=1-867	YGL043W
1270	OG0001270	augustus_masked-mau_s158-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.59&CDS=1-714	YGL044C
1271	OG0001271	genemark-mau_s158-processed-gene-1.17-mRNA-1_1&gene=genemark-mau_s158-processed-gene-1.17&CDS=1-3480	YPR022C
1272	OG0001272	augustus_masked-mau_s158-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.81&CDS=1-783	YER126C
1273	OG0001273	augustus_masked-mau_s158-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.64&CDS=1-1038	YER127W
1274	OG0001274	augustus_masked-mau_s158-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.83&CDS=1-1347	YGL175C
1275	OG0001275	augustus_masked-mau_s158-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.65&CDS=1-1401	YGL172W
1276	OG0001276	augustus_masked-mau_s158-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.66&CDS=1-846	YGL174W
1277	OG0001277	augustus_masked-mau_s158-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.84&CDS=1-2151	YPR021C
1278	OG0001278	augustus_masked-mau_s158-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.67&CDS=1-288	YLL018C-A
1279	OG0001279	snap_masked-mau_s158-processed-gene-1.134-mRNA-1_1&gene=snap_masked-mau_s158-processed-gene-1.134&CDS=1-4365	YGL173C
1280	OG0001280	genemark-mau_s158-processed-gene-1.23-mRNA-1_1&gene=genemark-mau_s158-processed-gene-1.23&CDS=1-1896	YLL019C
1281	OG0001281	augustus_masked-mau_s158-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.87&CDS=1-531	YBR217W
1282	OG0001282	augustus_masked-mau_s158-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.88&CDS=1-1134	YBR215W
1283	OG0001283	augustus_masked-mau_s158-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.89&CDS=1-1398	YGL059W
1284	OG0001284	augustus_masked-mau_s158-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.41&CDS=1-501	YGL058W
1285	OG0001285	augustus_masked-mau_s158-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.44&CDS=1-3177	YOL098C
1286	OG0001286	augustus_masked-mau_s158-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.45&CDS=1-2352	YDL028C
1287	OG0001287	maker-mau_s158-augustus-gene-2.84-mRNA-1_1&gene=maker-mau_s158-augustus-gene-2.84&CDS=1-1176	YDL029W
1288	OG0001288	augustus_masked-mau_s158-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.60&CDS=1-1110	YJL125C
1289	OG0001289	augustus_masked-mau_s158-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.46&CDS=1-549	YJL124C
1290	OG0001290	maker-mau_s158-augustus-gene-2.83-mRNA-1_1&gene=maker-mau_s158-augustus-gene-2.83&CDS=1-1782	YPR108W
1291	OG0001291	augustus_masked-mau_s158-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.49&CDS=1-1761	YJR001W
1292	OG0001292	augustus_masked-mau_s158-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.65&CDS=1-1653	YKL116C
1293	OG0001293	augustus_masked-mau_s158-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.66&CDS=1-1779	YOL070C
1294	OG0001294	augustus_masked-mau_s158-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.52&CDS=1-1467	YDR257C
1295	OG0001295	maker-mau_s158-augustus-gene-2.86-mRNA-1_1&gene=maker-mau_s158-augustus-gene-2.86&CDS=1-1698	YDL045W-A
1296	OG0001296	augustus_masked-mau_s158-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.53&CDS=1-3663	YNL273W
1297	OG0001297	augustus_masked-mau_s158-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.72&CDS=1-1473	YEL064C
1298	OG0001298	augustus_masked-mau_s158-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.54&CDS=1-567	YLR068W
1299	OG0001299	augustus_masked-mau_s158-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.73&CDS=1-1797	YLR253W
1300	OG0001300	augustus_masked-mau_s158-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.55&CDS=1-309	YLR147C
1301	OG0001301	augustus_masked-mau_s158-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.75&CDS=1-1464	YPL091W
1302	OG0001302	augustus_masked-mau_s158-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.115&CDS=1-777	YOL067C
1303	OG0001303	augustus_masked-mau_s158-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.119&CDS=1-819	YDL045C
1304	OG0001304	augustus_masked-mau_s158-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.120&CDS=1-729	YDL043C
1305	OG0001305	augustus_masked-mau_s158-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.121&CDS=1-573	YDR373W
1306	OG0001306	augustus_masked-mau_s158-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.117&CDS=1-417	YOL071W
1307	OG0001307	augustus_masked-mau_s158-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.118&CDS=1-1146	YLR181C
1308	OG0001308	augustus_masked-mau_s158-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.140&CDS=1-882	YDR087C
1309	OG0001309	maker-mau_s158-augustus-gene-3.0-mRNA-1_1&gene=maker-mau_s158-augustus-gene-3.0&CDS=1-201	YDR086C
1310	OG0001310	augustus_masked-mau_s158-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.123&CDS=1-1137	YBR234C
1311	OG0001311	augustus_masked-mau_s158-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.125&CDS=1-1659	YBR196C
1312	OG0001312	augustus_masked-mau_s158-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.126&CDS=1-417	YML108W
1313	OG0001313	augustus_masked-mau_s158-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.127&CDS=1-465	YIL062C
1314	OG0001314	augustus_masked-mau_s158-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.128&CDS=1-954	YHR104W
1315	OG0001315	augustus_masked-mau_s158-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.129&CDS=1-1968	YFL027C
1316	OG0001316	augustus_masked-mau_s158-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.149&CDS=1-1908	YLR055C
1317	OG0001317	augustus_masked-mau_s158-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.150&CDS=1-456	YKL067W
1318	OG0001318	augustus_masked-mau_s158-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.151&CDS=1-963	YFL028C
1319	OG0001319	augustus_masked-mau_s158-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.152&CDS=1-2946	YMR125W
1320	OG0001320	augustus_masked-mau_s158-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.153&CDS=1-1803	YCR061W
1321	OG0001321	augustus_masked-mau_s158-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.154&CDS=1-2484	YNL161W
1322	OG0001322	augustus_masked-mau_s158-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.132&CDS=1-1467	YDR470C
1323	OG0001323	augustus_masked-mau_s158-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.133&CDS=1-1581	YOR132W
1324	OG0001324	augustus_masked-mau_s158-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.155&CDS=1-675	YHR008C
1325	OG0001325	augustus_masked-mau_s158-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.156&CDS=1-597	YKR035W-A
1326	OG0001326	augustus_masked-mau_s158-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.135&CDS=1-2313	YKL134C
1327	OG0001327	augustus_masked-mau_s158-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.136&CDS=1-1356	YHR011W
1328	OG0001328	augustus_masked-mau_s158-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.163&CDS=1-1524	YBR288C
1329	OG0001329	augustus_masked-mau_s158-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.138&CDS=1-1305	YGR110W
1330	OG0001330	maker-mau_s158-snap-gene-3.114-mRNA-1_1&gene=maker-mau_s158-snap-gene-3.114&CDS=1-2634	YPR066W
1331	OG0001331	augustus_masked-mau_s158-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.167&CDS=1-264	YOR159C
1332	OG0001332	augustus_masked-mau_s158-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.139&CDS=1-9696	YDR457W
1333	OG0001333	augustus_masked-mau_s158-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.168&CDS=1-717	YBR096W
1334	OG0001334	augustus_masked-mau_s159-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.2&CDS=1-675	YJL218W
1335	OG0001335	augustus_masked-mau_s159-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.3&CDS=1-966	YGL198W
1336	OG0001336	augustus_masked-mau_s159-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.13&CDS=1-1875	YMR278W
1337	OG0001337	augustus_masked-mau_s159-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.14&CDS=1-1479	YLL036C
1338	OG0001338	maker-mau_s159-snap-gene-0.41-mRNA-1_1&gene=maker-mau_s159-snap-gene-0.41&CDS=1-1002	YLR414C
1339	OG0001339	augustus_masked-mau_s159-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.17&CDS=1-2451	YMR277W
1340	OG0001340	augustus_masked-mau_s159-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.18&CDS=1-1989	YML114C
1341	OG0001341	augustus_masked-mau_s159-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.19&CDS=1-1053	YMR276W
1342	OG0001342	augustus_masked-mau_s159-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.21&CDS=1-1527	YKL185W
1343	OG0001343	snap_masked-mau_s159-processed-gene-0.92-mRNA-1_1&gene=snap_masked-mau_s159-processed-gene-0.92&CDS=1-540	YKL186C
1344	OG0001344	augustus_masked-mau_s159-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.24&CDS=1-2721	YPL249C
1345	OG0001345	augustus_masked-mau_s159-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.28&CDS=1-1251	YPL248C
1346	OG0001346	genemark-mau_s159-processed-gene-0.77-mRNA-1_1&gene=genemark-mau_s159-processed-gene-0.77&CDS=1-4452	YMR190C
1347	OG0001347	augustus_masked-mau_s159-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.6&CDS=1-8175	YGL195W
1348	OG0001348	augustus_masked-mau_s159-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.7&CDS=1-1194	YHL024W
1349	OG0001349	augustus_masked-mau_s159-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.9&CDS=1-2493	YNL186W
1350	OG0001350	augustus_masked-mau_s159-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.35&CDS=1-621	YBL049W
1351	OG0001351	maker-mau_s159-snap-gene-0.43-mRNA-1_1&gene=maker-mau_s159-snap-gene-0.43&CDS=1-1017	YNL177C
1352	OG0001352	augustus_masked-mau_s159-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.38&CDS=1-630	YDL212W
1353	OG0001353	genemark-mau_s159-processed-gene-0.85-mRNA-1_1&gene=genemark-mau_s159-processed-gene-0.85&CDS=1-732	YDL213C
1354	OG0001354	augustus_masked-mau_s16-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.27&CDS=1-4743	YPL242C
1355	OG0001355	augustus_masked-mau_s16-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.39&CDS=1-1962	YLR429W
1356	OG0001356	augustus_masked-mau_s16-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.43&CDS=1-2223	YNR008W
1357	OG0001357	augustus_masked-mau_s16-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.44&CDS=1-1011	YNR007C
1358	OG0001358	augustus_masked-mau_s16-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.31&CDS=1-648	YMR202W
1359	OG0001359	augustus_masked-mau_s16-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.34&CDS=1-732	YMR200W
1360	OG0001360	augustus_masked-mau_s165-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.83&CDS=1-1674	YFR028C
1361	OG0001361	augustus_masked-mau_s165-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.62&CDS=1-813	YDR064W
1362	OG0001362	augustus_masked-mau_s165-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.84&CDS=1-456	YMR260C
1363	OG0001363	augustus_masked-mau_s165-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.63&CDS=1-930	YML112W
1364	OG0001364	augustus_masked-mau_s165-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.64&CDS=1-990	YMR262W
1365	OG0001365	augustus_masked-mau_s165-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.86&CDS=1-744	YDR050C
1366	OG0001366	maker-mau_s165-snap-gene-0.58-mRNA-1_1&gene=maker-mau_s165-snap-gene-0.58&CDS=1-969	YDR051C
1367	OG0001367	augustus_masked-mau_s165-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.89&CDS=1-906	YBR061C
1368	OG0001368	augustus_masked-mau_s165-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.66&CDS=1-777	YDR041W
1369	OG0001369	genemark-mau_s165-processed-gene-0.135-mRNA-1_1&gene=genemark-mau_s165-processed-gene-0.135&CDS=1-1092	YGR286C
1370	OG0001370	augustus_masked-mau_s165-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.68&CDS=1-1698	YDR232W
1371	OG0001371	augustus_masked-mau_s165-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.69&CDS=1-2499	YNL126W
1372	OG0001372	augustus_masked-mau_s165-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.70&CDS=1-846	YOR100C
1373	OG0001373	maker-mau_s165-augustus-gene-0.47-mRNA-1_1&gene=maker-mau_s165-augustus-gene-0.47&CDS=1-678	YOR332W
1374	OG0001374	augustus_masked-mau_s165-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.73&CDS=1-1089	YAL034W-A
1375	OG0001375	augustus_masked-mau_s165-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.74&CDS=1-1071	YNR015W
1376	OG0001376	augustus_masked-mau_s165-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.97&CDS=1-621	YNR017W
1377	OG0001377	maker-mau_s165-augustus-gene-0.49-mRNA-1_1&gene=maker-mau_s165-augustus-gene-0.49&CDS=1-840	YCR059C
1378	OG0001378	augustus_masked-mau_s165-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.77&CDS=1-2775	YCR057C
1379	OG0001379	augustus_masked-mau_s165-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.78&CDS=1-2085	YFR015C
1380	OG0001380	maker-mau_s165-augustus-gene-0.50-mRNA-1_1&gene=maker-mau_s165-augustus-gene-0.50&CDS=1-435	YER112W
1381	OG0001381	genemark-mau_s165-processed-gene-0.144-mRNA-1_1&gene=genemark-mau_s165-processed-gene-0.144&CDS=1-1161	YBL086C
1382	OG0001382	augustus_masked-mau_s165-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.102&CDS=1-636	YHR122W
1383	OG0001383	augustus_masked-mau_s165-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.103&CDS=1-336	YNL135C
1384	OG0001384	augustus_masked-mau_s165-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.215&CDS=1-1668	YLR392C
1385	OG0001385	augustus_masked-mau_s165-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.217&CDS=1-1080	YNL128W
1386	OG0001386	augustus_masked-mau_s165-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.220&CDS=1-618	YHR121W
