	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035301_Pichia_terricola
1320	OG0001320	YFR032C-A	snap_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.132&CDS=1-189
1321	OG0001321	YFR033C	genemark-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.38&CDS=1-336
1322	OG0001322	YFR034C	augustus_masked-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.95&CDS=1-1512
1323	OG0001323	YFR037C	maker-NODE_18_length_188892_cov_15.7508_ID_5326-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_18_length_188892_cov_15.7508_ID_5326-snap-gene-0.3&CDS=1-3102
1324	OG0001324	YFR038W	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.110&CDS=1-2301
1325	OG0001325	YFR041C	augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.184&CDS=1-1077
1326	OG0001326	YFR044C	genemark-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.71&CDS=1-1455
1327	OG0001327	YFR045W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.79&CDS=1-1035
1328	OG0001328	YFR047C	snap_masked-NODE_61_length_60079_cov_29.0154_ID_7080-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_61_length_60079_cov_29.0154_ID_7080-processed-gene-0.15&CDS=1-873
1329	OG0001329	YFR048W	genemark-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.46&CDS=1-2079
1330	OG0001330	YFR049W	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.134&CDS=1-261
1331	OG0001331	YFR050C	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.102&CDS=1-828
1332	OG0001332	YFR051C	maker-NODE_45_length_81976_cov_14.3954_ID_2941-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_45_length_81976_cov_14.3954_ID_2941-augustus-gene-0.77&CDS=1-1956
1333	OG0001333	YFR052W	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.66&CDS=1-816
1334	OG0001334	YGL001C	augustus_masked-NODE_75_length_31043_cov_16.7754_ID_7635-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_75_length_31043_cov_16.7754_ID_7635-processed-gene-0.6&CDS=1-1050
1335	OG0001335	YGL003C	maker-NODE_14_length_212763_cov_20.3796_ID_11122-augustus-gene-1.192-mRNA-1_1&gene=maker-NODE_14_length_212763_cov_20.3796_ID_11122-augustus-gene-1.192&CDS=1-4098
1336	OG0001336	YGL004C	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.138&CDS=1-1269
1337	OG0001337	YGL006W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.139&CDS=1-3714
1338	OG0001338	YGL009C	genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.52-mRNA-1_1&gene=genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.52&CDS=1-2307
1339	OG0001339	YGL011C	augustus_masked-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.57&CDS=1-756
1340	OG0001340	YGL012W	augustus_masked-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.82&CDS=1-1365
1341	OG0001341	YGL016W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.140&CDS=1-3078
1342	OG0001342	YGL018C	genemark-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.66&CDS=1-528
1343	OG0001343	YGL019W	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.95&CDS=1-924
1344	OG0001344	YGL022W	augustus_masked-NODE_24_length_149241_cov_17.0227_ID_4700-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_24_length_149241_cov_17.0227_ID_4700-processed-gene-0.169&CDS=1-2406
1345	OG0001345	YGL026C	augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.58&CDS=1-2100
1346	OG0001346	YGL027C	augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.60&CDS=1-2409
1347	OG0001347	YGL028C	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.36&CDS=1-2169
1348	OG0001348	YGL030W	maker-NODE_7_length_284069_cov_18.2518_ID_6949-snap-gene-1.6-mRNA-1_1&gene=maker-NODE_7_length_284069_cov_18.2518_ID_6949-snap-gene-1.6&CDS=1-1449
1349	OG0001349	YGL037C	augustus_masked-NODE_71_length_38000_cov_16.5763_ID_7406-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_71_length_38000_cov_16.5763_ID_7406-processed-gene-0.25&CDS=1-696
1350	OG0001350	YGL040C	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-1.70&CDS=1-1032
1351	OG0001351	YGL043W	genemark-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.28&CDS=1-903
1352	OG0001352	YGL047W	augustus_masked-NODE_32_length_126459_cov_15.3937_ID_4335-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_32_length_126459_cov_15.3937_ID_4335-processed-gene-0.128&CDS=1-609
1353	OG0001353	YGL048C	snap_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.5&CDS=1-1233
1354	OG0001354	YGL050W	augustus_masked-NODE_58_length_60429_cov_17.2087_ID_5852-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_58_length_60429_cov_17.2087_ID_5852-processed-gene-0.2&CDS=1-870
1355	OG0001355	YGL055W	augustus_masked-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.57&CDS=1-1464
1356	OG0001356	YGL058W	augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.33&CDS=1-537
1357	OG0001357	YGL059W	augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.158&CDS=1-1392
1358	OG0001358	YGL062W	augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-1.102&CDS=1-3534
1359	OG0001359	YGL064C	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-0.12&CDS=1-1590
1360	OG0001360	YGL065C	genemark-NODE_48_length_80279_cov_16.5054_ID_4794-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_48_length_80279_cov_16.5054_ID_4794-processed-gene-0.51&CDS=1-1410
1361	OG0001361	YGL067W	genemark-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.51&CDS=1-1239
1362	OG0001362	YGL068W	augustus_masked-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.209&CDS=1-507
1363	OG0001363	YGL070C	augustus_masked-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.176&CDS=1-339
1364	OG0001364	YGL073W	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.141&CDS=1-2559
1365	OG0001365	YGL078C	maker-NODE_29_length_134260_cov_32.1059_ID_4476-snap-gene-0.184-mRNA-1_1&gene=maker-NODE_29_length_134260_cov_32.1059_ID_4476-snap-gene-0.184&CDS=1-2736
1366	OG0001366	YGL079W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.55&CDS=1-627
1367	OG0001367	YGL080W	augustus_masked-NODE_63_length_56225_cov_20.5534_ID_6039-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_63_length_56225_cov_20.5534_ID_6039-processed-gene-0.24&CDS=1-354
1368	OG0001368	YGL083W	augustus_masked-NODE_104_length_7813_cov_15.7036_ID_9771-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_104_length_7813_cov_15.7036_ID_9771-processed-gene-0.4&CDS=1-2436
1369	OG0001369	YGL084C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.37&CDS=1-1710
1370	OG0001370	YGL085W	genemark-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.56&CDS=1-750
1371	OG0001371	YGL087C	augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.62&CDS=1-414
1372	OG0001372	YGL091C	augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.31&CDS=1-981
1373	OG0001373	YGL094C	maker-NODE_17_length_195790_cov_13.1745_ID_5918-augustus-gene-0.162-mRNA-1_1&gene=maker-NODE_17_length_195790_cov_13.1745_ID_5918-augustus-gene-0.162&CDS=1-6318
1374	OG0001374	YGL095C	genemark-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.51&CDS=1-1752
1375	OG0001375	YGL097W	augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.75&CDS=1-1491
1376	OG0001376	YGL098W	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-0.9&CDS=1-792
1377	OG0001377	YGL099W	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.98&CDS=1-2139
1378	OG0001378	YGL100W	genemark-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.26&CDS=1-957
1379	OG0001379	YGL103W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.108&CDS=1-441
1380	OG0001380	YGL106W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.111&CDS=1-417
1381	OG0001381	YGL110C	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.89&CDS=1-1947
1382	OG0001382	YGL111W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.116&CDS=1-1308
1383	OG0001383	YGL112C	augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.181&CDS=1-1581
1384	OG0001384	YGL114W	augustus_masked-NODE_53_length_74550_cov_16.8246_ID_6659-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_53_length_74550_cov_16.8246_ID_6659-processed-gene-0.41&CDS=1-2172
1385	OG0001385	YGL115W	augustus_masked-NODE_53_length_74550_cov_16.8246_ID_6659-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_53_length_74550_cov_16.8246_ID_6659-processed-gene-0.40&CDS=1-990
1386	OG0001386	YGL119W	augustus_masked-NODE_64_length_53748_cov_17.0975_ID_6053-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_64_length_53748_cov_17.0975_ID_6053-processed-gene-0.67&CDS=1-1737
1387	OG0001387	YGL122C	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.45&CDS=1-1536
1388	OG0001388	YGL123W	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-1.49&CDS=1-729
1389	OG0001389	YGL124C	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.73&CDS=1-2151
1390	OG0001390	YGL125W	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.57&CDS=1-1845
1391	OG0001391	YGL126W	genemark-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.40&CDS=1-858
1392	OG0001392	YGL127C	augustus_masked-NODE_45_length_81976_cov_14.3954_ID_2941-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_45_length_81976_cov_14.3954_ID_2941-processed-gene-0.24&CDS=1-528
1393	OG0001393	YGL129C	augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.93&CDS=1-1386
1394	OG0001394	YGL130W	augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.81&CDS=1-1434
1395	OG0001395	YGL131C	augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.92&CDS=1-5448
1396	OG0001396	YGL136C	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.89&CDS=1-999
1397	OG0001397	YGL137W	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.102&CDS=1-2646
1398	OG0001398	YGL140C	augustus_masked-NODE_64_length_53748_cov_17.0975_ID_6053-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_64_length_53748_cov_17.0975_ID_6053-processed-gene-0.56&CDS=1-3201
1399	OG0001399	YGL141W	augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.186&CDS=1-3063
1400	OG0001400	YGL142C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-5.105&CDS=1-1530
1401	OG0001401	YGL143C	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.134&CDS=1-1347
1402	OG0001402	YGL148W	augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.50&CDS=1-1122
1403	OG0001403	YGL150C	genemark-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.63&CDS=1-3999
1404	OG0001404	YGL153W	augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.27&CDS=1-1110
1405	OG0001405	YGL155W	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-1.63&CDS=1-1065
1406	OG0001406	YGL156W	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.63&CDS=1-3429
1407	OG0001407	YGL159W	augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.192&CDS=1-1020
1408	OG0001408	YGL160W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.45&CDS=1-1563
1409	OG0001409	YGL161C	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.105&CDS=1-816
1410	OG0001410	YGL164C	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.74&CDS=1-1281
1411	OG0001411	YGL167C	augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.6&CDS=1-2814
1412	OG0001412	YGL169W	genemark-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.23&CDS=1-1134
1413	OG0001413	YGL171W	augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.184&CDS=1-1683
1414	OG0001414	YGL172W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.26&CDS=1-1707
1415	OG0001415	YGL173C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.49&CDS=1-4611
1416	OG0001416	YGL174W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.25&CDS=1-849
1417	OG0001417	YGL178W	augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.139&CDS=1-1782
1418	OG0001418	YGL179C	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.117&CDS=1-3768
1419	OG0001419	YGL180W	augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.53&CDS=1-2514
1420	OG0001420	YGL181W	augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.52&CDS=1-1398
1421	OG0001421	YGL184C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.17&CDS=1-1170
1422	OG0001422	YGL185C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.16&CDS=1-1119
1423	OG0001423	YGL186C	maker-NODE_45_length_81976_cov_14.3954_ID_2941-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_45_length_81976_cov_14.3954_ID_2941-snap-gene-0.0&CDS=1-3351
1424	OG0001424	YGL187C	snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.97&CDS=1-456
1425	OG0001425	YGL190C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.33&CDS=1-1458
1426	OG0001426	YGL192W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-3.14&CDS=1-2262
1427	OG0001427	YGL194C	genemark-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.127&CDS=1-1407
1428	OG0001428	YGL195W	maker-NODE_5_length_348002_cov_16.5598_ID_11580-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_5_length_348002_cov_16.5598_ID_11580-augustus-gene-2.1&CDS=1-9891
1429	OG0001429	YGL196W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.73&CDS=1-1263
1430	OG0001430	YGL198W	augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-0.13&CDS=1-1074
1431	OG0001431	YGL200C	augustus_masked-NODE_57_length_64012_cov_18.7946_ID_7270-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_57_length_64012_cov_18.7946_ID_7270-processed-gene-0.39&CDS=1-603
1432	OG0001432	YGL201C	augustus_masked-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.216&CDS=1-2973
1433	OG0001433	YGL202W	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.115&CDS=1-1422
1434	OG0001434	YGL203C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-2.24&CDS=1-2379
1435	OG0001435	YGL205W	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.114&CDS=1-2097
1436	OG0001436	YGL206C	augustus_masked-NODE_32_length_126459_cov_15.3937_ID_4335-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_32_length_126459_cov_15.3937_ID_4335-processed-gene-0.130&CDS=1-4989
