	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035045_Barnettozyma_hawaiiensis
1354	OG0001354	YER140W	snap_masked-flattened_line_12-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.74&CDS=1-1623
1355	OG0001355	YER141W	maker-flattened_line_12-snap-gene-1.177-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.177&CDS=1-1812
1356	OG0001356	YER142C	snap_masked-flattened_line_26-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.126&CDS=1-798
1357	OG0001357	YER143W	snap_masked-flattened_line_26-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.142&CDS=1-1098
1358	OG0001358	YER145C	snap_masked-flattened_line_88-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.42&CDS=1-1194
1359	OG0001359	YER146W	snap_masked-flattened_line_26-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.2&CDS=1-228
1360	OG0001360	YER148W	snap_masked-flattened_line_12-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.107&CDS=1-708
1361	OG0001361	YER150W	snap_masked-flattened_line_72-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.43&CDS=1-522
1362	OG0001362	YER151C	snap_masked-flattened_line_12-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.84&CDS=1-2646
1363	OG0001363	YER152C	genemark-flattened_line_72-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.144&CDS=1-1302
1364	OG0001364	YER154W	augustus_masked-flattened_line_72-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.59&CDS=1-1161
1365	OG0001365	YER155C	genemark-flattened_line_72-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.146&CDS=1-6546
1366	OG0001366	YER157W	maker-flattened_line_72-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.105&CDS=1-2427
1367	OG0001367	YER159C	snap_masked-flattened_line_38-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.149&CDS=1-294
1368	OG0001368	YER162C	snap_masked-flattened_line_0-processed-gene-4.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.105&CDS=1-2997
1369	OG0001369	YER163C	snap_masked-flattened_line_0-processed-gene-4.102-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.102&CDS=1-675
1370	OG0001370	YER164W	snap_masked-flattened_line_10-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.161&CDS=1-4389
1371	OG0001371	YER165W	snap_masked-flattened_line_0-processed-gene-4.122-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.122&CDS=1-1893
1372	OG0001372	YER168C	snap_masked-flattened_line_82-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.72&CDS=1-1548
1373	OG0001373	YER169W	genemark-flattened_line_92-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.86&CDS=1-2211
1374	OG0001374	YER171W	snap_masked-flattened_line_82-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.73&CDS=1-2352
1375	OG0001375	YER173W	snap_masked-flattened_line_92-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.2&CDS=1-2040
1376	OG0001376	YER177W	snap_masked-flattened_line_62-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.166&CDS=1-753
1377	OG0001377	YER178W	maker-flattened_line_62-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.4&CDS=1-4872
1378	OG0001378	YER179W	maker-flattened_line_0-augustus-gene-8.109-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.109&CDS=1-984
1379	OG0001379	YER180C-A	snap_masked-flattened_line_28-processed-gene-1.214-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.214&CDS=1-324
1380	OG0001380	YER182W	snap_masked-flattened_line_96-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.61&CDS=1-774
1381	OG0001381	YER183C	snap_masked-flattened_line_96-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.45&CDS=1-660
1382	OG0001382	YFL001W	genemark-flattened_line_90-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.25&CDS=1-1254
1383	OG0001383	YFL002C	snap_masked-flattened_line_90-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.48&CDS=1-1776
1384	OG0001384	YFL003C	genemark-flattened_line_14-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.39&CDS=1-2391
1385	OG0001385	YFL005W	snap_masked-flattened_line_0-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.58&CDS=1-609
1386	OG0001386	YFL007W	snap_masked-flattened_line_60-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.110&CDS=1-6336
1387	OG0001387	YFL008W	snap_masked-flattened_line_26-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.99&CDS=1-3678
1388	OG0001388	YFL010C	snap_masked-flattened_line_0-processed-gene-2.102-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.102&CDS=1-582
1389	OG0001389	YFL013C	snap_masked-flattened_line_124-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.10&CDS=1-1830
1390	OG0001390	YFL014W	snap_masked-flattened_line_20-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.23&CDS=1-345
1391	OG0001391	YFL016C	snap_masked-flattened_line_2-processed-gene-4.210-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.210&CDS=1-1539
1392	OG0001392	YFL017C	snap_masked-flattened_line_94-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.4&CDS=1-489
1393	OG0001393	YFL017W-A	snap_masked-flattened_line_94-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.29&CDS=1-213
1394	OG0001394	YFL018C	snap_masked-flattened_line_22-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.17&CDS=1-1470
1395	OG0001395	YFL022C	snap_masked-flattened_line_2-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.106&CDS=1-1488
1396	OG0001396	YFL023W	augustus_masked-flattened_line_24-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.200&CDS=1-2562
1397	OG0001397	YFL024C	snap_masked-flattened_line_98-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.13&CDS=1-2262
1398	OG0001398	YFL025C	snap_masked-flattened_line_22-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.18&CDS=1-2829
1399	OG0001399	YFL026W	snap_masked-flattened_line_22-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.55&CDS=1-1194
1400	OG0001400	YFL027C	snap_masked-flattened_line_20-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.40&CDS=1-1164
1401	OG0001401	YFL028C	snap_masked-flattened_line_20-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.41&CDS=1-966
1402	OG0001402	YFL029C	snap_masked-flattened_line_20-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.86&CDS=1-1008
1403	OG0001403	YFL030W	snap_masked-flattened_line_0-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.133&CDS=1-1263
1404	OG0001404	YFL031W	snap_masked-flattened_line_56-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.76&CDS=1-987
1405	OG0001405	YFL033C	genemark-flattened_line_2-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.162&CDS=1-5046
1406	OG0001406	YFL034C-B	snap_masked-flattened_line_4-processed-gene-3.189-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.189&CDS=1-843
1407	OG0001407	YFL034W	snap_masked-flattened_line_0-processed-gene-3.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.57&CDS=1-2799
1408	OG0001408	YFL036W	snap_masked-flattened_line_4-processed-gene-3.126-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.126&CDS=1-4047
1409	OG0001409	YFL037W	maker-flattened_line_4-snap-gene-3.115-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.115&CDS=1-1347
1410	OG0001410	YFL038C	maker-flattened_line_4-augustus-gene-3.228-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.228&CDS=1-1446
1411	OG0001411	YFL039C	snap_masked-flattened_line_18-processed-gene-1.167-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.167&CDS=1-1128
1412	OG0001412	YFL040W	maker-flattened_line_10-snap-gene-0.48-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.48&CDS=1-1905
1413	OG0001413	YFL042C	snap_masked-flattened_line_24-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.73&CDS=1-2586
1414	OG0001414	YFL044C	snap_masked-flattened_line_98-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.18&CDS=1-798
1415	OG0001415	YFL045C	snap_masked-flattened_line_98-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.5&CDS=1-750
1416	OG0001416	YFL046W	snap_masked-flattened_line_98-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.4&CDS=1-561
1417	OG0001417	YFL054C	snap_masked-flattened_line_6-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.165&CDS=1-1209
1418	OG0001418	YFL055W	snap_masked-flattened_line_30-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.130&CDS=1-1647
1419	OG0001419	YFR001W	maker-flattened_line_18-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.0&CDS=1-1176
1420	OG0001420	YFR002W	genemark-flattened_line_6-processed-gene-2.213-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.213&CDS=1-4983
1421	OG0001421	YFR005C	snap_masked-flattened_line_46-processed-gene-0.230-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.230&CDS=1-1410
1422	OG0001422	YFR006W	snap_masked-flattened_line_20-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.17&CDS=1-1401
1423	OG0001423	YFR007W	snap_masked-flattened_line_80-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.13&CDS=1-1116
1424	OG0001424	YFR009W	snap_masked-flattened_line_2-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.61&CDS=1-2259
1425	OG0001425	YFR010W	snap_masked-flattened_line_0-processed-gene-8.157-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.157&CDS=1-1419
1426	OG0001426	YFR011C	snap_masked-flattened_line_0-processed-gene-8.117-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.117&CDS=1-453
1427	OG0001427	YFR015C	snap_masked-flattened_line_10-processed-gene-2.223-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.223&CDS=1-2052
1428	OG0001428	YFR016C	snap_masked-flattened_line_2-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.59&CDS=1-2505
1429	OG0001429	YFR019W	genemark-flattened_line_42-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.34&CDS=1-5670
1430	OG0001430	YFR024C-A	maker-flattened_line_96-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.0&CDS=1-1284
1431	OG0001431	YFR025C	snap_masked-flattened_line_0-processed-gene-8.170-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.170&CDS=1-963
1432	OG0001432	YFR027W	snap_masked-flattened_line_42-processed-gene-0.259-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.259&CDS=1-798
1433	OG0001433	YFR028C	snap_masked-flattened_line_0-processed-gene-3.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.100&CDS=1-1587
1434	OG0001434	YFR029W	snap_masked-flattened_line_36-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.123&CDS=1-2433
1435	OG0001435	YFR030W	snap_masked-flattened_line_8-processed-gene-2.284-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.284&CDS=1-3183
1436	OG0001436	YFR031C	snap_masked-flattened_line_8-processed-gene-2.239-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.239&CDS=1-3507
1437	OG0001437	YFR032C	maker-flattened_line_8-snap-gene-2.198-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.198&CDS=1-1056
1438	OG0001438	YFR034C	snap_masked-flattened_line_8-processed-gene-2.233-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.233&CDS=1-1650
1439	OG0001439	YFR041C	augustus_masked-flattened_line_12-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.95&CDS=1-855
1440	OG0001440	YFR044C	snap_masked-flattened_line_12-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.160&CDS=1-1434
1441	OG0001441	YFR045W	snap_masked-flattened_line_4-processed-gene-3.210-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.210&CDS=1-1059
1442	OG0001442	YFR047C	snap_masked-flattened_line_42-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.219&CDS=1-891
1443	OG0001443	YFR048W	snap_masked-flattened_line_4-processed-gene-1.162-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.162&CDS=1-1704
1444	OG0001444	YFR049W	snap_masked-flattened_line_14-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.136&CDS=1-339
1445	OG0001445	YFR050C	snap_masked-flattened_line_14-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.135&CDS=1-816
1446	OG0001446	YFR051C	snap_masked-flattened_line_14-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.111&CDS=1-1581
1447	OG0001447	YFR052W	snap_masked-flattened_line_22-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.5&CDS=1-861
1448	OG0001448	YGL001C	snap_masked-flattened_line_114-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.40&CDS=1-1080
1449	OG0001449	YGL003C	snap_masked-flattened_line_36-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.112&CDS=1-1560
1450	OG0001450	YGL004C	snap_masked-flattened_line_110-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.25&CDS=1-1209
1451	OG0001451	YGL005C	snap_masked-flattened_line_110-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.21&CDS=1-951
1452	OG0001452	YGL006W	snap_masked-flattened_line_110-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.31&CDS=1-3621
1453	OG0001453	YGL008C	snap_masked-flattened_line_26-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.102&CDS=1-2700
1454	OG0001454	YGL009C	snap_masked-flattened_line_68-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.110&CDS=1-2358
1455	OG0001455	YGL010W	snap_masked-flattened_line_28-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.69&CDS=1-534
1456	OG0001456	YGL011C	snap_masked-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.16&CDS=1-732
1457	OG0001457	YGL012W	snap_masked-flattened_line_112-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.27&CDS=1-1359
1458	OG0001458	YGL016W	snap_masked-flattened_line_110-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.24&CDS=1-3069
1459	OG0001459	YGL017W	snap_masked-flattened_line_28-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.73&CDS=1-1290
1460	OG0001460	YGL018C	snap_masked-flattened_line_28-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.99&CDS=1-597
1461	OG0001461	YGL019W	snap_masked-flattened_line_28-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.72&CDS=1-726
1462	OG0001462	YGL020C	snap_masked-flattened_line_28-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.98&CDS=1-606
1463	OG0001463	YGL022W	snap_masked-flattened_line_72-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.38&CDS=1-2190
1464	OG0001464	YGL026C	snap_masked-flattened_line_58-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.82&CDS=1-2088
1465	OG0001465	YGL027C	snap_masked-flattened_line_38-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.133&CDS=1-2463
1466	OG0001466	YGL028C	snap_masked-flattened_line_38-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.135&CDS=1-2091
1467	OG0001467	YGL030W	genemark-flattened_line_38-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.43&CDS=1-315
1468	OG0001468	YGL033W	snap_masked-flattened_line_38-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.134&CDS=1-633
1469	OG0001469	YGL036W	augustus_masked-flattened_line_116-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.5&CDS=1-2919
1470	OG0001470	YGL037C	snap_masked-flattened_line_116-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.22&CDS=1-693
1471	OG0001471	YGL040C	snap_masked-flattened_line_0-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.110&CDS=1-1020
1472	OG0001472	YGL043W	maker-flattened_line_16-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.46&CDS=1-906
1473	OG0001473	YGL044C	augustus_masked-flattened_line_62-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.105&CDS=1-2031
1474	OG0001474	YGL045W	snap_masked-flattened_line_116-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.13&CDS=1-2190
1475	OG0001475	YGL047W	snap_masked-flattened_line_12-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.129&CDS=1-546
1476	OG0001476	YGL048C	snap_masked-flattened_line_12-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.107&CDS=1-1188
1477	OG0001477	YGL050W	snap_masked-flattened_line_36-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.115&CDS=1-777
1478	OG0001478	YGL054C	snap_masked-flattened_line_90-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.62&CDS=1-402
1479	OG0001479	YGL055W	snap_masked-flattened_line_32-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.148&CDS=1-1467
1480	OG0001480	YGL058W	snap_masked-flattened_line_8-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.88&CDS=1-519
1481	OG0001481	YGL059W	snap_masked-flattened_line_8-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.110&CDS=1-1428
1482	OG0001482	YGL064C	snap_masked-flattened_line_20-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.78&CDS=1-1686
1483	OG0001483	YGL065C	genemark-flattened_line_20-processed-gene-1.183-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.183&CDS=1-1485
1484	OG0001484	YGL066W	snap_masked-flattened_line_20-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.45&CDS=1-1647
1485	OG0001485	YGL068W	snap_masked-flattened_line_74-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.46&CDS=1-477
1486	OG0001486	YGL070C	augustus_masked-flattened_line_74-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.72&CDS=1-357
1487	OG0001487	YGL073W	snap_masked-flattened_line_12-processed-gene-2.175-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.175&CDS=1-1518
1488	OG0001488	YGL077C	snap_masked-flattened_line_2-processed-gene-3.29-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.29&CDS=1-1605
1489	OG0001489	YGL078C	snap_masked-flattened_line_80-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.35&CDS=1-1548
1490	OG0001490	YGL080W	maker-flattened_line_80-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.47&CDS=1-381
1491	OG0001491	YGL083W	snap_masked-flattened_line_36-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.126&CDS=1-2487
1492	OG0001492	YGL084C	snap_masked-flattened_line_106-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.35&CDS=1-1737
1493	OG0001493	YGL085W	maker-flattened_line_106-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_106-augustus-gene-0.0&CDS=1-2772
1494	OG0001494	YGL087C	snap_masked-flattened_line_106-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.36&CDS=1-417
1495	OG0001495	YGL091C	genemark-flattened_line_54-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.21&CDS=1-990
1496	OG0001496	YGL094C	maker-flattened_line_78-snap-gene-0.84-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.84&CDS=1-3318
1497	OG0001497	YGL095C	snap_masked-flattened_line_78-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.8&CDS=1-1845
1498	OG0001498	YGL097W	snap_masked-flattened_line_24-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.132&CDS=1-1434
1499	OG0001499	YGL098W	snap_masked-flattened_line_74-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.53&CDS=1-726
1500	OG0001500	YGL099W	genemark-flattened_line_54-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.0&CDS=1-1872
1501	OG0001501	YGL100W	snap_masked-flattened_line_40-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.179&CDS=1-1038
1502	OG0001502	YGL103W	maker-flattened_line_40-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.7&CDS=1-447
1503	OG0001503	YGL106W	genemark-flattened_line_40-processed-gene-0.249-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.249&CDS=1-429
1504	OG0001504	YGL110C	snap_masked-flattened_line_40-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.123&CDS=1-1806
1505	OG0001505	YGL111W	maker-flattened_line_40-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.6&CDS=1-1227
1506	OG0001506	YGL112C	snap_masked-flattened_line_38-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.152&CDS=1-1527
1507	OG0001507	YGL113W	snap_masked-flattened_line_38-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.197&CDS=1-2187
1508	OG0001508	YGL114W	snap_masked-flattened_line_38-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.160&CDS=1-2040
1509	OG0001509	YGL115W	snap_masked-flattened_line_38-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.159&CDS=1-1008
1510	OG0001510	YGL116W	snap_masked-flattened_line_38-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.158&CDS=1-1473
1511	OG0001511	YGL119W	snap_masked-flattened_line_6-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.76&CDS=1-1641
1512	OG0001512	YGL122C	snap_masked-flattened_line_74-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.29&CDS=1-1377
1513	OG0001513	YGL123W	snap_masked-flattened_line_74-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.1&CDS=1-771
1514	OG0001514	YGL126W	snap_masked-flattened_line_70-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.151&CDS=1-867
1515	OG0001515	YGL127C	snap_masked-flattened_line_70-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.183&CDS=1-432
1516	OG0001516	YGL129C	augustus_masked-flattened_line_20-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.139&CDS=1-2322
1517	OG0001517	YGL130W	snap_masked-flattened_line_20-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.9&CDS=1-1389
1518	OG0001518	YGL131C	augustus_masked-flattened_line_20-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.140&CDS=1-3999
1519	OG0001519	YGL136C	snap_masked-flattened_line_20-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.64&CDS=1-906
1520	OG0001520	YGL137W	maker-flattened_line_20-snap-gene-0.43-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.43&CDS=1-2577
1521	OG0001521	YGL140C	genemark-flattened_line_46-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.90&CDS=1-3111
