	OrthologID	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
1378	OG0001378	augustus_masked-bow-b_s282-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-1.169&CDS=1-1890	YKL191W
1379	OG0001379	augustus_masked-bow-b_s283-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s283-processed-gene-0.31&CDS=1-2328	YJR090C
1380	OG0001380	genemark-bow-b_s283-processed-gene-0.5-mRNA-1_1&gene=genemark-bow-b_s283-processed-gene-0.5&CDS=1-1338	YJR084W
1381	OG0001381	genemark-bow-b_s283-processed-gene-0.6-mRNA-1_1&gene=genemark-bow-b_s283-processed-gene-0.6&CDS=1-1191	YPR041W
1382	OG0001382	augustus_masked-bow-b_s283-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s283-processed-gene-0.33&CDS=1-945	YJR093C
1383	OG0001383	augustus_masked-bow-b_s283-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s283-processed-gene-0.27&CDS=1-1431	YDL103C
1384	OG0001384	augustus_masked-bow-b_s283-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s283-processed-gene-0.28&CDS=1-1878	YHL032C
1385	OG0001385	augustus_masked-bow-b_s291-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.10&CDS=1-543	YBL090W
1386	OG0001386	augustus_masked-bow-b_s291-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.11&CDS=1-1497	YNR051C
1387	OG0001387	augustus_masked-bow-b_s291-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.12&CDS=1-660	YDR177W
1388	OG0001388	augustus_masked-bow-b_s291-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.13&CDS=1-8463	YCR093W
1389	OG0001389	augustus_masked-bow-b_s291-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.0&CDS=1-699	YMR132C
1390	OG0001390	augustus_masked-bow-b_s291-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.14&CDS=1-249	YLR038C
1391	OG0001391	augustus_masked-bow-b_s291-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.2&CDS=1-6357	YJL207C
1392	OG0001392	augustus_masked-bow-b_s291-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.17&CDS=1-597	YKL001C
1393	OG0001393	augustus_masked-bow-b_s291-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.4&CDS=1-915	YAR015W
1394	OG0001394	augustus_masked-bow-b_s291-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.18&CDS=1-1821	YAR018C
1395	OG0001395	augustus_masked-bow-b_s292-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.38&CDS=1-504	YBR137W
1396	OG0001396	augustus_masked-bow-b_s292-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.27&CDS=1-252	YPR170W-B
1397	OG0001397	augustus_masked-bow-b_s292-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.39&CDS=1-1044	YJR111C
1398	OG0001398	augustus_masked-bow-b_s292-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.41&CDS=1-2229	YJR110W
1399	OG0001399	augustus_masked-bow-b_s292-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.42&CDS=1-1530	YPR169W
1400	OG0001400	augustus_masked-bow-b_s292-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.43&CDS=1-3456	YAR042W
1401	OG0001401	augustus_masked-bow-b_s292-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.44&CDS=1-1077	YHR069C
1402	OG0001402	augustus_masked-bow-b_s292-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.29&CDS=1-1506	YHR070W
1403	OG0001403	augustus_masked-bow-b_s292-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.30&CDS=1-2526	YLL005C
1404	OG0001404	augustus_masked-bow-b_s292-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.46&CDS=1-1713	YMR088C
1405	OG0001405	augustus_masked-bow-b_s292-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.33&CDS=1-2508	YHR073W
1406	OG0001406	augustus_masked-bow-b_s292-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.50&CDS=1-1245	YDR473C
1407	OG0001407	augustus_masked-bow-b_s292-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.34&CDS=1-1950	YDR386W
1408	OG0001408	augustus_masked-bow-b_s292-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.35&CDS=1-918	YOR158W
1409	OG0001409	augustus_masked-bow-b_s292-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.36&CDS=1-2070	YML031W
1410	OG0001410	augustus_masked-bow-b_s292-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.51&CDS=1-1941	YDR456W
1411	OG0001411	augustus_masked-bow-b_s292-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-0.37&CDS=1-1356	YOR307C
1412	OG0001412	augustus_masked-bow-b_s292-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.83&CDS=1-912	YMR241W
1413	OG0001413	augustus_masked-bow-b_s292-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.84&CDS=1-660	YDR410C
1414	OG0001414	augustus_masked-bow-b_s292-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.85&CDS=1-525	YLR370C
1415	OG0001415	augustus_masked-bow-b_s292-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.87&CDS=1-981	YLR372W
1416	OG0001416	augustus_masked-bow-b_s292-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.89&CDS=1-735	YBR096W
1417	OG0001417	augustus_masked-bow-b_s292-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.129&CDS=1-9663	YDR457W
1418	OG0001418	augustus_masked-bow-b_s292-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.90&CDS=1-264	YOR159C
1419	OG0001419	maker-bow-b_s292-snap-gene-1.243-mRNA-1_1&gene=maker-bow-b_s292-snap-gene-1.243&CDS=1-2811	YPR066W
1420	OG0001420	augustus_masked-bow-b_s292-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.131&CDS=1-1302	YGR110W
1421	OG0001421	augustus_masked-bow-b_s292-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.93&CDS=1-1854	YMR058W
1422	OG0001422	augustus_masked-bow-b_s292-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.94&CDS=1-1530	YBR288C
1423	OG0001423	augustus_masked-bow-b_s292-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.133&CDS=1-1404	YHR011W
1424	OG0001424	augustus_masked-bow-b_s292-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.134&CDS=1-2319	YKL134C
1425	OG0001425	augustus_masked-bow-b_s292-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.135&CDS=1-495	YBL107C
1426	OG0001426	genemark-bow-b_s292-processed-gene-1.19-mRNA-1_1&gene=genemark-bow-b_s292-processed-gene-1.19&CDS=1-597	YKR035W-A
1427	OG0001427	augustus_masked-bow-b_s292-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.99&CDS=1-672	YHR008C
1428	OG0001428	augustus_masked-bow-b_s292-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.136&CDS=1-1590	YOR132W
1429	OG0001429	augustus_masked-bow-b_s292-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.137&CDS=1-1455	YDR470C
1430	OG0001430	augustus_masked-bow-b_s292-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.100&CDS=1-2430	YNL161W
1431	OG0001431	genemark-bow-b_s292-processed-gene-1.22-mRNA-1_1&gene=genemark-bow-b_s292-processed-gene-1.22&CDS=1-1776	YCR061W
1432	OG0001432	augustus_masked-bow-b_s292-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.102&CDS=1-3852	YFL028C
1433	OG0001433	augustus_masked-bow-b_s292-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.103&CDS=1-456	YKL067W
1434	OG0001434	augustus_masked-bow-b_s292-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.104&CDS=1-1935	YLR055C
1435	OG0001435	augustus_masked-bow-b_s292-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.140&CDS=1-1980	YFL027C
1436	OG0001436	augustus_masked-bow-b_s292-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.141&CDS=1-1914	YHR104W
1437	OG0001437	augustus_masked-bow-b_s292-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.142&CDS=1-465	YIL062C
1438	OG0001438	augustus_masked-bow-b_s292-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.143&CDS=1-468	YML108W
1439	OG0001439	augustus_masked-bow-b_s292-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.144&CDS=1-1659	YBR196C
1440	OG0001440	augustus_masked-bow-b_s292-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.146&CDS=1-1137	YBR234C
1441	OG0001441	augustus_masked-bow-b_s292-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.108&CDS=1-2724	YBR237W
1442	OG0001442	genemark-bow-b_s292-processed-gene-1.35-mRNA-1_1&gene=genemark-bow-b_s292-processed-gene-1.35&CDS=1-201	YDR086C
1443	OG0001443	augustus_masked-bow-b_s292-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.111&CDS=1-939	YDR087C
1444	OG0001444	augustus_masked-bow-b_s292-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.112&CDS=1-807	YDR088C
1445	OG0001445	augustus_masked-bow-b_s292-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.147&CDS=1-1215	YLR181C
1446	OG0001446	augustus_masked-bow-b_s292-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.148&CDS=1-417	YOL071W
1447	OG0001447	augustus_masked-bow-b_s292-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.113&CDS=1-573	YDR373W
1448	OG0001448	augustus_masked-bow-b_s292-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.114&CDS=1-729	YDL043C
1449	OG0001449	augustus_masked-bow-b_s292-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.115&CDS=1-819	YDL045C
1450	OG0001450	augustus_masked-bow-b_s292-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.150&CDS=1-756	YOL067C
1451	OG0001451	augustus_masked-bow-b_s292-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.120&CDS=1-1464	YPL091W
1452	OG0001452	augustus_masked-bow-b_s292-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.155&CDS=1-309	YLR147C
1453	OG0001453	augustus_masked-bow-b_s292-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.121&CDS=1-3171	YKR064W
1454	OG0001454	augustus_masked-bow-b_s292-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.122&CDS=1-1821	YLR253W
1455	OG0001455	augustus_masked-bow-b_s292-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.123&CDS=1-1470	YEL064C
1456	OG0001456	augustus_masked-bow-b_s292-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.157&CDS=1-3645	YNL273W
1457	OG0001457	augustus_masked-bow-b_s292-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.126&CDS=1-867	YNL289W
1458	OG0001458	augustus_masked-bow-b_s292-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.128&CDS=1-279	YDL045W-A
1459	OG0001459	augustus_masked-bow-b_s298-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.44&CDS=1-2445	YGL111W
1460	OG0001460	augustus_masked-bow-b_s298-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.32&CDS=1-1638	YHR064C
1461	OG0001461	augustus_masked-bow-b_s298-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.33&CDS=1-1827	YOR070C
1462	OG0001462	augustus_masked-bow-b_s298-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.34&CDS=1-945	YKR080W
1463	OG0001463	augustus_masked-bow-b_s298-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.35&CDS=1-1884	YKR099W
1464	OG0001464	augustus_masked-bow-b_s298-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.45&CDS=1-696	YOR077W
1465	OG0001465	genemark-bow-b_s298-processed-gene-0.22-mRNA-1_1&gene=genemark-bow-b_s298-processed-gene-0.22&CDS=1-846	YKR087C
1466	OG0001466	augustus_masked-bow-b_s298-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.47&CDS=1-537	YIL157C
1467	OG0001467	augustus_masked-bow-b_s298-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.38&CDS=1-480	YAL059W
1468	OG0001468	augustus_masked-bow-b_s298-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.39&CDS=1-1779	YAL058W
1469	OG0001469	augustus_masked-bow-b_s298-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s298-processed-gene-0.41&CDS=1-1548	YKL217W
1470	OG0001470	snap_masked-bow-b_s298-processed-gene-0.60-mRNA-1_1&gene=snap_masked-bow-b_s298-processed-gene-0.60&CDS=1-234	YDR379C-A
1471	OG0001471	augustus_masked-bow-b_s310-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s310-processed-gene-0.21&CDS=1-1107	YLR113W
1472	OG0001472	augustus_masked-bow-b_s310-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bow-b_s310-processed-gene-0.22&CDS=1-1953	YGL116W
1473	OG0001473	augustus_masked-bow-b_s310-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bow-b_s310-processed-gene-0.19&CDS=1-738	YMR077C
1474	OG0001474	augustus_masked-bow-b_s310-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bow-b_s310-processed-gene-0.23&CDS=1-1020	YGL040C
1475	OG0001475	augustus_masked-bow-b_s310-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bow-b_s310-processed-gene-0.25&CDS=1-2322	YJL041W
1476	OG0001476	augustus_masked-bow-b_s310-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s310-processed-gene-0.26&CDS=1-744	YKL152C
1477	OG0001477	augustus_masked-bow-b_s314-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.73&CDS=1-1365	YOR197W
1478	OG0001478	augustus_masked-bow-b_s314-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.75&CDS=1-945	YMR161W
1479	OG0001479	augustus_masked-bow-b_s314-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.76&CDS=1-3279	YDL102W
1480	OG0001480	augustus_masked-bow-b_s314-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.78&CDS=1-3129	YDL119C
1481	OG0001481	snap_masked-bow-b_s314-processed-gene-0.21-mRNA-1_1&gene=snap_masked-bow-b_s314-processed-gene-0.21&CDS=1-921	YGL154C
1482	OG0001482	snap_masked-bow-b_s314-processed-gene-0.22-mRNA-1_1&gene=snap_masked-bow-b_s314-processed-gene-0.22&CDS=1-3558	YGL150C
1483	OG0001483	genemark-bow-b_s314-processed-gene-0.41-mRNA-1_1&gene=genemark-bow-b_s314-processed-gene-0.41&CDS=1-324	YJR085C
1484	OG0001484	augustus_masked-bow-b_s314-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.81&CDS=1-738	YNL178W
1485	OG0001485	augustus_masked-bow-b_s314-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.82&CDS=1-4047	YGR061C
1486	OG0001486	augustus_masked-bow-b_s314-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.68&CDS=1-288	YLR363W-A
1487	OG0001487	augustus_masked-bow-b_s314-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.83&CDS=1-1617	YMR221C
1488	OG0001488	augustus_masked-bow-b_s314-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.69&CDS=1-444	YOR224C
1489	OG0001489	augustus_masked-bow-b_s314-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.86&CDS=1-1494	YKL035W
1490	OG0001490	augustus_masked-bow-b_s316-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bow-b_s316-processed-gene-0.4&CDS=1-1215	YPR025C
1491	OG0001491	augustus_masked-bow-b_s316-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bow-b_s316-processed-gene-0.5&CDS=1-798	YLR186W
1492	OG0001492	augustus_masked-bow-b_s316-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bow-b_s316-processed-gene-0.6&CDS=1-900	YML060W
1493	OG0001493	augustus_masked-bow-b_s316-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bow-b_s316-processed-gene-0.2&CDS=1-2205	YNL218W
1494	OG0001494	augustus_masked-bow-b_s316-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bow-b_s316-processed-gene-0.3&CDS=1-267	YDR510W
1495	OG0001495	augustus_masked-bow-b_s319-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.21&CDS=1-1020	YDL226C
1496	OG0001496	augustus_masked-bow-b_s319-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.26&CDS=1-699	YGR036C
1497	OG0001497	augustus_masked-bow-b_s319-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.27&CDS=1-2613	YLR347C
1498	OG0001498	augustus_masked-bow-b_s319-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.28&CDS=1-1740	YDL225W
1499	OG0001499	augustus_masked-bow-b_s319-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.22&CDS=1-750	YNL200C
1500	OG0001500	augustus_masked-bow-b_s319-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.29&CDS=1-957	YOR239W
1501	OG0001501	augustus_masked-bow-b_s319-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.30&CDS=1-546	YDR246W
1502	OG0001502	augustus_masked-bow-b_s319-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.31&CDS=1-3612	YOR274W
1503	OG0001503	augustus_masked-bow-b_s319-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.32&CDS=1-1758	YMR213W
1504	OG0001504	augustus_masked-bow-b_s319-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.24&CDS=1-4995	YGL206C
1505	OG0001505	snap_masked-bow-b_s327-processed-gene-0.50-mRNA-1_1&gene=snap_masked-bow-b_s327-processed-gene-0.50&CDS=1-384	YDR043C
1506	OG0001506	snap_masked-bow-b_s327-processed-gene-0.51-mRNA-1_1&gene=snap_masked-bow-b_s327-processed-gene-0.51&CDS=1-468	YPL059W
1507	OG0001507	snap_masked-bow-b_s327-processed-gene-0.52-mRNA-1_1&gene=snap_masked-bow-b_s327-processed-gene-0.52&CDS=1-4665	YKL014C
1508	OG0001508	genemark-bow-b_s327-processed-gene-0.4-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-0.4&CDS=1-2205	YKL017C
1509	OG0001509	augustus_masked-bow-b_s327-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.32&CDS=1-2670	YKL015W
1510	OG0001510	augustus_masked-bow-b_s327-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.43&CDS=1-987	YPR004C
1511	OG0001511	maker-bow-b_s327-augustus-gene-0.79-mRNA-1_1&gene=maker-bow-b_s327-augustus-gene-0.79&CDS=1-2352	YEL056W
1512	OG0001512	genemark-bow-b_s327-processed-gene-0.9-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-0.9&CDS=1-690	YDR071C
1513	OG0001513	augustus_masked-bow-b_s327-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.44&CDS=1-939	YFR004W
1514	OG0001514	augustus_masked-bow-b_s327-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.34&CDS=1-1419	YFR006W
1515	OG0001515	augustus_masked-bow-b_s327-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.35&CDS=1-1341	YER136W
1516	OG0001516	snap_masked-bow-b_s327-processed-gene-0.73-mRNA-1_1&gene=snap_masked-bow-b_s327-processed-gene-0.73&CDS=1-1188	YER143W
1517	OG0001517	snap_masked-bow-b_s327-processed-gene-0.74-mRNA-1_1&gene=snap_masked-bow-b_s327-processed-gene-0.74&CDS=1-294	YER146W
1518	OG0001518	snap_masked-bow-b_s327-processed-gene-0.75-mRNA-1_1&gene=snap_masked-bow-b_s327-processed-gene-0.75&CDS=1-918	YLR006C
1519	OG0001519	augustus_masked-bow-b_s327-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.46&CDS=1-942	YDR068W
1520	OG0001520	maker-bow-b_s327-augustus-gene-0.80-mRNA-1_1&gene=maker-bow-b_s327-augustus-gene-0.80&CDS=1-2496	YDR062W
1521	OG0001521	augustus_masked-bow-b_s327-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.48&CDS=1-921	YKR026C
1522	OG0001522	augustus_masked-bow-b_s327-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.37&CDS=1-951	YMR116C
1523	OG0001523	genemark-bow-b_s327-processed-gene-1.107-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-1.107&CDS=1-360	YMR112C
1524	OG0001524	genemark-bow-b_s327-processed-gene-1.110-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-1.110&CDS=1-663	YDR013W
1525	OG0001525	genemark-bow-b_s327-processed-gene-1.108-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-1.108&CDS=1-1050	YOL009C
1526	OG0001526	genemark-bow-b_s327-processed-gene-1.111-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-1.111&CDS=1-1395	YKL197C
1527	OG0001527	snap_masked-bow-b_s327-processed-gene-1.28-mRNA-1_1&gene=snap_masked-bow-b_s327-processed-gene-1.28&CDS=1-495	YDR231C
1528	OG0001528	maker-bow-b_s327-augustus-gene-1.163-mRNA-1_1&gene=maker-bow-b_s327-augustus-gene-1.163&CDS=1-1677	YJR072C
1529	OG0001529	augustus_masked-bow-b_s327-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.63&CDS=1-783	YLR285W
1530	OG0001530	genemark-bow-b_s327-processed-gene-1.137-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-1.137&CDS=1-918	YDR075W
1531	OG0001531	augustus_masked-bow-b_s327-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.84&CDS=1-2583	YBL023C
1532	OG0001532	augustus_masked-bow-b_s327-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.67&CDS=1-987	YCL027W
1533	OG0001533	maker-bow-b_s327-snap-gene-1.171-mRNA-1_1&gene=maker-bow-b_s327-snap-gene-1.171&CDS=1-2856	YLR187W
1534	OG0001534	augustus_masked-bow-b_s327-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.86&CDS=1-1422	YDL238C
1535	OG0001535	augustus_masked-bow-b_s327-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.87&CDS=1-615	YLR390W-A
1536	OG0001536	augustus_masked-bow-b_s327-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.68&CDS=1-1137	YDR202C
1537	OG0001537	augustus_masked-bow-b_s327-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.69&CDS=1-5148	YLR389C
1538	OG0001538	augustus_masked-bow-b_s327-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.90&CDS=1-1119	YPL181W
1539	OG0001539	augustus_masked-bow-b_s327-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.70&CDS=1-1665	YML086C
1540	OG0001540	augustus_masked-bow-b_s327-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.91&CDS=1-2730	YML093W
1541	OG0001541	augustus_masked-bow-b_s327-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.92&CDS=1-309	YDR031W
