	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
1328	OG0001328	YER027C	genemark-flattened_line_0-processed-gene-9.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.129&CDS=1-1233
1329	OG0001329	YER029C	genemark-flattened_line_4-processed-gene-3.125-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.125&CDS=1-474
1330	OG0001330	YER030W	genemark-flattened_line_4-processed-gene-3.142-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.142&CDS=1-507
1331	OG0001331	YER036C	genemark-flattened_line_4-processed-gene-4.71-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.71&CDS=1-1773
1332	OG0001332	YER041W	genemark-flattened_line_20-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.52&CDS=1-2622
1333	OG0001333	YER042W	genemark-flattened_line_4-processed-gene-4.69-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.69&CDS=1-540
1334	OG0001334	YER043C	genemark-flattened_line_0-processed-gene-10.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.20&CDS=1-1350
1335	OG0001335	YER044C	genemark-flattened_line_0-processed-gene-11.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.94&CDS=1-426
1336	OG0001336	YER046W	genemark-flattened_line_48-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.33&CDS=1-513
1337	OG0001337	YER048C	genemark-flattened_line_38-processed-gene-0.212-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.212&CDS=1-1182
1338	OG0001338	YER049W	maker-flattened_line_38-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.0&CDS=1-2082
1339	OG0001339	YER050C	genemark-flattened_line_0-processed-gene-5.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.9&CDS=1-465
1340	OG0001340	YER051W	genemark-flattened_line_0-processed-gene-5.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.5&CDS=1-1455
1341	OG0001341	YER052C	genemark-flattened_line_32-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.175&CDS=1-1563
1342	OG0001342	YER053C	genemark-flattened_line_0-processed-gene-5.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.12&CDS=1-1050
1343	OG0001343	YER055C	genemark-flattened_line_14-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.148&CDS=1-891
1344	OG0001344	YER056C-A	genemark-flattened_line_14-processed-gene-1.171-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.171&CDS=1-372
1345	OG0001345	YER061C	genemark-flattened_line_14-processed-gene-1.169-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.169&CDS=1-1284
1346	OG0001346	YER063W	genemark-flattened_line_0-processed-gene-4.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.42&CDS=1-609
1347	OG0001347	YER068W	genemark-flattened_line_0-processed-gene-7.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.129&CDS=1-1758
1348	OG0001348	YER069W	genemark-flattened_line_0-processed-gene-7.159-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.159&CDS=1-2700
1349	OG0001349	YER072W	genemark-flattened_line_8-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.82&CDS=1-369
1350	OG0001350	YER074W-A	genemark-flattened_line_8-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.86&CDS=1-243
1351	OG0001351	YER077C	genemark-flattened_line_0-processed-gene-5.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.57&CDS=1-1743
1352	OG0001352	YER078C	snap_masked-flattened_line_0-processed-gene-5.114-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.114&CDS=1-1503
1353	OG0001353	YER079W	genemark-flattened_line_0-processed-gene-5.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.35&CDS=1-513
1354	OG0001354	YER080W	augustus_masked-flattened_line_0-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.146&CDS=1-1857
1355	OG0001355	YER082C	genemark-flattened_line_12-processed-gene-4.153-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.153&CDS=1-1584
1356	OG0001356	YER083C	genemark-flattened_line_2-processed-gene-1.153-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.153&CDS=1-828
1357	OG0001357	YER086W	genemark-flattened_line_30-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.138&CDS=1-1668
1358	OG0001358	YER087W	genemark-flattened_line_18-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.62&CDS=1-1716
1359	OG0001359	YER090W	genemark-flattened_line_16-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.129&CDS=1-1551
1360	OG0001360	YER091C	snap_masked-flattened_line_2-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.94&CDS=1-2307
1361	OG0001361	YER093C	genemark-flattened_line_2-processed-gene-4.165-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.165&CDS=1-3204
1362	OG0001362	YER093C-A	maker-flattened_line_2-snap-gene-4.64-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.64&CDS=1-477
1363	OG0001363	YER094C	genemark-flattened_line_2-processed-gene-4.146-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.146&CDS=1-615
1364	OG0001364	YER095W	genemark-flattened_line_2-processed-gene-4.163-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.163&CDS=1-1038
1365	OG0001365	YER099C	genemark-flattened_line_0-processed-gene-6.74-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.74&CDS=1-963
1366	OG0001366	YER100W	maker-flattened_line_0-snap-gene-6.52-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.52&CDS=1-1575
1367	OG0001367	YER112W	genemark-flattened_line_28-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.174&CDS=1-414
1368	OG0001368	YER113C	snap_masked-flattened_line_28-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.20&CDS=1-1890
1369	OG0001369	YER114C	genemark-flattened_line_8-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.37&CDS=1-2727
1370	OG0001370	YER118C	genemark-flattened_line_28-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.118&CDS=1-900
1371	OG0001371	YER120W	genemark-flattened_line_28-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.169&CDS=1-666
1372	OG0001372	YER122C	genemark-flattened_line_50-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.63&CDS=1-1311
1373	OG0001373	YER125W	genemark-flattened_line_4-processed-gene-6.144-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.144&CDS=1-2313
1374	OG0001374	YER126C	augustus_masked-flattened_line_0-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.146&CDS=1-783
1375	OG0001375	YER127W	genemark-flattened_line_0-processed-gene-3.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.111&CDS=1-1020
1376	OG0001376	YER134C	genemark-flattened_line_68-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.45&CDS=1-501
1377	OG0001377	YER139C	genemark-flattened_line_2-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.55&CDS=1-717
1378	OG0001378	YER141W	augustus_masked-flattened_line_2-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.28&CDS=1-2829
1379	OG0001379	YER142C	genemark-flattened_line_68-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.50&CDS=1-978
1380	OG0001380	YER143W	genemark-flattened_line_68-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.40&CDS=1-1293
1381	OG0001381	YER145C	maker-flattened_line_14-snap-gene-1.73-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.73&CDS=1-2295
1382	OG0001382	YER146W	genemark-flattened_line_68-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.39&CDS=1-303
1383	OG0001383	YER148W	genemark-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.61&CDS=1-705
1384	OG0001384	YER150W	genemark-flattened_line_12-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.132&CDS=1-642
1385	OG0001385	YER151C	snap_masked-flattened_line_2-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.143&CDS=1-2199
1386	OG0001386	YER152C	genemark-flattened_line_12-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.134&CDS=1-1263
1387	OG0001387	YER154W	genemark-flattened_line_12-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.109&CDS=1-1134
1388	OG0001388	YER155C	snap_masked-flattened_line_12-processed-gene-3.48-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.48&CDS=1-5418
1389	OG0001389	YER156C	snap_masked-flattened_line_12-processed-gene-3.49-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.49&CDS=1-996
1390	OG0001390	YER162C	genemark-flattened_line_0-processed-gene-6.100-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.100&CDS=1-3009
1391	OG0001391	YER163C	genemark-flattened_line_0-processed-gene-7.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.122&CDS=1-708
1392	OG0001392	YER164W	genemark-flattened_line_6-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.35&CDS=1-4422
1393	OG0001393	YER165W	genemark-flattened_line_0-processed-gene-7.120-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.120&CDS=1-1929
1394	OG0001394	YER168C	genemark-flattened_line_38-processed-gene-0.219-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.219&CDS=1-1515
1395	OG0001395	YER169W	genemark-flattened_line_38-processed-gene-0.209-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.209&CDS=1-2373
1396	OG0001396	YER171W	genemark-flattened_line_38-processed-gene-0.220-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.220&CDS=1-2331
1397	OG0001397	YER173W	genemark-flattened_line_38-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.168&CDS=1-1806
1398	OG0001398	YER176W	genemark-flattened_line_16-processed-gene-3.220-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.220&CDS=1-3300
1399	OG0001399	YER177W	genemark-flattened_line_16-processed-gene-3.222-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.222&CDS=1-780
1400	OG0001400	YER178W	genemark-flattened_line_16-processed-gene-3.263-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.263&CDS=1-1227
1401	OG0001401	YER179W	maker-flattened_line_12-snap-gene-3.103-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-3.103&CDS=1-981
1402	OG0001402	YER180C-A	snap_masked-flattened_line_50-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.6&CDS=1-204
1403	OG0001403	YER182W	augustus_masked-flattened_line_6-processed-gene-5.306-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.306&CDS=1-561
1404	OG0001404	YER183C	genemark-flattened_line_6-processed-gene-5.48-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.48&CDS=1-636
1405	OG0001405	YFL001W	genemark-flattened_line_30-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.128&CDS=1-1185
1406	OG0001406	YFL002C	augustus_masked-flattened_line_30-processed-gene-0.312-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.312&CDS=1-1767
1407	OG0001407	YFL004W	genemark-flattened_line_16-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.161&CDS=1-2334
1408	OG0001408	YFL005W	genemark-flattened_line_36-processed-gene-0.292-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.292&CDS=1-609
1409	OG0001409	YFL007W	snap_masked-flattened_line_4-processed-gene-4.42-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.42&CDS=1-6333
1410	OG0001410	YFL008W	genemark-flattened_line_16-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.96&CDS=1-3591
1411	OG0001411	YFL010C	genemark-flattened_line_36-processed-gene-0.252-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.252&CDS=1-564
1412	OG0001412	YFL013C	genemark-flattened_line_16-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.162&CDS=1-1443
1413	OG0001413	YFL014W	genemark-flattened_line_2-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.50&CDS=1-375
1414	OG0001414	YFL016C	genemark-flattened_line_14-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.53&CDS=1-1488
1415	OG0001415	YFL017W-A	genemark-flattened_line_16-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.134&CDS=1-210
1416	OG0001416	YFL018C	genemark-flattened_line_4-processed-gene-6.211-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.211&CDS=1-1482
1417	OG0001417	YFL022C	genemark-flattened_line_2-processed-gene-4.123-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.123&CDS=1-1488
1418	OG0001418	YFL023W	augustus_masked-flattened_line_71-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.34&CDS=1-2244
1419	OG0001419	YFL024C	genemark-flattened_line_20-processed-gene-3.217-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.217&CDS=1-2058
1420	OG0001420	YFL025C	genemark-flattened_line_4-processed-gene-6.152-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.152&CDS=1-3018
1421	OG0001421	YFL026W	genemark-flattened_line_4-processed-gene-6.195-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.195&CDS=1-1155
1422	OG0001422	YFL027C	genemark-flattened_line_60-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.17&CDS=1-1209
1423	OG0001423	YFL028C	genemark-flattened_line_60-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.18&CDS=1-948
1424	OG0001424	YFL029C	genemark-flattened_line_60-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.31&CDS=1-987
1425	OG0001425	YFL030W	genemark-flattened_line_0-processed-gene-3.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.64&CDS=1-1143
1426	OG0001426	YFL033C	genemark-flattened_line_2-processed-gene-4.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.128&CDS=1-4431
1427	OG0001427	YFL034C-B	genemark-flattened_line_6-processed-gene-5.81-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.81&CDS=1-789
1428	OG0001428	YFL034W	genemark-flattened_line_36-processed-gene-0.293-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.293&CDS=1-2847
1429	OG0001429	YFL036W	genemark-flattened_line_6-processed-gene-5.26-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.26&CDS=1-3840
1430	OG0001430	YFL037W	maker-flattened_line_4-augustus-gene-3.3-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.3&CDS=1-1335
1431	OG0001431	YFL038C	genemark-flattened_line_4-processed-gene-3.158-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.158&CDS=1-615
1432	OG0001432	YFL044C	genemark-flattened_line_2-processed-gene-7.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.114&CDS=1-936
1433	OG0001433	YFL045C	genemark-flattened_line_2-processed-gene-7.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.116&CDS=1-750
1434	OG0001434	YFL046W	genemark-flattened_line_2-processed-gene-7.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.136&CDS=1-582
1435	OG0001435	YFL049W	genemark-flattened_line_2-processed-gene-6.39-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.39&CDS=1-1584
1436	OG0001436	YFL054C	genemark-flattened_line_20-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.21&CDS=1-1164
1437	OG0001437	YFL055W	genemark-flattened_line_2-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.144&CDS=1-1605
1438	OG0001438	YFR001W	genemark-flattened_line_50-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.42&CDS=1-630
1439	OG0001439	YFR002W	maker-flattened_line_8-augustus-gene-1.178-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.178&CDS=1-4911
1440	OG0001440	YFR005C	genemark-flattened_line_28-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.111&CDS=1-1386
1441	OG0001441	YFR006W	augustus_masked-flattened_line_0-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.9&CDS=1-1398
1442	OG0001442	YFR007W	genemark-flattened_line_14-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.57&CDS=1-1086
1443	OG0001443	YFR009W	genemark-flattened_line_10-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.42&CDS=1-2259
1444	OG0001444	YFR010W	genemark-flattened_line_42-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.152&CDS=1-1425
1445	OG0001445	YFR011C	genemark-flattened_line_42-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.189&CDS=1-456
1446	OG0001446	YFR015C	genemark-flattened_line_6-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.114&CDS=1-2055
1447	OG0001447	YFR016C	genemark-flattened_line_22-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.159&CDS=1-2136
1448	OG0001448	YFR018C	genemark-flattened_line_42-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.184&CDS=1-1026
1449	OG0001449	YFR019W	genemark-flattened_line_42-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.149&CDS=1-5778
1450	OG0001450	YFR021W	genemark-flattened_line_42-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.187&CDS=1-1518
1451	OG0001451	YFR025C	augustus_masked-flattened_line_20-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.183&CDS=1-963
1452	OG0001452	YFR027W	augustus_masked-flattened_line_4-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.159&CDS=1-795
1453	OG0001453	YFR028C	genemark-flattened_line_20-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.47&CDS=1-1590
1454	OG0001454	YFR029W	genemark-flattened_line_8-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.91&CDS=1-1806
1455	OG0001455	YFR030W	genemark-flattened_line_10-processed-gene-5.196-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.196&CDS=1-3213
1456	OG0001456	YFR031C	genemark-flattened_line_10-processed-gene-5.164-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.164&CDS=1-3510
1457	OG0001457	YFR032C	genemark-flattened_line_10-processed-gene-5.162-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.162&CDS=1-936
1458	OG0001458	YFR032C-A	snap_masked-flattened_line_10-processed-gene-5.24-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.24&CDS=1-186
1459	OG0001459	YFR034C	genemark-flattened_line_10-processed-gene-5.159-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.159&CDS=1-1443
1460	OG0001460	YFR037C	augustus_masked-flattened_line_0-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.19&CDS=1-3024
1461	OG0001461	YFR041C	genemark-flattened_line_0-processed-gene-10.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.44&CDS=1-885
1462	OG0001462	YFR043C	genemark-flattened_line_0-processed-gene-10.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.45&CDS=1-696
1463	OG0001463	YFR044C	genemark-flattened_line_0-processed-gene-11.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.80&CDS=1-1437
1464	OG0001464	YFR045W	genemark-flattened_line_0-processed-gene-9.159-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.159&CDS=1-1053
1465	OG0001465	YFR047C	maker-flattened_line_42-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.1&CDS=1-1512
1466	OG0001466	YFR048W	genemark-flattened_line_0-processed-gene-7.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.135&CDS=1-1602
1467	OG0001467	YFR049W	genemark-flattened_line_0-processed-gene-7.138-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.138&CDS=1-315
1468	OG0001468	YFR050C	genemark-flattened_line_0-processed-gene-7.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.139&CDS=1-798
1469	OG0001469	YFR051C	genemark-flattened_line_0-processed-gene-7.166-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.166&CDS=1-1569
1470	OG0001470	YFR052W	snap_masked-flattened_line_26-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.205&CDS=1-852
1471	OG0001471	YGL001C	genemark-flattened_line_2-processed-gene-7.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.119&CDS=1-1047
1472	OG0001472	YGL003C	genemark-flattened_line_0-processed-gene-3.109-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.109&CDS=1-1524
1473	OG0001473	YGL004C	genemark-flattened_line_75-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.4&CDS=1-1170
1474	OG0001474	YGL005C	genemark-flattened_line_58-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.48&CDS=1-843
1475	OG0001475	YGL006W	genemark-flattened_line_58-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.49&CDS=1-3603
1476	OG0001476	YGL008C	genemark-flattened_line_2-processed-gene-6.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.50&CDS=1-2685
1477	OG0001477	YGL009C	genemark-flattened_line_12-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.3&CDS=1-2340
1478	OG0001478	YGL011C	genemark-flattened_line_0-processed-gene-12.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.96&CDS=1-729
1479	OG0001479	YGL012W	genemark-flattened_line_0-processed-gene-12.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.135&CDS=1-1362
1480	OG0001480	YGL016W	genemark-flattened_line_75-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.1&CDS=1-3072
1481	OG0001481	YGL017W	maker-flattened_line_16-augustus-gene-1.69-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.69&CDS=1-1371
1482	OG0001482	YGL018C	genemark-flattened_line_16-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.97&CDS=1-552
1483	OG0001483	YGL019W	genemark-flattened_line_16-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.122&CDS=1-705
1484	OG0001484	YGL020C	genemark-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.98&CDS=1-555
1485	OG0001485	YGL022W	genemark-flattened_line_0-processed-gene-12.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.90&CDS=1-2175
1486	OG0001486	YGL026C	genemark-flattened_line_10-processed-gene-5.198-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.198&CDS=1-2085
1487	OG0001487	YGL027C	augustus_masked-flattened_line_12-processed-gene-4.217-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.217&CDS=1-4998
1488	OG0001488	YGL028C	genemark-flattened_line_12-processed-gene-4.103-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.103&CDS=1-1425
1489	OG0001489	YGL030W	genemark-flattened_line_12-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.21&CDS=1-1875
1490	OG0001490	YGL033W	augustus_masked-flattened_line_12-processed-gene-4.218-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.218&CDS=1-621
1491	OG0001491	YGL036W	genemark-flattened_line_58-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.43&CDS=1-2481
1492	OG0001492	YGL037C	genemark-flattened_line_58-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.57&CDS=1-684
1493	OG0001493	YGL040C	genemark-flattened_line_0-processed-gene-3.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.70&CDS=1-1026
1494	OG0001494	YGL043W	augustus_masked-flattened_line_16-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.6&CDS=1-1098
1495	OG0001495	YGL044C	maker-flattened_line_16-augustus-gene-1.62-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.62&CDS=1-771
1496	OG0001496	YGL045W	genemark-flattened_line_58-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.41&CDS=1-1869
1497	OG0001497	YGL047W	genemark-flattened_line_34-processed-gene-0.257-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.257&CDS=1-537
1498	OG0001498	YGL048C	genemark-flattened_line_34-processed-gene-0.304-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.304&CDS=1-1191
1499	OG0001499	YGL050W	snap_masked-flattened_line_0-processed-gene-3.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.55&CDS=1-792
1500	OG0001500	YGL054C	genemark-flattened_line_68-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.34&CDS=1-408
1501	OG0001501	YGL058W	genemark-flattened_line_8-processed-gene-5.20-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.20&CDS=1-486
