	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_stipitis
1711	OG0001711	YHL024W	snap_masked-chr_4.1-processed-gene-8.30-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.30&CDS=1-1797
1712	OG0001712	YHL027W	snap_masked-chr_1.1-processed-gene-20.1-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-20.1&CDS=1-2184
1713	OG0001713	YHL028W	snap_masked-chr_1.1-processed-gene-20.2-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-20.2&CDS=1-1365
1714	OG0001714	YHL029C	snap_masked-chr_7.1-processed-gene-9.84-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.84&CDS=1-1899
1715	OG0001715	YHL030W	snap_masked-chr_7.1-processed-gene-9.83-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.83&CDS=1-5556
1716	OG0001716	YHL031C	genemark-chr_2.1-processed-gene-15.37-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-15.37&CDS=1-666
1717	OG0001717	YHL032C	snap_masked-chr_8.1-processed-gene-4.37-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-4.37&CDS=1-1878
1718	OG0001718	YHL036W	snap_masked-chr_1.2-processed-gene-3.44-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-3.44&CDS=1-1650
1719	OG0001719	YHL039W	augustus_masked-chr_3.1-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-12.11&CDS=1-1833
1720	OG0001720	YHL040C	snap_masked-chr_4.1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-11.24&CDS=1-1845
1721	OG0001721	YHR001W-A	snap_masked-chr_1.1-processed-gene-9.33-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.33&CDS=1-234
1722	OG0001722	YHR002W	snap_masked-chr_2.1-processed-gene-1.128-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-1.128&CDS=1-1212
1723	OG0001723	YHR004C	snap_masked-chr_1.1-processed-gene-15.87-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-15.87&CDS=1-1425
1724	OG0001724	YHR005C	snap_masked-chr_2.1-processed-gene-26.18-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.18&CDS=1-1293
1725	OG0001725	YHR005C-A	snap_masked-chr_1.1-processed-gene-18.7-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-18.7&CDS=1-273
1726	OG0001726	YHR007C	snap_masked-chr_7.1-processed-gene-6.26-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-6.26&CDS=1-1578
1727	OG0001727	YHR009C	snap_masked-chr_2.1-processed-gene-24.116-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.116&CDS=1-1593
1728	OG0001728	YHR011W	snap_masked-chr_5.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.10&CDS=1-1230
1729	OG0001729	YHR012W	snap_masked-chr_1.1-processed-gene-6.75-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.75&CDS=1-924
1730	OG0001730	YHR013C	snap_masked-chr_1.2-processed-gene-12.11-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.11&CDS=1-639
1731	OG0001731	YHR016C	augustus_masked-chr_4.1-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-3.99&CDS=1-1299
1732	OG0001732	YHR018C	snap_masked-chr_6.1-processed-gene-13.90-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-13.90&CDS=1-1392
1733	OG0001733	YHR019C	augustus_masked-chr_6.1-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-13.51&CDS=1-1659
1734	OG0001734	YHR020W	snap_masked-chr_6.1-processed-gene-13.102-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-13.102&CDS=1-2067
1735	OG0001735	YHR023W	snap_masked-chr_7.1-processed-gene-6.43-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-6.43&CDS=1-5688
1736	OG0001736	YHR024C	snap_masked-chr_7.1-processed-gene-6.31-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-6.31&CDS=1-1524
1737	OG0001737	YHR025W	snap_masked-chr_7.1-processed-gene-6.27-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-6.27&CDS=1-1059
1738	OG0001738	YHR026W	snap_masked-chr_1.2-processed-gene-8.13-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-8.13&CDS=1-588
1739	OG0001739	YHR027C	snap_masked-chr_1.2-processed-gene-8.33-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-8.33&CDS=1-2847
1740	OG0001740	YHR029C	snap_masked-chr_2.1-processed-gene-10.94-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-10.94&CDS=1-888
1741	OG0001741	YHR030C	snap_masked-chr_8.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-0.57&CDS=1-1731
1742	OG0001742	YHR031C	snap_masked-chr_8.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-0.60&CDS=1-2001
1743	OG0001743	YHR032W	augustus_masked-chr_3.1-processed-gene-14.54-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-14.54&CDS=1-1767
1744	OG0001744	YHR034C	snap_masked-chr_1.2-processed-gene-12.29-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.29&CDS=1-1038
1745	OG0001745	YHR037W	snap_masked-chr_2.1-processed-gene-8.100-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-8.100&CDS=1-1776
1746	OG0001746	YHR038W	snap_masked-chr_8.1-processed-gene-6.113-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-6.113&CDS=1-765
1747	OG0001747	YHR039C	snap_masked-chr_6.1-processed-gene-15.121-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.121&CDS=1-1848
1748	OG0001748	YHR039C-A	augustus_masked-chr_6.1-processed-gene-15.65-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-15.65&CDS=1-345
1749	OG0001749	YHR040W	snap_masked-chr_6.1-processed-gene-14.22-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.22&CDS=1-1368
1750	OG0001750	YHR041C	snap_masked-chr_1.1-processed-gene-15.92-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-15.92&CDS=1-711
1751	OG0001751	YHR042W	snap_masked-chr_4.1-processed-gene-8.4-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.4&CDS=1-2025
1752	OG0001752	YHR045W	augustus_masked-chr_2.1-processed-gene-26.165-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-26.165&CDS=1-1539
1753	OG0001753	YHR047C	snap_masked-chr_6.1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.48&CDS=1-2610
1754	OG0001754	YHR048W	snap_masked-chr_5.1-processed-gene-4.9-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.9&CDS=1-1530
1755	OG0001755	YHR049W	augustus_masked-chr_1.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-1.36&CDS=1-795
1756	OG0001756	YHR051W	snap_masked-chr_2.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.10&CDS=1-450
1757	OG0001757	YHR052W	snap_masked-chr_5.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.22&CDS=1-1212
1758	OG0001758	YHR058C	augustus_masked-chr_2.1-processed-gene-20.45-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-20.45&CDS=1-918
1759	OG0001759	YHR059W	snap_masked-chr_1.1-processed-gene-6.96-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.96&CDS=1-513
1760	OG0001760	YHR062C	snap_masked-chr_6.1-processed-gene-6.29-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.29&CDS=1-921
1761	OG0001761	YHR063C	augustus_masked-chr_2.1-processed-gene-26.136-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-26.136&CDS=1-1071
1762	OG0001762	YHR064C	snap_masked-chr_7.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.11&CDS=1-1635
1763	OG0001763	YHR065C	snap_masked-chr_3.1-processed-gene-12.81-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.81&CDS=1-1452
1764	OG0001764	YHR067W	snap_masked-chr_4.1-processed-gene-8.7-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.7&CDS=1-888
1765	OG0001765	YHR068W	snap_masked-chr_4.1-processed-gene-16.112-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-16.112&CDS=1-1137
1766	OG0001766	YHR069C	snap_masked-chr_4.1-processed-gene-8.18-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.18&CDS=1-1041
1767	OG0001767	YHR070W	snap_masked-chr_4.1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.40&CDS=1-1491
1768	OG0001768	YHR071W	snap_masked-chr_2.1-processed-gene-26.16-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.16&CDS=1-939
1769	OG0001769	YHR072W	snap_masked-chr_4.1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-7.108&CDS=1-2184
1770	OG0001770	YHR072W-A	genemark-chr_7.1-processed-gene-4.83-mRNA-1_1&gene=genemark-chr_7.1-processed-gene-4.83&CDS=1-222
1771	OG0001771	YHR073W	snap_masked-chr_4.1-processed-gene-8.34-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.34&CDS=1-2637
1772	OG0001772	YHR074W	snap_masked-chr_2.1-processed-gene-3.97-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-3.97&CDS=1-2139
1773	OG0001773	YHR075C	snap_masked-chr_2.1-processed-gene-3.76-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-3.76&CDS=1-1185
1774	OG0001774	YHR076W	snap_masked-chr_4.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-0.78&CDS=1-1137
1775	OG0001775	YHR077C	augustus_masked-chr_2.1-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-4.79&CDS=1-5010
1776	OG0001776	YHR078W	snap_masked-chr_1.1-processed-gene-11.33-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.33&CDS=1-1950
1777	OG0001777	YHR079C	augustus_masked-chr_6.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-2.40&CDS=1-3495
1778	OG0001778	YHR079C-A	snap_masked-chr_6.1-processed-gene-2.2-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-2.2&CDS=1-618
1779	OG0001779	YHR081W	snap_masked-chr_6.1-processed-gene-2.24-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-2.24&CDS=1-603
1780	OG0001780	YHR082C	snap_masked-chr_6.1-processed-gene-1.113-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-1.113&CDS=1-2448
1781	OG0001781	YHR083W	snap_masked-chr_6.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-0.101&CDS=1-966
1782	OG0001782	YHR084W	augustus_masked-chr_6.1-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-1.71&CDS=1-1767
1783	OG0001783	YHR085W	snap_masked-chr_8.1-processed-gene-6.114-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-6.114&CDS=1-1140
1784	OG0001784	YHR086W	snap_masked-chr_6.1-processed-gene-15.120-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.120&CDS=1-1515
1785	OG0001785	YHR087W	augustus_masked-chr_6.1-processed-gene-15.81-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-15.81&CDS=1-309
1786	OG0001786	YHR088W	snap_masked-chr_4.1-processed-gene-8.23-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.23&CDS=1-885
1787	OG0001787	YHR089C	snap_masked-chr_1.2-processed-gene-6.114-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.114&CDS=1-606
1788	OG0001788	YHR090C	snap_masked-chr_2.1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.32&CDS=1-912
1789	OG0001789	YHR098C	augustus_masked-chr_2.1-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-4.101&CDS=1-3096
1790	OG0001790	YHR099W	snap_masked-chr_5.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-3.2&CDS=1-11556
1791	OG0001791	YHR100C	maker-chr_5.1-snap-gene-3.36-mRNA-1_1&gene=maker-chr_5.1-snap-gene-3.36&CDS=1-618
1792	OG0001792	YHR102W	snap_masked-chr_4.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-3.34&CDS=1-2730
1793	OG0001793	YHR104W	snap_masked-chr_5.1-processed-gene-9.91-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-9.91&CDS=1-954
1794	OG0001794	YHR105W	snap_masked-chr_5.1-processed-gene-8.25-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-8.25&CDS=1-489
1795	OG0001795	YHR107C	snap_masked-chr_6.1-processed-gene-6.32-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.32&CDS=1-1185
1796	OG0001796	YHR108W	maker-chr_6.1-snap-gene-7.85-mRNA-1_1&gene=maker-chr_6.1-snap-gene-7.85&CDS=1-1752
1797	OG0001797	YHR109W	augustus_masked-chr_1.2-processed-gene-12.134-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-12.134&CDS=1-1746
1798	OG0001798	YHR110W	genemark-chr_2.1-processed-gene-24.44-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-24.44&CDS=1-705
1799	OG0001799	YHR111W	snap_masked-chr_2.1-processed-gene-24.137-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.137&CDS=1-1362
1800	OG0001800	YHR113W	snap_masked-chr_2.1-processed-gene-24.117-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.117&CDS=1-1467
1801	OG0001801	YHR114W	snap_masked-chr_2.1-processed-gene-11.92-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-11.92&CDS=1-1836
1802	OG0001802	YHR116W	snap_masked-chr_8.1-processed-gene-7.93-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-7.93&CDS=1-390
1803	OG0001803	YHR119W	snap_masked-chr_6.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.43&CDS=1-3165
1804	OG0001804	YHR120W	snap_masked-chr_8.1-processed-gene-5.23-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.23&CDS=1-2763
1805	OG0001805	YHR121W	snap_masked-chr_2.1-processed-gene-15.91-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-15.91&CDS=1-666
1806	OG0001806	YHR122W	snap_masked-chr_2.1-processed-gene-15.96-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-15.96&CDS=1-681
1807	OG0001807	YHR123W	snap_masked-chr_2.1-processed-gene-15.90-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-15.90&CDS=1-1182
1808	OG0001808	YHR124W	snap_masked-chr_2.1-processed-gene-1.129-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-1.129&CDS=1-1584
1809	OG0001809	YHR128W	snap_masked-chr_5.1-processed-gene-7.26-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-7.26&CDS=1-654
1810	OG0001810	YHR129C	snap_masked-chr_5.1-processed-gene-7.11-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-7.11&CDS=1-1293
1811	OG0001811	YHR132C	snap_masked-chr_5.1-processed-gene-10.95-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.95&CDS=1-1506
1812	OG0001812	YHR134W	snap_masked-chr_4.1-processed-gene-15.80-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-15.80&CDS=1-1422
1813	OG0001813	YHR135C	snap_masked-chr_2.1-processed-gene-19.36-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-19.36&CDS=1-1422
1814	OG0001814	YHR140W	snap_masked-chr_5.1-processed-gene-16.157-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-16.157&CDS=1-753
1815	OG0001815	YHR142W	snap_masked-chr_1.1-processed-gene-9.19-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.19&CDS=1-927
1816	OG0001816	YHR143W-A	snap_masked-chr_1.1-processed-gene-20.5-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-20.5&CDS=1-216
1817	OG0001817	YHR144C	snap_masked-chr_1.1-processed-gene-19.21-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-19.21&CDS=1-1191
1818	OG0001818	YHR147C	snap_masked-chr_1.1-processed-gene-20.45-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-20.45&CDS=1-678
1819	OG0001819	YHR148W	snap_masked-chr_1.1-processed-gene-20.74-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-20.74&CDS=1-549
1820	OG0001820	YHR150W	snap_masked-chr_1.2-processed-gene-4.14-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-4.14&CDS=1-1668
1821	OG0001821	YHR151C	augustus_masked-chr_3.1-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-11.31&CDS=1-1779
1822	OG0001822	YHR154W	snap_masked-chr_2.1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-3.86&CDS=1-2607
1823	OG0001823	YHR156C	genemark-chr_2.1-processed-gene-14.13-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-14.13&CDS=1-1209
1824	OG0001824	YHR159W	augustus_masked-chr_1.1-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-15.30&CDS=1-1377
1825	OG0001825	YHR164C	snap_masked-chr_5.1-processed-gene-1.26-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.26&CDS=1-4275
1826	OG0001826	YHR165C	snap_masked-chr_7.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-3.26&CDS=1-7224
1827	OG0001827	YHR166C	snap_masked-chr_7.1-processed-gene-3.27-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-3.27&CDS=1-1734
1828	OG0001828	YHR168W	augustus_masked-chr_2.1-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-13.78&CDS=1-1665
1829	OG0001829	YHR169W	augustus_masked-chr_2.1-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-13.62&CDS=1-1335
1830	OG0001830	YHR170W	snap_masked-chr_2.1-processed-gene-14.84-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-14.84&CDS=1-1551
1831	OG0001831	YHR171W	snap_masked-chr_2.1-processed-gene-14.83-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-14.83&CDS=1-1956
1832	OG0001832	YHR172W	snap_masked-chr_2.1-processed-gene-14.82-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-14.82&CDS=1-2559
1833	OG0001833	YHR175W	snap_masked-chr_2.1-processed-gene-24.113-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.113&CDS=1-498
1834	OG0001834	YHR176W	snap_masked-chr_1.1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-3.73&CDS=1-1527
1835	OG0001835	YHR178W	snap_masked-chr_1.1-processed-gene-8.5-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.5&CDS=1-2019
1836	OG0001836	YHR181W	snap_masked-chr_3.1-processed-gene-9.101-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-9.101&CDS=1-648
1837	OG0001837	YHR183W	snap_masked-chr_1.2-processed-gene-10.94-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-10.94&CDS=1-1524
1838	OG0001838	YHR185C	snap_masked-chr_4.1-processed-gene-8.6-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.6&CDS=1-672
1839	OG0001839	YHR186C	snap_masked-chr_1.1-processed-gene-11.12-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.12&CDS=1-4338
1840	OG0001840	YHR187W	snap_masked-chr_4.1-processed-gene-8.5-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.5&CDS=1-894
1841	OG0001841	YHR188C	snap_masked-chr_4.1-processed-gene-7.90-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-7.90&CDS=1-1839
1842	OG0001842	YHR189W	genemark-chr_2.1-processed-gene-17.88-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-17.88&CDS=1-498
1843	OG0001843	YHR190W	snap_masked-chr_4.1-processed-gene-9.14-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-9.14&CDS=1-1344
1844	OG0001844	YHR191C	snap_masked-chr_6.1-processed-gene-3.46-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.46&CDS=1-474
1845	OG0001845	YHR193C	augustus_masked-chr_1.2-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-3.58&CDS=1-528
1846	OG0001846	YHR194W	snap_masked-chr_6.1-processed-gene-3.55-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.55&CDS=1-1809
1847	OG0001847	YHR200W	maker-chr_5.1-augustus-gene-12.91-mRNA-1_1&gene=maker-chr_5.1-augustus-gene-12.91&CDS=1-2370
1848	OG0001848	YHR201C	snap_masked-chr_5.1-processed-gene-12.134-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.134&CDS=1-1236
1849	OG0001849	YHR202W	augustus_masked-chr_7.1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-5.41&CDS=1-1623
1850	OG0001850	YHR205W	genemark-chr_3.1-processed-gene-9.29-mRNA-1_1&gene=genemark-chr_3.1-processed-gene-9.29&CDS=1-2292
1851	OG0001851	YHR206W	snap_masked-chr_7.1-processed-gene-9.73-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.73&CDS=1-1677
1852	OG0001852	YHR207C	snap_masked-chr_8.1-processed-gene-8.9-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.9&CDS=1-1434
1853	OG0001853	YIL001W	snap_masked-chr_5.1-processed-gene-15.41-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-15.41&CDS=1-1845
1854	OG0001854	YIL002C	snap_masked-chr_4.1-processed-gene-12.98-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.98&CDS=1-3129
1855	OG0001855	YIL003W	snap_masked-chr_4.1-processed-gene-12.103-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.103&CDS=1-888
1856	OG0001856	YIL004C	augustus_masked-chr_4.1-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-12.76&CDS=1-429
1857	OG0001857	YIL005W	snap_masked-chr_4.1-processed-gene-12.119-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.119&CDS=1-2307
1858	OG0001858	YIL007C	snap_masked-chr_1.1-processed-gene-8.39-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.39&CDS=1-708
1859	OG0001859	YIL008W	snap_masked-chr_1.1-processed-gene-8.24-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.24&CDS=1-303
1860	OG0001860	YIL010W	augustus_masked-chr_2.1-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-6.83&CDS=1-741
1861	OG0001861	YIL019W	snap_masked-chr_1.1-processed-gene-5.77-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.77&CDS=1-1011
1862	OG0001862	YIL020C	snap_masked-chr_1.1-processed-gene-5.91-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.91&CDS=1-822
1863	OG0001863	YIL021W	snap_masked-chr_1.1-processed-gene-5.76-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.76&CDS=1-945
1864	OG0001864	YIL022W	snap_masked-chr_2.1-processed-gene-6.26-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-6.26&CDS=1-1305
1865	OG0001865	YIL026C	snap_masked-chr_1.1-processed-gene-19.32-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-19.32&CDS=1-3501
1866	OG0001866	YIL027C	snap_masked-chr_5.1-processed-gene-4.40-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.40&CDS=1-393
1867	OG0001867	YIL030C	snap_masked-chr_6.1-processed-gene-13.79-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-13.79&CDS=1-3573
1868	OG0001868	YIL031W	maker-chr_2.1-snap-gene-6.1-mRNA-1_1&gene=maker-chr_2.1-snap-gene-6.1&CDS=1-2949
1869	OG0001869	YIL033C	snap_masked-chr_2.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-2.86&CDS=1-1374
1870	OG0001870	YIL034C	augustus_masked-chr_1.1-processed-gene-15.13-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-15.13&CDS=1-879
1871	OG0001871	YIL039W	genemark-chr_2.1-processed-gene-6.110-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-6.110&CDS=1-1497
1872	OG0001872	YIL041W	snap_masked-chr_1.1-processed-gene-5.73-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.73&CDS=1-972
1873	OG0001873	YIL042C	maker-chr_1.2-augustus-gene-0.29-mRNA-1_1&gene=maker-chr_1.2-augustus-gene-0.29&CDS=1-3408
1874	OG0001874	YIL043C	snap_masked-chr_1.1-processed-gene-5.70-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.70&CDS=1-852
1875	OG0001875	YIL044C	augustus_masked-chr_4.1-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-13.4&CDS=1-1215
1876	OG0001876	YIL046W	snap_masked-chr_1.1-processed-gene-8.28-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.28&CDS=1-2127
1877	OG0001877	YIL047C	snap_masked-chr_1.1-processed-gene-18.45-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-18.45&CDS=1-2895
1878	OG0001878	YIL048W	snap_masked-chr_1.1-processed-gene-18.31-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-18.31&CDS=1-3564
1879	OG0001879	YIL049W	maker-chr_4.1-snap-gene-12.121-mRNA-1_1&gene=maker-chr_4.1-snap-gene-12.121&CDS=1-2040
1880	OG0001880	YIL061C	snap_masked-chr_5.1-processed-gene-12.139-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.139&CDS=1-960
