	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034613_Saturnispora_serradocipensis
1734	OG0001734	YJL031C	genemark-flattened_line_0-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.8&CDS=1-1023
1735	OG0001735	YJL033W	genemark-flattened_line_0-processed-gene-8.143-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.143&CDS=1-2280
1736	OG0001736	YJL034W	genemark-flattened_line_120-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.36&CDS=1-2004
1737	OG0001737	YJL035C	genemark-flattened_line_165-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_165-processed-gene-0.9&CDS=1-717
1738	OG0001738	YJL036W	genemark-flattened_line_165-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_165-processed-gene-0.11&CDS=1-1767
1739	OG0001739	YJL039C	augustus_masked-flattened_line_134-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.16&CDS=1-5499
1740	OG0001740	YJL041W	snap_masked-flattened_line_104-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.34&CDS=1-2049
1741	OG0001741	YJL046W	augustus_masked-flattened_line_42-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.183&CDS=1-1200
1742	OG0001742	YJL050W	genemark-flattened_line_14-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.43&CDS=1-3216
1743	OG0001743	YJL053W	genemark-flattened_line_4-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.131&CDS=1-978
1744	OG0001744	YJL054W	genemark-flattened_line_0-processed-gene-3.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.5&CDS=1-1377
1745	OG0001745	YJL055W	genemark-flattened_line_68-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.68&CDS=1-696
1746	OG0001746	YJL057C	augustus_masked-flattened_line_30-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.123&CDS=1-3042
1747	OG0001747	YJL060W	maker-flattened_line_2-augustus-gene-1.103-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.103&CDS=1-1410
1748	OG0001748	YJL062W	genemark-flattened_line_2-processed-gene-6.115-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.115&CDS=1-2535
1749	OG0001749	YJL062W-A	augustus_masked-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.78&CDS=1-282
1750	OG0001750	YJL063C	genemark-flattened_line_106-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.23&CDS=1-633
1751	OG0001751	YJL066C	augustus_masked-flattened_line_88-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.32&CDS=1-795
1752	OG0001752	YJL068C	genemark-flattened_line_6-processed-gene-3.52-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.52&CDS=1-852
1753	OG0001753	YJL069C	augustus_masked-flattened_line_96-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.44&CDS=1-2412
1754	OG0001754	YJL071W	augustus_masked-flattened_line_36-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.172&CDS=1-1965
1755	OG0001755	YJL072C	snap_masked-flattened_line_2-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.123&CDS=1-516
1756	OG0001756	YJL079C	genemark-flattened_line_18-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.54&CDS=1-819
1757	OG0001757	YJL080C	genemark-flattened_line_30-processed-gene-0.233-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.233&CDS=1-3081
1758	OG0001758	YJL081C	genemark-flattened_line_22-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.15&CDS=1-1443
1759	OG0001759	YJL087C	maker-flattened_line_0-augustus-gene-5.4-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.4&CDS=1-3369
1760	OG0001760	YJL088W	genemark-flattened_line_24-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.96&CDS=1-999
1761	OG0001761	YJL091C	genemark-flattened_line_2-processed-gene-7.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.19&CDS=1-1512
1762	OG0001762	YJL092W	genemark-flattened_line_20-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.16&CDS=1-2883
1763	OG0001763	YJL093C	genemark-flattened_line_6-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.7&CDS=1-2469
1764	OG0001764	YJL094C	genemark-flattened_line_0-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.14&CDS=1-2229
1765	OG0001765	YJL096W	augustus_masked-flattened_line_0-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.91&CDS=1-357
1766	OG0001766	YJL097W	genemark-flattened_line_0-processed-gene-8.145-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.145&CDS=1-618
1767	OG0001767	YJL101C	genemark-flattened_line_50-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.169&CDS=1-1938
1768	OG0001768	YJL102W	genemark-flattened_line_56-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.104&CDS=1-2487
1769	OG0001769	YJL104W	genemark-flattened_line_6-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.55&CDS=1-408
1770	OG0001770	YJL106W	genemark-flattened_line_6-processed-gene-2.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.25&CDS=1-1728
1771	OG0001771	YJL109C	genemark-flattened_line_32-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.26&CDS=1-5328
1772	OG0001772	YJL111W	genemark-flattened_line_38-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.69&CDS=1-1638
1773	OG0001773	YJL115W	maker-flattened_line_98-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.55&CDS=1-2892
1774	OG0001774	YJL117W	genemark-flattened_line_8-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.27&CDS=1-1068
1775	OG0001775	YJL121C	maker-flattened_line_2-augustus-gene-8.142-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.142&CDS=1-1098
1776	OG0001776	YJL123C	augustus_masked-flattened_line_66-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.30&CDS=1-1266
1777	OG0001777	YJL124C	snap_masked-flattened_line_2-processed-gene-8.58-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.58&CDS=1-426
1778	OG0001778	YJL125C	maker-flattened_line_2-augustus-gene-8.145-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.145&CDS=1-1956
1779	OG0001779	YJL126W	augustus_masked-flattened_line_66-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.32&CDS=1-852
1780	OG0001780	YJL127C	genemark-flattened_line_16-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.118&CDS=1-1725
1781	OG0001781	YJL128C	augustus_masked-flattened_line_0-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.60&CDS=1-3432
1782	OG0001782	YJL130C	augustus_masked-flattened_line_34-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.6&CDS=1-6651
1783	OG0001783	YJL131C	snap_masked-flattened_line_62-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.70&CDS=1-840
1784	OG0001784	YJL132W	augustus_masked-flattened_line_68-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.41&CDS=1-2310
1785	OG0001785	YJL140W	genemark-flattened_line_16-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.17&CDS=1-576
1786	OG0001786	YJL141C	augustus_masked-flattened_line_16-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.181&CDS=1-2112
1787	OG0001787	YJL153C	genemark-flattened_line_20-processed-gene-1.161-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.161&CDS=1-1548
1788	OG0001788	YJL154C	genemark-flattened_line_44-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.129&CDS=1-2451
1789	OG0001789	YJL155C	genemark-flattened_line_36-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.14&CDS=1-1272
1790	OG0001790	YJL156C	genemark-flattened_line_36-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.15&CDS=1-2436
1791	OG0001791	YJL158C	genemark-flattened_line_2-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.113&CDS=1-645
1792	OG0001792	YJL163C	genemark-flattened_line_108-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.4&CDS=1-1884
1793	OG0001793	YJL167W	genemark-flattened_line_40-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.67&CDS=1-1053
1794	OG0001794	YJL168C	genemark-flattened_line_102-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.41&CDS=1-2283
1795	OG0001795	YJL171C	genemark-flattened_line_2-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.156&CDS=1-1191
1796	OG0001796	YJL176C	genemark-flattened_line_16-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.99&CDS=1-1875
1797	OG0001797	YJL178C	snap_masked-flattened_line_16-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.53&CDS=1-810
1798	OG0001798	YJL179W	genemark-flattened_line_16-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.116&CDS=1-330
1799	OG0001799	YJL180C	genemark-flattened_line_4-processed-gene-3.254-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.254&CDS=1-954
1800	OG0001800	YJL184W	snap_masked-flattened_line_16-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.20&CDS=1-288
1801	OG0001801	YJL187C	genemark-flattened_line_4-processed-gene-3.215-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.215&CDS=1-2934
1802	OG0001802	YJL194W	genemark-flattened_line_0-processed-gene-9.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.35&CDS=1-1578
1803	OG0001803	YJL197W	maker-flattened_line_32-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.72&CDS=1-3624
1804	OG0001804	YJL200C	genemark-flattened_line_2-processed-gene-8.93-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.93&CDS=1-2331
1805	OG0001805	YJL201W	genemark-flattened_line_66-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.98&CDS=1-2040
1806	OG0001806	YJL204C	genemark-flattened_line_96-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.50&CDS=1-2796
1807	OG0001807	YJL205C	snap_masked-flattened_line_6-processed-gene-3.194-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.194&CDS=1-186
1808	OG0001808	YJL207C	genemark-flattened_line_80-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.74&CDS=1-6726
1809	OG0001809	YJL208C	genemark-flattened_line_66-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.119&CDS=1-999
1810	OG0001810	YJL210W	genemark-flattened_line_4-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.114&CDS=1-1068
1811	OG0001811	YJL218W	genemark-flattened_line_100-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.9&CDS=1-564
1812	OG0001812	YJR001W	maker-flattened_line_28-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.105&CDS=1-3411
1813	OG0001813	YJR003C	genemark-flattened_line_10-processed-gene-2.205-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.205&CDS=1-1596
1814	OG0001814	YJR006W	genemark-flattened_line_86-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.89&CDS=1-1407
1815	OG0001815	YJR007W	augustus_masked-flattened_line_8-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.106&CDS=1-1473
1816	OG0001816	YJR008W	genemark-flattened_line_28-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.18&CDS=1-933
1817	OG0001817	YJR010W	genemark-flattened_line_44-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.176&CDS=1-1728
1818	OG0001818	YJR014W	genemark-flattened_line_48-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.17&CDS=1-534
1819	OG0001819	YJR017C	augustus_masked-flattened_line_28-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.137&CDS=1-504
1820	OG0001820	YJR019C	snap_masked-flattened_line_2-processed-gene-5.150-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.150&CDS=1-1125
1821	OG0001821	YJR024C	genemark-flattened_line_118-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.13&CDS=1-633
1822	OG0001822	YJR025C	genemark-flattened_line_0-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.37&CDS=1-510
1823	OG0001823	YJR033C	genemark-flattened_line_0-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.149&CDS=1-4569
1824	OG0001824	YJR034W	genemark-flattened_line_0-processed-gene-2.166-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.166&CDS=1-324
1825	OG0001825	YJR035W	genemark-flattened_line_0-processed-gene-2.165-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.165&CDS=1-3474
1826	OG0001826	YJR036C	genemark-flattened_line_6-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.129&CDS=1-2601
1827	OG0001827	YJR040W	genemark-flattened_line_2-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.49&CDS=1-2379
1828	OG0001828	YJR041C	augustus_masked-flattened_line_6-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.34&CDS=1-3450
1829	OG0001829	YJR042W	genemark-flattened_line_6-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.126&CDS=1-2238
1830	OG0001830	YJR044C	genemark-flattened_line_30-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.195&CDS=1-393
1831	OG0001831	YJR045C	maker-flattened_line_42-snap-gene-0.210-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.210&CDS=1-2634
1832	OG0001832	YJR052W	genemark-flattened_line_8-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.29&CDS=1-1752
1833	OG0001833	YJR053W	snap_masked-flattened_line_26-processed-gene-0.223-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.223&CDS=1-1413
1834	OG0001834	YJR055W	genemark-flattened_line_2-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.24&CDS=1-465
1835	OG0001835	YJR056C	genemark-flattened_line_4-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.108&CDS=1-591
1836	OG0001836	YJR057W	genemark-flattened_line_4-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.100&CDS=1-618
1837	OG0001837	YJR060W	genemark-flattened_line_40-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.66&CDS=1-909
1838	OG0001838	YJR062C	genemark-flattened_line_40-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.30&CDS=1-1023
1839	OG0001839	YJR063W	genemark-flattened_line_0-processed-gene-2.156-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.156&CDS=1-369
1840	OG0001840	YJR064W	genemark-flattened_line_0-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.131&CDS=1-1692
1841	OG0001841	YJR065C	genemark-flattened_line_0-processed-gene-10.221-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.221&CDS=1-1305
1842	OG0001842	YJR068W	genemark-flattened_line_0-processed-gene-2.152-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.152&CDS=1-1011
1843	OG0001843	YJR069C	genemark-flattened_line_52-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.17&CDS=1-564
1844	OG0001844	YJR070C	genemark-flattened_line_0-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.130&CDS=1-948
1845	OG0001845	YJR072C	maker-flattened_line_50-augustus-gene-0.192-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.192&CDS=1-4056
1846	OG0001846	YJR073C	genemark-flattened_line_108-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.19&CDS=1-618
1847	OG0001847	YJR074W	genemark-flattened_line_8-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.41&CDS=1-489
1848	OG0001848	YJR076C	genemark-flattened_line_108-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.20&CDS=1-1245
1849	OG0001849	YJR077C	genemark-flattened_line_10-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.144&CDS=1-930
1850	OG0001850	YJR078W	genemark-flattened_line_20-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.165&CDS=1-1389
1851	OG0001851	YJR086W	genemark-flattened_line_26-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.47&CDS=1-384
1852	OG0001852	YJR088C	snap_masked-flattened_line_26-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.186&CDS=1-1059
1853	OG0001853	YJR090C	genemark-flattened_line_56-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.112&CDS=1-2475
1854	OG0001854	YJR092W	augustus_masked-flattened_line_22-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.121&CDS=1-4185
1855	OG0001855	YJR093C	genemark-flattened_line_22-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.76&CDS=1-948
1856	OG0001856	YJR095W	genemark-flattened_line_14-processed-gene-1.227-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.227&CDS=1-960
1857	OG0001857	YJR096W	genemark-flattened_line_6-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.115&CDS=1-834
1858	OG0001858	YJR098C	augustus_masked-flattened_line_42-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.162&CDS=1-1899
1859	OG0001859	YJR099W	genemark-flattened_line_2-processed-gene-7.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.38&CDS=1-753
1860	OG0001860	YJR100C	genemark-flattened_line_6-processed-gene-3.26-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.26&CDS=1-879
1861	OG0001861	YJR101W	genemark-flattened_line_6-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.25&CDS=1-738
1862	OG0001862	YJR102C	augustus_masked-flattened_line_6-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.154&CDS=1-543
1863	OG0001863	YJR104C	augustus_masked-flattened_line_6-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.155&CDS=1-411
1864	OG0001864	YJR105W	genemark-flattened_line_18-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.42&CDS=1-1035
1865	OG0001865	YJR107W	snap_masked-flattened_line_8-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.112&CDS=1-966
1866	OG0001866	YJR109C	genemark-flattened_line_28-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.53&CDS=1-3411
1867	OG0001867	YJR112W	snap_masked-flattened_line_12-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.35&CDS=1-579
1868	OG0001868	YJR113C	augustus_masked-flattened_line_94-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.47&CDS=1-2925
1869	OG0001869	YJR116W	snap_masked-flattened_line_40-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.151&CDS=1-555
1870	OG0001870	YJR117W	genemark-flattened_line_36-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.9&CDS=1-1365
1871	OG0001871	YJR118C	genemark-flattened_line_36-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.10&CDS=1-558
1872	OG0001872	YJR119C	genemark-flattened_line_36-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.35&CDS=1-3243
1873	OG0001873	YJR121W	genemark-flattened_line_36-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.34&CDS=1-1506
1874	OG0001874	YJR122W	snap_masked-flattened_line_16-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.21&CDS=1-1320
1875	OG0001875	YJR123W	genemark-flattened_line_6-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.105&CDS=1-663
1876	OG0001876	YJR124C	genemark-flattened_line_6-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.104&CDS=1-1374
1877	OG0001877	YJR126C	genemark-flattened_line_84-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.83&CDS=1-2397
1878	OG0001878	YJR129C	snap_masked-flattened_line_16-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.134&CDS=1-3147
1879	OG0001879	YJR131W	genemark-flattened_line_0-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.25&CDS=1-2229
1880	OG0001880	YJR132W	genemark-flattened_line_0-processed-gene-7.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.3&CDS=1-3075
1881	OG0001881	YJR133W	genemark-flattened_line_26-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.54&CDS=1-618
1882	OG0001882	YJR137C	genemark-flattened_line_44-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.166&CDS=1-4137
1883	OG0001883	YJR138W	genemark-flattened_line_2-processed-gene-8.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.91&CDS=1-4578
1884	OG0001884	YJR140C	snap_masked-flattened_line_86-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.51&CDS=1-6954
1885	OG0001885	YJR141W	snap_masked-flattened_line_2-processed-gene-7.79-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.79&CDS=1-1011
1886	OG0001886	YJR142W	genemark-flattened_line_0-processed-gene-8.105-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.105&CDS=1-927
1887	OG0001887	YJR143C	genemark-flattened_line_0-processed-gene-8.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.132&CDS=1-2238
1888	OG0001888	YJR144W	genemark-flattened_line_0-processed-gene-8.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.106&CDS=1-825
1889	OG0001889	YJR154W	genemark-flattened_line_219-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_219-processed-gene-0.0&CDS=1-1074
1890	OG0001890	YKL001C	genemark-flattened_line_22-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.70&CDS=1-594
1891	OG0001891	YKL002W	genemark-flattened_line_4-processed-gene-3.186-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.186&CDS=1-675
1892	OG0001892	YKL003C	genemark-flattened_line_4-processed-gene-3.227-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.227&CDS=1-363
1893	OG0001893	YKL004W	augustus_masked-flattened_line_0-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.109&CDS=1-1860
1894	OG0001894	YKL006C-A	augustus_masked-flattened_line_16-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.78&CDS=1-285
1895	OG0001895	YKL007W	genemark-flattened_line_16-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.100&CDS=1-825
1896	OG0001896	YKL009W	genemark-flattened_line_76-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.18&CDS=1-711
1897	OG0001897	YKL010C	genemark-flattened_line_76-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.26&CDS=1-4758
1898	OG0001898	YKL011C	augustus_masked-flattened_line_48-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.159&CDS=1-1014
1899	OG0001899	YKL012W	augustus_masked-flattened_line_14-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.135&CDS=1-1452
1900	OG0001900	YKL013C	genemark-flattened_line_14-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.18&CDS=1-507
1901	OG0001901	YKL014C	augustus_masked-flattened_line_20-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.116&CDS=1-5334
1902	OG0001902	YKL016C	genemark-flattened_line_22-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.45&CDS=1-522
1903	OG0001903	YKL017C	augustus_masked-flattened_line_22-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.170&CDS=1-2298
1904	OG0001904	YKL021C	genemark-flattened_line_4-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.111&CDS=1-1257
1905	OG0001905	YKL022C	genemark-flattened_line_4-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.110&CDS=1-1995
