	OrthologID	Saccharomyces_cerevisiae	Torulaspora_delbrueckii
1563	OG0001563	YGL246C	snap_masked-scaffold_4-processed-gene-11.17-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.17&CDS=1-1134
1564	OG0001564	YGL247W	snap_masked-scaffold_4-processed-gene-11.50-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.50&CDS=1-522
1565	OG0001565	YGL248W	snap_masked-scaffold_4-processed-gene-11.51-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.51&CDS=1-1080
1566	OG0001566	YGL249W	snap_masked-scaffold_4-processed-gene-11.54-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.54&CDS=1-2058
1567	OG0001567	YGL250W	snap_masked-scaffold_4-processed-gene-11.55-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.55&CDS=1-807
1568	OG0001568	YGL251C	genemark-scaffold_4-processed-gene-11.149-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-11.149&CDS=1-3465
1569	OG0001569	YGL252C	snap_masked-scaffold_4-processed-gene-11.20-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.20&CDS=1-1776
1570	OG0001570	YGL255W	snap_masked-scaffold_4-processed-gene-11.26-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.26&CDS=1-1143
1571	OG0001571	YGL256W	snap_masked-scaffold_7-processed-gene-8.98-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.98&CDS=1-1149
1572	OG0001572	YGR001C	maker-scaffold_6-snap-gene-4.2-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.2&CDS=1-744
1573	OG0001573	YGR002C	snap_masked-scaffold_4-processed-gene-5.90-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.90&CDS=1-1440
1574	OG0001574	YGR003W	augustus_masked-scaffold_4-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.58&CDS=1-2262
1575	OG0001575	YGR005C	genemark-scaffold_4-processed-gene-5.146-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.146&CDS=1-1422
1576	OG0001576	YGR007W	augustus_masked-scaffold_4-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.56&CDS=1-2316
1577	OG0001577	YGR009C	snap_masked-scaffold_6-processed-gene-5.5-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.5&CDS=1-1839
1578	OG0001578	YGR013W	augustus_masked-scaffold_4-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.53&CDS=1-1746
1579	OG0001579	YGR015C	augustus_masked-scaffold_4-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.31&CDS=1-969
1580	OG0001580	YGR017W	augustus_masked-scaffold_4-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.51&CDS=1-876
1581	OG0001581	YGR019W	snap_masked-scaffold_4-processed-gene-5.108-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.108&CDS=1-1413
1582	OG0001582	YGR020C	snap_masked-scaffold_4-processed-gene-5.82-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.82&CDS=1-354
1583	OG0001583	YGR021W	augustus_masked-scaffold_4-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.48&CDS=1-804
1584	OG0001584	YGR024C	snap_masked-scaffold_4-processed-gene-5.80-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.80&CDS=1-708
1585	OG0001585	YGR026W	snap_masked-scaffold_4-processed-gene-5.105-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.105&CDS=1-822
1586	OG0001586	YGR028W	maker-scaffold_4-augustus-gene-5.5-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.5&CDS=1-1539
1587	OG0001587	YGR030C	augustus_masked-scaffold_4-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.23&CDS=1-474
1588	OG0001588	YGR033C	genemark-scaffold_4-processed-gene-5.135-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.135&CDS=1-687
1589	OG0001589	YGR036C	genemark-scaffold_4-processed-gene-5.133-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.133&CDS=1-696
1590	OG0001590	YGR037C	snap_masked-scaffold_4-processed-gene-5.71-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.71&CDS=1-258
1591	OG0001591	YGR038W	snap_masked-scaffold_4-processed-gene-5.94-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.94&CDS=1-645
1592	OG0001592	YGR040W	snap_masked-scaffold_4-processed-gene-5.93-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.93&CDS=1-1098
1593	OG0001593	YGR041W	augustus_masked-scaffold_1-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.157&CDS=1-1107
1594	OG0001594	YGR044C	snap_masked-scaffold_5-processed-gene-3.28-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.28&CDS=1-783
1595	OG0001595	YGR047C	maker-scaffold_3-augustus-gene-11.93-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-11.93&CDS=1-3840
1596	OG0001596	YGR048W	snap_masked-scaffold_3-processed-gene-11.240-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.240&CDS=1-1068
1597	OG0001597	YGR052W	maker-scaffold_5-augustus-gene-3.3-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-3.3&CDS=1-1551
1598	OG0001598	YGR054W	snap_masked-scaffold_5-processed-gene-3.49-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.49&CDS=1-1956
1599	OG0001599	YGR055W	snap_masked-scaffold_5-processed-gene-3.25-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.25&CDS=1-1704
1600	OG0001600	YGR057C	snap_masked-scaffold_5-processed-gene-3.23-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.23&CDS=1-720
1601	OG0001601	YGR061C	snap_masked-scaffold_5-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.19&CDS=1-4059
1602	OG0001602	YGR062C	snap_masked-scaffold_5-processed-gene-3.18-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.18&CDS=1-852
1603	OG0001603	YGR063C	snap_masked-scaffold_5-processed-gene-3.17-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.17&CDS=1-306
1604	OG0001604	YGR065C	snap_masked-scaffold_5-processed-gene-3.16-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.16&CDS=1-1830
1605	OG0001605	YGR067C	snap_masked-scaffold_5-processed-gene-3.14-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.14&CDS=1-2310
1606	OG0001606	YGR068C	snap_masked-scaffold_5-processed-gene-3.13-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.13&CDS=1-1758
1607	OG0001607	YGR072W	augustus_masked-scaffold_4-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.149&CDS=1-1095
1608	OG0001608	YGR074W	genemark-scaffold_4-processed-gene-8.33-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.33&CDS=1-393
1609	OG0001609	YGR075C	augustus_masked-scaffold_4-processed-gene-8.171-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.171&CDS=1-666
1610	OG0001610	YGR076C	snap_masked-scaffold_4-processed-gene-8.119-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.119&CDS=1-462
1611	OG0001611	YGR077C	snap_masked-scaffold_4-processed-gene-8.120-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.120&CDS=1-1731
1612	OG0001612	YGR078C	snap_masked-scaffold_4-processed-gene-8.121-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.121&CDS=1-567
1613	OG0001613	YGR079W	snap_masked-scaffold_3-processed-gene-9.148-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.148&CDS=1-852
1614	OG0001614	YGR080W	snap_masked-scaffold_3-processed-gene-9.149-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.149&CDS=1-987
1615	OG0001615	YGR081C	snap_masked-scaffold_3-processed-gene-9.175-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.175&CDS=1-603
1616	OG0001616	YGR082W	snap_masked-scaffold_3-processed-gene-9.151-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.151&CDS=1-561
1617	OG0001617	YGR083C	augustus_masked-scaffold_3-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.120&CDS=1-1884
1618	OG0001618	YGR084C	snap_masked-scaffold_3-processed-gene-9.178-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.178&CDS=1-933
1619	OG0001619	YGR088W	snap_masked-scaffold_3-processed-gene-10.47-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.47&CDS=1-1698
1620	OG0001620	YGR089W	snap_masked-scaffold_6-processed-gene-5.21-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.21&CDS=1-2631
1621	OG0001621	YGR090W	augustus_masked-scaffold_6-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.74&CDS=1-4497
1622	OG0001622	YGR091W	snap_masked-scaffold_6-processed-gene-5.24-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.24&CDS=1-1302
1623	OG0001623	YGR094W	snap_masked-scaffold_6-processed-gene-5.26-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.26&CDS=1-3195
1624	OG0001624	YGR095C	snap_masked-scaffold_6-processed-gene-5.52-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.52&CDS=1-696
1625	OG0001625	YGR097W	snap_masked-scaffold_6-processed-gene-5.30-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.30&CDS=1-3396
1626	OG0001626	YGR098C	snap_masked-scaffold_6-processed-gene-6.54-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.54&CDS=1-4839
1627	OG0001627	YGR099W	snap_masked-scaffold_6-processed-gene-6.51-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.51&CDS=1-2010
1628	OG0001628	YGR101W	snap_masked-scaffold_6-processed-gene-6.56-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.56&CDS=1-1023
1629	OG0001629	YGR102C	genemark-scaffold_6-processed-gene-6.145-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.145&CDS=1-525
1630	OG0001630	YGR103W	snap_masked-scaffold_6-processed-gene-6.57-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.57&CDS=1-1764
1631	OG0001631	YGR104C	snap_masked-scaffold_6-processed-gene-6.89-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.89&CDS=1-792
1632	OG0001632	YGR105W	snap_masked-scaffold_6-processed-gene-6.58-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.58&CDS=1-225
1633	OG0001633	YGR106C	snap_masked-scaffold_6-processed-gene-6.90-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.90&CDS=1-771
1634	OG0001634	YGR110W	snap_masked-scaffold_6-processed-gene-6.64-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.64&CDS=1-1272
1635	OG0001635	YGR111W	snap_masked-scaffold_6-processed-gene-6.67-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.67&CDS=1-1197
1636	OG0001636	YGR112W	snap_masked-scaffold_6-processed-gene-6.68-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.68&CDS=1-1092
1637	OG0001637	YGR116W	snap_masked-scaffold_6-processed-gene-6.71-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.71&CDS=1-4368
1638	OG0001638	YGR117C	snap_masked-scaffold_6-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.95&CDS=1-1338
1639	OG0001639	YGR119C	snap_masked-scaffold_6-processed-gene-6.97-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.97&CDS=1-2064
1640	OG0001640	YGR120C	snap_masked-scaffold_6-processed-gene-6.98-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.98&CDS=1-759
1641	OG0001641	YGR122W	snap_masked-scaffold_6-processed-gene-6.79-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.79&CDS=1-1131
1642	OG0001642	YGR123C	snap_masked-scaffold_4-processed-gene-10.105-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.105&CDS=1-1536
1643	OG0001643	YGR125W	snap_masked-scaffold_4-processed-gene-10.104-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.104&CDS=1-3093
1644	OG0001644	YGR126W	snap_masked-scaffold_4-processed-gene-10.107-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.107&CDS=1-648
1645	OG0001645	YGR127W	snap_masked-scaffold_4-processed-gene-10.108-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.108&CDS=1-930
1646	OG0001646	YGR128C	snap_masked-scaffold_4-processed-gene-10.130-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.130&CDS=1-1947
1647	OG0001647	YGR129W	augustus_masked-scaffold_4-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.64&CDS=1-513
1648	OG0001648	YGR130C	snap_masked-scaffold_4-processed-gene-10.132-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.132&CDS=1-2100
1649	OG0001649	YGR132C	snap_masked-scaffold_4-processed-gene-10.133-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.133&CDS=1-837
1650	OG0001650	YGR133W	snap_masked-scaffold_4-processed-gene-10.110-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.110&CDS=1-450
1651	OG0001651	YGR134W	snap_masked-scaffold_4-processed-gene-10.111-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.111&CDS=1-3231
1652	OG0001652	YGR135W	maker-scaffold_4-augustus-gene-10.152-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-10.152&CDS=1-1722
1653	OG0001653	YGR142W	snap_masked-scaffold_4-processed-gene-10.116-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.116&CDS=1-1329
1654	OG0001654	YGR144W	snap_masked-scaffold_8-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.21&CDS=1-969
1655	OG0001655	YGR145W	snap_masked-scaffold_6-processed-gene-5.6-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.6&CDS=1-2082
1656	OG0001656	YGR146C	augustus_masked-scaffold_6-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.56&CDS=1-459
1657	OG0001657	YGR147C	snap_masked-scaffold_6-processed-gene-5.1-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.1&CDS=1-696
1658	OG0001658	YGR149W	snap_masked-scaffold_6-processed-gene-4.151-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.151&CDS=1-1233
1659	OG0001659	YGR150C	snap_masked-scaffold_6-processed-gene-4.131-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.131&CDS=1-2532
1660	OG0001660	YGR152C	snap_masked-scaffold_6-processed-gene-5.33-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.33&CDS=1-714
1661	OG0001661	YGR155W	snap_masked-scaffold_6-processed-gene-5.11-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.11&CDS=1-1491
1662	OG0001662	YGR157W	snap_masked-scaffold_6-processed-gene-5.14-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.14&CDS=1-2502
1663	OG0001663	YGR158C	snap_masked-scaffold_6-processed-gene-5.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.39&CDS=1-696
1664	OG0001664	YGR159C	snap_masked-scaffold_6-processed-gene-5.41-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.41&CDS=1-1308
1665	OG0001665	YGR163W	snap_masked-scaffold_5-processed-gene-9.204-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.204&CDS=1-1032
1666	OG0001666	YGR165W	maker-scaffold_5-augustus-gene-8.148-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.148&CDS=1-1065
1667	OG0001667	YGR166W	augustus_masked-scaffold_5-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.139&CDS=1-1860
1668	OG0001668	YGR168C	snap_masked-scaffold_5-processed-gene-8.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.73&CDS=1-612
1669	OG0001669	YGR169C	snap_masked-scaffold_5-processed-gene-8.72-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.72&CDS=1-1218
1670	OG0001670	YGR170W	maker-scaffold_5-snap-gene-8.48-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.48&CDS=1-4749
1671	OG0001671	YGR171C	snap_masked-scaffold_5-processed-gene-8.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.69&CDS=1-1677
1672	OG0001672	YGR172C	snap_masked-scaffold_5-processed-gene-8.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.68&CDS=1-735
1673	OG0001673	YGR173W	snap_masked-scaffold_5-processed-gene-8.91-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.91&CDS=1-1104
1674	OG0001674	YGR174C	snap_masked-scaffold_5-processed-gene-8.84-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.84&CDS=1-441
1675	OG0001675	YGR175C	snap_masked-scaffold_5-processed-gene-8.85-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.85&CDS=1-1476
1676	OG0001676	YGR178C	snap_masked-scaffold_5-processed-gene-8.87-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.87&CDS=1-2205
1677	OG0001677	YGR179C	snap_masked-scaffold_5-processed-gene-8.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.88&CDS=1-1050
1678	OG0001678	YGR181W	snap_masked-scaffold_5-processed-gene-8.83-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.83&CDS=1-306
1679	OG0001679	YGR184C	maker-scaffold_5-snap-gene-8.46-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.46&CDS=1-6012
1680	OG0001680	YGR185C	snap_masked-scaffold_5-processed-gene-8.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.65&CDS=1-1218
1681	OG0001681	YGR186W	snap_masked-scaffold_5-processed-gene-8.81-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.81&CDS=1-1977
1682	OG0001682	YGR187C	snap_masked-scaffold_5-processed-gene-8.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.64&CDS=1-1122
1683	OG0001683	YGR189C	snap_masked-scaffold_5-processed-gene-8.103-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.103&CDS=1-1443
1684	OG0001684	YGR194C	augustus_masked-scaffold_5-processed-gene-9.220-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.220&CDS=1-2913
1685	OG0001685	YGR195W	snap_masked-scaffold_5-processed-gene-9.119-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.119&CDS=1-738
1686	OG0001686	YGR196C	snap_masked-scaffold_5-processed-gene-9.167-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.167&CDS=1-2196
1687	OG0001687	YGR197C	snap_masked-scaffold_5-processed-gene-9.168-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.168&CDS=1-1362
1688	OG0001688	YGR200C	snap_masked-scaffold_5-processed-gene-9.169-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.169&CDS=1-2355
1689	OG0001689	YGR202C	snap_masked-scaffold_5-processed-gene-9.171-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.171&CDS=1-1188
1690	OG0001690	YGR203W	snap_masked-scaffold_5-processed-gene-9.123-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.123&CDS=1-441
1691	OG0001691	YGR205W	snap_masked-scaffold_5-processed-gene-9.125-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.125&CDS=1-879
1692	OG0001692	YGR206W	snap_masked-scaffold_5-processed-gene-9.127-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.127&CDS=1-303
1693	OG0001693	YGR207C	snap_masked-scaffold_5-processed-gene-9.177-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.177&CDS=1-774
1694	OG0001694	YGR208W	snap_masked-scaffold_5-processed-gene-9.128-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.128&CDS=1-909
1695	OG0001695	YGR210C	snap_masked-scaffold_5-processed-gene-9.180-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.180&CDS=1-1236
1696	OG0001696	YGR211W	snap_masked-scaffold_5-processed-gene-9.131-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.131&CDS=1-1485
1697	OG0001697	YGR212W	snap_masked-scaffold_5-processed-gene-9.132-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.132&CDS=1-1407
1698	OG0001698	YGR215W	snap_masked-scaffold_7-processed-gene-2.91-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.91&CDS=1-321
1699	OG0001699	YGR216C	snap_masked-scaffold_7-processed-gene-3.1-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.1&CDS=1-1815
1700	OG0001700	YGR217W	snap_masked-scaffold_7-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.90&CDS=1-5928
1701	OG0001701	YGR218W	snap_masked-scaffold_7-processed-gene-2.89-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.89&CDS=1-3267
1702	OG0001702	YGR220C	snap_masked-scaffold_7-processed-gene-2.73-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.73&CDS=1-813
1703	OG0001703	YGR222W	snap_masked-scaffold_7-processed-gene-2.86-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.86&CDS=1-765
1704	OG0001704	YGR223C	snap_masked-scaffold_7-processed-gene-2.70-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.70&CDS=1-1320
1705	OG0001705	YGR224W	snap_masked-scaffold_7-processed-gene-6.8-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.8&CDS=1-1836
1706	OG0001706	YGR225W	snap_masked-scaffold_7-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.85&CDS=1-1905
1707	OG0001707	YGR227W	snap_masked-scaffold_7-processed-gene-2.83-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.83&CDS=1-1557
1708	OG0001708	YGR229C	snap_masked-scaffold_7-processed-gene-2.68-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.68&CDS=1-1428
1709	OG0001709	YGR230W	snap_masked-scaffold_7-processed-gene-2.82-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.82&CDS=1-333
1710	OG0001710	YGR231C	snap_masked-scaffold_7-processed-gene-2.67-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.67&CDS=1-927
1711	OG0001711	YGR232W	genemark-scaffold_7-processed-gene-2.126-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.126&CDS=1-681
1712	OG0001712	YGR233C	snap_masked-scaffold_7-processed-gene-2.66-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.66&CDS=1-3279
1713	OG0001713	YGR234W	snap_masked-scaffold_4-processed-gene-11.60-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.60&CDS=1-1194
1714	OG0001714	YGR235C	snap_masked-scaffold_7-processed-gene-2.64-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.64&CDS=1-699
1715	OG0001715	YGR237C	snap_masked-scaffold_7-processed-gene-2.62-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.62&CDS=1-2223
1716	OG0001716	YGR239C	snap_masked-scaffold_7-processed-gene-2.60-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.60&CDS=1-720
1717	OG0001717	YGR243W	snap_masked-scaffold_7-processed-gene-2.77-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.77&CDS=1-438
1718	OG0001718	YGR244C	snap_masked-scaffold_7-processed-gene-2.57-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.57&CDS=1-1272
1719	OG0001719	YGR245C	snap_masked-scaffold_7-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.56&CDS=1-2211
1720	OG0001720	YGR246C	snap_masked-scaffold_7-processed-gene-2.55-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.55&CDS=1-1635
1721	OG0001721	YGR247W	snap_masked-scaffold_7-processed-gene-2.76-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.76&CDS=1-552
1722	OG0001722	YGR250C	snap_masked-scaffold_7-processed-gene-2.54-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.54&CDS=1-2415
1723	OG0001723	YGR251W	snap_masked-scaffold_7-processed-gene-2.48-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.48&CDS=1-561
1724	OG0001724	YGR252W	snap_masked-scaffold_7-processed-gene-2.45-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.45&CDS=1-1482
1725	OG0001725	YGR253C	snap_masked-scaffold_7-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.68&CDS=1-780
1726	OG0001726	YGR255C	genemark-scaffold_3-processed-gene-10.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.121&CDS=1-1458
1727	OG0001727	YGR257C	genemark-scaffold_7-processed-gene-1.113-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.113&CDS=1-1068
1728	OG0001728	YGR258C	maker-scaffold_7-snap-gene-1.92-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.92&CDS=1-2799
1729	OG0001729	YGR260W	snap_masked-scaffold_7-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.82&CDS=1-1557
1730	OG0001730	YGR261C	snap_masked-scaffold_7-processed-gene-1.62-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.62&CDS=1-2391
1731	OG0001731	YGR262C	snap_masked-scaffold_7-processed-gene-1.61-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.61&CDS=1-789
1732	OG0001732	YGR264C	maker-scaffold_7-augustus-gene-1.2-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.2&CDS=1-3630
1733	OG0001733	YGR266W	snap_masked-scaffold_7-processed-gene-1.78-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.78&CDS=1-2112
