	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041822_Dipodascus_geniculatus
1395	OG0001395	YEL021W	genemark-flattened_line_44-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.111&CDS=1-825
1396	OG0001396	YEL023C	genemark-flattened_line_130-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.2&CDS=1-1602
1397	OG0001397	YEL024W	genemark-flattened_line_130-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.20&CDS=1-669
1398	OG0001398	YEL026W	genemark-flattened_line_0-processed-gene-8.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.101&CDS=1-378
1399	OG0001399	YEL029C	snap_masked-flattened_line_70-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.121&CDS=1-1014
1400	OG0001400	YEL031W	genemark-flattened_line_6-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.71&CDS=1-3699
1401	OG0001401	YEL032W	genemark-flattened_line_18-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.139&CDS=1-2550
1402	OG0001402	YEL037C	genemark-flattened_line_60-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.11&CDS=1-1131
1403	OG0001403	YEL038W	genemark-flattened_line_136-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.51&CDS=1-756
1404	OG0001404	YEL042W	genemark-flattened_line_54-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.78&CDS=1-1437
1405	OG0001405	YEL044W	genemark-flattened_line_96-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.80&CDS=1-366
1406	OG0001406	YEL046C	genemark-flattened_line_84-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.188&CDS=1-1104
1407	OG0001407	YEL048C	genemark-flattened_line_2-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.73&CDS=1-438
1408	OG0001408	YEL050C	genemark-flattened_line_160-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.24&CDS=1-1239
1409	OG0001409	YEL051W	genemark-flattened_line_2-processed-gene-4.228-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.228&CDS=1-783
1410	OG0001410	YEL052W	genemark-flattened_line_34-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.125&CDS=1-1455
1411	OG0001411	YEL053C	snap_masked-flattened_line_168-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.9&CDS=1-2181
1412	OG0001412	YEL055C	genemark-flattened_line_36-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.16&CDS=1-2865
1413	OG0001413	YEL056W	genemark-flattened_line_134-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.92&CDS=1-1467
1414	OG0001414	YEL058W	genemark-flattened_line_76-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.143&CDS=1-1602
1415	OG0001415	YEL059C-A	snap_masked-flattened_line_76-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.173&CDS=1-255
1416	OG0001416	YEL060C	genemark-flattened_line_76-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.117&CDS=1-1548
1417	OG0001417	YEL062W	snap_masked-flattened_line_0-processed-gene-8.144-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.144&CDS=1-1569
1418	OG0001418	YEL064C	genemark-flattened_line_72-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.189&CDS=1-1518
1419	OG0001419	YEL065W	maker-flattened_line_22-snap-gene-1.99-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.99&CDS=1-3486
1420	OG0001420	YER002W	genemark-flattened_line_2-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.131&CDS=1-672
1421	OG0001421	YER003C	genemark-flattened_line_2-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.129&CDS=1-1326
1422	OG0001422	YER005W	genemark-flattened_line_68-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.99&CDS=1-2094
1423	OG0001423	YER006W	genemark-flattened_line_68-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.138&CDS=1-1563
1424	OG0001424	YER007C-A	genemark-flattened_line_90-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.147&CDS=1-549
1425	OG0001425	YER007W	augustus_masked-flattened_line_90-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.69&CDS=1-1527
1426	OG0001426	YER008C	genemark-flattened_line_62-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.130&CDS=1-3867
1427	OG0001427	YER009W	genemark-flattened_line_128-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.8&CDS=1-372
1428	OG0001428	YER010C	augustus_masked-flattened_line_94-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.88&CDS=1-741
1429	OG0001429	YER013W	genemark-flattened_line_26-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.13&CDS=1-4116
1430	OG0001430	YER014W	snap_masked-flattened_line_92-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.153&CDS=1-2169
1431	OG0001431	YER015W	genemark-flattened_line_24-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.149&CDS=1-2199
1432	OG0001432	YER016W	genemark-flattened_line_48-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.40&CDS=1-1128
1433	OG0001433	YER019W	snap_masked-flattened_line_8-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.43&CDS=1-1179
1434	OG0001434	YER020W	snap_masked-flattened_line_10-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.86&CDS=1-1365
1435	OG0001435	YER021W	genemark-flattened_line_136-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.63&CDS=1-1467
1436	OG0001436	YER022W	genemark-flattened_line_136-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.64&CDS=1-1653
1437	OG0001437	YER023W	genemark-flattened_line_136-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.69&CDS=1-861
1438	OG0001438	YER025W	genemark-flattened_line_12-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.24&CDS=1-1566
1439	OG0001439	YER026C	augustus_masked-flattened_line_22-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.140&CDS=1-813
1440	OG0001440	YER029C	genemark-flattened_line_120-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.54&CDS=1-474
1441	OG0001441	YER030W	genemark-flattened_line_18-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.13&CDS=1-477
1442	OG0001442	YER036C	genemark-flattened_line_26-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.152&CDS=1-1782
1443	OG0001443	YER042W	genemark-flattened_line_120-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.55&CDS=1-549
1444	OG0001444	YER043C	genemark-flattened_line_40-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.156&CDS=1-1341
1445	OG0001445	YER044C	genemark-flattened_line_38-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.107&CDS=1-435
1446	OG0001446	YER046W	augustus_masked-flattened_line_94-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.56&CDS=1-1038
1447	OG0001447	YER048W-A	snap_masked-flattened_line_12-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.53&CDS=1-246
1448	OG0001448	YER049W	genemark-flattened_line_80-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.76&CDS=1-1890
1449	OG0001449	YER050C	genemark-flattened_line_38-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.143&CDS=1-546
1450	OG0001450	YER051W	genemark-flattened_line_92-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.18&CDS=1-1533
1451	OG0001451	YER053C	genemark-flattened_line_14-processed-gene-2.176-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.176&CDS=1-1089
1452	OG0001452	YER055C	maker-flattened_line_72-snap-gene-0.12-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.12&CDS=1-1086
1453	OG0001453	YER058W	maker-flattened_line_114-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.44&CDS=1-306
1454	OG0001454	YER061C	genemark-flattened_line_130-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.12&CDS=1-1245
1455	OG0001455	YER065C	genemark-flattened_line_50-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.207&CDS=1-1635
1456	OG0001456	YER068W	snap_masked-flattened_line_52-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.160&CDS=1-1683
1457	OG0001457	YER069W	genemark-flattened_line_0-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.141&CDS=1-2595
1458	OG0001458	YER072W	genemark-flattened_line_0-processed-gene-10.103-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.103&CDS=1-366
1459	OG0001459	YER074W-A	augustus_masked-flattened_line_20-processed-gene-2.195-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.195&CDS=1-249
1460	OG0001460	YER075C	genemark-flattened_line_36-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.20&CDS=1-2868
1461	OG0001461	YER077C	snap_masked-flattened_line_8-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.88&CDS=1-1785
1462	OG0001462	YER078C	genemark-flattened_line_26-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.21&CDS=1-1503
1463	OG0001463	YER080W	genemark-flattened_line_0-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.109&CDS=1-1821
1464	OG0001464	YER082C	genemark-flattened_line_32-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.49&CDS=1-1614
1465	OG0001465	YER086W	genemark-flattened_line_175-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_175-processed-gene-0.22&CDS=1-1578
1466	OG0001466	YER087W	genemark-flattened_line_8-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.127&CDS=1-1710
1467	OG0001467	YER090W	genemark-flattened_line_22-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.0&CDS=1-1521
1468	OG0001468	YER091C	genemark-flattened_line_68-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.85&CDS=1-2298
1469	OG0001469	YER093C-A	genemark-flattened_line_68-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.121&CDS=1-453
1470	OG0001470	YER094C	snap_masked-flattened_line_120-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.39&CDS=1-654
1471	OG0001471	YER095W	genemark-flattened_line_2-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.69&CDS=1-1038
1472	OG0001472	YER099C	genemark-flattened_line_28-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.17&CDS=1-966
1473	OG0001473	YER100W	genemark-flattened_line_10-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.136&CDS=1-708
1474	OG0001474	YER107C	genemark-flattened_line_0-processed-gene-9.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.89&CDS=1-1062
1475	OG0001475	YER110C	genemark-flattened_line_78-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.94&CDS=1-3315
1476	OG0001476	YER112W	augustus_masked-flattened_line_62-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.193&CDS=1-546
1477	OG0001477	YER122C	genemark-flattened_line_34-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.90&CDS=1-1362
1478	OG0001478	YER126C	genemark-flattened_line_22-processed-gene-2.96-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.96&CDS=1-780
1479	OG0001479	YER127W	genemark-flattened_line_10-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.87&CDS=1-993
1480	OG0001480	YER130C	genemark-flattened_line_44-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.86&CDS=1-879
1481	OG0001481	YER133W	genemark-flattened_line_10-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.63&CDS=1-963
1482	OG0001482	YER134C	genemark-flattened_line_6-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.73&CDS=1-576
1483	OG0001483	YER139C	genemark-flattened_line_32-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.12&CDS=1-792
1484	OG0001484	YER141W	genemark-flattened_line_32-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.31&CDS=1-1581
1485	OG0001485	YER142C	augustus_masked-flattened_line_134-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.49&CDS=1-618
1486	OG0001486	YER143W	genemark-flattened_line_58-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.129&CDS=1-1305
1487	OG0001487	YER146W	genemark-flattened_line_58-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.130&CDS=1-288
1488	OG0001488	YER148W	genemark-flattened_line_78-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.77&CDS=1-696
1489	OG0001489	YER151C	snap_masked-flattened_line_14-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.106&CDS=1-1908
1490	OG0001490	YER152C	genemark-flattened_line_20-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.47&CDS=1-1260
1491	OG0001491	YER154W	snap_masked-flattened_line_104-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.1&CDS=1-1152
1492	OG0001492	YER156C	genemark-flattened_line_189-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_189-processed-gene-0.1&CDS=1-1056
1493	OG0001493	YER157W	genemark-flattened_line_38-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.141&CDS=1-2415
1494	OG0001494	YER161C	augustus_masked-flattened_line_30-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.90&CDS=1-1116
1495	OG0001495	YER162C	genemark-flattened_line_42-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.158&CDS=1-3078
1496	OG0001496	YER163C	genemark-flattened_line_34-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.122&CDS=1-606
1497	OG0001497	YER164W	genemark-flattened_line_28-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.2&CDS=1-4230
1498	OG0001498	YER165W	genemark-flattened_line_8-processed-gene-2.164-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.164&CDS=1-2010
1499	OG0001499	YER168C	genemark-flattened_line_86-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.168&CDS=1-1560
1500	OG0001500	YER169W	genemark-flattened_line_12-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.13&CDS=1-1227
1501	OG0001501	YER170W	genemark-flattened_line_2-processed-gene-4.225-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.225&CDS=1-729
1502	OG0001502	YER171W	genemark-flattened_line_0-processed-gene-8.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.59&CDS=1-2316
1503	OG0001503	YER172C	genemark-flattened_line_0-processed-gene-8.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.58&CDS=1-6429
1504	OG0001504	YER173W	genemark-flattened_line_86-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.169&CDS=1-2118
1505	OG0001505	YER175C	augustus_masked-flattened_line_14-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.75&CDS=1-858
1506	OG0001506	YER178W	genemark-flattened_line_72-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.172&CDS=1-1161
1507	OG0001507	YER179W	genemark-flattened_line_38-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.104&CDS=1-1020
1508	OG0001508	YER182W	augustus_masked-flattened_line_38-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.11&CDS=1-678
1509	OG0001509	YER183C	genemark-flattened_line_38-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.108&CDS=1-597
1510	OG0001510	YFL001W	genemark-flattened_line_66-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.116&CDS=1-1245
1511	OG0001511	YFL002C	genemark-flattened_line_66-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.84&CDS=1-1806
1512	OG0001512	YFL003C	genemark-flattened_line_80-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.93&CDS=1-2574
1513	OG0001513	YFL005W	genemark-flattened_line_10-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.130&CDS=1-609
1514	OG0001514	YFL007W	genemark-flattened_line_124-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.65&CDS=1-5979
1515	OG0001515	YFL008W	genemark-flattened_line_56-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.7&CDS=1-3711
1516	OG0001516	YFL013C	genemark-flattened_line_104-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.71&CDS=1-2304
1517	OG0001517	YFL014W	genemark-flattened_line_2-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.91&CDS=1-408
1518	OG0001518	YFL016C	genemark-flattened_line_18-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.113&CDS=1-1374
1519	OG0001519	YFL017C	genemark-flattened_line_4-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.122&CDS=1-492
1520	OG0001520	YFL017W-A	genemark-flattened_line_104-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.93&CDS=1-228
1521	OG0001521	YFL018C	genemark-flattened_line_52-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.53&CDS=1-1503
1522	OG0001522	YFL022C	genemark-flattened_line_44-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.112&CDS=1-1632
1523	OG0001523	YFL024C	genemark-flattened_line_138-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.43&CDS=1-2238
1524	OG0001524	YFL026W	snap_masked-flattened_line_8-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.79&CDS=1-1332
1525	OG0001525	YFL027C	genemark-flattened_line_10-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.125&CDS=1-1551
1526	OG0001526	YFL028C	genemark-flattened_line_76-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.142&CDS=1-876
1527	OG0001527	YFL029C	augustus_masked-flattened_line_10-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.180&CDS=1-954
1528	OG0001528	YFL031W	genemark-flattened_line_2-processed-gene-4.198-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.198&CDS=1-909
1529	OG0001529	YFL033C	genemark-flattened_line_86-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.149&CDS=1-5670
1530	OG0001530	YFL034C-B	genemark-flattened_line_193-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_193-processed-gene-0.3&CDS=1-789
1531	OG0001531	YFL034W	genemark-flattened_line_76-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.113&CDS=1-3231
1532	OG0001532	YFL036W	genemark-flattened_line_40-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.122&CDS=1-4143
1533	OG0001533	YFL037W	snap_masked-flattened_line_14-processed-gene-2.254-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.254&CDS=1-1350
1534	OG0001534	YFL038C	snap_masked-flattened_line_106-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.23&CDS=1-723
1535	OG0001535	YFL039C	genemark-flattened_line_14-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.90&CDS=1-1125
1536	OG0001536	YFL044C	genemark-flattened_line_84-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.148&CDS=1-945
1537	OG0001537	YFL045C	genemark-flattened_line_8-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.36&CDS=1-759
1538	OG0001538	YFL046W	genemark-flattened_line_8-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.15&CDS=1-609
1539	OG0001539	YFL053W	genemark-flattened_line_0-processed-gene-4.95-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.95&CDS=1-1755
1540	OG0001540	YFR001W	genemark-flattened_line_169-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.38&CDS=1-564
1541	OG0001541	YFR002W	genemark-flattened_line_156-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.48&CDS=1-2748
1542	OG0001542	YFR004W	genemark-flattened_line_14-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.15&CDS=1-924
1543	OG0001543	YFR005C	genemark-flattened_line_24-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.95&CDS=1-1731
1544	OG0001544	YFR006W	genemark-flattened_line_50-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.184&CDS=1-1374
1545	OG0001545	YFR007W	augustus_masked-flattened_line_24-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.7&CDS=1-894
1546	OG0001546	YFR009W	genemark-flattened_line_8-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.106&CDS=1-2271
1547	OG0001547	YFR010W	genemark-flattened_line_114-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.110&CDS=1-1437
1548	OG0001548	YFR011C	genemark-flattened_line_114-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.134&CDS=1-456
1549	OG0001549	YFR015C	genemark-flattened_line_32-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.1&CDS=1-2046
1550	OG0001550	YFR019W	genemark-flattened_line_10-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.54&CDS=1-5937
1551	OG0001551	YFR021W	maker-flattened_line_20-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.83&CDS=1-972
1552	OG0001552	YFR024C-A	genemark-flattened_line_74-processed-gene-0.230-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.230&CDS=1-1281
1553	OG0001553	YFR025C	genemark-flattened_line_52-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.23&CDS=1-915
1554	OG0001554	YFR028C	genemark-flattened_line_6-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.126&CDS=1-1842
1555	OG0001555	YFR029W	genemark-flattened_line_64-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.58&CDS=1-1815
1556	OG0001556	YFR030W	genemark-flattened_line_92-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.37&CDS=1-3201
1557	OG0001557	YFR031C	genemark-flattened_line_34-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.117&CDS=1-3522
1558	OG0001558	YFR033C	genemark-flattened_line_42-processed-gene-1.207-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.207&CDS=1-378
1559	OG0001559	YFR041C	genemark-flattened_line_40-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.159&CDS=1-885
1560	OG0001560	YFR044C	genemark-flattened_line_14-processed-gene-2.161-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.161&CDS=1-1434
1561	OG0001561	YFR045W	maker-flattened_line_34-snap-gene-0.145-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.145&CDS=1-837
1562	OG0001562	YFR047C	maker-flattened_line_50-augustus-gene-0.20-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.20&CDS=1-1935
1563	OG0001563	YFR048W	genemark-flattened_line_86-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.159&CDS=1-1935
1564	OG0001564	YFR050C	genemark-flattened_line_68-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.128&CDS=1-795
1565	OG0001565	YFR052W	genemark-flattened_line_34-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.128&CDS=1-831
1566	OG0001566	YGL001C	genemark-flattened_line_142-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.66&CDS=1-1107
1567	OG0001567	YGL004C	augustus_masked-flattened_line_74-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.4&CDS=1-1272
1568	OG0001568	YGL006W	genemark-flattened_line_30-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.123&CDS=1-3501
