	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_ciferrii
1400	OG0001400	YER118C	genemark-NW_011887410.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887410.1-processed-gene-0.12&CDS=1-906
1401	OG0001401	YER120W	genemark-NW_011887486.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_011887486.1-processed-gene-0.54&CDS=1-777
1402	OG0001402	YER122C	genemark-NW_011887686.1-processed-gene-0.149-mRNA-1_1&gene=genemark-NW_011887686.1-processed-gene-0.149&CDS=1-1380
1403	OG0001403	YER125W	genemark-NW_011887677.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887677.1-processed-gene-0.3&CDS=1-3993
1404	OG0001404	YER126C	genemark-NW_011887653.1-processed-gene-0.35-mRNA-1_1&gene=genemark-NW_011887653.1-processed-gene-0.35&CDS=1-783
1405	OG0001405	YER127W	genemark-NW_011887653.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887653.1-processed-gene-0.43&CDS=1-1032
1406	OG0001406	YER128W	genemark-NW_011887672.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-1.69&CDS=1-570
1407	OG0001407	YER133W	maker-NW_011887672.1-snap-gene-1.54-mRNA-1_1&gene=maker-NW_011887672.1-snap-gene-1.54&CDS=1-1215
1408	OG0001408	YER134C	genemark-NW_011887560.1-processed-gene-0.156-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.156&CDS=1-489
1409	OG0001409	YER136W	augustus_masked-NW_011887639.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NW_011887639.1-processed-gene-0.75&CDS=1-1341
1410	OG0001410	YER139C	augustus_masked-NW_011887733.1-processed-gene-1.270-mRNA-1_1&gene=augustus_masked-NW_011887733.1-processed-gene-1.270&CDS=1-789
1411	OG0001411	YER140W	genemark-NW_011887733.1-processed-gene-1.48-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.48&CDS=1-1641
1412	OG0001412	YER141W	maker-NW_011887733.1-snap-gene-1.184-mRNA-1_1&gene=maker-NW_011887733.1-snap-gene-1.184&CDS=1-1818
1413	OG0001413	YER142C	genemark-NW_011887560.1-processed-gene-0.161-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.161&CDS=1-1023
1414	OG0001414	YER143W	genemark-NW_011887560.1-processed-gene-0.136-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.136&CDS=1-1302
1415	OG0001415	YER144C	maker-NW_011887560.1-snap-gene-0.7-mRNA-1_1&gene=maker-NW_011887560.1-snap-gene-0.7&CDS=1-2322
1416	OG0001416	YER145C	maker-NW_011887660.1-snap-gene-0.8-mRNA-1_1&gene=maker-NW_011887660.1-snap-gene-0.8&CDS=1-2304
1417	OG0001417	YER146W	maker-NW_011887560.1-augustus-gene-0.11-mRNA-1_1&gene=maker-NW_011887560.1-augustus-gene-0.11&CDS=1-282
1418	OG0001418	YER148W	genemark-NW_011887733.1-processed-gene-1.31-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.31&CDS=1-714
1419	OG0001419	YER150W	genemark-NW_011887715.1-processed-gene-0.89-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.89&CDS=1-846
1420	OG0001420	YER151C	genemark-NW_011887733.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.71&CDS=1-2607
1421	OG0001421	YER152C	genemark-NW_011887715.1-processed-gene-0.87-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.87&CDS=1-1281
1422	OG0001422	YER154W	genemark-NW_011887715.1-processed-gene-0.114-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.114&CDS=1-1146
1423	OG0001423	YER155C	genemark-NW_011887715.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.85&CDS=1-5706
1424	OG0001424	YER156C	genemark-NW_011887715.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.84&CDS=1-1026
1425	OG0001425	YER157W	genemark-NW_011887715.1-processed-gene-0.113-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.113&CDS=1-2379
1426	OG0001426	YER159C	snap_masked-NW_011887718.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NW_011887718.1-processed-gene-0.15&CDS=1-285
1427	OG0001427	YER162C	augustus_masked-NW_011887505.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_011887505.1-processed-gene-0.26&CDS=1-3237
1428	OG0001428	YER163C	genemark-NW_011887505.1-processed-gene-0.65-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.65&CDS=1-714
1429	OG0001429	YER164W	genemark-NW_011887729.1-processed-gene-2.177-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-2.177&CDS=1-4461
1430	OG0001430	YER165W	genemark-NW_011887505.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.42&CDS=1-1956
1431	OG0001431	YER168C	genemark-NW_011887672.1-processed-gene-1.91-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-1.91&CDS=1-1533
1432	OG0001432	YER169W	genemark-NW_011887672.1-processed-gene-0.66-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-0.66&CDS=1-2517
1433	OG0001433	YER170W	genemark-NW_011887672.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-0.64&CDS=1-681
1434	OG0001434	YER171W	genemark-NW_011887672.1-processed-gene-1.92-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-1.92&CDS=1-2343
1435	OG0001435	YER172C	snap_masked-NW_011887672.1-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NW_011887672.1-processed-gene-1.124&CDS=1-6420
1436	OG0001436	YER173W	maker-NW_011887672.1-snap-gene-0.119-mRNA-1_1&gene=maker-NW_011887672.1-snap-gene-0.119&CDS=1-1920
1437	OG0001437	YER178W	genemark-NW_011887617.1-processed-gene-0.145-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.145&CDS=1-1215
1438	OG0001438	YER179W	maker-NW_011887718.1-snap-gene-0.5-mRNA-1_1&gene=maker-NW_011887718.1-snap-gene-0.5&CDS=1-984
1439	OG0001439	YER180C-A	genemark-NW_011887687.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887687.1-processed-gene-0.18&CDS=1-369
1440	OG0001440	YER182W	snap_masked-NW_011887692.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NW_011887692.1-processed-gene-0.87&CDS=1-855
1441	OG0001441	YER183C	genemark-NW_011887692.1-processed-gene-0.13-mRNA-1_1&gene=genemark-NW_011887692.1-processed-gene-0.13&CDS=1-657
1442	OG0001442	YFL001W	genemark-NW_011887562.1-processed-gene-0.110-mRNA-1_1&gene=genemark-NW_011887562.1-processed-gene-0.110&CDS=1-1236
1443	OG0001443	YFL002C	genemark-NW_011887562.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NW_011887562.1-processed-gene-0.81&CDS=1-1773
1444	OG0001444	YFL004W	genemark-NW_011887648.1-processed-gene-0.47-mRNA-1_1&gene=genemark-NW_011887648.1-processed-gene-0.47&CDS=1-2412
1445	OG0001445	YFL005W	genemark-NW_011887644.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887644.1-processed-gene-0.61&CDS=1-609
1446	OG0001446	YFL007W	snap_masked-NW_011887466.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NW_011887466.1-processed-gene-0.31&CDS=1-6330
1447	OG0001447	YFL008W	genemark-NW_011887711.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-0.62&CDS=1-5706
1448	OG0001448	YFL010C	augustus_masked-NW_011887644.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NW_011887644.1-processed-gene-0.11&CDS=1-612
1449	OG0001449	YFL014W	snap_masked-NW_011887620.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NW_011887620.1-processed-gene-0.24&CDS=1-198
1450	OG0001450	YFL016C	genemark-NW_011887523.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NW_011887523.1-processed-gene-0.53&CDS=1-1482
1451	OG0001451	YFL017C	genemark-NW_011887648.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887648.1-processed-gene-0.44&CDS=1-462
1452	OG0001452	YFL017W-A	snap_masked-NW_011887648.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NW_011887648.1-processed-gene-0.25&CDS=1-246
1453	OG0001453	YFL018C	genemark-NW_011887656.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NW_011887656.1-processed-gene-0.6&CDS=1-1488
1454	OG0001454	YFL022C	genemark-NW_011887537.1-processed-gene-0.120-mRNA-1_1&gene=genemark-NW_011887537.1-processed-gene-0.120&CDS=1-1485
1455	OG0001455	YFL023W	maker-NW_011887682.1-snap-gene-0.50-mRNA-1_1&gene=maker-NW_011887682.1-snap-gene-0.50&CDS=1-2541
1456	OG0001456	YFL024C	genemark-NW_011887545.1-processed-gene-0.141-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.141&CDS=1-2316
1457	OG0001457	YFL025C	genemark-NW_011887679.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887679.1-processed-gene-0.42&CDS=1-2994
1458	OG0001458	YFL026W	genemark-NW_011887679.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887679.1-processed-gene-0.60&CDS=1-1251
1459	OG0001459	YFL027C	genemark-NW_011887732.1-processed-gene-0.13-mRNA-1_1&gene=genemark-NW_011887732.1-processed-gene-0.13&CDS=1-1359
1460	OG0001460	YFL028C	genemark-NW_011887732.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887732.1-processed-gene-0.14&CDS=1-948
1461	OG0001461	YFL029C	genemark-NW_011887732.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NW_011887732.1-processed-gene-0.30&CDS=1-1005
1462	OG0001462	YFL030W	genemark-NW_011887576.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.75&CDS=1-1248
1463	OG0001463	YFL031W	genemark-NW_011887658.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_011887658.1-processed-gene-0.7&CDS=1-840
1464	OG0001464	YFL033C	genemark-NW_011887537.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NW_011887537.1-processed-gene-0.97&CDS=1-4653
1465	OG0001465	YFL034C-B	genemark-NW_011887584.1-processed-gene-0.101-mRNA-1_1&gene=genemark-NW_011887584.1-processed-gene-0.101&CDS=1-828
1466	OG0001466	YFL034W	genemark-NW_011887644.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NW_011887644.1-processed-gene-0.62&CDS=1-3108
1467	OG0001467	YFL036W	snap_masked-NW_011887584.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NW_011887584.1-processed-gene-0.85&CDS=1-3996
1468	OG0001468	YFL037W	genemark-NW_011887712.1-processed-gene-0.189-mRNA-1_1&gene=genemark-NW_011887712.1-processed-gene-0.189&CDS=1-1347
1469	OG0001469	YFL038C	genemark-NW_011887712.1-processed-gene-0.159-mRNA-1_1&gene=genemark-NW_011887712.1-processed-gene-0.159&CDS=1-615
1470	OG0001470	YFL039C	genemark-NW_011887443.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NW_011887443.1-processed-gene-0.6&CDS=1-1128
1471	OG0001471	YFL042C	augustus_masked-NW_011887711.1-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-NW_011887711.1-processed-gene-1.236&CDS=1-2637
1472	OG0001472	YFL044C	genemark-NW_011887694.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887694.1-processed-gene-0.8&CDS=1-921
1473	OG0001473	YFL045C	genemark-NW_011887695.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NW_011887695.1-processed-gene-0.10&CDS=1-750
1474	OG0001474	YFL046W	snap_masked-NW_011887695.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NW_011887695.1-processed-gene-0.15&CDS=1-585
1475	OG0001475	YFL047W	genemark-NW_011887711.1-processed-gene-1.104-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.104&CDS=1-2409
1476	OG0001476	YFL049W	genemark-NW_011887711.1-processed-gene-1.103-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.103&CDS=1-1677
1477	OG0001477	YFL055W	genemark-NW_011887713.1-processed-gene-0.172-mRNA-1_1&gene=genemark-NW_011887713.1-processed-gene-0.172&CDS=1-1680
1478	OG0001478	YFR001W	genemark-NW_011887686.1-processed-gene-0.185-mRNA-1_1&gene=genemark-NW_011887686.1-processed-gene-0.185&CDS=1-618
1479	OG0001479	YFR002W	genemark-NW_011887712.1-processed-gene-0.202-mRNA-1_1&gene=genemark-NW_011887712.1-processed-gene-0.202&CDS=1-2517
1480	OG0001480	YFR005C	genemark-NW_011887628.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_011887628.1-processed-gene-0.29&CDS=1-1299
1481	OG0001481	YFR006W	maker-NW_011887624.1-snap-gene-0.155-mRNA-1_1&gene=maker-NW_011887624.1-snap-gene-0.155&CDS=1-1491
1482	OG0001482	YFR007W	genemark-NW_011887628.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_011887628.1-processed-gene-0.32&CDS=1-1062
1483	OG0001483	YFR009W	genemark-NW_011887651.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NW_011887651.1-processed-gene-0.49&CDS=1-2259
1484	OG0001484	YFR010W	maker-NW_011887723.1-augustus-gene-0.196-mRNA-1_1&gene=maker-NW_011887723.1-augustus-gene-0.196&CDS=1-3816
1485	OG0001485	YFR011C	genemark-NW_011887723.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.32&CDS=1-456
1486	OG0001486	YFR015C	genemark-NW_011887499.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887499.1-processed-gene-0.17&CDS=1-2067
1487	OG0001487	YFR016C	snap_masked-NW_011887643.1-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NW_011887643.1-processed-gene-0.172&CDS=1-3744
1488	OG0001488	YFR018C	augustus_masked-NW_011887721.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_011887721.1-processed-gene-0.5&CDS=1-948
1489	OG0001489	YFR019W	genemark-NW_011887721.1-processed-gene-0.20-mRNA-1_1&gene=genemark-NW_011887721.1-processed-gene-0.20&CDS=1-6237
1490	OG0001490	YFR021W	genemark-NW_011887721.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887721.1-processed-gene-0.14&CDS=1-1671
1491	OG0001491	YFR024C-A	genemark-NW_011887692.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NW_011887692.1-processed-gene-0.11&CDS=1-1326
1492	OG0001492	YFR025C	snap_masked-NW_011887692.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NW_011887692.1-processed-gene-0.73&CDS=1-951
1493	OG0001493	YFR027W	genemark-NW_011887469.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NW_011887469.1-processed-gene-0.30&CDS=1-879
1494	OG0001494	YFR028C	genemark-NW_011887542.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.81&CDS=1-1608
1495	OG0001495	YFR029W	genemark-NW_011887521.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NW_011887521.1-processed-gene-0.77&CDS=1-1968
1496	OG0001496	YFR030W	genemark-NW_011887523.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NW_011887523.1-processed-gene-0.72&CDS=1-3225
1497	OG0001497	YFR031C	genemark-NW_011887490.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.71&CDS=1-3348
1498	OG0001498	YFR032C	genemark-NW_011887490.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.69&CDS=1-1257
1499	OG0001499	YFR034C	genemark-NW_011887700.1-processed-gene-1.18-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-1.18&CDS=1-1644
1500	OG0001500	YFR037C	genemark-NW_011887737.1-processed-gene-0.153-mRNA-1_1&gene=genemark-NW_011887737.1-processed-gene-0.153&CDS=1-1755
1501	OG0001501	YFR038W	genemark-NW_011887737.1-processed-gene-0.128-mRNA-1_1&gene=genemark-NW_011887737.1-processed-gene-0.128&CDS=1-2400
1502	OG0001502	YFR041C	snap_masked-NW_011887702.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NW_011887702.1-processed-gene-0.16&CDS=1-888
1503	OG0001503	YFR042W	genemark-NW_011887702.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NW_011887702.1-processed-gene-0.28&CDS=1-639
1504	OG0001504	YFR043C	genemark-NW_011887702.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887702.1-processed-gene-0.42&CDS=1-708
1505	OG0001505	YFR044C	genemark-NW_011887524.1-processed-gene-0.111-mRNA-1_1&gene=genemark-NW_011887524.1-processed-gene-0.111&CDS=1-1437
1506	OG0001506	YFR045W	genemark-NW_011887631.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887631.1-processed-gene-0.17&CDS=1-1173
1507	OG0001507	YFR047C	genemark-NW_011887469.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NW_011887469.1-processed-gene-0.28&CDS=1-891
1508	OG0001508	YFR048W	genemark-NW_011887617.1-processed-gene-0.119-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.119&CDS=1-1635
1509	OG0001509	YFR049W	genemark-NW_011887655.1-processed-gene-0.107-mRNA-1_1&gene=genemark-NW_011887655.1-processed-gene-0.107&CDS=1-333
1510	OG0001510	YFR050C	genemark-NW_011887655.1-processed-gene-0.108-mRNA-1_1&gene=genemark-NW_011887655.1-processed-gene-0.108&CDS=1-804
1511	OG0001511	YFR051C	genemark-NW_011887655.1-processed-gene-0.136-mRNA-1_1&gene=genemark-NW_011887655.1-processed-gene-0.136&CDS=1-1611
1512	OG0001512	YFR052W	genemark-NW_011887665.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NW_011887665.1-processed-gene-0.19&CDS=1-852
1513	OG0001513	YGL001C	genemark-NW_011887695.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_011887695.1-processed-gene-0.7&CDS=1-1044
1514	OG0001514	YGL003C	genemark-NW_011887653.1-processed-gene-0.41-mRNA-1_1&gene=genemark-NW_011887653.1-processed-gene-0.41&CDS=1-1569
1515	OG0001515	YGL004C	maker-NW_011887533.1-snap-gene-0.5-mRNA-1_1&gene=maker-NW_011887533.1-snap-gene-0.5&CDS=1-1185
1516	OG0001516	YGL005C	genemark-NW_011887533.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.78&CDS=1-936
1517	OG0001517	YGL006W	genemark-NW_011887533.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.95&CDS=1-3888
1518	OG0001518	YGL008C	genemark-NW_011887711.1-processed-gene-0.40-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-0.40&CDS=1-2709
1519	OG0001519	YGL009C	genemark-NW_011887701.1-processed-gene-1.123-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-1.123&CDS=1-2343
1520	OG0001520	YGL010W	genemark-NW_011887707.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887707.1-processed-gene-0.43&CDS=1-543
1521	OG0001521	YGL011C	genemark-NW_011887610.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.33&CDS=1-732
1522	OG0001522	YGL012W	genemark-NW_011887610.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.7&CDS=1-1374
1523	OG0001523	YGL016W	genemark-NW_011887533.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.81&CDS=1-2904
1524	OG0001524	YGL017W	augustus_masked-NW_011887610.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NW_011887610.1-processed-gene-0.132&CDS=1-1128
1525	OG0001525	YGL018C	genemark-NW_011887610.1-processed-gene-0.26-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.26&CDS=1-567
1526	OG0001526	YGL019W	genemark-NW_011887610.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.46&CDS=1-777
1527	OG0001527	YGL020C	genemark-NW_011887610.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.27&CDS=1-609
1528	OG0001528	YGL022W	genemark-NW_011887610.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.15&CDS=1-2244
1529	OG0001529	YGL023C	genemark-NW_011887610.1-processed-gene-0.38-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.38&CDS=1-1770
1530	OG0001530	YGL026C	genemark-NW_011887599.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887599.1-processed-gene-0.14&CDS=1-2103
1531	OG0001531	YGL027C	genemark-NW_011887718.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_011887718.1-processed-gene-0.32&CDS=1-2445
1532	OG0001532	YGL028C	genemark-NW_011887718.1-processed-gene-0.34-mRNA-1_1&gene=genemark-NW_011887718.1-processed-gene-0.34&CDS=1-1500
1533	OG0001533	YGL030W	genemark-NW_011887672.1-processed-gene-1.88-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-1.88&CDS=1-321
1534	OG0001534	YGL033W	genemark-NW_011887718.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NW_011887718.1-processed-gene-0.33&CDS=1-630
1535	OG0001535	YGL036W	genemark-NW_011887533.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.90&CDS=1-2460
1536	OG0001536	YGL037C	genemark-NW_011887533.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.68&CDS=1-681
1537	OG0001537	YGL040C	genemark-NW_011887576.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.72&CDS=1-1020
1538	OG0001538	YGL043W	genemark-NW_011887734.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_011887734.1-processed-gene-0.2&CDS=1-912
1539	OG0001539	YGL044C	genemark-NW_011887734.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887734.1-processed-gene-0.25&CDS=1-798
1540	OG0001540	YGL045W	genemark-NW_011887533.1-processed-gene-0.66-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.66&CDS=1-2112
1541	OG0001541	YGL047W	genemark-NW_011887476.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887476.1-processed-gene-0.42&CDS=1-552
1542	OG0001542	YGL048C	genemark-NW_011887476.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_011887476.1-processed-gene-0.54&CDS=1-1188
1543	OG0001543	YGL050W	genemark-NW_011887487.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887487.1-processed-gene-0.60&CDS=1-663
1544	OG0001544	YGL054C	genemark-NW_011887560.1-processed-gene-0.128-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.128&CDS=1-408
1545	OG0001545	YGL055W	genemark-NW_011887729.1-processed-gene-2.230-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-2.230&CDS=1-1461
1546	OG0001546	YGL058W	genemark-NW_011887691.1-processed-gene-1.29-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.29&CDS=1-492
1547	OG0001547	YGL059W	genemark-NW_011887691.1-processed-gene-1.60-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.60&CDS=1-1467
1548	OG0001548	YGL064C	genemark-NW_011887534.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NW_011887534.1-processed-gene-0.33&CDS=1-1698
1549	OG0001549	YGL065C	genemark-NW_011887534.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NW_011887534.1-processed-gene-0.28&CDS=1-1494
1550	OG0001550	YGL066W	genemark-NW_011887534.1-processed-gene-0.5-mRNA-1_1&gene=genemark-NW_011887534.1-processed-gene-0.5&CDS=1-1509
1551	OG0001551	YGL068W	genemark-NW_011887656.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887656.1-processed-gene-0.8&CDS=1-528
1552	OG0001552	YGL070C	maker-NW_011887656.1-snap-gene-0.82-mRNA-1_1&gene=maker-NW_011887656.1-snap-gene-0.82&CDS=1-897
1553	OG0001553	YGL073W	genemark-NW_011887660.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NW_011887660.1-processed-gene-0.58&CDS=1-1986
1554	OG0001554	YGL077C	genemark-NW_011887651.1-processed-gene-0.48-mRNA-1_1&gene=genemark-NW_011887651.1-processed-gene-0.48&CDS=1-1569
1555	OG0001555	YGL078C	genemark-NW_011887709.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NW_011887709.1-processed-gene-0.75&CDS=1-1584
1556	OG0001556	YGL079W	genemark-NW_011887709.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NW_011887709.1-processed-gene-0.59&CDS=1-441
1557	OG0001557	YGL080W	genemark-NW_011887709.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NW_011887709.1-processed-gene-0.58&CDS=1-363
1558	OG0001558	YGL083W	maker-NW_011887689.1-augustus-gene-0.240-mRNA-1_1&gene=maker-NW_011887689.1-augustus-gene-0.240&CDS=1-3006
1559	OG0001559	YGL084C	genemark-NW_011887691.1-processed-gene-1.8-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.8&CDS=1-1728
1560	OG0001560	YGL085W	genemark-NW_011887691.1-processed-gene-1.41-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.41&CDS=1-684
1561	OG0001561	YGL086W	genemark-NW_011887691.1-processed-gene-1.42-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.42&CDS=1-2064
1562	OG0001562	YGL087C	genemark-NW_011887691.1-processed-gene-1.9-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.9&CDS=1-414
1563	OG0001563	YGL091C	genemark-NW_011887739.1-processed-gene-1.96-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-1.96&CDS=1-987
1564	OG0001564	YGL092W	genemark-NW_011887739.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-1.74&CDS=1-4347
1565	OG0001565	YGL094C	genemark-NW_011887484.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887484.1-processed-gene-0.60&CDS=1-3240
1566	OG0001566	YGL095C	genemark-NW_011887484.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887484.1-processed-gene-0.61&CDS=1-1806
1567	OG0001567	YGL097W	genemark-NW_011887518.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_011887518.1-processed-gene-0.29&CDS=1-1428
1568	OG0001568	YGL098W	genemark-NW_011887706.1-processed-gene-0.161-mRNA-1_1&gene=genemark-NW_011887706.1-processed-gene-0.161&CDS=1-705
1569	OG0001569	YGL099W	genemark-NW_011887691.1-processed-gene-1.2-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.2&CDS=1-1863
