	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026152_Torulaspora_franciscae
1524	OG0001524	YER090W	augustus_masked-flattened_line_5-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.66&CDS=1-2025
1525	OG0001525	YER091C	snap_masked-flattened_line_5-processed-gene-3.7-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.7&CDS=1-2304
1526	OG0001526	YER093C	snap_masked-flattened_line_5-processed-gene-3.6-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.6&CDS=1-4125
1527	OG0001527	YER093C-A	maker-flattened_line_5-snap-gene-3.60-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-3.60&CDS=1-459
1528	OG0001528	YER094C	snap_masked-flattened_line_5-processed-gene-2.30-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.30&CDS=1-615
1529	OG0001529	YER095W	snap_masked-flattened_line_5-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.56&CDS=1-1182
1530	OG0001530	YER099C	snap_masked-flattened_line_5-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.28&CDS=1-954
1531	OG0001531	YER100W	snap_masked-flattened_line_5-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.51&CDS=1-747
1532	OG0001532	YER103W	snap_masked-flattened_line_5-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.48&CDS=1-1935
1533	OG0001533	YER106W	snap_masked-flattened_line_5-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.44&CDS=1-840
1534	OG0001534	YER107C	snap_masked-flattened_line_5-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.93&CDS=1-1092
1535	OG0001535	YER109C	snap_masked-flattened_line_5-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.94&CDS=1-1914
1536	OG0001536	YER110C	snap_masked-flattened_line_5-processed-gene-4.96-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.96&CDS=1-3345
1537	OG0001537	YER111C	snap_masked-flattened_line_5-processed-gene-4.97-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.97&CDS=1-3015
1538	OG0001538	YER112W	augustus_masked-flattened_line_5-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.124&CDS=1-522
1539	OG0001539	YER113C	augustus_masked-flattened_line_5-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.144&CDS=1-2037
1540	OG0001540	YER114C	genemark-flattened_line_5-processed-gene-4.48-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.48&CDS=1-2931
1541	OG0001541	YER116C	snap_masked-flattened_line_5-processed-gene-4.100-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.100&CDS=1-624
1542	OG0001542	YER122C	maker-flattened_line_5-augustus-gene-5.132-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-5.132&CDS=1-2199
1543	OG0001543	YER123W	snap_masked-flattened_line_3-processed-gene-5.54-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.54&CDS=1-1491
1544	OG0001544	YER124C	snap_masked-flattened_line_3-processed-gene-5.80-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.80&CDS=1-1644
1545	OG0001545	YER125W	snap_masked-flattened_line_3-processed-gene-5.55-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.55&CDS=1-2367
1546	OG0001546	YER126C	snap_masked-flattened_line_3-processed-gene-5.82-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.82&CDS=1-783
1547	OG0001547	YER127W	snap_masked-flattened_line_3-processed-gene-5.57-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.57&CDS=1-1056
1548	OG0001548	YER128W	snap_masked-flattened_line_3-processed-gene-5.58-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.58&CDS=1-612
1549	OG0001549	YER129W	snap_masked-flattened_line_3-processed-gene-5.59-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.59&CDS=1-3453
1550	OG0001550	YER130C	snap_masked-flattened_line_3-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.6&CDS=1-948
1551	OG0001551	YER133W	snap_masked-flattened_line_3-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.25&CDS=1-936
1552	OG0001552	YER134C	snap_masked-flattened_line_3-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.0&CDS=1-528
1553	OG0001553	YER136W	snap_masked-flattened_line_12-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.80&CDS=1-1377
1554	OG0001554	YER137C	snap_masked-flattened_line_12-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.48&CDS=1-426
1555	OG0001555	YER139C	snap_masked-flattened_line_12-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.81&CDS=1-684
1556	OG0001556	YER141W	augustus_masked-flattened_line_12-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.9&CDS=1-2973
1557	OG0001557	YER142C	snap_masked-flattened_line_12-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.82&CDS=1-852
1558	OG0001558	YER143W	augustus_masked-flattened_line_12-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.10&CDS=1-1230
1559	OG0001559	YER145C	snap_masked-flattened_line_12-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.87&CDS=1-1116
1560	OG0001560	YER146W	snap_masked-flattened_line_12-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.59&CDS=1-255
1561	OG0001561	YER147C	snap_masked-flattened_line_12-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.89&CDS=1-1914
1562	OG0001562	YER148W	snap_masked-flattened_line_12-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.62&CDS=1-705
1563	OG0001563	YER149C	augustus_masked-flattened_line_12-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.36&CDS=1-1038
1564	OG0001564	YER150W	snap_masked-flattened_line_12-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.65&CDS=1-576
1565	OG0001565	YER151C	snap_masked-flattened_line_12-processed-gene-2.47-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.47&CDS=1-2337
1566	OG0001566	YER152C	snap_masked-flattened_line_12-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.49&CDS=1-1347
1567	OG0001567	YER153C	snap_masked-flattened_line_12-processed-gene-2.50-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.50&CDS=1-831
1568	OG0001568	YER154W	snap_masked-flattened_line_12-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.29&CDS=1-1158
1569	OG0001569	YER155C	snap_masked-flattened_line_12-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.51&CDS=1-6159
1570	OG0001570	YER156C	snap_masked-flattened_line_12-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.52&CDS=1-1002
1571	OG0001571	YER157W	snap_masked-flattened_line_12-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.31&CDS=1-2307
1572	OG0001572	YER161C	snap_masked-flattened_line_12-processed-gene-3.71-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.71&CDS=1-1002
1573	OG0001573	YER162C	snap_masked-flattened_line_24-processed-gene-1.210-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.210&CDS=1-2379
1574	OG0001574	YER164W	snap_masked-flattened_line_12-processed-gene-3.48-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.48&CDS=1-4380
1575	OG0001575	YER165W	snap_masked-flattened_line_12-processed-gene-3.49-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.49&CDS=1-1758
1576	OG0001576	YER166W	snap_masked-flattened_line_12-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.51&CDS=1-4809
1577	OG0001577	YER167W	augustus_masked-flattened_line_12-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.10&CDS=1-2325
1578	OG0001578	YER168C	snap_masked-flattened_line_12-processed-gene-3.73-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.73&CDS=1-1596
1579	OG0001579	YER169W	snap_masked-flattened_line_12-processed-gene-3.53-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.53&CDS=1-2508
1580	OG0001580	YER171W	maker-flattened_line_12-snap-gene-3.95-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-3.95&CDS=1-3057
1581	OG0001581	YER172C	snap_masked-flattened_line_12-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.75&CDS=1-6498
1582	OG0001582	YER173W	snap_masked-flattened_line_12-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.56&CDS=1-1944
1583	OG0001583	YER175C	augustus_masked-flattened_line_28-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.89&CDS=1-1824
1584	OG0001584	YER182W	snap_masked-flattened_line_10-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.63&CDS=1-723
1585	OG0001585	YER183C	snap_masked-flattened_line_10-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.44&CDS=1-651
1586	OG0001586	YER184C	snap_masked-flattened_line_67-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.4&CDS=1-2334
1587	OG0001587	YER185W	snap_masked-flattened_line_67-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.6&CDS=1-972
1588	OG0001588	YER187W	augustus_masked-flattened_line_50-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.23&CDS=1-849
1589	OG0001589	YFL001W	augustus_masked-flattened_line_5-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.61&CDS=1-1305
1590	OG0001590	YFL002C	snap_masked-flattened_line_5-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.11&CDS=1-1809
1591	OG0001591	YFL007W	augustus_masked-flattened_line_5-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.114&CDS=1-9588
1592	OG0001592	YFL008W	snap_masked-flattened_line_5-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.68&CDS=1-3657
1593	OG0001593	YFL009W	snap_masked-flattened_line_5-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.66&CDS=1-1905
1594	OG0001594	YFL014W	snap_masked-flattened_line_5-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.65&CDS=1-318
1595	OG0001595	YFL016C	snap_masked-flattened_line_5-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.89&CDS=1-1467
1596	OG0001596	YFL017C	genemark-flattened_line_5-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.37&CDS=1-1812
1597	OG0001597	YFL017W-A	snap_masked-flattened_line_5-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.63&CDS=1-228
1598	OG0001598	YFL018C	snap_masked-flattened_line_5-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.86&CDS=1-1482
1599	OG0001599	YFL021W	snap_masked-flattened_line_5-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.62&CDS=1-1059
1600	OG0001600	YFL022C	augustus_masked-flattened_line_5-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.125&CDS=1-2085
1601	OG0001601	YFL023W	snap_masked-flattened_line_5-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.58&CDS=1-2406
1602	OG0001602	YFL024C	snap_masked-flattened_line_5-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.83&CDS=1-2460
1603	OG0001603	YFL025C	augustus_masked-flattened_line_5-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.123&CDS=1-3093
1604	OG0001604	YFL026W	augustus_masked-flattened_line_5-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.106&CDS=1-1512
1605	OG0001605	YFL027C	augustus_masked-flattened_line_5-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.122&CDS=1-1626
1606	OG0001606	YFL028C	snap_masked-flattened_line_5-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.79&CDS=1-849
1607	OG0001607	YFL029C	snap_masked-flattened_line_5-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.77&CDS=1-1101
1608	OG0001608	YFL031W	snap_masked-flattened_line_5-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.51&CDS=1-522
1609	OG0001609	YFL034C-B	genemark-flattened_line_5-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.134&CDS=1-1560
1610	OG0001610	YFL034W	snap_masked-flattened_line_5-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.64&CDS=1-2931
1611	OG0001611	YFL036W	augustus_masked-flattened_line_5-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.20&CDS=1-3951
1612	OG0001612	YFL037W	augustus_masked-flattened_line_5-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.19&CDS=1-1350
1613	OG0001613	YFL038C	snap_masked-flattened_line_5-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.85&CDS=1-624
1614	OG0001614	YFL039C	snap_masked-flattened_line_5-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.84&CDS=1-1125
1615	OG0001615	YFL040W	snap_masked-flattened_line_5-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.59&CDS=1-1146
1616	OG0001616	YFL042C	snap_masked-flattened_line_5-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.80&CDS=1-2535
1617	OG0001617	YFL044C	snap_masked-flattened_line_5-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.79&CDS=1-903
1618	OG0001618	YFL045C	snap_masked-flattened_line_5-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.77&CDS=1-762
1619	OG0001619	YFL046W	genemark-flattened_line_5-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.102&CDS=1-612
1620	OG0001620	YFL047W	snap_masked-flattened_line_5-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.49&CDS=1-2148
1621	OG0001621	YFL048C	augustus_masked-flattened_line_5-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.27&CDS=1-1683
1622	OG0001622	YFL049W	snap_masked-flattened_line_5-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.48&CDS=1-1578
1623	OG0001623	YFL053W	snap_masked-flattened_line_5-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.68&CDS=1-1764
1624	OG0001624	YFL054C	snap_masked-flattened_line_5-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.46&CDS=1-1830
1625	OG0001625	YFR001W	snap_masked-flattened_line_5-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.13&CDS=1-606
1626	OG0001626	YFR002W	snap_masked-flattened_line_5-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.16&CDS=1-2556
1627	OG0001627	YFR003C	snap_masked-flattened_line_5-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.31&CDS=1-474
1628	OG0001628	YFR004W	snap_masked-flattened_line_5-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.17&CDS=1-918
1629	OG0001629	YFR005C	snap_masked-flattened_line_5-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.32&CDS=1-1383
1630	OG0001630	YFR006W	genemark-flattened_line_5-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.115&CDS=1-1455
1631	OG0001631	YFR007W	snap_masked-flattened_line_5-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.19&CDS=1-1017
1632	OG0001632	YFR008W	snap_masked-flattened_line_5-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.20&CDS=1-642
1633	OG0001633	YFR030W	snap_masked-flattened_line_10-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.51&CDS=1-3117
1634	OG0001634	YFR031C	snap_masked-flattened_line_10-processed-gene-4.23-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.23&CDS=1-3510
1635	OG0001635	YFR032C-A	augustus_masked-flattened_line_10-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.88&CDS=1-1500
1636	OG0001636	YFR034C	snap_masked-flattened_line_10-processed-gene-4.18-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.18&CDS=1-1452
1637	OG0001637	YFR036W	snap_masked-flattened_line_10-processed-gene-4.47-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.47&CDS=1-348
1638	OG0001638	YFR037C	snap_masked-flattened_line_10-processed-gene-4.7-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.7&CDS=1-1701
1639	OG0001639	YFR038W	augustus_masked-flattened_line_10-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.83&CDS=1-2499
1640	OG0001640	YFR040W	snap_masked-flattened_line_38-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.145&CDS=1-2703
1641	OG0001641	YFR041C	snap_masked-flattened_line_38-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.107&CDS=1-885
1642	OG0001642	YFR043C	augustus_masked-flattened_line_38-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.175&CDS=1-687
1643	OG0001643	YFR044C	snap_masked-flattened_line_38-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.103&CDS=1-1455
1644	OG0001644	YFR045W	snap_masked-flattened_line_38-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.142&CDS=1-978
1645	OG0001645	YFR046C	augustus_masked-flattened_line_38-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.171&CDS=1-927
1646	OG0001646	YFR048W	augustus_masked-flattened_line_38-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.201&CDS=1-1749
1647	OG0001647	YFR049W	snap_masked-flattened_line_38-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.137&CDS=1-411
1648	OG0001648	YFR050C	augustus_masked-flattened_line_38-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.166&CDS=1-1884
1649	OG0001649	YFR051C	snap_masked-flattened_line_38-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.90&CDS=1-1605
1650	OG0001650	YFR052W	snap_masked-flattened_line_38-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.134&CDS=1-792
1651	OG0001651	YFR055W	snap_masked-flattened_line_58-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.11&CDS=1-1206
1652	OG0001652	YGL001C	genemark-flattened_line_3-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.107&CDS=1-1047
1653	OG0001653	YGL003C	snap_masked-flattened_line_3-processed-gene-3.24-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.24&CDS=1-1677
1654	OG0001654	YGL004C	snap_masked-flattened_line_3-processed-gene-3.25-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.25&CDS=1-2130
1655	OG0001655	YGL006W	snap_masked-flattened_line_3-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.45&CDS=1-3474
1656	OG0001656	YGL008C	snap_masked-flattened_line_3-processed-gene-3.27-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.27&CDS=1-2721
1657	OG0001657	YGL009C	snap_masked-flattened_line_3-processed-gene-3.49-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.49&CDS=1-2319
1658	OG0001658	YGL011C	snap_masked-flattened_line_3-processed-gene-3.48-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.48&CDS=1-759
1659	OG0001659	YGL012W	maker-flattened_line_3-snap-gene-3.93-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-3.93&CDS=1-3810
1660	OG0001660	YGL013C	snap_masked-flattened_line_3-processed-gene-3.47-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.47&CDS=1-2970
1661	OG0001661	YGL016W	snap_masked-flattened_line_3-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.51&CDS=1-3231
1662	OG0001662	YGL017W	snap_masked-flattened_line_3-processed-gene-3.52-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.52&CDS=1-1470
1663	OG0001663	YGL018C	snap_masked-flattened_line_3-processed-gene-3.33-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.33&CDS=1-576
1664	OG0001664	YGL019W	snap_masked-flattened_line_3-processed-gene-3.53-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.53&CDS=1-807
1665	OG0001665	YGL020C	snap_masked-flattened_line_3-processed-gene-3.34-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.34&CDS=1-684
1666	OG0001666	YGL022W	snap_masked-flattened_line_3-processed-gene-3.55-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.55&CDS=1-2163
1667	OG0001667	YGL023C	snap_masked-flattened_line_3-processed-gene-3.36-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.36&CDS=1-1839
1668	OG0001668	YGL025C	snap_masked-flattened_line_3-processed-gene-4.49-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.49&CDS=1-1068
1669	OG0001669	YGL026C	snap_masked-flattened_line_3-processed-gene-4.50-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.50&CDS=1-2127
1670	OG0001670	YGL027C	augustus_masked-flattened_line_3-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.9&CDS=1-2457
1671	OG0001671	YGL028C	snap_masked-flattened_line_3-processed-gene-4.55-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.55&CDS=1-1578
1672	OG0001672	YGL029W	snap_masked-flattened_line_3-processed-gene-4.79-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.79&CDS=1-372
1673	OG0001673	YGL030W	snap_masked-flattened_line_3-processed-gene-4.81-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.81&CDS=1-321
1674	OG0001674	YGL032C	snap_masked-flattened_line_3-processed-gene-4.58-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.58&CDS=1-264
1675	OG0001675	YGL033W	maker-flattened_line_3-snap-gene-4.154-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-4.154&CDS=1-1593
1676	OG0001676	YGL036W	augustus_masked-flattened_line_3-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.34&CDS=1-3294
1677	OG0001677	YGL037C	snap_masked-flattened_line_3-processed-gene-4.62-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.62&CDS=1-642
1678	OG0001678	YGL038C	snap_masked-flattened_line_3-processed-gene-4.63-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.63&CDS=1-1350
1679	OG0001679	YGL047W	snap_masked-flattened_line_14-processed-gene-3.46-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.46&CDS=1-645
1680	OG0001680	YGL048C	snap_masked-flattened_line_14-processed-gene-3.87-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.87&CDS=1-1215
1681	OG0001681	YGL049C	snap_masked-flattened_line_14-processed-gene-3.86-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.86&CDS=1-2925
1682	OG0001682	YGL050W	snap_masked-flattened_line_14-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.45&CDS=1-687
1683	OG0001683	YGL054C	snap_masked-flattened_line_1-processed-gene-6.107-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.107&CDS=1-411
1684	OG0001684	YGL055W	snap_masked-flattened_line_1-processed-gene-6.102-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.102&CDS=1-1452
1685	OG0001685	YGL059W	augustus_masked-flattened_line_1-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.86&CDS=1-1920
1686	OG0001686	YGL060W	snap_masked-flattened_line_1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.38&CDS=1-1989
1687	OG0001687	YGL064C	snap_masked-flattened_line_14-processed-gene-3.69-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.69&CDS=1-1605
1688	OG0001688	YGL065C	snap_masked-flattened_line_14-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.66&CDS=1-1539
1689	OG0001689	YGL066W	snap_masked-flattened_line_14-processed-gene-3.28-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.28&CDS=1-1665
1690	OG0001690	YGL068W	snap_masked-flattened_line_14-processed-gene-3.26-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.26&CDS=1-516
