	OrthologID	Metschnikowia_similis	Saccharomyces_cerevisiae
1383	OG0001383	augustus_masked-sim-_s233-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.149&CDS=1-258	YGR037C
1384	OG0001384	augustus_masked-sim-_s233-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.150&CDS=1-1626	YGL244W
1385	OG0001385	augustus_masked-sim-_s233-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.126&CDS=1-2421	YOR168W
1386	OG0001386	augustus_masked-sim-_s233-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.127&CDS=1-1692	YKL088W
1387	OG0001387	augustus_masked-sim-_s233-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.153&CDS=1-1914	YDR120C
1388	OG0001388	augustus_masked-sim-_s233-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.128&CDS=1-291	YLR099W-A
1389	OG0001389	augustus_masked-sim-_s233-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.129&CDS=1-1029	YDR126W
1390	OG0001390	augustus_masked-sim-_s233-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.130&CDS=1-3174	YIR023W
1391	OG0001391	augustus_masked-sim-_s233-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.156&CDS=1-513	YKL013C
1392	OG0001392	augustus_masked-sim-_s233-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.157&CDS=1-1929	YKL012W
1393	OG0001393	augustus_masked-sim-_s233-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.158&CDS=1-3987	YLR084C
1394	OG0001394	augustus_masked-sim-_s233-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.134&CDS=1-2427	YDR108W
1395	OG0001395	augustus_masked-sim-_s233-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.159&CDS=1-2691	YPR019W
1396	OG0001396	augustus_masked-sim-_s233-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.160&CDS=1-1257	YPL101W
1397	OG0001397	augustus_masked-sim-_s233-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.135&CDS=1-1290	YDR105C
1398	OG0001398	augustus_masked-sim-_s233-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.136&CDS=1-372	YPR020W
1399	OG0001399	augustus_masked-sim-_s233-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.161&CDS=1-1839	YGL171W
1400	OG0001400	augustus_masked-sim-_s233-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.137&CDS=1-618	YLR312W-A
1401	OG0001401	augustus_masked-sim-_s233-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.140&CDS=1-699	YDL237W
1402	OG0001402	augustus_masked-sim-_s233-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.163&CDS=1-867	YOR130C
1403	OG0001403	augustus_masked-sim-_s233-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.164&CDS=1-426	YOL040C
1404	OG0001404	augustus_masked-sim-_s233-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.141&CDS=1-327	YDR382W
1405	OG0001405	augustus_masked-sim-_s233-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.142&CDS=1-2610	YLR241W
1406	OG0001406	augustus_masked-sim-_s233-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.166&CDS=1-990	YLR242C
1407	OG0001407	augustus_masked-sim-_s233-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.167&CDS=1-3849	YLR234W
1408	OG0001408	augustus_masked-sim-_s233-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.143&CDS=1-1329	YDR198C
1409	OG0001409	augustus_masked-sim-_s233-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.168&CDS=1-1032	YHR063C
1410	OG0001410	snap_masked-sim-_s233-processed-gene-0.82-mRNA-1_1&gene=snap_masked-sim-_s233-processed-gene-0.82&CDS=1-726	YDR196C
1411	OG0001411	augustus_masked-sim-_s233-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.169&CDS=1-3231	YLR240W
1412	OG0001412	snap_masked-sim-_s233-processed-gene-0.84-mRNA-1_1&gene=snap_masked-sim-_s233-processed-gene-0.84&CDS=1-327	YLR245C
1413	OG0001413	augustus_masked-sim-_s233-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-sim-_s233-processed-gene-0.146&CDS=1-1116	YLR244C
1414	OG0001414	augustus_masked-sim-_s235-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.94&CDS=1-681	YDR408C
1415	OG0001415	genemark-sim-_s235-processed-gene-0.19-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-0.19&CDS=1-1095	YOR136W
1416	OG0001416	snap_masked-sim-_s235-processed-gene-0.69-mRNA-1_1&gene=snap_masked-sim-_s235-processed-gene-0.69&CDS=1-1134	YDL168W
1417	OG0001417	snap_masked-sim-_s235-processed-gene-0.70-mRNA-1_1&gene=snap_masked-sim-_s235-processed-gene-0.70&CDS=1-1011	YDR214W
1418	OG0001418	augustus_masked-sim-_s235-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.114&CDS=1-807	YOR157C
1419	OG0001419	augustus_masked-sim-_s235-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.95&CDS=1-3948	YDR407C
1420	OG0001420	augustus_masked-sim-_s235-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.115&CDS=1-315	YMR244C-A
1421	OG0001421	genemark-sim-_s235-processed-gene-0.2-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-0.2&CDS=1-1137	YDR321W
1422	OG0001422	augustus_masked-sim-_s235-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.116&CDS=1-2091	YOR317W
1423	OG0001423	augustus_masked-sim-_s235-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.118&CDS=1-1911	YMR108W
1424	OG0001424	augustus_masked-sim-_s235-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.120&CDS=1-1020	YDR282C
1425	OG0001425	augustus_masked-sim-_s235-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.98&CDS=1-2049	YKL104C
1426	OG0001426	maker-sim-_s235-snap-gene-0.47-mRNA-1_1&gene=maker-sim-_s235-snap-gene-0.47&CDS=1-216	YIL156W-B
1427	OG0001427	augustus_masked-sim-_s235-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.99&CDS=1-1902	YKL139W
1428	OG0001428	augustus_masked-sim-_s235-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.100&CDS=1-1266	YER020W
1429	OG0001429	augustus_masked-sim-_s235-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.122&CDS=1-4077	YHR068W
1430	OG0001430	maker-sim-_s235-augustus-gene-0.42-mRNA-1_1&gene=maker-sim-_s235-augustus-gene-0.42&CDS=1-1788	YML007W
1431	OG0001431	augustus_masked-sim-_s235-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.124&CDS=1-2310	YEL053C
1432	OG0001432	augustus_masked-sim-_s235-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.101&CDS=1-3372	YDR325W
1433	OG0001433	augustus_masked-sim-_s235-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.102&CDS=1-1125	YML008C
1434	OG0001434	augustus_masked-sim-_s235-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.125&CDS=1-3219	YDR324C
1435	OG0001435	genemark-sim-_s235-processed-gene-0.11-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-0.11&CDS=1-2067	YLR361C
1436	OG0001436	maker-sim-_s235-snap-gene-0.46-mRNA-1_1&gene=maker-sim-_s235-snap-gene-0.46&CDS=1-4335	YLR362W
1437	OG0001437	augustus_masked-sim-_s235-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.108&CDS=1-447	YFL017C
1438	OG0001438	augustus_masked-sim-_s235-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.127&CDS=1-222	YFL017W-A
1439	OG0001439	genemark-sim-_s235-processed-gene-0.38-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-0.38&CDS=1-2331	YFL013C
1440	OG0001440	augustus_masked-sim-_s235-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.110&CDS=1-1704	YJL163C
1441	OG0001441	augustus_masked-sim-_s235-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.112&CDS=1-1815	YGR216C
1442	OG0001442	augustus_masked-sim-_s235-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-0.129&CDS=1-1155	YLR328W
1443	OG0001443	augustus_masked-sim-_s235-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.122&CDS=1-909	YMR099C
1444	OG0001444	augustus_masked-sim-_s235-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.123&CDS=1-1422	YKL004W
1445	OG0001445	augustus_masked-sim-_s235-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.124&CDS=1-360	YKL003C
1446	OG0001446	augustus_masked-sim-_s235-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.125&CDS=1-2970	YOL090W
1447	OG0001447	augustus_masked-sim-_s235-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.147&CDS=1-3243	YPR167C
1448	OG0001448	genemark-sim-_s235-processed-gene-1.6-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.6&CDS=1-669	YIL007C
1449	OG0001449	genemark-sim-_s235-processed-gene-1.33-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.33&CDS=1-300	YIL008W
1450	OG0001450	genemark-sim-_s235-processed-gene-1.7-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.7&CDS=1-1305	YEL002C
1451	OG0001451	genemark-sim-_s235-processed-gene-1.8-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.8&CDS=1-366	YEL003W
1452	OG0001452	augustus_masked-sim-_s235-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.148&CDS=1-537	YMR009W
1453	OG0001453	augustus_masked-sim-_s235-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.127&CDS=1-1416	YNL317W
1454	OG0001454	snap_masked-sim-_s235-processed-gene-1.96-mRNA-1_1&gene=snap_masked-sim-_s235-processed-gene-1.96&CDS=1-882	YOL136C
1455	OG0001455	genemark-sim-_s235-processed-gene-1.36-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.36&CDS=1-3405	YOR017W
1456	OG0001456	genemark-sim-_s235-processed-gene-1.37-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.37&CDS=1-1389	YPL063W
1457	OG0001457	augustus_masked-sim-_s235-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.150&CDS=1-3150	YER026C
1458	OG0001458	augustus_masked-sim-_s235-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.152&CDS=1-1119	YKL080W
1459	OG0001459	maker-sim-_s235-augustus-gene-1.172-mRNA-1_1&gene=maker-sim-_s235-augustus-gene-1.172&CDS=1-1767	YPR028W
1460	OG0001460	augustus_masked-sim-_s235-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.153&CDS=1-2442	YPR029C
1461	OG0001461	augustus_masked-sim-_s235-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.130&CDS=1-882	YPL064C
1462	OG0001462	augustus_masked-sim-_s235-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.155&CDS=1-345	YPR166C
1463	OG0001463	augustus_masked-sim-_s235-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.132&CDS=1-315	YOL108C
1464	OG0001464	augustus_masked-sim-_s235-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.133&CDS=1-4515	YOR093C
1465	OG0001465	augustus_masked-sim-_s235-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.135&CDS=1-1341	YML126C
1466	OG0001466	maker-sim-_s235-augustus-gene-1.173-mRNA-1_1&gene=maker-sim-_s235-augustus-gene-1.173&CDS=1-1344	YML085C
1467	OG0001467	maker-sim-_s235-augustus-gene-1.174-mRNA-1_1&gene=maker-sim-_s235-augustus-gene-1.174&CDS=1-1671	YML125C
1468	OG0001468	augustus_masked-sim-_s235-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.139&CDS=1-1923	YML088W
1469	OG0001469	snap_masked-sim-_s235-processed-gene-1.83-mRNA-1_1&gene=snap_masked-sim-_s235-processed-gene-1.83&CDS=1-3822	YML091C
1470	OG0001470	augustus_masked-sim-_s235-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.141&CDS=1-2808	YNL287W
1471	OG0001471	augustus_masked-sim-_s235-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.159&CDS=1-852	YPR079W
1472	OG0001472	augustus_masked-sim-_s235-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.142&CDS=1-2448	YPR089W
1473	OG0001473	augustus_masked-sim-_s235-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.160&CDS=1-306	YBR268W
1474	OG0001474	augustus_masked-sim-_s235-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.143&CDS=1-1605	YBR025C
1475	OG0001475	snap_masked-sim-_s235-processed-gene-1.111-mRNA-1_1&gene=snap_masked-sim-_s235-processed-gene-1.111&CDS=1-249	YMR194C-B
1476	OG0001476	augustus_masked-sim-_s235-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.161&CDS=1-819	YLR283W
1477	OG0001477	augustus_masked-sim-_s235-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.144&CDS=1-2241	YOR112W
1478	OG0001478	genemark-sim-_s235-processed-gene-1.51-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.51&CDS=1-2463	YIL130W
1479	OG0001479	genemark-sim-_s235-processed-gene-1.27-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.27&CDS=1-1590	YNL240C
1480	OG0001480	snap_masked-sim-_s235-processed-gene-1.89-mRNA-1_1&gene=snap_masked-sim-_s235-processed-gene-1.89&CDS=1-1143	YJL131C
1481	OG0001481	genemark-sim-_s235-processed-gene-1.52-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.52&CDS=1-1623	YKR051W
1482	OG0001482	genemark-sim-_s235-processed-gene-1.53-mRNA-1_1&gene=genemark-sim-_s235-processed-gene-1.53&CDS=1-3849	YOL060C
1483	OG0001483	augustus_masked-sim-_s235-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-sim-_s235-processed-gene-1.167&CDS=1-882	YIL093C
1484	OG0001484	augustus_masked-sim-_s236-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-0.7&CDS=1-1869	YAR007C
1485	OG0001485	augustus_masked-sim-_s236-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-0.8&CDS=1-1203	YGL184C
1486	OG0001486	augustus_masked-sim-_s236-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-0.0&CDS=1-1284	YIL088C
1487	OG0001487	augustus_masked-sim-_s236-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-0.14&CDS=1-933	YNL025C
1488	OG0001488	augustus_masked-sim-_s236-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-0.15&CDS=1-1923	YIR029W
1489	OG0001489	genemark-sim-_s236-processed-gene-0.67-mRNA-1_1&gene=genemark-sim-_s236-processed-gene-0.67&CDS=1-417	YLL050C
1490	OG0001490	augustus_masked-sim-_s236-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-0.2&CDS=1-1350	YLR090W
1491	OG0001491	augustus_masked-sim-_s236-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-0.3&CDS=1-9705	YLR087C
1492	OG0001492	genemark-sim-_s236-processed-gene-0.69-mRNA-1_1&gene=genemark-sim-_s236-processed-gene-0.69&CDS=1-375	YDR115W
1493	OG0001493	augustus_masked-sim-_s236-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.122&CDS=1-4446	YLR086W
1494	OG0001494	augustus_masked-sim-_s236-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.123&CDS=1-1101	YLR405W
1495	OG0001495	augustus_masked-sim-_s236-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.124&CDS=1-1875	YLR399C
1496	OG0001496	augustus_masked-sim-_s236-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.125&CDS=1-2034	YDL074C
1497	OG0001497	augustus_masked-sim-_s236-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.126&CDS=1-2745	YBR229C
1498	OG0001498	maker-sim-_s236-snap-gene-1.117-mRNA-1_1&gene=maker-sim-_s236-snap-gene-1.117&CDS=1-1506	YHR206W
1499	OG0001499	augustus_masked-sim-_s236-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.152&CDS=1-699	YLR412W
1500	OG0001500	augustus_masked-sim-_s236-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.128&CDS=1-1215	YKL181W
1501	OG0001501	augustus_masked-sim-_s236-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.129&CDS=1-3354	YLR410W
1502	OG0001502	augustus_masked-sim-_s236-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.154&CDS=1-6183	YKL182W
1503	OG0001503	augustus_masked-sim-_s236-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.155&CDS=1-981	YJL208C
1504	OG0001504	augustus_masked-sim-_s236-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.130&CDS=1-2673	YPR194C
1505	OG0001505	augustus_masked-sim-_s236-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.131&CDS=1-1356	YKL140W
1506	OG0001506	augustus_masked-sim-_s236-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.157&CDS=1-1314	YMR091C
1507	OG0001507	snap_masked-sim-_s236-processed-gene-1.98-mRNA-1_1&gene=snap_masked-sim-_s236-processed-gene-1.98&CDS=1-2856	YMR089C
1508	OG0001508	augustus_masked-sim-_s236-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.135&CDS=1-2133	YJR098C
1509	OG0001509	genemark-sim-_s236-processed-gene-1.44-mRNA-1_1&gene=genemark-sim-_s236-processed-gene-1.44&CDS=1-510	YJR097W
1510	OG0001510	augustus_masked-sim-_s236-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.136&CDS=1-1233	YNL248C
1511	OG0001511	augustus_masked-sim-_s236-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.137&CDS=1-756	YNL246W
1512	OG0001512	augustus_masked-sim-_s236-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.138&CDS=1-660	YMR090W
1513	OG0001513	augustus_masked-sim-_s236-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.139&CDS=1-1419	YGR255C
1514	OG0001514	augustus_masked-sim-_s236-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.140&CDS=1-1134	YDR058C
1515	OG0001515	augustus_masked-sim-_s236-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.162&CDS=1-1773	YNL104C
1516	OG0001516	augustus_masked-sim-_s236-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.141&CDS=1-1350	YGR159C
1517	OG0001517	genemark-sim-_s236-processed-gene-1.26-mRNA-1_1&gene=genemark-sim-_s236-processed-gene-1.26&CDS=1-2925	YGL045W
1518	OG0001518	augustus_masked-sim-_s236-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.143&CDS=1-2367	YJL029C
1519	OG0001519	augustus_masked-sim-_s236-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.144&CDS=1-747	YDR007W
1520	OG0001520	augustus_masked-sim-_s236-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.164&CDS=1-1665	YJL008C
1521	OG0001521	genemark-sim-_s236-processed-gene-1.29-mRNA-1_1&gene=genemark-sim-_s236-processed-gene-1.29&CDS=1-468	YER046W
1522	OG0001522	genemark-sim-_s236-processed-gene-1.51-mRNA-1_1&gene=genemark-sim-_s236-processed-gene-1.51&CDS=1-849	YDL142C
1523	OG0001523	maker-sim-_s236-augustus-gene-1.3-mRNA-1_1&gene=maker-sim-_s236-augustus-gene-1.3&CDS=1-3189	YNR043W
1524	OG0001524	maker-sim-_s236-snap-gene-1.118-mRNA-1_1&gene=maker-sim-_s236-snap-gene-1.118&CDS=1-948	YJL003W
1525	OG0001525	augustus_masked-sim-_s236-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.168&CDS=1-1038	YCR086W
1526	OG0001526	augustus_masked-sim-_s236-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.148&CDS=1-1365	YDR289C
1527	OG0001527	snap_masked-sim-_s236-processed-gene-1.113-mRNA-1_1&gene=snap_masked-sim-_s236-processed-gene-1.113&CDS=1-2763	YOL095C
1528	OG0001528	augustus_masked-sim-_s236-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.149&CDS=1-1932	YDR484W
1529	OG0001529	augustus_masked-sim-_s236-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.170&CDS=1-972	YOL094C
1530	OG0001530	maker-sim-_s236-augustus-gene-1.4-mRNA-1_1&gene=maker-sim-_s236-augustus-gene-1.4&CDS=1-6114	YDL140C
1531	OG0001531	augustus_masked-sim-_s236-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-sim-_s236-processed-gene-1.173&CDS=1-2472	YNL321W
1532	OG0001532	augustus_masked-sim-_s24-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.60&CDS=1-1188	YKL090W
1533	OG0001533	augustus_masked-sim-_s24-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.61&CDS=1-984	YNL290W
1534	OG0001534	augustus_masked-sim-_s24-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.40&CDS=1-441	YOR104W
1535	OG0001535	augustus_masked-sim-_s24-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.62&CDS=1-1560	YNL291C
1536	OG0001536	augustus_masked-sim-_s24-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.41&CDS=1-453	YPR168W
1537	OG0001537	augustus_masked-sim-_s24-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.65&CDS=1-369	YDR511W
1538	OG0001538	augustus_masked-sim-_s24-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.49&CDS=1-2355	YKL034W
1539	OG0001539	genemark-sim-_s24-processed-gene-0.29-mRNA-1_1&gene=genemark-sim-_s24-processed-gene-0.29&CDS=1-1770	YPR155C
1540	OG0001540	augustus_masked-sim-_s24-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.67&CDS=1-744	YGR135W
1541	OG0001541	genemark-sim-_s24-processed-gene-0.10-mRNA-1_1&gene=genemark-sim-_s24-processed-gene-0.10&CDS=1-474	YPR153W
1542	OG0001542	genemark-sim-_s24-processed-gene-0.12-mRNA-1_1&gene=genemark-sim-_s24-processed-gene-0.12&CDS=1-1539	YER078C
1543	OG0001543	augustus_masked-sim-_s24-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.69&CDS=1-837	YGR132C
1544	OG0001544	augustus_masked-sim-_s24-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.70&CDS=1-912	YLR220W
1545	OG0001545	augustus_masked-sim-_s24-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.52&CDS=1-630	YKL070W
1546	OG0001546	augustus_masked-sim-_s24-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-sim-_s24-processed-gene-0.72&CDS=1-3624	YLR001C
1547	OG0001547	snap_masked-sim-_s240-processed-gene-0.2-mRNA-1_1&gene=snap_masked-sim-_s240-processed-gene-0.2&CDS=1-471	YCL074W
1548	OG0001548	augustus_masked-sim-_s246-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.122&CDS=1-621	YMR311C
1549	OG0001549	augustus_masked-sim-_s246-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.103&CDS=1-555	YBR164C
1550	OG0001550	augustus_masked-sim-_s246-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.123&CDS=1-1359	YBR166C
1551	OG0001551	augustus_masked-sim-_s246-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.104&CDS=1-1311	YMR220W
