	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034979_Cyberlindnera_misumaiensis
1492	OG0001492	YGL122C	snap_masked-flattened_line_14-processed-gene-1.263-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.263&CDS=1-1350
1493	OG0001493	YGL123W	snap_masked-flattened_line_14-processed-gene-1.262-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.262&CDS=1-762
1494	OG0001494	YGL125W	snap_masked-flattened_line_45-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.47&CDS=1-1797
1495	OG0001495	YGL126W	snap_masked-flattened_line_14-processed-gene-1.297-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.297&CDS=1-717
1496	OG0001496	YGL127C	snap_masked-flattened_line_14-processed-gene-1.288-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.288&CDS=1-378
1497	OG0001497	YGL129C	snap_masked-flattened_line_103-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.12&CDS=1-1284
1498	OG0001498	YGL130W	snap_masked-flattened_line_165-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.24&CDS=1-1323
1499	OG0001499	YGL131C	snap_masked-flattened_line_165-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.25&CDS=1-3285
1500	OG0001500	YGL133W	maker-flattened_line_103-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_103-augustus-gene-0.2&CDS=1-3246
1501	OG0001501	YGL136C	snap_masked-flattened_line_93-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.107&CDS=1-855
1502	OG0001502	YGL137W	maker-flattened_line_93-snap-gene-0.120-mRNA-1_1&gene=maker-flattened_line_93-snap-gene-0.120&CDS=1-2535
1503	OG0001503	YGL140C	snap_masked-flattened_line_139-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.50&CDS=1-3204
1504	OG0001504	YGL141W	snap_masked-flattened_line_45-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.5&CDS=1-2820
1505	OG0001505	YGL142C	snap_masked-flattened_line_129-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.23&CDS=1-1518
1506	OG0001506	YGL143C	snap_masked-flattened_line_129-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.25&CDS=1-1158
1507	OG0001507	YGL148W	snap_masked-flattened_line_0-processed-gene-6.21-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.21&CDS=1-1122
1508	OG0001508	YGL150C	augustus_masked-flattened_line_61-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.13&CDS=1-3984
1509	OG0001509	YGL151W	snap_masked-flattened_line_61-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.153&CDS=1-2706
1510	OG0001510	YGL153W	snap_masked-flattened_line_49-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.112&CDS=1-1083
1511	OG0001511	YGL154C	maker-flattened_line_49-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_49-snap-gene-0.80&CDS=1-810
1512	OG0001512	YGL155W	augustus_masked-flattened_line_49-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.15&CDS=1-1029
1513	OG0001513	YGL156W	snap_masked-flattened_line_49-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.144&CDS=1-3345
1514	OG0001514	YGL160W	genemark-flattened_line_8-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.57&CDS=1-1488
1515	OG0001515	YGL163C	augustus_masked-flattened_line_18-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.223&CDS=1-2283
1516	OG0001516	YGL167C	snap_masked-flattened_line_24-processed-gene-0.275-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.275&CDS=1-2730
1517	OG0001517	YGL169W	snap_masked-flattened_line_24-processed-gene-0.216-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.216&CDS=1-1083
1518	OG0001518	YGL171W	snap_masked-flattened_line_24-processed-gene-0.301-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.301&CDS=1-1683
1519	OG0001519	YGL172W	snap_masked-flattened_line_63-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.146&CDS=1-1587
1520	OG0001520	YGL173C	snap_masked-flattened_line_55-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.99&CDS=1-4251
1521	OG0001521	YGL174W	snap_masked-flattened_line_55-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.76&CDS=1-831
1522	OG0001522	YGL175C	augustus_masked-flattened_line_63-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.63&CDS=1-1347
1523	OG0001523	YGL178W	augustus_masked-flattened_line_81-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.98&CDS=1-1890
1524	OG0001524	YGL180W	snap_masked-flattened_line_95-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.16&CDS=1-2364
1525	OG0001525	YGL181W	snap_masked-flattened_line_32-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.44&CDS=1-1353
1526	OG0001526	YGL183C	augustus_masked-flattened_line_32-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.212&CDS=1-639
1527	OG0001527	YGL184C	snap_masked-flattened_line_2-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.76&CDS=1-1194
1528	OG0001528	YGL187C	augustus_masked-flattened_line_192-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.1&CDS=1-462
1529	OG0001529	YGL190C	snap_masked-flattened_line_16-processed-gene-1.198-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.198&CDS=1-1314
1530	OG0001530	YGL192W	augustus_masked-flattened_line_16-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.39&CDS=1-1815
1531	OG0001531	YGL194C	snap_masked-flattened_line_141-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.14&CDS=1-1338
1532	OG0001532	YGL195W	augustus_masked-flattened_line_32-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.224&CDS=1-9279
1533	OG0001533	YGL198W	snap_masked-flattened_line_167-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.28&CDS=1-942
1534	OG0001534	YGL200C	snap_masked-flattened_line_67-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.59&CDS=1-600
1535	OG0001535	YGL201C	snap_masked-flattened_line_16-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.164&CDS=1-2790
1536	OG0001536	YGL202W	snap_masked-flattened_line_10-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.149&CDS=1-1464
1537	OG0001537	YGL206C	snap_masked-flattened_line_39-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.137&CDS=1-4986
1538	OG0001538	YGL207W	snap_masked-flattened_line_61-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.134&CDS=1-3036
1539	OG0001539	YGL211W	snap_masked-flattened_line_39-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.173&CDS=1-1098
1540	OG0001540	YGL212W	snap_masked-flattened_line_20-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.114&CDS=1-984
1541	OG0001541	YGL213C	genemark-flattened_line_20-processed-gene-0.289-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.289&CDS=1-1125
1542	OG0001542	YGL215W	snap_masked-flattened_line_28-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.193&CDS=1-981
1543	OG0001543	YGL216W	snap_masked-flattened_line_28-processed-gene-0.239-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.239&CDS=1-2469
1544	OG0001544	YGL220W	snap_masked-flattened_line_97-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.36&CDS=1-261
1545	OG0001545	YGL221C	snap_masked-flattened_line_36-processed-gene-0.218-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.218&CDS=1-810
1546	OG0001546	YGL224C	snap_masked-flattened_line_4-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.98&CDS=1-831
1547	OG0001547	YGL225W	snap_masked-flattened_line_28-processed-gene-0.242-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.242&CDS=1-951
1548	OG0001548	YGL227W	augustus_masked-flattened_line_12-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.145&CDS=1-1668
1549	OG0001549	YGL231C	snap_masked-flattened_line_61-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.138&CDS=1-468
1550	OG0001550	YGL232W	genemark-flattened_line_61-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.101&CDS=1-864
1551	OG0001551	YGL233W	snap_masked-flattened_line_61-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.162&CDS=1-2274
1552	OG0001552	YGL234W	snap_masked-flattened_line_28-processed-gene-0.243-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.243&CDS=1-2355
1553	OG0001553	YGL236C	snap_masked-flattened_line_0-processed-gene-6.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.2&CDS=1-1992
1554	OG0001554	YGL237C	snap_masked-flattened_line_0-processed-gene-6.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.5&CDS=1-651
1555	OG0001555	YGL238W	snap_masked-flattened_line_0-processed-gene-6.3-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.3&CDS=1-2835
1556	OG0001556	YGL240W	maker-flattened_line_159-snap-gene-0.18-mRNA-1_1&gene=maker-flattened_line_159-snap-gene-0.18&CDS=1-636
1557	OG0001557	YGL241W	snap_masked-flattened_line_20-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.149&CDS=1-2847
1558	OG0001558	YGL242C	snap_masked-flattened_line_20-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.102&CDS=1-549
1559	OG0001559	YGL243W	snap_masked-flattened_line_20-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.150&CDS=1-1047
1560	OG0001560	YGL244W	snap_masked-flattened_line_20-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.151&CDS=1-1575
1561	OG0001561	YGL245W	genemark-flattened_line_20-processed-gene-0.225-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.225&CDS=1-2145
1562	OG0001562	YGL246C	snap_masked-flattened_line_20-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.148&CDS=1-1116
1563	OG0001563	YGL247W	snap_masked-flattened_line_20-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.153&CDS=1-1449
1564	OG0001564	YGL248W	snap_masked-flattened_line_20-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.109&CDS=1-1074
1565	OG0001565	YGL251C	snap_masked-flattened_line_20-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.110&CDS=1-2802
1566	OG0001566	YGL252C	snap_masked-flattened_line_51-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.87&CDS=1-1701
1567	OG0001567	YGR001C	snap_masked-flattened_line_16-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.116&CDS=1-729
1568	OG0001568	YGR002C	snap_masked-flattened_line_135-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.55&CDS=1-1455
1569	OG0001569	YGR003W	snap_masked-flattened_line_135-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.46&CDS=1-2244
1570	OG0001570	YGR005C	maker-flattened_line_10-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.101&CDS=1-1404
1571	OG0001571	YGR006W	augustus_masked-flattened_line_10-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.7&CDS=1-1848
1572	OG0001572	YGR007W	snap_masked-flattened_line_36-processed-gene-0.203-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.203&CDS=1-945
1573	OG0001573	YGR009C	snap_masked-flattened_line_4-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.72&CDS=1-1683
1574	OG0001574	YGR012W	snap_masked-flattened_line_141-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.11&CDS=1-1134
1575	OG0001575	YGR013W	augustus_masked-flattened_line_141-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.58&CDS=1-1488
1576	OG0001576	YGR014W	snap_masked-flattened_line_36-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.143&CDS=1-3033
1577	OG0001577	YGR016W	snap_masked-flattened_line_36-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.151&CDS=1-501
1578	OG0001578	YGR017W	snap_masked-flattened_line_0-processed-gene-6.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.55&CDS=1-726
1579	OG0001579	YGR019W	snap_masked-flattened_line_0-processed-gene-6.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.56&CDS=1-1410
1580	OG0001580	YGR020C	snap_masked-flattened_line_0-processed-gene-6.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.105&CDS=1-357
1581	OG0001581	YGR024C	snap_masked-flattened_line_24-processed-gene-0.217-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.217&CDS=1-708
1582	OG0001582	YGR026W	snap_masked-flattened_line_95-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.21&CDS=1-1422
1583	OG0001583	YGR028W	snap_masked-flattened_line_2-processed-gene-3.135-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.135&CDS=1-1026
1584	OG0001584	YGR029W	augustus_masked-flattened_line_2-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.155&CDS=1-549
1585	OG0001585	YGR030C	augustus_masked-flattened_line_22-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.251&CDS=1-438
1586	OG0001586	YGR031W	augustus_masked-flattened_line_16-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.20&CDS=1-912
1587	OG0001587	YGR033C	snap_masked-flattened_line_16-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.163&CDS=1-687
1588	OG0001588	YGR036C	snap_masked-flattened_line_137-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.38&CDS=1-675
1589	OG0001589	YGR042W	augustus_masked-flattened_line_2-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.164&CDS=1-1176
1590	OG0001590	YGR044C	snap_masked-flattened_line_28-processed-gene-0.258-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.258&CDS=1-615
1591	OG0001591	YGR046W	snap_masked-flattened_line_0-processed-gene-3.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.87&CDS=1-1092
1592	OG0001592	YGR047C	snap_masked-flattened_line_0-processed-gene-3.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.115&CDS=1-2898
1593	OG0001593	YGR048W	augustus_masked-flattened_line_0-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.141&CDS=1-1047
1594	OG0001594	YGR054W	snap_masked-flattened_line_16-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.111&CDS=1-1830
1595	OG0001595	YGR057C	snap_masked-flattened_line_16-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.129&CDS=1-651
1596	OG0001596	YGR058W	maker-flattened_line_39-snap-gene-0.98-mRNA-1_1&gene=maker-flattened_line_39-snap-gene-0.98&CDS=1-948
1597	OG0001597	YGR059W	snap_masked-flattened_line_39-processed-gene-0.202-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.202&CDS=1-1428
1598	OG0001598	YGR060W	snap_masked-flattened_line_18-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.177&CDS=1-933
1599	OG0001599	YGR061C	snap_masked-flattened_line_0-processed-gene-6.48-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.48&CDS=1-4029
1600	OG0001600	YGR062C	augustus_masked-flattened_line_16-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.16&CDS=1-1011
1601	OG0001601	YGR072W	augustus_masked-flattened_line_101-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.101&CDS=1-1011
1602	OG0001602	YGR074W	snap_masked-flattened_line_28-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.214&CDS=1-318
1603	OG0001603	YGR076C	snap_masked-flattened_line_10-processed-gene-2.171-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.171&CDS=1-339
1604	OG0001604	YGR077C	snap_masked-flattened_line_67-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.62&CDS=1-1842
1605	OG0001605	YGR078C	snap_masked-flattened_line_67-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.19&CDS=1-567
1606	OG0001606	YGR081C	snap_masked-flattened_line_8-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.130&CDS=1-483
1607	OG0001607	YGR082W	snap_masked-flattened_line_8-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.103&CDS=1-507
1608	OG0001608	YGR083C	maker-flattened_line_53-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_53-augustus-gene-0.76&CDS=1-2412
1609	OG0001609	YGR089W	snap_masked-flattened_line_32-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.18&CDS=1-2202
1610	OG0001610	YGR090W	snap_masked-flattened_line_85-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.103&CDS=1-3483
1611	OG0001611	YGR091W	snap_masked-flattened_line_0-processed-gene-6.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.44&CDS=1-1335
1612	OG0001612	YGR093W	snap_masked-flattened_line_0-processed-gene-6.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.98&CDS=1-1509
1613	OG0001613	YGR094W	snap_masked-flattened_line_0-processed-gene-6.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.97&CDS=1-3132
1614	OG0001614	YGR095C	snap_masked-flattened_line_0-processed-gene-6.43-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.43&CDS=1-657
1615	OG0001615	YGR096W	snap_masked-flattened_line_0-processed-gene-6.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.96&CDS=1-810
1616	OG0001616	YGR098C	snap_masked-flattened_line_4-processed-gene-4.114-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.114&CDS=1-4794
1617	OG0001617	YGR099W	snap_masked-flattened_line_4-processed-gene-4.157-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.157&CDS=1-1971
1618	OG0001618	YGR100W	snap_masked-flattened_line_4-processed-gene-4.156-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.156&CDS=1-2751
1619	OG0001619	YGR101W	snap_masked-flattened_line_105-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.18&CDS=1-924
1620	OG0001620	YGR103W	snap_masked-flattened_line_105-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.35&CDS=1-1749
1621	OG0001621	YGR104C	snap_masked-flattened_line_105-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.34&CDS=1-642
1622	OG0001622	YGR105W	snap_masked-flattened_line_105-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.15&CDS=1-234
1623	OG0001623	YGR106C	snap_masked-flattened_line_105-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.17&CDS=1-189
1624	OG0001624	YGR110W	snap_masked-flattened_line_0-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.99&CDS=1-1179
1625	OG0001625	YGR111W	genemark-flattened_line_0-processed-gene-6.167-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.167&CDS=1-1008
1626	OG0001626	YGR112W	snap_masked-flattened_line_71-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.59&CDS=1-1080
1627	OG0001627	YGR116W	snap_masked-flattened_line_89-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.10&CDS=1-4140
1628	OG0001628	YGR117C	snap_masked-flattened_line_47-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.103&CDS=1-1254
1629	OG0001629	YGR119C	snap_masked-flattened_line_47-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.71&CDS=1-1473
1630	OG0001630	YGR123C	snap_masked-flattened_line_73-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.96&CDS=1-1416
1631	OG0001631	YGR124W	snap_masked-flattened_line_4-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.121&CDS=1-1692
1632	OG0001632	YGR125W	snap_masked-flattened_line_24-processed-gene-0.315-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.315&CDS=1-2718
1633	OG0001633	YGR127W	snap_masked-flattened_line_0-processed-gene-3.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.83&CDS=1-855
1634	OG0001634	YGR128C	snap_masked-flattened_line_89-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.12&CDS=1-1650
1635	OG0001635	YGR129W	snap_masked-flattened_line_89-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.9&CDS=1-582
1636	OG0001636	YGR132C	snap_masked-flattened_line_41-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.35&CDS=1-846
1637	OG0001637	YGR133W	snap_masked-flattened_line_41-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.70&CDS=1-462
1638	OG0001638	YGR134W	augustus_masked-flattened_line_10-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.17&CDS=1-2754
1639	OG0001639	YGR135W	maker-flattened_line_34-snap-gene-0.13-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.13&CDS=1-753
1640	OG0001640	YGR144W	snap_masked-flattened_line_121-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.19&CDS=1-1011
1641	OG0001641	YGR145W	snap_masked-flattened_line_30-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.169&CDS=1-2088
1642	OG0001642	YGR147C	augustus_masked-flattened_line_0-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.164&CDS=1-696
1643	OG0001643	YGR148C	snap_masked-flattened_line_0-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.82&CDS=1-456
1644	OG0001644	YGR149W	snap_masked-flattened_line_71-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.97&CDS=1-1338
1645	OG0001645	YGR150C	genemark-flattened_line_0-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.154&CDS=1-2016
1646	OG0001646	YGR152C	maker-flattened_line_127-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_127-snap-gene-0.0&CDS=1-648
1647	OG0001647	YGR155W	snap_masked-flattened_line_2-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.106&CDS=1-1476
1648	OG0001648	YGR157W	snap_masked-flattened_line_0-processed-gene-6.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.53&CDS=1-2538
1649	OG0001649	YGR158C	snap_masked-flattened_line_0-processed-gene-6.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.52&CDS=1-705
1650	OG0001650	YGR159C	snap_masked-flattened_line_0-processed-gene-6.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.50&CDS=1-1380
1651	OG0001651	YGR161C	snap_masked-flattened_line_63-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.150&CDS=1-504
1652	OG0001652	YGR163W	snap_masked-flattened_line_63-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.117&CDS=1-960
1653	OG0001653	YGR165W	snap_masked-flattened_line_41-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.1&CDS=1-969
1654	OG0001654	YGR167W	snap_masked-flattened_line_28-processed-gene-0.282-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.282&CDS=1-588
1655	OG0001655	YGR169C	snap_masked-flattened_line_6-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.135&CDS=1-1020
1656	OG0001656	YGR170W	snap_masked-flattened_line_8-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.96&CDS=1-2526
1657	OG0001657	YGR171C	snap_masked-flattened_line_8-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.92&CDS=1-1563
1658	OG0001658	YGR172C	snap_masked-flattened_line_8-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.93&CDS=1-648
