	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035691_Candida_salmanticensis
1572	OG0001572	YGR203W	genemark-flattened_line_12-processed-gene-2.162-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.162&CDS=1-384
1573	OG0001573	YGR205W	genemark-flattened_line_12-processed-gene-4.48-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.48&CDS=1-840
1574	OG0001574	YGR207C	genemark-flattened_line_60-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.146&CDS=1-780
1575	OG0001575	YGR208W	genemark-flattened_line_8-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.8&CDS=1-918
1576	OG0001576	YGR210C	genemark-flattened_line_14-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.22&CDS=1-1236
1577	OG0001577	YGR211W	genemark-flattened_line_26-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.45&CDS=1-1482
1578	OG0001578	YGR215W	genemark-flattened_line_26-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.42&CDS=1-291
1579	OG0001579	YGR216C	snap_masked-flattened_line_26-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.139&CDS=1-2028
1580	OG0001580	YGR217W	genemark-flattened_line_26-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.82&CDS=1-5760
1581	OG0001581	YGR218W	genemark-flattened_line_2-processed-gene-4.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.119&CDS=1-3336
1582	OG0001582	YGR220C	genemark-flattened_line_2-processed-gene-4.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.116&CDS=1-828
1583	OG0001583	YGR223C	genemark-flattened_line_26-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.90&CDS=1-1125
1584	OG0001584	YGR225W	genemark-flattened_line_2-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.122&CDS=1-2007
1585	OG0001585	YGR227W	genemark-flattened_line_2-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.121&CDS=1-1284
1586	OG0001586	YGR229C	genemark-flattened_line_2-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.118&CDS=1-1659
1587	OG0001587	YGR230W	snap_masked-flattened_line_2-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.3&CDS=1-234
1588	OG0001588	YGR231C	genemark-flattened_line_2-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.64&CDS=1-918
1589	OG0001589	YGR232W	genemark-flattened_line_2-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.38&CDS=1-705
1590	OG0001590	YGR233C	genemark-flattened_line_2-processed-gene-4.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.114&CDS=1-3150
1591	OG0001591	YGR235C	genemark-flattened_line_84-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.26&CDS=1-783
1592	OG0001592	YGR244C	genemark-flattened_line_54-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.154&CDS=1-1302
1593	OG0001593	YGR245C	genemark-flattened_line_4-processed-gene-4.131-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.131&CDS=1-2163
1594	OG0001594	YGR246C	genemark-flattened_line_8-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.121&CDS=1-1632
1595	OG0001595	YGR247W	genemark-flattened_line_10-processed-gene-5.215-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.215&CDS=1-651
1596	OG0001596	YGR252W	genemark-flattened_line_2-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.159&CDS=1-1392
1597	OG0001597	YGR253C	genemark-flattened_line_2-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.136&CDS=1-777
1598	OG0001598	YGR255C	genemark-flattened_line_50-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.37&CDS=1-1446
1599	OG0001599	YGR257C	genemark-flattened_line_84-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.23&CDS=1-1152
1600	OG0001600	YGR258C	maker-flattened_line_12-snap-gene-2.126-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.126&CDS=1-2430
1601	OG0001601	YGR261C	genemark-flattened_line_12-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.138&CDS=1-2463
1602	OG0001602	YGR262C	genemark-flattened_line_8-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.122&CDS=1-654
1603	OG0001603	YGR263C	augustus_masked-flattened_line_12-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.47&CDS=1-1098
1604	OG0001604	YGR264C	genemark-flattened_line_0-processed-gene-8.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.17&CDS=1-2367
1605	OG0001605	YGR266W	genemark-flattened_line_10-processed-gene-5.182-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.182&CDS=1-1917
1606	OG0001606	YGR267C	genemark-flattened_line_42-processed-gene-0.227-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.227&CDS=1-792
1607	OG0001607	YGR270W	genemark-flattened_line_0-processed-gene-4.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.106&CDS=1-3933
1608	OG0001608	YGR271C-A	augustus_masked-flattened_line_0-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.34&CDS=1-501
1609	OG0001609	YGR271W	snap_masked-flattened_line_0-processed-gene-4.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.55&CDS=1-5679
1610	OG0001610	YGR274C	augustus_masked-flattened_line_48-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.103&CDS=1-3039
1611	OG0001611	YGR276C	augustus_masked-flattened_line_30-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.99&CDS=1-1872
1612	OG0001612	YGR277C	genemark-flattened_line_32-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.123&CDS=1-1086
1613	OG0001613	YGR278W	genemark-flattened_line_32-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.105&CDS=1-2205
1614	OG0001614	YGR280C	genemark-flattened_line_70-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.113&CDS=1-792
1615	OG0001615	YGR282C	genemark-flattened_line_10-processed-gene-4.87-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.87&CDS=1-933
1616	OG0001616	YGR284C	genemark-flattened_line_60-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.157&CDS=1-933
1617	OG0001617	YGR285C	genemark-flattened_line_10-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.125&CDS=1-1320
1618	OG0001618	YGR286C	genemark-flattened_line_2-processed-gene-6.65-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.65&CDS=1-1101
1619	OG0001619	YHL002W	genemark-flattened_line_68-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.118&CDS=1-1725
1620	OG0001620	YHL004W	genemark-flattened_line_18-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.135&CDS=1-1395
1621	OG0001621	YHL007C	genemark-flattened_line_30-processed-gene-1.226-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.226&CDS=1-3570
1622	OG0001622	YHL010C	genemark-flattened_line_22-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.53&CDS=1-2028
1623	OG0001623	YHL011C	genemark-flattened_line_22-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.30&CDS=1-963
1624	OG0001624	YHL013C	maker-flattened_line_32-augustus-gene-1.87-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.87&CDS=1-1878
1625	OG0001625	YHL015W	genemark-flattened_line_0-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.52&CDS=1-369
1626	OG0001626	YHL016C	genemark-flattened_line_52-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.48&CDS=1-2070
1627	OG0001627	YHL018W	genemark-flattened_line_68-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.111&CDS=1-315
1628	OG0001628	YHL020C	genemark-flattened_line_0-processed-gene-6.167-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.167&CDS=1-1470
1629	OG0001629	YHL021C	genemark-flattened_line_40-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.40&CDS=1-1233
1630	OG0001630	YHL022C	maker-flattened_line_40-snap-gene-1.53-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.53&CDS=1-891
1631	OG0001631	YHL023C	genemark-flattened_line_24-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.26&CDS=1-2217
1632	OG0001632	YHL024W	snap_masked-flattened_line_2-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.21&CDS=1-1224
1633	OG0001633	YHL027W	genemark-flattened_line_6-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.5&CDS=1-1818
1634	OG0001634	YHL028W	genemark-flattened_line_10-processed-gene-5.203-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.203&CDS=1-1461
1635	OG0001635	YHL029C	genemark-flattened_line_8-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.37&CDS=1-1956
1636	OG0001636	YHL030W	genemark-flattened_line_8-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.18&CDS=1-5310
1637	OG0001637	YHL031C	genemark-flattened_line_30-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.140&CDS=1-672
1638	OG0001638	YHL032C	genemark-flattened_line_20-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.135&CDS=1-1566
1639	OG0001639	YHR001W-A	genemark-flattened_line_0-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.24&CDS=1-240
1640	OG0001640	YHR002W	genemark-flattened_line_12-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.112&CDS=1-1152
1641	OG0001641	YHR004C	genemark-flattened_line_0-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.113&CDS=1-1116
1642	OG0001642	YHR005C	genemark-flattened_line_12-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.127&CDS=1-1482
1643	OG0001643	YHR005C-A	genemark-flattened_line_8-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.109&CDS=1-294
1644	OG0001644	YHR007C	genemark-flattened_line_12-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.28&CDS=1-1605
1645	OG0001645	YHR008C	genemark-flattened_line_6-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.29&CDS=1-690
1646	OG0001646	YHR009C	genemark-flattened_line_6-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.32&CDS=1-1245
1647	OG0001647	YHR011W	genemark-flattened_line_6-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.89&CDS=1-1347
1648	OG0001648	YHR012W	genemark-flattened_line_14-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.12&CDS=1-567
1649	OG0001649	YHR013C	genemark-flattened_line_14-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.32&CDS=1-579
1650	OG0001650	YHR016C	genemark-flattened_line_8-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.20&CDS=1-1398
1651	OG0001651	YHR019C	genemark-flattened_line_10-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.113&CDS=1-1698
1652	OG0001652	YHR020W	augustus_masked-flattened_line_10-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.75&CDS=1-2106
1653	OG0001653	YHR023W	genemark-flattened_line_8-processed-gene-3.119-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.119&CDS=1-5667
1654	OG0001654	YHR024C	genemark-flattened_line_8-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.121&CDS=1-1317
1655	OG0001655	YHR025W	genemark-flattened_line_8-processed-gene-3.143-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.143&CDS=1-1038
1656	OG0001656	YHR026W	genemark-flattened_line_8-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.123&CDS=1-585
1657	OG0001657	YHR027C	genemark-flattened_line_8-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.126&CDS=1-2754
1658	OG0001658	YHR028C	genemark-flattened_line_8-processed-gene-3.125-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.125&CDS=1-2448
1659	OG0001659	YHR029C	genemark-flattened_line_2-processed-gene-3.132-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.132&CDS=1-825
1660	OG0001660	YHR030C	genemark-flattened_line_8-processed-gene-3.124-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.124&CDS=1-1371
1661	OG0001661	YHR037W	genemark-flattened_line_4-processed-gene-6.7-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.7&CDS=1-1701
1662	OG0001662	YHR039C	genemark-flattened_line_6-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.43&CDS=1-1791
1663	OG0001663	YHR039C-A	genemark-flattened_line_6-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.4&CDS=1-345
1664	OG0001664	YHR040W	genemark-flattened_line_6-processed-gene-3.0-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.0&CDS=1-1011
1665	OG0001665	YHR042W	genemark-flattened_line_28-processed-gene-1.234-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.234&CDS=1-2100
1666	OG0001666	YHR045W	augustus_masked-flattened_line_34-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.143&CDS=1-1530
1667	OG0001667	YHR048W	genemark-flattened_line_0-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.45&CDS=1-1479
1668	OG0001668	YHR051W	genemark-flattened_line_14-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.27&CDS=1-489
1669	OG0001669	YHR058C	genemark-flattened_line_6-processed-gene-6.193-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.193&CDS=1-822
1670	OG0001670	YHR059W	genemark-flattened_line_6-processed-gene-6.227-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.227&CDS=1-462
1671	OG0001671	YHR062C	genemark-flattened_line_62-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.136&CDS=1-777
1672	OG0001672	YHR063C	augustus_masked-flattened_line_22-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.83&CDS=1-807
1673	OG0001673	YHR064C	genemark-flattened_line_10-processed-gene-3.33-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.33&CDS=1-1668
1674	OG0001674	YHR065C	genemark-flattened_line_10-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.29&CDS=1-1404
1675	OG0001675	YHR067W	maker-flattened_line_28-augustus-gene-1.185-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.185&CDS=1-915
1676	OG0001676	YHR068W	genemark-flattened_line_46-processed-gene-0.278-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.278&CDS=1-1095
1677	OG0001677	YHR069C	genemark-flattened_line_28-processed-gene-1.274-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.274&CDS=1-969
1678	OG0001678	YHR070W	genemark-flattened_line_28-processed-gene-1.233-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.233&CDS=1-1392
1679	OG0001679	YHR071W	augustus_masked-flattened_line_10-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.43&CDS=1-795
1680	OG0001680	YHR072W	genemark-flattened_line_10-processed-gene-3.10-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.10&CDS=1-2202
1681	OG0001681	YHR072W-A	snap_masked-flattened_line_10-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.56&CDS=1-192
1682	OG0001682	YHR073W	genemark-flattened_line_28-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.126&CDS=1-2580
1683	OG0001683	YHR074W	genemark-flattened_line_84-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.24&CDS=1-2127
1684	OG0001684	YHR075C	augustus_masked-flattened_line_84-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.73&CDS=1-1134
1685	OG0001685	YHR076W	snap_masked-flattened_line_4-processed-gene-6.105-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.105&CDS=1-1269
1686	OG0001686	YHR077C	augustus_masked-flattened_line_4-processed-gene-6.197-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.197&CDS=1-3459
1687	OG0001687	YHR078W	genemark-flattened_line_12-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.113&CDS=1-1563
1688	OG0001688	YHR079C	genemark-flattened_line_0-processed-gene-3.141-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.141&CDS=1-3639
1689	OG0001689	YHR079C-A	genemark-flattened_line_8-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.136&CDS=1-300
1690	OG0001690	YHR081W	genemark-flattened_line_8-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.131&CDS=1-621
1691	OG0001691	YHR082C	augustus_masked-flattened_line_8-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.80&CDS=1-2022
1692	OG0001692	YHR084W	genemark-flattened_line_2-processed-gene-4.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.128&CDS=1-2163
1693	OG0001693	YHR085W	genemark-flattened_line_12-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.143&CDS=1-1035
1694	OG0001694	YHR086W	maker-flattened_line_96-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.0&CDS=1-1329
1695	OG0001695	YHR088W	genemark-flattened_line_28-processed-gene-1.277-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.277&CDS=1-891
1696	OG0001696	YHR089C	genemark-flattened_line_18-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.130&CDS=1-639
1697	OG0001697	YHR090C	genemark-flattened_line_4-processed-gene-6.49-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.49&CDS=1-852
1698	OG0001698	YHR098C	augustus_masked-flattened_line_40-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.34&CDS=1-2730
1699	OG0001699	YHR099W	snap_masked-flattened_line_14-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.108&CDS=1-11556
1700	OG0001700	YHR100C	genemark-flattened_line_14-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.26&CDS=1-582
1701	OG0001701	YHR101C	genemark-flattened_line_2-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.56&CDS=1-1062
1702	OG0001702	YHR102W	genemark-flattened_line_18-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.133&CDS=1-2928
1703	OG0001703	YHR104W	snap_masked-flattened_line_30-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.8&CDS=1-969
1704	OG0001704	YHR107C	snap_masked-flattened_line_26-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.163&CDS=1-1149
1705	OG0001705	YHR111W	genemark-flattened_line_2-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.28&CDS=1-1815
1706	OG0001706	YHR112C	genemark-flattened_line_2-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.52&CDS=1-1134
1707	OG0001707	YHR113W	genemark-flattened_line_2-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.30&CDS=1-1458
1708	OG0001708	YHR114W	genemark-flattened_line_2-processed-gene-4.159-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.159&CDS=1-1869
1709	OG0001709	YHR116W	genemark-flattened_line_12-processed-gene-5.38-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.38&CDS=1-315
1710	OG0001710	YHR119W	genemark-flattened_line_12-processed-gene-5.45-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.45&CDS=1-2718
1711	OG0001711	YHR120W	genemark-flattened_line_12-processed-gene-5.19-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.19&CDS=1-2976
1712	OG0001712	YHR121W	genemark-flattened_line_12-processed-gene-2.168-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.168&CDS=1-717
1713	OG0001713	YHR122W	genemark-flattened_line_12-processed-gene-5.22-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.22&CDS=1-609
1714	OG0001714	YHR128W	genemark-flattened_line_44-processed-gene-0.313-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.313&CDS=1-627
1715	OG0001715	YHR132C	snap_masked-flattened_line_42-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.55&CDS=1-1515
1716	OG0001716	YHR134W	genemark-flattened_line_46-processed-gene-0.264-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.264&CDS=1-1002
1717	OG0001717	YHR135C	genemark-flattened_line_62-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.111&CDS=1-1509
1718	OG0001718	YHR142W	genemark-flattened_line_14-processed-gene-3.204-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.204&CDS=1-984
1719	OG0001719	YHR143W-A	genemark-flattened_line_68-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.90&CDS=1-219
1720	OG0001720	YHR144C	genemark-flattened_line_22-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.5&CDS=1-957
1721	OG0001721	YHR147C	genemark-flattened_line_2-processed-gene-4.115-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.115&CDS=1-735
1722	OG0001722	YHR148W	genemark-flattened_line_2-processed-gene-4.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.117&CDS=1-552
1723	OG0001723	YHR151C	snap_masked-flattened_line_2-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.2&CDS=1-1656
1724	OG0001724	YHR154W	snap_masked-flattened_line_0-processed-gene-6.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.88&CDS=1-2583
1725	OG0001725	YHR156C	genemark-flattened_line_20-processed-gene-2.9-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.9&CDS=1-1245
1726	OG0001726	YHR163W	genemark-flattened_line_10-processed-gene-5.216-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.216&CDS=1-735
1727	OG0001727	YHR164C	genemark-flattened_line_10-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.113&CDS=1-4533
1728	OG0001728	YHR165C	augustus_masked-flattened_line_46-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.65&CDS=1-7149
1729	OG0001729	YHR166C	genemark-flattened_line_34-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.192&CDS=1-1620
1730	OG0001730	YHR168W	genemark-flattened_line_54-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.153&CDS=1-1446
1731	OG0001731	YHR169W	genemark-flattened_line_4-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.109&CDS=1-1362
1732	OG0001732	YHR170W	snap_masked-flattened_line_48-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.197&CDS=1-1572
1733	OG0001733	YHR171W	genemark-flattened_line_2-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.160&CDS=1-2061
1734	OG0001734	YHR172W	augustus_masked-flattened_line_2-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.92&CDS=1-2460
1735	OG0001735	YHR174W	genemark-flattened_line_2-processed-gene-6.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.18&CDS=1-1314
1736	OG0001736	YHR175W	genemark-flattened_line_2-processed-gene-6.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.21&CDS=1-501
1737	OG0001737	YHR181W	genemark-flattened_line_10-processed-gene-4.111-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.111&CDS=1-702
1738	OG0001738	YHR183W	genemark-flattened_line_0-processed-gene-6.116-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.116&CDS=1-1479
1739	OG0001739	YHR186C	genemark-flattened_line_84-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.10&CDS=1-4335
1740	OG0001740	YHR187W	genemark-flattened_line_12-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.137&CDS=1-873
1741	OG0001741	YHR188C	augustus_masked-flattened_line_12-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.10&CDS=1-1932
1742	OG0001742	YHR189W	snap_masked-flattened_line_38-processed-gene-1.166-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.166&CDS=1-789
1743	OG0001743	YHR190W	genemark-flattened_line_30-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.129&CDS=1-1389
1744	OG0001744	YHR191C	genemark-flattened_line_10-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.142&CDS=1-477
