	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034957_Hanseniaspora_osmophila
1984	OG0001984	YIL128W	augustus_masked-flattened_line_0-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.61&CDS=1-3039
1985	OG0001985	YIL129C	maker-flattened_line_0-snap-gene-2.32-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.32&CDS=1-7062
1986	OG0001986	YIL130W	maker-flattened_line_0-snap-gene-2.33-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.33&CDS=1-2832
1987	OG0001987	YIL134W	snap_masked-flattened_line_0-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.94&CDS=1-993
1988	OG0001988	YIL136W	augustus_masked-flattened_line_0-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.68&CDS=1-1173
1989	OG0001989	YIL137C	snap_masked-flattened_line_0-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.94&CDS=1-2733
1990	OG0001990	YIL139C	snap_masked-flattened_line_0-processed-gene-3.101-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.101&CDS=1-771
1991	OG0001991	YIL140W	snap_masked-flattened_line_0-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.104&CDS=1-2385
1992	OG0001992	YIL142W	genemark-flattened_line_0-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.51&CDS=1-1632
1993	OG0001993	YIL143C	genemark-flattened_line_117-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.48&CDS=1-2436
1994	OG0001994	YIL144W	snap_masked-flattened_line_117-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.17&CDS=1-1986
1995	OG0001995	YIL147C	genemark-flattened_line_117-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.50&CDS=1-4089
1996	OG0001996	YIL150C	genemark-flattened_line_117-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.53&CDS=1-1617
1997	OG0001997	YIL153W	genemark-flattened_line_117-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.67&CDS=1-1356
1998	OG0001998	YIL154C	augustus_masked-flattened_line_117-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.33&CDS=1-1419
1999	OG0001999	YIL155C	genemark-flattened_line_117-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.56&CDS=1-2166
2000	OG0002000	YIL156W	genemark-flattened_line_117-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.60&CDS=1-3228
2001	OG0002001	YIL156W-B	snap_masked-flattened_line_117-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.13&CDS=1-222
2002	OG0002002	YIL157C	genemark-flattened_line_117-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.69&CDS=1-627
2003	OG0002003	YIL162W	genemark-flattened_line_47-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.96&CDS=1-1488
2004	OG0002004	YIL164C	genemark-flattened_line_101-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.28&CDS=1-996
2005	OG0002005	YIR001C	snap_masked-flattened_line_162-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.12&CDS=1-873
2006	OG0002006	YIR002C	genemark-flattened_line_107-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.72&CDS=1-3501
2007	OG0002007	YIR003W	augustus_masked-flattened_line_107-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.37&CDS=1-1992
2008	OG0002008	YIR004W	genemark-flattened_line_107-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.65&CDS=1-2037
2009	OG0002009	YIR006C	genemark-flattened_line_107-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.80&CDS=1-3972
2010	OG0002010	YIR008C	genemark-flattened_line_242-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_242-processed-gene-0.0&CDS=1-1242
2011	OG0002011	YIR009W	genemark-flattened_line_412-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_412-processed-gene-0.2&CDS=1-279
2012	OG0002012	YIR010W	augustus_masked-flattened_line_62-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.72&CDS=1-1605
2013	OG0002013	YIR011C	snap_masked-flattened_line_444-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_444-processed-gene-0.2&CDS=1-1101
2014	OG0002014	YIR012W	augustus_masked-flattened_line_138-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.38&CDS=1-1341
2015	OG0002015	YIR015W	genemark-flattened_line_81-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.114&CDS=1-573
2016	OG0002016	YIR017C	augustus_masked-flattened_line_107-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.41&CDS=1-1608
2017	OG0002017	YIR022W	genemark-flattened_line_2-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.117&CDS=1-546
2018	OG0002018	YIR023W	augustus_masked-flattened_line_2-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.210&CDS=1-3810
2019	OG0002019	YIR024C	snap_masked-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.78&CDS=1-759
2020	OG0002020	YIR026C	genemark-flattened_line_2-processed-gene-2.158-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.158&CDS=1-1068
2021	OG0002021	YIR027C	genemark-flattened_line_168-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.31&CDS=1-1653
2022	OG0002022	YIR029W	genemark-flattened_line_25-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.101&CDS=1-2259
2023	OG0002023	YIR032C	genemark-flattened_line_13-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.112&CDS=1-555
2024	OG0002024	YIR034C	genemark-flattened_line_180-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.5&CDS=1-1119
2025	OG0002025	YJL001W	genemark-flattened_line_162-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.33&CDS=1-645
2026	OG0002026	YJL002C	augustus_masked-flattened_line_162-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.43&CDS=1-1404
2027	OG0002027	YJL003W	genemark-flattened_line_55-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.83&CDS=1-357
2028	OG0002028	YJL004C	snap_masked-flattened_line_45-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.144&CDS=1-600
2029	OG0002029	YJL005W	genemark-flattened_line_45-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.99&CDS=1-7164
2030	OG0002030	YJL006C	augustus_masked-flattened_line_99-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.38&CDS=1-990
2031	OG0002031	YJL008C	genemark-flattened_line_45-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.95&CDS=1-1767
2032	OG0002032	YJL010C	genemark-flattened_line_45-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.81&CDS=1-2004
2033	OG0002033	YJL011C	snap_masked-flattened_line_25-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.82&CDS=1-438
2034	OG0002034	YJL012C	snap_masked-flattened_line_25-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.42&CDS=1-2193
2035	OG0002035	YJL014W	genemark-flattened_line_25-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.159&CDS=1-1638
2036	OG0002036	YJL019W	augustus_masked-flattened_line_25-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.196&CDS=1-2394
2037	OG0002037	YJL020C	genemark-flattened_line_25-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.162&CDS=1-3573
2038	OG0002038	YJL023C	augustus_masked-flattened_line_25-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.200&CDS=1-1278
2039	OG0002039	YJL024C	genemark-flattened_line_25-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.122&CDS=1-675
2040	OG0002040	YJL025W	augustus_masked-flattened_line_25-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.226&CDS=1-3243
2041	OG0002041	YJL026W	genemark-flattened_line_25-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.130&CDS=1-1278
2042	OG0002042	YJL029C	snap_masked-flattened_line_45-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.204&CDS=1-2700
2043	OG0002043	YJL030W	genemark-flattened_line_45-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.94&CDS=1-657
2044	OG0002044	YJL031C	augustus_masked-flattened_line_45-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.63&CDS=1-993
2045	OG0002045	YJL033W	genemark-flattened_line_45-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.133&CDS=1-2328
2046	OG0002046	YJL034W	genemark-flattened_line_47-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.86&CDS=1-2076
2047	OG0002047	YJL035C	genemark-flattened_line_81-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.107&CDS=1-747
2048	OG0002048	YJL036W	genemark-flattened_line_81-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.133&CDS=1-1479
2049	OG0002049	YJL039C	snap_masked-flattened_line_45-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.192&CDS=1-6630
2050	OG0002050	YJL041W	genemark-flattened_line_45-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.87&CDS=1-2088
2051	OG0002051	YJL042W	genemark-flattened_line_45-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.86&CDS=1-5157
2052	OG0002052	YJL044C	snap_masked-flattened_line_45-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.191&CDS=1-1230
2053	OG0002053	YJL046W	genemark-flattened_line_29-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.103&CDS=1-1272
2054	OG0002054	YJL049W	augustus_masked-flattened_line_29-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.17&CDS=1-1338
2055	OG0002055	YJL050W	genemark-flattened_line_29-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.88&CDS=1-3234
2056	OG0002056	YJL053W	genemark-flattened_line_29-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.86&CDS=1-915
2057	OG0002057	YJL054W	augustus_masked-flattened_line_29-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.13&CDS=1-1455
2058	OG0002058	YJL055W	genemark-flattened_line_21-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.68&CDS=1-669
2059	OG0002059	YJL056C	snap_masked-flattened_line_29-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.171&CDS=1-3201
2060	OG0002060	YJL057C	augustus_masked-flattened_line_29-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.20&CDS=1-3486
2061	OG0002061	YJL059W	genemark-flattened_line_29-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.122&CDS=1-1113
2062	OG0002062	YJL060W	genemark-flattened_line_29-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.123&CDS=1-1305
2063	OG0002063	YJL061W	augustus_masked-flattened_line_29-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.55&CDS=1-2343
2064	OG0002064	YJL062W	augustus_masked-flattened_line_29-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.56&CDS=1-2838
2065	OG0002065	YJL062W-A	snap_masked-flattened_line_29-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.214&CDS=1-264
2066	OG0002066	YJL063C	augustus_masked-flattened_line_29-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.22&CDS=1-861
2067	OG0002067	YJL066C	augustus_masked-flattened_line_29-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.24&CDS=1-975
2068	OG0002068	YJL068C	genemark-flattened_line_29-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.98&CDS=1-897
2069	OG0002069	YJL069C	snap_masked-flattened_line_29-processed-gene-0.218-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.218&CDS=1-1851
2070	OG0002070	YJL071W	snap_masked-flattened_line_29-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.165&CDS=1-1881
2071	OG0002071	YJL072C	genemark-flattened_line_29-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.115&CDS=1-708
2072	OG0002072	YJL073W	genemark-flattened_line_29-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.83&CDS=1-1641
2073	OG0002073	YJL074C	snap_masked-flattened_line_29-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.196&CDS=1-3723
2074	OG0002074	YJL076W	augustus_masked-flattened_line_29-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.8&CDS=1-3621
2075	OG0002075	YJL080C	genemark-flattened_line_6-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.1&CDS=1-3819
2076	OG0002076	YJL081C	snap_masked-flattened_line_6-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.76&CDS=1-1422
2077	OG0002077	YJL085W	augustus_masked-flattened_line_6-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.74&CDS=1-2037
2078	OG0002078	YJL087C	augustus_masked-flattened_line_6-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.83&CDS=1-2397
2079	OG0002079	YJL088W	genemark-flattened_line_6-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.46&CDS=1-957
2080	OG0002080	YJL089W	snap_masked-flattened_line_6-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.17&CDS=1-1233
2081	OG0002081	YJL090C	augustus_masked-flattened_line_6-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.82&CDS=1-2754
2082	OG0002082	YJL091C	genemark-flattened_line_6-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.54&CDS=1-1512
2083	OG0002083	YJL092W	augustus_masked-flattened_line_6-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.71&CDS=1-3234
2084	OG0002084	YJL093C	maker-flattened_line_6-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.2&CDS=1-1893
2085	OG0002085	YJL095W	snap_masked-flattened_line_6-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.15&CDS=1-4635
2086	OG0002086	YJL096W	snap_masked-flattened_line_6-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.14&CDS=1-462
2087	OG0002087	YJL097W	genemark-flattened_line_6-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.41&CDS=1-669
2088	OG0002088	YJL100W	augustus_masked-flattened_line_6-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.66&CDS=1-2712
2089	OG0002089	YJL101C	genemark-flattened_line_6-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.52&CDS=1-2010
2090	OG0002090	YJL102W	genemark-flattened_line_6-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.39&CDS=1-2493
2091	OG0002091	YJL104W	genemark-flattened_line_6-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.36&CDS=1-435
2092	OG0002092	YJL106W	genemark-flattened_line_6-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.34&CDS=1-2514
2093	OG0002093	YJL108C	genemark-flattened_line_6-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.49&CDS=1-2592
2094	OG0002094	YJL109C	snap_masked-flattened_line_6-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.21&CDS=1-5421
2095	OG0002095	YJL111W	augustus_masked-flattened_line_29-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.5&CDS=1-1656
2096	OG0002096	YJL115W	genemark-flattened_line_41-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.30&CDS=1-894
2097	OG0002097	YJL117W	augustus_masked-flattened_line_41-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.105&CDS=1-1005
2098	OG0002098	YJL121C	genemark-flattened_line_91-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.47&CDS=1-684
2099	OG0002099	YJL122W	genemark-flattened_line_91-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.35&CDS=1-501
2100	OG0002100	YJL123C	augustus_masked-flattened_line_152-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.58&CDS=1-1245
2101	OG0002101	YJL124C	genemark-flattened_line_91-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.36&CDS=1-501
2102	OG0002102	YJL125C	snap_masked-flattened_line_91-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.2&CDS=1-1230
2103	OG0002103	YJL126W	genemark-flattened_line_87-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.44&CDS=1-861
2104	OG0002104	YJL127C	maker-flattened_line_91-snap-gene-0.33-mRNA-1_1&gene=maker-flattened_line_91-snap-gene-0.33&CDS=1-2331
2105	OG0002105	YJL128C	snap_masked-flattened_line_23-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.88&CDS=1-3495
2106	OG0002106	YJL130C	genemark-flattened_line_23-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.50&CDS=1-9231
2107	OG0002107	YJL140W	genemark-flattened_line_23-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.37&CDS=1-783
2108	OG0002108	YJL141C	snap_masked-flattened_line_23-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.78&CDS=1-2691
2109	OG0002109	YJL143W	genemark-flattened_line_23-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.36&CDS=1-465
2110	OG0002110	YJL145W	genemark-flattened_line_23-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.34&CDS=1-903
2111	OG0002111	YJL148W	augustus_masked-flattened_line_23-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.3&CDS=1-2118
2112	OG0002112	YJL149W	augustus_masked-flattened_line_23-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.2&CDS=1-2532
2113	OG0002113	YJL154C	genemark-flattened_line_204-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.22&CDS=1-2745
2114	OG0002114	YJL155C	genemark-flattened_line_23-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.28&CDS=1-1584
2115	OG0002115	YJL156C	genemark-flattened_line_23-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.29&CDS=1-2826
2116	OG0002116	YJL157C	snap_masked-flattened_line_23-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.61&CDS=1-3621
2117	OG0002117	YJL163C	snap_masked-flattened_line_91-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.30&CDS=1-2172
2118	OG0002118	YJL166W	snap_masked-flattened_line_37-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.186&CDS=1-282
2119	OG0002119	YJL167W	genemark-flattened_line_37-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.112&CDS=1-1056
2120	OG0002120	YJL168C	snap_masked-flattened_line_37-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.149&CDS=1-3288
2121	OG0002121	YJL171C	genemark-flattened_line_37-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.116&CDS=1-1344
2122	OG0002122	YJL173C	snap_masked-flattened_line_37-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.151&CDS=1-456
2123	OG0002123	YJL174W	snap_masked-flattened_line_99-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.70&CDS=1-846
2124	OG0002124	YJL176C	genemark-flattened_line_37-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.84&CDS=1-3093
2125	OG0002125	YJL178C	snap_masked-flattened_line_37-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.154&CDS=1-960
2126	OG0002126	YJL179W	genemark-flattened_line_37-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.120&CDS=1-360
2127	OG0002127	YJL180C	genemark-flattened_line_37-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.87&CDS=1-1020
2128	OG0002128	YJL183W	snap_masked-flattened_line_37-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.195&CDS=1-1188
2129	OG0002129	YJL184W	snap_masked-flattened_line_37-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.197&CDS=1-399
2130	OG0002130	YJL187C	genemark-flattened_line_37-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.89&CDS=1-3264
2131	OG0002131	YJL192C	augustus_masked-flattened_line_37-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.23&CDS=1-714
2132	OG0002132	YJL193W	genemark-flattened_line_37-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.126&CDS=1-1050
2133	OG0002133	YJL194W	snap_masked-flattened_line_37-processed-gene-0.201-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.201&CDS=1-2115
2134	OG0002134	YJL197W	maker-flattened_line_37-snap-gene-0.209-mRNA-1_1&gene=maker-flattened_line_37-snap-gene-0.209&CDS=1-3528
2135	OG0002135	YJL200C	genemark-flattened_line_37-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.96&CDS=1-2340
2136	OG0002136	YJL201W	genemark-flattened_line_37-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.131&CDS=1-1869
2137	OG0002137	YJL204C	genemark-flattened_line_37-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.97&CDS=1-2409
2138	OG0002138	YJL206C	genemark-flattened_line_8-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.92&CDS=1-2004
2139	OG0002139	YJL207C	snap_masked-flattened_line_8-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.2&CDS=1-5547
2140	OG0002140	YJL208C	genemark-flattened_line_8-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.74&CDS=1-1014
2141	OG0002141	YJL209W	augustus_masked-flattened_line_8-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.60&CDS=1-2775
2142	OG0002142	YJL212C	genemark-flattened_line_39-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.79&CDS=1-2322
2143	OG0002143	YJR001W	maker-flattened_line_162-snap-gene-0.19-mRNA-1_1&gene=maker-flattened_line_162-snap-gene-0.19&CDS=1-3933
2144	OG0002144	YJR003C	augustus_masked-flattened_line_162-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.36&CDS=1-3732
2145	OG0002145	YJR005W	augustus_masked-flattened_line_47-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.54&CDS=1-2250
2146	OG0002146	YJR006W	snap_masked-flattened_line_25-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.87&CDS=1-1491
2147	OG0002147	YJR007W	genemark-flattened_line_45-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.79&CDS=1-906
2148	OG0002148	YJR008W	genemark-flattened_line_45-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.80&CDS=1-969
2149	OG0002149	YJR010C-A	genemark-flattened_line_45-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.72&CDS=1-360
2150	OG0002150	YJR010W	genemark-flattened_line_45-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.103&CDS=1-1563
2151	OG0002151	YJR013W	genemark-flattened_line_45-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.102&CDS=1-1404
2152	OG0002152	YJR014W	genemark-flattened_line_45-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.100&CDS=1-609
2153	OG0002153	YJR016C	genemark-flattened_line_55-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.110&CDS=1-1758
