	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035703_Cyberlindnera_americana
1215	OG0001215	YDR427W	augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-4.104&CDS=1-1143
1216	OG0001216	YDR428C	augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-4.80&CDS=1-714
1217	OG0001217	YDR429C	genemark-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-4.42-mRNA-1_1&gene=genemark-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-4.42&CDS=1-846
1218	OG0001218	YDR430C	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.229-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.229&CDS=1-2967
1219	OG0001219	YDR432W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.194-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.194&CDS=1-786
1220	OG0001220	YDR434W	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.57&CDS=1-1542
1221	OG0001221	YDR435C	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.56&CDS=1-1017
1222	OG0001222	YDR437W	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.75&CDS=1-579
1223	OG0001223	YDR440W	maker-NODE_12_length_446973_cov_83.3758_ID_7689-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_12_length_446973_cov_83.3758_ID_7689-augustus-gene-0.48&CDS=1-2004
1224	OG0001224	YDR443C	maker-NODE_4_length_839664_cov_66.9286_ID_3363-augustus-gene-7.160-mRNA-1_1&gene=maker-NODE_4_length_839664_cov_66.9286_ID_3363-augustus-gene-7.160&CDS=1-3924
1225	OG0001225	YDR444W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.197-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.197&CDS=1-2097
1226	OG0001226	YDR448W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-1.119&CDS=1-1296
1227	OG0001227	YDR449C	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-1.118&CDS=1-1230
1228	OG0001228	YDR452W	genemark-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-0.103&CDS=1-2013
1229	OG0001229	YDR454C	maker-NODE_17_length_246886_cov_65.2879_ID_4411-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_17_length_246886_cov_65.2879_ID_4411-augustus-gene-0.47&CDS=1-558
1230	OG0001230	YDR456W	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-2.64&CDS=1-1785
1231	OG0001231	YDR457W	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.178&CDS=1-10089
1232	OG0001232	YDR459C	genemark-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.34-mRNA-1_1&gene=genemark-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.34&CDS=1-1023
1233	OG0001233	YDR460W	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-1.50&CDS=1-996
1234	OG0001234	YDR462W	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-1.49&CDS=1-498
1235	OG0001235	YDR464W	augustus_masked-NODE_19_length_227830_cov_99.5677_ID_3649-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_19_length_227830_cov_99.5677_ID_3649-processed-gene-0.123&CDS=1-3786
1236	OG0001236	YDR465C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.183&CDS=1-1305
1237	OG0001237	YDR468C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.179&CDS=1-666
1238	OG0001238	YDR469W	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.218&CDS=1-285
1239	OG0001239	YDR470C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.220&CDS=1-1443
1240	OG0001240	YDR473C	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.174&CDS=1-1245
1241	OG0001241	YDR476C	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-1.208&CDS=1-627
1242	OG0001242	YDR477W	maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-0.142-mRNA-1_1&gene=maker-NODE_11_length_458690_cov_86.9314_ID_2597-augustus-gene-0.142&CDS=1-2865
1243	OG0001243	YDR479C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-0.124&CDS=1-1365
1244	OG0001244	YDR481C	augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-2.19&CDS=1-1608
1245	OG0001245	YDR482C	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.69&CDS=1-396
1246	OG0001246	YDR484W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-1.17&CDS=1-1734
1247	OG0001247	YDR485C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.80&CDS=1-2364
1248	OG0001248	YDR486C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.81&CDS=1-645
1249	OG0001249	YDR487C	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-4.36&CDS=1-597
1250	OG0001250	YDR489W	augustus_masked-NODE_27_length_57372_cov_96.4162_ID_4112-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_27_length_57372_cov_96.4162_ID_4112-processed-gene-0.35&CDS=1-684
1251	OG0001251	YDR493W	maker-NODE_26_length_64077_cov_61.9596_ID_4578-augustus-gene-0.33-mRNA-1_1&gene=maker-NODE_26_length_64077_cov_61.9596_ID_4578-augustus-gene-0.33&CDS=1-1344
1252	OG0001252	YDR495C	augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.267-mRNA-1_1&gene=augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.267&CDS=1-2418
1253	OG0001253	YDR496C	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-2.63&CDS=1-1980
1254	OG0001254	YDR497C	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-4.85&CDS=1-1683
1255	OG0001255	YDR498C	snap_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-2.32&CDS=1-1026
1256	OG0001256	YDR499W	snap_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-5.183-mRNA-1_1&gene=snap_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-5.183&CDS=1-2136
1257	OG0001257	YDR502C	augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.188&CDS=1-1155
1258	OG0001258	YDR507C	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-2.135&CDS=1-3318
1259	OG0001259	YDR510W	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-2.136&CDS=1-306
1260	OG0001260	YDR511W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-5.88&CDS=1-390
1261	OG0001261	YDR512C	maker-NODE_4_length_839664_cov_66.9286_ID_3363-snap-gene-5.128-mRNA-1_1&gene=maker-NODE_4_length_839664_cov_66.9286_ID_3363-snap-gene-5.128&CDS=1-261
1262	OG0001262	YDR517W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-5.84&CDS=1-1059
1263	OG0001263	YDR519W	maker-NODE_17_length_246886_cov_65.2879_ID_4411-augustus-gene-1.169-mRNA-1_1&gene=maker-NODE_17_length_246886_cov_65.2879_ID_4411-augustus-gene-1.169&CDS=1-426
1264	OG0001264	YDR520C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.87&CDS=1-1890
1265	OG0001265	YDR524C	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.90&CDS=1-2832
1266	OG0001266	YDR525W-A	augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.64&CDS=1-222
1267	OG0001267	YDR527W	augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-3.178-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-3.178&CDS=1-1296
1268	OG0001268	YDR529C	augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.91&CDS=1-378
1269	OG0001269	YEL002C	augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.203&CDS=1-1293
1270	OG0001270	YEL003W	augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.244&CDS=1-336
1271	OG0001271	YEL009C	snap_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.67&CDS=1-708
1272	OG0001272	YEL011W	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.0&CDS=1-2061
1273	OG0001273	YEL012W	augustus_masked-NODE_34_length_20534_cov_74.1398_ID_4712-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_34_length_20534_cov_74.1398_ID_4712-processed-gene-0.4&CDS=1-567
1274	OG0001274	YEL013W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.170-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.170&CDS=1-1662
1275	OG0001275	YEL015W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.171-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.171&CDS=1-1587
1276	OG0001276	YEL019C	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.310-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.310&CDS=1-816
1277	OG0001277	YEL020C	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.308-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.308&CDS=1-1698
1278	OG0001278	YEL020W-A	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.311-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.311&CDS=1-261
1279	OG0001279	YEL021W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.264-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.264&CDS=1-795
1280	OG0001280	YEL022W	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.214-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.214&CDS=1-4230
1281	OG0001281	YEL023C	maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-9.53-mRNA-1_1&gene=maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-9.53&CDS=1-1944
1282	OG0001282	YEL024W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.13&CDS=1-648
1283	OG0001283	YEL026W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.33&CDS=1-378
1284	OG0001284	YEL027W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.15&CDS=1-480
1285	OG0001285	YEL031W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.92&CDS=1-3642
1286	OG0001286	YEL032W	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.4&CDS=1-2589
1287	OG0001287	YEL037C	maker-NODE_13_length_418472_cov_68.5033_ID_3840-augustus-gene-1.57-mRNA-1_1&gene=maker-NODE_13_length_418472_cov_68.5033_ID_3840-augustus-gene-1.57&CDS=1-1071
1288	OG0001288	YEL038W	maker-NODE_13_length_418472_cov_68.5033_ID_3840-augustus-gene-1.52-mRNA-1_1&gene=maker-NODE_13_length_418472_cov_68.5033_ID_3840-augustus-gene-1.52&CDS=1-2739
1289	OG0001289	YEL040W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-1.24&CDS=1-1458
1290	OG0001290	YEL042W	augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.178-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.178&CDS=1-1770
1291	OG0001291	YEL043W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.89&CDS=1-3150
1292	OG0001292	YEL044W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-3.91&CDS=1-369
1293	OG0001293	YEL046C	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.75&CDS=1-1071
1294	OG0001294	YEL048C	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-3.97&CDS=1-516
1295	OG0001295	YEL050C	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.16&CDS=1-1116
1296	OG0001296	YEL051W	maker-NODE_13_length_418472_cov_68.5033_ID_3840-augustus-gene-3.67-mRNA-1_1&gene=maker-NODE_13_length_418472_cov_68.5033_ID_3840-augustus-gene-3.67&CDS=1-1983
1297	OG0001297	YEL052W	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.12&CDS=1-1392
1298	OG0001298	YEL053C	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-3.41&CDS=1-2169
1299	OG0001299	YEL055C	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.137&CDS=1-3012
1300	OG0001300	YEL056W	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-2.103&CDS=1-1341
1301	OG0001301	YEL058W	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.98&CDS=1-1626
1302	OG0001302	YEL059C-A	snap_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.211-mRNA-1_1&gene=snap_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.211&CDS=1-288
1303	OG0001303	YEL060C	augustus_masked-NODE_23_length_107503_cov_65.3243_ID_3743-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_23_length_107503_cov_65.3243_ID_3743-processed-gene-0.147&CDS=1-1650
1304	OG0001304	YEL064C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.242-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.242&CDS=1-1395
1305	OG0001305	YEL072W	snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-0.114&CDS=1-690
1306	OG0001306	YER002W	augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.206&CDS=1-651
1307	OG0001307	YER003C	augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.249-mRNA-1_1&gene=augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.249&CDS=1-1287
1308	OG0001308	YER004W	maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-3.203-mRNA-1_1&gene=maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-3.203&CDS=1-939
1309	OG0001309	YER005W	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.164&CDS=1-1941
1310	OG0001310	YER006W	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.145&CDS=1-1527
1311	OG0001311	YER007C-A	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.166&CDS=1-543
1312	OG0001312	YER007W	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-3.146&CDS=1-1428
1313	OG0001313	YER008C	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.129&CDS=1-4113
1314	OG0001314	YER009W	augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_21_length_136965_cov_101.868_ID_3484-processed-gene-0.208&CDS=1-375
1315	OG0001315	YER010C	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.169&CDS=1-687
1316	OG0001316	YER012W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.165-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.165&CDS=1-582
1317	OG0001317	YER014W	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.7&CDS=1-1542
1318	OG0001318	YER016W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.133&CDS=1-858
1319	OG0001319	YER019W	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-1.181&CDS=1-1236
1320	OG0001320	YER020W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.284-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.284&CDS=1-1179
1321	OG0001321	YER021W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-5.98&CDS=1-1419
1322	OG0001322	YER022W	maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-4.62-mRNA-1_1&gene=maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-4.62&CDS=1-1641
1323	OG0001323	YER023W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.126&CDS=1-849
1324	OG0001324	YER024W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.81&CDS=1-2355
1325	OG0001325	YER025W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.84&CDS=1-1590
1326	OG0001326	YER026C	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-0.74&CDS=1-843
1327	OG0001327	YER027C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-10.119&CDS=1-1272
1328	OG0001328	YER029C	maker-NODE_15_length_368651_cov_64.3218_ID_3775-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_15_length_368651_cov_64.3218_ID_3775-augustus-gene-2.1&CDS=1-468
1329	OG0001329	YER030W	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.83&CDS=1-435
1330	OG0001330	YER036C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-0.11&CDS=1-1776
1331	OG0001331	YER041W	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-2.83&CDS=1-2469
