	OrthologID	Saccharomyces_cerevisiae	Yarrowia_keelungensis
1935	OG0001935	YJL179W	-processed-gene-15.28-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-15.28&CDS=1-339
1936	OG0001936	YJL180C	-processed-gene-16.74-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-16.74&CDS=1-867
1937	OG0001937	YJL183W	-processed-gene-8.100-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-8.100&CDS=1-1269
1938	OG0001938	YJL187C	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-2.79&CDS=1-2889
1939	OG0001939	YJL189W	-processed-gene-15.34-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-15.34&CDS=1-720
1940	OG0001940	YJL194W	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-0.63&CDS=1-1776
1941	OG0001941	YJL197W	-snap-gene-5.43-mRNA-1_1&gene=maker-gi|1002317708|dbj|BCJD01000007.1|-snap-gene-5.43&CDS=1-3639
1942	OG0001942	YJL200C	-processed-gene-10.23-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-10.23&CDS=1-2370
1943	OG0001943	YJL201W	-processed-gene-15.84-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-15.84&CDS=1-1851
1944	OG0001944	YJL204C	-processed-gene-15.70-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-15.70&CDS=1-2742
1945	OG0001945	YJL205C	-processed-gene-8.19-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-8.19&CDS=1-210
1946	OG0001946	YJL207C	-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-16.37&CDS=1-5226
1947	OG0001947	YJL208C	-processed-gene-16.9-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-16.9&CDS=1-948
1948	OG0001948	YJL212C	-processed-gene-24.55-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-24.55&CDS=1-2496
1949	OG0001949	YJR001W	-processed-gene-23.8-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.8&CDS=1-1596
1950	OG0001950	YJR002W	-processed-gene-18.21-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-18.21&CDS=1-1926
1951	OG0001951	YJR005W	-processed-gene-9.68-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-9.68&CDS=1-2154
1952	OG0001952	YJR006W	-processed-gene-16.8-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-16.8&CDS=1-1410
1953	OG0001953	YJR007W	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-2.50&CDS=1-936
1954	OG0001954	YJR008W	-processed-gene-22.69-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-22.69&CDS=1-957
1955	OG0001955	YJR010W	-processed-gene-12.18-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-12.18&CDS=1-1716
1956	OG0001956	YJR013W	-processed-gene-32.143-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.143&CDS=1-1218
1957	OG0001957	YJR014W	-processed-gene-19.93-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-19.93&CDS=1-564
1958	OG0001958	YJR016C	-processed-gene-25.91-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.91&CDS=1-1719
1959	OG0001959	YJR017C	-processed-gene-5.123-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-5.123&CDS=1-555
1960	OG0001960	YJR019C	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-4.57&CDS=1-1059
1961	OG0001961	YJR024C	-processed-gene-21.83-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-21.83&CDS=1-714
1962	OG0001962	YJR025C	-augustus-gene-7.73-mRNA-1_1&gene=maker-gi|1002317712|dbj|BCJD01000003.1|-augustus-gene-7.73&CDS=1-519
1963	OG0001963	YJR033C	-processed-gene-18.15-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-18.15&CDS=1-4104
1964	OG0001964	YJR034W	-processed-gene-18.57-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-18.57&CDS=1-357
1965	OG0001965	YJR035W	-processed-gene-18.55-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-18.55&CDS=1-3234
1966	OG0001966	YJR036C	-processed-gene-11.49-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-11.49&CDS=1-1818
1967	OG0001967	YJR040W	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-1.11&CDS=1-2304
1968	OG0001968	YJR041C	-processed-gene-24.107-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.107&CDS=1-3369
1969	OG0001969	YJR042W	-processed-gene-17.31-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.31&CDS=1-2121
1970	OG0001970	YJR044C	-processed-gene-3.170-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.170&CDS=1-390
1971	OG0001971	YJR045C	-processed-gene-17.84-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-17.84&CDS=1-1941
1972	OG0001972	YJR047C	-processed-gene-12.7-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.7&CDS=1-471
1973	OG0001973	YJR048W	-processed-gene-22.13-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-22.13&CDS=1-321
1974	OG0001974	YJR050W	-processed-gene-25.17-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.17&CDS=1-663
1975	OG0001975	YJR052W	-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-3.78&CDS=1-1698
1976	OG0001976	YJR055W	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-2.8&CDS=1-486
1977	OG0001977	YJR056C	-processed-gene-4.19-mRNA-1_1&gene=snap_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-4.19&CDS=1-513
1978	OG0001978	YJR057W	-processed-gene-3.2-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-3.2&CDS=1-612
1979	OG0001979	YJR058C	-processed-gene-9.66-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-9.66&CDS=1-432
1980	OG0001980	YJR060W	-processed-gene-15.34-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-15.34&CDS=1-921
1981	OG0001981	YJR062C	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-3.22&CDS=1-1185
1982	OG0001982	YJR063W	-processed-gene-2.19-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-2.19&CDS=1-372
1983	OG0001983	YJR064W	-processed-gene-0.93-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.93&CDS=1-1653
1984	OG0001984	YJR065C	-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-1.16&CDS=1-1230
1985	OG0001985	YJR068W	-processed-gene-14.141-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-14.141&CDS=1-1140
1986	OG0001986	YJR069C	-processed-gene-0.31-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-0.31&CDS=1-564
1987	OG0001987	YJR070C	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-2.85&CDS=1-924
1988	OG0001988	YJR072C	-processed-gene-0.91-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.91&CDS=1-1224
1989	OG0001989	YJR073C	-processed-gene-12.111-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-12.111&CDS=1-624
1990	OG0001990	YJR074W	-processed-gene-32.173-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.173&CDS=1-492
1991	OG0001991	YJR075W	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-2.23&CDS=1-1173
1992	OG0001992	YJR078W	-processed-gene-19.32-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-19.32&CDS=1-1566
1993	OG0001993	YJR080C	-processed-gene-24.77-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-24.77&CDS=1-945
1994	OG0001994	YJR082C	-processed-gene-12.9-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-12.9&CDS=1-405
1995	OG0001995	YJR084W	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-5.68&CDS=1-1191
1996	OG0001996	YJR085C	-processed-gene-15.87-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-15.87&CDS=1-312
1997	OG0001997	YJR086W	-processed-gene-1.66-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-1.66&CDS=1-501
1998	OG0001998	YJR088C	-processed-gene-25.71-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.71&CDS=1-786
1999	OG0001999	YJR090C	-processed-gene-13.42-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-13.42&CDS=1-2346
2000	OG0002000	YJR093C	-processed-gene-25.14-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.14&CDS=1-669
2001	OG0002001	YJR095W	-processed-gene-0.31-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-0.31&CDS=1-957
2002	OG0002002	YJR097W	-processed-gene-17.90-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-17.90&CDS=1-492
2003	OG0002003	YJR098C	-processed-gene-19.63-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-19.63&CDS=1-2466
2004	OG0002004	YJR099W	-processed-gene-6.0-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-6.0&CDS=1-711
2005	OG0002005	YJR100C	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.107&CDS=1-969
2006	OG0002006	YJR101W	-processed-gene-8.87-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.87&CDS=1-780
2007	OG0002007	YJR102C	-processed-gene-8.88-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.88&CDS=1-507
2008	OG0002008	YJR104C	-processed-gene-13.6-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-13.6&CDS=1-462
2009	OG0002009	YJR105W	-processed-gene-16.5-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-16.5&CDS=1-1041
2010	OG0002010	YJR109C	-processed-gene-26.15-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-26.15&CDS=1-3399
2011	OG0002011	YJR110W	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-7.65&CDS=1-2349
2012	OG0002012	YJR112W	-processed-gene-26.131-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-26.131&CDS=1-549
2013	OG0002013	YJR113C	-processed-gene-21.65-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-21.65&CDS=1-1002
2014	OG0002014	YJR116W	-processed-gene-10.29-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-10.29&CDS=1-852
2015	OG0002015	YJR117W	-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-2.75&CDS=1-1350
2016	OG0002016	YJR118C	-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-5.2&CDS=1-474
2017	OG0002017	YJR119C	-processed-gene-5.99-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-5.99&CDS=1-2439
2018	OG0002018	YJR121W	-processed-gene-8.22-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-8.22&CDS=1-1530
2019	OG0002019	YJR122W	-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-10.9&CDS=1-1362
2020	OG0002020	YJR123W	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-1.80&CDS=1-630
2021	OG0002021	YJR125C	-processed-gene-17.24-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-17.24&CDS=1-1509
2022	OG0002022	YJR126C	-processed-gene-17.86-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-17.86&CDS=1-2274
2023	OG0002023	YJR129C	-processed-gene-14.0-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-14.0&CDS=1-957
2024	OG0002024	YJR131W	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-7.61&CDS=1-1896
2025	OG0002025	YJR132W	-processed-gene-8.44-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.44&CDS=1-3120
2026	OG0002026	YJR133W	-processed-gene-8.55-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.55&CDS=1-633
2027	OG0002027	YJR135W-A	-processed-gene-25.15-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.15&CDS=1-261
2028	OG0002028	YJR137C	-processed-gene-25.26-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.26&CDS=1-4206
2029	OG0002029	YJR138W	-processed-gene-30.35-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.35&CDS=1-4677
2030	OG0002030	YJR139C	-processed-gene-30.8-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.8&CDS=1-1080
2031	OG0002031	YJR140C	-snap-gene-25.40-mRNA-1_1&gene=maker-gi|1002317713|dbj|BCJD01000002.1|-snap-gene-25.40&CDS=1-5745
2032	OG0002032	YJR141W	-processed-gene-25.93-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.93&CDS=1-1011
2033	OG0002033	YJR142W	-processed-gene-12.39-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-12.39&CDS=1-921
2034	OG0002034	YJR143C	-processed-gene-16.53-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-16.53&CDS=1-2226
2035	OG0002035	YJR144W	-processed-gene-16.51-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-16.51&CDS=1-864
2036	OG0002036	YJR148W	-processed-gene-30.3-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.3&CDS=1-1161
2037	OG0002037	YJR149W	-processed-gene-18.59-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-18.59&CDS=1-1032
2038	OG0002038	YKL001C	-processed-gene-27.23-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-27.23&CDS=1-594
2039	OG0002039	YKL002W	-processed-gene-27.38-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-27.38&CDS=1-639
2040	OG0002040	YKL003C	-processed-gene-28.4-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-28.4&CDS=1-297
2041	OG0002041	YKL004W	-processed-gene-8.46-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.46&CDS=1-1290
2042	OG0002042	YKL006C-A	-processed-gene-15.59-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-15.59&CDS=1-279
2043	OG0002043	YKL007W	-processed-gene-15.62-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-15.62&CDS=1-786
2044	OG0002044	YKL009W	-processed-gene-24.150-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.150&CDS=1-699
2045	OG0002045	YKL010C	-processed-gene-15.50-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-15.50&CDS=1-4542
2046	OG0002046	YKL012W	-processed-gene-27.119-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-27.119&CDS=1-1464
2047	OG0002047	YKL013C	-processed-gene-28.26-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-28.26&CDS=1-507
2048	OG0002048	YKL014C	-processed-gene-13.54-mRNA-1_1&gene=augustus_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-13.54&CDS=1-4815
2049	OG0002049	YKL015W	-processed-gene-13.43-mRNA-1_1&gene=snap_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-13.43&CDS=1-660
2050	OG0002050	YKL016C	-processed-gene-13.7-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-13.7&CDS=1-528
2051	OG0002051	YKL017C	-processed-gene-13.18-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-13.18&CDS=1-1887
2052	OG0002052	YKL018W	-processed-gene-13.21-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.21&CDS=1-1026
2053	OG0002053	YKL019W	-processed-gene-7.12-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-7.12&CDS=1-990
2054	OG0002054	YKL021C	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-0.5&CDS=1-1350
2055	OG0002055	YKL022C	-processed-gene-6.63-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-6.63&CDS=1-2031
2056	OG0002056	YKL024C	-processed-gene-6.42-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-6.42&CDS=1-864
2057	OG0002057	YKL025C	-processed-gene-7.80-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-7.80&CDS=1-1791
2058	OG0002058	YKL027W	-processed-gene-11.23-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-11.23&CDS=1-1425
2059	OG0002059	YKL028W	-processed-gene-19.30-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-19.30&CDS=1-1143
2060	OG0002060	YKL029C	-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-2.34&CDS=1-1893
2061	OG0002061	YKL033W	-processed-gene-4.119-mRNA-1_1&gene=snap_masked-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-4.119&CDS=1-1659
2062	OG0002062	YKL033W-A	-processed-gene-17.105-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.105&CDS=1-717
2063	OG0002063	YKL034W	-processed-gene-17.14-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.14&CDS=1-2349
2064	OG0002064	YKL035W	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-4.64&CDS=1-1488
2065	OG0002065	YKL040C	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-0.40&CDS=1-789
2066	OG0002066	YKL041W	-processed-gene-14.68-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-14.68&CDS=1-690
2067	OG0002067	YKL043W	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-4.23&CDS=1-1260
2068	OG0002068	YKL045W	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-2.49&CDS=1-1407
2069	OG0002069	YKL046C	-processed-gene-28.61-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-28.61&CDS=1-1395
2070	OG0002070	YKL051W	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-2.89&CDS=1-900
2071	OG0002071	YKL053C-A	-processed-gene-24.156-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.156&CDS=1-252
2072	OG0002072	YKL054C	-processed-gene-14.22-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-14.22&CDS=1-2292
2073	OG0002073	YKL056C	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-1.19&CDS=1-501
2074	OG0002074	YKL058W	-processed-gene-14.13-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-14.13&CDS=1-330
2075	OG0002075	YKL059C	-processed-gene-0.56-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-0.56&CDS=1-1407
2076	OG0002076	YKL060C	-processed-gene-5.70-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-5.70&CDS=1-1092
2077	OG0002077	YKL064W	-processed-gene-17.52-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-17.52&CDS=1-2322
2078	OG0002078	YKL067W	-processed-gene-6.64-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-6.64&CDS=1-456
2079	OG0002079	YKL069W	-processed-gene-18.2-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.2&CDS=1-522
2080	OG0002080	YKL070W	-processed-gene-17.133-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.133&CDS=1-708
2081	OG0002081	YKL073W	-processed-gene-11.5-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-11.5&CDS=1-3012
2082	OG0002082	YKL074C	-processed-gene-21.23-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-21.23&CDS=1-1782
2083	OG0002083	YKL077W	-processed-gene-20.179-mRNA-1_1&gene=augustus_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.179&CDS=1-1191
2084	OG0002084	YKL078W	-processed-gene-2.98-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-2.98&CDS=1-2706
2085	OG0002085	YKL080W	-processed-gene-0.9-mRNA-1_1&gene=genemark-gi|1002317700|dbj|BCJD01000015.1|-processed-gene-0.9&CDS=1-1149
2086	OG0002086	YKL082C	-processed-gene-3.66-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-3.66&CDS=1-1389
2087	OG0002087	YKL084W	-processed-gene-25.24-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.24&CDS=1-378
2088	OG0002088	YKL085W	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-6.84&CDS=1-1014
2089	OG0002089	YKL086W	-processed-gene-6.70-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-6.70&CDS=1-348
2090	OG0002090	YKL087C	-processed-gene-16.62-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-16.62&CDS=1-792
2091	OG0002091	YKL092C	-processed-gene-14.55-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-14.55&CDS=1-3054
2092	OG0002092	YKL094W	-processed-gene-4.27-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-4.27&CDS=1-930
2093	OG0002093	YKL095W	-processed-gene-14.67-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-14.67&CDS=1-825
2094	OG0002094	YKL099C	-processed-gene-26.7-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.7&CDS=1-732
2095	OG0002095	YKL100C	-processed-gene-6.24-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-6.24&CDS=1-1638
2096	OG0002096	YKL104C	-processed-gene-2.92-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-2.92&CDS=1-2082
2097	OG0002097	YKL110C	-processed-gene-26.12-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.12&CDS=1-834
2098	OG0002098	YKL113C	-processed-gene-12.6-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-12.6&CDS=1-1170
2099	OG0002099	YKL114C	-processed-gene-12.16-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-12.16&CDS=1-1158
2100	OG0002100	YKL116C	-processed-gene-19.102-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-19.102&CDS=1-2232
