	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035032_Candida_gatunensis
1618	OG0001618	YHR067W	snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.102&CDS=1-831
1619	OG0001619	YHR068W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.4-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.4&CDS=1-1131
1620	OG0001620	YHR069C	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.52&CDS=1-1011
1621	OG0001621	YHR070W	maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-0.46&CDS=1-2331
1622	OG0001622	YHR072W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.50&CDS=1-2166
1623	OG0001623	YHR072W-A	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.147&CDS=1-183
1624	OG0001624	YHR073W	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.69&CDS=1-2628
1625	OG0001625	YHR074W	augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.112&CDS=1-2139
1626	OG0001626	YHR075C	augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.80&CDS=1-1113
1627	OG0001627	YHR076W	genemark-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.219-mRNA-1_1&gene=genemark-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.219&CDS=1-1062
1628	OG0001628	YHR077C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.182-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.182&CDS=1-2967
1629	OG0001629	YHR079C	augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.71&CDS=1-3399
1630	OG0001630	YHR079C-A	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.21&CDS=1-390
1631	OG0001631	YHR081W	augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.93&CDS=1-552
1632	OG0001632	YHR083W	augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-0.53&CDS=1-873
1633	OG0001633	YHR084W	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.39&CDS=1-1602
1634	OG0001634	YHR085W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.251-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.251&CDS=1-1086
1635	OG0001635	YHR086W	augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.203&CDS=1-1074
1636	OG0001636	YHR087W	snap_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.93&CDS=1-339
1637	OG0001637	YHR088W	snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.135&CDS=1-885
1638	OG0001638	YHR089C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-2.65&CDS=1-591
1639	OG0001639	YHR090C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.188-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.188&CDS=1-903
1640	OG0001640	YHR098C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.189-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.189&CDS=1-2928
1641	OG0001641	YHR099W	maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-5.120-mRNA-1_1&gene=maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-5.120&CDS=1-11682
1642	OG0001642	YHR100C	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.137-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.137&CDS=1-615
1643	OG0001643	YHR102W	genemark-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.34&CDS=1-4287
1644	OG0001644	YHR104W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.104&CDS=1-942
1645	OG0001645	YHR108W	maker-NODE_10_length_430571_cov_33.053_ID_19-snap-gene-0.114-mRNA-1_1&gene=maker-NODE_10_length_430571_cov_33.053_ID_19-snap-gene-0.114&CDS=1-1728
1646	OG0001646	YHR109W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.102&CDS=1-1506
1647	OG0001647	YHR110W	maker-NODE_4_length_670283_cov_33.1529_ID_7-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_4_length_670283_cov_33.1529_ID_7-snap-gene-2.95&CDS=1-636
1648	OG0001648	YHR111W	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-2.105&CDS=1-1332
1649	OG0001649	YHR113W	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-2.129&CDS=1-1473
1650	OG0001650	YHR114W	augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.59&CDS=1-1806
1651	OG0001651	YHR116W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.229-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.229&CDS=1-372
1652	OG0001652	YHR118C	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.113&CDS=1-1089
1653	OG0001653	YHR119W	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.129-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.129&CDS=1-3075
1654	OG0001654	YHR120W	maker-NODE_8_length_599434_cov_35.5304_ID_15-snap-gene-3.2-mRNA-1_1&gene=maker-NODE_8_length_599434_cov_35.5304_ID_15-snap-gene-3.2&CDS=1-3705
1655	OG0001655	YHR121W	augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.50&CDS=1-576
1656	OG0001656	YHR122W	augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.52&CDS=1-597
1657	OG0001657	YHR124W	maker-NODE_9_length_512528_cov_38.4928_ID_17-snap-gene-2.6-mRNA-1_1&gene=maker-NODE_9_length_512528_cov_38.4928_ID_17-snap-gene-2.6&CDS=1-1380
1658	OG0001658	YHR128W	snap_masked-NODE_25_length_99288_cov_25.4419_ID_49-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_25_length_99288_cov_25.4419_ID_49-processed-gene-0.95&CDS=1-645
1659	OG0001659	YHR132C	augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.82&CDS=1-1701
1660	OG0001660	YHR134W	snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.17&CDS=1-1344
1661	OG0001661	YHR140W	genemark-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.103-mRNA-1_1&gene=genemark-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.103&CDS=1-642
1662	OG0001662	YHR142W	augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.22&CDS=1-2649
1663	OG0001663	YHR143W-A	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.72&CDS=1-219
1664	OG0001664	YHR144C	genemark-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.143-mRNA-1_1&gene=genemark-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.143&CDS=1-834
1665	OG0001665	YHR147C	maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_6_length_610689_cov_25.7818_ID_11-augustus-gene-0.44&CDS=1-1563
1666	OG0001666	YHR148W	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.91&CDS=1-549
1667	OG0001667	YHR151C	snap_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.26&CDS=1-1740
1668	OG0001668	YHR154W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.137&CDS=1-2505
1669	OG0001669	YHR156C	snap_masked-NODE_26_length_90711_cov_25.4585_ID_51-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_26_length_90711_cov_25.4585_ID_51-processed-gene-0.52&CDS=1-981
1670	OG0001670	YHR164C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.5&CDS=1-4113
1671	OG0001671	YHR165C	maker-NODE_10_length_430571_cov_33.053_ID_19-snap-gene-2.37-mRNA-1_1&gene=maker-NODE_10_length_430571_cov_33.053_ID_19-snap-gene-2.37&CDS=1-7164
1672	OG0001672	YHR166C	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-2.74&CDS=1-1746
1673	OG0001673	YHR168W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.108&CDS=1-1545
1674	OG0001674	YHR169W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.136&CDS=1-1302
1675	OG0001675	YHR170W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.102&CDS=1-1551
1676	OG0001676	YHR171W	augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.59&CDS=1-4014
1677	OG0001677	YHR175W	augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.150&CDS=1-477
1678	OG0001678	YHR176W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.89-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.89&CDS=1-1371
1679	OG0001679	YHR181W	snap_masked-NODE_30_length_40993_cov_55.0508_ID_59-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_30_length_40993_cov_55.0508_ID_59-processed-gene-0.23&CDS=1-639
1680	OG0001680	YHR183W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.95&CDS=1-1539
1681	OG0001681	YHR186C	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.195-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.195&CDS=1-4149
1682	OG0001682	YHR187W	snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.130&CDS=1-852
1683	OG0001683	YHR188C	augustus_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.165&CDS=1-1746
1684	OG0001684	YHR189W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.101&CDS=1-591
1685	OG0001685	YHR190W	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.143&CDS=1-1341
1686	OG0001686	YHR191C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.130-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.130&CDS=1-402
1687	OG0001687	YHR193C	augustus_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-3.74&CDS=1-522
1688	OG0001688	YHR194W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.19&CDS=1-1710
1689	OG0001689	YHR196W	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.260-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.260&CDS=1-1653
1690	OG0001690	YHR198C	augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.151&CDS=1-837
1691	OG0001691	YHR200W	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.274-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.274&CDS=1-840
1692	OG0001692	YHR201C	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.227-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.227&CDS=1-1161
1693	OG0001693	YHR205W	genemark-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.198-mRNA-1_1&gene=genemark-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.198&CDS=1-2217
1694	OG0001694	YHR207C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.137-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.137&CDS=1-1419
1695	OG0001695	YIL001W	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-3.142&CDS=1-1755
1696	OG0001696	YIL002C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.88&CDS=1-3834
1697	OG0001697	YIL003W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.31&CDS=1-843
1698	OG0001698	YIL005W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.14&CDS=1-2118
1699	OG0001699	YIL007C	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.135&CDS=1-645
1700	OG0001700	YIL008W	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.107&CDS=1-300
1701	OG0001701	YIL010W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.60&CDS=1-711
1702	OG0001702	YIL019W	augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.143&CDS=1-987
1703	OG0001703	YIL020C	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.26&CDS=1-804
1704	OG0001704	YIL021W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.64&CDS=1-924
1705	OG0001705	YIL026C	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-3.91&CDS=1-3204
1706	OG0001706	YIL027C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-1.58&CDS=1-429
1707	OG0001707	YIL030C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.57&CDS=1-3363
1708	OG0001708	YIL031W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.55&CDS=1-2442
1709	OG0001709	YIL033C	maker-NODE_11_length_425398_cov_34.283_ID_21-augustus-gene-2.63-mRNA-1_1&gene=maker-NODE_11_length_425398_cov_34.283_ID_21-augustus-gene-2.63&CDS=1-1821
1710	OG0001710	YIL039W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.32&CDS=1-1476
1711	OG0001711	YIL042C	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-1.76&CDS=1-1254
1712	OG0001712	YIL044C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.64&CDS=1-1098
1713	OG0001713	YIL046W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.118&CDS=1-1947
1714	OG0001714	YIL047C	genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.154-mRNA-1_1&gene=genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.154&CDS=1-2763
1715	OG0001715	YIL048W	genemark-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.16-mRNA-1_1&gene=genemark-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.16&CDS=1-3504
1716	OG0001716	YIL049W	maker-NODE_1_length_1143824_cov_34.5486_ID_1-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_1_length_1143824_cov_34.5486_ID_1-snap-gene-2.2&CDS=1-2079
1717	OG0001717	YIL061C	maker-NODE_16_length_220665_cov_46.5903_ID_31-augustus-gene-0.105-mRNA-1_1&gene=maker-NODE_16_length_220665_cov_46.5903_ID_31-augustus-gene-0.105&CDS=1-918
1718	OG0001718	YIL062C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.147-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.147&CDS=1-468
1719	OG0001719	YIL063C	snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.143&CDS=1-1104
1720	OG0001720	YIL064W	augustus_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-0.65&CDS=1-723
1721	OG0001721	YIL065C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.187-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.187&CDS=1-450
1722	OG0001722	YIL067C	augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-1.77&CDS=1-2001
1723	OG0001723	YIL068C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.44&CDS=1-2514
1724	OG0001724	YIL075C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.31&CDS=1-2874
1725	OG0001725	YIL076W	maker-NODE_2_length_793832_cov_33.1037_ID_3-snap-gene-6.122-mRNA-1_1&gene=maker-NODE_2_length_793832_cov_33.1037_ID_3-snap-gene-6.122&CDS=1-1719
1726	OG0001726	YIL078W	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.236-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.236&CDS=1-2178
1727	OG0001727	YIL083C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.172&CDS=1-984
1728	OG0001728	YIL084C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.177-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.177&CDS=1-987
1729	OG0001729	YIL090W	augustus_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.267-mRNA-1_1&gene=augustus_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.267&CDS=1-1446
1730	OG0001730	YIL091C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.120&CDS=1-2112
1731	OG0001731	YIL093C	snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.268-mRNA-1_1&gene=snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.268&CDS=1-792
1732	OG0001732	YIL094C	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.240-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.240&CDS=1-1116
1733	OG0001733	YIL096C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.169&CDS=1-891
1734	OG0001734	YIL097W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.140&CDS=1-1383
1735	OG0001735	YIL098C	snap_masked-NODE_28_length_43072_cov_45.1117_ID_55-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_28_length_43072_cov_45.1117_ID_55-processed-gene-0.8&CDS=1-447
1736	OG0001736	YIL099W	augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-0.41&CDS=1-1215
1737	OG0001737	YIL101C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.93&CDS=1-1419
1738	OG0001738	YIL103W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.91&CDS=1-1257
