	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
1765	OG0001765	YHR040W	snap_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.62&CDS=1-1326
1766	OG0001766	YHR042W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.95&CDS=1-2091
1767	OG0001767	YHR045W	snap_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.72&CDS=1-1584
1768	OG0001768	YHR048W	maker-NODE_2_length_729701_cov_103.929_ID_3-snap-gene-5.132-mRNA-1_1&gene=maker-NODE_2_length_729701_cov_103.929_ID_3-snap-gene-5.132&CDS=1-3321
1769	OG0001769	YHR051W	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.159&CDS=1-444
1770	OG0001770	YHR052W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.7&CDS=1-1239
1771	OG0001771	YHR058C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.35&CDS=1-855
1772	OG0001772	YHR059W	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.20&CDS=1-474
1773	OG0001773	YHR060W	snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.73&CDS=1-579
1774	OG0001774	YHR062C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.46&CDS=1-906
1775	OG0001775	YHR063C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.73&CDS=1-1098
1776	OG0001776	YHR064C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.112&CDS=1-1599
1777	OG0001777	YHR067W	snap_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.30&CDS=1-1011
1778	OG0001778	YHR068W	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.194&CDS=1-1116
1779	OG0001779	YHR069C	snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.7&CDS=1-1065
1780	OG0001780	YHR070W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.66&CDS=1-1413
1781	OG0001781	YHR071W	genemark-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.6&CDS=1-936
1782	OG0001782	YHR072W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.53&CDS=1-2175
1783	OG0001783	YHR072W-A	snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.33&CDS=1-186
1784	OG0001784	YHR073W	augustus_masked-NODE_45_length_24831_cov_124.003_ID_89-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_45_length_24831_cov_124.003_ID_89-processed-gene-0.24&CDS=1-3678
1785	OG0001785	YHR074W	maker-NODE_4_length_655877_cov_104.434_ID_7-augustus-gene-5.218-mRNA-1_1&gene=maker-NODE_4_length_655877_cov_104.434_ID_7-augustus-gene-5.218&CDS=1-3906
1786	OG0001786	YHR075C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.192-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.192&CDS=1-1383
1787	OG0001787	YHR076W	genemark-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.78&CDS=1-1653
1788	OG0001788	YHR077C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.179-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.179&CDS=1-3183
1789	OG0001789	YHR078W	snap_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.71&CDS=1-1674
1790	OG0001790	YHR079C	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.27&CDS=1-3720
1791	OG0001791	YHR079C-A	augustus_masked-NODE_40_length_46518_cov_262.413_ID_79-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_40_length_46518_cov_262.413_ID_79-processed-gene-0.46&CDS=1-414
1792	OG0001792	YHR081W	genemark-NODE_40_length_46518_cov_262.413_ID_79-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_40_length_46518_cov_262.413_ID_79-processed-gene-0.1&CDS=1-588
1793	OG0001793	YHR082C	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.64&CDS=1-2823
1794	OG0001794	YHR083W	snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.85&CDS=1-1128
1795	OG0001795	YHR084W	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.63&CDS=1-2100
1796	OG0001796	YHR085W	snap_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.84&CDS=1-1209
1797	OG0001797	YHR087W	augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.52&CDS=1-345
1798	OG0001798	YHR088W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.74&CDS=1-891
1799	OG0001799	YHR089C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.38&CDS=1-615
1800	OG0001800	YHR090C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.113&CDS=1-1158
1801	OG0001801	YHR098C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.119&CDS=1-2871
1802	OG0001802	YHR099W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.57&CDS=1-11439
1803	OG0001803	YHR100C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.73&CDS=1-597
1804	OG0001804	YHR104W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.81&CDS=1-966
1805	OG0001805	YHR107C	maker-NODE_21_length_225364_cov_160.608_ID_41-augustus-gene-0.72-mRNA-1_1&gene=maker-NODE_21_length_225364_cov_160.608_ID_41-augustus-gene-0.72&CDS=1-1179
1806	OG0001806	YHR109W	snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.94&CDS=1-1764
1807	OG0001807	YHR111W	augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.82&CDS=1-1911
1808	OG0001808	YHR112C	augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.101&CDS=1-1140
1809	OG0001809	YHR113W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.159&CDS=1-1473
1810	OG0001810	YHR114W	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.37&CDS=1-1896
1811	OG0001811	YHR116W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.65&CDS=1-402
1812	OG0001812	YHR118C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.31&CDS=1-1230
1813	OG0001813	YHR119W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.33&CDS=1-3621
1814	OG0001814	YHR120W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.35&CDS=1-2853
1815	OG0001815	YHR122W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.52&CDS=1-705
1816	OG0001816	YHR124W	snap_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.204-mRNA-1_1&gene=snap_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.204&CDS=1-1782
1817	OG0001817	YHR128W	augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.86&CDS=1-645
1818	OG0001818	YHR132C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.11&CDS=1-1677
1819	OG0001819	YHR134W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.96&CDS=1-948
1820	OG0001820	YHR137W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.117&CDS=1-1479
1821	OG0001821	YHR140W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.9&CDS=1-702
1822	OG0001822	YHR142W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.18&CDS=1-924
1823	OG0001823	YHR143W-A	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.81&CDS=1-216
1824	OG0001824	YHR144C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.3&CDS=1-960
1825	OG0001825	YHR146W	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.112&CDS=1-762
1826	OG0001826	YHR147C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.138&CDS=1-681
1827	OG0001827	YHR148W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.113&CDS=1-549
1828	OG0001828	YHR151C	snap_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.61&CDS=1-1674
1829	OG0001829	YHR154W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.85&CDS=1-2415
1830	OG0001830	YHR163W	augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.70&CDS=1-753
1831	OG0001831	YHR164C	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.39&CDS=1-4515
1832	OG0001832	YHR165C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.90&CDS=1-9000
1833	OG0001833	YHR168W	augustus_masked-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.17&CDS=1-1896
1834	OG0001834	YHR169W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.85&CDS=1-1350
1835	OG0001835	YHR170W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.87&CDS=1-1542
1836	OG0001836	YHR171W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.86&CDS=1-1932
1837	OG0001837	YHR172W	genemark-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.52&CDS=1-2403
1838	OG0001838	YHR175W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.42&CDS=1-498
1839	OG0001839	YHR177W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.20&CDS=1-1926
1840	OG0001840	YHR181W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.82&CDS=1-738
1841	OG0001841	YHR183W	maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-4.145-mRNA-1_1&gene=maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-4.145&CDS=1-1476
1842	OG0001842	YHR186C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.17&CDS=1-4257
1843	OG0001843	YHR187W	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.70&CDS=1-906
1844	OG0001844	YHR188C	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.79&CDS=1-1875
1845	OG0001845	YHR189W	snap_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.69&CDS=1-729
1846	OG0001846	YHR190W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.41&CDS=1-1419
1847	OG0001847	YHR191C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.59&CDS=1-528
1848	OG0001848	YHR192W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.79&CDS=1-831
1849	OG0001849	YHR193C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.58&CDS=1-537
1850	OG0001850	YHR194W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.125&CDS=1-1764
1851	OG0001851	YHR197W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.59&CDS=1-2265
1852	OG0001852	YHR198C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.79&CDS=1-963
1853	OG0001853	YHR200W	genemark-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-2.122&CDS=1-834
1854	OG0001854	YHR201C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.71&CDS=1-1122
1855	OG0001855	YHR204W	augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.8&CDS=1-2838
1856	OG0001856	YHR205W	genemark-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.108&CDS=1-2397
1857	OG0001857	YHR207C	snap_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.89&CDS=1-2058
1858	OG0001858	YIL001W	maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.0&CDS=1-1395
1859	OG0001859	YIL004C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.15&CDS=1-558
1860	OG0001860	YIL005W	maker-NODE_6_length_541680_cov_107.521_ID_11-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_6_length_541680_cov_107.521_ID_11-augustus-gene-1.49&CDS=1-2517
1861	OG0001861	YIL007C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.123&CDS=1-645
1862	OG0001862	YIL008W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.144&CDS=1-303
1863	OG0001863	YIL010W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.43&CDS=1-639
1864	OG0001864	YIL016W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.8&CDS=1-756
1865	OG0001865	YIL017C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.65&CDS=1-2478
1866	OG0001866	YIL019W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.131&CDS=1-726
1867	OG0001867	YIL020C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.187-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.187&CDS=1-804
1868	OG0001868	YIL021W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.186-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.186&CDS=1-969
1869	OG0001869	YIL022W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.135&CDS=1-1239
1870	OG0001870	YIL023C	maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.2&CDS=1-2040
1871	OG0001871	YIL026C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.73&CDS=1-3621
1872	OG0001872	YIL027C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.14&CDS=1-414
1873	OG0001873	YIL031W	snap_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.71&CDS=1-4191
1874	OG0001874	YIL033C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.63&CDS=1-1440
1875	OG0001875	YIL034C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.64&CDS=1-855
1876	OG0001876	YIL039W	genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.21-mRNA-1_1&gene=genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.21&CDS=1-5751
1877	OG0001877	YIL041W	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.146&CDS=1-987
1878	OG0001878	YIL042C	snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.113&CDS=1-1119
1879	OG0001879	YIL044C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.125&CDS=1-1056
1880	OG0001880	YIL046W	augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.9&CDS=1-1956
1881	OG0001881	YIL047C	snap_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.94&CDS=1-3462
1882	OG0001882	YIL048W	maker-NODE_12_length_456140_cov_104.9_ID_23-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_12_length_456140_cov_104.9_ID_23-snap-gene-0.46&CDS=1-4359
1883	OG0001883	YIL061C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.162&CDS=1-948
1884	OG0001884	YIL062C	augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.51&CDS=1-447
1885	OG0001885	YIL063C	augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.47&CDS=1-1188
