	OrthologID	Saccharomyces_cerevisiae	Spathaspora_gorwiae
1589	OG0001589	YGR021W	augustus_masked-LQMZ01002211.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LQMZ01002211.1-processed-gene-0.52&CDS=1-852
1590	OG0001590	YGR024C	augustus_masked-LQMZ01000723.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000723.1-processed-gene-0.0&CDS=1-810
1591	OG0001591	YGR026W	genemark-LQMZ01002224.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMZ01002224.1-processed-gene-0.21&CDS=1-765
1592	OG0001592	YGR028W	genemark-LQMZ01001075.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01001075.1-processed-gene-0.2&CDS=1-1089
1593	OG0001593	YGR031W	augustus_masked-LQMZ01002197.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01002197.1-processed-gene-0.12&CDS=1-990
1594	OG0001594	YGR032W	augustus_masked-LQMZ01000933.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000933.1-processed-gene-0.0&CDS=1-5673
1595	OG0001595	YGR033C	augustus_masked-LQMZ01000977.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000977.1-processed-gene-0.2&CDS=1-804
1596	OG0001596	YGR044C	augustus_masked-LQMZ01000850.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01000850.1-processed-gene-0.1&CDS=1-1575
1597	OG0001597	YGR046W	augustus_masked-LQMZ01002473.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.118&CDS=1-1224
1598	OG0001598	YGR047C	augustus_masked-LQMZ01002120.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LQMZ01002120.1-processed-gene-0.34&CDS=1-2964
1599	OG0001599	YGR048W	genemark-LQMZ01001589.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01001589.1-processed-gene-0.5&CDS=1-1107
1600	OG0001600	YGR053C	snap_masked-LQMZ01002451.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LQMZ01002451.1-processed-gene-0.15&CDS=1-849
1601	OG0001601	YGR054W	augustus_masked-LQMZ01002452.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LQMZ01002452.1-processed-gene-0.32&CDS=1-1884
1602	OG0001602	YGR055W	genemark-LQMZ01000547.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMZ01000547.1-processed-gene-0.11&CDS=1-5250
1603	OG0001603	YGR057C	augustus_masked-LQMZ01002448.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002448.1-processed-gene-0.18&CDS=1-744
1604	OG0001604	YGR058W	maker-LQMZ01002217.1-snap-gene-0.18-mRNA-1_1&gene=maker-LQMZ01002217.1-snap-gene-0.18&CDS=1-1494
1605	OG0001605	YGR060W	genemark-LQMZ01000845.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01000845.1-processed-gene-0.3&CDS=1-1002
1606	OG0001606	YGR061C	snap_masked-LQMZ01002159.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMZ01002159.1-processed-gene-0.0&CDS=1-3999
1607	OG0001607	YGR062C	maker-LQMZ01001902.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001902.1-augustus-gene-0.1&CDS=1-1851
1608	OG0001608	YGR063C	augustus_masked-LQMZ01001902.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01001902.1-processed-gene-0.17&CDS=1-336
1609	OG0001609	YGR074W	augustus_masked-LQMZ01000002.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000002.1-processed-gene-0.2&CDS=1-363
1610	OG0001610	YGR076C	augustus_masked-LQMZ01000002.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01000002.1-processed-gene-0.6&CDS=1-468
1611	OG0001611	YGR080W	augustus_masked-LQMZ01002305.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LQMZ01002305.1-processed-gene-0.51&CDS=1-1050
1612	OG0001612	YGR082W	augustus_masked-LQMZ01002314.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01002314.1-processed-gene-0.26&CDS=1-507
1613	OG0001613	YGR086C	augustus_masked-LQMZ01002305.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LQMZ01002305.1-processed-gene-0.53&CDS=1-939
1614	OG0001614	YGR090W	genemark-LQMZ01000920.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01000920.1-processed-gene-0.8&CDS=1-4122
1615	OG0001615	YGR091W	snap_masked-LQMZ01001479.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LQMZ01001479.1-processed-gene-0.5&CDS=1-1554
1616	OG0001616	YGR093W	augustus_masked-LQMZ01001960.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001960.1-processed-gene-0.5&CDS=1-1482
1617	OG0001617	YGR094W	augustus_masked-LQMZ01001092.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001092.1-processed-gene-0.2&CDS=1-3234
1618	OG0001618	YGR095C	augustus_masked-LQMZ01001479.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01001479.1-processed-gene-0.9&CDS=1-660
1619	OG0001619	YGR096W	genemark-LQMZ01001249.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01001249.1-processed-gene-0.2&CDS=1-909
1620	OG0001620	YGR098C	maker-LQMZ01002514.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002514.1-snap-gene-0.0&CDS=1-4770
1621	OG0001621	YGR099W	augustus_masked-LQMZ01002246.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002246.1-processed-gene-0.1&CDS=1-2475
1622	OG0001622	YGR100W	augustus_masked-LQMZ01002392.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01002392.1-processed-gene-0.19&CDS=1-2067
1623	OG0001623	YGR103W	augustus_masked-LQMZ01002484.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LQMZ01002484.1-processed-gene-0.44&CDS=1-1824
1624	OG0001624	YGR104C	augustus_masked-LQMZ01002419.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01002419.1-processed-gene-0.24&CDS=1-1107
1625	OG0001625	YGR105W	maker-LQMZ01002419.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01002419.1-augustus-gene-0.1&CDS=1-237
1626	OG0001626	YGR110W	augustus_masked-LQMZ01000444.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000444.1-processed-gene-0.0&CDS=1-1410
1627	OG0001627	YGR112W	augustus_masked-LQMZ01001808.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001808.1-processed-gene-0.3&CDS=1-1152
1628	OG0001628	YGR113W	maker-LQMZ01001808.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01001808.1-augustus-gene-0.0&CDS=1-795
1629	OG0001629	YGR116W	augustus_masked-LQMZ01002352.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002352.1-processed-gene-0.21&CDS=1-4305
1630	OG0001630	YGR117C	augustus_masked-LQMZ01000054.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LQMZ01000054.1-processed-gene-0.23&CDS=1-1299
1631	OG0001631	YGR119C	augustus_masked-LQMZ01002248.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LQMZ01002248.1-processed-gene-0.34&CDS=1-2952
1632	OG0001632	YGR124W	augustus_masked-LQMZ01001563.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01001563.1-processed-gene-0.14&CDS=1-1725
1633	OG0001633	YGR125W	genemark-LQMZ01002469.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01002469.1-processed-gene-0.3&CDS=1-3129
1634	OG0001634	YGR127W	maker-LQMZ01000677.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01000677.1-augustus-gene-0.1&CDS=1-921
1635	OG0001635	YGR128C	augustus_masked-LQMZ01002361.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002361.1-processed-gene-0.3&CDS=1-2085
1636	OG0001636	YGR132C	augustus_masked-LQMZ01002359.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002359.1-processed-gene-0.15&CDS=1-843
1637	OG0001637	YGR135W	augustus_masked-LQMZ01002388.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002388.1-processed-gene-0.0&CDS=1-771
1638	OG0001638	YGR144W	maker-LQMZ01000773.1-snap-gene-0.5-mRNA-1_1&gene=maker-LQMZ01000773.1-snap-gene-0.5&CDS=1-1680
1639	OG0001639	YGR145W	genemark-LQMZ01001877.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01001877.1-processed-gene-0.0&CDS=1-2061
1640	OG0001640	YGR149W	maker-LQMZ01001272.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01001272.1-snap-gene-0.0&CDS=1-2370
1641	OG0001641	YGR152C	genemark-LQMZ01000832.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01000832.1-processed-gene-0.4&CDS=1-750
1642	OG0001642	YGR155W	augustus_masked-LQMZ01001960.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001960.1-processed-gene-0.3&CDS=1-1497
1643	OG0001643	YGR156W	snap_masked-LQMZ01001724.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-LQMZ01001724.1-processed-gene-0.20&CDS=1-2439
1644	OG0001644	YGR157W	genemark-LQMZ01002132.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01002132.1-processed-gene-0.8&CDS=1-2316
1645	OG0001645	YGR158C	augustus_masked-LQMZ01002132.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002132.1-processed-gene-0.1&CDS=1-819
1646	OG0001646	YGR159C	augustus_masked-LQMZ01001413.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LQMZ01001413.1-processed-gene-0.30&CDS=1-1269
1647	OG0001647	YGR161C	augustus_masked-LQMZ01000355.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01000355.1-processed-gene-0.5&CDS=1-840
1648	OG0001648	YGR165W	maker-LQMZ01001874.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001874.1-augustus-gene-0.1&CDS=1-1941
1649	OG0001649	YGR170W	snap_masked-LQMZ01002129.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LQMZ01002129.1-processed-gene-0.6&CDS=1-1128
1650	OG0001650	YGR171C	augustus_masked-LQMZ01001240.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001240.1-processed-gene-0.0&CDS=1-2946
1651	OG0001651	YGR173W	augustus_masked-LQMZ01002473.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.74&CDS=1-1101
1652	OG0001652	YGR174C	augustus_masked-LQMZ01000197.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01000197.1-processed-gene-0.11&CDS=1-441
1653	OG0001653	YGR183C	snap_masked-LQMZ01001320.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LQMZ01001320.1-processed-gene-0.18&CDS=1-252
1654	OG0001654	YGR185C	augustus_masked-LQMZ01000945.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01000945.1-processed-gene-0.9&CDS=1-1233
1655	OG0001655	YGR186W	augustus_masked-LQMZ01000186.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01000186.1-processed-gene-0.24&CDS=1-1965
1656	OG0001656	YGR187C	augustus_masked-LQMZ01000186.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01000186.1-processed-gene-0.18&CDS=1-519
1657	OG0001657	YGR188C	augustus_masked-LQMZ01000142.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000142.1-processed-gene-0.2&CDS=1-1071
1658	OG0001658	YGR189C	augustus_masked-LQMZ01002447.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002447.1-processed-gene-0.18&CDS=1-1296
1659	OG0001659	YGR193C	genemark-LQMZ01000911.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01000911.1-processed-gene-0.2&CDS=1-1374
1660	OG0001660	YGR194C	augustus_masked-LQMZ01002108.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01002108.1-processed-gene-0.19&CDS=1-1854
1661	OG0001661	YGR195W	snap_masked-LQMZ01000186.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMZ01000186.1-processed-gene-0.3&CDS=1-1407
1662	OG0001662	YGR198W	augustus_masked-LQMZ01001533.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01001533.1-processed-gene-0.8&CDS=1-1629
1663	OG0001663	YGR200C	augustus_masked-LQMZ01002485.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LQMZ01002485.1-processed-gene-0.60&CDS=1-3048
1664	OG0001664	YGR202C	maker-LQMZ01001216.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001216.1-augustus-gene-0.1&CDS=1-1317
1665	OG0001665	YGR203W	augustus_masked-LQMZ01001216.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01001216.1-processed-gene-0.8&CDS=1-330
1666	OG0001666	YGR205W	augustus_masked-LQMZ01000751.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMZ01000751.1-processed-gene-0.13&CDS=1-879
1667	OG0001667	YGR207C	augustus_masked-LQMZ01000751.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01000751.1-processed-gene-0.12&CDS=1-765
1668	OG0001668	YGR208W	augustus_masked-LQMZ01001848.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01001848.1-processed-gene-0.12&CDS=1-942
1669	OG0001669	YGR210C	genemark-LQMZ01002283.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01002283.1-processed-gene-0.3&CDS=1-1242
1670	OG0001670	YGR211W	augustus_masked-LQMZ01001610.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001610.1-processed-gene-0.4&CDS=1-1494
1671	OG0001671	YGR215W	augustus_masked-LQMZ01002005.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01002005.1-processed-gene-0.20&CDS=1-309
1672	OG0001672	YGR216C	snap_masked-LQMZ01002191.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LQMZ01002191.1-processed-gene-0.12&CDS=1-2112
1673	OG0001673	YGR217W	augustus_masked-LQMZ01001610.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001610.1-processed-gene-0.5&CDS=1-6765
1674	OG0001674	YGR218W	augustus_masked-LQMZ01002495.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002495.1-processed-gene-0.1&CDS=1-3237
1675	OG0001675	YGR223C	genemark-LQMZ01002236.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01002236.1-processed-gene-0.4&CDS=1-1341
1676	OG0001676	YGR225W	maker-LQMZ01002191.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002191.1-augustus-gene-0.0&CDS=1-1593
1677	OG0001677	YGR227W	genemark-LQMZ01002191.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQMZ01002191.1-processed-gene-0.32&CDS=1-1356
1678	OG0001678	YGR229C	augustus_masked-LQMZ01002191.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002191.1-processed-gene-0.4&CDS=1-1374
1679	OG0001679	YGR231C	maker-LQMZ01002191.1-snap-gene-0.2-mRNA-1_1&gene=maker-LQMZ01002191.1-snap-gene-0.2&CDS=1-2667
1680	OG0001680	YGR232W	genemark-LQMZ01002410.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMZ01002410.1-processed-gene-0.19&CDS=1-693
1681	OG0001681	YGR233C	maker-LQMZ01001912.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001912.1-augustus-gene-0.1&CDS=1-3819
1682	OG0001682	YGR234W	augustus_masked-LQMZ01001404.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001404.1-processed-gene-0.4&CDS=1-1179
1683	OG0001683	YGR235C	genemark-LQMZ01002241.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMZ01002241.1-processed-gene-0.16&CDS=1-687
1684	OG0001684	YGR240C	augustus_masked-LQMZ01002473.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.102&CDS=1-2958
1685	OG0001685	YGR244C	augustus_masked-LQMZ01002433.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.11&CDS=1-1245
1686	OG0001686	YGR245C	augustus_masked-LQMZ01002433.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.7&CDS=1-2238
1687	OG0001687	YGR246C	augustus_masked-LQMZ01002433.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.6&CDS=1-1638
1688	OG0001688	YGR251W	augustus_masked-LQMZ01002473.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.78&CDS=1-552
1689	OG0001689	YGR252W	augustus_masked-LQMZ01002433.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.13&CDS=1-1425
1690	OG0001690	YGR253C	augustus_masked-LQMZ01002433.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.12&CDS=1-765
1691	OG0001691	YGR258C	augustus_masked-LQMZ01001905.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001905.1-processed-gene-0.1&CDS=1-3030
1692	OG0001692	YGR261C	augustus_masked-LQMZ01002044.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002044.1-processed-gene-0.3&CDS=1-2403
1693	OG0001693	YGR262C	augustus_masked-LQMZ01000061.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000061.1-processed-gene-0.7&CDS=1-1251
1694	OG0001694	YGR264C	augustus_masked-LQMZ01002129.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002129.1-processed-gene-0.18&CDS=1-2241
1695	OG0001695	YGR266W	augustus_masked-LQMZ01002367.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01002367.1-processed-gene-0.16&CDS=1-2229
1696	OG0001696	YGR267C	augustus_masked-LQMZ01002129.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01002129.1-processed-gene-0.17&CDS=1-810
1697	OG0001697	YGR268C	augustus_masked-LQMZ01002473.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.100&CDS=1-783
1698	OG0001698	YGR270W	augustus_masked-LQMZ01002287.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002287.1-processed-gene-0.2&CDS=1-2712
1699	OG0001699	YGR271C-A	augustus_masked-LQMZ01002473.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.99&CDS=1-696
1700	OG0001700	YGR274C	augustus_masked-LQMZ01002489.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002489.1-processed-gene-0.8&CDS=1-2301
1701	OG0001701	YGR276C	maker-LQMZ01000843.1-snap-gene-0.9-mRNA-1_1&gene=maker-LQMZ01000843.1-snap-gene-0.9&CDS=1-1152
1702	OG0001702	YGR277C	augustus_masked-LQMZ01002142.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002142.1-processed-gene-0.8&CDS=1-942
1703	OG0001703	YGR280C	maker-LQMZ01002396.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002396.1-augustus-gene-0.0&CDS=1-4893
1704	OG0001704	YGR282C	augustus_masked-LQMZ01002447.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002447.1-processed-gene-0.15&CDS=1-1464
1705	OG0001705	YGR284C	augustus_masked-LQMZ01000186.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01000186.1-processed-gene-0.22&CDS=1-927
1706	OG0001706	YGR285C	augustus_masked-LQMZ01001320.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LQMZ01001320.1-processed-gene-0.23&CDS=1-1290
1707	OG0001707	YGR286C	augustus_masked-LQMZ01001580.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01001580.1-processed-gene-0.6&CDS=1-1194
1708	OG0001708	YHL002W	augustus_masked-LQMZ01002412.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002412.1-processed-gene-0.3&CDS=1-1533
1709	OG0001709	YHL004W	augustus_masked-LQMZ01002439.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LQMZ01002439.1-processed-gene-0.53&CDS=1-1392
1710	OG0001710	YHL010C	augustus_masked-LQMZ01001618.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001618.1-processed-gene-0.2&CDS=1-1671
1711	OG0001711	YHL011C	augustus_masked-LQMZ01001618.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001618.1-processed-gene-0.1&CDS=1-1668
1712	OG0001712	YHL013C	augustus_masked-LQMZ01000931.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000931.1-processed-gene-0.3&CDS=1-909
1713	OG0001713	YHL015W	augustus_masked-LQMZ01002297.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LQMZ01002297.1-processed-gene-0.66&CDS=1-357
1714	OG0001714	YHL016C	augustus_masked-LQMZ01001086.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01001086.1-processed-gene-0.7&CDS=1-2106
1715	OG0001715	YHL018W	genemark-LQMZ01002231.1-processed-gene-0.190-mRNA-1_1&gene=genemark-LQMZ01002231.1-processed-gene-0.190&CDS=1-399
1716	OG0001716	YHL020C	augustus_masked-LQMZ01001618.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001618.1-processed-gene-0.4&CDS=1-1236
1717	OG0001717	YHL021C	augustus_masked-LQMZ01002352.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQMZ01002352.1-processed-gene-0.29&CDS=1-1335
1718	OG0001718	YHL022C	snap_masked-LQMZ01002334.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-LQMZ01002334.1-processed-gene-0.78&CDS=1-684
1719	OG0001719	YHL024W	augustus_masked-LQMZ01002044.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002044.1-processed-gene-0.2&CDS=1-1848
1720	OG0001720	YHL029C	augustus_masked-LQMZ01002193.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01002193.1-processed-gene-0.16&CDS=1-2037
1721	OG0001721	YHL031C	genemark-LQMZ01002299.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01002299.1-processed-gene-0.1&CDS=1-663
1722	OG0001722	YHL032C	augustus_masked-LQMZ01001745.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01001745.1-processed-gene-0.9&CDS=1-1890
1723	OG0001723	YHL036W	genemark-LQMZ01000985.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01000985.1-processed-gene-0.4&CDS=1-1710
1724	OG0001724	YHL040C	augustus_masked-LQMZ01002217.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002217.1-processed-gene-0.21&CDS=1-1875
1725	OG0001725	YHR001W-A	augustus_masked-LQMZ01002015.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01002015.1-processed-gene-0.14&CDS=1-234
1726	OG0001726	YHR002W	augustus_masked-LQMZ01002231.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-LQMZ01002231.1-processed-gene-0.87&CDS=1-1227
1727	OG0001727	YHR004C	genemark-LQMZ01001121.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMZ01001121.1-processed-gene-0.29&CDS=1-1287
1728	OG0001728	YHR005C	snap_masked-LQMZ01002473.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-LQMZ01002473.1-processed-gene-0.49&CDS=1-2526
1729	OG0001729	YHR005C-A	augustus_masked-LQMZ01000186.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01000186.1-processed-gene-0.26&CDS=1-273
1730	OG0001730	YHR007C	augustus_masked-LQMZ01001027.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01001027.1-processed-gene-0.6&CDS=1-1575
1731	OG0001731	YHR008C	augustus_masked-LQMZ01001415.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LQMZ01001415.1-processed-gene-0.53&CDS=1-690
1732	OG0001732	YHR009C	augustus_masked-LQMZ01000927.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01000927.1-processed-gene-0.11&CDS=1-1473
1733	OG0001733	YHR011W	snap_masked-LQMZ01002257.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-LQMZ01002257.1-processed-gene-0.20&CDS=1-1425
1734	OG0001734	YHR013C	genemark-LQMZ01002144.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMZ01002144.1-processed-gene-0.42&CDS=1-639
1735	OG0001735	YHR018C	augustus_masked-LQMZ01002436.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002436.1-processed-gene-0.0&CDS=1-1392
1736	OG0001736	YHR020W	augustus_masked-LQMZ01000752.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LQMZ01000752.1-processed-gene-0.23&CDS=1-2067
1737	OG0001737	YHR023W	augustus_masked-LQMZ01001027.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001027.1-processed-gene-0.0&CDS=1-5514
1738	OG0001738	YHR024C	augustus_masked-LQMZ01001027.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001027.1-processed-gene-0.2&CDS=1-1563
1739	OG0001739	YHR025W	maker-LQMZ01001027.1-snap-gene-0.29-mRNA-1_1&gene=maker-LQMZ01001027.1-snap-gene-0.29&CDS=1-2460
1740	OG0001740	YHR026W	augustus_masked-LQMZ01002343.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LQMZ01002343.1-processed-gene-0.27&CDS=1-588
1741	OG0001741	YHR027C	augustus_masked-LQMZ01002343.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01002343.1-processed-gene-0.24&CDS=1-2919
1742	OG0001742	YHR028C	maker-LQMZ01000753.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01000753.1-augustus-gene-0.1&CDS=1-2910
1743	OG0001743	YHR030C	augustus_masked-LQMZ01002104.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LQMZ01002104.1-processed-gene-0.48&CDS=1-1686
