	OrthologID	Dekkera_bruxellensis	Saccharomyces_cerevisiae
1268	OG0001268	genemark-scaffold_11-processed-gene-2.39-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.39&CDS=1-2793	YDR017C
1269	OG0001269	maker-scaffold_11-snap-gene-2.20-mRNA-1_1&gene=maker-scaffold_11-snap-gene-2.20&CDS=1-1929	YDR031W
1270	OG0001270	genemark-scaffold_11-processed-gene-2.64-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.64&CDS=1-609	YDR013W
1271	OG0001271	genemark-scaffold_11-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.65&CDS=1-2439	YKR024C
1272	OG0001272	genemark-scaffold_11-processed-gene-2.42-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.42&CDS=1-918	YKR025W
1273	OG0001273	genemark-scaffold_11-processed-gene-2.67-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.67&CDS=1-1242	YGR244C
1274	OG0001274	genemark-scaffold_11-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.68&CDS=1-2391	YJR110W
1275	OG0001275	genemark-scaffold_11-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.71&CDS=1-807	YJR111C
1276	OG0001276	augustus_masked-scaffold_11-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.119&CDS=1-1035	YNL274C
1277	OG0001277	genemark-scaffold_11-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.73&CDS=1-1062	YIL063C
1278	OG0001278	snap_masked-scaffold_11-processed-gene-2.177-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.177&CDS=1-1455	YLR231C
1279	OG0001279	genemark-scaffold_12-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.40&CDS=1-1497	YPR161C
1280	OG0001280	maker-scaffold_12-snap-gene-0.84-mRNA-1_1&gene=maker-scaffold_12-snap-gene-0.84&CDS=1-1080	YPR067W
1281	OG0001281	maker-scaffold_12-snap-gene-0.85-mRNA-1_1&gene=maker-scaffold_12-snap-gene-0.85&CDS=1-2121	YAL022C
1282	OG0001282	genemark-scaffold_12-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.45&CDS=1-1458	YFR010W
1283	OG0001283	genemark-scaffold_12-processed-gene-0.67-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.67&CDS=1-435	YFR011C
1284	OG0001284	genemark-scaffold_12-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.46&CDS=1-3036	YKL210W
1285	OG0001285	genemark-scaffold_12-processed-gene-0.68-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.68&CDS=1-3840	YKL209C
1286	OG0001286	genemark-scaffold_12-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.47&CDS=1-1896	YKL175W
1287	OG0001287	genemark-scaffold_12-processed-gene-0.48-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.48&CDS=1-582	YDR373W
1288	OG0001288	genemark-scaffold_12-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.70&CDS=1-669	YOR125C
1289	OG0001289	genemark-scaffold_12-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.71&CDS=1-651	YMR202W
1290	OG0001290	genemark-scaffold_12-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.51&CDS=1-2934	YNR013C
1291	OG0001291	genemark-scaffold_12-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.74&CDS=1-1449	YNR012W
1292	OG0001292	genemark-scaffold_12-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.52&CDS=1-2076	YPR155C
1293	OG0001293	genemark-scaffold_12-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.53&CDS=1-882	YIL049W
1294	OG0001294	genemark-scaffold_12-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.76&CDS=1-1320	YER061C
1295	OG0001295	genemark-scaffold_12-processed-gene-0.54-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.54&CDS=1-2475	YDL148C
1296	OG0001296	genemark-scaffold_12-processed-gene-0.77-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.77&CDS=1-3075	YDL149W
1297	OG0001297	genemark-scaffold_12-processed-gene-0.55-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.55&CDS=1-1209	YLR418C
1298	OG0001298	genemark-scaffold_12-processed-gene-1.167-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.167&CDS=1-1077	YNL289W
1299	OG0001299	genemark-scaffold_12-processed-gene-1.170-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.170&CDS=1-618	YJR133W
1300	OG0001300	genemark-scaffold_12-processed-gene-1.171-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.171&CDS=1-1809	YHR196W
1301	OG0001301	genemark-scaffold_12-processed-gene-1.172-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.172&CDS=1-879	YOL067C
1302	OG0001302	genemark-scaffold_12-processed-gene-1.169-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.169&CDS=1-1581	YDR168W
1303	OG0001303	genemark-scaffold_12-processed-gene-1.173-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.173&CDS=1-996	YPL215W
1304	OG0001304	genemark-scaffold_12-processed-gene-1.174-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.174&CDS=1-732	YPL213W
1305	OG0001305	genemark-scaffold_12-processed-gene-1.208-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.208&CDS=1-4293	YGL131C
1306	OG0001306	genemark-scaffold_12-processed-gene-1.175-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.175&CDS=1-1587	YGL130W
1307	OG0001307	maker-scaffold_12-snap-gene-1.254-mRNA-1_1&gene=maker-scaffold_12-snap-gene-1.254&CDS=1-1638	YGL129C
1308	OG0001308	genemark-scaffold_12-processed-gene-1.210-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.210&CDS=1-867	YGR220C
1309	OG0001309	genemark-scaffold_12-processed-gene-1.212-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.212&CDS=1-1491	YMR093W
1310	OG0001310	genemark-scaffold_12-processed-gene-1.178-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.178&CDS=1-1008	YMR114C
1311	OG0001311	maker-scaffold_12-snap-gene-1.255-mRNA-1_1&gene=maker-scaffold_12-snap-gene-1.255&CDS=1-1770	YCL010C
1312	OG0001312	genemark-scaffold_12-processed-gene-1.183-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.183&CDS=1-1125	YNL005C
1313	OG0001313	maker-scaffold_12-snap-gene-1.256-mRNA-1_1&gene=maker-scaffold_12-snap-gene-1.256&CDS=1-1416	YDL045C
1314	OG0001314	genemark-scaffold_12-processed-gene-1.220-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.220&CDS=1-1926	YOL066C
1315	OG0001315	genemark-scaffold_12-processed-gene-1.184-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.184&CDS=1-1641	YCL004W
1316	OG0001316	snap_masked-scaffold_12-processed-gene-1.55-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-1.55&CDS=1-1143	YDR035W
1317	OG0001317	snap_masked-scaffold_12-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-1.56&CDS=1-2010	YBR041W
1318	OG0001318	genemark-scaffold_12-processed-gene-1.222-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.222&CDS=1-1611	YPL212C
1319	OG0001319	genemark-scaffold_12-processed-gene-1.185-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.185&CDS=1-543	YPL211W
1320	OG0001320	genemark-scaffold_12-processed-gene-1.223-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.223&CDS=1-1917	YPL210C
1321	OG0001321	genemark-scaffold_12-processed-gene-1.186-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.186&CDS=1-1752	YGL064C
1322	OG0001322	genemark-scaffold_12-processed-gene-1.224-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.224&CDS=1-897	YPL209C
1323	OG0001323	genemark-scaffold_12-processed-gene-1.187-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.187&CDS=1-2853	YPL268W
1324	OG0001324	genemark-scaffold_12-processed-gene-1.225-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.225&CDS=1-1485	YBR247C
1325	OG0001325	genemark-scaffold_12-processed-gene-1.188-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.188&CDS=1-1458	YGL097W
1326	OG0001326	genemark-scaffold_12-processed-gene-1.226-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.226&CDS=1-1692	YBR248C
1327	OG0001327	genemark-scaffold_12-processed-gene-1.227-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.227&CDS=1-1083	YBR249C
1328	OG0001328	genemark-scaffold_12-processed-gene-1.189-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.189&CDS=1-2034	YIL067C
1329	OG0001329	genemark-scaffold_12-processed-gene-1.228-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.228&CDS=1-1194	YGL067W
1330	OG0001330	augustus_masked-scaffold_12-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.148&CDS=1-2073	YPL204W
1331	OG0001331	genemark-scaffold_12-processed-gene-1.190-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.190&CDS=1-549	YHR148W
1332	OG0001332	genemark-scaffold_12-processed-gene-1.192-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.192&CDS=1-1515	YMR110C
1333	OG0001333	genemark-scaffold_12-processed-gene-1.231-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.231&CDS=1-618	YMR112C
1334	OG0001334	maker-scaffold_12-snap-gene-1.252-mRNA-1_1&gene=maker-scaffold_12-snap-gene-1.252&CDS=1-960	YMR116C
1335	OG0001335	genemark-scaffold_12-processed-gene-1.195-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.195&CDS=1-1791	YMR092C
1336	OG0001336	genemark-scaffold_12-processed-gene-1.233-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.233&CDS=1-942	YKL098W
1337	OG0001337	genemark-scaffold_12-processed-gene-1.196-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.196&CDS=1-771	YKL099C
1338	OG0001338	genemark-scaffold_12-processed-gene-1.236-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.236&CDS=1-1659	YML086C
1339	OG0001339	genemark-scaffold_12-processed-gene-1.237-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.237&CDS=1-1035	YML095C
1340	OG0001340	genemark-scaffold_12-processed-gene-1.198-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.198&CDS=1-462	YML094W
1341	OG0001341	genemark-scaffold_12-processed-gene-1.238-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.238&CDS=1-1653	YML127W
1342	OG0001342	genemark-scaffold_13-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.91&CDS=1-1665	YEL013W
1343	OG0001343	genemark-scaffold_13-processed-gene-0.94-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.94&CDS=1-1593	YDR169C
1344	OG0001344	genemark-scaffold_13-processed-gene-0.128-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.128&CDS=1-5730	YPL231W
1345	OG0001345	genemark-scaffold_13-processed-gene-0.96-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.96&CDS=1-915	YPR079W
1346	OG0001346	genemark-scaffold_13-processed-gene-0.134-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.134&CDS=1-771	YIL106W
1347	OG0001347	genemark-scaffold_13-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.97&CDS=1-1020	YKL128C
1348	OG0001348	genemark-scaffold_13-processed-gene-0.135-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.135&CDS=1-2073	YAL016W
1349	OG0001349	genemark-scaffold_13-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.98&CDS=1-756	YGR135W
1350	OG0001350	genemark-scaffold_13-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.99&CDS=1-834	YGR132C
1351	OG0001351	genemark-scaffold_13-processed-gene-0.137-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.137&CDS=1-4503	YJR033C
1352	OG0001352	genemark-scaffold_13-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.101&CDS=1-324	YJR034W
1353	OG0001353	genemark-scaffold_13-processed-gene-0.102-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.102&CDS=1-3729	YJR035W
1354	OG0001354	genemark-scaffold_13-processed-gene-0.139-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.139&CDS=1-1659	YMR297W
1355	OG0001355	maker-scaffold_13-snap-gene-0.81-mRNA-1_1&gene=maker-scaffold_13-snap-gene-0.81&CDS=1-1755	YMR215W
1356	OG0001356	genemark-scaffold_13-processed-gene-0.140-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.140&CDS=1-795	YPL107W
1357	OG0001357	genemark-scaffold_13-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.104&CDS=1-1773	YBR170C
1358	OG0001358	genemark-scaffold_13-processed-gene-0.141-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.141&CDS=1-1644	YEL060C
1359	OG0001359	genemark-scaffold_13-processed-gene-0.143-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.143&CDS=1-1962	YDR398W
1360	OG0001360	genemark-scaffold_13-processed-gene-0.107-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.107&CDS=1-414	YDR397C
1361	OG0001361	genemark-scaffold_13-processed-gene-0.145-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.145&CDS=1-525	YGL041W-A
1362	OG0001362	genemark-scaffold_13-processed-gene-0.110-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.110&CDS=1-2160	YPL106C
1363	OG0001363	maker-scaffold_13-snap-gene-0.84-mRNA-1_1&gene=maker-scaffold_13-snap-gene-0.84&CDS=1-2178	YMR216C
1364	OG0001364	maker-scaffold_13-augustus-gene-0.78-mRNA-1_1&gene=maker-scaffold_13-augustus-gene-0.78&CDS=1-1512	YBR026C
1365	OG0001365	genemark-scaffold_13-processed-gene-0.151-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.151&CDS=1-6051	YAL021C
1366	OG0001366	genemark-scaffold_13-processed-gene-0.152-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.152&CDS=1-1239	YIL113W
1367	OG0001367	genemark-scaffold_13-processed-gene-0.153-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.153&CDS=1-1116	YIL110W
1368	OG0001368	genemark-scaffold_13-processed-gene-0.114-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.114&CDS=1-1161	YNL051W
1369	OG0001369	genemark-scaffold_13-processed-gene-0.115-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.115&CDS=1-399	YCR028C-A
1370	OG0001370	genemark-scaffold_13-processed-gene-0.156-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.156&CDS=1-876	YKL178C
1371	OG0001371	genemark-scaffold_13-processed-gene-0.157-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.157&CDS=1-522	YPL047W
1372	OG0001372	genemark-scaffold_13-processed-gene-0.116-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.116&CDS=1-1368	YPL083C
1373	OG0001373	maker-scaffold_13-snap-gene-0.85-mRNA-1_1&gene=maker-scaffold_13-snap-gene-0.85&CDS=1-3756	YPL227C
1374	OG0001374	genemark-scaffold_13-processed-gene-0.121-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.121&CDS=1-1509	YLR006C
1375	OG0001375	genemark-scaffold_13-processed-gene-0.160-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.160&CDS=1-2115	YDR452W
1376	OG0001376	genemark-scaffold_13-processed-gene-0.123-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.123&CDS=1-1890	YNL048W
1377	OG0001377	augustus_masked-scaffold_13-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-0.225&CDS=1-2724	YBR281C
1378	OG0001378	genemark-scaffold_14-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.39&CDS=1-1392	YDR517W
1379	OG0001379	genemark-scaffold_14-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.10&CDS=1-1170	YGL169W
1380	OG0001380	genemark-scaffold_14-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.40&CDS=1-1806	YCL043C
1381	OG0001381	genemark-scaffold_14-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.11&CDS=1-1749	YCL039W
1382	OG0001382	genemark-scaffold_14-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.41&CDS=1-1839	YCL038C
1383	OG0001383	genemark-scaffold_14-processed-gene-0.42-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.42&CDS=1-966	YGL126W
1384	OG0001384	genemark-scaffold_14-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.12&CDS=1-480	YGL127C
1385	OG0001385	genemark-scaffold_14-processed-gene-0.43-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.43&CDS=1-1845	YBR220C
1386	OG0001386	genemark-scaffold_14-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.44&CDS=1-372	YML108W
1387	OG0001387	genemark-scaffold_14-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.45&CDS=1-3555	YBR218C
1388	OG0001388	genemark-scaffold_14-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.46&CDS=1-1452	YLR359W
1389	OG0001389	genemark-scaffold_14-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.47&CDS=1-3834	YJL197W
1390	OG0001390	genemark-scaffold_14-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.14&CDS=1-6567	YCR032W
1391	OG0001391	augustus_masked-scaffold_14-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.121&CDS=1-2898	YPL259C
1392	OG0001392	snap_masked-scaffold_14-processed-gene-0.164-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.164&CDS=1-1521	YLR149C
1393	OG0001393	augustus_masked-scaffold_14-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.122&CDS=1-1299	YDR167W
1394	OG0001394	augustus_masked-scaffold_14-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.89&CDS=1-1401	YPL091W
1395	OG0001395	genemark-scaffold_14-processed-gene-0.55-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.55&CDS=1-1335	YPR173C
1396	OG0001396	genemark-scaffold_14-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.18&CDS=1-1941	YCR084C
1397	OG0001397	genemark-scaffold_14-processed-gene-0.58-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.58&CDS=1-3453	YHR073W
1398	OG0001398	genemark-scaffold_14-processed-gene-0.59-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.59&CDS=1-1233	YJR013W
1399	OG0001399	genemark-scaffold_14-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.21&CDS=1-936	YOR004W
1400	OG0001400	augustus_masked-scaffold_14-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.130&CDS=1-243	YDR378C
1401	OG0001401	genemark-scaffold_14-processed-gene-0.62-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.62&CDS=1-558	YGL058W
1402	OG0001402	snap_masked-scaffold_14-processed-gene-0.173-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.173&CDS=1-1089	YGR163W
1403	OG0001403	snap_masked-scaffold_14-processed-gene-0.174-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.174&CDS=1-786	YGR001C
1404	OG0001404	maker-scaffold_14-snap-gene-0.154-mRNA-1_1&gene=maker-scaffold_14-snap-gene-0.154&CDS=1-2181	YDR371W
1405	OG0001405	snap_masked-scaffold_14-processed-gene-0.218-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.218&CDS=1-918	YBR061C
1406	OG0001406	genemark-scaffold_14-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.26&CDS=1-861	YDR041W
1407	OG0001407	genemark-scaffold_14-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.69&CDS=1-687	YBR062C
1408	OG0001408	genemark-scaffold_14-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.27&CDS=1-789	YBR070C
1409	OG0001409	genemark-scaffold_14-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.70&CDS=1-1155	YBR065C
1410	OG0001410	genemark-scaffold_14-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.29&CDS=1-888	YHR088W
1411	OG0001411	genemark-scaffold_14-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.71&CDS=1-1044	YML121W
1412	OG0001412	genemark-scaffold_14-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.30&CDS=1-1722	YML096W
1413	OG0001413	genemark-scaffold_14-processed-gene-0.72-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.72&CDS=1-582	YLR016C
1414	OG0001414	genemark-scaffold_14-processed-gene-0.73-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.73&CDS=1-972	YNL177C
1415	OG0001415	snap_masked-scaffold_14-processed-gene-0.225-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.225&CDS=1-2568	YLR176C
1416	OG0001416	maker-scaffold_14-snap-gene-0.155-mRNA-1_1&gene=maker-scaffold_14-snap-gene-0.155&CDS=1-2229	YDR520C
1417	OG0001417	genemark-scaffold_14-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.32&CDS=1-594	YLR011W
1418	OG0001418	genemark-scaffold_14-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.33&CDS=1-942	YDL047W
1419	OG0001419	maker-scaffold_14-snap-gene-0.152-mRNA-1_1&gene=maker-scaffold_14-snap-gene-0.152&CDS=1-2439	YOR245C
1420	OG0001420	maker-scaffold_15-augustus-gene-0.60-mRNA-1_1&gene=maker-scaffold_15-augustus-gene-0.60&CDS=1-2442	YGL203C
1421	OG0001421	augustus_masked-scaffold_15-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-0.106&CDS=1-531	YJL024C
1422	OG0001422	genemark-scaffold_15-processed-gene-0.133-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.133&CDS=1-1620	YIL166C
1423	OG0001423	snap_masked-scaffold_15-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.34&CDS=1-3303	YBR293W
1424	OG0001424	genemark-scaffold_15-processed-gene-0.135-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.135&CDS=1-2070	YJR005W
1425	OG0001425	genemark-scaffold_15-processed-gene-0.164-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.164&CDS=1-3396	YDR291W
1426	OG0001426	genemark-scaffold_15-processed-gene-0.165-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.165&CDS=1-894	YJR007W
1427	OG0001427	maker-scaffold_15-snap-gene-0.70-mRNA-1_1&gene=maker-scaffold_15-snap-gene-0.70&CDS=1-2016	YLR163C
1428	OG0001428	genemark-scaffold_15-processed-gene-0.138-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.138&CDS=1-912	YMR079W
1429	OG0001429	genemark-scaffold_15-processed-gene-0.168-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.168&CDS=1-2937	YKL092C
1430	OG0001430	snap_masked-scaffold_15-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.41&CDS=1-222	YML129C
1431	OG0001431	snap_masked-scaffold_15-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.42&CDS=1-3990	YOR373W
1432	OG0001432	genemark-scaffold_15-processed-gene-0.170-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.170&CDS=1-1785	YDR481C
1433	OG0001433	genemark-scaffold_15-processed-gene-0.171-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.171&CDS=1-885	YPL162C
1434	OG0001434	maker-scaffold_15-augustus-gene-0.62-mRNA-1_1&gene=maker-scaffold_15-augustus-gene-0.62&CDS=1-279	YLL009C
1435	OG0001435	genemark-scaffold_15-processed-gene-0.172-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.172&CDS=1-2868	YNL287W
1436	OG0001436	maker-scaffold_15-snap-gene-0.78-mRNA-1_1&gene=maker-scaffold_15-snap-gene-0.78&CDS=1-1596	YNL288W
1437	OG0001437	genemark-scaffold_15-processed-gene-0.175-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.175&CDS=1-3240	YGL116W
1438	OG0001438	snap_masked-scaffold_15-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.9&CDS=1-402	YAL044W-A
1439	OG0001439	maker-scaffold_15-snap-gene-0.79-mRNA-1_1&gene=maker-scaffold_15-snap-gene-0.79&CDS=1-3372	YAL044C
1440	OG0001440	augustus_masked-scaffold_15-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-0.90&CDS=1-1047	YGR080W
1441	OG0001441	genemark-scaffold_15-processed-gene-0.147-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.147&CDS=1-1107	YNL286W
1442	OG0001442	genemark-scaffold_15-processed-gene-0.148-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.148&CDS=1-1191	YBR025C
1443	OG0001443	genemark-scaffold_15-processed-gene-0.149-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.149&CDS=1-960	YBR037C
1444	OG0001444	genemark-scaffold_15-processed-gene-0.151-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.151&CDS=1-1518	YAL038W
1445	OG0001445	genemark-scaffold_15-processed-gene-0.153-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.153&CDS=1-1431	YGL202W
