	OrthologID	Candida_albicans	Saccharomyces_cerevisiae
983	OG0000983	CR_10750C_A	YCR087C-A
984	OG0000984	C4_02410C_A	YLR109W
985	OG0000985	C3_03470W_A	YBR006W
986	OG0000986	C1_03010W_A	YDL081C
987	OG0000987	CR_06090W_A	YNL006W
988	OG0000988	C4_07210W_A	YDR181C
989	OG0000989	CR_05100W_A	YJR089W
990	OG0000990	C5_04670W_A	YDR292C
991	OG0000991	C1_02840W_A	YOR360C
992	OG0000992	C2_02520W_A	YHL010C
993	OG0000993	C3_03760W_A	YOR245C
994	OG0000994	C4_05280W_A	YDL058W
995	OG0000995	C3_06490W_A	YJL218W
996	OG0000996	C7_03070C_A	YJL005W
997	OG0000997	C6_01750C_A	YNR027W
998	OG0000998	C5_05100C_A	YDL101C
999	OG0000999	C5_00250C_A	YLR412W
1000	OG0001000	C5_01170W_A	YOL110W
1001	OG0001001	C1_07230W_A	YDL236W
1002	OG0001002	C2_06010W_A	YNL242W
1003	OG0001003	C6_02980C_A	YDR531W
1004	OG0001004	C4_02300W_A	YPL116W
1005	OG0001005	C3_00780W_A	YGL194C
1006	OG0001006	C7_00810W_A	YOR043W
1007	OG0001007	C1_11330C_A	YDR510W
1008	OG0001008	C5_02730C_A	YDR267C
1009	OG0001009	C1_12160W_A	YNR049C
1010	OG0001010	C2_06080C_A	YJR142W
1011	OG0001011	C1_10840C_A	YHR009C
1012	OG0001012	CR_01490C_A	YER019C-A
1013	OG0001013	CR_09950C_A	YLR197W
1014	OG0001014	CR_00200W_A	YKR097W
1015	OG0001015	C1_09720W_A	YKL216W
1016	OG0001016	C1_05910W_A	YMR140W
1017	OG0001017	CR_04060C_A	YPL170W
1018	OG0001018	C1_12520W_A	YDR108W
1019	OG0001019	CR_10660W_A	YIL035C
1020	OG0001020	C2_10260C_A	YOL016C
1021	OG0001021	C2_10790C_A	YBR070C
1022	OG0001022	C7_02640W_A	YHR117W
1023	OG0001023	C2_06230W_A	YLR277C
1024	OG0001024	CR_08840C_A	YJL126W
1025	OG0001025	CR_10010C_A	YLR203C
1026	OG0001026	C1_11050W_A	YFR032C
1027	OG0001027	C1_10780C_A	YDL125C
1028	OG0001028	C3_07950C_A	YDL055C
1029	OG0001029	C2_00630C_A	YIR029W
1030	OG0001030	C1_02360C_A	YLR343W
1031	OG0001031	C2_04300C_A	YPL041C
1032	OG0001032	C2_05450C_A	YNL328C
1033	OG0001033	C7_01790C_A	YPL131W
1034	OG0001034	CR_01920W_A	YNR058W
1035	OG0001035	C5_03790W_A	YDR454C
1036	OG0001036	C3_01530C_A	YIL129C
1037	OG0001037	C5_02050W_A	YDR141C
1038	OG0001038	C1_03350C_A	YDR091C
1039	OG0001039	C3_07430W_A	YDR051C
1040	OG0001040	C2_09610W_A	YIL006W
1041	OG0001041	C2_09730C_A	YDR173C
1042	OG0001042	C5_01640W_A	YHR024C
1043	OG0001043	C1_06790C_A	YNL185C
1044	OG0001044	C2_06910W_A	YML001W
1045	OG0001045	CR_01320C_A	YGR125W
1046	OG0001046	C2_05160C_A	YDR496C
1047	OG0001047	CR_01910C_A	YNR057C
1048	OG0001048	C6_01310W_A	YBR040W
1049	OG0001049	C4_00180W_A	YLR443W
1050	OG0001050	C1_07410C_A	YDR328C
1051	OG0001051	C2_00100C_A	YJL171C
1052	OG0001052	C3_07570C_A	YCR015C
1053	OG0001053	C1_05100W_A	YOR238W
1054	OG0001054	C4_01510W_A	YMR226C
1055	OG0001055	C4_02880C_A	YLR022C
1056	OG0001056	CR_04260W_A	YBL026W
1057	OG0001057	C6_00210W_A	YER152C
1058	OG0001058	C1_03600W_A	YMR149W
1059	OG0001059	CR_09670C_A	YJL068C
1060	OG0001060	C7_03180C_A	YPL127C
1061	OG0001061	C5_00740W_A	YHR191C
1062	OG0001062	CR_02030C_A	YNL022C
1063	OG0001063	C6_04350C_A	YER109C
1064	OG0001064	C5_01240W_A	YKL004W
1065	OG0001065	C2_07660W_A	YMR076C
1066	OG0001066	CR_06730W_A	YHR171W
1067	OG0001067	CR_04240C_A	YNL132W
1068	OG0001068	C2_02710C_A	YCL031C
1069	OG0001069	C3_07050W_A	YBR111W-A
1070	OG0001070	C1_08820C_A	YHR189W
1071	OG0001071	C4_01250W_B&Allele&of&C4_01250W_A	YMR069W
1072	OG0001072	C2_03550C_A	YHR077C
1073	OG0001073	C6_04210C_A	YMR301C
1074	OG0001074	C3_01320C_A	YIL099W
1075	OG0001075	C3_07810C_A	YLR378C
1076	OG0001076	C3_00180C_A	YIR027C
1077	OG0001077	C3_00280C_A	YIL031W
1078	OG0001078	CR_02790C_A	YPL227C
1079	OG0001079	C1_12600C_A	YGL171W
1080	OG0001080	C3_05020W_A	YHR151C
1081	OG0001081	C3_03300C_A	YLR116W
1082	OG0001082	C7_01000C_A	YLR339C
1083	OG0001083	C2_03530W_A	YGL160W
1084	OG0001084	C2_02180W_A	YKL175W
1085	OG0001085	C3_00240C_A	YER122C
1086	OG0001086	CR_03350C_A	YMR098C
1087	OG0001087	C2_08680W_A	YCR092C
1088	OG0001088	C5_03240W_A	YOR026W
1089	OG0001089	C5_02120C_A	YLL034C
1090	OG0001090	CR_04930W_A	YGL153W
1091	OG0001091	C6_04100W_A	YER120W
1092	OG0001092	C2_01780W_A	YGR014W
1093	OG0001093	C1_12320C_A	YOL077W-A
1094	OG0001094	C4_05090C_A	YCR081W
1095	OG0001095	C2_02740C_A	YDR399W
1096	OG0001096	C4_02770C_A	YLR215C
1097	OG0001097	CR_10440W_A	YOR144C
1098	OG0001098	C5_02230W_A	YFR050C
1099	OG0001099	C5_02490C_A	YPR041W
1100	OG0001100	C1_01690C_A	YOR142W
1101	OG0001101	C1_04000C_A	YBR199W
1102	OG0001102	CR_02520W_A	YNL113W
1103	OG0001103	C4_05320W_A	YIR034C
1104	OG0001104	C3_02860W_A	YPL214C
1105	OG0001105	C3_04670C_A	YOL040C
1106	OG0001106	CR_05150W_A	YMR225C
1107	OG0001107	C3_04540C_A	YPR031W
1108	OG0001108	C1_01650W_A	YOR155C
1109	OG0001109	C1_04780C_A	YGL083W
1110	OG0001110	C2_04680W_A	YJL143W
1111	OG0001111	C1_04640W_A	YBR204C
1112	OG0001112	CR_03680C_A	YFL008W
1113	OG0001113	C3_02450W_A	YOL133W
1114	OG0001114	C6_01390W_A	YJR075W
1115	OG0001115	C7_03720C_A	YBR248C
1116	OG0001116	C5_00150C_A	YNL189W
1117	OG0001117	C2_02400W_A	YLR152C
1118	OG0001118	C3_00490W_A	YOR244W
1119	OG0001119	CR_01610C_A	YBL058W
1120	OG0001120	C7_01700W_A	YOR220W
1121	OG0001121	C1_12590W_A	YPR020W
1122	OG0001122	C2_10680W_A	YML114C
1123	OG0001123	C4_02430W_A	YDR301W
1124	OG0001124	C4_01500W_A	YGL211W
1125	OG0001125	C3_05380W_A	YJL163C
1126	OG0001126	C4_01930C_A	YPL107W
1127	OG0001127	CR_06760C_A	YGR244C
1128	OG0001128	C1_02030C_A	YMR073C
1129	OG0001129	C2_07410W_A	YMR210W
1130	OG0001130	C1_12810W_A	YBR153W
1131	OG0001131	C1_06910C_A	YGR134W
1132	OG0001132	C7_03370C_A	YJL123C
1133	OG0001133	C2_07360W_A	YPL157W
1134	OG0001134	C5_04870W_A	YGR268C
1135	OG0001135	C5_04970C_A	YLR014C
1136	OG0001136	C7_00780W_A	YAL043C
1137	OG0001137	CR_03490W_A	YBR163W
1138	OG0001138	C1_08590C_A	YGR175C
1139	OG0001139	C3_02960C_A	YOR336W
1140	OG0001140	C4_00310C_A	YDR245W
1141	OG0001141	C2_01860C_A	YEL038W
1142	OG0001142	C1_03260W_A	YNL218W
1143	OG0001143	C6_00130C_A	YNL212W
1144	OG0001144	C3_06020W_A	YPL050C
1145	OG0001145	C1_05300C_A	YCL057W
1146	OG0001146	C3_00690C_A	YAR003W
1147	OG0001147	C1_13830C_A	YGR193C
1148	OG0001148	C5_05150C_A	YDR198C
1149	OG0001149	C1_11500C_A	YPR060C
1150	OG0001150	C4_04180C_A	YGL126W
1151	OG0001151	C5_03570W_A	YMR264W
1152	OG0001152	CR_03940W_A	YHR085W
1153	OG0001153	CR_07030C_A	YOR287C
1154	OG0001154	C1_01190C_A	YHR176W
1155	OG0001155	C2_06480W_A	YOL093W
1156	OG0001156	C4_00510C_A	YLR009W
1157	OG0001157	C3_07800C_A	YLR051C
1158	OG0001158	C6_01700W_A	YBL092W
1159	OG0001159	CR_02640W_A	YPR065W
1160	OG0001160	C1_11340W_A	YNL279W
1161	OG0001161	C1_01770W_A	YCR019W
1162	OG0001162	C4_05670W_A	YPR024W
1163	OG0001163	C2_02370C_A	YDR158W
1164	OG0001164	C2_05440W_A	YNL329C
1165	OG0001165	C5_03990W_A	YNL291C
1166	OG0001166	C1_09810W_A	YGR210C
1167	OG0001167	C3_01080W_A	YMR286W
1168	OG0001168	C3_03910W_A	YDR225W
1169	OG0001169	C5_05200C_A	YHR045W
1170	OG0001170	C1_09490C_A	YMR217W
1171	OG0001171	C4_04730W_A	YKR099W
1172	OG0001172	C1_11560C_A	YDR336W
1173	OG0001173	CR_07860C_A	YJL115W
1174	OG0001174	CR_00180C_A	YLR286C
1175	OG0001175	C2_04200W_A	YPL128C
1176	OG0001176	CR_04270C_A	YER137C
1177	OG0001177	C1_01870C_A	YGR155W
1178	OG0001178	C5_03560W_A	YMR263W
1179	OG0001179	C1_00910W_A	YMR233W
1180	OG0001180	C3_05890W_A	YML005W
1181	OG0001181	CR_00900W_A	YDR120C
1182	OG0001182	C4_02360W_A	YGL156W
1183	OG0001183	C5_02820C_A	YJR024C
1184	OG0001184	C1_02320C_A	YLR345W
1185	OG0001185	CR_08070W_A	YDL230W
1186	OG0001186	C2_06660W_A	YGR095C
1187	OG0001187	C3_06420C_A	YML018C
1188	OG0001188	CR_09300C_A	YBR037C
1189	OG0001189	C5_04890C_A	YMR294W
1190	OG0001190	C1_08430W_A	YFL028C
1191	OG0001191	C2_02800W_A	YER074W-A
1192	OG0001192	C1_10260C_A	YJL148W
1193	OG0001193	C2_07520C_A	YHR086W
1194	OG0001194	C3_03790W_A	YLR017W
1195	OG0001195	C2_06620W_A	YML071C
1196	OG0001196	C1_13370W_A	YDR161W
1197	OG0001197	C4_01910W_A	YBR123C
1198	OG0001198	CR_09930W_A	YDR124W
1199	OG0001199	C7_02650W_A	YNL128W
1200	OG0001200	CR_08180C_A	YML014W
1201	OG0001201	C5_01900C_A	YJL205C
1202	OG0001202	C5_03120W_A	YLR459W
1203	OG0001203	C1_08770W_A	YGL159W
1204	OG0001204	CR_09310W_A	YPL208W
1205	OG0001205	C5_00680W_A	YDR465C
1206	OG0001206	C2_05790C_A	YOR217W
1207	OG0001207	C1_02350W_A	YGR033C
1208	OG0001208	C4_05740C_A	YGL131C
1209	OG0001209	C7_03890C_A	YKL124W
1210	OG0001210	C1_05240C_A	YKL145W
1211	OG0001211	C4_06370C_A	YNL275W
1212	OG0001212	C3_05740C_A	YNL025C
1213	OG0001213	CR_06710C_A	YGR252W
1214	OG0001214	C2_06240W_A	YLR275W
1215	OG0001215	C1_13140C_A	YOR344C
1216	OG0001216	C2_07950W_A	YGL100W
1217	OG0001217	C3_02180C_A	YHR068W
1218	OG0001218	C7_01970C_A	YMR203W
1219	OG0001219	CR_09660W_A	YLR287C
1220	OG0001220	C1_14200W_A	YKR030W
1221	OG0001221	CR_08860W_A	YIL042C
1222	OG0001222	C6_01720C_A	YML052W
1223	OG0001223	C6_00780W_A	YPR055W
1224	OG0001224	C1_10240C_A	YER010C
1225	OG0001225	CR_02200C_A	YER095W
1226	OG0001226	C4_01080W_A	YOR048C
1227	OG0001227	C7_02510W_A	YER112W
1228	OG0001228	CR_02970C_A	YIL143C
1229	OG0001229	C4_02090C_A	YGR195W
1230	OG0001230	CR_08820C_A	YLR154W-C
1231	OG0001231	C1_14080W_A	YJL109C
1232	OG0001232	C2_09270C_A	YOR057W
1233	OG0001233	C4_02280W_A	YPL117C
1234	OG0001234	C5_03090W_A	YPR173C
1235	OG0001235	C6_01890C_A	YLR276C
1236	OG0001236	C3_04990W_A	YDL189W
1237	OG0001237	C3_05720C_A	YGL216W
1238	OG0001238	C4_03290W_B&Allele&of&C4_03290W_A	YNL085W
1239	OG0001239	C4_00320C_A	YDR265W
1240	OG0001240	C3_02040C_A	YFR001W
1241	OG0001241	C3_07350W_A	YGL198W
1242	OG0001242	C1_02160W_A	YDR246W
1243	OG0001243	C3_07450C_A	YMR262W
1244	OG0001244	CR_03230W_A	YNL224C
1245	OG0001245	C2_04130W_A	YAL013W
1246	OG0001246	CR_04910W_A	YGL155W
1247	OG0001247	C1_13540W_A	YGL084C
1248	OG0001248	C3_05150W_A	YOL123W
1249	OG0001249	C4_02170C_A	YOR059C
1250	OG0001250	C2_04760W_A	YHR102W
1251	OG0001251	CR_05390W_A	YDR032C
1252	OG0001252	C2_00170C_A	YKL027W
1253	OG0001253	C2_04800C_A	YAL010C
1254	OG0001254	C5_04600C_A	YJR090C
1255	OG0001255	C6_03750C_A	YKL117W
1256	OG0001256	C7_00740W_A	YFL033C
1257	OG0001257	C1_14450C_A	YFR006W
1258	OG0001258	C6_01840C_A	YOL096C
1259	OG0001259	C4_05010W_A	YCR072C
1260	OG0001260	C2_09840W_A	YAL034W-A
1261	OG0001261	C1_03610C_A	YMR150C
1262	OG0001262	C2_02810C_A	YDR397C
1263	OG0001263	C4_02500C_B&Allele&of&C4_02500C_A	YDR216W
1264	OG0001264	C3_00380C_A	YOR080W
1265	OG0001265	C7_01250W_A	YMR116C
1266	OG0001266	C5_01930W_A	YDL030W
1267	OG0001267	CR_08120C_A	YNL118C
1268	OG0001268	C5_03110C_A	YPR182W
1269	OG0001269	C2_06260W_A	YLR281C
1270	OG0001270	C1_09660W_A	YKL213C
1271	OG0001271	C4_06070C_A	YBL013W
1272	OG0001272	C6_00510C_A	YML032C
1273	OG0001273	C5_05320C_A	YER055C
1274	OG0001274	C3_02440C_A	YOL135C
1275	OG0001275	C2_09660W_A	YER002W
1276	OG0001276	CR_08320W_A	YAL020C
1277	OG0001277	CR_07660C_A	YKL154W
1278	OG0001278	C4_05790W_A	YMR218C
1279	OG0001279	CR_10260W_A	YGL136C
1280	OG0001280	C4_03140C_A	YHR187W
1281	OG0001281	C4_04440W_A	YBR171W
1282	OG0001282	C6_02590C_A	YIL106W
1283	OG0001283	C6_00870C_A	YLR355C
1284	OG0001284	C7_00560C_A	YGR024C
1285	OG0001285	C7_03390C_A	YER094C
1286	OG0001286	C2_04060C_A	YDR160W
1287	OG0001287	C3_02840W_A	YAL033W
1288	OG0001288	C1_09530W_A	YKL019W
1289	OG0001289	C6_03650C_A	YNR052C
1290	OG0001290	C2_09620W_A	YIL005W
1291	OG0001291	C6_02850W_A	YDR202C
1292	OG0001292	C1_09120W_A	YDR072C
1293	OG0001293	C5_03060C_A	YGR260W
1294	OG0001294	C5_02530W_A	YDL103C
1295	OG0001295	CR_03360W_A	YKL099C
1296	OG0001296	C1_04890W_A	YBR025C
1297	OG0001297	C2_05230C_A	YKR081C
1298	OG0001298	C1_07600W_A	YKL016C
1299	OG0001299	C3_00390W_A	YOR079C
1300	OG0001300	C4_03740W_A	YHR069C
1301	OG0001301	C4_00660W_A	YMR188C
1302	OG0001302	C2_06110W_A	YHR201C
1303	OG0001303	CR_06840W_B&Allele&of&CR_06840W_A	YIL091C
1304	OG0001304	CR_09800C_A	YML093W
1305	OG0001305	C2_00320W_A	YGL020C
1306	OG0001306	C3_02210C_A	YEL053C
1307	OG0001307	C3_00520W_A	YLR306W
1308	OG0001308	C5_05340W_A	YIR012W
1309	OG0001309	C5_05410C_A	YJR016C
1310	OG0001310	C7_03980W_A	YGL231C
1311	OG0001311	C6_00670W_A	YFR028C
1312	OG0001312	C1_09380W_A	YOR275C
1313	OG0001313	C3_01880W_A	YOR067C
1314	OG0001314	CR_03870W_A	YDL157C
1315	OG0001315	CR_05690W_A	YOR221C
1316	OG0001316	C5_01080C_A	YOR355W
1317	OG0001317	C2_04210W_A	YOR212W
1318	OG0001318	C1_04840C_A	YPR079W
1319	OG0001319	C2_08530C_A	YML096W
1320	OG0001320	C1_12770W_A	YBR079C
1321	OG0001321	C5_02750C_A	YOR038C
1322	OG0001322	CR_00860C_A	YKL056C
1323	OG0001323	C1_09520C_A	YMR209C
1324	OG0001324	C4_02900C_A	YGR189C
1325	OG0001325	C3_05340W_A	YGR227W
1326	OG0001326	C2_04190C_A	YGR019W
1327	OG0001327	C4_02890C_A	YGR183C
1328	OG0001328	C4_05540W_A	YER052C
1329	OG0001329	C1_03630W_A	YKL033W
1330	OG0001330	CR_01430W_A	YNL038W
1331	OG0001331	C6_03780C_A	YBR280C
1332	OG0001332	C1_07280C_A	YDR079C-A
1333	OG0001333	CR_01780W_A	YLR063W
1334	OG0001334	C4_03090W_A	YOR194C
1335	OG0001335	CR_01550C_A	YBL055C
1336	OG0001336	C7_01550W_A	YER155C
1337	OG0001337	C4_07110C_A	YER178W
1338	OG0001338	C5_03170C_A	YOL070C
1339	OG0001339	C4_02850W_A	YGR200C
1340	OG0001340	CR_05630W_A	YHR169W
1341	OG0001341	C1_07850C_A	YGL240W
1342	OG0001342	C1_03900W_A	YMR059W
1343	OG0001343	C4_07100C_A	YER172C
1344	OG0001344	C2_06540C_A	YEL031W
1345	OG0001345	C2_04180C_A	YPR011C
1346	OG0001346	C2_09890W_A	YNR015W
1347	OG0001347	C7_00580C_A	YFR007W
1348	OG0001348	C2_10760C_A	YBR060C
1349	OG0001349	C1_13760W_A	YEL058W
1350	OG0001350	C5_03470C_A	YMR221C
1351	OG0001351	C1_10690W_A	YGR031W
1352	OG0001352	C2_06920C_A	YPL199C
1353	OG0001353	C1_03130C_A	YHR108W
1354	OG0001354	CR_06330C_A	YML108W
1355	OG0001355	C1_06880C_A	YIL073C
1356	OG0001356	C3_00130C_A	YGR178C
1357	OG0001357	C7_03450C_A	YBR272C
1358	OG0001358	C2_07500C_A	YOR174W
1359	OG0001359	C1_09710C_A	YER082C
1360	OG0001360	C1_13400C_A	YPR021C
1361	OG0001361	CR_04050C_A	YPL169C
1362	OG0001362	C2_03760C_B&Allele&of&C2_03760C_A	YKL171W
1363	OG0001363	C2_06960W_A	YPR069C
1364	OG0001364	C2_08730W_A	YDL233W
1365	OG0001365	C3_02230C_A	YDR325W
1366	OG0001366	C3_00900C_A	YIL124W
1367	OG0001367	C5_03620W_A	YPL069C
1368	OG0001368	C2_08610W_A	YHR190W
1369	OG0001369	C2_09600C_A	YCR090C
1370	OG0001370	C2_04870C_A	YNL139C
1371	OG0001371	CR_07010W_A	YBR084W
1372	OG0001372	C2_04650C_B&Allele&of&C2_04650C_A	YJL140W
1373	OG0001373	C1_12780W_A	YCR036W
1374	OG0001374	CR_06970C_A	YHR156C
1375	OG0001375	C3_06050C_A	YBR185C
1376	OG0001376	CR_03150W_A	YLR309C
1377	OG0001377	C1_02040C_A	YPL072W
1378	OG0001378	C5_02070C_A	YNR054C
1379	OG0001379	CR_04780W_A	YOR224C
1380	OG0001380	CR_09980W_A	YBR081C
1381	OG0001381	C4_00780C_A	YGR198W
1382	OG0001382	C5_02280C_A	YCR054C
1383	OG0001383	C5_03080C_B&Allele&of&C5_03080C_A	YNL125C
1384	OG0001384	C4_02630C_A	YER159C
1385	OG0001385	C2_02440W_A	YDL077C
1386	OG0001386	C5_04730C_B&Allele&of&C5_04730C_A	YDR293C
1387	OG0001387	C1_07190W_A	YOR353C
1388	OG0001388	C4_06800W_A	YDR190C
1389	OG0001389	C5_04920C_A	YGR271W
1390	OG0001390	C1_00480C_A	YFR009W
1391	OG0001391	C2_06640C_A	YGR094W
1392	OG0001392	C1_00070W_A	YNR043W
1393	OG0001393	C3_04000C_A	YER024W
1394	OG0001394	CR_04080C_A	YOR254C
1395	OG0001395	C1_11860W_A	YJL080C
1396	OG0001396	C1_02590C_A	YMR096W
1397	OG0001397	C3_04660C_A	YOR130C
1398	OG0001398	C1_03430W_A	YDR058C
1399	OG0001399	C1_06080C_A	YNR035C
1400	OG0001400	C4_00330C_A	YDR322C-A
1401	OG0001401	CR_06540W_A	YEL061C
1402	OG0001402	C1_08560W_A	YDR212W
1403	OG0001403	C6_01590W_A	YLR455W
1404	OG0001404	C2_02630W_A	YJL025W
1405	OG0001405	CR_02560C_A	YIL130W
1406	OG0001406	C1_03110W_A	YML073C
1407	OG0001407	C2_07930C_A	YLR337C
1408	OG0001408	C5_01420W_A	YDR525W-A
1409	OG0001409	C7_01830W_A	YPL233W
1410	OG0001410	CR_03760W_A	YLR285W
1411	OG0001411	C1_04530C_A	YPL030W
1412	OG0001412	C1_00220W_A	YMR307W
1413	OG0001413	C1_03730C_A	YJR131W
1414	OG0001414	C4_01900C_A	YKL085W
1415	OG0001415	C1_08730W_A	YNL051W
1416	OG0001416	C7_01850C_A	YLR429W
1417	OG0001417	C5_00820W_A	YNL252C
1418	OG0001418	C3_00290W_A	YDL007W
1419	OG0001419	C4_04710W_A	YOR070C
1420	OG0001420	C5_04640C_A	YGR270W
1421	OG0001421	C4_06760W_A	YIL155C
1422	OG0001422	C7_00420C_A	YCL012C
1423	OG0001423	CR_08060C_A	YOR089C
1424	OG0001424	C1_12230W_A	YCR033W
1425	OG0001425	C2_07210C_A	YPL203W
1426	OG0001426	C2_00740C_A	YKL140W
1427	OG0001427	C4_01280C_A	YJL203W
1428	OG0001428	C3_00450C_A	YEL050C
1429	OG0001429	C6_02770W_A	YKL009W
1430	OG0001430	C6_03730C_A	YHL004W
1431	OG0001431	C2_05220C_A	YKR082W
1432	OG0001432	C4_01410W_A	YBR200W
1433	OG0001433	CR_07950W_A	YNL075W
1434	OG0001434	C1_11300C_A	YDR243C
1435	OG0001435	C4_00210W_A	YPL034W
1436	OG0001436	C1_08920W_A	YIL093C
1437	OG0001437	CR_10300W_A	YOR157C
1438	OG0001438	C2_00190C_A	YLR324W
1439	OG0001439	C1_05160C_A	YKR070W
1440	OG0001440	C7_00390W_A	YCL017C
1441	OG0001441	C7_02930C_A	YOL022C
1442	OG0001442	C1_14330W_A	YDL033C
1443	OG0001443	CR_04040C_A	YPL175W
1444	OG0001444	C1_01740W_A	YAR035W
1445	OG0001445	C1_05320C_A	YGR166W
1446	OG0001446	C2_06310C_A	YLR293C
1447	OG0001447	C1_07070C_A	YDL160C
1448	OG0001448	C2_02020W_A	YBR058C
1449	OG0001449	C2_07510W_A	YLR271W
1450	OG0001450	C2_06490W_A	YPL096W
1451	OG0001451	C1_05630C_A	YER110C
1452	OG0001452	CR_10120C_A	YOR305W
1453	OG0001453	C4_06930C_A	YDL087C
1454	OG0001454	C1_09760C_A	YGR112W
1455	OG0001455	C6_02860W_A	YLR389C
1456	OG0001456	C6_03720W_A	YOR335C
1457	OG0001457	C1_14090W_A	YOR020C
1458	OG0001458	C1_02780W_A	YDL086W
1459	OG0001459	C7_00160C_A	YJL122W
1460	OG0001460	C6_01380C_A	YJR074W
1461	OG0001461	C2_00450C_A	YGL003C
1462	OG0001462	C2_07880W_A	YOL062C
1463	OG0001463	C1_04040C_A	YJL010C
1464	OG0001464	CR_10550W_A	YLL008W
1465	OG0001465	C5_03920C_A	YDR339C
1466	OG0001466	CR_06450W_A	YLL035W
1467	OG0001467	C1_10820C_A	YHR113W
1468	OG0001468	C5_04160W_A	YDR469W
1469	OG0001469	C1_00210C_A	YML048W
1470	OG0001470	CR_08210C_A	YLR304C
1471	OG0001471	C7_02670W_B&Allele&of&C7_02670W_A	YNL127W
1472	OG0001472	C4_05650W_A	YIL019W
1473	OG0001473	C5_01350W_A	YDR479C
1474	OG0001474	C6_00600C_A	YMR241W
1475	OG0001475	C4_02470C_A	YBL041W
1476	OG0001476	C1_04100C_A	YNL055C
1477	OG0001477	C1_14310W_A	YHR144C
1478	OG0001478	C1_00400W_A	YDR346C
1479	OG0001479	C5_00590W_A	YBR085W
1480	OG0001480	C3_07250W_A	YGR083C
1481	OG0001481	C6_02040W_A	YKL150W
1482	OG0001482	C5_00440C_A	YKL002W
1483	OG0001483	CR_05910W_A	YKL160W
1484	OG0001484	C7_02960C_A	YNR029C
1485	OG0001485	C5_00620W_A	YML036W
1486	OG0001486	C3_04560W_A	YDR060W
1487	OG0001487	C2_01990C_A	YFR019W
1488	OG0001488	C3_06750W_A	YDR086C
1489	OG0001489	C1_05700W_A	YBL078C
1490	OG0001490	C3_04830C_A	YPL231W
1491	OG0001491	C1_12050W_A	YIL075C
1492	OG0001492	C1_12560C_A	YER179W
1493	OG0001493	CR_09100C_A	YPR127W
1494	OG0001494	C5_02770W_A	YDR268W
1495	OG0001495	C1_08480C_A	YJL024C
1496	OG0001496	C2_07820C_A	YJL117W
1497	OG0001497	C1_06050C_A	YHR001W-A
1498	OG0001498	C6_01780C_A	YHL008C
1499	OG0001499	C7_00940W_A	YGL203C
1500	OG0001500	C3_06950W_A	YDR089W
1501	OG0001501	C2_07920W_A	YBR246W
1502	OG0001502	C2_00610C_A	YML081C-A
1503	OG0001503	C5_02620C_A	YKL005C
1504	OG0001504	C6_02130C_A	YDR318W
1505	OG0001505	C7_00980W_A	YDR452W
1506	OG0001506	C7_02980C_A	YLL003W
1507	OG0001507	C7_03590C_A	YHR032W
1508	OG0001508	C2_01830W_B&Allele&of&C2_01830W_A	YML046W
1509	OG0001509	C3_05860C_A	YIL096C
1510	OG0001510	CR_07390C_A	YJL063C
1511	OG0001511	C7_03790W_A	YNL005C
1512	OG0001512	CR_08870W_A	YLR191W
1513	OG0001513	C1_08880W_A	YER014W
1514	OG0001514	C1_00870W_A	YNR008W
1515	OG0001515	C1_12380C_A	YOL097C
1516	OG0001516	C1_10700C_A	YLR351C
1517	OG0001517	C7_00490C_A	YBR261C
1518	OG0001518	C4_07090C_A	YDR354W
1519	OG0001519	C4_04700W_A	YHR064C
1520	OG0001520	C5_00940C_A	YOR358W
1521	OG0001521	C2_03360W_A	YML035C
1522	OG0001522	C6_03640W_A	YNR053C
1523	OG0001523	C3_04710W_A	YLR242C
1524	OG0001524	C1_13940W_A	YKR042W
1525	OG0001525	C3_01200W_B&Allele&of&C3_01200W_A	YBL004W
1526	OG0001526	C2_01680C_A	YGL023C
1527	OG0001527	C2_06250C_A	YLR274W
1528	OG0001528	C7_01210C_A	YKR025W
1529	OG0001529	C5_03160W_A	YLR071C
1530	OG0001530	C1_14300C_A	YPL006W
1531	OG0001531	C2_10050W_A	YMR304W
1532	OG0001532	C1_01590C_A	YOR151C
1533	OG0001533	C4_05450C_A	YIL043C
1534	OG0001534	C5_03150W_A	YKL116C
1535	OG0001535	C7_03640C_A	YCR024C
1536	OG0001536	C1_13190W_A	YPR098C
1537	OG0001537	CR_05720W_A	YBR126C
1538	OG0001538	C1_08860C_A	YJR110W
1539	OG0001539	C1_00740C_A	YKL184W
1540	OG0001540	C1_05110C_A	YBR249C
1541	OG0001541	CR_04630C_A	YDR402C
1542	OG0001542	C1_07930C_A	YDR414C
1543	OG0001543	C7_01340W_A	YMR224C
1544	OG0001544	C1_06550W_A	YDL171C
1545	OG0001545	C1_07700C_A	YGL225W
1546	OG0001546	CR_04890W_A	YGL154C
1547	OG0001547	C4_04310W_A	YPL132W
1548	OG0001548	CR_08680C_A	YHL023C
1549	OG0001549	C4_01660W_A	YKL057C
1550	OG0001550	C3_00660W_A	YML049C
1551	OG0001551	C1_02180W_A	YBR018C
1552	OG0001552	C6_00430C_A	YBR288C
1553	OG0001553	C6_01770W_A	YCR066W
1554	OG0001554	C2_04100W_A	YLR283W
1555	OG0001555	C4_03750C_A	YGL143C
1556	OG0001556	C6_02800W_A	YKL069W
1557	OG0001557	C3_07710W_A	YBR236C
1558	OG0001558	CR_01540W_A	YBL052C
