	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035686_Cyberlindnera_saturnus
1314	OG0001314	YEL020C	augustus_masked-flattened_line_158-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.8&CDS=1-1695
1315	OG0001315	YEL020W-A	augustus_masked-flattened_line_42-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.155&CDS=1-261
1316	OG0001316	YEL021W	snap_masked-flattened_line_42-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.101&CDS=1-795
1317	OG0001317	YEL023C	maker-flattened_line_0-augustus-gene-9.48-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.48&CDS=1-1902
1318	OG0001318	YEL024W	maker-flattened_line_0-augustus-gene-9.49-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.49&CDS=1-648
1319	OG0001319	YEL026W	augustus_masked-flattened_line_0-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.31&CDS=1-378
1320	OG0001320	YEL027W	augustus_masked-flattened_line_0-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.13&CDS=1-480
1321	OG0001321	YEL031W	augustus_masked-flattened_line_2-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.79&CDS=1-3636
1322	OG0001322	YEL032W	augustus_masked-flattened_line_15-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.93&CDS=1-2637
1323	OG0001323	YEL036C	augustus_masked-flattened_line_27-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.120&CDS=1-1326
1324	OG0001324	YEL037C	maker-flattened_line_106-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_106-augustus-gene-0.36&CDS=1-1125
1325	OG0001325	YEL038W	maker-flattened_line_106-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_106-augustus-gene-0.37&CDS=1-2718
1326	OG0001326	YEL042W	augustus_masked-flattened_line_50-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.142&CDS=1-1830
1327	OG0001327	YEL043W	augustus_masked-flattened_line_27-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.138&CDS=1-2967
1328	OG0001328	YEL044W	augustus_masked-flattened_line_27-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.137&CDS=1-360
1329	OG0001329	YEL046C	augustus_masked-flattened_line_27-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.119&CDS=1-1113
1330	OG0001330	YEL050C	augustus_masked-flattened_line_15-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.77&CDS=1-1131
1331	OG0001331	YEL051W	maker-flattened_line_25-augustus-gene-2.60-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-2.60&CDS=1-873
1332	OG0001332	YEL052W	augustus_masked-flattened_line_25-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.65&CDS=1-1398
1333	OG0001333	YEL053C	augustus_masked-flattened_line_25-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.67&CDS=1-2157
1334	OG0001334	YEL055C	augustus_masked-flattened_line_2-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.114&CDS=1-2982
1335	OG0001335	YEL056W	augustus_masked-flattened_line_6-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.86&CDS=1-1245
1336	OG0001336	YEL058W	maker-flattened_line_2-augustus-gene-1.148-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.148&CDS=1-2004
1337	OG0001337	YEL060C	augustus_masked-flattened_line_13-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.13&CDS=1-1608
1338	OG0001338	YEL061C	augustus_masked-flattened_line_100-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.34&CDS=1-2772
1339	OG0001339	YEL062W	augustus_masked-flattened_line_100-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.30&CDS=1-1668
1340	OG0001340	YEL064C	maker-flattened_line_38-snap-gene-0.206-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.206&CDS=1-1434
1341	OG0001341	YER002W	augustus_masked-flattened_line_44-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.103&CDS=1-639
1342	OG0001342	YER003C	augustus_masked-flattened_line_44-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.150&CDS=1-1278
1343	OG0001343	YER004W	augustus_masked-flattened_line_0-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.53&CDS=1-666
1344	OG0001344	YER005W	augustus_masked-flattened_line_44-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.191&CDS=1-1893
1345	OG0001345	YER006W	snap_masked-flattened_line_44-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.39&CDS=1-1518
1346	OG0001346	YER007C-A	augustus_masked-flattened_line_112-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.32&CDS=1-543
1347	OG0001347	YER007W	maker-flattened_line_112-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_112-augustus-gene-0.15&CDS=1-1440
1348	OG0001348	YER008C	augustus_masked-flattened_line_88-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.85&CDS=1-3921
1349	OG0001349	YER009W	augustus_masked-flattened_line_44-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.104&CDS=1-375
1350	OG0001350	YER010C	augustus_masked-flattened_line_88-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.89&CDS=1-693
1351	OG0001351	YER012W	augustus_masked-flattened_line_0-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.137&CDS=1-582
1352	OG0001352	YER013W	augustus_masked-flattened_line_0-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.121&CDS=1-3192
1353	OG0001353	YER014W	augustus_masked-flattened_line_19-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.16&CDS=1-1512
1354	OG0001354	YER015W	augustus_masked-flattened_line_19-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.31&CDS=1-2139
1355	OG0001355	YER016W	augustus_masked-flattened_line_76-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.56&CDS=1-852
1356	OG0001356	YER017C	augustus_masked-flattened_line_76-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.29&CDS=1-2226
1357	OG0001357	YER019W	augustus_masked-flattened_line_42-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.168&CDS=1-1242
1358	OG0001358	YER020W	augustus_masked-flattened_line_19-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.103&CDS=1-1230
1359	OG0001359	YER021W	augustus_masked-flattened_line_84-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.46&CDS=1-1416
1360	OG0001360	YER022W	augustus_masked-flattened_line_66-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.87&CDS=1-1503
1361	OG0001361	YER025W	augustus_masked-flattened_line_4-processed-gene-4.203-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.203&CDS=1-1560
1362	OG0001362	YER026C	maker-flattened_line_0-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.1&CDS=1-2658
1363	OG0001363	YER027C	augustus_masked-flattened_line_9-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.82&CDS=1-1185
1364	OG0001364	YER029C	augustus_masked-flattened_line_11-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.123&CDS=1-480
1365	OG0001365	YER030W	augustus_masked-flattened_line_11-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.104&CDS=1-432
1366	OG0001366	YER032W	snap_masked-flattened_line_9-processed-gene-4.2-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.2&CDS=1-2499
1367	OG0001367	YER036C	maker-flattened_line_9-snap-gene-4.143-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-4.143&CDS=1-1821
1368	OG0001368	YER041W	snap_masked-flattened_line_13-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.94&CDS=1-2832
1369	OG0001369	YER042W	augustus_masked-flattened_line_9-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.78&CDS=1-540
1370	OG0001370	YER043C	augustus_masked-flattened_line_90-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.93&CDS=1-1350
1371	OG0001371	YER044C	augustus_masked-flattened_line_32-processed-gene-1.251-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.251&CDS=1-429
1372	OG0001372	YER046W	augustus_masked-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.54&CDS=1-534
1373	OG0001373	YER047C	augustus_masked-flattened_line_15-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.91&CDS=1-2283
1374	OG0001374	YER048C	augustus_masked-flattened_line_15-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.87&CDS=1-1152
1375	OG0001375	YER049W	maker-flattened_line_15-augustus-gene-1.51-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.51&CDS=1-2145
1376	OG0001376	YER050C	augustus_masked-flattened_line_169-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_169-processed-gene-0.1&CDS=1-453
1377	OG0001377	YER051W	augustus_masked-flattened_line_169-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_169-processed-gene-0.6&CDS=1-1398
1378	OG0001378	YER052C	augustus_masked-flattened_line_44-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.142&CDS=1-1563
1379	OG0001379	YER053C	augustus_masked-flattened_line_0-processed-gene-11.275-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.275&CDS=1-993
1380	OG0001380	YER063W	augustus_masked-flattened_line_9-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.65&CDS=1-540
1381	OG0001381	YER065C	augustus_masked-flattened_line_9-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.67&CDS=1-1650
1382	OG0001382	YER068W	maker-flattened_line_0-augustus-gene-10.121-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.121&CDS=1-1713
1383	OG0001383	YER069W	augustus_masked-flattened_line_0-processed-gene-10.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.144&CDS=1-2703
1384	OG0001384	YER072W	maker-flattened_line_21-augustus-gene-1.119-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-1.119&CDS=1-369
1385	OG0001385	YER073W	maker-flattened_line_21-snap-gene-1.58-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-1.58&CDS=1-1935
1386	OG0001386	YER074W-A	augustus_masked-flattened_line_21-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.108&CDS=1-240
1387	OG0001387	YER077C	augustus_masked-flattened_line_0-processed-gene-11.260-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.260&CDS=1-1644
1388	OG0001388	YER078C	snap_masked-flattened_line_0-processed-gene-11.196-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.196&CDS=1-1506
1389	OG0001389	YER080W	augustus_masked-flattened_line_0-processed-gene-11.256-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.256&CDS=1-2403
1390	OG0001390	YER082C	augustus_masked-flattened_line_114-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.23&CDS=1-1578
1391	OG0001391	YER083C	augustus_masked-flattened_line_44-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.133&CDS=1-843
1392	OG0001392	YER086W	augustus_masked-flattened_line_6-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.31&CDS=1-1644
1393	OG0001393	YER087W	augustus_masked-flattened_line_9-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.71&CDS=1-1710
1394	OG0001394	YER090W	augustus_masked-flattened_line_76-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.20&CDS=1-1542
1395	OG0001395	YER091C	augustus_masked-flattened_line_23-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.96&CDS=1-2301
1396	OG0001396	YER093C	augustus_masked-flattened_line_23-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.79&CDS=1-3189
1397	OG0001397	YER093C-A	maker-flattened_line_23-augustus-gene-1.62-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.62&CDS=1-477
1398	OG0001398	YER094C	maker-flattened_line_23-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.63&CDS=1-615
1399	OG0001399	YER095W	maker-flattened_line_23-augustus-gene-1.60-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.60&CDS=1-1074
1400	OG0001400	YER099C	augustus_masked-flattened_line_0-processed-gene-11.280-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.280&CDS=1-963
1401	OG0001401	YER103W	augustus_masked-flattened_line_127-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.20&CDS=1-1947
1402	OG0001402	YER107C	augustus_masked-flattened_line_21-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.76&CDS=1-1080
1403	OG0001403	YER109C	augustus_masked-flattened_line_21-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.74&CDS=1-1935
1404	OG0001404	YER110C	augustus_masked-flattened_line_21-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.50&CDS=1-3330
1405	OG0001405	YER112W	augustus_masked-flattened_line_17-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.90&CDS=1-435
1406	OG0001406	YER113C	snap_masked-flattened_line_17-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.26&CDS=1-1842
1407	OG0001407	YER114C	genemark-flattened_line_21-processed-gene-2.204-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.204&CDS=1-2664
1408	OG0001408	YER118C	augustus_masked-flattened_line_80-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.74&CDS=1-900
1409	OG0001409	YER119C	maker-flattened_line_80-augustus-gene-0.60-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.60&CDS=1-1461
1410	OG0001410	YER120W	maker-flattened_line_80-augustus-gene-0.57-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.57&CDS=1-681
1411	OG0001411	YER122C	augustus_masked-flattened_line_42-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.136&CDS=1-1290
1412	OG0001412	YER125W	augustus_masked-flattened_line_17-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.50&CDS=1-2334
1413	OG0001413	YER126C	augustus_masked-flattened_line_6-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.143&CDS=1-783
1414	OG0001414	YER127W	augustus_masked-flattened_line_6-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.183&CDS=1-1011
1415	OG0001415	YER128W	maker-flattened_line_15-augustus-gene-1.50-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.50&CDS=1-549
1416	OG0001416	YER133W	maker-flattened_line_15-snap-gene-1.48-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.48&CDS=1-1170
1417	OG0001417	YER134C	augustus_masked-flattened_line_66-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.97&CDS=1-510
1418	OG0001418	YER136W	augustus_masked-flattened_line_42-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.127&CDS=1-1344
1419	OG0001419	YER139C	augustus_masked-flattened_line_70-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.30&CDS=1-696
1420	OG0001420	YER140W	augustus_masked-flattened_line_70-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.4&CDS=1-1473
1421	OG0001421	YER141W	maker-flattened_line_70-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.111&CDS=1-1734
1422	OG0001422	YER142C	augustus_masked-flattened_line_74-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.45&CDS=1-957
1423	OG0001423	YER143W	augustus_masked-flattened_line_74-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.22&CDS=1-1281
1424	OG0001424	YER145C	augustus_masked-flattened_line_11-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.42&CDS=1-1170
1425	OG0001425	YER146W	augustus_masked-flattened_line_74-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.21&CDS=1-258
1426	OG0001426	YER148W	augustus_masked-flattened_line_44-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.144&CDS=1-690
1427	OG0001427	YER150W	augustus_masked-flattened_line_54-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.162&CDS=1-576
1428	OG0001428	YER151C	snap_masked-flattened_line_44-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.48&CDS=1-2007
1429	OG0001429	YER154W	augustus_masked-flattened_line_54-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.165&CDS=1-1140
1430	OG0001430	YER155C	augustus_masked-flattened_line_54-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.193&CDS=1-5169
1431	OG0001431	YER156C	augustus_masked-flattened_line_54-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.194&CDS=1-966
1432	OG0001432	YER157W	maker-flattened_line_54-augustus-gene-0.148-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.148&CDS=1-2298
1433	OG0001433	YER162C	augustus_masked-flattened_line_0-processed-gene-11.226-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.226&CDS=1-3069
1434	OG0001434	YER163C	augustus_masked-flattened_line_0-processed-gene-10.158-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.158&CDS=1-837
1435	OG0001435	YER164W	augustus_masked-flattened_line_34-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.120&CDS=1-4413
1436	OG0001436	YER165W	augustus_masked-flattened_line_0-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.134&CDS=1-1866
1437	OG0001437	YER166W	augustus_masked-flattened_line_15-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.70&CDS=1-4728
1438	OG0001438	YER168C	augustus_masked-flattened_line_15-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.57&CDS=1-1533
1439	OG0001439	YER170W	snap_masked-flattened_line_25-processed-gene-2.133-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-2.133&CDS=1-669
1440	OG0001440	YER171W	maker-flattened_line_15-augustus-gene-1.49-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.49&CDS=1-2931
1441	OG0001441	YER172C	augustus_masked-flattened_line_15-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.58&CDS=1-6330
1442	OG0001442	YER173W	augustus_masked-flattened_line_25-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.74&CDS=1-1725
1443	OG0001443	YER174C	augustus_masked-flattened_line_25-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.96&CDS=1-738
1444	OG0001444	YER175C	augustus_masked-flattened_line_25-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.73&CDS=1-828
1445	OG0001445	YER177W	augustus_masked-flattened_line_29-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.109&CDS=1-777
1446	OG0001446	YER178W	augustus_masked-flattened_line_29-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.80&CDS=1-1206
1447	OG0001447	YER179W	augustus_masked-flattened_line_54-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.176&CDS=1-981
1448	OG0001448	YER180C-A	augustus_masked-flattened_line_42-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.178&CDS=1-1041
1449	OG0001449	YER182W	snap_masked-flattened_line_68-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.68&CDS=1-750
1450	OG0001450	YER183C	snap_masked-flattened_line_68-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.102&CDS=1-612
1451	OG0001451	YFL001W	snap_masked-flattened_line_6-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.61&CDS=1-1227
1452	OG0001452	YFL002C	augustus_masked-flattened_line_6-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.39&CDS=1-1749
1453	OG0001453	YFL003C	augustus_masked-flattened_line_9-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.83&CDS=1-2358
1454	OG0001454	YFL004W	augustus_masked-flattened_line_62-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.39&CDS=1-2325
1455	OG0001455	YFL005W	augustus_masked-flattened_line_40-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.92&CDS=1-609
1456	OG0001456	YFL007W	augustus_masked-flattened_line_9-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.116&CDS=1-6309
1457	OG0001457	YFL008W	augustus_masked-flattened_line_76-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.31&CDS=1-3600
1458	OG0001458	YFL010C	maker-flattened_line_40-augustus-gene-0.110-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.110&CDS=1-519
1459	OG0001459	YFL013C	augustus_masked-flattened_line_62-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.17&CDS=1-1665
1460	OG0001460	YFL014W	augustus_masked-flattened_line_70-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.36&CDS=1-372
1461	OG0001461	YFL016C	augustus_masked-flattened_line_6-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.29&CDS=1-1461
1462	OG0001462	YFL017C	snap_masked-flattened_line_78-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.151&CDS=1-462
1463	OG0001463	YFL017W-A	augustus_masked-flattened_line_78-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.76&CDS=1-207
1464	OG0001464	YFL018C	maker-flattened_line_36-augustus-gene-0.112-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.112&CDS=1-1479
1465	OG0001465	YFL022C	augustus_masked-flattened_line_23-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.145&CDS=1-1488
1466	OG0001466	YFL023W	snap_masked-flattened_line_0-processed-gene-3.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.90&CDS=1-2301
1467	OG0001467	YFL025C	augustus_masked-flattened_line_17-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.59&CDS=1-3006
1468	OG0001468	YFL026W	augustus_masked-flattened_line_17-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.83&CDS=1-1146
1469	OG0001469	YFL027C	augustus_masked-flattened_line_70-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.22&CDS=1-1335
1470	OG0001470	YFL028C	augustus_masked-flattened_line_70-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.23&CDS=1-954
1471	OG0001471	YFL029C	augustus_masked-flattened_line_70-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.44&CDS=1-966
1472	OG0001472	YFL030W	augustus_masked-flattened_line_94-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.54&CDS=1-1143
1473	OG0001473	YFL031W	augustus_masked-flattened_line_4-processed-gene-4.209-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.209&CDS=1-942
1474	OG0001474	YFL033C	maker-flattened_line_23-snap-gene-1.54-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.54&CDS=1-7956
1475	OG0001475	YFL034C-B	genemark-flattened_line_4-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.37&CDS=1-774
1476	OG0001476	YFL034W	augustus_masked-flattened_line_40-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.93&CDS=1-2862
1477	OG0001477	YFL036W	snap_masked-flattened_line_4-processed-gene-2.124-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.124&CDS=1-3846
1478	OG0001478	YFL037W	maker-flattened_line_72-augustus-gene-0.74-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.74&CDS=1-1335
1479	OG0001479	YFL038C	augustus_masked-flattened_line_72-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.126&CDS=1-609
