	OrthologID	Candida_parapsilosis	Saccharomyces_cerevisiae
1275	OG0001275	snap_masked-Contig005806-processed-gene-7.74-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-7.74&CDS=1-765	YOR125C
1276	OG0001276	snap_masked-Contig005806-processed-gene-7.75-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-7.75&CDS=1-1236	YAL042W
1277	OG0001277	augustus_masked-Contig005806-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-7.45&CDS=1-882	YNL252C
1278	OG0001278	snap_masked-Contig005806-processed-gene-8.48-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.48&CDS=1-2061	YNL251C
1279	OG0001279	snap_masked-Contig005806-processed-gene-8.50-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.50&CDS=1-2379	YNL256W
1280	OG0001280	snap_masked-Contig005806-processed-gene-8.52-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.52&CDS=1-1809	YNL293W
1281	OG0001281	snap_masked-Contig005806-processed-gene-8.51-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.51&CDS=1-1593	YNL294C
1282	OG0001282	maker-Contig005806-augustus-gene-8.41-mRNA-1_1&gene=maker-Contig005806-augustus-gene-8.41&CDS=1-3336	YOL066C
1283	OG0001283	genemark-Contig005806-processed-gene-8.5-mRNA-1_1&gene=genemark-Contig005806-processed-gene-8.5&CDS=1-1398	YOL065C
1284	OG0001284	snap_masked-Contig005806-processed-gene-8.70-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.70&CDS=1-2307	YDL040C
1285	OG0001285	augustus_masked-Contig005806-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-8.104&CDS=1-2859	YOR027W
1286	OG0001286	snap_masked-Contig005806-processed-gene-8.73-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.73&CDS=1-1656	YKR002W
1287	OG0001287	augustus_masked-Contig005806-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-8.94&CDS=1-4125	YNL267W
1288	OG0001288	genemark-Contig005806-processed-gene-8.13-mRNA-1_1&gene=genemark-Contig005806-processed-gene-8.13&CDS=1-3996	YJL204C
1289	OG0001289	snap_masked-Contig005806-processed-gene-8.75-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.75&CDS=1-573	YBR122C
1290	OG0001290	snap_masked-Contig005806-processed-gene-8.62-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.62&CDS=1-1635	YJL111W
1291	OG0001291	snap_masked-Contig005806-processed-gene-8.64-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.64&CDS=1-5715	YHR023W
1292	OG0001292	snap_masked-Contig005806-processed-gene-8.76-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.76&CDS=1-1509	YHR024C
1293	OG0001293	snap_masked-Contig005806-processed-gene-8.65-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.65&CDS=1-567	YML036W
1294	OG0001294	maker-Contig005806-augustus-gene-8.42-mRNA-1_1&gene=maker-Contig005806-augustus-gene-8.42&CDS=1-2607	YHR007C
1295	OG0001295	snap_masked-Contig005806-processed-gene-8.66-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.66&CDS=1-1368	YDR465C
1296	OG0001296	snap_masked-Contig005806-processed-gene-8.82-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-8.82&CDS=1-1092	YDR460W
1297	OG0001297	snap_masked-Contig005806-processed-gene-9.117-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.117&CDS=1-2409	YAL041W
1298	OG0001298	genemark-Contig005806-processed-gene-9.63-mRNA-1_1&gene=genemark-Contig005806-processed-gene-9.63&CDS=1-1902	YOR356W
1299	OG0001299	maker-Contig005806-snap-gene-9.56-mRNA-1_1&gene=maker-Contig005806-snap-gene-9.56&CDS=1-1995	YOR355W
1300	OG0001300	snap_masked-Contig005806-processed-gene-9.153-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.153&CDS=1-1101	YAL040C
1301	OG0001301	snap_masked-Contig005806-processed-gene-9.122-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.122&CDS=1-930	YHL013C
1302	OG0001302	snap_masked-Contig005806-processed-gene-9.123-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.123&CDS=1-840	YAL039C
1303	OG0001303	augustus_masked-Contig005806-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-9.6&CDS=1-1770	YNL292W
1304	OG0001304	snap_masked-Contig005806-processed-gene-9.127-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.127&CDS=1-480	YBR022W
1305	OG0001305	augustus_masked-Contig005806-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-9.9&CDS=1-2091	YKR001C
1306	OG0001306	snap_masked-Contig005806-processed-gene-9.129-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.129&CDS=1-1332	YOL052C
1307	OG0001307	snap_masked-Contig005806-processed-gene-9.155-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.155&CDS=1-909	YBR085W
1308	OG0001308	snap_masked-Contig005806-processed-gene-9.156-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.156&CDS=1-5073	YER166W
1309	OG0001309	snap_masked-Contig005806-processed-gene-9.157-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.157&CDS=1-456	YDR092W
1310	OG0001310	snap_masked-Contig005806-processed-gene-9.160-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.160&CDS=1-3720	YKL092C
1311	OG0001311	snap_masked-Contig005806-processed-gene-9.132-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.132&CDS=1-3147	YMR080C
1312	OG0001312	genemark-Contig005806-processed-gene-9.77-mRNA-1_1&gene=genemark-Contig005806-processed-gene-9.77&CDS=1-918	YMR079W
1313	OG0001313	snap_masked-Contig005806-processed-gene-9.137-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.137&CDS=1-723	YKL002W
1314	OG0001314	snap_masked-Contig005806-processed-gene-9.161-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.161&CDS=1-600	YKL001C
1315	OG0001315	snap_masked-Contig005806-processed-gene-9.138-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.138&CDS=1-354	YKL003C
1316	OG0001316	augustus_masked-Contig005806-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-9.41&CDS=1-429	YLL050C
1317	OG0001317	snap_masked-Contig005806-processed-gene-9.141-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.141&CDS=1-1302	YLR090W
1318	OG0001318	augustus_masked-Contig005806-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-9.20&CDS=1-8970	YLR087C
1319	OG0001319	snap_masked-Contig005806-processed-gene-9.165-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.165&CDS=1-309	YDR115W
1320	OG0001320	snap_masked-Contig005806-processed-gene-9.143-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.143&CDS=1-318	YDR156W
1321	OG0001321	snap_masked-Contig005806-processed-gene-9.144-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.144&CDS=1-4089	YLR086W
1322	OG0001322	snap_masked-Contig005806-processed-gene-9.166-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.166&CDS=1-1032	YLR405W
1323	OG0001323	snap_masked-Contig005806-processed-gene-9.167-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.167&CDS=1-2244	YLR399C
1324	OG0001324	snap_masked-Contig005806-processed-gene-9.168-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.168&CDS=1-2091	YDL074C
1325	OG0001325	snap_masked-Contig005806-processed-gene-9.145-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.145&CDS=1-2676	YBR229C
1326	OG0001326	maker-Contig005806-snap-gene-9.55-mRNA-1_1&gene=maker-Contig005806-snap-gene-9.55&CDS=1-1716	YHR206W
1327	OG0001327	snap_masked-Contig005806-processed-gene-9.169-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.169&CDS=1-666	YLR412W
1328	OG0001328	snap_masked-Contig005806-processed-gene-9.147-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.147&CDS=1-1245	YKL181W
1329	OG0001329	snap_masked-Contig005806-processed-gene-9.151-mRNA-1_1&gene=snap_masked-Contig005806-processed-gene-9.151&CDS=1-519	YOL008W
1330	OG0001330	maker-Contig005806-augustus-gene-9.61-mRNA-1_1&gene=maker-Contig005806-augustus-gene-9.61&CDS=1-2970	YCR054C
1331	OG0001331	augustus_masked-Contig005806-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-9.49&CDS=1-1509	YCR053W
1332	OG0001332	augustus_masked-Contig005806-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-Contig005806-processed-gene-9.30&CDS=1-1146	YGR046W
1333	OG0001333	snap_masked-Contig005807-processed-gene-0.73-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.73&CDS=1-1302	YLR286C
1334	OG0001334	snap_masked-Contig005807-processed-gene-0.56-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.56&CDS=1-1473	YHR030C
1335	OG0001335	snap_masked-Contig005807-processed-gene-0.57-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.57&CDS=1-522	YBL090W
1336	OG0001336	snap_masked-Contig005807-processed-gene-0.61-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.61&CDS=1-795	YPR192W
1337	OG0001337	snap_masked-Contig005807-processed-gene-0.79-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.79&CDS=1-2202	YPR185W
1338	OG0001338	snap_masked-Contig005807-processed-gene-0.62-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.62&CDS=1-1788	YPR190C
1339	OG0001339	snap_masked-Contig005807-processed-gene-0.82-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.82&CDS=1-1680	YMR105C
1340	OG0001340	snap_masked-Contig005807-processed-gene-0.65-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.65&CDS=1-3930	YDL240W
1341	OG0001341	snap_masked-Contig005807-processed-gene-0.66-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.66&CDS=1-261	YGL220W
1342	OG0001342	snap_masked-Contig005807-processed-gene-0.86-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-0.86&CDS=1-1479	YOL137W
1343	OG0001343	maker-Contig005807-augustus-gene-1.50-mRNA-1_1&gene=maker-Contig005807-augustus-gene-1.50&CDS=1-4218	YGR002C
1344	OG0001344	snap_masked-Contig005807-processed-gene-1.0-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.0&CDS=1-2304	YGL009C
1345	OG0001345	snap_masked-Contig005807-processed-gene-1.1-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.1&CDS=1-2538	YPL147W
1346	OG0001346	snap_masked-Contig005807-processed-gene-1.5-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.5&CDS=1-1293	YKR048C
1347	OG0001347	snap_masked-Contig005807-processed-gene-1.22-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.22&CDS=1-1212	YLR308W
1348	OG0001348	snap_masked-Contig005807-processed-gene-1.23-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.23&CDS=1-1488	YLL002W
1349	OG0001349	snap_masked-Contig005807-processed-gene-1.25-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.25&CDS=1-294	YDR377W
1350	OG0001350	maker-Contig005807-snap-gene-1.43-mRNA-1_1&gene=maker-Contig005807-snap-gene-1.43&CDS=1-237	YDR378C
1351	OG0001351	snap_masked-Contig005807-processed-gene-1.27-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.27&CDS=1-5442	YJL039C
1352	OG0001352	snap_masked-Contig005807-processed-gene-1.30-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.30&CDS=1-1665	YKR097W
1353	OG0001353	snap_masked-Contig005807-processed-gene-1.10-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.10&CDS=1-1842	YER041W
1354	OG0001354	snap_masked-Contig005807-processed-gene-1.11-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.11&CDS=1-4377	YMR247C
1355	OG0001355	snap_masked-Contig005807-processed-gene-1.33-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.33&CDS=1-675	YMR090W
1356	OG0001356	snap_masked-Contig005807-processed-gene-1.34-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.34&CDS=1-2616	YFL024C
1357	OG0001357	maker-Contig005807-augustus-gene-1.49-mRNA-1_1&gene=maker-Contig005807-augustus-gene-1.49&CDS=1-1512	YOR100C
1358	OG0001358	snap_masked-Contig005807-processed-gene-1.16-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.16&CDS=1-1374	YOR334W
1359	OG0001359	snap_masked-Contig005807-processed-gene-1.37-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.37&CDS=1-2052	YNL020C
1360	OG0001360	snap_masked-Contig005807-processed-gene-1.19-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.19&CDS=1-1440	YNL022C
1361	OG0001361	snap_masked-Contig005807-processed-gene-1.20-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.20&CDS=1-2406	YJL212C
1362	OG0001362	maker-Contig005807-snap-gene-1.45-mRNA-1_1&gene=maker-Contig005807-snap-gene-1.45&CDS=1-1167	YGR152C
1363	OG0001363	snap_masked-Contig005807-processed-gene-1.21-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-1.21&CDS=1-1764	YKL088W
1364	OG0001364	snap_masked-Contig005807-processed-gene-2.56-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.56&CDS=1-1983	YPL009C
1365	OG0001365	snap_masked-Contig005807-processed-gene-2.53-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.53&CDS=1-960	YPL015C
1366	OG0001366	snap_masked-Contig005807-processed-gene-2.54-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.54&CDS=1-2361	YFL003C
1367	OG0001367	augustus_masked-Contig005807-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-2.101&CDS=1-1017	YLR063W
1368	OG0001368	snap_masked-Contig005807-processed-gene-2.59-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.59&CDS=1-1770	YLR060W
1369	OG0001369	snap_masked-Contig005807-processed-gene-2.60-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.60&CDS=1-627	YFL005W
1370	OG0001370	snap_masked-Contig005807-processed-gene-2.82-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.82&CDS=1-684	YFL010C
1371	OG0001371	maker-Contig005807-snap-gene-2.51-mRNA-1_1&gene=maker-Contig005807-snap-gene-2.51&CDS=1-2016	YKL013C
1372	OG0001372	snap_masked-Contig005807-processed-gene-2.83-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.83&CDS=1-2931	YIR023W
1373	OG0001373	snap_masked-Contig005807-processed-gene-2.84-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.84&CDS=1-1077	YDR126W
1374	OG0001374	snap_masked-Contig005807-processed-gene-2.85-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.85&CDS=1-252	YLR099W-A
1375	OG0001375	snap_masked-Contig005807-processed-gene-2.64-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.64&CDS=1-1671	YDR120C
1376	OG0001376	snap_masked-Contig005807-processed-gene-2.68-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.68&CDS=1-1782	YGR119C
1377	OG0001377	augustus_masked-Contig005807-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-2.113&CDS=1-3141	YKR086W
1378	OG0001378	snap_masked-Contig005807-processed-gene-2.87-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.87&CDS=1-930	YIL145C
1379	OG0001379	snap_masked-Contig005807-processed-gene-2.71-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.71&CDS=1-1059	YKR092C
1380	OG0001380	snap_masked-Contig005807-processed-gene-2.72-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.72&CDS=1-2571	YIL143C
1381	OG0001381	genemark-Contig005807-processed-gene-2.37-mRNA-1_1&gene=genemark-Contig005807-processed-gene-2.37&CDS=1-4182	YDR232W
1382	OG0001382	snap_masked-Contig005807-processed-gene-2.73-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.73&CDS=1-1374	YPR065W
1383	OG0001383	snap_masked-Contig005807-processed-gene-2.91-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.91&CDS=1-1071	YKR071C
1384	OG0001384	augustus_masked-Contig005807-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-2.119&CDS=1-2088	YIL144W
1385	OG0001385	snap_masked-Contig005807-processed-gene-2.76-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.76&CDS=1-777	YNL148C
1386	OG0001386	snap_masked-Contig005807-processed-gene-2.77-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.77&CDS=1-378	YNL149C
1387	OG0001387	snap_masked-Contig005807-processed-gene-2.78-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.78&CDS=1-1590	YPR137W
1388	OG0001388	snap_masked-Contig005807-processed-gene-2.94-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.94&CDS=1-738	YNL151C
1389	OG0001389	genemark-Contig005807-processed-gene-2.27-mRNA-1_1&gene=genemark-Contig005807-processed-gene-2.27&CDS=1-1623	YNL152W
1390	OG0001390	augustus_masked-Contig005807-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-2.139&CDS=1-1473	YNL330C
1391	OG0001391	maker-Contig005807-snap-gene-2.52-mRNA-1_1&gene=maker-Contig005807-snap-gene-2.52&CDS=1-2676	YPL227C
1392	OG0001392	snap_masked-Contig005807-processed-gene-2.97-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-2.97&CDS=1-1242	YLR174W
1393	OG0001393	snap_masked-Contig005807-processed-gene-3.41-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.41&CDS=1-1107	YCL055W
1394	OG0001394	augustus_masked-Contig005807-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-3.82&CDS=1-2928	YLR188W
1395	OG0001395	snap_masked-Contig005807-processed-gene-3.48-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.48&CDS=1-4806	YLR189C
1396	OG0001396	snap_masked-Contig005807-processed-gene-3.49-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.49&CDS=1-1383	YNL277W
1397	OG0001397	snap_masked-Contig005807-processed-gene-3.51-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.51&CDS=1-2937	YNL023C
1398	OG0001398	snap_masked-Contig005807-processed-gene-3.64-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.64&CDS=1-888	YOR004W
1399	OG0001399	snap_masked-Contig005807-processed-gene-3.53-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.53&CDS=1-1131	YER095W
1400	OG0001400	snap_masked-Contig005807-processed-gene-3.54-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.54&CDS=1-2991	YBL066C
1401	OG0001401	snap_masked-Contig005807-processed-gene-3.55-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.55&CDS=1-2793	YGL201C
1402	OG0001402	snap_masked-Contig005807-processed-gene-3.69-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.69&CDS=1-1548	YOL119C
1403	OG0001403	snap_masked-Contig005807-processed-gene-3.71-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.71&CDS=1-354	YHR116W
1404	OG0001404	snap_masked-Contig005807-processed-gene-3.58-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.58&CDS=1-1677	YPR088C
1405	OG0001405	snap_masked-Contig005807-processed-gene-3.72-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.72&CDS=1-690	YDR167W
1406	OG0001406	snap_masked-Contig005807-processed-gene-3.59-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.59&CDS=1-4095	YDR128W
1407	OG0001407	augustus_masked-Contig005807-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-3.111&CDS=1-1035	YLR100W
1408	OG0001408	augustus_masked-Contig005807-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-3.112&CDS=1-3576	YNL237W
1409	OG0001409	snap_masked-Contig005807-processed-gene-3.61-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.61&CDS=1-2655	YNL238W
1410	OG0001410	snap_masked-Contig005807-processed-gene-3.62-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.62&CDS=1-2172	YNL272C
1411	OG0001411	snap_masked-Contig005807-processed-gene-3.63-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-3.63&CDS=1-5499	YNL271C
1412	OG0001412	snap_masked-Contig005807-processed-gene-4.35-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.35&CDS=1-3609	YLR067C
1413	OG0001413	snap_masked-Contig005807-processed-gene-4.37-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.37&CDS=1-555	YLR066W
1414	OG0001414	snap_masked-Contig005807-processed-gene-4.43-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.43&CDS=1-3777	YDR097C
1415	OG0001415	augustus_masked-Contig005807-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-4.26&CDS=1-3711	YBR023C
1416	OG0001416	snap_masked-Contig005807-processed-gene-4.47-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.47&CDS=1-2313	YLR069C
1417	OG0001417	maker-Contig005807-augustus-gene-4.118-mRNA-1_1&gene=maker-Contig005807-augustus-gene-4.118&CDS=1-7692	YNL247W
1418	OG0001418	maker-Contig005807-snap-gene-4.129-mRNA-1_1&gene=maker-Contig005807-snap-gene-4.129&CDS=1-3045	YLR336C
1419	OG0001419	snap_masked-Contig005807-processed-gene-4.51-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.51&CDS=1-1104	YGR028W
1420	OG0001420	snap_masked-Contig005807-processed-gene-4.52-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.52&CDS=1-2559	YMR302C
1421	OG0001421	snap_masked-Contig005807-processed-gene-4.72-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.72&CDS=1-1482	YPL020C
1422	OG0001422	snap_masked-Contig005807-processed-gene-4.55-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.55&CDS=1-1089	YPL011C
1423	OG0001423	snap_masked-Contig005807-processed-gene-4.56-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.56&CDS=1-2355	YBR163W
1424	OG0001424	maker-Contig005807-snap-gene-4.126-mRNA-1_1&gene=maker-Contig005807-snap-gene-4.126&CDS=1-1398	YNR001C
1425	OG0001425	maker-Contig005807-snap-gene-4.125-mRNA-1_1&gene=maker-Contig005807-snap-gene-4.125&CDS=1-2985	YPL040C
1426	OG0001426	maker-Contig005807-augustus-gene-4.122-mRNA-1_1&gene=maker-Contig005807-augustus-gene-4.122&CDS=1-1806	YER068W
1427	OG0001427	augustus_masked-Contig005807-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-4.21&CDS=1-363	YMR123W
1428	OG0001428	snap_masked-Contig005807-processed-gene-4.60-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-4.60&CDS=1-765	YOR258W
1429	OG0001429	snap_masked-Contig005807-processed-gene-5.4-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.4&CDS=1-867	YIR025W
1430	OG0001430	augustus_masked-Contig005807-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-5.127&CDS=1-3018	YNL119W
1431	OG0001431	snap_masked-Contig005807-processed-gene-5.0-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.0&CDS=1-1845	YMR092C
1432	OG0001432	snap_masked-Contig005807-processed-gene-5.1-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.1&CDS=1-1833	YMR106C
1433	OG0001433	augustus_masked-Contig005807-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-5.128&CDS=1-1110	YMR097C
1434	OG0001434	augustus_masked-Contig005807-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-5.124&CDS=1-861	YKL110C
1435	OG0001435	snap_masked-Contig005807-processed-gene-5.7-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.7&CDS=1-741	YKL099C
1436	OG0001436	snap_masked-Contig005807-processed-gene-5.3-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.3&CDS=1-1731	YMR098C
1437	OG0001437	snap_masked-Contig005807-processed-gene-5.8-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.8&CDS=1-1011	YKL108W
1438	OG0001438	snap_masked-Contig005807-processed-gene-5.30-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.30&CDS=1-1071	YKR023W
1439	OG0001439	genemark-Contig005807-processed-gene-5.77-mRNA-1_1&gene=genemark-Contig005807-processed-gene-5.77&CDS=1-1986	YJL106W
1440	OG0001440	snap_masked-Contig005807-processed-gene-5.11-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.11&CDS=1-1011	YPR147C
1441	OG0001441	snap_masked-Contig005807-processed-gene-5.16-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.16&CDS=1-1935	YNL227C
1442	OG0001442	snap_masked-Contig005807-processed-gene-5.31-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.31&CDS=1-2136	YNL224C
1443	OG0001443	snap_masked-Contig005807-processed-gene-5.17-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.17&CDS=1-1269	YNL223W
1444	OG0001444	maker-Contig005807-augustus-gene-5.59-mRNA-1_1&gene=maker-Contig005807-augustus-gene-5.59&CDS=1-3849	YNL222W
1445	OG0001445	augustus_masked-Contig005807-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-5.153&CDS=1-1548	YOL033W
1446	OG0001446	snap_masked-Contig005807-processed-gene-5.20-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.20&CDS=1-2544	YLR309C
1447	OG0001447	snap_masked-Contig005807-processed-gene-5.21-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.21&CDS=1-810	YGL050W
1448	OG0001448	snap_masked-Contig005807-processed-gene-5.22-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.22&CDS=1-1701	YLL018C
1449	OG0001449	snap_masked-Contig005807-processed-gene-5.23-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.23&CDS=1-1005	YGR163W
1450	OG0001450	snap_masked-Contig005807-processed-gene-5.35-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.35&CDS=1-2280	YNL221C
