	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034606_Priceomyces_medius
1940	OG0001940	YJL201W	augustus_masked-flattened_line_14-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.58&CDS=1-1602
1941	OG0001941	YJL204C	genemark-flattened_line_0-processed-gene-12.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.86&CDS=1-2403
1942	OG0001942	YJL207C	genemark-flattened_line_6-processed-gene-3.23-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.23&CDS=1-6447
1943	OG0001943	YJL208C	genemark-flattened_line_12-processed-gene-5.143-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.143&CDS=1-981
1944	OG0001944	YJL210W	genemark-flattened_line_10-processed-gene-3.154-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.154&CDS=1-1188
1945	OG0001945	YJR001W	genemark-flattened_line_22-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.19&CDS=1-1791
1946	OG0001946	YJR002W	genemark-flattened_line_22-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.34&CDS=1-1890
1947	OG0001947	YJR003C	genemark-flattened_line_10-processed-gene-3.141-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.141&CDS=1-1485
1948	OG0001948	YJR004C	snap_masked-flattened_line_4-processed-gene-6.71-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.71&CDS=1-2388
1949	OG0001949	YJR005W	augustus_masked-flattened_line_2-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.36&CDS=1-3159
1950	OG0001950	YJR006W	genemark-flattened_line_18-processed-gene-2.1-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.1&CDS=1-1431
1951	OG0001951	YJR007W	genemark-flattened_line_2-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.119&CDS=1-888
1952	OG0001952	YJR010W	genemark-flattened_line_2-processed-gene-7.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.13&CDS=1-1602
1953	OG0001953	YJR012C	genemark-flattened_line_26-processed-gene-1.260-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.260&CDS=1-480
1954	OG0001954	YJR016C	genemark-flattened_line_4-processed-gene-3.87-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.87&CDS=1-1752
1955	OG0001955	YJR019C	maker-flattened_line_30-snap-gene-1.68-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.68&CDS=1-2907
1956	OG0001956	YJR024C	genemark-flattened_line_20-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.87&CDS=1-804
1957	OG0001957	YJR025C	genemark-flattened_line_18-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.111&CDS=1-510
1958	OG0001958	YJR032W	genemark-flattened_line_0-processed-gene-5.140-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.140&CDS=1-1131
1959	OG0001959	YJR033C	genemark-flattened_line_0-processed-gene-6.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.86&CDS=1-4155
1960	OG0001960	YJR034W	genemark-flattened_line_0-processed-gene-6.109-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.109&CDS=1-348
1961	OG0001961	YJR035W	snap_masked-flattened_line_30-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.116&CDS=1-4137
1962	OG0001962	YJR036C	genemark-flattened_line_0-processed-gene-10.87-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.87&CDS=1-2706
1963	OG0001963	YJR040W	genemark-flattened_line_0-processed-gene-10.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.82&CDS=1-2316
1964	OG0001964	YJR041C	snap_masked-flattened_line_0-processed-gene-10.40-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.40&CDS=1-3468
1965	OG0001965	YJR042W	augustus_masked-flattened_line_0-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.4&CDS=1-2280
1966	OG0001966	YJR044C	genemark-flattened_line_0-processed-gene-5.130-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.130&CDS=1-420
1967	OG0001967	YJR052W	genemark-flattened_line_14-processed-gene-4.168-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.168&CDS=1-1902
1968	OG0001968	YJR053W	snap_masked-flattened_line_0-processed-gene-3.130-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.130&CDS=1-1713
1969	OG0001969	YJR055W	genemark-flattened_line_8-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.114&CDS=1-555
1970	OG0001970	YJR056C	genemark-flattened_line_8-processed-gene-8.279-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.279&CDS=1-747
1971	OG0001971	YJR057W	genemark-flattened_line_4-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.23&CDS=1-660
1972	OG0001972	YJR058C	snap_masked-flattened_line_4-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.100&CDS=1-210
1973	OG0001973	YJR060W	genemark-flattened_line_14-processed-gene-4.194-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.194&CDS=1-756
1974	OG0001974	YJR062C	genemark-flattened_line_14-processed-gene-4.180-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.180&CDS=1-1059
1975	OG0001975	YJR063W	genemark-flattened_line_8-processed-gene-4.60-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.60&CDS=1-369
1976	OG0001976	YJR064W	genemark-flattened_line_8-processed-gene-4.61-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.61&CDS=1-1650
1977	OG0001977	YJR068W	genemark-flattened_line_8-processed-gene-7.129-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.129&CDS=1-1092
1978	OG0001978	YJR069C	genemark-flattened_line_20-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.34&CDS=1-591
1979	OG0001979	YJR070C	genemark-flattened_line_8-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.81&CDS=1-954
1980	OG0001980	YJR072C	genemark-flattened_line_8-processed-gene-7.123-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.123&CDS=1-1149
1981	OG0001981	YJR073C	genemark-flattened_line_8-processed-gene-8.252-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.252&CDS=1-630
1982	OG0001982	YJR074W	augustus_masked-flattened_line_8-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.108&CDS=1-540
1983	OG0001983	YJR075W	genemark-flattened_line_8-processed-gene-8.255-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.255&CDS=1-1230
1984	OG0001984	YJR076C	genemark-flattened_line_12-processed-gene-5.125-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.125&CDS=1-1206
1985	OG0001985	YJR077C	genemark-flattened_line_4-processed-gene-8.81-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-8.81&CDS=1-918
1986	OG0001986	YJR078W	genemark-flattened_line_16-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.20&CDS=1-1359
1987	OG0001987	YJR080C	genemark-flattened_line_0-processed-gene-8.22-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.22&CDS=1-1185
1988	OG0001988	YJR082C	genemark-flattened_line_16-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.97&CDS=1-444
1989	OG0001989	YJR084W	genemark-flattened_line_4-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.147&CDS=1-1332
1990	OG0001990	YJR085C	genemark-flattened_line_18-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.116&CDS=1-321
1991	OG0001991	YJR088C	genemark-flattened_line_4-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.149&CDS=1-912
1992	OG0001992	YJR090C	genemark-flattened_line_4-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.122&CDS=1-2097
1993	OG0001993	YJR092W	augustus_masked-flattened_line_4-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.16&CDS=1-5682
1994	OG0001994	YJR095W	genemark-flattened_line_4-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.130&CDS=1-933
1995	OG0001995	YJR096W	genemark-flattened_line_0-processed-gene-11.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.111&CDS=1-849
1996	OG0001996	YJR097W	snap_masked-flattened_line_0-processed-gene-13.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.70&CDS=1-537
1997	OG0001997	YJR098C	genemark-flattened_line_0-processed-gene-13.155-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.155&CDS=1-2082
1998	OG0001998	YJR099W	genemark-flattened_line_16-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.31&CDS=1-714
1999	OG0001999	YJR100C	augustus_masked-flattened_line_10-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.25&CDS=1-1038
2000	OG0002000	YJR102C	genemark-flattened_line_4-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.124&CDS=1-579
2001	OG0002001	YJR104C	genemark-flattened_line_26-processed-gene-1.224-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.224&CDS=1-462
2002	OG0002002	YJR105W	genemark-flattened_line_2-processed-gene-6.36-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.36&CDS=1-1044
2003	OG0002003	YJR107W	maker-flattened_line_14-augustus-gene-3.149-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-3.149&CDS=1-1842
2004	OG0002004	YJR109C	genemark-flattened_line_10-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.7&CDS=1-3450
2005	OG0002005	YJR110W	maker-flattened_line_4-snap-gene-9.2-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-9.2&CDS=1-4269
2006	OG0002006	YJR111C	genemark-flattened_line_4-processed-gene-9.18-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.18&CDS=1-1017
2007	OG0002007	YJR112W	genemark-flattened_line_10-processed-gene-4.6-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.6&CDS=1-603
2008	OG0002008	YJR113C	genemark-flattened_line_4-processed-gene-3.60-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.60&CDS=1-705
2009	OG0002009	YJR117W	genemark-flattened_line_6-processed-gene-4.27-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.27&CDS=1-1350
2010	OG0002010	YJR118C	genemark-flattened_line_2-processed-gene-6.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.38&CDS=1-498
2011	OG0002011	YJR119C	genemark-flattened_line_6-processed-gene-4.29-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.29&CDS=1-2445
2012	OG0002012	YJR121W	genemark-flattened_line_6-processed-gene-4.28-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.28&CDS=1-1509
2013	OG0002013	YJR122W	genemark-flattened_line_10-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.103&CDS=1-1413
2014	OG0002014	YJR123W	genemark-flattened_line_12-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.141&CDS=1-669
2015	OG0002015	YJR124C	augustus_masked-flattened_line_12-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.94&CDS=1-1362
2016	OG0002016	YJR125C	genemark-flattened_line_2-processed-gene-5.72-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.72&CDS=1-1347
2017	OG0002017	YJR126C	genemark-flattened_line_0-processed-gene-7.127-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.127&CDS=1-2424
2018	OG0002018	YJR129C	genemark-flattened_line_12-processed-gene-4.125-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.125&CDS=1-1029
2019	OG0002019	YJR131W	genemark-flattened_line_2-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.126&CDS=1-1860
2020	OG0002020	YJR133W	snap_masked-flattened_line_6-processed-gene-4.155-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.155&CDS=1-654
2021	OG0002021	YJR134C	genemark-flattened_line_6-processed-gene-4.51-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.51&CDS=1-2499
2022	OG0002022	YJR135W-A	augustus_masked-flattened_line_18-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.78&CDS=1-270
2023	OG0002023	YJR137C	genemark-flattened_line_6-processed-gene-4.24-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.24&CDS=1-4281
2024	OG0002024	YJR138W	augustus_masked-flattened_line_4-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.8&CDS=1-5055
2025	OG0002025	YJR139C	genemark-flattened_line_4-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.133&CDS=1-1074
2026	OG0002026	YJR140C	genemark-flattened_line_6-processed-gene-5.72-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.72&CDS=1-5889
2027	OG0002027	YJR141W	genemark-flattened_line_6-processed-gene-5.46-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.46&CDS=1-1086
2028	OG0002028	YJR142W	genemark-flattened_line_6-processed-gene-5.47-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.47&CDS=1-924
2029	OG0002029	YJR143C	genemark-flattened_line_6-processed-gene-5.50-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.50&CDS=1-2271
2030	OG0002030	YJR148W	genemark-flattened_line_2-processed-gene-5.56-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.56&CDS=1-1095
2031	OG0002031	YJR149W	genemark-flattened_line_0-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.39&CDS=1-1158
2032	OG0002032	YKL001C	genemark-flattened_line_6-processed-gene-5.75-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.75&CDS=1-600
2033	OG0002033	YKL002W	genemark-flattened_line_6-processed-gene-5.58-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.58&CDS=1-681
2034	OG0002034	YKL003C	genemark-flattened_line_6-processed-gene-5.59-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.59&CDS=1-363
2035	OG0002035	YKL004W	genemark-flattened_line_6-processed-gene-5.76-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.76&CDS=1-1515
2036	OG0002036	YKL007W	genemark-flattened_line_6-processed-gene-3.38-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.38&CDS=1-795
2037	OG0002037	YKL009W	genemark-flattened_line_6-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.29&CDS=1-714
2038	OG0002038	YKL010C	genemark-flattened_line_6-processed-gene-3.39-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.39&CDS=1-5004
2039	OG0002039	YKL011C	snap_masked-flattened_line_14-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.16&CDS=1-1026
2040	OG0002040	YKL013C	genemark-flattened_line_14-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.112&CDS=1-2433
2041	OG0002041	YKL014C	genemark-flattened_line_2-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.147&CDS=1-5406
2042	OG0002042	YKL015W	genemark-flattened_line_2-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.144&CDS=1-2829
2043	OG0002043	YKL016C	genemark-flattened_line_2-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.150&CDS=1-525
2044	OG0002044	YKL017C	genemark-flattened_line_2-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.146&CDS=1-2223
2045	OG0002045	YKL018W	genemark-flattened_line_2-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.55&CDS=1-1107
2046	OG0002046	YKL021C	augustus_masked-flattened_line_10-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.58&CDS=1-1287
2047	OG0002047	YKL022C	genemark-flattened_line_10-processed-gene-3.139-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.139&CDS=1-2073
2048	OG0002048	YKL024C	augustus_masked-flattened_line_4-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.116&CDS=1-6960
2049	OG0002049	YKL025C	snap_masked-flattened_line_4-processed-gene-2.27-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.27&CDS=1-2049
2050	OG0002050	YKL027W	maker-flattened_line_0-augustus-gene-3.2-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.2&CDS=1-2217
2051	OG0002051	YKL028W	genemark-flattened_line_0-processed-gene-9.28-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.28&CDS=1-1197
2052	OG0002052	YKL029C	augustus_masked-flattened_line_0-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.25&CDS=1-1887
2053	OG0002053	YKL033W	snap_masked-flattened_line_2-processed-gene-6.127-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.127&CDS=1-3609
2054	OG0002054	YKL034W	genemark-flattened_line_20-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.6&CDS=1-2331
2055	OG0002055	YKL035W	augustus_masked-flattened_line_18-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.22&CDS=1-1500
2056	OG0002056	YKL040C	genemark-flattened_line_2-processed-gene-10.205-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.205&CDS=1-762
2057	OG0002057	YKL041W	maker-flattened_line_0-augustus-gene-13.182-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-13.182&CDS=1-669
2058	OG0002058	YKL043W	genemark-flattened_line_32-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.99&CDS=1-1704
2059	OG0002059	YKL045W	genemark-flattened_line_8-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.130&CDS=1-1563
2060	OG0002060	YKL046C	genemark-flattened_line_2-processed-gene-8.49-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.49&CDS=1-1353
2061	OG0002061	YKL047W	genemark-flattened_line_14-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.105&CDS=1-1629
2062	OG0002062	YKL051W	genemark-flattened_line_8-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.134&CDS=1-1020
2063	OG0002063	YKL055C	genemark-flattened_line_6-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.95&CDS=1-756
2064	OG0002064	YKL056C	genemark-flattened_line_6-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.108&CDS=1-501
2065	OG0002065	YKL058W	augustus_masked-flattened_line_14-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.137&CDS=1-3792
2066	OG0002066	YKL059C	genemark-flattened_line_14-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.59&CDS=1-1404
2067	OG0002067	YKL060C	genemark-flattened_line_14-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.138&CDS=1-1080
2068	OG0002068	YKL064W	genemark-flattened_line_32-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.71&CDS=1-2808
2069	OG0002069	YKL067W	genemark-flattened_line_0-processed-gene-7.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.110&CDS=1-453
2070	OG0002070	YKL069W	genemark-flattened_line_6-processed-gene-3.9-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.9&CDS=1-522
2071	OG0002071	YKL070W	genemark-flattened_line_2-processed-gene-10.279-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.279&CDS=1-666
2072	OG0002072	YKL071W	genemark-flattened_line_8-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.94&CDS=1-738
2073	OG0002073	YKL073W	genemark-flattened_line_14-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.114&CDS=1-2787
2074	OG0002074	YKL074C	genemark-flattened_line_14-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.115&CDS=1-1725
2075	OG0002075	YKL077W	genemark-flattened_line_14-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.126&CDS=1-1317
2076	OG0002076	YKL078W	snap_masked-flattened_line_6-processed-gene-2.57-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.57&CDS=1-2940
2077	OG0002077	YKL080W	genemark-flattened_line_4-processed-gene-9.5-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.5&CDS=1-1113
2078	OG0002078	YKL082C	genemark-flattened_line_4-processed-gene-8.112-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-8.112&CDS=1-1260
2079	OG0002079	YKL084W	genemark-flattened_line_26-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.46&CDS=1-432
2080	OG0002080	YKL085W	genemark-flattened_line_8-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.121&CDS=1-996
2081	OG0002081	YKL086W	genemark-flattened_line_10-processed-gene-3.149-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.149&CDS=1-405
2082	OG0002082	YKL087C	genemark-flattened_line_26-processed-gene-1.216-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.216&CDS=1-762
2083	OG0002083	YKL088W	genemark-flattened_line_14-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.141&CDS=1-1611
2084	OG0002084	YKL089W	augustus_masked-flattened_line_6-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.94&CDS=1-3882
2085	OG0002085	YKL092C	genemark-flattened_line_0-processed-gene-11.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.132&CDS=1-3465
2086	OG0002086	YKL094W	genemark-flattened_line_10-processed-gene-5.131-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.131&CDS=1-909
2087	OG0002087	YKL095W	genemark-flattened_line_14-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.127&CDS=1-987
2088	OG0002088	YKL099C	genemark-flattened_line_0-processed-gene-14.187-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.187&CDS=1-744
2089	OG0002089	YKL100C	genemark-flattened_line_6-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.8&CDS=1-1779
2090	OG0002090	YKL104C	genemark-flattened_line_4-processed-gene-6.43-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.43&CDS=1-2088
2091	OG0002091	YKL110C	genemark-flattened_line_0-processed-gene-14.226-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.226&CDS=1-876
2092	OG0002092	YKL113C	genemark-flattened_line_0-processed-gene-7.134-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.134&CDS=1-1134
2093	OG0002093	YKL114C	maker-flattened_line_0-augustus-gene-7.164-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.164&CDS=1-1134
2094	OG0002094	YKL116C	genemark-flattened_line_6-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.79&CDS=1-1632
2095	OG0002095	YKL117W	genemark-flattened_line_6-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.14&CDS=1-699
2096	OG0002096	YKL119C	augustus_masked-flattened_line_20-processed-gene-2.291-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.291&CDS=1-678
2097	OG0002097	YKL120W	maker-flattened_line_22-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.3&CDS=1-3483
2098	OG0002098	YKL125W	maker-flattened_line_22-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.7&CDS=1-2001
2099	OG0002099	YKL134C	genemark-flattened_line_20-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.34&CDS=1-2331
2100	OG0002100	YKL135C	genemark-flattened_line_0-processed-gene-8.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.68&CDS=1-2214
2101	OG0002101	YKL137W	genemark-flattened_line_14-processed-gene-4.173-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.173&CDS=1-351
2102	OG0002102	YKL138C	genemark-flattened_line_14-processed-gene-4.172-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.172&CDS=1-336
2103	OG0002103	YKL139W	genemark-flattened_line_4-processed-gene-6.42-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.42&CDS=1-1782
2104	OG0002104	YKL140W	genemark-flattened_line_0-processed-gene-13.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.126&CDS=1-1518
2105	OG0002105	YKL144C	genemark-flattened_line_38-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.24&CDS=1-576
2106	OG0002106	YKL145W	genemark-flattened_line_38-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.7&CDS=1-1341
2107	OG0002107	YKL150W	maker-flattened_line_12-augustus-gene-2.57-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.57&CDS=1-2184
2108	OG0002108	YKL151C	augustus_masked-flattened_line_12-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.107&CDS=1-1080
2109	OG0002109	YKL152C	maker-flattened_line_6-augustus-gene-2.98-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.98&CDS=1-1416
2110	OG0002110	YKL154W	genemark-flattened_line_24-processed-gene-1.225-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.225&CDS=1-843
2111	OG0002111	YKL155C	genemark-flattened_line_46-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.45&CDS=1-2373
2112	OG0002112	YKL159C	genemark-flattened_line_6-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.102&CDS=1-729
