	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
1812	OG0001812	YIR012W	genemark-flattened_line_8-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.65&CDS=1-1254
1813	OG0001813	YIR015W	genemark-flattened_line_44-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.73&CDS=1-486
1814	OG0001814	YIR022W	genemark-flattened_line_90-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.70&CDS=1-549
1815	OG0001815	YIR023W	genemark-flattened_line_46-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.130&CDS=1-2889
1816	OG0001816	YIR026C	augustus_masked-flattened_line_36-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.49&CDS=1-1041
1817	OG0001817	YIR027C	genemark-flattened_line_80-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.3&CDS=1-1602
1818	OG0001818	YIR029W	augustus_masked-flattened_line_96-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.37&CDS=1-4815
1819	OG0001819	YIR030C	genemark-flattened_line_22-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.96&CDS=1-693
1820	OG0001820	YIR032C	genemark-flattened_line_18-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.15&CDS=1-618
1821	OG0001821	YIR034C	genemark-flattened_line_52-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.20&CDS=1-1101
1822	OG0001822	YIR035C	genemark-flattened_line_22-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.57&CDS=1-762
1823	OG0001823	YIR037W	genemark-flattened_line_28-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.141&CDS=1-483
1824	OG0001824	YJL001W	genemark-flattened_line_34-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.71&CDS=1-648
1825	OG0001825	YJL002C	genemark-flattened_line_16-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.126&CDS=1-1413
1826	OG0001826	YJL003W	maker-flattened_line_271-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_271-snap-gene-0.8&CDS=1-816
1827	OG0001827	YJL004C	genemark-flattened_line_2-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.47&CDS=1-588
1828	OG0001828	YJL005W	snap_masked-flattened_line_24-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.78&CDS=1-5703
1829	OG0001829	YJL006C	genemark-flattened_line_16-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.34&CDS=1-1332
1830	OG0001830	YJL008C	genemark-flattened_line_4-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.142&CDS=1-1665
1831	OG0001831	YJL010C	genemark-flattened_line_24-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.96&CDS=1-2100
1832	OG0001832	YJL011C	genemark-flattened_line_4-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.141&CDS=1-567
1833	OG0001833	YJL012C	genemark-flattened_line_20-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.84&CDS=1-2133
1834	OG0001834	YJL014W	augustus_masked-flattened_line_48-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.59&CDS=1-1584
1835	OG0001835	YJL024C	genemark-flattened_line_84-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.0&CDS=1-531
1836	OG0001836	YJL025W	augustus_masked-flattened_line_48-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.22&CDS=1-1494
1837	OG0001837	YJL026W	genemark-flattened_line_2-processed-gene-4.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.29&CDS=1-1209
1838	OG0001838	YJL029C	genemark-flattened_line_4-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.0&CDS=1-2556
1839	OG0001839	YJL030W	genemark-flattened_line_16-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.33&CDS=1-651
1840	OG0001840	YJL031C	genemark-flattened_line_16-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.8&CDS=1-996
1841	OG0001841	YJL033W	genemark-flattened_line_4-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.92&CDS=1-2292
1842	OG0001842	YJL034W	genemark-flattened_line_64-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.61&CDS=1-1995
1843	OG0001843	YJL035C	genemark-flattened_line_6-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.53&CDS=1-699
1844	OG0001844	YJL036W	genemark-flattened_line_6-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.70&CDS=1-1908
1845	OG0001845	YJL039C	augustus_masked-flattened_line_70-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.80&CDS=1-5379
1846	OG0001846	YJL041W	genemark-flattened_line_32-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.94&CDS=1-2259
1847	OG0001847	YJL042W	genemark-flattened_line_90-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.65&CDS=1-3861
1848	OG0001848	YJL046W	augustus_masked-flattened_line_76-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.64&CDS=1-1695
1849	OG0001849	YJL049W	genemark-flattened_line_54-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.40&CDS=1-1317
1850	OG0001850	YJL050W	genemark-flattened_line_54-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.41&CDS=1-3213
1851	OG0001851	YJL053W	genemark-flattened_line_10-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.34&CDS=1-936
1852	OG0001852	YJL054W	genemark-flattened_line_4-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.97&CDS=1-1362
1853	OG0001853	YJL057C	augustus_masked-flattened_line_10-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.22&CDS=1-1770
1854	OG0001854	YJL059W	genemark-flattened_line_74-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.156&CDS=1-1248
1855	OG0001855	YJL060W	genemark-flattened_line_30-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.63&CDS=1-1275
1856	OG0001856	YJL062W	genemark-flattened_line_52-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.51&CDS=1-2571
1857	OG0001857	YJL062W-A	genemark-flattened_line_118-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.19&CDS=1-276
1858	OG0001858	YJL063C	genemark-flattened_line_0-processed-gene-3.147-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.147&CDS=1-663
1859	OG0001859	YJL065C	genemark-flattened_line_30-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.76&CDS=1-495
1860	OG0001860	YJL066C	genemark-flattened_line_0-processed-gene-6.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.91&CDS=1-1020
1861	OG0001861	YJL068C	genemark-flattened_line_0-processed-gene-6.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.161&CDS=1-876
1862	OG0001862	YJL069C	genemark-flattened_line_118-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.16&CDS=1-1788
1863	OG0001863	YJL071W	genemark-flattened_line_12-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.60&CDS=1-1833
1864	OG0001864	YJL072C	genemark-flattened_line_12-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.77&CDS=1-657
1865	OG0001865	YJL074C	maker-flattened_line_32-snap-gene-1.217-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.217&CDS=1-4719
1866	OG0001866	YJL080C	genemark-flattened_line_34-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.95&CDS=1-3075
1867	OG0001867	YJL081C	genemark-flattened_line_126-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.19&CDS=1-1497
1868	OG0001868	YJL084C	snap_masked-flattened_line_76-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.34&CDS=1-2655
1869	OG0001869	YJL085W	genemark-flattened_line_76-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.112&CDS=1-1812
1870	OG0001870	YJL087C	genemark-flattened_line_4-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.137&CDS=1-2457
1871	OG0001871	YJL088W	snap_masked-flattened_line_2-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.113&CDS=1-960
1872	OG0001872	YJL091C	genemark-flattened_line_94-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.1&CDS=1-1521
1873	OG0001873	YJL092W	genemark-flattened_line_18-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.48&CDS=1-2460
1874	OG0001874	YJL093C	genemark-flattened_line_38-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.60&CDS=1-2157
1875	OG0001875	YJL095W	augustus_masked-flattened_line_12-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.9&CDS=1-5034
1876	OG0001876	YJL097W	genemark-flattened_line_12-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.50&CDS=1-702
1877	OG0001877	YJL101C	genemark-flattened_line_16-processed-gene-2.171-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.171&CDS=1-1959
1878	OG0001878	YJL102W	genemark-flattened_line_0-processed-gene-6.105-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.105&CDS=1-2586
1879	OG0001879	YJL104W	genemark-flattened_line_26-processed-gene-1.207-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.207&CDS=1-405
1880	OG0001880	YJL106W	genemark-flattened_line_26-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.158&CDS=1-2007
1881	OG0001881	YJL109C	augustus_masked-flattened_line_8-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.57&CDS=1-5355
1882	OG0001882	YJL111W	genemark-flattened_line_18-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.42&CDS=1-1650
1883	OG0001883	YJL112W	genemark-flattened_line_18-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.41&CDS=1-1932
1884	OG0001884	YJL115W	maker-flattened_line_22-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.0&CDS=1-2991
1885	OG0001885	YJL117W	genemark-flattened_line_68-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.107&CDS=1-867
1886	OG0001886	YJL121C	genemark-flattened_line_44-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.99&CDS=1-702
1887	OG0001887	YJL123C	genemark-flattened_line_12-processed-gene-3.97-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.97&CDS=1-1329
1888	OG0001888	YJL125C	genemark-flattened_line_44-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.71&CDS=1-1095
1889	OG0001889	YJL126W	augustus_masked-flattened_line_12-processed-gene-3.201-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.201&CDS=1-1362
1890	OG0001890	YJL127C	genemark-flattened_line_32-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.107&CDS=1-1602
1891	OG0001891	YJL127C-B	genemark-flattened_line_40-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.84&CDS=1-165
1892	OG0001892	YJL128C	genemark-flattened_line_12-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.122&CDS=1-2058
1893	OG0001893	YJL130C	augustus_masked-flattened_line_20-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.90&CDS=1-6705
1894	OG0001894	YJL131C	genemark-flattened_line_40-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.109&CDS=1-894
1895	OG0001895	YJL132W	genemark-flattened_line_26-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.8&CDS=1-2229
1896	OG0001896	YJL140W	genemark-flattened_line_34-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.21&CDS=1-567
1897	OG0001897	YJL145W	maker-flattened_line_2-augustus-gene-2.155-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.155&CDS=1-4200
1898	OG0001898	YJL148W	genemark-flattened_line_8-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.39&CDS=1-657
1899	OG0001899	YJL153C	genemark-flattened_line_2-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.13&CDS=1-1575
1900	OG0001900	YJL154C	genemark-flattened_line_38-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.70&CDS=1-2514
1901	OG0001901	YJL155C	genemark-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.10&CDS=1-1359
1902	OG0001902	YJL156C	genemark-flattened_line_78-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.11&CDS=1-2538
1903	OG0001903	YJL157C	genemark-flattened_line_22-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.126&CDS=1-2847
1904	OG0001904	YJL163C	genemark-flattened_line_20-processed-gene-2.180-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.180&CDS=1-1605
1905	OG0001905	YJL166W	genemark-flattened_line_104-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.47&CDS=1-279
1906	OG0001906	YJL167W	genemark-flattened_line_34-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.46&CDS=1-1053
1907	OG0001907	YJL168C	genemark-flattened_line_34-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.12&CDS=1-2274
1908	OG0001908	YJL171C	genemark-flattened_line_64-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.110&CDS=1-1281
1909	OG0001909	YJL174W	genemark-flattened_line_28-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.66&CDS=1-804
1910	OG0001910	YJL176C	augustus_masked-flattened_line_8-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.17&CDS=1-2631
1911	OG0001911	YJL178C	genemark-flattened_line_34-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.24&CDS=1-792
1912	OG0001912	YJL180C	genemark-flattened_line_12-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.94&CDS=1-1041
1913	OG0001913	YJL183W	genemark-flattened_line_34-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.25&CDS=1-1287
1914	OG0001914	YJL184W	genemark-flattened_line_34-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.61&CDS=1-324
1915	OG0001915	YJL187C	genemark-flattened_line_116-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.13&CDS=1-2904
1916	OG0001916	YJL189W	genemark-flattened_line_0-processed-gene-4.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.76&CDS=1-153
1917	OG0001917	YJL190C	genemark-flattened_line_0-processed-gene-4.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.55&CDS=1-390
1918	OG0001918	YJL193W	genemark-flattened_line_0-processed-gene-4.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.66&CDS=1-1278
1919	OG0001919	YJL194W	genemark-flattened_line_32-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.125&CDS=1-1653
1920	OG0001920	YJL197W	genemark-flattened_line_0-processed-gene-4.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.67&CDS=1-3753
1921	OG0001921	YJL200C	augustus_masked-flattened_line_10-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.62&CDS=1-2385
1922	OG0001922	YJL201W	genemark-flattened_line_14-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.72&CDS=1-1761
1923	OG0001923	YJL203W	genemark-flattened_line_12-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.62&CDS=1-1425
1924	OG0001924	YJL207C	genemark-flattened_line_10-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.62&CDS=1-6801
1925	OG0001925	YJL208C	genemark-flattened_line_14-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.92&CDS=1-1023
1926	OG0001926	YJL213W	genemark-flattened_line_28-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.78&CDS=1-1353
1927	OG0001927	YJL218W	genemark-flattened_line_56-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.37&CDS=1-672
1928	OG0001928	YJR002W	genemark-flattened_line_4-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.20&CDS=1-1638
1929	OG0001929	YJR006W	augustus_masked-flattened_line_68-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.132&CDS=1-2694
1930	OG0001930	YJR007W	genemark-flattened_line_14-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.25&CDS=1-909
1931	OG0001931	YJR010W	augustus_masked-flattened_line_60-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.42&CDS=1-4482
1932	OG0001932	YJR013W	genemark-flattened_line_0-processed-gene-4.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.57&CDS=1-1230
1933	OG0001933	YJR016C	genemark-flattened_line_16-processed-gene-2.173-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.173&CDS=1-1770
1934	OG0001934	YJR017C	genemark-flattened_line_36-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.8&CDS=1-510
1935	OG0001935	YJR019C	genemark-flattened_line_28-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.127&CDS=1-1029
1936	OG0001936	YJR024C	genemark-flattened_line_42-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.38&CDS=1-738
1937	OG0001937	YJR025C	genemark-flattened_line_12-processed-gene-3.86-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.86&CDS=1-405
1938	OG0001938	YJR032W	genemark-flattened_line_2-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.46&CDS=1-1170
1939	OG0001939	YJR033C	genemark-flattened_line_2-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.45&CDS=1-4260
1940	OG0001940	YJR034W	genemark-flattened_line_2-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.25&CDS=1-324
1941	OG0001941	YJR035W	genemark-flattened_line_2-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.26&CDS=1-3399
1942	OG0001942	YJR036C	genemark-flattened_line_64-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.93&CDS=1-2772
1943	OG0001943	YJR040W	maker-flattened_line_46-augustus-gene-0.186-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.186&CDS=1-5097
1944	OG0001944	YJR041C	snap_masked-flattened_line_46-processed-gene-0.229-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.229&CDS=1-3516
1945	OG0001945	YJR042W	genemark-flattened_line_46-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.167&CDS=1-2268
1946	OG0001946	YJR044C	genemark-flattened_line_0-processed-gene-6.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.94&CDS=1-417
1947	OG0001947	YJR045C	genemark-flattened_line_0-processed-gene-6.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.93&CDS=1-3774
1948	OG0001948	YJR047C	augustus_masked-flattened_line_68-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.149&CDS=1-471
1949	OG0001949	YJR049C	genemark-flattened_line_6-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.112&CDS=1-1959
1950	OG0001950	YJR050W	genemark-flattened_line_6-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.94&CDS=1-765
1951	OG0001951	YJR052W	genemark-flattened_line_24-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.133&CDS=1-1731
1952	OG0001952	YJR053W	genemark-flattened_line_8-processed-gene-4.13-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.13&CDS=1-1815
1953	OG0001953	YJR056C	genemark-flattened_line_12-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.120&CDS=1-966
1954	OG0001954	YJR057W	genemark-flattened_line_50-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.19&CDS=1-618
1955	OG0001955	YJR058C	genemark-flattened_line_68-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.78&CDS=1-432
1956	OG0001956	YJR060W	genemark-flattened_line_34-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.45&CDS=1-732
1957	OG0001957	YJR062C	genemark-flattened_line_34-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.8&CDS=1-1002
1958	OG0001958	YJR063W	genemark-flattened_line_30-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.73&CDS=1-369
1959	OG0001959	YJR064W	genemark-flattened_line_30-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.96&CDS=1-1671
1960	OG0001960	YJR065C	genemark-flattened_line_64-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.64&CDS=1-1311
1961	OG0001961	YJR068W	genemark-flattened_line_30-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.98&CDS=1-1158
1962	OG0001962	YJR069C	genemark-flattened_line_28-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.108&CDS=1-585
1963	OG0001963	YJR070C	genemark-flattened_line_30-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.97&CDS=1-930
1964	OG0001964	YJR072C	genemark-flattened_line_0-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.70&CDS=1-1179
1965	OG0001965	YJR073C	genemark-flattened_line_20-processed-gene-2.176-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.176&CDS=1-630
1966	OG0001966	YJR074W	genemark-flattened_line_22-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.123&CDS=1-591
1967	OG0001967	YJR075W	genemark-flattened_line_36-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.6&CDS=1-1206
1968	OG0001968	YJR077C	genemark-flattened_line_54-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.39&CDS=1-930
1969	OG0001969	YJR078W	genemark-flattened_line_16-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.82&CDS=1-1428
1970	OG0001970	YJR085C	genemark-flattened_line_40-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.115&CDS=1-309
1971	OG0001971	YJR086W	genemark-flattened_line_10-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.103&CDS=1-315
1972	OG0001972	YJR088C	genemark-flattened_line_10-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.125&CDS=1-990
1973	OG0001973	YJR090C	genemark-flattened_line_10-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.105&CDS=1-2298
1974	OG0001974	YJR092W	genemark-flattened_line_10-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.108&CDS=1-4203
1975	OG0001975	YJR093C	augustus_masked-flattened_line_10-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.86&CDS=1-1434
1976	OG0001976	YJR095W	genemark-flattened_line_22-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.122&CDS=1-963
1977	OG0001977	YJR096W	genemark-flattened_line_0-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.81&CDS=1-843
1978	OG0001978	YJR097W	genemark-flattened_line_18-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.67&CDS=1-510
1979	OG0001979	YJR098C	genemark-flattened_line_18-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.27&CDS=1-1812
1980	OG0001980	YJR099W	genemark-flattened_line_44-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.11&CDS=1-744
1981	OG0001981	YJR100C	genemark-flattened_line_14-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.36&CDS=1-1005
1982	OG0001982	YJR101W	genemark-flattened_line_14-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.14&CDS=1-759
1983	OG0001983	YJR102C	genemark-flattened_line_14-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.15&CDS=1-636
1984	OG0001984	YJR104C	genemark-flattened_line_14-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.13&CDS=1-462
