	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
2703	OG0002703	YNL072W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.52&CDS=1-948
2704	OG0002704	YNL075W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.47&CDS=1-849
2705	OG0002705	YNL076W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.97&CDS=1-2712
2706	OG0002706	YNL082W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.5&CDS=1-2751
2707	OG0002707	YNL083W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.125&CDS=1-1545
2708	OG0002708	YNL084C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.69&CDS=1-1146
2709	OG0002709	YNL085W	snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.49&CDS=1-2238
2710	OG0002710	YNL088W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.29&CDS=1-4263
2711	OG0002711	YNL091W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.1&CDS=1-3108
2712	OG0002712	YNL092W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.6&CDS=1-1218
2713	OG0002713	YNL094W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.32&CDS=1-1911
2714	OG0002714	YNL097C	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-1.3&CDS=1-2013
2715	OG0002715	YNL099C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.99&CDS=1-621
2716	OG0002716	YNL101W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.98&CDS=1-1950
2717	OG0002717	YNL102W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.77&CDS=1-4362
2718	OG0002718	YNL107W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.50&CDS=1-768
2719	OG0002719	YNL110C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.269-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.269&CDS=1-837
2720	OG0002720	YNL111C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.327-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.327&CDS=1-351
2721	OG0002721	YNL113W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.149&CDS=1-417
2722	OG0002722	YNL118C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.99&CDS=1-2562
2723	OG0002723	YNL119W	genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.16-mRNA-1_1&gene=genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.16&CDS=1-1083
2724	OG0002724	YNL123W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.68&CDS=1-2958
2725	OG0002725	YNL124W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.90&CDS=1-1689
2726	OG0002726	YNL127W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.94&CDS=1-2985
2727	OG0002727	YNL128W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.95&CDS=1-1185
2728	OG0002728	YNL129W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.91&CDS=1-729
2729	OG0002729	YNL131W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.74&CDS=1-435
2730	OG0002730	YNL132W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.72&CDS=1-3171
2731	OG0002731	YNL135C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.94&CDS=1-327
2732	OG0002732	YNL137C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.88&CDS=1-1434
2733	OG0002733	YNL138W	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-13.174-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-13.174&CDS=1-1560
2734	OG0002734	YNL139C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.122&CDS=1-4668
2735	OG0002735	YNL141W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.81&CDS=1-1068
2736	OG0002736	YNL142W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.86&CDS=1-1410
2737	OG0002737	YNL149C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.117&CDS=1-393
2738	OG0002738	YNL152W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.147&CDS=1-1257
2739	OG0002739	YNL153C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.16&CDS=1-387
2740	OG0002740	YNL155W	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.35-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.35&CDS=1-873
2741	OG0002741	YNL161W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.62&CDS=1-2058
2742	OG0002742	YNL163C	maker-NODE_33_length_5748_cov_22.7908_ID_65-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_33_length_5748_cov_22.7908_ID_65-augustus-gene-0.9&CDS=1-3468
2743	OG0002743	YNL168C	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.112&CDS=1-699
2744	OG0002744	YNL169C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.11&CDS=1-1701
2745	OG0002745	YNL172W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.16&CDS=1-4854
2746	OG0002746	YNL175C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.88&CDS=1-1092
2747	OG0002747	YNL177C	genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.28&CDS=1-882
2748	OG0002748	YNL178W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.34&CDS=1-717
2749	OG0002749	YNL181W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.97&CDS=1-1410
2750	OG0002750	YNL182C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.75&CDS=1-1341
2751	OG0002751	YNL185C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.124&CDS=1-447
2752	OG0002752	YNL186W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.141&CDS=1-2253
2753	OG0002753	YNL189W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.129&CDS=1-1629
2754	OG0002754	YNL191W	snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.6&CDS=1-1089
2755	OG0002755	YNL193W	snap_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.66&CDS=1-1365
2756	OG0002756	YNL200C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.71&CDS=1-705
2757	OG0002757	YNL201C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.49&CDS=1-2157
2758	OG0002758	YNL206C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.29&CDS=1-1230
2759	OG0002759	YNL207W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.34&CDS=1-1224
2760	OG0002760	YNL209W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.10&CDS=1-1839
2761	OG0002761	YNL212W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.296-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.296&CDS=1-2358
2762	OG0002762	YNL213C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.251-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.251&CDS=1-741
2763	OG0002763	YNL216W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.64&CDS=1-1929
2764	OG0002764	YNL217W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.114&CDS=1-1365
2765	OG0002765	YNL218W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.13&CDS=1-2628
2766	OG0002766	YNL219C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.35&CDS=1-2097
2767	OG0002767	YNL220W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.160&CDS=1-1284
2768	OG0002768	YNL221C	augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.27&CDS=1-2634
2769	OG0002769	YNL222W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.86&CDS=1-675
2770	OG0002770	YNL223W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.149&CDS=1-1767
2771	OG0002771	YNL224C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.128&CDS=1-1980
2772	OG0002772	YNL227C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.103&CDS=1-3405
2773	OG0002773	YNL229C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.65&CDS=1-2301
2774	OG0002774	YNL231C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.30&CDS=1-1137
2775	OG0002775	YNL232W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.246-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.246&CDS=1-738
2776	OG0002776	YNL233W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.32&CDS=1-3414
2777	OG0002777	YNL234W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.33&CDS=1-1065
2778	OG0002778	YNL236W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.34&CDS=1-3303
2779	OG0002779	YNL237W	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-10.97-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-10.97&CDS=1-3441
2780	OG0002780	YNL238W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.32&CDS=1-2415
2781	OG0002781	YNL240C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.34&CDS=1-1608
2782	OG0002782	YNL241C	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-10.96-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-10.96&CDS=1-2826
2783	OG0002783	YNL243W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.133&CDS=1-1386
2784	OG0002784	YNL244C	maker-NODE_11_length_460145_cov_17.0925_ID_21-augustus-gene-3.178-mRNA-1_1&gene=maker-NODE_11_length_460145_cov_17.0925_ID_21-augustus-gene-3.178&CDS=1-327
2785	OG0002785	YNL245C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.170&CDS=1-543
2786	OG0002786	YNL246W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.59&CDS=1-726
2787	OG0002787	YNL247W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.84&CDS=1-2277
2788	OG0002788	YNL248C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.132&CDS=1-1236
2789	OG0002789	YNL250W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.88&CDS=1-3903
2790	OG0002790	YNL252C	maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-4.56-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-4.56&CDS=1-3966
2791	OG0002791	YNL256W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.73&CDS=1-2400
2792	OG0002792	YNL259C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.92&CDS=1-222
2793	OG0002793	YNL260C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.85&CDS=1-543
2794	OG0002794	YNL261W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.108&CDS=1-1443
2795	OG0002795	YNL262W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.55&CDS=1-6708
2796	OG0002796	YNL263C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.73&CDS=1-987
2797	OG0002797	YNL265C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.65&CDS=1-711
2798	OG0002798	YNL267W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.20&CDS=1-3090
2799	OG0002799	YNL272C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.174-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.174&CDS=1-1470
2800	OG0002800	YNL273W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.148&CDS=1-3720
2801	OG0002801	YNL274C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.33&CDS=1-1101
2802	OG0002802	YNL275W	maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-1.135-mRNA-1_1&gene=maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-1.135&CDS=1-2667
2803	OG0002803	YNL277W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.126&CDS=1-1491
2804	OG0002804	YNL279W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.12&CDS=1-2268
2805	OG0002805	YNL280C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.67&CDS=1-1317
2806	OG0002806	YNL281W	maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-2.103-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-2.103&CDS=1-459
2807	OG0002807	YNL282W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.67&CDS=1-726
2808	OG0002808	YNL284C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.77&CDS=1-855
2809	OG0002809	YNL286W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.78&CDS=1-1113
2810	OG0002810	YNL287W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.9&CDS=1-2742
2811	OG0002811	YNL288W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.8&CDS=1-3063
2812	OG0002812	YNL290W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.126&CDS=1-984
2813	OG0002813	YNL291C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.104&CDS=1-1605
2814	OG0002814	YNL292W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.80&CDS=1-1122
2815	OG0002815	YNL294C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.36&CDS=1-1560
2816	OG0002816	YNL297C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.103&CDS=1-4965
2817	OG0002817	YNL306W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.43&CDS=1-690
2818	OG0002818	YNL307C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.20&CDS=1-1098
2819	OG0002819	YNL308C	snap_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-0.28&CDS=1-1626
2820	OG0002820	YNL310C	genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.79-mRNA-1_1&gene=genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.79&CDS=1-309
