	OrthologID	Kuraishia_capsulata	Saccharomyces_cerevisiae
1502	OG0001502	augustus_masked-HG793126-processed-gene-13.23-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-13.23&CDS=1-1527	YNL083W
1503	OG0001503	genemark-HG793126-processed-gene-13.115-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.115&CDS=1-1575	YIL142W
1504	OG0001504	genemark-HG793126-processed-gene-13.137-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.137&CDS=1-1140	YNL084C
1505	OG0001505	genemark-HG793126-processed-gene-13.139-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.139&CDS=1-1464	YFL018C
1506	OG0001506	genemark-HG793126-processed-gene-13.140-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.140&CDS=1-885	YGR031W
1507	OG0001507	genemark-HG793126-processed-gene-13.117-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.117&CDS=1-1155	YMR139W
1508	OG0001508	genemark-HG793126-processed-gene-13.118-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.118&CDS=1-1005	YGR144W
1509	OG0001509	genemark-HG793126-processed-gene-13.119-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.119&CDS=1-1266	YDL097C
1510	OG0001510	augustus_masked-HG793126-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-13.28&CDS=1-2370	YDL116W
1511	OG0001511	augustus_masked-HG793126-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-13.10&CDS=1-3210	YGR189C
1512	OG0001512	genemark-HG793126-processed-gene-13.123-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.123&CDS=1-1059	YLL006W
1513	OG0001513	genemark-HG793126-processed-gene-13.142-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.142&CDS=1-858	YHR187W
1514	OG0001514	maker-HG793126-augustus-gene-13.167-mRNA-1_1&gene=maker-HG793126-augustus-gene-13.167&CDS=1-951	YCR095C
1515	OG0001515	genemark-HG793126-processed-gene-13.124-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.124&CDS=1-1368	YGL065C
1516	OG0001516	genemark-HG793126-processed-gene-13.145-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.145&CDS=1-423	YGR203W
1517	OG0001517	genemark-HG793126-processed-gene-13.146-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.146&CDS=1-1299	YGR202C
1518	OG0001518	augustus_masked-HG793126-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-13.13&CDS=1-2841	YGR261C
1519	OG0001519	genemark-HG793126-processed-gene-13.147-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.147&CDS=1-3216	YMR288W
1520	OG0001520	genemark-HG793126-processed-gene-13.126-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.126&CDS=1-1812	YHR188C
1521	OG0001521	genemark-HG793126-processed-gene-13.148-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.148&CDS=1-1746	YNL115C
1522	OG0001522	genemark-HG793126-processed-gene-13.149-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.149&CDS=1-1335	YNR050C
1523	OG0001523	augustus_masked-HG793126-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-13.15&CDS=1-2871	YMR023C
1524	OG0001524	genemark-HG793126-processed-gene-13.151-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.151&CDS=1-1188	YNL206C
1525	OG0001525	genemark-HG793126-processed-gene-13.130-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.130&CDS=1-1866	YHR114W
1526	OG0001526	augustus_masked-HG793126-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-13.18&CDS=1-4164	YDL112W
1527	OG0001527	genemark-HG793126-processed-gene-13.154-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.154&CDS=1-858	YDL111C
1528	OG0001528	augustus_masked-HG793126-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-13.40&CDS=1-435	YDL110C
1529	OG0001529	genemark-HG793126-processed-gene-13.133-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.133&CDS=1-1188	YGL143C
1530	OG0001530	genemark-HG793126-processed-gene-13.159-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.159&CDS=1-594	YNL090W
1531	OG0001531	genemark-HG793126-processed-gene-13.135-mRNA-1_1&gene=genemark-HG793126-processed-gene-13.135&CDS=1-363	YNL081C
1532	OG0001532	snap_masked-HG793126-processed-gene-14.49-mRNA-1_1&gene=snap_masked-HG793126-processed-gene-14.49&CDS=1-360	YNL111C
1533	OG0001533	genemark-HG793126-processed-gene-14.100-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.100&CDS=1-612	YFL038C
1534	OG0001534	genemark-HG793126-processed-gene-14.101-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.101&CDS=1-525	YLR065C
1535	OG0001535	genemark-HG793126-processed-gene-14.102-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.102&CDS=1-1128	YFL039C
1536	OG0001536	maker-HG793126-augustus-gene-14.148-mRNA-1_1&gene=maker-HG793126-augustus-gene-14.148&CDS=1-4353	YMR189W
1537	OG0001537	genemark-HG793126-processed-gene-14.125-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.125&CDS=1-432	YMR002W
1538	OG0001538	genemark-HG793126-processed-gene-14.127-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.127&CDS=1-2352	YOL006C
1539	OG0001539	genemark-HG793126-processed-gene-14.108-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.108&CDS=1-1959	YMR001C
1540	OG0001540	genemark-HG793126-processed-gene-14.128-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.128&CDS=1-375	YOL005C
1541	OG0001541	genemark-HG793126-processed-gene-14.109-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.109&CDS=1-4098	YOL004W
1542	OG0001542	genemark-HG793126-processed-gene-14.129-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.129&CDS=1-1209	YOL003C
1543	OG0001543	augustus_masked-HG793126-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-14.11&CDS=1-1140	YKL113C
1544	OG0001544	genemark-HG793126-processed-gene-14.131-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.131&CDS=1-930	YDL114W
1545	OG0001545	genemark-HG793126-processed-gene-14.133-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.133&CDS=1-1314	YGL166W
1546	OG0001546	genemark-HG793126-processed-gene-14.134-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.134&CDS=1-660	YDR489W
1547	OG0001547	augustus_masked-HG793126-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-14.17&CDS=1-900	YPL206C
1548	OG0001548	genemark-HG793126-processed-gene-14.135-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.135&CDS=1-612	YGR033C
1549	OG0001549	genemark-HG793126-processed-gene-14.137-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.137&CDS=1-1518	YCR028C
1550	OG0001550	genemark-HG793126-processed-gene-14.122-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.122&CDS=1-2157	YOR112W
1551	OG0001551	genemark-HG793126-processed-gene-14.142-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.142&CDS=1-363	YNL113W
1552	OG0001552	genemark-HG793126-processed-gene-14.123-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.123&CDS=1-1905	YOR113W
1553	OG0001553	genemark-HG793126-processed-gene-14.143-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.143&CDS=1-768	YOR095C
1554	OG0001554	genemark-HG793126-processed-gene-14.145-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.145&CDS=1-912	YBR085W
1555	OG0001555	genemark-HG793126-processed-gene-15.0-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.0&CDS=1-600	YIL133C
1556	OG0001556	genemark-HG793126-processed-gene-15.3-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.3&CDS=1-1935	YER103W
1557	OG0001557	genemark-HG793126-processed-gene-15.5-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.5&CDS=1-888	YPL004C
1558	OG0001558	genemark-HG793126-processed-gene-15.29-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.29&CDS=1-1488	YCR098C
1559	OG0001559	genemark-HG793126-processed-gene-15.7-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.7&CDS=1-849	YNL075W
1560	OG0001560	genemark-HG793126-processed-gene-15.32-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.32&CDS=1-645	YNL107W
1561	OG0001561	genemark-HG793126-processed-gene-15.9-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.9&CDS=1-1497	YOR378W
1562	OG0001562	genemark-HG793126-processed-gene-15.33-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.33&CDS=1-327	YGR074W
1563	OG0001563	genemark-HG793126-processed-gene-15.34-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.34&CDS=1-2328	YGR200C
1564	OG0001564	genemark-HG793126-processed-gene-15.13-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.13&CDS=1-3222	YOL138C
1565	OG0001565	genemark-HG793126-processed-gene-15.35-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.35&CDS=1-909	YNL320W
1566	OG0001566	genemark-HG793126-processed-gene-15.36-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.36&CDS=1-477	YGR076C
1567	OG0001567	genemark-HG793126-processed-gene-15.14-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.14&CDS=1-1326	YOL140W
1568	OG0001568	genemark-HG793126-processed-gene-15.37-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.37&CDS=1-2970	YNL321W
1569	OG0001569	genemark-HG793126-processed-gene-15.38-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.38&CDS=1-621	YOL139C
1570	OG0001570	genemark-HG793126-processed-gene-15.16-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.16&CDS=1-1299	YIR008C
1571	OG0001571	genemark-HG793126-processed-gene-15.39-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.39&CDS=1-2205	YIR007W
1572	OG0001572	genemark-HG793126-processed-gene-15.40-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.40&CDS=1-1878	YIL131C
1573	OG0001573	genemark-HG793126-processed-gene-15.42-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.42&CDS=1-2979	YIL130W
1574	OG0001574	genemark-HG793126-processed-gene-15.43-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.43&CDS=1-1809	YIL105C
1575	OG0001575	maker-HG793126-augustus-gene-15.57-mRNA-1_1&gene=maker-HG793126-augustus-gene-15.57&CDS=1-2679	YOR087W
1576	OG0001576	genemark-HG793126-processed-gene-15.19-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.19&CDS=1-1320	YLR303W
1577	OG0001577	augustus_masked-HG793126-processed-gene-15.109-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-15.109&CDS=1-1716	YOR090C
1578	OG0001578	genemark-HG793126-processed-gene-15.49-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.49&CDS=1-1425	YMR137C
1579	OG0001579	genemark-HG793126-processed-gene-15.24-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.24&CDS=1-555	YMR138W
1580	OG0001580	genemark-HG793126-processed-gene-15.25-mRNA-1_1&gene=genemark-HG793126-processed-gene-15.25&CDS=1-1008	YOR091W
1581	OG0001581	augustus_masked-HG793126-processed-gene-15.111-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-15.111&CDS=1-1698	YNL094W
1582	OG0001582	genemark-HG793126-processed-gene-16.172-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.172&CDS=1-1194	YDL090C
1583	OG0001583	snap_masked-HG793126-processed-gene-16.0-mRNA-1_1&gene=snap_masked-HG793126-processed-gene-16.0&CDS=1-2223	YMR154C
1584	OG0001584	maker-HG793126-snap-gene-16.259-mRNA-1_1&gene=maker-HG793126-snap-gene-16.259&CDS=1-2823	YGR258C
1585	OG0001585	genemark-HG793126-processed-gene-16.174-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.174&CDS=1-3684	YDR335W
1586	OG0001586	genemark-HG793126-processed-gene-16.175-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.175&CDS=1-1296	YDR316W
1587	OG0001587	genemark-HG793126-processed-gene-16.176-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.176&CDS=1-864	YER175C
1588	OG0001588	genemark-HG793126-processed-gene-16.177-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.177&CDS=1-696	YGR036C
1589	OG0001589	maker-HG793126-augustus-gene-16.254-mRNA-1_1&gene=maker-HG793126-augustus-gene-16.254&CDS=1-1971	YLR345W
1590	OG0001590	snap_masked-HG793126-processed-gene-16.11-mRNA-1_1&gene=snap_masked-HG793126-processed-gene-16.11&CDS=1-2526	YGR099W
1591	OG0001591	genemark-HG793126-processed-gene-16.219-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.219&CDS=1-339	YGR181W
1592	OG0001592	genemark-HG793126-processed-gene-16.221-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.221&CDS=1-198	YGR183C
1593	OG0001593	genemark-HG793126-processed-gene-16.180-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.180&CDS=1-1101	YGR187C
1594	OG0001594	genemark-HG793126-processed-gene-16.222-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.222&CDS=1-1680	YGR186W
1595	OG0001595	genemark-HG793126-processed-gene-16.181-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.181&CDS=1-333	YLL014W
1596	OG0001596	genemark-HG793126-processed-gene-16.183-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.183&CDS=1-1605	YDR188W
1597	OG0001597	genemark-HG793126-processed-gene-16.184-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.184&CDS=1-987	YGL198W
1598	OG0001598	genemark-HG793126-processed-gene-16.225-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.225&CDS=1-1185	YBR279W
1599	OG0001599	maker-HG793126-snap-gene-16.263-mRNA-1_1&gene=maker-HG793126-snap-gene-16.263&CDS=1-843	YJL003W
1600	OG0001600	genemark-HG793126-processed-gene-16.186-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.186&CDS=1-1347	YAR018C
1601	OG0001601	genemark-HG793126-processed-gene-16.228-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.228&CDS=1-3549	YAR042W
1602	OG0001602	genemark-HG793126-processed-gene-16.229-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.229&CDS=1-684	YLR078C
1603	OG0001603	genemark-HG793126-processed-gene-16.230-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.230&CDS=1-813	YDR302W
1604	OG0001604	genemark-HG793126-processed-gene-16.231-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.231&CDS=1-2517	YJL062W
1605	OG0001605	genemark-HG793126-processed-gene-16.190-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.190&CDS=1-366	YBR269C
1606	OG0001606	genemark-HG793126-processed-gene-16.232-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.232&CDS=1-2559	YBR268W
1607	OG0001607	snap_masked-HG793126-processed-gene-16.24-mRNA-1_1&gene=snap_masked-HG793126-processed-gene-16.24&CDS=1-1761	YJL090C
1608	OG0001608	augustus_masked-HG793126-processed-gene-16.150-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-16.150&CDS=1-1161	YNR043W
1609	OG0001609	genemark-HG793126-processed-gene-16.192-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.192&CDS=1-3210	YIL128W
1610	OG0001610	snap_masked-HG793126-processed-gene-16.70-mRNA-1_1&gene=snap_masked-HG793126-processed-gene-16.70&CDS=1-594	YIL127C
1611	OG0001611	genemark-HG793126-processed-gene-16.193-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.193&CDS=1-3639	YMR190C
1612	OG0001612	genemark-HG793126-processed-gene-16.195-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.195&CDS=1-1737	YLR055C
1613	OG0001613	genemark-HG793126-processed-gene-16.236-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.236&CDS=1-1476	YFL027C
1614	OG0001614	genemark-HG793126-processed-gene-16.196-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.196&CDS=1-972	YFL029C
1615	OG0001615	genemark-HG793126-processed-gene-16.202-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.202&CDS=1-1152	YPL001W
1616	OG0001616	maker-HG793126-snap-gene-16.265-mRNA-1_1&gene=maker-HG793126-snap-gene-16.265&CDS=1-1110	YLR059C
1617	OG0001617	genemark-HG793126-processed-gene-16.203-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.203&CDS=1-258	YGR037C
1618	OG0001618	genemark-HG793126-processed-gene-16.241-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.241&CDS=1-462	YLR050C
1619	OG0001619	genemark-HG793126-processed-gene-16.204-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.204&CDS=1-1059	YJR013W
1620	OG0001620	augustus_masked-HG793126-processed-gene-16.158-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-16.158&CDS=1-2514	YOR211C
1621	OG0001621	snap_masked-HG793126-processed-gene-16.39-mRNA-1_1&gene=snap_masked-HG793126-processed-gene-16.39&CDS=1-1149	YPL138C
1622	OG0001622	genemark-HG793126-processed-gene-16.245-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.245&CDS=1-1194	YPR201W
1623	OG0001623	genemark-HG793127-processed-gene-0.15-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.15&CDS=1-570	YDR373W
1624	OG0001624	augustus_masked-HG793127-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-0.130&CDS=1-663	YOR125C
1625	OG0001625	genemark-HG793127-processed-gene-0.17-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.17&CDS=1-981	YBR053C
1626	OG0001626	genemark-HG793127-processed-gene-0.33-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.33&CDS=1-2400	YPR185W
1627	OG0001627	snap_masked-HG793127-processed-gene-0.80-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-0.80&CDS=1-1872	YPR190C
1628	OG0001628	maker-HG793127-augustus-gene-0.100-mRNA-1_1&gene=maker-HG793127-augustus-gene-0.100&CDS=1-1416	YPR191W
1629	OG0001629	genemark-HG793127-processed-gene-0.35-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.35&CDS=1-1206	YPR186C
1630	OG0001630	genemark-HG793127-processed-gene-0.20-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.20&CDS=1-471	YPR187W
1631	OG0001631	snap_masked-HG793127-processed-gene-0.82-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-0.82&CDS=1-471	YPR188C
1632	OG0001632	genemark-HG793127-processed-gene-0.21-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.21&CDS=1-4161	YPR189W
1633	OG0001633	genemark-HG793127-processed-gene-0.37-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.37&CDS=1-4584	YPR184W
1634	OG0001634	genemark-HG793127-processed-gene-0.39-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.39&CDS=1-3459	YBR081C
1635	OG0001635	genemark-HG793127-processed-gene-0.41-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.41&CDS=1-3627	YOR188W
1636	OG0001636	genemark-HG793127-processed-gene-0.42-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.42&CDS=1-1872	YLR299W
1637	OG0001637	genemark-HG793127-processed-gene-0.23-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.23&CDS=1-624	YOR163W
1638	OG0001638	genemark-HG793127-processed-gene-0.44-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.44&CDS=1-939	YOR164C
1639	OG0001639	genemark-HG793127-processed-gene-0.24-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.24&CDS=1-2370	YOR165W
1640	OG0001640	genemark-HG793127-processed-gene-0.25-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.25&CDS=1-1569	YBR215W
1641	OG0001641	genemark-HG793127-processed-gene-0.26-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.26&CDS=1-540	YBR217W
1642	OG0001642	genemark-HG793127-processed-gene-0.49-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.49&CDS=1-411	YJR044C
1643	OG0001643	genemark-HG793127-processed-gene-0.50-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.50&CDS=1-1941	YJR045C
1644	OG0001644	augustus_masked-HG793127-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-1.1&CDS=1-1515	YDR004W
1645	OG0001645	genemark-HG793127-processed-gene-1.99-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.99&CDS=1-966	YDR005C
1646	OG0001646	genemark-HG793127-processed-gene-1.100-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.100&CDS=1-1377	YOR375C
1647	OG0001647	genemark-HG793127-processed-gene-1.104-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.104&CDS=1-5241	YJL109C
1648	OG0001648	genemark-HG793127-processed-gene-1.105-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.105&CDS=1-969	YKR030W
1649	OG0001649	augustus_masked-HG793127-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-1.11&CDS=1-1263	YJR084W
1650	OG0001650	genemark-HG793127-processed-gene-1.108-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.108&CDS=1-1572	YER052C
1651	OG0001651	genemark-HG793127-processed-gene-1.130-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.130&CDS=1-1425	YLR212C
1652	OG0001652	augustus_masked-HG793127-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-1.33&CDS=1-2364	YPL227C
1653	OG0001653	genemark-HG793127-processed-gene-1.133-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.133&CDS=1-1212	YER048C
1654	OG0001654	genemark-HG793127-processed-gene-1.134-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.134&CDS=1-1845	YER049W
1655	OG0001655	genemark-HG793127-processed-gene-1.113-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.113&CDS=1-1323	YKL004W
1656	OG0001656	augustus_masked-HG793127-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-1.24&CDS=1-3204	YJR089W
1657	OG0001657	genemark-HG793127-processed-gene-1.139-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.139&CDS=1-1983	YJR090C
1658	OG0001658	genemark-HG793127-processed-gene-1.141-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.141&CDS=1-1161	YLR210W
1659	OG0001659	augustus_masked-HG793127-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-1.26&CDS=1-3978	YJR092W
1660	OG0001660	genemark-HG793127-processed-gene-1.143-mRNA-1_1&gene=genemark-HG793127-processed-gene-1.143&CDS=1-915	YJR093C
1661	OG0001661	maker-HG793127-snap-gene-2.168-mRNA-1_1&gene=maker-HG793127-snap-gene-2.168&CDS=1-903	YPR037C
1662	OG0001662	genemark-HG793127-processed-gene-2.100-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.100&CDS=1-1086	YPR040W
1663	OG0001663	genemark-HG793127-processed-gene-2.103-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.103&CDS=1-951	YJR095W
1664	OG0001664	genemark-HG793127-processed-gene-2.108-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.108&CDS=1-777	YLL041C
1665	OG0001665	genemark-HG793127-processed-gene-2.110-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.110&CDS=1-681	YHL031C
1666	OG0001666	genemark-HG793127-processed-gene-2.135-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.135&CDS=1-1257	YKL143W
1667	OG0001667	genemark-HG793127-processed-gene-2.112-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.112&CDS=1-357	YDL008W
1668	OG0001668	genemark-HG793127-processed-gene-2.113-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.113&CDS=1-1335	YDR300C
1669	OG0001669	genemark-HG793127-processed-gene-2.136-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.136&CDS=1-1443	YGL059W
1670	OG0001670	genemark-HG793127-processed-gene-2.114-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.114&CDS=1-522	YGL058W
1671	OG0001671	augustus_masked-HG793127-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-2.65&CDS=1-225	YDR378C
1672	OG0001672	genemark-HG793127-processed-gene-2.138-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.138&CDS=1-840	YOR004W
1673	OG0001673	genemark-HG793127-processed-gene-2.139-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.139&CDS=1-1299	YER061C
1674	OG0001674	genemark-HG793127-processed-gene-2.116-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.116&CDS=1-2346	YDL148C
1675	OG0001675	genemark-HG793127-processed-gene-2.140-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.140&CDS=1-2499	YDL149W
1676	OG0001676	genemark-HG793127-processed-gene-2.117-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.117&CDS=1-1935	YPR159W
1677	OG0001677	genemark-HG793127-processed-gene-2.118-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.118&CDS=1-753	YGR135W
1678	OG0001678	genemark-HG793127-processed-gene-2.119-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.119&CDS=1-843	YGR132C
1679	OG0001679	genemark-HG793127-processed-gene-2.145-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.145&CDS=1-1047	YOL054W
1680	OG0001680	snap_masked-HG793127-processed-gene-2.46-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-2.46&CDS=1-12390	YKR054C
1681	OG0001681	snap_masked-HG793127-processed-gene-2.22-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-2.22&CDS=1-2535	YMR066W
1682	OG0001682	snap_masked-HG793127-processed-gene-2.47-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-2.47&CDS=1-1440	YMR067C
1683	OG0001683	genemark-HG793127-processed-gene-2.126-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.126&CDS=1-5820	YGR271W
1684	OG0001684	genemark-HG793127-processed-gene-2.149-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.149&CDS=1-690	YGR271C-A
1685	OG0001685	genemark-HG793127-processed-gene-2.150-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.150&CDS=1-417	YMR292W
1686	OG0001686	genemark-HG793127-processed-gene-2.127-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.127&CDS=1-615	YGR268C
1687	OG0001687	snap_masked-HG793127-processed-gene-2.27-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-2.27&CDS=1-2433	YGR198W
1688	OG0001688	genemark-HG793127-processed-gene-2.151-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.151&CDS=1-1200	YGR185C
