	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035325_Cyberlindnera_petersonii
2186	OG0002186	YJR039W	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.53&CDS=1-3411
2187	OG0002187	YJR040W	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.79&CDS=1-2274
2188	OG0002188	YJR041C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.100&CDS=1-3381
2189	OG0002189	YJR042W	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.79&CDS=1-2322
2190	OG0002190	YJR044C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.84&CDS=1-387
2191	OG0002191	YJR045C	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.143&CDS=1-1929
2192	OG0002192	YJR048W	augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.96&CDS=1-330
2193	OG0002193	YJR049C	augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.98&CDS=1-1491
2194	OG0002194	YJR050W	augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.115&CDS=1-831
2195	OG0002195	YJR052W	augustus_masked-NODE_61_length_45559_cov_17.5679_ID_23401-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_61_length_45559_cov_17.5679_ID_23401-processed-gene-0.20&CDS=1-1752
2196	OG0002196	YJR055W	genemark-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.76&CDS=1-450
2197	OG0002197	YJR056C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.219&CDS=1-558
2198	OG0002198	YJR057W	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.75&CDS=1-612
2199	OG0002199	YJR058C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-1.57&CDS=1-432
2200	OG0002200	YJR060W	augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.131&CDS=1-603
2201	OG0002201	YJR062C	augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.155&CDS=1-1029
2202	OG0002202	YJR063W	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.254-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.254&CDS=1-369
2203	OG0002203	YJR064W	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.216&CDS=1-1647
2204	OG0002204	YJR065C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.255&CDS=1-1293
2205	OG0002205	YJR067C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.256-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.256&CDS=1-516
2206	OG0002206	YJR068W	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.108&CDS=1-1092
2207	OG0002207	YJR070C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.215&CDS=1-954
2208	OG0002208	YJR072C	maker-NODE_24_length_173934_cov_18.3496_ID_24996-augustus-gene-0.96-mRNA-1_1&gene=maker-NODE_24_length_173934_cov_18.3496_ID_24996-augustus-gene-0.96&CDS=1-1170
2209	OG0002209	YJR073C	maker-NODE_12_length_266441_cov_18.2673_ID_22134-augustus-gene-1.290-mRNA-1_1&gene=maker-NODE_12_length_266441_cov_18.2673_ID_22134-augustus-gene-1.290&CDS=1-633
2210	OG0002210	YJR076C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.55&CDS=1-1203
2211	OG0002211	YJR077C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.101&CDS=1-918
2212	OG0002212	YJR078W	augustus_masked-NODE_64_length_37112_cov_17.5295_ID_24791-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_64_length_37112_cov_17.5295_ID_24791-processed-gene-0.0&CDS=1-1413
2213	OG0002213	YJR082C	genemark-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.147&CDS=1-366
2214	OG0002214	YJR084W	augustus_masked-NODE_43_length_92930_cov_18.5896_ID_19939-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_43_length_92930_cov_18.5896_ID_19939-processed-gene-0.2&CDS=1-1272
2215	OG0002215	YJR085C	maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-4.131-mRNA-1_1&gene=maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-4.131&CDS=1-318
2216	OG0002216	YJR086W	genemark-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.99-mRNA-1_1&gene=genemark-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.99&CDS=1-300
2217	OG0002217	YJR088C	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.6&CDS=1-852
2218	OG0002218	YJR089W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.62&CDS=1-2331
2219	OG0002219	YJR090C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.65&CDS=1-1893
2220	OG0002220	YJR092W	snap_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.219-mRNA-1_1&gene=snap_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.219&CDS=1-4848
2221	OG0002221	YJR093C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.18&CDS=1-1074
2222	OG0002222	YJR095W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.12&CDS=1-978
2223	OG0002223	YJR096W	augustus_masked-NODE_14_length_213668_cov_24.3613_ID_25468-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_14_length_213668_cov_24.3613_ID_25468-processed-gene-1.61&CDS=1-849
2224	OG0002224	YJR097W	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.79&CDS=1-501
2225	OG0002225	YJR098C	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.57&CDS=1-1767
2226	OG0002226	YJR099W	augustus_masked-NODE_14_length_213668_cov_24.3613_ID_25468-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_14_length_213668_cov_24.3613_ID_25468-processed-gene-1.58&CDS=1-681
2227	OG0002227	YJR100C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.91&CDS=1-957
2228	OG0002228	YJR101W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.44&CDS=1-717
2229	OG0002229	YJR102C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.92&CDS=1-597
2230	OG0002230	YJR104C	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.182&CDS=1-459
2231	OG0002231	YJR105W	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.44&CDS=1-1038
2232	OG0002232	YJR107W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-1.87&CDS=1-1014
2233	OG0002233	YJR109C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.124&CDS=1-3498
2234	OG0002234	YJR110W	snap_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-0.131&CDS=1-1833
2235	OG0002235	YJR112W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-1.78&CDS=1-591
2236	OG0002236	YJR113C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.99&CDS=1-723
2237	OG0002237	YJR117W	maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-3.57-mRNA-1_1&gene=maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-3.57&CDS=1-2097
2238	OG0002238	YJR118C	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.52&CDS=1-399
2239	OG0002239	YJR119C	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.14&CDS=1-2259
2240	OG0002240	YJR121W	maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-4.135-mRNA-1_1&gene=maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-4.135&CDS=1-1509
2241	OG0002241	YJR122W	augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.98&CDS=1-1401
2242	OG0002242	YJR123W	augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.99&CDS=1-705
2243	OG0002243	YJR129C	genemark-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-0.94&CDS=1-912
2244	OG0002244	YJR132W	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-0.70&CDS=1-3066
2245	OG0002245	YJR135W-A	genemark-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.35&CDS=1-267
2246	OG0002246	YJR137C	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.0&CDS=1-4230
2247	OG0002247	YJR138W	snap_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.169&CDS=1-3903
2248	OG0002248	YJR139C	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.128&CDS=1-1065
2249	OG0002249	YJR140C	snap_masked-NODE_74_length_24394_cov_24.1991_ID_24757-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_74_length_24394_cov_24.1991_ID_24757-processed-gene-0.34&CDS=1-4746
2250	OG0002250	YJR141W	snap_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.168&CDS=1-1104
2251	OG0002251	YJR143C	maker-NODE_74_length_24394_cov_24.1991_ID_24757-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_74_length_24394_cov_24.1991_ID_24757-snap-gene-0.1&CDS=1-3093
2252	OG0002252	YJR144W	genemark-NODE_74_length_24394_cov_24.1991_ID_24757-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_74_length_24394_cov_24.1991_ID_24757-processed-gene-0.10&CDS=1-861
2253	OG0002253	YJR149W	augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.120&CDS=1-1137
2254	OG0002254	YKL001C	augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.133&CDS=1-594
2255	OG0002255	YKL002W	augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.101&CDS=1-681
2256	OG0002256	YKL003C	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.103&CDS=1-345
2257	OG0002257	YKL004W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.125&CDS=1-1419
2258	OG0002258	YKL005C	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.104&CDS=1-2190
2259	OG0002259	YKL006C-A	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.105&CDS=1-282
2260	OG0002260	YKL009W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.123&CDS=1-723
2261	OG0002261	YKL010C	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.102&CDS=1-4392
2262	OG0002262	YKL011C	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.109&CDS=1-1164
2263	OG0002263	YKL012W	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.137&CDS=1-1752
2264	OG0002264	YKL013C	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.111&CDS=1-510
2265	OG0002265	YKL014C	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.119&CDS=1-4941
2266	OG0002266	YKL015W	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.146&CDS=1-2493
2267	OG0002267	YKL016C	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.121&CDS=1-525
2268	OG0002268	YKL017C	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.149&CDS=1-2064
2269	OG0002269	YKL018W	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.120&CDS=1-1074
2270	OG0002270	YKL019W	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.221&CDS=1-897
2271	OG0002271	YKL021C	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.94&CDS=1-1269
2272	OG0002272	YKL022C	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.95&CDS=1-2034
2273	OG0002273	YKL024C	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.128&CDS=1-864
2274	OG0002274	YKL025C	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.96&CDS=1-2016
2275	OG0002275	YKL027W	augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.42&CDS=1-1302
2276	OG0002276	YKL028W	genemark-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.57&CDS=1-1380
2277	OG0002277	YKL029C	genemark-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.133-mRNA-1_1&gene=genemark-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.133&CDS=1-1941
2278	OG0002278	YKL033W	snap_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.46&CDS=1-3141
2279	OG0002279	YKL034W	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.124&CDS=1-2922
2280	OG0002280	YKL035W	maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-1.121-mRNA-1_1&gene=maker-NODE_1_length_520433_cov_19.9166_ID_24536-augustus-gene-1.121&CDS=1-1506
2281	OG0002281	YKL040C	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.115&CDS=1-726
2282	OG0002282	YKL041W	augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_53_length_69873_cov_16.9502_ID_20797-processed-gene-0.89&CDS=1-663
2283	OG0002283	YKL045W	augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.54&CDS=1-1476
2284	OG0002284	YKL047W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.109&CDS=1-1566
2285	OG0002285	YKL051W	augustus_masked-NODE_45_length_92103_cov_17.291_ID_23469-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_45_length_92103_cov_17.291_ID_23469-processed-gene-0.29&CDS=1-966
2286	OG0002286	YKL053C-A	maker-NODE_54_length_64629_cov_19.7745_ID_25689-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_54_length_64629_cov_19.7745_ID_25689-augustus-gene-0.30&CDS=1-261
2287	OG0002287	YKL054C	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.25&CDS=1-1983
2288	OG0002288	YKL055C	augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.159&CDS=1-741
2289	OG0002289	YKL056C	augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.160&CDS=1-504
2290	OG0002290	YKL057C	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.2&CDS=1-3258
2291	OG0002291	YKL058W	maker-NODE_9_length_306428_cov_22.0078_ID_53533-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_9_length_306428_cov_22.0078_ID_53533-augustus-gene-0.150&CDS=1-333
2292	OG0002292	YKL059C	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-0.25&CDS=1-1164
2293	OG0002293	YKL060C	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.26&CDS=1-1080
2294	OG0002294	YKL064W	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.36&CDS=1-2379
2295	OG0002295	YKL067W	maker-NODE_41_length_98586_cov_18.2551_ID_26105-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_41_length_98586_cov_18.2551_ID_26105-augustus-gene-0.103&CDS=1-456
2296	OG0002296	YKL069W	augustus_masked-NODE_82_length_18913_cov_19.6155_ID_25385-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_82_length_18913_cov_19.6155_ID_25385-processed-gene-0.14&CDS=1-1482
2297	OG0002297	YKL070W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-0.116&CDS=1-702
2298	OG0002298	YKL073W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.110&CDS=1-2547
2299	OG0002299	YKL074C	genemark-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.148&CDS=1-1611
2300	OG0002300	YKL077W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.87&CDS=1-1200
2301	OG0002301	YKL078W	augustus_masked-NODE_72_length_24866_cov_15.9809_ID_24522-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_72_length_24866_cov_15.9809_ID_24522-processed-gene-0.10&CDS=1-2322
2302	OG0002302	YKL080W	augustus_masked-NODE_29_length_158585_cov_18.6337_ID_25338-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_29_length_158585_cov_18.6337_ID_25338-processed-gene-0.105&CDS=1-1173
