	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii
1619	OG0001619	YGR110W	snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.101&CDS=1-1254
1620	OG0001620	YGR111W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-1.17&CDS=1-1188
1621	OG0001621	YGR112W	maker-NODE_9_length_387442_cov_67.1628_ID_17-snap-gene-0.114-mRNA-1_1&gene=maker-NODE_9_length_387442_cov_67.1628_ID_17-snap-gene-0.114&CDS=1-3843
1622	OG0001622	YGR113W	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-0.60&CDS=1-924
1623	OG0001623	YGR116W	snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.73&CDS=1-4272
1624	OG0001624	YGR119C	augustus_masked-NODE_54_length_94987_cov_78.0702_ID_107-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_54_length_94987_cov_78.0702_ID_107-processed-gene-0.33&CDS=1-1710
1625	OG0001625	YGR123C	snap_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.118&CDS=1-1524
1626	OG0001626	YGR124W	snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.175&CDS=1-1725
1627	OG0001627	YGR125W	snap_masked-NODE_69_length_52438_cov_65.2059_ID_137-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_69_length_52438_cov_65.2059_ID_137-processed-gene-0.15&CDS=1-3039
1628	OG0001628	YGR128C	snap_masked-NODE_69_length_52438_cov_65.2059_ID_137-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_69_length_52438_cov_65.2059_ID_137-processed-gene-0.13&CDS=1-2511
1629	OG0001629	YGR132C	snap_masked-NODE_41_length_131592_cov_68.4558_ID_81-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_41_length_131592_cov_68.4558_ID_81-processed-gene-0.96&CDS=1-846
1630	OG0001630	YGR133W	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.102&CDS=1-558
1631	OG0001631	YGR134W	augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.32&CDS=1-2877
1632	OG0001632	YGR135W	maker-NODE_41_length_131592_cov_68.4558_ID_81-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_41_length_131592_cov_68.4558_ID_81-snap-gene-0.1&CDS=1-762
1633	OG0001633	YGR144W	augustus_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.141&CDS=1-1020
1634	OG0001634	YGR145W	snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.56&CDS=1-2073
1635	OG0001635	YGR147C	genemark-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.33&CDS=1-702
1636	OG0001636	YGR149W	snap_masked-NODE_84_length_12681_cov_70.1169_ID_167-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_84_length_12681_cov_70.1169_ID_167-processed-gene-0.12&CDS=1-1362
1637	OG0001637	YGR150C	snap_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.55&CDS=1-2535
1638	OG0001638	YGR152C	snap_masked-NODE_65_length_66748_cov_67.695_ID_129-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_65_length_66748_cov_67.695_ID_129-processed-gene-0.51&CDS=1-822
1639	OG0001639	YGR158C	snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-0.65&CDS=1-786
1640	OG0001640	YGR159C	snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-2.131&CDS=1-1371
1641	OG0001641	YGR161C	augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.97&CDS=1-3606
1642	OG0001642	YGR163W	maker-NODE_17_length_249866_cov_67.8317_ID_33-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_17_length_249866_cov_67.8317_ID_33-snap-gene-1.8&CDS=1-1044
1643	OG0001643	YGR165W	snap_masked-NODE_37_length_146609_cov_91.3129_ID_73-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_37_length_146609_cov_91.3129_ID_73-processed-gene-0.166&CDS=1-1023
1644	OG0001644	YGR166W	augustus_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.33&CDS=1-1443
1645	OG0001645	YGR167W	snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-0.117&CDS=1-690
1646	OG0001646	YGR170W	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.83&CDS=1-3609
1647	OG0001647	YGR171C	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-2.11&CDS=1-1764
1648	OG0001648	YGR172C	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.70&CDS=1-720
1649	OG0001649	YGR173W	snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-1.109&CDS=1-1110
1650	OG0001650	YGR174C	augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-2.92&CDS=1-435
1651	OG0001651	YGR175C	snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-2.33&CDS=1-1467
1652	OG0001652	YGR178C	snap_masked-NODE_37_length_146609_cov_91.3129_ID_73-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_37_length_146609_cov_91.3129_ID_73-processed-gene-0.153&CDS=1-2688
1653	OG0001653	YGR181W	augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.43&CDS=1-330
1654	OG0001654	YGR183C	snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.88&CDS=1-201
1655	OG0001655	YGR185C	snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-1.79&CDS=1-1191
1656	OG0001656	YGR186W	snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.114&CDS=1-1809
1657	OG0001657	YGR187C	maker-NODE_21_length_232438_cov_89.1265_ID_41-snap-gene-1.185-mRNA-1_1&gene=maker-NODE_21_length_232438_cov_89.1265_ID_41-snap-gene-1.185&CDS=1-1122
1658	OG0001658	YGR188C	augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-0.59&CDS=1-2637
1659	OG0001659	YGR189C	snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.84&CDS=1-1404
1660	OG0001660	YGR193C	snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-0.35&CDS=1-1260
1661	OG0001661	YGR194C	snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.73&CDS=1-1863
1662	OG0001662	YGR195W	snap_masked-NODE_41_length_131592_cov_68.4558_ID_81-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_41_length_131592_cov_68.4558_ID_81-processed-gene-0.71&CDS=1-747
1663	OG0001663	YGR198W	augustus_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.187&CDS=1-2553
1664	OG0001664	YGR200C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.20&CDS=1-2520
1665	OG0001665	YGR202C	snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.78&CDS=1-1386
1666	OG0001666	YGR203W	augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.19&CDS=1-393
1667	OG0001667	YGR205W	snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.25&CDS=1-864
1668	OG0001668	YGR207C	snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.24&CDS=1-768
1669	OG0001669	YGR208W	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-3.71&CDS=1-966
1670	OG0001670	YGR210C	snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.39&CDS=1-1248
1671	OG0001671	YGR211W	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.126&CDS=1-1533
1672	OG0001672	YGR215W	augustus_masked-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.63&CDS=1-339
1673	OG0001673	YGR216C	genemark-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.133&CDS=1-1860
1674	OG0001674	YGR217W	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.87&CDS=1-6858
1675	OG0001675	YGR218W	snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.12&CDS=1-3216
1676	OG0001676	YGR220C	snap_masked-NODE_48_length_106007_cov_94.0506_ID_95-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_48_length_106007_cov_94.0506_ID_95-processed-gene-0.22&CDS=1-837
1677	OG0001677	YGR223C	augustus_masked-NODE_74_length_36727_cov_67.0629_ID_147-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_74_length_36727_cov_67.0629_ID_147-processed-gene-0.1&CDS=1-1293
1678	OG0001678	YGR227W	augustus_masked-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.65&CDS=1-2388
1679	OG0001679	YGR229C	augustus_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.122&CDS=1-1311
1680	OG0001680	YGR231C	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.89&CDS=1-921
1681	OG0001681	YGR232W	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.127&CDS=1-774
1682	OG0001682	YGR233C	snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.35&CDS=1-3822
1683	OG0001683	YGR234W	snap_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.73&CDS=1-1161
1684	OG0001684	YGR235C	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.53&CDS=1-720
1685	OG0001685	YGR244C	snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-0.15&CDS=1-1236
1686	OG0001686	YGR245C	snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.12&CDS=1-2292
1687	OG0001687	YGR246C	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.73&CDS=1-1626
1688	OG0001688	YGR252W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.56&CDS=1-1452
1689	OG0001689	YGR253C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.75&CDS=1-771
1690	OG0001690	YGR255C	snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.140&CDS=1-1389
1691	OG0001691	YGR257C	snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.72&CDS=1-1332
1692	OG0001692	YGR258C	snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.104&CDS=1-3318
1693	OG0001693	YGR260W	snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.84&CDS=1-1530
1694	OG0001694	YGR261C	augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.44&CDS=1-2580
1695	OG0001695	YGR262C	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.86&CDS=1-840
1696	OG0001696	YGR264C	snap_masked-NODE_65_length_66748_cov_67.695_ID_129-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_65_length_66748_cov_67.695_ID_129-processed-gene-0.64&CDS=1-2271
1697	OG0001697	YGR266W	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.52&CDS=1-2094
1698	OG0001698	YGR267C	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.40&CDS=1-1011
1699	OG0001699	YGR268C	augustus_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.14&CDS=1-1077
1700	OG0001700	YGR270W	snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.154&CDS=1-3870
1701	OG0001701	YGR271C-A	snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.138&CDS=1-738
1702	OG0001702	YGR274C	snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.52&CDS=1-3330
1703	OG0001703	YGR276C	snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-1.128&CDS=1-2139
1704	OG0001704	YGR277C	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-1.176-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-1.176&CDS=1-888
1705	OG0001705	YGR278W	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-1.145&CDS=1-2298
1706	OG0001706	YGR280C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.57&CDS=1-882
1707	OG0001707	YGR282C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.66&CDS=1-930
1708	OG0001708	YGR284C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.46&CDS=1-969
1709	OG0001709	YGR285C	snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.38&CDS=1-1296
1710	OG0001710	YHL002W	snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-0.18&CDS=1-1533
1711	OG0001711	YHL004W	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.43&CDS=1-1311
1712	OG0001712	YHL008C	snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.28&CDS=1-2043
1713	OG0001713	YHL009C	snap_masked-NODE_48_length_106007_cov_94.0506_ID_95-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_48_length_106007_cov_94.0506_ID_95-processed-gene-0.12&CDS=1-1269
1714	OG0001714	YHL010C	augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-0.69&CDS=1-1881
1715	OG0001715	YHL013C	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.69&CDS=1-972
1716	OG0001716	YHL015W	snap_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.117&CDS=1-345
1717	OG0001717	YHL016C	augustus_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.111&CDS=1-2145
1718	OG0001718	YHL018W	augustus_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-2.178&CDS=1-351
1719	OG0001719	YHL020C	snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-3.17&CDS=1-2208
1720	OG0001720	YHL022C	maker-NODE_41_length_131592_cov_68.4558_ID_81-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_41_length_131592_cov_68.4558_ID_81-snap-gene-0.7&CDS=1-1095
1721	OG0001721	YHL023C	snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_16_length_281881_cov_89.1521_ID_31-processed-gene-1.95&CDS=1-2844
1722	OG0001722	YHL024W	snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.113&CDS=1-2088
1723	OG0001723	YHL027W	snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.156&CDS=1-2421
1724	OG0001724	YHL028W	maker-NODE_17_length_249866_cov_67.8317_ID_33-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_17_length_249866_cov_67.8317_ID_33-snap-gene-1.2&CDS=1-1179
1725	OG0001725	YHL029C	snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.85&CDS=1-2220
1726	OG0001726	YHL030W	snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.84&CDS=1-5649
1727	OG0001727	YHL031C	snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.2&CDS=1-699
1728	OG0001728	YHL032C	snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.69&CDS=1-1917
1729	OG0001729	YHL036W	snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.107&CDS=1-1743
1730	OG0001730	YHL039W	genemark-NODE_61_length_73724_cov_68.5369_ID_121-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_61_length_73724_cov_68.5369_ID_121-processed-gene-0.28&CDS=1-1722
1731	OG0001731	YHR001W-A	snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.106&CDS=1-231
1732	OG0001732	YHR002W	augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.90&CDS=1-1401
1733	OG0001733	YHR004C	snap_masked-NODE_55_length_94282_cov_67.5767_ID_109-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_55_length_94282_cov_67.5767_ID_109-processed-gene-0.74&CDS=1-1743
1734	OG0001734	YHR005C	snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-2.124&CDS=1-1380
1735	OG0001735	YHR005C-A	snap_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.66&CDS=1-285
1736	OG0001736	YHR007C	snap_masked-NODE_61_length_73724_cov_68.5369_ID_121-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_61_length_73724_cov_68.5369_ID_121-processed-gene-0.37&CDS=1-1575
1737	OG0001737	YHR008C	snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-3.21&CDS=1-684
1738	OG0001738	YHR009C	snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.185&CDS=1-1599
