	OrthologID	Pichia_membranifaciens	Saccharomyces_cerevisiae
1554	OG0001554	snap_masked-scaffold_2-processed-gene-20.70-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.70&CDS=1-918	YBR176W
1555	OG0001555	snap_masked-scaffold_2-processed-gene-20.48-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.48&CDS=1-1677	YCR079W
1556	OG0001556	snap_masked-scaffold_2-processed-gene-20.72-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.72&CDS=1-273	YNR037C
1557	OG0001557	snap_masked-scaffold_2-processed-gene-20.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.49&CDS=1-606	YPL051W
1558	OG0001558	snap_masked-scaffold_2-processed-gene-20.50-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.50&CDS=1-846	YKL040C
1559	OG0001559	maker-scaffold_2-snap-gene-20.139-mRNA-1_1&gene=maker-scaffold_2-snap-gene-20.139&CDS=1-570	YPL127C
1560	OG0001560	snap_masked-scaffold_2-processed-gene-20.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.53&CDS=1-1383	YAL062W
1561	OG0001561	augustus_masked-scaffold_2-processed-gene-20.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.13&CDS=1-1071	YNR032W
1562	OG0001562	snap_masked-scaffold_2-processed-gene-20.77-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.77&CDS=1-219	YNR032C-A
1563	OG0001563	snap_masked-scaffold_2-processed-gene-20.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.56&CDS=1-2304	YNR039C
1564	OG0001564	snap_masked-scaffold_2-processed-gene-20.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.78&CDS=1-792	YDL087C
1565	OG0001565	snap_masked-scaffold_2-processed-gene-20.59-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.59&CDS=1-429	YPR073C
1566	OG0001566	snap_masked-scaffold_2-processed-gene-20.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.79&CDS=1-987	YDR460W
1567	OG0001567	augustus_masked-scaffold_2-processed-gene-20.18-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.18&CDS=1-1941	YBR213W
1568	OG0001568	maker-scaffold_2-snap-gene-20.141-mRNA-1_1&gene=maker-scaffold_2-snap-gene-20.141&CDS=1-1569	YBR212W
1569	OG0001569	snap_masked-scaffold_2-processed-gene-20.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.81&CDS=1-414	YGL054C
1570	OG0001570	augustus_masked-scaffold_2-processed-gene-20.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.37&CDS=1-3999	YOR181W
1571	OG0001571	maker-scaffold_2-augustus-gene-20.151-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-20.151&CDS=1-927	YLR262C
1572	OG0001572	snap_masked-scaffold_2-processed-gene-20.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.86&CDS=1-1272	YJL060W
1573	OG0001573	snap_masked-scaffold_2-processed-gene-20.68-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.68&CDS=1-2013	YOL013C
1574	OG0001574	maker-scaffold_2-snap-gene-20.144-mRNA-1_1&gene=maker-scaffold_2-snap-gene-20.144&CDS=1-1104	YOL012C
1575	OG0001575	augustus_masked-scaffold_2-processed-gene-21.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.41&CDS=1-4455	YKR090W
1576	OG0001576	augustus_masked-scaffold_2-processed-gene-21.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.61&CDS=1-801	YKR088C
1577	OG0001577	maker-scaffold_2-snap-gene-21.86-mRNA-1_1&gene=maker-scaffold_2-snap-gene-21.86&CDS=1-2826	YPR084W
1578	OG0001578	augustus_masked-scaffold_2-processed-gene-21.45-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.45&CDS=1-1737	YMR088C
1579	OG0001579	augustus_masked-scaffold_2-processed-gene-21.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.63&CDS=1-918	YMR087W
1580	OG0001580	snap_masked-scaffold_2-processed-gene-21.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.28&CDS=1-2199	YDR324C
1581	OG0001581	snap_masked-scaffold_2-processed-gene-21.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.29&CDS=1-1257	YIL103W
1582	OG0001582	snap_masked-scaffold_2-processed-gene-21.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.10&CDS=1-1494	YIL104C
1583	OG0001583	snap_masked-scaffold_2-processed-gene-21.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.30&CDS=1-1374	YNL042W
1584	OG0001584	maker-scaffold_2-snap-gene-21.84-mRNA-1_1&gene=maker-scaffold_2-snap-gene-21.84&CDS=1-3057	YJL115W
1585	OG0001585	snap_masked-scaffold_2-processed-gene-21.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.32&CDS=1-1167	YOR262W
1586	OG0001586	snap_masked-scaffold_2-processed-gene-21.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.13&CDS=1-2820	YFL023W
1587	OG0001587	snap_masked-scaffold_2-processed-gene-21.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.14&CDS=1-972	YOR239W
1588	OG0001588	snap_masked-scaffold_2-processed-gene-21.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.33&CDS=1-870	YPL149W
1589	OG0001589	augustus_masked-scaffold_2-processed-gene-21.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.71&CDS=1-1104	YOR136W
1590	OG0001590	snap_masked-scaffold_2-processed-gene-21.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.15&CDS=1-300	YDR410C
1591	OG0001591	augustus_masked-scaffold_2-processed-gene-21.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.53&CDS=1-1095	YLR291C
1592	OG0001592	augustus_masked-scaffold_2-processed-gene-21.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.54&CDS=1-894	YPL170W
1593	OG0001593	snap_masked-scaffold_2-processed-gene-21.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.36&CDS=1-2178	YIL078W
1594	OG0001594	snap_masked-scaffold_2-processed-gene-21.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.37&CDS=1-1602	YGL172W
1595	OG0001595	snap_masked-scaffold_2-processed-gene-21.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.20&CDS=1-4548	YGL173C
1596	OG0001596	snap_masked-scaffold_2-processed-gene-21.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.38&CDS=1-855	YGL174W
1597	OG0001597	snap_masked-scaffold_2-processed-gene-21.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.21&CDS=1-459	YIL062C
1598	OG0001598	snap_masked-scaffold_2-processed-gene-21.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.22&CDS=1-3429	YLR114C
1599	OG0001599	snap_masked-scaffold_2-processed-gene-21.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.23&CDS=1-2838	YBR287W
1600	OG0001600	genemark-scaffold_2-processed-gene-22.8-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-22.8&CDS=1-1440	YHL027W
1601	OG0001601	snap_masked-scaffold_2-processed-gene-22.110-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.110&CDS=1-2919	YFR002W
1602	OG0001602	snap_masked-scaffold_2-processed-gene-22.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.111&CDS=1-1821	YOR205C
1603	OG0001603	snap_masked-scaffold_2-processed-gene-22.135-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.135&CDS=1-780	YKL119C
1604	OG0001604	maker-scaffold_2-augustus-gene-22.7-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-22.7&CDS=1-3384	YOR206W
1605	OG0001605	snap_masked-scaffold_2-processed-gene-22.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.117&CDS=1-1152	YPL121C
1606	OG0001606	snap_masked-scaffold_2-processed-gene-22.137-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.137&CDS=1-3453	YOR207C
1607	OG0001607	snap_masked-scaffold_2-processed-gene-22.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.118&CDS=1-1767	YPL122C
1608	OG0001608	snap_masked-scaffold_2-processed-gene-22.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.138&CDS=1-2019	YOR254C
1609	OG0001609	augustus_masked-scaffold_2-processed-gene-22.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-22.71&CDS=1-597	YEL048C
1610	OG0001610	snap_masked-scaffold_2-processed-gene-22.139-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.139&CDS=1-405	YEL044W
1611	OG0001611	augustus_masked-scaffold_2-processed-gene-22.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-22.72&CDS=1-675	YHR140W
1612	OG0001612	snap_masked-scaffold_2-processed-gene-22.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.120&CDS=1-1584	YHR132C
1613	OG0001613	snap_masked-scaffold_2-processed-gene-22.143-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.143&CDS=1-189	YFR032C-A
1614	OG0001614	snap_masked-scaffold_2-processed-gene-22.122-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.122&CDS=1-1371	YCL034W
1615	OG0001615	snap_masked-scaffold_2-processed-gene-22.146-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.146&CDS=1-2358	YJR113C
1616	OG0001616	augustus_masked-scaffold_2-processed-gene-22.98-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-22.98&CDS=1-456	YPR168W
1617	OG0001617	snap_masked-scaffold_2-processed-gene-22.123-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.123&CDS=1-786	YPR167C
1618	OG0001618	snap_masked-scaffold_2-processed-gene-22.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.126&CDS=1-1236	YKR048C
1619	OG0001619	snap_masked-scaffold_2-processed-gene-22.149-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.149&CDS=1-1077	YMR146C
1620	OG0001620	maker-scaffold_2-snap-gene-22.60-mRNA-1_1&gene=maker-scaffold_2-snap-gene-22.60&CDS=1-3171	YPL016W
1621	OG0001621	augustus_masked-scaffold_2-processed-gene-22.102-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-22.102&CDS=1-2853	YPL022W
1622	OG0001622	augustus_masked-scaffold_2-processed-gene-22.82-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-22.82&CDS=1-1908	YPL023C
1623	OG0001623	snap_masked-scaffold_2-processed-gene-22.151-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.151&CDS=1-651	YPL024W
1624	OG0001624	snap_masked-scaffold_2-processed-gene-22.154-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.154&CDS=1-1098	YDR245W
1625	OG0001625	snap_masked-scaffold_2-processed-gene-22.155-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.155&CDS=1-1677	YDR244W
1626	OG0001626	snap_masked-scaffold_2-processed-gene-22.133-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.133&CDS=1-360	YGL080W
1627	OG0001627	snap_masked-scaffold_2-processed-gene-22.134-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.134&CDS=1-3516	YFR031C
1628	OG0001628	augustus_masked-scaffold_2-processed-gene-23.1-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.1&CDS=1-2523	YOL060C
1629	OG0001629	augustus_masked-scaffold_2-processed-gene-23.3-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.3&CDS=1-2496	YOR217W
1630	OG0001630	snap_masked-scaffold_2-processed-gene-23.57-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.57&CDS=1-1371	YOR260W
1631	OG0001631	snap_masked-scaffold_2-processed-gene-23.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.38&CDS=1-1383	YOR259C
1632	OG0001632	augustus_masked-scaffold_2-processed-gene-23.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.20&CDS=1-1059	YPL173W
1633	OG0001633	snap_masked-scaffold_2-processed-gene-23.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.40&CDS=1-825	YOR313C
1634	OG0001634	augustus_masked-scaffold_2-processed-gene-23.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.21&CDS=1-3171	YGL141W
1635	OG0001635	augustus_masked-scaffold_2-processed-gene-23.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.8&CDS=1-3282	YDL102W
1636	OG0001636	maker-scaffold_2-snap-gene-23.114-mRNA-1_1&gene=maker-scaffold_2-snap-gene-23.114&CDS=1-2337	YNL216W
1637	OG0001637	snap_masked-scaffold_2-processed-gene-23.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.61&CDS=1-2313	YDL234C
1638	OG0001638	snap_masked-scaffold_2-processed-gene-23.44-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.44&CDS=1-2433	YJL092W
1639	OG0001639	maker-scaffold_2-snap-gene-23.110-mRNA-1_1&gene=maker-scaffold_2-snap-gene-23.110&CDS=1-2907	YCR072C
1640	OG0001640	snap_masked-scaffold_2-processed-gene-23.62-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.62&CDS=1-2748	YPL141C
1641	OG0001641	snap_masked-scaffold_2-processed-gene-23.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.63&CDS=1-1128	YML095C
1642	OG0001642	augustus_masked-scaffold_2-processed-gene-23.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.13&CDS=1-3207	YEL032W
1643	OG0001643	genemark-scaffold_2-processed-gene-23.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-23.104&CDS=1-2454	YLR337C
1644	OG0001644	snap_masked-scaffold_2-processed-gene-23.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.65&CDS=1-693	YOR232W
1645	OG0001645	snap_masked-scaffold_2-processed-gene-23.51-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.51&CDS=1-1860	YDR228C
1646	OG0001646	snap_masked-scaffold_2-processed-gene-23.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.52&CDS=1-1410	YNL023C
1647	OG0001647	snap_masked-scaffold_2-processed-gene-23.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.66&CDS=1-1884	YER022W
1648	OG0001648	augustus_masked-scaffold_2-processed-gene-23.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.28&CDS=1-1299	YBR271W
1649	OG0001649	augustus_masked-scaffold_2-processed-gene-23.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.16&CDS=1-939	YJL072C
1650	OG0001650	snap_masked-scaffold_2-processed-gene-23.55-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.55&CDS=1-870	YBR185C
1651	OG0001651	augustus_masked-scaffold_2-processed-gene-24.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.37&CDS=1-3582	YKL134C
1652	OG0001652	augustus_masked-scaffold_2-processed-gene-24.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.38&CDS=1-432	YKR074W
1653	OG0001653	snap_masked-scaffold_2-processed-gene-24.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.4&CDS=1-2001	YIL046W
1654	OG0001654	snap_masked-scaffold_2-processed-gene-24.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.6&CDS=1-564	YPR153W
1655	OG0001655	snap_masked-scaffold_2-processed-gene-24.5-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.5&CDS=1-1122	YMR276W
1656	OG0001656	snap_masked-scaffold_2-processed-gene-24.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.28&CDS=1-438	YDL110C
1657	OG0001657	augustus_masked-scaffold_2-processed-gene-24.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.47&CDS=1-3090	YER087W
1658	OG0001658	augustus_masked-scaffold_2-processed-gene-24.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.48&CDS=1-2730	YBL051C
1659	OG0001659	augustus_masked-scaffold_2-processed-gene-24.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.50&CDS=1-1425	YDR489W
1660	OG0001660	augustus_masked-scaffold_2-processed-gene-24.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.64&CDS=1-1080	YIL041W
1661	OG0001661	snap_masked-scaffold_2-processed-gene-24.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.18&CDS=1-3849	YJL042W
1662	OG0001662	maker-scaffold_2-augustus-gene-24.117-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-24.117&CDS=1-3630	YCR077C
1663	OG0001663	snap_masked-scaffold_2-processed-gene-24.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.21&CDS=1-1623	YOL070C
1664	OG0001664	snap_masked-scaffold_2-processed-gene-24.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.31&CDS=1-282	YLR147C
1665	OG0001665	snap_masked-scaffold_2-processed-gene-24.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.22&CDS=1-2952	YLR148W
1666	OG0001666	snap_masked-scaffold_2-processed-gene-24.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.32&CDS=1-4458	YPL029W
1667	OG0001667	maker-scaffold_2-augustus-gene-24.119-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-24.119&CDS=1-3396	YBL023C
1668	OG0001668	snap_masked-scaffold_2-processed-gene-24.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.36&CDS=1-5055	YNL297C
1669	OG0001669	snap_masked-scaffold_2-processed-gene-24.25-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.25&CDS=1-1191	YNL292W
1670	OG0001670	snap_masked-scaffold_2-processed-gene-25.107-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.107&CDS=1-1623	YNL291C
1671	OG0001671	snap_masked-scaffold_2-processed-gene-25.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.108&CDS=1-2889	YOR335C
1672	OG0001672	snap_masked-scaffold_2-processed-gene-24.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.26&CDS=1-504	YAL033W
1673	OG0001673	snap_masked-scaffold_2-processed-gene-25.109-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.109&CDS=1-747	YDR050C
1674	OG0001674	maker-scaffold_2-snap-gene-25.14-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.14&CDS=1-723	YDR051C
1675	OG0001675	snap_masked-scaffold_2-processed-gene-25.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.103&CDS=1-351	YCR071C
1676	OG0001676	snap_masked-scaffold_2-processed-gene-25.104-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.104&CDS=1-5790	YKR031C
1677	OG0001677	genemark-scaffold_2-processed-gene-25.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-25.20&CDS=1-7296	YJL109C
1678	OG0001678	snap_masked-scaffold_2-processed-gene-25.112-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.112&CDS=1-984	YNL128W
1679	OG0001679	augustus_masked-scaffold_2-processed-gene-25.201-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.201&CDS=1-747	YGR195W
1680	OG0001680	snap_masked-scaffold_2-processed-gene-25.153-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.153&CDS=1-2046	YGR196C
1681	OG0001681	augustus_masked-scaffold_2-processed-gene-25.237-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.237&CDS=1-6021	YKR068C
1682	OG0001682	snap_masked-scaffold_2-processed-gene-25.158-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.158&CDS=1-1359	YBR236C
1683	OG0001683	snap_masked-scaffold_2-processed-gene-25.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.115&CDS=1-1638	YPL181W
1684	OG0001684	augustus_masked-scaffold_2-processed-gene-25.239-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.239&CDS=1-1791	YGL095C
1685	OG0001685	augustus_masked-scaffold_2-processed-gene-25.240-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.240&CDS=1-3378	YGL094C
1686	OG0001686	snap_masked-scaffold_2-processed-gene-25.161-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.161&CDS=1-3069	YPL183C
1687	OG0001687	snap_masked-scaffold_2-processed-gene-25.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.117&CDS=1-1449	YNL317W
1688	OG0001688	snap_masked-scaffold_2-processed-gene-25.162-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.162&CDS=1-1701	YOL136C
1689	OG0001689	maker-scaffold_2-snap-gene-25.10-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.10&CDS=1-1260	YNL282W
1690	OG0001690	augustus_masked-scaffold_2-processed-gene-25.243-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.243&CDS=1-3729	YOL095C
1691	OG0001691	snap_masked-scaffold_2-processed-gene-25.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.120&CDS=1-1002	YPL031C
1692	OG0001692	augustus_masked-scaffold_2-processed-gene-25.209-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.209&CDS=1-4698	YBR235W
1693	OG0001693	augustus_masked-scaffold_2-processed-gene-25.246-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.246&CDS=1-1743	YDL230W
1694	OG0001694	snap_masked-scaffold_2-processed-gene-25.170-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.170&CDS=1-1032	YIL021W
1695	OG0001695	augustus_masked-scaffold_2-processed-gene-25.248-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.248&CDS=1-909	YIL020C
1696	OG0001696	snap_masked-scaffold_2-processed-gene-25.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.124&CDS=1-714	YIL019W
1697	OG0001697	snap_masked-scaffold_2-processed-gene-25.172-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.172&CDS=1-2862	YPR135W
1698	OG0001698	snap_masked-scaffold_2-processed-gene-25.125-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.125&CDS=1-1716	YPR137W
1699	OG0001699	snap_masked-scaffold_2-processed-gene-25.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.126&CDS=1-1992	YPR065W
1700	OG0001700	snap_masked-scaffold_2-processed-gene-25.174-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.174&CDS=1-1245	YGL004C
1701	OG0001701	snap_masked-scaffold_2-processed-gene-25.127-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.127&CDS=1-933	YGL005C
1702	OG0001702	snap_masked-scaffold_2-processed-gene-25.175-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.175&CDS=1-3879	YGL006W
1703	OG0001703	snap_masked-scaffold_2-processed-gene-25.128-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.128&CDS=1-1878	YAR007C
1704	OG0001704	augustus_masked-scaffold_2-processed-gene-25.253-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.253&CDS=1-3045	YGL016W
1705	OG0001705	augustus_masked-scaffold_2-processed-gene-25.216-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.216&CDS=1-2298	YLL029W
1706	OG0001706	snap_masked-scaffold_2-processed-gene-25.177-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.177&CDS=1-630	YLL027W
1707	OG0001707	augustus_masked-scaffold_2-processed-gene-25.217-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.217&CDS=1-2631	YPL147W
1708	OG0001708	genemark-scaffold_2-processed-gene-25.89-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-25.89&CDS=1-1161	YOR238W
1709	OG0001709	snap_masked-scaffold_2-processed-gene-25.131-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.131&CDS=1-1314	YPL146C
1710	OG0001710	snap_masked-scaffold_2-processed-gene-25.132-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.132&CDS=1-2172	YNR033W
1711	OG0001711	snap_masked-scaffold_2-processed-gene-25.183-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.183&CDS=1-2838	YAL011W
1712	OG0001712	snap_masked-scaffold_2-processed-gene-25.135-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.135&CDS=1-3285	YOL034W
1713	OG0001713	snap_masked-scaffold_2-processed-gene-25.136-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.136&CDS=1-882	YPL131W
1714	OG0001714	maker-scaffold_2-snap-gene-25.12-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.12&CDS=1-1044	YHL022C
1715	OG0001715	maker-scaffold_2-snap-gene-25.13-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.13&CDS=1-2523	YBL055C
1716	OG0001716	augustus_masked-scaffold_2-processed-gene-25.229-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.229&CDS=1-3501	YBL057C
1717	OG0001717	snap_masked-scaffold_2-processed-gene-25.144-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.144&CDS=1-2298	YER091C
1718	OG0001718	snap_masked-scaffold_2-processed-gene-25.189-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.189&CDS=1-1179	YBL058W
1719	OG0001719	snap_masked-scaffold_2-processed-gene-25.190-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.190&CDS=1-1494	YER090W
1720	OG0001720	snap_masked-scaffold_3-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.63&CDS=1-771	YOL154W
1721	OG0001721	snap_masked-scaffold_3-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.41&CDS=1-561	YGL242C
1722	OG0001722	augustus_masked-scaffold_3-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.25&CDS=1-1203	YGL243W
1723	OG0001723	snap_masked-scaffold_3-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.42&CDS=1-2499	YER069W
1724	OG0001724	snap_masked-scaffold_3-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.43&CDS=1-1386	YJL131C
