	OrthologID	Saccharomyces_cerevisiae	Sugiyamaella_lignohabitans
1488	OG0001488	YGR012W	augustus_masked-CP014503.1-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-5.62&CDS=1-1209
1489	OG0001489	YGR014W	augustus_masked-CP014501.1-processed-gene-30.67-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-30.67&CDS=1-4050
1490	OG0001490	YGR017W	augustus_masked-CP014502.1-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-6.25&CDS=1-936
1491	OG0001491	YGR019W	augustus_masked-CP014502.1-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-6.0&CDS=1-1482
1492	OG0001492	YGR020C	maker-CP014503.1-augustus-gene-33.6-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-33.6&CDS=1-372
1493	OG0001493	YGR021W	snap_masked-CP014503.1-processed-gene-33.79-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-33.79&CDS=1-855
1494	OG0001494	YGR024C	maker-CP014501.1-augustus-gene-22.102-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-22.102&CDS=1-846
1495	OG0001495	YGR028W	maker-CP014501.1-augustus-gene-35.88-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-35.88&CDS=1-1071
1496	OG0001496	YGR029W	augustus_masked-CP014501.1-processed-gene-35.62-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-35.62&CDS=1-696
1497	OG0001497	YGR031W	maker-CP014502.1-augustus-gene-3.69-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-3.69&CDS=1-939
1498	OG0001498	YGR033C	augustus_masked-CP014501.1-processed-gene-31.93-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-31.93&CDS=1-729
1499	OG0001499	YGR036C	augustus_masked-CP014501.1-processed-gene-35.53-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-35.53&CDS=1-675
1500	OG0001500	YGR037C	augustus_masked-CP014501.1-processed-gene-26.67-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-26.67&CDS=1-258
1501	OG0001501	YGR038W	augustus_masked-CP014501.1-processed-gene-16.81-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-16.81&CDS=1-546
1502	OG0001502	YGR042W	augustus_masked-CP014501.1-processed-gene-38.16-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-38.16&CDS=1-1485
1503	OG0001503	YGR044C	augustus_masked-CP014500.1-processed-gene-16.38-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-16.38&CDS=1-2283
1504	OG0001504	YGR046W	augustus_masked-CP014500.1-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-8.25&CDS=1-1428
1505	OG0001505	YGR047C	genemark-CP014503.1-processed-gene-14.114-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-14.114&CDS=1-3015
1506	OG0001506	YGR048W	augustus_masked-CP014503.1-processed-gene-25.126-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-25.126&CDS=1-1158
1507	OG0001507	YGR053C	maker-CP014501.1-augustus-gene-3.45-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-3.45&CDS=1-948
1508	OG0001508	YGR054W	maker-CP014500.1-augustus-gene-16.72-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-16.72&CDS=1-1866
1509	OG0001509	YGR055W	augustus_masked-CP014503.1-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-8.32&CDS=1-1596
1510	OG0001510	YGR057C	augustus_masked-CP014500.1-processed-gene-16.52-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-16.52&CDS=1-855
1511	OG0001511	YGR058W	augustus_masked-CP014501.1-processed-gene-16.98-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-16.98&CDS=1-915
1512	OG0001512	YGR060W	augustus_masked-CP014503.1-processed-gene-44.18-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-44.18&CDS=1-882
1513	OG0001513	YGR061C	augustus_masked-CP014502.1-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.146&CDS=1-3969
1514	OG0001514	YGR062C	augustus_masked-CP014503.1-processed-gene-15.53-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-15.53&CDS=1-987
1515	OG0001515	YGR074W	augustus_masked-CP014501.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-0.98&CDS=1-357
1516	OG0001516	YGR076C	augustus_masked-CP014501.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-0.81&CDS=1-612
1517	OG0001517	YGR080W	augustus_masked-CP014502.1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.129&CDS=1-1047
1518	OG0001518	YGR082W	augustus_masked-CP014501.1-processed-gene-31.104-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-31.104&CDS=1-519
1519	OG0001519	YGR083C	augustus_masked-CP014501.1-processed-gene-35.48-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-35.48&CDS=1-1554
1520	OG0001520	YGR086C	augustus_masked-CP014503.1-processed-gene-43.106-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.106&CDS=1-921
1521	OG0001521	YGR089W	augustus_masked-CP014500.1-processed-gene-15.40-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.40&CDS=1-2922
1522	OG0001522	YGR090W	augustus_masked-CP014501.1-processed-gene-37.88-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-37.88&CDS=1-3630
1523	OG0001523	YGR091W	augustus_masked-CP014500.1-processed-gene-26.220-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-26.220&CDS=1-1701
1524	OG0001524	YGR093W	maker-CP014503.1-augustus-gene-41.47-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-41.47&CDS=1-1539
1525	OG0001525	YGR094W	augustus_masked-CP014502.1-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-16.19&CDS=1-3186
1526	OG0001526	YGR095C	augustus_masked-CP014502.1-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-16.10&CDS=1-681
1527	OG0001527	YGR096W	augustus_masked-CP014502.1-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-12.136&CDS=1-1041
1528	OG0001528	YGR099W	augustus_masked-CP014503.1-processed-gene-32.86-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.86&CDS=1-2784
1529	OG0001529	YGR100W	augustus_masked-CP014501.1-processed-gene-46.7-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-46.7&CDS=1-2886
1530	OG0001530	YGR101W	augustus_masked-CP014500.1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-10.58&CDS=1-1164
1531	OG0001531	YGR103W	augustus_masked-CP014500.1-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-10.65&CDS=1-1830
1532	OG0001532	YGR105W	augustus_masked-CP014500.1-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-9.110&CDS=1-249
1533	OG0001533	YGR111W	snap_masked-CP014503.1-processed-gene-11.51-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-11.51&CDS=1-1197
1534	OG0001534	YGR112W	augustus_masked-CP014501.1-processed-gene-24.30-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-24.30&CDS=1-738
1535	OG0001535	YGR113W	genemark-CP014501.1-processed-gene-24.101-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-24.101&CDS=1-855
1536	OG0001536	YGR116W	maker-CP014503.1-augustus-gene-47.113-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-47.113&CDS=1-4359
1537	OG0001537	YGR119C	augustus_masked-CP014503.1-processed-gene-17.44-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-17.44&CDS=1-1194
1538	OG0001538	YGR120C	augustus_masked-CP014503.1-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-8.19&CDS=1-777
1539	OG0001539	YGR123C	augustus_masked-CP014501.1-processed-gene-56.81-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-56.81&CDS=1-1470
1540	OG0001540	YGR124W	augustus_masked-CP014500.1-processed-gene-25.48-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-25.48&CDS=1-1689
1541	OG0001541	YGR125W	augustus_masked-CP014503.1-processed-gene-42.89-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.89&CDS=1-3225
1542	OG0001542	YGR128C	augustus_masked-CP014503.1-processed-gene-42.90-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.90&CDS=1-2316
1543	OG0001543	YGR132C	genemark-CP014500.1-processed-gene-8.152-mRNA-1_1&gene=genemark-CP014500.1-processed-gene-8.152&CDS=1-849
1544	OG0001544	YGR135W	augustus_masked-CP014503.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-0.96&CDS=1-750
1545	OG0001545	YGR144W	augustus_masked-CP014500.1-processed-gene-16.64-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-16.64&CDS=1-957
1546	OG0001546	YGR145W	maker-CP014501.1-augustus-gene-48.50-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-48.50&CDS=1-3444
1547	OG0001547	YGR147C	augustus_masked-CP014500.1-processed-gene-21.71-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-21.71&CDS=1-717
1548	OG0001548	YGR149W	maker-CP014502.1-augustus-gene-15.6-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-15.6&CDS=1-1392
1549	OG0001549	YGR150C	genemark-CP014503.1-processed-gene-19.16-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-19.16&CDS=1-2328
1550	OG0001550	YGR152C	augustus_masked-CP014500.1-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-3.23&CDS=1-948
1551	OG0001551	YGR155W	maker-CP014502.1-augustus-gene-17.7-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-17.7&CDS=1-1518
1552	OG0001552	YGR157W	augustus_masked-CP014503.1-processed-gene-33.25-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-33.25&CDS=1-2931
1553	OG0001553	YGR158C	augustus_masked-CP014503.1-processed-gene-33.38-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-33.38&CDS=1-816
1554	OG0001554	YGR159C	augustus_masked-CP014501.1-processed-gene-37.85-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-37.85&CDS=1-1317
1555	OG0001555	YGR163W	maker-CP014503.1-augustus-gene-4.84-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-4.84&CDS=1-1077
1556	OG0001556	YGR165W	maker-CP014501.1-augustus-gene-54.132-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-54.132&CDS=1-990
1557	OG0001557	YGR167W	augustus_masked-CP014503.1-processed-gene-48.114-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.114&CDS=1-666
1558	OG0001558	YGR170W	genemark-CP014502.1-processed-gene-19.144-mRNA-1_1&gene=genemark-CP014502.1-processed-gene-19.144&CDS=1-2979
1559	OG0001559	YGR171C	augustus_masked-CP014501.1-processed-gene-30.82-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-30.82&CDS=1-1779
1560	OG0001560	YGR172C	maker-CP014501.1-augustus-gene-30.50-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-30.50&CDS=1-819
1561	OG0001561	YGR173W	augustus_masked-CP014501.1-processed-gene-58.171-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.171&CDS=1-1104
1562	OG0001562	YGR174C	maker-CP014501.1-augustus-gene-51.14-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-51.14&CDS=1-360
1563	OG0001563	YGR175C	maker-CP014501.1-augustus-gene-51.10-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-51.10&CDS=1-1389
1564	OG0001564	YGR178C	snap_masked-CP014500.1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-CP014500.1-processed-gene-7.108&CDS=1-3459
1565	OG0001565	YGR181W	maker-CP014501.1-augustus-gene-33.0-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-33.0&CDS=1-336
1566	OG0001566	YGR183C	maker-CP014501.1-augustus-gene-43.47-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-43.47&CDS=1-204
1567	OG0001567	YGR184C	maker-CP014500.1-augustus-gene-23.145-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-23.145&CDS=1-6090
1568	OG0001568	YGR185C	augustus_masked-CP014500.1-processed-gene-23.141-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-23.141&CDS=1-1185
1569	OG0001569	YGR186W	augustus_masked-CP014501.1-processed-gene-22.113-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-22.113&CDS=1-1986
1570	OG0001570	YGR187C	augustus_masked-CP014501.1-processed-gene-35.68-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-35.68&CDS=1-1137
1571	OG0001571	YGR188C	augustus_masked-CP014501.1-processed-gene-50.69-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.69&CDS=1-2760
1572	OG0001572	YGR189C	augustus_masked-CP014502.1-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-5.80&CDS=1-1614
1573	OG0001573	YGR193C	augustus_masked-CP014501.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-3.24&CDS=1-1269
1574	OG0001574	YGR194C	maker-CP014503.1-augustus-gene-12.79-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-12.79&CDS=1-2013
1575	OG0001575	YGR195W	maker-CP014501.1-augustus-gene-22.101-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-22.101&CDS=1-735
1576	OG0001576	YGR197C, YJR015W	
1577	OG0001577	YGR198W	genemark-CP014501.1-processed-gene-36.88-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-36.88&CDS=1-2784
1578	OG0001578	YGR200C	augustus_masked-CP014503.1-processed-gene-43.124-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.124&CDS=1-2247
1579	OG0001579	YGR202C	augustus_masked-CP014501.1-processed-gene-50.42-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.42&CDS=1-1560
1580	OG0001580	YGR203W	maker-CP014501.1-augustus-gene-50.90-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-50.90&CDS=1-384
1581	OG0001581	YGR204W	maker-CP014501.1-augustus-gene-30.48-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-30.48&CDS=1-2814
1582	OG0001582	YGR205W	augustus_masked-CP014500.1-processed-gene-25.23-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-25.23&CDS=1-855
1583	OG0001583	YGR207C	augustus_masked-CP014500.1-processed-gene-25.42-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-25.42&CDS=1-771
1584	OG0001584	YGR208W	augustus_masked-CP014503.1-processed-gene-34.53-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-34.53&CDS=1-936
1585	OG0001585	YGR210C	augustus_masked-CP014503.1-processed-gene-41.19-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-41.19&CDS=1-1218
1586	OG0001586	YGR211W	augustus_masked-CP014503.1-processed-gene-16.43-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-16.43&CDS=1-1521
1587	OG0001587	YGR215W	augustus_masked-CP014503.1-processed-gene-31.104-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-31.104&CDS=1-333
1588	OG0001588	YGR216C	augustus_masked-CP014502.1-processed-gene-16.6-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-16.6&CDS=1-2145
1589	OG0001589	YGR217W	augustus_masked-CP014503.1-processed-gene-31.117-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-31.117&CDS=1-6555
1590	OG0001590	YGR218W	maker-CP014503.1-augustus-gene-41.48-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-41.48&CDS=1-3240
1591	OG0001591	YGR220C	augustus_masked-CP014503.1-processed-gene-41.14-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-41.14&CDS=1-891
1592	OG0001592	YGR223C	snap_masked-CP014501.1-processed-gene-40.14-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-40.14&CDS=1-1314
1593	OG0001593	YGR225W	augustus_masked-CP014503.1-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-2.70&CDS=1-1374
1594	OG0001594	YGR227W	augustus_masked-CP014503.1-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-9.15&CDS=1-1620
1595	OG0001595	YGR229C	augustus_masked-CP014503.1-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-10.94&CDS=1-1839
1596	OG0001596	YGR231C	maker-CP014503.1-snap-gene-10.79-mRNA-1_1&gene=maker-CP014503.1-snap-gene-10.79&CDS=1-1476
1597	OG0001597	YGR232W	augustus_masked-CP014503.1-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-9.14&CDS=1-804
1598	OG0001598	YGR233C	maker-CP014503.1-augustus-gene-41.45-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-41.45&CDS=1-3096
1599	OG0001599	YGR234W	snap_masked-CP014502.1-processed-gene-16.43-mRNA-1_1&gene=snap_masked-CP014502.1-processed-gene-16.43&CDS=1-1197
1600	OG0001600	YGR235C	augustus_masked-CP014500.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-0.87&CDS=1-735
1601	OG0001601	YGR244C	augustus_masked-CP014501.1-processed-gene-21.20-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-21.20&CDS=1-1302
1602	OG0001602	YGR245C	augustus_masked-CP014501.1-processed-gene-22.117-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-22.117&CDS=1-2139
1603	OG0001603	YGR246C	augustus_masked-CP014501.1-processed-gene-22.109-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-22.109&CDS=1-2061
1604	OG0001604	YGR247W	snap_masked-CP014500.1-processed-gene-12.48-mRNA-1_1&gene=snap_masked-CP014500.1-processed-gene-12.48&CDS=1-624
1605	OG0001605	YGR252W	augustus_masked-CP014501.1-processed-gene-41.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-41.27&CDS=1-2019
1606	OG0001606	YGR253C	maker-CP014501.1-augustus-gene-41.60-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-41.60&CDS=1-783
1607	OG0001607	YGR255C	augustus_masked-CP014500.1-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-7.52&CDS=1-1623
1608	OG0001608	YGR257C	augustus_masked-CP014502.1-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-2.115&CDS=1-1185
1609	OG0001609	YGR258C	maker-CP014501.1-snap-gene-50.102-mRNA-1_1&gene=maker-CP014501.1-snap-gene-50.102&CDS=1-2274
1610	OG0001610	YGR260W	snap_masked-CP014502.1-processed-gene-18.59-mRNA-1_1&gene=snap_masked-CP014502.1-processed-gene-18.59&CDS=1-1422
1611	OG0001611	YGR261C	maker-CP014501.1-augustus-gene-50.83-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-50.83&CDS=1-2442
1612	OG0001612	YGR262C	augustus_masked-CP014503.1-processed-gene-18.102-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-18.102&CDS=1-792
1613	OG0001613	YGR264C	augustus_masked-CP014503.1-processed-gene-43.115-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.115&CDS=1-2334
1614	OG0001614	YGR266W	augustus_masked-CP014503.1-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-9.33&CDS=1-2073
1615	OG0001615	YGR267C	augustus_masked-CP014502.1-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-5.109&CDS=1-891
1616	OG0001616	YGR268C	augustus_masked-CP014502.1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-5.110&CDS=1-1056
1617	OG0001617	YGR270W	augustus_masked-CP014503.1-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-14.33&CDS=1-4350
1618	OG0001618	YGR271C-A	augustus_masked-CP014503.1-processed-gene-19.80-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-19.80&CDS=1-540
1619	OG0001619	YGR271W	maker-CP014503.1-snap-gene-13.36-mRNA-1_1&gene=maker-CP014503.1-snap-gene-13.36&CDS=1-5775
1620	OG0001620	YGR274C	maker-CP014503.1-augustus-gene-15.36-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-15.36&CDS=1-3375
1621	OG0001621	YGR276C	snap_masked-CP014501.1-processed-gene-48.127-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-48.127&CDS=1-1983
1622	OG0001622	YGR277C	augustus_masked-CP014501.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-3.29&CDS=1-1026
1623	OG0001623	YGR278W	maker-CP014501.1-augustus-gene-3.43-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-3.43&CDS=1-3009
1624	OG0001624	YGR281W	maker-CP014500.1-augustus-gene-14.5-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-14.5&CDS=1-4413
1625	OG0001625	YGR284C	augustus_masked-CP014500.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-1.32&CDS=1-969
1626	OG0001626	YGR285C	augustus_masked-CP014501.1-processed-gene-20.74-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-20.74&CDS=1-1290
1627	OG0001627	YGR286C	augustus_masked-CP014503.1-processed-gene-24.57-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-24.57&CDS=1-1197
1628	OG0001628	YHL002W	maker-CP014501.1-augustus-gene-44.6-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-44.6&CDS=1-2010
1629	OG0001629	YHL004W	augustus_masked-CP014501.1-processed-gene-44.31-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.31&CDS=1-1548
1630	OG0001630	YHL007C	maker-CP014501.1-snap-gene-44.3-mRNA-1_1&gene=maker-CP014501.1-snap-gene-44.3&CDS=1-3672
1631	OG0001631	YHL010C	augustus_masked-CP014501.1-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-11.11&CDS=1-2172
1632	OG0001632	YHL011C	maker-CP014501.1-augustus-gene-11.1-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-11.1&CDS=1-960
1633	OG0001633	YHL013C	maker-CP014500.1-augustus-gene-11.14-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-11.14&CDS=1-939
1634	OG0001634	YHL015W	maker-CP014501.1-snap-gene-43.52-mRNA-1_1&gene=maker-CP014501.1-snap-gene-43.52&CDS=1-348
1635	OG0001635	YHL016C	augustus_masked-CP014501.1-processed-gene-30.76-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-30.76&CDS=1-2091
1636	OG0001636	YHL018W	augustus_masked-CP014500.1-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-12.108&CDS=1-366
1637	OG0001637	YHL020C	augustus_masked-CP014503.1-processed-gene-46.81-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-46.81&CDS=1-1407
1638	OG0001638	YHL021C	augustus_masked-CP014503.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-2.74&CDS=1-1236
1639	OG0001639	YHL022C	genemark-CP014503.1-processed-gene-2.115-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-2.115&CDS=1-1068
1640	OG0001640	YHL023C	maker-CP014500.1-snap-gene-8.54-mRNA-1_1&gene=maker-CP014500.1-snap-gene-8.54&CDS=1-2784
1641	OG0001641	YHL024W	snap_masked-CP014503.1-processed-gene-10.17-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-10.17&CDS=1-1383
1642	OG0001642	YHL027W	augustus_masked-CP014501.1-processed-gene-39.128-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-39.128&CDS=1-2061
1643	OG0001643	YHL028W	augustus_masked-CP014503.1-processed-gene-40.93-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-40.93&CDS=1-1134
1644	OG0001644	YHL029C	augustus_masked-CP014500.1-processed-gene-26.194-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-26.194&CDS=1-1743
1645	OG0001645	YHL030W	maker-CP014500.1-augustus-gene-26.172-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-26.172&CDS=1-5472
1646	OG0001646	YHL031C	augustus_masked-CP014501.1-processed-gene-52.128-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-52.128&CDS=1-666
1647	OG0001647	YHL032C	augustus_masked-CP014502.1-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-9.29&CDS=1-1611
1648	OG0001648	YHR001W-A	augustus_masked-CP014501.1-processed-gene-43.13-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-43.13&CDS=1-240
1649	OG0001649	YHR002W	augustus_masked-CP014503.1-processed-gene-16.48-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-16.48&CDS=1-1311
1650	OG0001650	YHR004C	augustus_masked-CP014503.1-processed-gene-36.117-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-36.117&CDS=1-1005
1651	OG0001651	YHR005C	genemark-CP014501.1-processed-gene-44.93-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-44.93&CDS=1-1257
1652	OG0001652	YHR005C-A	maker-CP014501.1-augustus-gene-52.96-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-52.96&CDS=1-285
1653	OG0001653	YHR007C	augustus_masked-CP014503.1-processed-gene-12.51-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-12.51&CDS=1-1596
1654	OG0001654	YHR008C	maker-CP014501.1-augustus-gene-53.105-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-53.105&CDS=1-678
1655	OG0001655	YHR009C	augustus_masked-CP014500.1-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.22&CDS=1-1311
1656	OG0001656	YHR011W	maker-CP014503.1-augustus-gene-46.48-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-46.48&CDS=1-1515
1657	OG0001657	YHR012W	augustus_masked-CP014502.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-0.17&CDS=1-756
1658	OG0001658	YHR013C	augustus_masked-CP014501.1-processed-gene-41.43-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-41.43&CDS=1-582
