	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034648_Candida_restingae
1352	OG0001352	YFR011C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.13&CDS=1-447
1353	OG0001353	YFR015C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.36&CDS=1-2088
1354	OG0001354	YFR016C	maker-NODE_4_length_844464_cov_24.6742_ID_7-snap-gene-6.40-mRNA-1_1&gene=maker-NODE_4_length_844464_cov_24.6742_ID_7-snap-gene-6.40&CDS=1-2109
1355	OG0001355	YFR019W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.113&CDS=1-7233
1356	OG0001356	YFR021W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-6.33&CDS=1-1716
1357	OG0001357	YFR024C-A	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.111-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.111&CDS=1-1212
1358	OG0001358	YFR025C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-3.41&CDS=1-933
1359	OG0001359	YFR028C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-7.138-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-7.138&CDS=1-1470
1360	OG0001360	YFR029W	augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.113&CDS=1-2595
1361	OG0001361	YFR030W	snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-1.49&CDS=1-3285
1362	OG0001362	YFR031C	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-3.64&CDS=1-3516
1363	OG0001363	YFR032C-A	snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_34_length_47638_cov_35.8433_ID_67-processed-gene-0.55&CDS=1-186
1364	OG0001364	YFR033C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.167-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.167&CDS=1-387
1365	OG0001365	YFR034C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-1.35&CDS=1-1635
1366	OG0001366	YFR037C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.7&CDS=1-1641
1367	OG0001367	YFR038W	augustus_masked-NODE_27_length_120446_cov_34.1613_ID_53-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_27_length_120446_cov_34.1613_ID_53-processed-gene-0.19&CDS=1-2382
1368	OG0001368	YFR041C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.46&CDS=1-894
1369	OG0001369	YFR043C	augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.105&CDS=1-888
1370	OG0001370	YFR044C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-3.59&CDS=1-1452
1371	OG0001371	YFR047C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.13&CDS=1-888
1372	OG0001372	YFR048W	augustus_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-2.8&CDS=1-3162
1373	OG0001373	YFR049W	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.191-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.191&CDS=1-294
1374	OG0001374	YFR050C	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.190-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.190&CDS=1-813
1375	OG0001375	YFR051C	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.164&CDS=1-1581
1376	OG0001376	YFR052W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.90&CDS=1-831
1377	OG0001377	YGL001C	snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.65&CDS=1-1038
1378	OG0001378	YGL005C	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.16&CDS=1-660
1379	OG0001379	YGL006W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.31&CDS=1-3465
1380	OG0001380	YGL008C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.42&CDS=1-2685
1381	OG0001381	YGL009C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.63&CDS=1-2283
1382	OG0001382	YGL010W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.76&CDS=1-582
1383	OG0001383	YGL011C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.30&CDS=1-750
1384	OG0001384	YGL012W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.38&CDS=1-1353
1385	OG0001385	YGL016W	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.16&CDS=1-3045
1386	OG0001386	YGL017W	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.11&CDS=1-1452
1387	OG0001387	YGL018C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.13&CDS=1-648
1388	OG0001388	YGL019W	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.39&CDS=1-876
1389	OG0001389	YGL020C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-3.14&CDS=1-654
1390	OG0001390	YGL022W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.65&CDS=1-2175
1391	OG0001391	YGL026C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.151-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.151&CDS=1-2124
1392	OG0001392	YGL027C	augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.53&CDS=1-2451
1393	OG0001393	YGL028C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-3.81&CDS=1-1608
1394	OG0001394	YGL030W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.68&CDS=1-339
1395	OG0001395	YGL037C	genemark-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-3.26&CDS=1-684
1396	OG0001396	YGL038C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.48&CDS=1-1134
1397	OG0001397	YGL040C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.105&CDS=1-1035
1398	OG0001398	YGL041W-A	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.62&CDS=1-390
1399	OG0001399	YGL043W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.33&CDS=1-897
1400	OG0001400	YGL044C	augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.116&CDS=1-762
1401	OG0001401	YGL045W	maker-NODE_13_length_550700_cov_25.1861_ID_25-snap-gene-1.60-mRNA-1_1&gene=maker-NODE_13_length_550700_cov_25.1861_ID_25-snap-gene-1.60&CDS=1-1779
1402	OG0001402	YGL047W	snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.92&CDS=1-573
1403	OG0001403	YGL048C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.163-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.163&CDS=1-1200
1404	OG0001404	YGL050W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-9.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-9.66&CDS=1-816
1405	OG0001405	YGL055W	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-0.28&CDS=1-1443
1406	OG0001406	YGL058W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-5.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-5.55&CDS=1-492
1407	OG0001407	YGL059W	snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.100&CDS=1-1443
1408	OG0001408	YGL062W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-4.36&CDS=1-3525
1409	OG0001409	YGL064C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.27&CDS=1-1506
1410	OG0001410	YGL065C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.13&CDS=1-1338
1411	OG0001411	YGL066W	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.109&CDS=1-1371
1412	OG0001412	YGL067W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.26&CDS=1-1260
1413	OG0001413	YGL068W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.18-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.18&CDS=1-483
1414	OG0001414	YGL070C	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.74&CDS=1-336
1415	OG0001415	YGL073W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.45&CDS=1-1821
1416	OG0001416	YGL078C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.55&CDS=1-1566
1417	OG0001417	YGL079W	augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.51&CDS=1-711
1418	OG0001418	YGL080W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.112&CDS=1-327
1419	OG0001419	YGL084C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.167-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.167&CDS=1-1758
1420	OG0001420	YGL085W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-3.40&CDS=1-687
1421	OG0001421	YGL086W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.165-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.165&CDS=1-1833
1422	OG0001422	YGL087C	augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.8&CDS=1-411
1423	OG0001423	YGL091C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-0.88&CDS=1-987
1424	OG0001424	YGL092W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-0.89&CDS=1-3936
1425	OG0001425	YGL093W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.35-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.35&CDS=1-4266
1426	OG0001426	YGL094C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.80&CDS=1-3234
1427	OG0001427	YGL095C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-2.83&CDS=1-1749
1428	OG0001428	YGL099W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.15&CDS=1-1944
1429	OG0001429	YGL100W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.26&CDS=1-1002
1430	OG0001430	YGL103W	maker-NODE_2_length_1144711_cov_23.956_ID_3-snap-gene-9.47-mRNA-1_1&gene=maker-NODE_2_length_1144711_cov_23.956_ID_3-snap-gene-9.47&CDS=1-447
1431	OG0001431	YGL106W	maker-NODE_2_length_1144711_cov_23.956_ID_3-augustus-gene-9.102-mRNA-1_1&gene=maker-NODE_2_length_1144711_cov_23.956_ID_3-augustus-gene-9.102&CDS=1-429
1432	OG0001432	YGL110C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.33&CDS=1-1908
1433	OG0001433	YGL111W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.12&CDS=1-1281
1434	OG0001434	YGL112C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.131-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.131&CDS=1-1482
1435	OG0001435	YGL113W	augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.10&CDS=1-2370
1436	OG0001436	YGL114W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.59&CDS=1-2016
1437	OG0001437	YGL115W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.58&CDS=1-1005
1438	OG0001438	YGL119W	snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.23&CDS=1-1737
1439	OG0001439	YGL122C	snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.21&CDS=1-1440
1440	OG0001440	YGL123W	snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.5&CDS=1-756
1441	OG0001441	YGL124C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.24&CDS=1-2094
1442	OG0001442	YGL125W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.84&CDS=1-1824
1443	OG0001443	YGL126W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-4.34&CDS=1-888
1444	OG0001444	YGL127C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-4.35&CDS=1-375
1445	OG0001445	YGL129C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.9&CDS=1-1443
1446	OG0001446	YGL130W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-2.119&CDS=1-1314
1447	OG0001447	YGL131C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-2.105&CDS=1-4449
1448	OG0001448	YGL136C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.105&CDS=1-780
1449	OG0001449	YGL137W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.33&CDS=1-2760
1450	OG0001450	YGL141W	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.51&CDS=1-2748
1451	OG0001451	YGL142C	augustus_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.27&CDS=1-1656
1452	OG0001452	YGL143C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.63&CDS=1-1191
1453	OG0001453	YGL144C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.160-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.160&CDS=1-2322
1454	OG0001454	YGL148W	maker-NODE_11_length_576536_cov_25.4156_ID_21-augustus-gene-2.131-mRNA-1_1&gene=maker-NODE_11_length_576536_cov_25.4156_ID_21-augustus-gene-2.131&CDS=1-2385
1455	OG0001455	YGL150C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.22&CDS=1-3930
1456	OG0001456	YGL151W	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.29&CDS=1-2763
1457	OG0001457	YGL153W	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.27&CDS=1-1161
1458	OG0001458	YGL154C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.24&CDS=1-819
1459	OG0001459	YGL155W	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.25-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.25&CDS=1-1104
1460	OG0001460	YGL156W	maker-NODE_6_length_681199_cov_20.8158_ID_11-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_6_length_681199_cov_20.8158_ID_11-snap-gene-2.0&CDS=1-3624
1461	OG0001461	YGL159W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.88&CDS=1-1032
1462	OG0001462	YGL160W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.116&CDS=1-1482
1463	OG0001463	YGL161C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-7.148-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-7.148&CDS=1-825
1464	OG0001464	YGL164C	augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.14&CDS=1-1206
1465	OG0001465	YGL167C	genemark-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.159-mRNA-1_1&gene=genemark-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.159&CDS=1-3420
1466	OG0001466	YGL169W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.70-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.70&CDS=1-1119
1467	OG0001467	YGL171W	snap_masked-NODE_32_length_50595_cov_18.8577_ID_63-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_32_length_50595_cov_18.8577_ID_63-processed-gene-0.27&CDS=1-1614
1468	OG0001468	YGL172W	snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.136&CDS=1-1425
1469	OG0001469	YGL173C	snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.104&CDS=1-4374
1470	OG0001470	YGL178W	snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_23_length_171378_cov_22.7045_ID_45-processed-gene-0.106&CDS=1-2190
1471	OG0001471	YGL179C	maker-NODE_11_length_576536_cov_25.4156_ID_21-snap-gene-4.124-mRNA-1_1&gene=maker-NODE_11_length_576536_cov_25.4156_ID_21-snap-gene-4.124&CDS=1-3060
